Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B -1phi 9"
Duration Time,60.147
Ambient Temperature,"88.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"555506"
Raw Accumulated Counts,"572772"
Valid Count Last Packet,"8755"
Raw Count Last Packet,"8978"
Live Time,58.778969
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8048
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1852"
1,"1469"
2,"978"
3,"505"
4,"205"
5,"75"
6,"22"
7,"3"
8,"4"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"4"
22,"32"
23,"103"
24,"166"
25,"149"
26,"142"
27,"174"
28,"155"
29,"173"
30,"151"
31,"149"
32,"143"
33,"122"
34,"143"
35,"138"
36,"158"
37,"127"
38,"123"
39,"117"
40,"146"
41,"121"
42,"151"
43,"146"
44,"138"
45,"152"
46,"150"
47,"134"
48,"160"
49,"144"
50,"120"
51,"125"
52,"145"
53,"121"
54,"146"
55,"118"
56,"141"
57,"114"
58,"142"
59,"125"
60,"125"
61,"149"
62,"133"
63,"113"
64,"111"
65,"123"
66,"96"
67,"103"
68,"137"
69,"122"
70,"132"
71,"150"
72,"150"
73,"187"
74,"148"
75,"188"
76,"191"
77,"170"
78,"158"
79,"162"
80,"161"
81,"226"
82,"331"
83,"535"
84,"732"
85,"897"
86,"969"
87,"916"
88,"779"
89,"566"
90,"412"
91,"277"
92,"201"
93,"159"
94,"126"
95,"108"
96,"132"
97,"134"
98,"106"
99,"117"
100,"121"
101,"148"
102,"117"
103,"123"
104,"112"
105,"130"
106,"103"
107,"113"
108,"120"
109,"123"
110,"147"
111,"155"
112,"168"
113,"192"
114,"214"
115,"217"
116,"221"
117,"214"
118,"197"
119,"169"
120,"164"
121,"174"
122,"191"
123,"176"
124,"223"
125,"259"
126,"292"
127,"380"
128,"534"
129,"694"
130,"1011"
131,"1361"
132,"1675"
133,"1852"
134,"1874"
135,"1856"
136,"1599"
137,"1348"
138,"1235"
139,"1290"
140,"1372"
141,"1374"
142,"1411"
143,"1518"
144,"1684"
145,"1833"
146,"1829"
147,"1738"
148,"1628"
149,"1282"
150,"971"
151,"676"
152,"458"
153,"362"
154,"269"
