Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B 5phi 0"
Duration Time,60.2231
Ambient Temperature,"97.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"564493"
Raw Accumulated Counts,"582194"
Valid Count Last Packet,"8876"
Raw Count Last Packet,"9116"
Live Time,58.843964
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8054
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1753"
1,"1515"
2,"979"
3,"438"
4,"212"
5,"78"
6,"15"
7,"1"
8,"2"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"19"
23,"91"
24,"134"
25,"130"
26,"130"
27,"131"
28,"139"
29,"118"
30,"125"
31,"113"
32,"130"
33,"120"
34,"124"
35,"118"
36,"115"
37,"107"
38,"122"
39,"126"
40,"103"
41,"110"
42,"113"
43,"132"
44,"105"
45,"109"
46,"121"
47,"111"
48,"110"
49,"117"
50,"113"
51,"106"
52,"93"
53,"119"
54,"103"
55,"109"
56,"136"
57,"118"
58,"109"
59,"115"
60,"127"
61,"97"
62,"100"
63,"113"
64,"94"
65,"104"
66,"106"
67,"86"
68,"91"
69,"99"
70,"107"
71,"123"
72,"136"
73,"134"
74,"138"
75,"142"
76,"110"
77,"110"
78,"122"
79,"102"
80,"116"
81,"135"
82,"193"
83,"266"
84,"338"
85,"419"
86,"421"
87,"413"
88,"357"
89,"261"
90,"197"
91,"150"
92,"126"
93,"109"
94,"110"
95,"98"
96,"103"
97,"102"
98,"120"
99,"110"
100,"103"
101,"112"
102,"96"
103,"94"
104,"101"
105,"98"
106,"90"
107,"117"
108,"121"
109,"121"
110,"124"
111,"139"
112,"180"
113,"183"
114,"201"
115,"211"
116,"216"
117,"204"
118,"198"
119,"170"
120,"175"
121,"177"
122,"177"
123,"182"
124,"193"
125,"208"
126,"257"
127,"385"
128,"500"
129,"739"
130,"1033"
131,"1360"
132,"1689"
133,"1890"
134,"1997"
135,"1740"
136,"1657"
137,"1388"
138,"1279"
139,"1270"
140,"1320"
141,"1385"
142,"1443"
143,"1534"
144,"1697"
145,"1788"
146,"1875"
147,"1796"
148,"1589"
149,"1196"
150,"956"
151,"681"
152,"452"
153,"329"
154,"298"
155,"285"
156,"331"
157,"343"
158,"430"
159,"485"
160,"645"
161,"805"
162,"953"
163,"1162"
164,"1366"
165,"1261"
166,"1124"
167,"898"
168,"647"
169,"456"
170,"318"
171,"207"
172,"194"
173,"187"
174,"220"
175,"259"
176,"307"
177,"369"
178,"426"
179,"524"
180,"605"
181,"666"
182,"764"
183,"771"
184,"686"
185,"583"
186,"475"
187,"365"
188,"318"
189,"226"
190,"190"
191,"177"
192,"173"
193,"188"
194,"187"
195,"211"
196,"232"
197,"268"
198,"258"
199,"276"
200,"276"
201,"269"
202,"253"
203,"197"
204,"190"
205,"215"
206,"207"
207,"190"
208,"214"
209,"225"
210,"217"
211,"218"
212,"207"
213,"204"
214,"199"
215,"225"
216,"268"
217,"311"
218,"336"
219,"380"
220,"521"
221,"586"
222,"682"
223,"712"
224,"744"
225,"728"
226,"594"
227,"520"
228,"430"
229,"368"
230,"354"
231,"330"
232,"301"
233,"284"
234,"300"
235,"274"
236,"307"
237,"279"
238,"328"
239,"306"
240,"343"
241,"352"
242,"331"
243,"334"
244,"397"
245,"379"
246,"365"
247,"344"
248,"356"
249,"336"
250,"340"
251,"300"
252,"297"
253,"278"
254,"291"
255,"305"
256,"292"
257,"285"
258,"326"
259,"287"
260,"311"
261,"302"
262,"298"
263,"335"
264,"317"
265,"350"
266,"323"
267,"365"
268,"332"
269,"350"
270,"328"
271,"361"
272,"356"
273,"374"
274,"325"
275,"307"
276,"356"
277,"333"
278,"353"
279,"328"
280,"359"
281,"349"
282,"365"
283,"341"
284,"342"
285,"369"
286,"391"
287,"376"
288,"404"
289,"454"
290,"450"
291,"472"
292,"478"
293,"479"
294,"462"
295,"437"
296,"431"
297,"420"
298,"432"
299,"450"
300,"429"
301,"427"
302,"425"
303,"491"
304,"472"
305,"490"
306,"539"
307,"549"
308,"713"
309,"1022"
310,"1461"
311,"2183"
312,"3512"
313,"5136"
314,"6993"
315,"8942"
316,"10628"
317,"11291"
318,"11304"
319,"10422"
320,"8647"
321,"6749"
322,"4760"
323,"3195"
324,"2056"
325,"1271"
326,"831"
327,"612"
328,"459"
329,"466"
330,"428"
331,"459"
332,"402"
333,"446"
334,"441"
335,"440"
336,"447"
337,"463"
338,"512"
339,"498"
340,"535"
341,"589"
342,"609"
343,"728"
344,"891"
345,"1141"
346,"1426"
347,"1651"
348,"1926"
349,"2159"
350,"2234"
351,"2217"
352,"1902"
353,"1669"
354,"1318"
355,"1169"
356,"926"
357,"815"
358,"723"
359,"737"
360,"782"
361,"762"
362,"726"
363,"838"
364,"806"
365,"884"
366,"902"
367,"983"
368,"1060"
369,"1155"
370,"1082"
371,"1038"
372,"1035"
373,"922"
374,"849"
375,"724"
376,"605"
377,"499"
378,"431"
379,"402"
380,"378"
381,"405"
382,"387"
383,"361"
384,"406"
385,"374"
386,"420"
387,"365"
388,"385"
389,"376"
390,"431"
391,"405"
392,"455"
393,"508"
394,"530"
395,"541"
396,"611"
397,"624"
398,"621"
399,"644"
400,"676"
401,"596"
402,"614"
403,"568"
404,"530"
405,"510"
406,"521"
407,"478"
408,"533"
409,"504"
410,"544"
411,"502"
412,"484"
413,"485"
414,"443"
415,"420"
416,"445"
417,"367"
418,"408"
419,"389"
420,"388"
421,"379"
422,"386"
423,"381"
424,"446"
425,"476"
426,"468"
427,"498"
428,"501"
429,"556"
430,"470"
431,"465"
432,"469"
433,"414"
434,"405"
435,"405"
436,"398"
437,"392"
438,"416"
439,"386"
440,"426"
441,"420"
442,"434"
443,"414"
444,"374"
445,"430"
446,"391"
447,"394"
448,"367"
449,"375"
450,"401"
451,"385"
452,"404"
453,"433"
454,"418"
455,"414"
456,"376"
457,"415"
458,"397"
459,"416"
460,"405"
461,"432"
462,"425"
463,"415"
464,"399"
465,"396"
466,"399"
467,"399"
468,"393"
469,"353"
470,"393"
471,"386"
472,"398"
473,"382"
474,"421"
475,"397"
476,"426"
477,"409"
478,"411"
479,"380"
480,"380"
481,"372"
482,"371"
483,"389"
484,"368"
485,"379"
486,"391"
487,"354"
488,"380"
489,"406"
490,"399"
491,"367"
492,"378"
493,"407"
494,"381"
495,"390"
496,"396"
497,"396"
498,"375"
499,"370"
500,"398"
501,"349"
502,"391"
503,"377"
504,"397"
505,"379"
506,"366"
507,"372"
508,"431"
509,"365"
510,"362"
511,"367"
512,"365"
513,"393"
514,"350"
515,"387"
516,"339"
517,"372"
518,"358"
519,"395"
520,"385"
521,"393"
522,"389"
523,"394"
524,"378"
525,"364"
526,"416"
527,"351"
528,"390"
529,"376"
530,"387"
531,"345"
532,"365"
533,"385"
534,"357"
535,"360"
536,"369"
537,"348"
538,"385"
539,"364"
540,"365"
541,"359"
542,"358"
543,"379"
544,"386"
545,"372"
546,"374"
547,"409"
548,"363"
549,"338"
550,"375"
551,"379"
552,"358"
553,"369"
554,"372"
555,"385"
556,"375"
557,"376"
558,"351"
559,"361"
560,"379"
561,"345"
562,"387"
563,"379"
564,"356"
565,"409"
566,"356"
567,"366"
568,"375"
569,"348"
570,"356"
571,"356"
572,"338"
573,"382"
574,"352"
575,"339"
576,"342"
577,"356"
578,"334"
579,"336"
580,"352"
581,"336"
582,"357"
583,"362"
584,"368"
585,"372"
586,"369"
587,"374"
588,"355"
589,"373"
590,"349"
591,"396"
592,"346"
593,"335"
594,"380"
595,"344"
596,"351"
597,"362"
598,"352"
599,"333"
600,"320"
601,"359"
602,"364"
603,"338"
604,"311"
605,"355"
606,"372"
607,"361"
608,"345"
609,"336"
610,"362"
611,"334"
612,"370"
613,"343"
614,"341"
615,"368"
616,"349"
617,"372"
618,"303"
619,"375"
620,"370"
621,"332"
622,"333"
623,"364"
624,"346"
625,"376"
626,"345"
627,"338"
628,"347"
629,"412"
630,"391"
631,"387"
632,"380"
633,"356"
634,"366"
635,"363"
636,"320"
637,"353"
638,"349"
639,"367"
640,"348"
641,"354"
642,"350"
643,"342"
644,"336"
645,"347"
646,"319"
647,"361"
648,"325"
649,"387"
650,"360"
651,"341"
652,"378"
653,"385"
654,"355"
655,"420"
656,"429"
657,"415"
658,"530"
659,"563"
660,"586"
661,"634"
662,"667"
663,"657"
664,"677"
665,"660"
666,"579"
667,"587"
668,"534"
669,"462"
670,"455"
671,"399"
672,"363"
673,"405"
674,"305"
675,"403"
676,"320"
677,"321"
678,"326"
679,"318"
680,"299"
681,"334"
682,"325"
683,"322"
684,"306"
685,"361"
686,"308"
687,"305"
688,"317"
689,"328"
690,"321"
691,"314"
692,"307"
693,"304"
694,"325"
695,"336"
696,"349"
697,"407"
698,"388"
699,"418"
700,"438"
701,"438"
702,"394"
703,"424"
704,"446"
705,"404"
706,"375"
707,"367"
708,"345"
709,"318"
710,"325"
711,"327"
712,"309"
713,"320"
714,"286"
715,"300"
716,"316"
717,"296"
718,"288"
719,"271"
720,"294"
721,"285"
722,"305"
723,"308"
724,"277"
725,"296"
726,"299"
727,"299"
728,"293"
729,"282"
730,"293"
731,"311"
732,"291"
733,"313"
734,"267"
735,"309"
736,"309"
737,"325"
738,"340"
739,"329"
740,"353"
741,"338"
742,"382"
743,"351"
744,"366"
745,"360"
746,"323"
747,"301"
748,"340"
749,"308"
750,"300"
751,"314"
752,"289"
753,"270"
754,"283"
755,"276"
756,"313"
757,"302"
758,"298"
759,"281"
760,"246"
761,"278"
762,"268"
763,"273"
764,"262"
765,"291"
766,"282"
767,"280"
768,"262"
769,"269"
770,"288"
771,"306"
772,"348"
773,"323"
774,"330"
775,"392"
776,"425"
777,"448"
778,"476"
779,"479"
780,"495"
781,"544"
782,"538"
783,"543"
784,"542"
785,"480"
786,"457"
787,"424"
788,"387"
789,"336"
790,"343"
791,"331"
792,"292"
793,"254"
794,"289"
795,"252"
796,"299"
797,"272"
798,"283"
799,"241"
800,"274"
801,"269"
802,"269"
803,"267"
804,"266"
805,"267"
806,"277"
807,"256"
808,"269"
809,"247"
810,"240"
811,"298"
812,"288"
813,"230"
814,"270"
815,"292"
816,"256"
817,"270"
818,"271"
819,"266"
820,"278"
821,"272"
822,"280"
823,"271"
824,"273"
825,"302"
826,"281"
827,"295"
828,"262"
829,"251"
830,"269"
831,"256"
