Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B 5phi 1"
Duration Time,60.2321
Ambient Temperature,"96.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"490484"
Raw Accumulated Counts,"504734"
Valid Count Last Packet,"7677"
Raw Count Last Packet,"7912"
Live Time,59.079010
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8093
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1773"
1,"1511"
2,"931"
3,"533"
4,"206"
5,"71"
6,"18"
7,"5"
8,"1"
9,"1"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"1"
22,"15"
23,"55"
24,"119"
25,"129"
26,"145"
27,"120"
28,"114"
29,"124"
30,"112"
31,"93"
32,"93"
33,"111"
34,"112"
35,"108"
36,"83"
37,"89"
38,"103"
39,"101"
40,"98"
41,"118"
42,"101"
43,"90"
44,"116"
45,"106"
46,"119"
47,"114"
48,"111"
49,"118"
50,"106"
51,"89"
52,"115"
53,"85"
54,"102"
55,"105"
56,"111"
57,"107"
58,"109"
59,"93"
60,"91"
61,"123"
62,"96"
63,"103"
64,"98"
65,"95"
66,"103"
67,"96"
68,"93"
69,"79"
70,"92"
71,"97"
72,"108"
73,"95"
74,"107"
75,"122"
76,"90"
77,"87"
78,"108"
79,"91"
80,"87"
81,"108"
82,"136"
83,"168"
84,"224"
85,"302"
86,"299"
87,"290"
88,"264"
89,"203"
90,"146"
91,"125"
92,"88"
93,"102"
94,"99"
95,"82"
96,"92"
97,"87"
98,"94"
99,"101"
100,"111"
101,"107"
102,"87"
103,"93"
104,"88"
105,"99"
106,"96"
107,"104"
108,"98"
109,"118"
110,"130"
111,"151"
112,"164"
113,"181"
114,"190"
115,"195"
116,"206"
117,"201"
118,"141"
119,"197"
120,"174"
121,"140"
122,"174"
123,"168"
124,"207"
125,"204"
126,"254"
127,"326"
128,"520"
129,"736"
130,"987"
131,"1359"
132,"1636"
133,"1896"
134,"1959"
135,"1857"
136,"1645"
137,"1476"
138,"1316"
139,"1282"
140,"1318"
141,"1415"
142,"1483"
143,"1532"
144,"1716"
145,"1831"
146,"1933"
147,"1812"
148,"1575"
149,"1359"
150,"925"
151,"644"
152,"459"
153,"354"
154,"302"
155,"313"
156,"327"
157,"313"
158,"367"
159,"437"
160,"559"
161,"655"
162,"858"
163,"972"
164,"1009"
165,"1002"
166,"825"
167,"706"
168,"522"
169,"366"
170,"248"
171,"158"
172,"160"
173,"162"
174,"184"
175,"228"
176,"289"
177,"290"
178,"386"
179,"414"
180,"519"
181,"601"
182,"564"
183,"614"
184,"589"
185,"525"
186,"405"
187,"347"
188,"238"
189,"200"
190,"169"
191,"182"
192,"182"
193,"210"
194,"207"
195,"190"
196,"208"
197,"216"
198,"225"
199,"262"
200,"250"
201,"238"
202,"232"
203,"196"
204,"231"
205,"189"
206,"186"
207,"191"
208,"198"
209,"189"
210,"195"
211,"245"
212,"230"
213,"165"
214,"200"
215,"247"
216,"249"
217,"255"
218,"298"
219,"359"
220,"424"
221,"508"
222,"608"
223,"613"
224,"623"
225,"625"
226,"545"
227,"485"
228,"393"
229,"344"
230,"328"
231,"287"
232,"272"
233,"260"
234,"251"
235,"297"
236,"260"
237,"257"
238,"265"
239,"296"
240,"298"
241,"290"
242,"315"
243,"329"
244,"310"
245,"342"
246,"349"
247,"306"
248,"309"
249,"304"
250,"287"
251,"261"
252,"277"
253,"301"
254,"277"
255,"274"
256,"279"
257,"278"
258,"283"
259,"276"
260,"314"
261,"287"
262,"306"
263,"306"
264,"341"
265,"339"
266,"295"
267,"338"
268,"310"
269,"335"
270,"296"
271,"337"
272,"338"
273,"331"
274,"347"
275,"357"
276,"306"
277,"350"
278,"347"
279,"332"
280,"338"
281,"340"
282,"338"
283,"361"
284,"337"
285,"334"
286,"320"
287,"374"
288,"375"
289,"390"
290,"401"
291,"408"
292,"413"
293,"458"
294,"425"
295,"397"
296,"393"
297,"368"
298,"352"
299,"438"
300,"365"
301,"373"
302,"442"
303,"426"
304,"411"
305,"440"
306,"439"
307,"507"
308,"612"
309,"797"
310,"1158"
311,"1772"
312,"2680"
313,"3725"
314,"5349"
315,"6795"
316,"7969"
317,"8456"
318,"8537"
319,"7672"
320,"6531"
321,"5029"
322,"3758"
323,"2512"
324,"1657"
325,"1016"
326,"728"
327,"548"
328,"489"
329,"445"
330,"425"
331,"409"
332,"443"
333,"401"
334,"453"
335,"441"
336,"420"
337,"419"
338,"461"
339,"481"
340,"434"
341,"470"
342,"545"
343,"607"
344,"699"
345,"948"
346,"1137"
347,"1369"
348,"1536"
349,"1670"
350,"1720"
351,"1682"
352,"1520"
353,"1316"
354,"1111"
355,"996"
356,"809"
357,"759"
358,"712"
359,"686"
360,"700"
361,"735"
362,"726"
363,"769"
364,"796"
365,"850"
366,"862"
367,"910"
368,"981"
369,"1110"
370,"1042"
371,"952"
372,"965"
373,"849"
374,"741"
375,"587"
376,"569"
377,"437"
378,"384"
379,"371"
380,"315"
381,"348"
382,"365"
383,"349"
384,"350"
385,"345"
386,"352"
387,"357"
388,"358"
389,"339"
390,"402"
391,"395"
392,"389"
393,"432"
394,"446"
395,"486"
396,"542"
397,"579"
398,"623"
399,"627"
400,"622"
401,"592"
402,"592"
403,"526"
404,"496"
405,"487"
406,"457"
407,"441"
408,"463"
409,"454"
410,"463"
411,"447"
412,"423"
413,"434"
414,"375"
415,"381"
416,"371"
417,"385"
418,"369"
419,"356"
420,"383"
421,"332"
422,"404"
423,"366"
424,"417"
425,"391"
426,"448"
427,"424"
428,"401"
429,"458"
430,"435"
431,"428"
432,"420"
433,"401"
434,"403"
435,"364"
436,"365"
437,"367"
438,"377"
439,"377"
440,"347"
441,"395"
442,"400"
443,"368"
444,"341"
445,"378"
446,"372"
447,"354"
448,"339"
449,"335"
450,"375"
451,"366"
452,"360"
453,"325"
454,"376"
455,"357"
456,"374"
457,"363"
458,"383"
459,"403"
460,"366"
461,"366"
462,"349"
463,"370"
464,"388"
465,"337"
466,"374"
467,"327"
468,"356"
469,"406"
470,"354"
471,"355"
472,"336"
473,"346"
474,"348"
475,"356"
476,"347"
477,"373"
478,"361"
479,"380"
480,"336"
481,"336"
482,"347"
483,"349"
484,"341"
485,"348"
486,"347"
487,"308"
488,"382"
489,"333"
490,"323"
491,"312"
492,"375"
493,"336"
494,"269"
495,"339"
496,"346"
497,"352"
498,"365"
499,"364"
500,"350"
501,"356"
502,"325"
503,"379"
504,"320"
505,"306"
506,"330"
507,"331"
508,"362"
509,"374"
510,"346"
511,"335"
512,"314"
513,"330"
514,"369"
515,"361"
516,"326"
517,"325"
518,"325"
519,"311"
520,"356"
521,"347"
522,"356"
523,"358"
524,"354"
525,"347"
526,"339"
527,"343"
528,"318"
529,"368"
530,"350"
531,"306"
532,"350"
533,"325"
534,"351"
535,"340"
536,"336"
537,"300"
538,"309"
539,"342"
540,"292"
541,"302"
542,"330"
543,"322"
544,"306"
545,"351"
546,"349"
547,"295"
548,"311"
549,"340"
550,"317"
551,"341"
552,"359"
553,"302"
554,"345"
555,"335"
556,"343"
557,"285"
558,"334"
559,"308"
560,"305"
561,"280"
562,"321"
563,"309"
564,"275"
565,"315"
566,"303"
567,"311"
568,"324"
569,"320"
570,"281"
571,"295"
572,"317"
573,"329"
574,"345"
575,"298"
576,"332"
577,"341"
578,"350"
579,"298"
580,"329"
581,"313"
582,"323"
583,"309"
584,"331"
585,"328"
586,"310"
587,"291"
588,"291"
589,"293"
590,"278"
591,"278"
592,"301"
593,"316"
594,"321"
595,"302"
596,"321"
597,"304"
598,"322"
599,"328"
600,"291"
601,"322"
602,"309"
603,"331"
604,"328"
605,"302"
606,"303"
607,"285"
608,"316"
609,"324"
610,"303"
611,"307"
612,"304"
613,"313"
614,"302"
615,"329"
616,"327"
617,"331"
618,"302"
619,"316"
620,"276"
621,"328"
622,"304"
623,"314"
624,"304"
625,"336"
626,"337"
627,"341"
628,"338"
629,"354"
630,"307"
631,"292"
632,"275"
633,"321"
634,"334"
635,"321"
636,"288"
637,"274"
638,"298"
639,"290"
640,"309"
641,"316"
642,"310"
643,"290"
644,"292"
645,"285"
646,"310"
647,"262"
648,"306"
649,"303"
650,"293"
651,"286"
652,"299"
653,"319"
654,"311"
655,"385"
656,"343"
657,"405"
658,"423"
659,"484"
660,"483"
661,"505"
662,"551"
663,"573"
664,"526"
665,"508"
666,"538"
667,"475"
668,"419"
669,"434"
670,"372"
671,"350"
672,"340"
673,"327"
674,"322"
675,"265"
676,"275"
677,"306"
678,"280"
679,"285"
680,"286"
681,"273"
682,"271"
683,"254"
684,"271"
685,"287"
686,"277"
687,"287"
688,"267"
689,"230"
690,"280"
691,"292"
692,"311"
693,"309"
694,"288"
695,"308"
696,"327"
697,"308"
698,"348"
699,"354"
700,"330"
701,"356"
702,"367"
703,"337"
704,"343"
705,"350"
706,"311"
707,"324"
708,"325"
709,"304"
710,"298"
711,"266"
712,"253"
713,"270"
714,"256"
715,"239"
716,"237"
717,"256"
718,"253"
719,"249"
720,"234"
721,"241"
722,"223"
723,"259"
724,"271"
725,"275"
726,"254"
727,"241"
728,"255"
729,"263"
730,"281"
731,"287"
732,"255"
733,"300"
734,"278"
735,"275"
736,"293"
737,"299"
738,"308"
739,"291"
740,"310"
741,"313"
742,"311"
743,"300"
744,"278"
745,"297"
746,"276"
747,"307"
748,"240"
749,"294"
750,"262"
751,"282"
752,"250"
753,"241"
754,"259"
755,"244"
756,"235"
757,"243"
758,"264"
759,"257"
760,"253"
761,"235"
762,"246"
763,"236"
764,"247"
765,"236"
766,"240"
767,"277"
768,"242"
769,"233"
770,"261"
771,"273"
772,"258"
773,"307"
774,"321"
775,"344"
776,"374"
777,"430"
778,"409"
779,"444"
780,"453"
781,"486"
782,"533"
783,"497"
784,"435"
785,"417"
786,"386"
787,"368"
788,"319"
789,"297"
790,"308"
791,"267"
792,"241"
793,"245"
794,"224"
795,"232"
796,"232"
797,"222"
798,"239"
799,"205"
800,"221"
801,"242"
802,"237"
803,"241"
804,"238"
805,"211"
806,"235"
807,"257"
808,"227"
809,"228"
810,"227"
811,"240"
812,"223"
813,"237"
814,"245"
815,"225"
816,"215"
817,"237"
818,"233"
819,"210"
820,"221"
821,"261"
822,"255"
823,"230"
824,"227"
825,"241"
826,"240"
827,"250"
828,"223"
829,"215"
830,"252"
831,"218"
832,"228"
833,"239"
834,"225"
835,"225"
836,"230"
837,"196"
838,"206"
839,"236"
840,"236"
841,"193"
842,"204"
843,"225"
844,"226"
845,"229"
846,"207"
847,"213"
848,"251"
849,"219"
850,"252"
851,"234"
852,"211"
853,"242"
854,"217"
855,"259"
856,"210"
857,"224"
858,"228"
859,"231"
860,"246"
861,"200"
862,"221"
863,"222"
864,"238"
865,"246"
866,"220"
867,"245"
868,"208"
869,"223"
870,"260"
871,"254"
872,"258"
873,"269"
874,"265"
875,"302"
876,"271"
877,"250"
878,"242"
879,"280"
880,"264"
881,"260"
882,"263"
883,"252"
884,"249"
885,"272"
886,"306"
887,"268"
888,"257"
889,"233"
890,"285"
891,"273"
892,"253"
893,"241"
894,"286"
895,"257"
896,"276"
897,"297"
898,"267"
899,"288"
900,"310"
901,"258"
902,"309"
903,"284"
904,"303"
905,"296"
906,"337"
907,"353"
