Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B 6phi 4"
Duration Time,60.907
Ambient Temperature,"98.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1009622"
Raw Accumulated Counts,"1056544"
Valid Count Last Packet,"15588"
Raw Count Last Packet,"16385"
Live Time,58.464012
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7978
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1793"
1,"1437"
2,"923"
3,"476"
4,"247"
5,"74"
6,"18"
7,"2"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"1"
21,"6"
22,"19"
23,"128"
24,"181"
25,"214"
26,"190"
27,"175"
28,"196"
29,"157"
30,"175"
31,"192"
32,"160"
33,"168"
34,"188"
35,"165"
36,"171"
37,"154"
38,"144"
39,"197"
40,"142"
41,"154"
42,"166"
43,"166"
44,"171"
45,"175"
46,"175"
47,"170"
48,"160"
49,"178"
50,"161"
51,"153"
52,"140"
53,"166"
54,"144"
55,"146"
56,"142"
57,"138"
58,"171"
59,"161"
60,"150"
61,"137"
62,"152"
63,"140"
64,"148"
65,"134"
66,"131"
67,"145"
68,"145"
69,"149"
70,"175"
71,"195"
72,"250"
73,"243"
74,"270"
75,"228"
76,"219"
77,"187"
78,"178"
79,"186"
80,"214"
81,"274"
82,"412"
83,"673"
84,"906"
85,"1250"
86,"1351"
87,"1284"
88,"1043"
89,"742"
90,"544"
91,"349"
92,"292"
93,"181"
94,"174"
95,"139"
96,"163"
97,"158"
98,"155"
99,"158"
100,"165"
101,"160"
102,"148"
103,"153"
104,"135"
105,"156"
106,"152"
107,"142"
108,"143"
109,"135"
110,"168"
111,"189"
112,"195"
113,"216"
114,"236"
115,"260"
116,"251"
117,"242"
118,"229"
119,"209"
120,"200"
121,"179"
122,"185"
123,"213"
124,"221"
125,"261"
126,"310"
127,"434"
128,"619"
129,"795"
130,"1111"
131,"1438"
132,"1789"
133,"1919"
134,"2036"
135,"1945"
136,"1727"
137,"1512"
138,"1397"
139,"1394"
140,"1454"
141,"1518"
142,"1545"
143,"1584"
144,"1588"
145,"1754"
146,"1793"
147,"1712"
148,"1539"
149,"1282"
150,"1013"
151,"679"
152,"483"
153,"355"
154,"347"
155,"341"
156,"395"
157,"411"
158,"495"
159,"743"
160,"942"
161,"1458"
162,"1832"
163,"2263"
164,"2541"
165,"2534"
166,"2167"
167,"1710"
168,"1172"
169,"758"
170,"478"
171,"337"
172,"290"
173,"290"
174,"341"
175,"393"
176,"475"
177,"541"
178,"692"
179,"730"
180,"830"
181,"940"
182,"1042"
183,"1019"
184,"912"
185,"815"
186,"664"
187,"456"
188,"402"
189,"284"
190,"257"
191,"207"
192,"198"
193,"243"
194,"241"
195,"262"
196,"274"
197,"311"
198,"301"
199,"354"
200,"358"
201,"300"
202,"291"
203,"297"
204,"289"
205,"266"
206,"275"
207,"272"
208,"254"
209,"239"
210,"262"
211,"265"
