Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B -1phi 2"
Duration Time,60.102
Ambient Temperature,"84.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"560050"
Raw Accumulated Counts,"578142"
Valid Count Last Packet,"8829"
Raw Count Last Packet,"9091"
Live Time,58.749989
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0875
Number of Channels,2048
Vacuum,760
Channel#,Intensity
0,"1796"
1,"1455"
2,"941"
3,"513"
4,"204"
5,"65"
6,"13"
7,"5"
8,"1"
9,"0"
10,"2"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"11"
22,"36"
23,"83"
24,"149"
25,"165"
26,"183"
27,"174"
28,"165"
29,"166"
30,"141"
31,"140"
32,"144"
33,"145"
34,"133"
35,"147"
36,"155"
37,"151"
38,"160"
39,"120"
40,"146"
41,"131"
42,"152"
43,"144"
44,"151"
45,"140"
46,"165"
47,"155"
48,"140"
49,"133"
50,"138"
51,"135"
52,"134"
53,"127"
54,"122"
55,"148"
56,"161"
57,"132"
58,"149"
59,"151"
60,"129"
61,"130"
62,"117"
63,"123"
64,"109"
65,"99"
66,"107"
67,"126"
68,"107"
69,"115"
70,"148"
71,"133"
72,"149"
73,"153"
74,"171"
75,"173"
76,"166"
77,"151"
78,"149"
79,"132"
80,"163"
81,"228"
82,"345"
83,"545"
84,"748"
85,"995"
86,"1038"
87,"990"
88,"872"
89,"605"
90,"438"
91,"282"
92,"211"
93,"168"
94,"157"
95,"115"
96,"86"
97,"121"
98,"123"
99,"122"
100,"96"
101,"109"
102,"104"
103,"115"
104,"119"
105,"123"
106,"129"
107,"112"
108,"113"
109,"117"
110,"131"
111,"142"
112,"160"
113,"165"
114,"218"
115,"203"
116,"179"
117,"194"
118,"200"
119,"168"
120,"169"
121,"177"
122,"178"
123,"166"
124,"184"
125,"236"
126,"267"
127,"396"
128,"454"
129,"745"
130,"1023"
131,"1257"
132,"1667"
133,"1880"
134,"1986"
135,"1744"
136,"1627"
137,"1417"
138,"1254"
139,"1287"
140,"1384"
141,"1421"
142,"1453"
143,"1579"
144,"1657"
145,"1786"
146,"1788"
147,"1788"
148,"1668"
149,"1271"
150,"911"
151,"656"
152,"420"
153,"370"
154,"270"
155,"305"
156,"347"
157,"358"
158,"448"
159,"570"
160,"712"
161,"877"
162,"1271"
163,"1409"
164,"1593"
165,"1487"
166,"1352"
167,"1057"
168,"791"
169,"527"
170,"322"
171,"249"
172,"192"
173,"201"
174,"214"
175,"296"
176,"324"
177,"363"
178,"390"
179,"427"
180,"492"
181,"490"
182,"477"
183,"484"
184,"484"
185,"384"
186,"319"
187,"243"
188,"214"
189,"203"
190,"183"
191,"166"
192,"176"
193,"186"
194,"141"
195,"183"
196,"181"
197,"204"
198,"228"
199,"210"
200,"232"
201,"231"
202,"234"
203,"236"
204,"201"
205,"200"
206,"221"
207,"232"
208,"213"
209,"215"
210,"184"
211,"227"
212,"205"
213,"219"
214,"236"
215,"237"
216,"207"
217,"229"
218,"287"
219,"294"
220,"352"
221,"371"
222,"417"
223,"367"
224,"401"
225,"411"
226,"374"
227,"345"
228,"289"
229,"285"
230,"242"
231,"273"
232,"228"
233,"246"
234,"235"
235,"224"
236,"238"
237,"246"
238,"285"
239,"301"
240,"295"
241,"328"
242,"282"
243,"314"
244,"352"
245,"319"
246,"335"
247,"335"
248,"310"
249,"289"
250,"309"
251,"304"
252,"299"
253,"275"
254,"304"
255,"281"
256,"310"
257,"327"
258,"302"
259,"315"
260,"311"
261,"302"
262,"319"
263,"322"
264,"273"
265,"297"
266,"323"
267,"296"
268,"282"
269,"307"
270,"314"
271,"277"
272,"318"
273,"320"
274,"353"
275,"341"
276,"333"
277,"342"
278,"323"
279,"363"
280,"348"
281,"344"
282,"338"
283,"358"
284,"363"
285,"336"
286,"351"
287,"300"
288,"341"
289,"360"
290,"348"
291,"333"
292,"398"
293,"382"
294,"364"
295,"348"
296,"339"
297,"379"
298,"385"
299,"345"
300,"386"
301,"369"
302,"374"
303,"368"
304,"364"
305,"408"
306,"404"
307,"421"
308,"525"
309,"494"
310,"586"
311,"788"
312,"1098"
313,"1399"
314,"1844"
315,"2225"
316,"2563"
317,"2713"
318,"2654"
319,"2386"
320,"2075"
321,"1642"
322,"1244"
323,"993"
324,"698"
325,"588"
326,"488"
327,"425"
328,"368"
329,"371"
330,"412"
331,"380"
332,"393"
333,"382"
334,"417"
335,"435"
336,"427"
337,"429"
338,"415"
339,"479"
340,"494"
341,"467"
342,"523"
343,"531"
344,"534"
345,"591"
346,"652"
347,"709"
348,"755"
349,"757"
350,"739"
351,"822"
352,"733"
353,"716"
354,"638"
355,"645"
356,"641"
357,"618"
358,"649"
359,"687"
360,"759"
361,"762"
362,"835"
363,"839"
364,"827"
365,"890"
366,"955"
367,"988"
368,"1018"
369,"1162"
370,"1153"
371,"1138"
372,"1064"
373,"911"
374,"846"
375,"687"
376,"617"
377,"487"
378,"461"
379,"379"
380,"395"
381,"381"
382,"370"
383,"377"
384,"403"
385,"371"
386,"370"
387,"372"
388,"399"
389,"390"
390,"385"
391,"353"
392,"460"
393,"474"
394,"501"
395,"535"
396,"565"
397,"628"
398,"604"
399,"622"
400,"616"
401,"564"
402,"594"
403,"527"
404,"552"
405,"518"
406,"534"
407,"473"
408,"517"
409,"503"
410,"514"
411,"534"
412,"491"
413,"484"
414,"484"
415,"484"
416,"467"
417,"494"
418,"501"
419,"458"
420,"419"
421,"445"
422,"494"
423,"452"
424,"452"
425,"447"
426,"494"
427,"497"
428,"462"
429,"493"
430,"435"
431,"409"
432,"412"
433,"427"
434,"399"
435,"441"
436,"406"
437,"428"
438,"415"
439,"422"
440,"408"
441,"439"
442,"459"
443,"426"
444,"434"
445,"461"
446,"443"
447,"414"
448,"388"
449,"408"
450,"420"
451,"385"
452,"389"
453,"418"
454,"402"
455,"428"
456,"418"
457,"456"
458,"411"
459,"447"
460,"426"
461,"449"
462,"395"
463,"418"
464,"452"
465,"426"
466,"453"
467,"419"
468,"403"
469,"435"
470,"435"
471,"439"
472,"433"
473,"436"
474,"431"
475,"457"
476,"432"
477,"460"
478,"470"
479,"431"
480,"479"
481,"454"
482,"459"
483,"428"
484,"431"
485,"425"
486,"469"
487,"466"
488,"479"
489,"443"
490,"449"
491,"455"
492,"442"
493,"437"
494,"430"
495,"445"
496,"444"
497,"394"
498,"447"
499,"467"
500,"454"
501,"454"
502,"462"
503,"462"
504,"456"
505,"454"
506,"451"
507,"426"
508,"406"
509,"427"
510,"458"
511,"436"
512,"427"
513,"409"
514,"440"
515,"413"
516,"374"
517,"447"
518,"424"
519,"405"
520,"449"
521,"444"
522,"415"
523,"458"
524,"405"
525,"418"
526,"402"
527,"435"
528,"462"
529,"469"
530,"440"
531,"392"
532,"422"
533,"426"
534,"426"
535,"387"
536,"416"
537,"408"
538,"392"
539,"437"
540,"415"
541,"394"
542,"361"
543,"383"
544,"390"
545,"400"
546,"402"
547,"394"
548,"429"
549,"454"
550,"415"
551,"398"
552,"401"
553,"359"
554,"397"
555,"429"
556,"375"
557,"385"
558,"440"
559,"400"
560,"377"
561,"437"
562,"410"
563,"412"
564,"399"
565,"406"
566,"388"
567,"403"
568,"390"
569,"418"
570,"407"
571,"409"
572,"387"
573,"419"
574,"421"
575,"391"
576,"460"
577,"400"
578,"407"
579,"414"
580,"405"
581,"393"
582,"375"
583,"443"
584,"398"
585,"444"
586,"413"
587,"419"
588,"454"
589,"448"
590,"396"
591,"453"
592,"419"
593,"416"
594,"415"
595,"386"
596,"377"
597,"406"
598,"381"
599,"434"
600,"369"
601,"387"
602,"396"
603,"437"
604,"440"
605,"384"
606,"389"
607,"412"
608,"416"
609,"420"
610,"411"
611,"439"
612,"407"
613,"420"
614,"357"
615,"378"
616,"389"
617,"403"
618,"394"
619,"411"
620,"433"
621,"402"
622,"410"
623,"427"
624,"393"
625,"405"
626,"428"
627,"426"
628,"435"
629,"462"
630,"398"
631,"381"
632,"391"
633,"403"
634,"410"
635,"388"
636,"366"
637,"391"
638,"389"
639,"396"
640,"404"
641,"404"
642,"402"
643,"386"
644,"404"
645,"379"
646,"406"
647,"408"
648,"398"
649,"420"
650,"437"
651,"406"
652,"399"
653,"409"
654,"411"
655,"443"
656,"473"
657,"467"
658,"511"
659,"573"
660,"626"
661,"639"
662,"648"
663,"721"
664,"672"
665,"673"
666,"665"
667,"643"
668,"570"
669,"541"
670,"524"
671,"488"
672,"474"
673,"413"
674,"422"
675,"377"
676,"397"
677,"401"
678,"399"
679,"380"
680,"396"
681,"402"
