Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B 6phi 3"
Duration Time,60.907
Ambient Temperature,"97.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"999134"
Raw Accumulated Counts,"1044969"
Valid Count Last Packet,"15204"
Raw Count Last Packet,"15845"
Live Time,58.494022
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8002
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1795"
1,"1533"
2,"900"
3,"510"
4,"190"
5,"72"
6,"14"
7,"6"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"9"
22,"29"
23,"127"
24,"191"
25,"218"
26,"198"
27,"176"
28,"205"
29,"183"
30,"188"
31,"164"
32,"176"
33,"171"
34,"196"
35,"164"
36,"185"
37,"167"
38,"167"
39,"155"
40,"164"
41,"145"
42,"150"
43,"172"
44,"152"
45,"157"
46,"181"
47,"186"
48,"174"
49,"198"
50,"155"
51,"154"
52,"171"
53,"166"
54,"153"
55,"158"
56,"170"
57,"153"
58,"179"
59,"141"
60,"155"
61,"154"
62,"152"
63,"140"
64,"157"
65,"140"
66,"156"
67,"118"
68,"158"
69,"125"
70,"178"
71,"203"
72,"219"
73,"259"
74,"252"
75,"259"
76,"211"
77,"190"
78,"188"
79,"180"
80,"186"
81,"320"
82,"393"
83,"661"
84,"932"
85,"1255"
86,"1312"
87,"1255"
88,"1017"
89,"778"
90,"522"
91,"344"
92,"270"
93,"219"
94,"159"
95,"132"
96,"164"
97,"163"
98,"153"
99,"155"
100,"167"
101,"147"
102,"146"
103,"151"
104,"158"
105,"141"
106,"144"
107,"134"
108,"131"
109,"161"
110,"158"
111,"177"
112,"199"
113,"249"
114,"252"
115,"261"
116,"227"
117,"254"
118,"212"
119,"202"
120,"210"
121,"192"
122,"189"
123,"193"
124,"252"
125,"265"
126,"338"
127,"417"
128,"631"
129,"749"
130,"1103"
131,"1463"
132,"1802"
133,"1982"
134,"1988"
135,"1865"
136,"1712"
137,"1485"
138,"1399"
139,"1370"
140,"1398"
141,"1468"
142,"1457"
143,"1515"
144,"1648"
145,"1814"
146,"1763"
147,"1709"
148,"1541"
149,"1252"
150,"949"
151,"674"
152,"512"
153,"409"
154,"322"
155,"340"
156,"370"
157,"418"
