Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B 6phi 0"
Duration Time,60.889
Ambient Temperature,"97.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1066035"
Raw Accumulated Counts,"1117478"
Valid Count Last Packet,"16234"
Raw Count Last Packet,"16991"
Live Time,58.291969
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8005
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1765"
1,"1473"
2,"947"
3,"535"
4,"202"
5,"58"
6,"21"
7,"8"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"7"
22,"30"
23,"120"
24,"165"
25,"194"
26,"203"
27,"192"
28,"208"
29,"210"
30,"195"
31,"181"
32,"178"
33,"183"
34,"163"
35,"165"
36,"149"
37,"174"
38,"180"
39,"164"
40,"157"
41,"173"
42,"166"
43,"168"
44,"167"
45,"171"
46,"162"
47,"155"
48,"160"
49,"169"
50,"145"
51,"163"
52,"164"
53,"161"
54,"165"
55,"160"
56,"146"
57,"168"
58,"161"
59,"177"
60,"146"
61,"154"
62,"150"
63,"145"
64,"135"
65,"150"
66,"152"
67,"124"
68,"156"
69,"160"
70,"190"
71,"208"
72,"266"
73,"266"
74,"291"
75,"273"
76,"248"
77,"198"
78,"237"
79,"199"
80,"232"
81,"332"
82,"468"
83,"741"
84,"1035"
85,"1324"
86,"1494"
87,"1338"
88,"1200"
89,"870"
90,"625"
91,"414"
92,"279"
93,"224"
94,"182"
95,"159"
96,"167"
97,"159"
98,"161"
99,"167"
100,"160"
101,"147"
102,"166"
103,"157"
104,"160"
105,"142"
106,"134"
107,"156"
108,"136"
109,"155"
110,"157"
111,"187"
112,"219"
113,"254"
114,"267"
115,"289"
116,"248"
117,"235"
118,"226"
119,"225"
120,"187"
121,"195"
122,"203"
123,"226"
124,"235"
125,"283"
126,"310"
127,"451"
128,"582"
129,"880"
130,"1134"
131,"1510"
132,"1795"
133,"1986"
134,"1964"
135,"1895"
136,"1619"
137,"1497"
138,"1372"
139,"1458"
140,"1447"
141,"1502"
142,"1425"
143,"1551"
144,"1672"
145,"1774"
146,"1822"
147,"1795"
148,"1507"
149,"1233"
150,"906"
151,"649"
152,"529"
153,"381"
154,"333"
155,"329"
156,"350"
157,"378"
158,"559"
159,"748"
160,"1085"
161,"1516"
162,"1993"
163,"2357"
164,"2673"
165,"2592"
166,"2336"
167,"1725"
168,"1302"
169,"824"
170,"508"
171,"373"
172,"267"
173,"287"
174,"349"
175,"374"
176,"501"
177,"604"
178,"728"
179,"877"
180,"971"
181,"1037"
182,"1068"
183,"1052"
184,"946"
185,"826"
186,"632"
187,"544"
188,"373"
189,"274"
190,"226"
191,"221"
192,"229"
193,"229"
194,"226"
195,"247"
196,"288"
197,"299"
198,"358"
199,"369"
200,"361"
201,"351"
202,"314"
203,"281"
204,"283"
205,"264"
206,"274"
207,"248"
208,"260"
209,"236"
210,"271"
211,"239"
212,"259"
213,"264"
214,"301"
215,"302"
216,"365"
217,"444"
218,"617"
219,"863"
220,"1219"
221,"1568"
222,"1924"
223,"2214"
224,"2163"
225,"1927"
226,"1707"
227,"1313"
228,"1101"
229,"827"
230,"706"
231,"567"
232,"534"
233,"466"
234,"411"
235,"413"
236,"368"
237,"403"
238,"393"
239,"484"
240,"515"
241,"558"
242,"624"
243,"667"
244,"709"
245,"748"
246,"748"
247,"658"
248,"569"
249,"498"
250,"444"
251,"458"
252,"432"
253,"451"
254,"418"
255,"423"
256,"414"
257,"424"
258,"429"
259,"444"
260,"435"
261,"455"
262,"476"
263,"464"
264,"482"
265,"507"
266,"503"
267,"494"
268,"526"
269,"539"
270,"554"
271,"564"
272,"456"
273,"542"
274,"503"
275,"459"
276,"519"
277,"510"
278,"503"
279,"484"
280,"479"
281,"512"
282,"513"
283,"540"
284,"484"
285,"531"
286,"558"
287,"559"
288,"600"
289,"658"
290,"687"
291,"780"
292,"789"
293,"763"
294,"759"
295,"736"
296,"698"
297,"624"
298,"668"
299,"680"
300,"641"
301,"664"
302,"610"
303,"670"
304,"653"
305,"709"
306,"963"
307,"1144"
308,"1583"
309,"2543"
310,"4265"
311,"7191"
312,"11755"
313,"17685"
314,"25331"
315,"32015"
316,"38832"
317,"42172"
318,"41547"
319,"37826"
