Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B 0phi 2"
Duration Time,60.095
Ambient Temperature,"90.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"606204"
Raw Accumulated Counts,"626778"
Valid Count Last Packet,"9462"
Raw Count Last Packet,"9750"
Live Time,58.576015
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7985
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1761"
1,"1512"
2,"982"
3,"506"
4,"218"
5,"66"
6,"14"
7,"4"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"38"
23,"104"
24,"155"
25,"195"
26,"173"
27,"185"
28,"141"
29,"187"
30,"171"
31,"154"
32,"172"
33,"163"
34,"131"
35,"132"
36,"137"
37,"149"
38,"131"
39,"143"
40,"153"
41,"128"
42,"130"
43,"147"
44,"153"
45,"144"
46,"135"
47,"167"
48,"168"
49,"138"
50,"149"
51,"139"
52,"158"
53,"146"
54,"159"
55,"160"
56,"117"
57,"133"
58,"150"
59,"149"
60,"155"
61,"133"
62,"112"
63,"138"
64,"153"
65,"116"
66,"109"
67,"124"
68,"117"
69,"129"
70,"140"
71,"145"
72,"169"
73,"173"
74,"179"
75,"174"
76,"187"
77,"157"
78,"142"
79,"160"
80,"183"
81,"310"
82,"454"
83,"703"
84,"969"
85,"1290"
86,"1384"
87,"1341"
88,"1106"
89,"852"
90,"504"
91,"366"
92,"236"
93,"184"
94,"157"
95,"136"
96,"107"
97,"114"
98,"117"
99,"135"
100,"118"
101,"123"
102,"122"
103,"96"
104,"114"
105,"123"
106,"115"
107,"111"
108,"115"
109,"116"
110,"140"
111,"156"
112,"183"
113,"194"
114,"220"
115,"217"
116,"223"
117,"207"
118,"197"
119,"188"
120,"180"
121,"171"
122,"171"
123,"171"
124,"213"
125,"220"
126,"263"
127,"344"
128,"544"
129,"709"
130,"1046"
131,"1405"
132,"1686"
133,"1953"
134,"1934"
135,"1795"
136,"1617"
137,"1437"
138,"1294"
139,"1326"
140,"1344"
141,"1363"
142,"1417"
143,"1558"
144,"1611"
145,"1807"
146,"1911"
147,"1745"
148,"1563"
149,"1267"
150,"899"
151,"653"
152,"467"
153,"331"
154,"326"
155,"294"
156,"318"
157,"354"
158,"445"
159,"510"
160,"740"
161,"1020"
162,"1250"
163,"1516"
164,"1675"
165,"1586"
166,"1430"
167,"1060"
168,"799"
169,"563"
170,"315"
171,"270"
172,"206"
173,"192"
174,"250"
175,"278"
176,"357"
177,"408"
178,"423"
179,"495"
180,"485"
181,"488"
182,"470"
183,"473"
184,"435"
185,"368"
186,"351"
187,"260"
188,"223"
189,"184"
190,"193"
191,"171"
192,"188"
193,"181"
194,"168"
195,"210"
196,"186"
197,"188"
198,"203"
