Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 6phi 2"
Duration Time,60.617
Ambient Temperature,"99.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1699882"
Raw Accumulated Counts,"1829717"
Valid Count Last Packet,"26116"
Raw Count Last Packet,"28200"
Live Time,56.410999
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.787
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1695"
1,"1382"
2,"987"
3,"480"
4,"172"
5,"70"
6,"18"
7,"6"
8,"2"
9,"0"
10,"1"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"0"
18,"0"
19,"0"
20,"1"
21,"8"
22,"49"
23,"133"
24,"209"
25,"239"
26,"246"
27,"243"
28,"273"
29,"215"
30,"215"
31,"232"
32,"222"
33,"212"
34,"228"
35,"196"
36,"223"
37,"190"
38,"179"
39,"204"
40,"210"
41,"199"
42,"197"
43,"193"
44,"209"
45,"215"
46,"221"
47,"202"
48,"201"
49,"215"
50,"222"
51,"215"
52,"197"
53,"188"
54,"231"
55,"165"
56,"176"
57,"193"
58,"187"
59,"175"
60,"186"
61,"177"
62,"197"
63,"159"
64,"178"
65,"153"
66,"175"
67,"182"
68,"201"
69,"231"
70,"281"
71,"351"
72,"397"
73,"475"
74,"532"
75,"456"
76,"415"
77,"323"
78,"291"
79,"300"
80,"340"
81,"440"
82,"725"
83,"1232"
84,"1634"
85,"2228"
86,"2427"
87,"2316"
88,"1917"
89,"1370"
90,"959"
91,"615"
92,"463"
93,"326"
94,"263"
95,"215"
96,"213"
97,"227"
98,"223"
99,"232"
100,"196"
101,"197"
102,"215"
103,"189"
104,"183"
105,"157"
106,"185"
107,"175"
108,"177"
109,"207"
110,"207"
111,"211"
112,"262"
113,"276"
114,"288"
115,"298"
116,"263"
117,"290"
118,"241"
119,"293"
120,"241"
121,"227"
122,"217"
123,"277"
124,"267"
125,"304"
126,"371"
127,"427"
128,"587"
129,"812"
130,"1082"
131,"1406"
132,"1794"
133,"1875"
134,"2050"
135,"2009"
136,"1753"
137,"1599"
138,"1506"
139,"1460"
140,"1471"
141,"1555"
142,"1544"
143,"1662"
144,"1655"
145,"1730"
146,"1772"
147,"1614"
148,"1483"
149,"1186"
150,"966"
151,"726"
152,"546"
153,"462"
154,"409"
155,"419"
156,"469"
157,"550"
158,"730"
159,"1063"
160,"1729"
161,"2427"
162,"3413"
163,"4345"
164,"4646"
165,"4609"
166,"4035"
167,"3390"
168,"2332"
169,"1435"
170,"887"
171,"541"
172,"418"
173,"431"
174,"544"
175,"680"
176,"811"
177,"1116"
178,"1276"
179,"1659"
180,"1947"
181,"2295"
182,"2408"
183,"2494"
184,"2307"
185,"2017"
186,"1577"
187,"1167"
188,"741"
189,"536"
190,"385"
191,"324"
192,"321"
193,"326"
194,"364"
195,"421"
196,"457"
197,"505"
198,"637"
199,"609"
200,"613"
201,"601"
202,"516"
203,"436"
204,"391"
205,"363"
206,"318"
207,"338"
208,"313"
209,"347"
210,"331"
211,"362"
212,"338"
213,"357"
214,"349"
215,"419"
216,"498"
217,"726"
218,"1024"
219,"1466"
220,"2077"
221,"2892"
222,"3482"
223,"4072"
224,"4066"
225,"3957"
226,"3388"
227,"2581"
228,"2017"
229,"1585"
230,"1246"
231,"1016"
232,"903"
233,"754"
234,"635"
235,"601"
236,"562"
237,"561"
238,"609"
239,"679"
240,"799"
241,"891"
242,"1047"
243,"1112"
244,"1191"
245,"1220"
246,"1168"
247,"1081"
248,"941"
249,"793"
250,"663"
251,"596"
252,"544"
253,"510"
254,"555"
255,"544"
256,"593"
257,"528"
258,"577"
259,"587"
260,"657"
261,"611"
262,"646"
263,"620"
264,"730"
265,"650"
266,"694"
267,"808"
268,"763"
269,"744"
270,"746"
271,"690"
272,"730"
273,"697"
274,"665"
275,"645"
276,"606"
277,"601"
278,"680"
279,"613"
280,"601"
281,"640"
282,"649"
283,"679"
284,"683"
285,"729"
286,"804"
287,"956"
288,"970"
289,"1178"
290,"1386"
291,"1559"
292,"1576"
293,"1651"
294,"1707"
295,"1503"
296,"1310"
297,"1163"
298,"1061"
299,"949"
300,"995"
301,"947"
302,"1012"
303,"1011"
304,"1187"
305,"1216"
306,"1476"
307,"1870"
308,"2768"
309,"4809"
310,"8397"
311,"14581"
312,"24143"
313,"37634"
314,"54004"
315,"71416"
316,"86326"
317,"95507"
318,"96950"
319,"89721"
320,"76417"
321,"59302"
322,"42137"
323,"27803"
324,"16770"
325,"9616"
326,"5144"
327,"2870"
328,"1654"
329,"1100"
330,"930"
331,"781"
332,"862"
333,"838"
334,"805"
335,"827"
336,"907"
337,"918"
338,"1010"
339,"1099"
340,"1320"
341,"1579"
342,"2026"
343,"2934"
344,"4337"
345,"5943"
346,"8239"
347,"10811"
348,"13154"
349,"15029"
350,"15685"
351,"15370"
352,"13691"
353,"11569"
354,"8984"
355,"6583"
356,"4494"
357,"2954"
358,"1973"
359,"1383"
360,"1144"
361,"1022"
362,"967"
363,"955"
364,"1002"
365,"1086"
366,"1164"
367,"1290"
368,"1405"
369,"1472"
370,"1549"
371,"1493"
372,"1507"
373,"1330"
374,"1076"
375,"930"
376,"801"
377,"684"
378,"673"
379,"577"
380,"521"
381,"497"
382,"494"
383,"458"
384,"485"
385,"480"
386,"482"
387,"477"
388,"478"
389,"537"
390,"506"
391,"493"
392,"558"
393,"584"
394,"589"
395,"634"
396,"718"
397,"758"
398,"818"
399,"813"
400,"798"
401,"784"
402,"711"
403,"685"
404,"697"
405,"657"
406,"601"
407,"661"
408,"659"
409,"650"
410,"590"
411,"644"
412,"605"
413,"610"
414,"576"
415,"525"
416,"519"
417,"507"
418,"491"
419,"499"
420,"506"
421,"493"
422,"541"
423,"582"
424,"634"
425,"647"
426,"668"
427,"751"
428,"689"
429,"699"
430,"726"
431,"626"
432,"682"
433,"570"
434,"576"
435,"592"
436,"551"
437,"515"
438,"502"
439,"532"
440,"592"
441,"512"
442,"560"
443,"544"
444,"502"
445,"551"
446,"543"
447,"539"
448,"466"
449,"474"
450,"525"
451,"547"
452,"519"
453,"476"
454,"545"
455,"502"
456,"589"
457,"617"
458,"574"
459,"555"
460,"594"
461,"505"
462,"538"
463,"552"
464,"544"
465,"514"
466,"537"
467,"491"
468,"511"
469,"544"
470,"487"
471,"549"
472,"520"
473,"538"
474,"560"
475,"562"
476,"547"
477,"559"
478,"555"
479,"531"
480,"508"
481,"546"
482,"535"
483,"579"
484,"512"
485,"510"
486,"475"
487,"513"
488,"535"
489,"490"
490,"496"
491,"505"
492,"510"
493,"510"
494,"470"
495,"503"
496,"505"
497,"537"
498,"544"
499,"523"
500,"500"
501,"528"
502,"485"
503,"505"
504,"537"
505,"526"
506,"541"
507,"515"
508,"543"
509,"485"
510,"534"
511,"509"
512,"511"
513,"520"
514,"506"
515,"510"
516,"554"
517,"537"
518,"512"
519,"530"
520,"533"
521,"548"
522,"519"
523,"535"
524,"554"
525,"538"
526,"599"
527,"531"
528,"536"
529,"491"
530,"508"
531,"535"
532,"515"
533,"495"
534,"482"
535,"500"
536,"498"
537,"489"
538,"526"
539,"537"
540,"539"
541,"478"
542,"470"
543,"557"
544,"515"
545,"482"
546,"480"
547,"485"
548,"500"
549,"496"
550,"511"
551,"501"
552,"529"
553,"497"
554,"488"
555,"501"
556,"466"
557,"504"
558,"484"
559,"473"
560,"470"
561,"472"
562,"497"
563,"505"
564,"476"
565,"497"
566,"477"
567,"408"
568,"487"
569,"530"
570,"492"
571,"508"
572,"517"
573,"474"
574,"468"
575,"498"
576,"495"
577,"493"
578,"498"
579,"507"
580,"456"
581,"508"
582,"470"
583,"482"
584,"476"
585,"468"
586,"461"
587,"483"
588,"483"
589,"508"
590,"524"
591,"461"
592,"486"
593,"487"
594,"484"
595,"445"
596,"464"
597,"442"
598,"481"
599,"466"
600,"468"
601,"451"
602,"512"
603,"455"
604,"457"
605,"476"
606,"465"
607,"477"
608,"473"
609,"488"
610,"453"
611,"437"
612,"478"
613,"468"
614,"457"
615,"460"
616,"507"
617,"443"
618,"481"
619,"480"
620,"492"
621,"509"
622,"515"
623,"494"
624,"495"
625,"510"
626,"525"
627,"519"
628,"530"
629,"538"
630,"548"
631,"497"
632,"575"
633,"554"
634,"559"
635,"514"
636,"552"
637,"537"
638,"569"
639,"517"
640,"575"
641,"523"
642,"564"
643,"540"
644,"529"
645,"508"
646,"484"
647,"493"
648,"495"
649,"451"
650,"467"
651,"514"
652,"476"
653,"457"
654,"501"
655,"528"
656,"538"
657,"626"
658,"627"
659,"656"
660,"694"
661,"795"
662,"869"
663,"844"
664,"922"
665,"948"
666,"843"
667,"816"
668,"748"
669,"702"
670,"662"
671,"613"
672,"566"
673,"534"
674,"520"
675,"486"
676,"463"
677,"463"
678,"452"
679,"434"
680,"446"
681,"446"
682,"438"
683,"463"
684,"484"
685,"439"
686,"449"
687,"440"
688,"439"
689,"456"
690,"440"
691,"455"
692,"490"
693,"538"
694,"540"
695,"568"
696,"582"
697,"662"
698,"683"
699,"705"
700,"776"
701,"752"
702,"827"
703,"800"
704,"781"
705,"750"
706,"741"
707,"629"
708,"607"
709,"577"
710,"535"
711,"471"
712,"447"
713,"461"
714,"427"
715,"425"
716,"427"
717,"402"
718,"423"
719,"444"
720,"425"
721,"425"
722,"431"
723,"408"
724,"434"
725,"398"
726,"418"
727,"386"
728,"404"
729,"431"
730,"467"
731,"425"
732,"464"
733,"451"
734,"462"
735,"472"
736,"510"
737,"531"
738,"509"
739,"591"
740,"594"
741,"579"
742,"557"
743,"551"
744,"575"
745,"579"
746,"519"
747,"488"
748,"468"
749,"455"
750,"469"
751,"446"
752,"423"
753,"436"
754,"423"
755,"429"
756,"449"
757,"390"
758,"406"
759,"386"
760,"442"
761,"393"
762,"401"
763,"399"
764,"369"
765,"388"
766,"381"
767,"436"
768,"410"
769,"436"
770,"434"
771,"461"
772,"482"
773,"547"
774,"628"
775,"705"
776,"732"
777,"841"
778,"920"
779,"1048"
780,"1063"
781,"1147"
782,"1198"
783,"1167"
784,"1078"
785,"1082"
786,"963"
787,"894"
788,"687"
789,"670"
790,"601"
791,"520"
792,"509"
793,"494"
794,"443"
795,"425"
796,"360"
797,"371"
798,"394"
799,"420"
800,"407"
801,"389"
802,"383"
803,"390"
804,"387"
805,"371"
806,"399"
807,"368"
808,"390"
809,"368"
810,"378"
811,"361"
812,"362"
813,"388"
814,"388"
815,"393"
816,"439"
817,"388"
818,"408"
819,"402"
820,"373"
821,"431"
822,"400"
823,"455"
824,"434"
825,"454"
826,"452"
827,"425"
828,"422"
829,"431"
830,"455"
831,"382"
832,"393"
833,"377"
834,"353"
835,"348"
836,"381"
837,"381"
838,"358"
839,"366"
840,"389"
841,"364"
842,"369"
843,"347"
844,"342"
845,"350"
846,"378"
847,"378"
848,"342"
849,"382"
850,"328"
851,"407"
852,"339"
853,"328"
854,"360"
855,"362"
856,"347"
857,"355"
858,"361"
859,"368"
860,"371"
861,"366"
862,"349"
863,"369"
864,"352"
865,"380"
866,"369"
867,"373"
868,"398"
869,"390"
870,"451"
871,"387"
872,"405"
873,"429"
874,"467"
875,"491"
876,"461"
877,"485"
878,"506"
879,"467"
880,"447"
881,"465"
882,"424"
883,"438"
884,"420"
885,"403"
886,"406"
887,"455"
888,"391"
889,"398"
890,"398"
891,"428"
892,"401"
893,"430"
894,"407"
895,"452"
896,"399"
897,"411"
898,"404"
899,"418"
900,"405"
901,"435"
902,"418"
903,"411"
904,"410"
905,"444"
906,"467"
907,"473"
908,"459"
909,"465"
910,"481"
911,"494"
912,"550"
913,"488"
914,"549"
915,"564"
916,"536"
917,"580"
918,"530"
919,"588"
920,"646"
921,"707"
922,"642"
923,"705"
924,"726"
925,"788"
926,"817"
927,"802"
928,"825"
929,"867"
930,"905"
931,"937"
932,"978"
933,"987"
934,"1062"
935,"1049"
936,"1043"
937,"1123"
938,"1093"
939,"1231"
940,"1095"
941,"1166"
942,"1218"
943,"1171"
944,"1229"
945,"1205"
946,"1203"
947,"1149"
948,"1127"
949,"1140"
950,"1118"
951,"1121"
952,"971"
953,"991"
954,"992"
955,"928"
956,"882"
957,"928"
958,"817"
959,"778"
960,"743"
961,"755"
962,"681"
963,"654"
964,"640"
965,"611"
966,"605"
967,"555"
968,"520"
969,"520"
970,"532"
971,"487"
972,"481"
973,"475"
974,"422"
975,"453"
976,"381"
977,"427"
978,"407"
979,"375"
980,"353"
981,"414"
982,"384"
983,"350"
984,"380"
985,"391"
986,"347"
987,"413"
988,"438"
989,"459"
990,"459"
991,"493"
992,"533"
993,"532"
994,"606"
995,"670"
996,"743"
997,"807"
998,"809"
999,"893"
1000,"922"
1001,"867"
1002,"967"
1003,"893"
1004,"876"
1005,"830"
1006,"790"
1007,"720"
1008,"690"
1009,"578"
1010,"506"
1011,"468"
1012,"429"
1013,"358"
1014,"340"
1015,"333"
1016,"375"
1017,"299"
1018,"266"
1019,"281"
1020,"309"
1021,"292"
1022,"265"
1023,"295"
1024,"279"
1025,"301"
1026,"318"
1027,"275"
1028,"334"
1029,"276"
1030,"303"
1031,"303"
1032,"307"
1033,"328"
1034,"328"
1035,"379"
1036,"338"
1037,"409"
1038,"402"
1039,"426"
1040,"404"
1041,"432"
1042,"482"
1043,"488"
1044,"467"
1045,"510"
1046,"529"
1047,"509"
1048,"520"
1049,"593"
1050,"570"
1051,"553"
1052,"512"
1053,"512"
1054,"576"
1055,"482"
1056,"539"
1057,"440"
1058,"460"
1059,"419"
1060,"399"
1061,"387"
1062,"364"
1063,"354"
1064,"395"
1065,"385"
1066,"352"
1067,"348"
1068,"290"
1069,"329"
1070,"348"
1071,"304"
1072,"332"
1073,"334"
1074,"291"
1075,"310"
1076,"272"
1077,"301"
1078,"292"
1079,"325"
1080,"282"
1081,"267"
1082,"298"
1083,"270"
1084,"262"
1085,"277"
1086,"245"
1087,"242"
1088,"285"
1089,"248"
1090,"225"
1091,"250"
1092,"229"
1093,"241"
1094,"228"
1095,"242"
1096,"228"
1097,"216"
1098,"228"
1099,"259"
1100,"220"
1101,"220"
1102,"216"
1103,"247"
1104,"205"
1105,"205"
1106,"222"
1107,"213"
1108,"241"
1109,"202"
1110,"191"
1111,"206"
1112,"192"
1113,"224"
1114,"189"
1115,"203"
1116,"195"
1117,"236"
1118,"237"
1119,"231"
1120,"203"
1121,"234"
1122,"208"
1123,"258"
1124,"264"
1125,"275"
1126,"262"
1127,"291"
1128,"290"
1129,"264"
1130,"300"
1131,"298"
1132,"271"
1133,"245"
1134,"202"
1135,"224"
1136,"218"
1137,"200"
1138,"198"
1139,"199"
1140,"185"
1141,"204"
1142,"208"
1143,"177"
1144,"194"
1145,"195"
1146,"187"
1147,"189"
1148,"206"
1149,"195"
1150,"196"
1151,"198"
1152,"185"
1153,"179"
1154,"193"
1155,"201"
1156,"186"
1157,"201"
1158,"178"
1159,"197"
1160,"157"
1161,"168"
1162,"150"
1163,"183"
1164,"165"
1165,"165"
1166,"160"
1167,"191"
1168,"160"
1169,"168"
1170,"181"
1171,"169"
1172,"177"
1173,"201"
1174,"175"
1175,"180"
1176,"178"
1177,"163"
1178,"184"
1179,"189"
1180,"218"
1181,"219"
1182,"181"
1183,"184"
1184,"180"
1185,"182"
1186,"206"
1187,"190"
1188,"181"
1189,"183"
1190,"188"
1191,"194"
1192,"150"
1193,"175"
1194,"176"
1195,"171"
1196,"157"
1197,"172"
1198,"163"
1199,"145"
1200,"146"
1201,"124"
1202,"151"
1203,"173"
1204,"187"
1205,"151"
1206,"159"
1207,"154"
1208,"152"
1209,"160"
1210,"145"
1211,"161"
1212,"142"
1213,"156"
1214,"170"
1215,"184"
1216,"161"
1217,"154"
1218,"127"
1219,"162"
1220,"154"
1221,"154"
1222,"134"
1223,"120"
1224,"143"
1225,"151"
1226,"132"
1227,"156"
1228,"148"
1229,"157"
1230,"136"
1231,"147"
1232,"155"
1233,"151"
1234,"149"
1235,"162"
1236,"163"
1237,"149"
1238,"158"
1239,"137"
1240,"146"
1241,"159"
1242,"157"
1243,"164"
1244,"175"
1245,"149"
1246,"155"
1247,"149"
1248,"150"
1249,"158"
1250,"146"
1251,"146"
1252,"152"
1253,"168"
1254,"148"
1255,"168"
1256,"147"
1257,"158"
1258,"159"
1259,"145"
1260,"143"
1261,"159"
1262,"135"
1263,"138"
1264,"131"
1265,"135"
1266,"117"
1267,"141"
1268,"135"
1269,"133"
1270,"134"
1271,"129"
1272,"126"
1273,"125"
1274,"151"
1275,"139"
1276,"103"
1277,"126"
1278,"132"
1279,"132"
1280,"107"
1281,"123"
1282,"123"
1283,"124"
1284,"137"
1285,"144"
1286,"140"
1287,"126"
1288,"125"
1289,"133"
1290,"141"
1291,"122"
1292,"136"
1293,"142"
1294,"138"
1295,"116"
1296,"153"
1297,"125"
1298,"135"
1299,"121"
1300,"129"
1301,"136"
1302,"125"
1303,"139"
1304,"130"
1305,"120"
1306,"120"
1307,"117"
1308,"124"
1309,"132"
1310,"115"
1311,"121"
1312,"118"
1313,"128"
1314,"132"
1315,"131"
1316,"118"
1317,"111"
1318,"114"
1319,"104"
1320,"127"
1321,"140"
1322,"115"
1323,"121"
1324,"119"
1325,"104"
1326,"116"
1327,"104"
1328,"106"
1329,"111"
1330,"111"
1331,"116"
1332,"107"
1333,"108"
1334,"116"
1335,"128"
1336,"122"
1337,"100"
1338,"104"
1339,"100"
1340,"106"
1341,"107"
1342,"109"
1343,"116"
1344,"102"
1345,"125"
1346,"94"
1347,"114"
1348,"111"
1349,"113"
1350,"110"
1351,"115"
1352,"99"
1353,"93"
1354,"95"
1355,"97"
1356,"104"
1357,"106"
1358,"120"
1359,"104"
1360,"106"
1361,"95"
1362,"115"
1363,"104"
1364,"86"
1365,"104"
1366,"93"
1367,"124"
1368,"89"
1369,"122"
1370,"99"
1371,"102"
1372,"101"
1373,"100"
1374,"94"
1375,"115"
1376,"98"
1377,"91"
1378,"115"
1379,"96"
1380,"106"
1381,"101"
1382,"103"
1383,"105"
1384,"98"
1385,"87"
1386,"85"
1387,"100"
1388,"116"
1389,"101"
1390,"82"
1391,"102"
1392,"97"
1393,"85"
1394,"82"
1395,"107"
1396,"81"
1397,"108"
1398,"104"
1399,"74"
1400,"86"
1401,"99"
1402,"72"
1403,"91"
1404,"72"
1405,"106"
1406,"102"
1407,"87"
1408,"77"
1409,"85"
1410,"95"
1411,"111"
1412,"99"
1413,"93"
1414,"94"
1415,"88"
1416,"94"
1417,"93"
1418,"75"
1419,"89"
1420,"78"
1421,"86"
1422,"87"
1423,"86"
1424,"87"
1425,"92"
1426,"75"
1427,"60"
1428,"80"
1429,"87"
1430,"79"
1431,"87"
1432,"95"
1433,"83"
1434,"67"
1435,"80"
1436,"107"
1437,"93"
1438,"86"
1439,"93"
1440,"64"
1441,"90"
1442,"96"
1443,"66"
1444,"65"
1445,"76"
1446,"69"
1447,"80"
1448,"73"
1449,"77"
1450,"75"
1451,"83"
1452,"76"
1453,"80"
1454,"73"
1455,"72"
1456,"73"
1457,"85"
1458,"63"
1459,"69"
1460,"65"
1461,"59"
1462,"74"
1463,"64"
1464,"74"
1465,"63"
1466,"75"
1467,"68"
1468,"79"
1469,"63"
1470,"69"
1471,"66"
1472,"71"
1473,"78"
1474,"75"
1475,"78"
1476,"67"
1477,"70"
1478,"68"
1479,"71"
1480,"69"
1481,"78"
1482,"61"
1483,"68"
1484,"83"
1485,"57"
1486,"61"
1487,"67"
1488,"56"
1489,"72"
1490,"69"
1491,"66"
1492,"68"
1493,"56"
1494,"51"
1495,"89"
1496,"63"
1497,"45"
1498,"43"
1499,"69"
1500,"52"
1501,"61"
1502,"60"
1503,"59"
1504,"68"
1505,"70"
1506,"50"
1507,"64"
1508,"60"
1509,"59"
1510,"65"
1511,"76"
1512,"54"
1513,"46"
1514,"70"
1515,"59"
1516,"57"
1517,"55"
1518,"74"
1519,"57"
1520,"61"
1521,"64"
1522,"51"
1523,"60"
1524,"57"
1525,"47"
1526,"60"
1527,"55"
1528,"60"
1529,"47"
1530,"44"
1531,"48"
1532,"56"
1533,"49"
1534,"60"
1535,"54"
1536,"44"
1537,"54"
1538,"49"
1539,"52"
1540,"46"
