Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 1phi 0"
Duration Time,60.864
Ambient Temperature,"99.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"903047"
Raw Accumulated Counts,"941769"
Valid Count Last Packet,"14099"
Raw Count Last Packet,"14621"
Live Time,58.664993
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7921
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1716"
1,"1546"
2,"943"
3,"529"
4,"225"
5,"72"
6,"19"
7,"7"
8,"1"
9,"0"
10,"2"
11,"2"
12,"0"
13,"1"
14,"0"
15,"1"
16,"0"
17,"0"
18,"1"
19,"0"
20,"2"
21,"4"
22,"30"
23,"109"
24,"199"
25,"220"
26,"261"
27,"229"
28,"203"
29,"200"
30,"214"
31,"208"
32,"187"
33,"208"
34,"197"
35,"186"
36,"180"
37,"162"
38,"200"
39,"162"
40,"191"
41,"204"
42,"174"
43,"191"
44,"164"
45,"188"
46,"189"
47,"191"
48,"172"
49,"182"
50,"189"
51,"170"
52,"165"
53,"152"
54,"181"
55,"164"
56,"170"
57,"182"
58,"168"
59,"183"
60,"185"
61,"190"
62,"161"
63,"138"
64,"137"
65,"157"
66,"139"
67,"130"
68,"169"
69,"151"
70,"181"
71,"221"
72,"259"
73,"279"
74,"311"
75,"266"
76,"276"
77,"234"
78,"193"
79,"254"
80,"275"
81,"414"
82,"580"
83,"976"
84,"1404"
85,"1773"
86,"2001"
87,"1881"
88,"1573"
89,"1232"
90,"764"
91,"470"
92,"308"
93,"233"
94,"190"
95,"168"
96,"155"
97,"164"
98,"167"
99,"170"
100,"155"
101,"164"
102,"134"
103,"123"
104,"157"
105,"118"
106,"122"
107,"129"
108,"155"
109,"156"
110,"172"
111,"174"
112,"218"
113,"204"
114,"268"
115,"243"
116,"258"
117,"240"
118,"212"
119,"214"
120,"222"
121,"219"
122,"211"
123,"192"
124,"242"
125,"248"
126,"283"
127,"419"
128,"511"
129,"710"
130,"989"
131,"1379"
132,"1799"
133,"1986"
134,"1971"
135,"1854"
136,"1593"
137,"1485"
138,"1428"
139,"1326"
140,"1395"
141,"1352"
142,"1502"
143,"1573"
144,"1627"
145,"1646"
146,"1752"
147,"1752"
148,"1517"
149,"1243"
150,"1007"
151,"705"
152,"501"
153,"418"
154,"332"
155,"325"
156,"360"
157,"440"
158,"516"
159,"681"
160,"1013"
161,"1500"
162,"1899"
163,"2353"
164,"2678"
165,"2512"
166,"2317"
167,"1804"
168,"1262"
169,"833"
170,"547"
171,"358"
172,"291"
173,"285"
174,"326"
175,"373"
176,"496"
177,"673"
178,"789"
179,"930"
180,"1204"
181,"1306"
182,"1520"
183,"1580"
184,"1412"
185,"1193"
186,"973"
187,"724"
188,"493"
189,"359"
190,"252"
191,"223"
192,"234"
193,"232"
194,"234"
195,"268"
196,"352"
197,"339"
198,"396"
199,"398"
200,"451"
201,"388"
202,"327"
203,"308"
204,"279"
205,"252"
206,"231"
207,"222"
208,"223"
209,"242"
210,"241"
211,"234"
212,"220"
213,"221"
214,"246"
215,"257"
216,"269"
217,"305"
218,"346"
219,"397"
220,"530"
221,"630"
222,"793"
223,"854"
224,"887"
225,"809"
226,"704"
227,"596"
228,"478"
229,"381"
230,"392"
231,"374"
232,"377"
233,"325"
234,"290"
235,"340"
236,"351"
237,"333"
238,"383"
239,"388"
240,"404"
241,"496"
242,"488"
243,"451"
244,"507"
245,"481"
246,"467"
247,"461"
248,"420"
249,"426"
250,"425"
251,"425"
252,"411"
253,"394"
254,"408"
255,"401"
256,"365"
257,"375"
258,"366"
259,"390"
260,"421"
261,"402"
262,"377"
263,"370"
264,"366"
265,"389"
266,"409"
267,"401"
268,"440"
269,"446"
270,"462"
271,"421"
272,"428"
273,"457"
274,"440"
275,"390"
276,"465"
277,"428"
278,"409"
279,"410"
280,"443"
281,"438"
282,"432"
283,"449"
284,"496"
285,"471"
286,"498"
287,"503"
288,"541"
289,"548"
290,"551"
291,"660"
292,"634"
293,"657"
294,"616"
295,"637"
296,"558"
297,"574"
298,"574"
299,"543"
300,"540"
301,"518"
302,"554"
303,"547"
304,"620"
305,"585"
306,"596"
307,"722"
308,"879"
309,"1316"
310,"1938"
311,"2976"
312,"4798"
313,"7370"
314,"10270"
315,"13280"
316,"15914"
317,"17360"
318,"17836"
319,"16125"
320,"13679"
321,"10878"
322,"7651"
323,"5101"
324,"3294"
325,"1964"
326,"1226"
327,"886"
328,"674"
329,"580"
330,"576"
331,"540"
332,"569"
333,"529"
334,"571"
335,"527"
336,"541"
337,"613"
338,"579"
339,"631"
340,"646"
341,"699"
342,"787"
343,"978"
344,"1217"
345,"1472"
346,"1854"
347,"2372"
348,"2696"
349,"2978"
350,"3220"
351,"3009"
352,"2932"
353,"2438"
354,"2000"
355,"1635"
356,"1247"
357,"1087"
358,"919"
359,"871"
360,"834"
361,"892"
362,"925"
363,"1027"
364,"987"
365,"1035"
366,"1239"
367,"1215"
368,"1339"
369,"1357"
370,"1476"
371,"1449"
372,"1395"
373,"1291"
374,"1080"
375,"973"
376,"833"
377,"685"
378,"587"
379,"552"
380,"487"
381,"494"
382,"494"
383,"486"
384,"478"
385,"441"
386,"483"
387,"498"
388,"491"
389,"500"
390,"526"
391,"486"
392,"553"
393,"584"
394,"598"
395,"687"
396,"679"
397,"655"
398,"750"
399,"802"
400,"748"
401,"707"
402,"699"
403,"687"
404,"725"
405,"643"
406,"652"
407,"636"
408,"610"
409,"626"
410,"632"
411,"598"
412,"601"
413,"595"
414,"591"
415,"595"
416,"595"
417,"513"
418,"532"
419,"533"
420,"516"
421,"519"
422,"543"
423,"567"
424,"513"
425,"559"
426,"609"
427,"584"
428,"594"
429,"586"
430,"556"
431,"559"
432,"545"
433,"593"
434,"521"
435,"571"
436,"505"
437,"523"
438,"546"
439,"522"
440,"568"
441,"546"
442,"548"
443,"570"
444,"535"
445,"540"
446,"541"
447,"529"
448,"512"
449,"578"
450,"555"
451,"584"
452,"569"
453,"594"
454,"557"
455,"556"
456,"565"
457,"583"
458,"541"
459,"603"
460,"558"
461,"560"
462,"534"
463,"555"
464,"542"
465,"543"
466,"554"
467,"568"
468,"555"
469,"553"
470,"531"
471,"575"
472,"542"
473,"551"
474,"560"
475,"523"
476,"530"
477,"525"
478,"586"
479,"532"
480,"578"
481,"533"
482,"538"
483,"505"
484,"538"
485,"574"
486,"556"
487,"524"
488,"612"
489,"553"
490,"515"
491,"562"
492,"564"
493,"570"
494,"589"
495,"587"
496,"571"
497,"588"
498,"586"
499,"570"
500,"544"
501,"574"
502,"593"
503,"552"
504,"579"
505,"617"
506,"576"
507,"574"
508,"592"
509,"619"
510,"582"
511,"536"
512,"532"
513,"560"
514,"551"
515,"571"
516,"567"
517,"572"
518,"539"
519,"547"
520,"587"
521,"547"
522,"565"
523,"626"
524,"548"
525,"572"
526,"534"
527,"586"
528,"541"
529,"610"
530,"547"
531,"563"
532,"556"
533,"593"
534,"567"
535,"549"
536,"574"
537,"535"
538,"590"
539,"578"
540,"492"
541,"525"
542,"572"
543,"536"
544,"587"
545,"556"
546,"548"
547,"494"
