Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 3phi 3"
Duration Time,60.842
Ambient Temperature,"100.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1026541"
Raw Accumulated Counts,"1074812"
Valid Count Last Packet,"15760"
Raw Count Last Packet,"16555"
Live Time,58.372986
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7943
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1748"
1,"1464"
2,"961"
3,"549"
4,"200"
5,"59"
6,"20"
7,"1"
8,"1"
9,"0"
10,"1"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"0"
22,"30"
23,"110"
24,"199"
25,"218"
26,"209"
27,"234"
28,"226"
29,"216"
30,"196"
31,"201"
32,"163"
33,"203"
34,"191"
35,"192"
36,"164"
37,"194"
38,"175"
39,"168"
40,"156"
41,"170"
42,"166"
43,"192"
44,"179"
45,"185"
46,"204"
47,"171"
48,"198"
49,"199"
50,"200"
51,"171"
52,"165"
53,"157"
54,"183"
55,"189"
56,"163"
57,"161"
58,"179"
59,"163"
60,"203"
61,"187"
62,"170"
63,"187"
64,"152"
65,"157"
66,"146"
67,"159"
68,"167"
69,"157"
70,"183"
71,"214"
72,"241"
73,"285"
74,"291"
75,"295"
76,"282"
77,"222"
78,"218"
79,"244"
80,"253"
81,"315"
82,"575"
83,"905"
84,"1332"
85,"1670"
86,"1769"
87,"1773"
88,"1407"
89,"1043"
90,"727"
91,"487"
92,"300"
93,"225"
94,"193"
95,"172"
96,"171"
97,"155"
98,"159"
99,"163"
100,"156"
101,"147"
102,"145"
103,"154"
104,"112"
105,"161"
106,"131"
107,"133"
108,"166"
109,"157"
110,"155"
111,"191"
112,"176"
113,"259"
114,"266"
115,"233"
116,"240"
117,"246"
118,"224"
119,"196"
120,"193"
121,"198"
122,"201"
123,"218"
124,"239"
125,"259"
126,"324"
127,"379"
128,"526"
129,"766"
130,"1033"
131,"1402"
132,"1735"
133,"2014"
134,"1919"
135,"1914"
136,"1663"
137,"1462"
138,"1391"
139,"1366"
140,"1429"
141,"1530"
142,"1492"
143,"1573"
144,"1604"
145,"1750"
146,"1821"
147,"1772"
148,"1478"
149,"1225"
150,"1004"
151,"735"
152,"491"
153,"383"
154,"357"
155,"312"
156,"357"
157,"411"
158,"561"
159,"719"
160,"1041"
161,"1474"
162,"2076"
163,"2439"
164,"2741"
165,"2638"
166,"2398"
167,"1815"
168,"1404"
169,"856"
170,"542"
171,"355"
172,"295"
173,"305"
174,"358"
175,"460"
176,"547"
177,"686"
178,"867"
179,"1033"
180,"1295"
181,"1542"
182,"1670"
183,"1757"
184,"1561"
185,"1483"
186,"1100"
187,"775"
188,"566"
189,"410"
190,"272"
191,"257"
192,"260"
193,"251"
194,"261"
195,"311"
196,"355"
197,"384"
198,"448"
199,"421"
200,"488"
201,"414"
202,"374"
203,"375"
204,"304"
205,"269"
206,"233"
207,"249"
208,"225"
209,"238"
210,"217"
211,"271"
212,"266"
213,"264"
214,"296"
215,"284"
216,"325"
217,"372"
218,"486"
219,"616"
220,"792"
221,"984"
222,"1170"
223,"1294"
224,"1305"
225,"1242"
226,"1133"
227,"915"
228,"762"
229,"614"
230,"566"
231,"489"
232,"417"
233,"413"
234,"403"
235,"385"
236,"367"
237,"396"
238,"390"
239,"416"
240,"441"
241,"509"
242,"515"
243,"548"
244,"555"
245,"582"
246,"526"
247,"558"
248,"496"
249,"470"
250,"440"
251,"412"
252,"444"
253,"400"
254,"419"
255,"404"
256,"396"
257,"421"
258,"411"
259,"395"
260,"399"
261,"446"
262,"406"
263,"449"
264,"496"
265,"469"
266,"467"
267,"519"
268,"471"
269,"484"
270,"511"
271,"473"
272,"477"
273,"467"
274,"473"
275,"505"
276,"438"
277,"463"
278,"457"
279,"443"
280,"459"
281,"486"
282,"506"
283,"402"
284,"462"
285,"501"
286,"543"
287,"531"
288,"583"
289,"670"
290,"724"
291,"738"
292,"803"
293,"833"
294,"803"
295,"745"
296,"747"
297,"636"
298,"654"
299,"596"
300,"559"
301,"584"
302,"635"
303,"607"
304,"606"
305,"686"
306,"734"
307,"906"
308,"1251"
309,"1884"
310,"3069"
311,"5185"
312,"8305"
313,"12636"
314,"17881"
315,"23356"
316,"27807"
317,"30920"
318,"31292"
319,"28667"
320,"24503"
321,"18829"
322,"13496"
323,"9030"
324,"5516"
325,"3368"
326,"2005"
327,"1277"
328,"903"
329,"691"
330,"600"
331,"582"
332,"618"
333,"571"
334,"600"
335,"581"
336,"635"
337,"656"
338,"678"
339,"728"
340,"718"
341,"905"
342,"1027"
343,"1309"
344,"1786"
345,"2305"
346,"3085"
347,"3824"
348,"4432"
349,"5059"
350,"5298"
351,"5149"
352,"4674"
353,"3836"
354,"3186"
355,"2408"
356,"1786"
357,"1406"
358,"1142"
359,"953"
360,"917"
361,"940"
362,"985"
363,"983"
364,"1006"
365,"1079"
366,"1140"
367,"1337"
368,"1416"
369,"1477"
370,"1478"
371,"1439"
372,"1411"
373,"1285"
374,"1088"
375,"988"
376,"833"
377,"687"
378,"600"
379,"559"
380,"515"
381,"506"
382,"500"
383,"472"
384,"493"
385,"465"
386,"492"
387,"504"
388,"512"
389,"477"
390,"498"
391,"527"
392,"563"
393,"563"
394,"668"
395,"691"
396,"727"
397,"785"
398,"735"
399,"795"
400,"778"
401,"780"
402,"766"
403,"723"
404,"713"
405,"710"
406,"650"
407,"638"
408,"709"
409,"614"
410,"676"
411,"679"
412,"635"
413,"662"
414,"586"
415,"564"
416,"583"
417,"522"
418,"545"
419,"571"
420,"545"
421,"603"
422,"515"
423,"557"
424,"565"
425,"580"
426,"636"
427,"664"
428,"669"
429,"627"
430,"637"
431,"603"
432,"634"
433,"585"
434,"600"
435,"562"
436,"574"
437,"571"
438,"611"
439,"590"
440,"593"
441,"631"
442,"573"
443,"559"
444,"607"
445,"602"
446,"602"
447,"585"
448,"599"
449,"558"
450,"543"
451,"555"
452,"554"
453,"579"
454,"566"
455,"561"
456,"595"
457,"588"
458,"592"
459,"606"
460,"609"
461,"574"
462,"555"
463,"639"
464,"594"
465,"534"
466,"559"
467,"596"
468,"551"
469,"549"
470,"577"
471,"559"
472,"606"
473,"598"
474,"586"
475,"553"
476,"555"
477,"609"
478,"614"
479,"555"
480,"599"
481,"569"
482,"595"
483,"593"
484,"602"
485,"594"
486,"574"
487,"556"
488,"614"
489,"598"
490,"626"
491,"530"
492,"579"
493,"551"
494,"585"
495,"599"
496,"545"
497,"579"
498,"597"
499,"582"
500,"608"
501,"600"
502,"571"
503,"584"
504,"566"
505,"551"
506,"601"
507,"611"
508,"549"
509,"581"
510,"536"
511,"567"
512,"562"
513,"524"
514,"590"
515,"547"
516,"567"
517,"568"
518,"626"
519,"597"
520,"575"
521,"578"
