Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 6phi 1"
Duration Time,60.842
Ambient Temperature,"99.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1305764"
Raw Accumulated Counts,"1380658"
Valid Count Last Packet,"20160"
Raw Count Last Packet,"21327"
Live Time,57.681011
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7875
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1711"
1,"1446"
2,"917"
3,"498"
4,"220"
5,"84"
6,"18"
7,"1"
8,"3"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"0"
20,"0"
21,"5"
22,"27"
23,"114"
24,"209"
25,"199"
26,"220"
27,"202"
28,"209"
29,"222"
30,"183"
31,"207"
32,"181"
33,"196"
34,"177"
35,"184"
36,"178"
37,"176"
38,"163"
39,"182"
40,"187"
41,"172"
42,"182"
43,"183"
44,"170"
45,"180"
46,"174"
47,"214"
48,"221"
49,"184"
50,"180"
51,"122"
52,"184"
53,"169"
54,"199"
55,"161"
56,"185"
57,"166"
58,"157"
59,"178"
60,"161"
61,"182"
62,"182"
63,"170"
64,"139"
65,"140"
66,"153"
67,"148"
68,"147"
69,"150"
70,"210"
71,"219"
72,"222"
73,"256"
74,"264"
75,"243"
76,"230"
77,"205"
78,"206"
79,"191"
80,"205"
81,"252"
82,"366"
83,"517"
84,"736"
85,"866"
86,"963"
87,"900"
88,"822"
89,"627"
90,"417"
91,"322"
92,"253"
93,"199"
94,"185"
95,"192"
96,"178"
97,"167"
98,"201"
99,"174"
100,"156"
101,"173"
102,"153"
103,"168"
104,"161"
105,"147"
106,"170"
107,"177"
108,"136"
109,"184"
110,"178"
111,"195"
112,"241"
113,"247"
114,"247"
115,"252"
116,"261"
117,"236"
118,"234"
119,"214"
120,"229"
121,"235"
122,"213"
123,"232"
124,"213"
125,"291"
126,"329"
127,"387"
128,"567"
129,"774"
130,"1134"
131,"1391"
132,"1801"
133,"1902"
134,"2039"
135,"1901"
136,"1659"
137,"1475"
138,"1382"
139,"1410"
140,"1389"
141,"1456"
142,"1545"
143,"1627"
144,"1671"
145,"1768"
146,"1843"
147,"1718"
148,"1588"
149,"1287"
150,"1033"
151,"703"
152,"518"
153,"400"
154,"337"
155,"398"
156,"362"
157,"459"
158,"583"
159,"734"
160,"1047"
161,"1485"
162,"1939"
163,"2454"
164,"2702"
165,"2650"
166,"2408"
167,"1864"
168,"1386"
169,"938"
170,"570"
171,"344"
172,"355"
173,"321"
174,"364"
175,"409"
176,"533"
177,"734"
178,"860"
179,"1022"
180,"1169"
181,"1370"
182,"1604"
183,"1653"
184,"1454"
185,"1337"
186,"1117"
187,"786"
188,"516"
189,"405"
190,"321"
191,"276"
192,"262"
193,"267"
194,"285"
195,"305"
196,"368"
197,"423"
198,"440"
199,"443"
200,"461"
201,"434"
202,"414"
203,"362"
204,"323"
205,"302"
206,"282"
207,"290"
208,"298"
209,"274"
210,"291"
211,"301"
212,"314"
213,"300"
214,"346"
215,"366"
216,"391"
217,"523"
218,"742"
219,"1056"
220,"1468"
221,"1953"
222,"2374"
223,"2684"
224,"2803"
225,"2606"
226,"2265"
227,"1864"
228,"1415"
229,"1051"
230,"878"
231,"770"
232,"687"
233,"608"
234,"524"
235,"489"
236,"475"
237,"445"
238,"494"
239,"560"
240,"569"
241,"670"
242,"773"
243,"807"
244,"880"
245,"926"
246,"799"
247,"792"
248,"713"
249,"662"
250,"543"
251,"503"
252,"485"
253,"451"
254,"441"
255,"452"
256,"483"
257,"428"
258,"439"
259,"465"
260,"479"
261,"481"
262,"495"
263,"557"
264,"517"
265,"538"
266,"511"
267,"546"
268,"597"
269,"551"
270,"544"
271,"531"
272,"550"
273,"522"
274,"564"
275,"517"
276,"506"
277,"543"
278,"487"
279,"501"
280,"501"
281,"531"
282,"538"
283,"579"
284,"584"
285,"567"
286,"609"
287,"694"
288,"813"
289,"918"
290,"1041"
291,"1128"
292,"1237"
293,"1298"
294,"1192"
295,"1105"
296,"1047"
297,"932"
298,"856"
299,"805"
300,"776"
301,"785"
302,"776"
303,"820"
304,"877"
305,"1019"
306,"1106"
307,"1420"
308,"2197"
309,"3568"
310,"6257"
311,"10739"
312,"17977"
313,"27831"
314,"39747"
315,"52724"
316,"63451"
317,"70108"
318,"71863"
319,"66371"
320,"56523"
321,"44008"
322,"31116"
323,"20544"
324,"12510"
325,"7125"
326,"3801"
327,"2192"
328,"1326"
329,"860"
330,"787"
331,"754"
332,"679"
333,"706"
334,"669"
335,"705"
336,"763"
337,"739"
338,"799"
339,"906"
340,"1020"
341,"1350"
342,"1605"
343,"2197"
344,"3246"
345,"4585"
346,"6289"
347,"8131"
348,"10000"
349,"11210"
350,"11951"
351,"11544"
352,"10159"
353,"8906"
354,"6710"
355,"5028"
356,"3454"
357,"2295"
358,"1603"
359,"1164"
360,"920"
361,"828"
362,"812"
363,"811"
364,"832"
365,"924"
366,"949"
367,"1090"
368,"1212"
369,"1229"
370,"1254"
371,"1282"
372,"1188"
373,"1117"
374,"1012"
375,"830"
376,"687"
377,"603"
378,"487"
379,"483"
380,"425"
381,"425"
382,"419"
383,"430"
384,"398"
385,"422"
386,"420"
387,"415"
388,"417"
389,"424"
390,"454"
391,"453"
392,"430"
393,"491"
394,"504"
395,"547"
396,"592"
397,"680"
398,"668"
399,"734"
400,"741"
401,"684"
402,"657"
403,"618"
404,"549"
405,"569"
406,"521"
407,"541"
408,"519"
409,"541"
410,"488"
