Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 1phi 3"
Duration Time,60.029
Ambient Temperature,"98.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"795091"
Raw Accumulated Counts,"826275"
Valid Count Last Packet,"12420"
Raw Count Last Packet,"12874"
Live Time,58.072021
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7947
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1735"
1,"1469"
2,"966"
3,"503"
4,"194"
5,"75"
6,"12"
7,"5"
8,"1"
9,"1"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"0"
22,"23"
23,"109"
24,"147"
25,"185"
26,"179"
27,"194"
28,"156"
29,"171"
30,"161"
31,"182"
32,"160"
33,"160"
34,"151"
35,"149"
36,"157"
37,"173"
38,"163"
39,"153"
40,"133"
41,"165"
42,"195"
43,"165"
44,"195"
45,"174"
46,"154"
47,"189"
48,"185"
49,"169"
50,"161"
51,"143"
52,"146"
53,"156"
54,"161"
55,"147"
56,"148"
57,"154"
58,"155"
59,"152"
60,"163"
61,"158"
62,"154"
63,"142"
64,"133"
65,"128"
66,"141"
67,"129"
68,"127"
69,"141"
70,"172"
71,"188"
72,"211"
73,"225"
74,"191"
75,"216"
76,"202"
77,"204"
78,"201"
79,"200"
80,"216"
81,"298"
82,"454"
83,"696"
84,"1068"
85,"1373"
86,"1396"
87,"1428"
88,"1153"
89,"882"
90,"623"
91,"387"
92,"238"
93,"171"
94,"172"
95,"160"
96,"151"
97,"135"
98,"140"
99,"157"
100,"139"
101,"135"
102,"124"
103,"120"
104,"115"
105,"106"
106,"132"
107,"124"
108,"137"
109,"144"
110,"152"
111,"153"
112,"176"
113,"217"
114,"238"
115,"259"
116,"217"
117,"255"
118,"233"
119,"201"
120,"167"
121,"207"
122,"203"
123,"204"
124,"214"
125,"234"
126,"291"
127,"344"
128,"529"
129,"740"
130,"1042"
131,"1319"
132,"1655"
133,"1838"
134,"1933"
135,"1897"
136,"1676"
137,"1449"
138,"1344"
139,"1323"
140,"1337"
141,"1453"
142,"1505"
143,"1528"
144,"1631"
145,"1639"
146,"1758"
147,"1770"
148,"1624"
149,"1322"
150,"970"
151,"709"
152,"474"
153,"386"
154,"300"
155,"295"
156,"326"
157,"393"
158,"447"
159,"643"
160,"877"
161,"1223"
162,"1567"
163,"1912"
164,"2102"
165,"2132"
166,"1801"
167,"1463"
168,"1082"
169,"692"
170,"443"
171,"304"
172,"259"
173,"254"
174,"290"
175,"371"
176,"415"
177,"565"
178,"661"
179,"836"
180,"1035"
181,"1182"
182,"1286"
183,"1289"
184,"1247"
185,"1047"
186,"806"
187,"661"
188,"454"
189,"286"
190,"268"
191,"222"
192,"196"
193,"225"
194,"206"
195,"291"
196,"305"
197,"331"
198,"353"
199,"397"
200,"376"
201,"339"
202,"296"
203,"300"
204,"297"
205,"243"
206,"242"
207,"212"
208,"228"
209,"215"
210,"235"
211,"228"
212,"214"
213,"229"
214,"213"
215,"260"
216,"278"
217,"299"
218,"320"
219,"405"
220,"498"
221,"577"
222,"705"
223,"689"
224,"757"
225,"646"
226,"564"
227,"510"
228,"450"
229,"438"
230,"360"
231,"334"
232,"350"
233,"319"
234,"325"
235,"319"
236,"325"
237,"311"
238,"336"
239,"371"
240,"337"
241,"382"
242,"395"
243,"435"
244,"427"
245,"433"
246,"451"
247,"403"
248,"382"
249,"402"
250,"361"
251,"358"
252,"354"
253,"353"
254,"338"
255,"336"
256,"347"
257,"356"
258,"343"
259,"359"
260,"360"
261,"340"
262,"349"
263,"379"
264,"349"
265,"358"
266,"378"
267,"399"
268,"378"
269,"410"
270,"417"
271,"384"
272,"381"
273,"421"
274,"429"
275,"442"
276,"423"
277,"433"
278,"415"
279,"389"
280,"411"
281,"454"
282,"416"
283,"404"
284,"434"
285,"469"
286,"454"
287,"472"
288,"520"
289,"518"
290,"571"
291,"588"
292,"603"
293,"573"
294,"583"
295,"568"
296,"570"
297,"520"
298,"504"
299,"486"
300,"528"
301,"525"
302,"514"
303,"516"
304,"545"
305,"571"
306,"631"
307,"713"
308,"837"
309,"1161"
310,"1762"
311,"2631"
312,"4128"
313,"6370"
314,"8877"
315,"11537"
316,"13537"
317,"14860"
318,"15152"
