Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 -1phi 1"
268,"379"
269,"376"
270,"426"
271,"370"
272,"400"
273,"410"
274,"372"
275,"378"
276,"399"
277,"386"
278,"379"
279,"351"
280,"364"
281,"367"
282,"415"
283,"409"
284,"413"
285,"496"
286,"417"
287,"478"
288,"495"
289,"469"
290,"477"
291,"505"
292,"525"
293,"487"
294,"495"
295,"468"
296,"453"
297,"422"
298,"435"
299,"427"
300,"388"
301,"401"
302,"455"
303,"446"
304,"424"
305,"462"
306,"428"
307,"546"
308,"597"
309,"794"
310,"1087"
311,"1613"
312,"2502"
313,"3566"
314,"4907"
315,"6273"
316,"7624"
317,"8439"
318,"8334"
319,"7697"
320,"6595"
321,"5123"
322,"3714"
323,"2464"
324,"1709"
325,"1141"
326,"799"
327,"587"
328,"501"
329,"510"
330,"422"
331,"449"
332,"437"
333,"447"
334,"464"
335,"454"
336,"434"
337,"442"
338,"510"
339,"478"
340,"517"
341,"537"
342,"591"
343,"626"
344,"773"
345,"976"
346,"1073"
347,"1188"
348,"1475"
349,"1596"
350,"1685"
351,"1627"
352,"1536"
353,"1412"
354,"1080"
355,"956"
356,"860"
357,"780"
358,"731"
359,"724"
360,"736"
361,"766"
362,"772"
363,"798"
364,"888"
365,"924"
366,"969"
367,"1062"
368,"1110"
369,"1208"
370,"1231"
371,"1246"
372,"1063"
373,"1013"
374,"875"
375,"821"
376,"624"
377,"554"
378,"488"
379,"468"
380,"393"
381,"389"
382,"355"
383,"358"
384,"383"
385,"375"
386,"386"
387,"419"
388,"410"
389,"384"
390,"399"
391,"427"
392,"442"
393,"477"
394,"489"
395,"541"
396,"551"
397,"612"
398,"669"
399,"631"
400,"605"
401,"630"
402,"656"
403,"578"
404,"515"
405,"542"
406,"532"
407,"513"
408,"546"
409,"525"
410,"487"
411,"505"
412,"485"
413,"500"
414,"462"
415,"466"
416,"479"
417,"413"
418,"405"
419,"446"
420,"400"
421,"394"
422,"413"
423,"435"
424,"420"
425,"426"
426,"413"
427,"410"
428,"432"
429,"476"
430,"419"
431,"443"
432,"453"
433,"408"
434,"438"
435,"372"
436,"416"
437,"389"
438,"439"
439,"413"
440,"435"
441,"443"
442,"407"
443,"409"
444,"448"
445,"446"
446,"467"
447,"412"
448,"412"
449,"411"
450,"419"
451,"435"
452,"420"
453,"439"
454,"415"
455,"428"
456,"457"
457,"423"
458,"441"
459,"452"
460,"441"
461,"453"
462,"472"
463,"432"
464,"418"
465,"421"
466,"463"
467,"453"
468,"442"
469,"404"
470,"411"
471,"401"
472,"437"
473,"419"
474,"419"
475,"444"
476,"432"
477,"466"
478,"395"
479,"422"
480,"401"
481,"421"
482,"418"
483,"442"
484,"415"
485,"430"
486,"420"
487,"451"
488,"437"
489,"403"
490,"455"
491,"410"
492,"411"
493,"442"
494,"407"
495,"423"
496,"414"
497,"440"
498,"393"
499,"410"
500,"391"
501,"449"
502,"404"
503,"431"
504,"400"
505,"417"
506,"439"
507,"441"
508,"441"
509,"436"
510,"445"
511,"405"
512,"413"
513,"430"
514,"479"
515,"439"
516,"441"
517,"452"
518,"416"
519,"418"
520,"448"
521,"425"
522,"463"
523,"451"
524,"427"
525,"430"
526,"439"
527,"421"
528,"426"
529,"422"
530,"416"
531,"413"
532,"465"
533,"429"
534,"373"
535,"405"
536,"404"
537,"413"
538,"408"
539,"415"
540,"392"
541,"363"
542,"391"
543,"436"
544,"411"
545,"414"
546,"420"
547,"400"
548,"439"
549,"414"
550,"404"
551,"406"
552,"404"
553,"384"
554,"396"
555,"380"
556,"427"
557,"417"
558,"419"
559,"374"
560,"401"
561,"433"
562,"420"
563,"432"
564,"405"
565,"411"
566,"426"
567,"437"
568,"426"
569,"389"
570,"393"
571,"388"
572,"373"
573,"425"
574,"402"
575,"422"
576,"416"
577,"392"
578,"383"
579,"389"
580,"397"
581,"406"
582,"416"
583,"413"
584,"375"
585,"423"
586,"427"
587,"370"
588,"388"
589,"417"
590,"408"
591,"409"
592,"404"
593,"397"
594,"412"
595,"379"
596,"401"
597,"446"
598,"391"
599,"415"
600,"402"
601,"387"
602,"407"
603,"407"
604,"419"
605,"391"
606,"419"
607,"411"
608,"391"
609,"418"
610,"437"
611,"421"
612,"400"
613,"383"
614,"424"
615,"431"
616,"410"
617,"365"
618,"424"
619,"376"
620,"378"
621,"416"
622,"390"
623,"411"
624,"420"
625,"445"
626,"382"
627,"427"
628,"402"
629,"361"
630,"379"
631,"416"
632,"393"
633,"384"
634,"445"
635,"414"
636,"419"
637,"384"
638,"415"
639,"415"
640,"376"
641,"434"
642,"420"
643,"331"
644,"391"
645,"395"
646,"393"
647,"395"
648,"407"
649,"415"
650,"413"
651,"386"
652,"399"
653,"440"
654,"430"
655,"432"
656,"450"
657,"425"
658,"470"
659,"479"
660,"500"
661,"532"
662,"484"
663,"544"
664,"588"
665,"590"
666,"523"
667,"528"
668,"507"
669,"491"
670,"459"
671,"441"
672,"434"
673,"443"
674,"391"
675,"395"
676,"404"
677,"426"
678,"413"
679,"409"
680,"389"
681,"364"
682,"390"
683,"426"
684,"425"
685,"423"
686,"409"
687,"397"
688,"354"
689,"422"
690,"430"
691,"448"
692,"390"
693,"467"
694,"521"
695,"506"
696,"548"
697,"634"
698,"619"
699,"657"
700,"694"
701,"757"
702,"767"
703,"700"
704,"712"
705,"666"
706,"687"
707,"614"
708,"512"
709,"465"
710,"450"
711,"442"
712,"403"
713,"369"
714,"353"
715,"360"
716,"389"
717,"364"
718,"388"
719,"361"
720,"371"
721,"328"
722,"322"
723,"375"
724,"350"
725,"394"
726,"361"
727,"393"
728,"351"
729,"381"
730,"386"
731,"338"
732,"384"
733,"390"
734,"397"
735,"382"
736,"376"
737,"371"
738,"357"
739,"363"
740,"366"
741,"391"
742,"412"
743,"379"
744,"398"
745,"370"
746,"408"
747,"320"
748,"323"
749,"377"
750,"363"
751,"370"
752,"352"
753,"375"
754,"357"
755,"367"
756,"357"
757,"384"
758,"372"
759,"381"
760,"342"
761,"381"
762,"315"
763,"333"
764,"345"
765,"373"
766,"379"
767,"326"
768,"326"
769,"370"
770,"360"
771,"386"
772,"369"
773,"372"
774,"370"
775,"350"
776,"366"
777,"407"
778,"400"
779,"390"
780,"397"
781,"401"
782,"420"
783,"430"
784,"447"
785,"409"
786,"378"
787,"421"
788,"408"
789,"416"
790,"421"
791,"401"
792,"369"
793,"366"
794,"392"
795,"382"
796,"364"
797,"345"
798,"340"
799,"349"
800,"345"
801,"330"
802,"352"
803,"348"
804,"340"
805,"323"
806,"362"
807,"321"
808,"353"
809,"375"
810,"351"
811,"333"
812,"329"
813,"349"
814,"357"
815,"341"
816,"307"
817,"348"
818,"367"
819,"334"
820,"329"
821,"319"
822,"345"
823,"335"
824,"345"
825,"310"
826,"322"
827,"330"
828,"351"
829,"344"
830,"326"
831,"360"
832,"314"
833,"345"
834,"332"
835,"291"
836,"333"
837,"347"
838,"330"
839,"314"
840,"334"
841,"351"
842,"323"
843,"311"
844,"348"
845,"354"
846,"292"
847,"364"
848,"356"
849,"339"
850,"360"
851,"329"
852,"356"
853,"347"
854,"350"
855,"347"
856,"304"
857,"354"
858,"333"
859,"358"
860,"341"
861,"364"
862,"333"
863,"343"
864,"321"
865,"363"
866,"351"
867,"359"
868,"364"
869,"346"
870,"359"
871,"341"
872,"360"
873,"367"
874,"363"
875,"366"
876,"350"
877,"343"
878,"400"
879,"378"
880,"356"
881,"383"
882,"354"
883,"368"
884,"348"
885,"382"
886,"419"
887,"373"
888,"374"
889,"365"
890,"407"
891,"402"
892,"406"
893,"441"
894,"376"
895,"400"
896,"459"
897,"417"
898,"394"
899,"416"
900,"467"
901,"449"
902,"440"
903,"412"
904,"437"
905,"473"
906,"475"
907,"504"
908,"519"
909,"519"
910,"527"
911,"498"
912,"506"
913,"560"
914,"584"
915,"614"
916,"664"
917,"663"
918,"694"
919,"738"
920,"748"
921,"802"
922,"779"
923,"832"
924,"913"
925,"861"
926,"992"
927,"973"
928,"1050"
929,"1044"
930,"1090"
931,"1088"
932,"1125"
933,"1133"
934,"1122"
935,"1160"
936,"1167"
937,"1237"
938,"1212"
939,"1185"
940,"1194"
941,"1145"
942,"1131"
943,"1133"
944,"1081"
945,"1093"
946,"1053"
947,"1012"
948,"988"
949,"954"
950,"909"
951,"871"
952,"839"
953,"805"
954,"796"
955,"803"
956,"723"
957,"679"
958,"662"
959,"676"
960,"608"
961,"629"
962,"590"
963,"521"
964,"526"
965,"486"
966,"493"
967,"454"
968,"472"
969,"468"
970,"463"
971,"420"
972,"418"
973,"394"
974,"397"
975,"368"
976,"401"
977,"356"
978,"375"
979,"351"
980,"342"
981,"357"
982,"330"
983,"383"
984,"345"
985,"340"
986,"386"
987,"336"
988,"399"
989,"403"
990,"380"
991,"425"
992,"452"
993,"515"
994,"569"
995,"531"
996,"622"
997,"642"
998,"692"
999,"683"
1000,"726"
1001,"765"
1002,"720"
1003,"686"
1004,"706"
1005,"654"
1006,"645"
1007,"588"
1008,"550"
1009,"495"
1010,"424"
1011,"411"
1012,"392"
1013,"339"
1014,"313"
1015,"291"
1016,"297"
1017,"303"
1018,"287"
1019,"289"
1020,"289"
1021,"312"
1022,"297"
1023,"272"
1024,"302"
1025,"280"
1026,"308"
1027,"301"
1028,"307"
1029,"334"
1030,"334"
1031,"340"
1032,"310"
1033,"349"
1034,"358"
1035,"344"
1036,"400"
1037,"370"
1038,"426"
1039,"468"
1040,"484"
1041,"525"
1042,"486"
1043,"488"
1044,"508"
1045,"503"
1046,"548"
1047,"558"
1048,"512"
1049,"572"
1050,"557"
1051,"597"
1052,"504"
1053,"541"
1054,"516"
1055,"494"
1056,"446"
1057,"449"
1058,"483"
1059,"406"
1060,"383"
1061,"367"
1062,"355"
1063,"317"
1064,"374"
1065,"299"
1066,"323"
1067,"318"
1068,"304"
1069,"285"
1070,"267"
1071,"320"
1072,"335"
1073,"309"
1074,"285"
1075,"268"
1076,"256"
1077,"269"
1078,"244"
1079,"288"
1080,"253"
1081,"260"
1082,"247"
1083,"236"
1084,"236"
1085,"234"
1086,"229"
1087,"245"
1088,"225"
1089,"247"
1090,"228"
1091,"234"
1092,"198"
1093,"226"
1094,"240"
1095,"213"
1096,"230"
1097,"206"
1098,"246"
1099,"228"
1100,"210"
1101,"220"
1102,"202"
1103,"225"
1104,"228"
1105,"184"
1106,"203"
1107,"199"
1108,"190"
1109,"235"
1110,"190"
1111,"179"
1112,"211"
1113,"195"
1114,"186"
1115,"179"
1116,"207"
1117,"189"
1118,"192"
1119,"205"
1120,"252"
1121,"216"
1122,"236"
1123,"240"
1124,"248"
1125,"267"
1126,"246"
1127,"279"
1128,"255"
1129,"284"
1130,"237"
1131,"252"
1132,"241"
1133,"223"
1134,"221"
1135,"199"
1136,"208"
1137,"186"
1138,"209"
1139,"185"
1140,"198"
1141,"193"
1142,"198"
1143,"199"
1144,"185"
1145,"186"
1146,"179"
1147,"207"
1148,"194"
1149,"196"
1150,"197"
1151,"188"
1152,"178"
1153,"173"
1154,"201"
1155,"187"
1156,"196"
1157,"163"
1158,"167"
1159,"179"
1160,"199"
1161,"188"
1162,"192"
1163,"196"
1164,"173"
1165,"167"
1166,"187"
1167,"166"
1168,"163"
1169,"187"
1170,"180"
1171,"167"
1172,"156"
1173,"177"
1174,"151"
1175,"172"
1176,"203"
1177,"173"
1178,"185"
1179,"177"
1180,"202"
1181,"182"
1182,"194"
1183,"198"
1184,"198"
1185,"173"
1186,"198"
1187,"171"
1188,"176"
1189,"182"
1190,"165"
1191,"177"
1192,"174"
1193,"149"
1194,"151"
1195,"176"
1196,"195"
1197,"158"
1198,"168"
1199,"160"
1200,"165"
1201,"168"
1202,"150"
1203,"165"
1204,"163"
1205,"173"
1206,"164"
1207,"168"
1208,"163"
1209,"150"
1210,"176"
1211,"147"
1212,"167"
1213,"122"
1214,"155"
1215,"158"
1216,"152"
1217,"168"
1218,"138"
1219,"163"
1220,"142"
1221,"143"
1222,"169"
1223,"157"
1224,"119"
1225,"133"
1226,"153"
1227,"144"
1228,"161"
1229,"151"
1230,"167"
1231,"143"
1232,"145"
1233,"156"
1234,"131"
1235,"165"
1236,"152"
1237,"125"
1238,"155"
1239,"148"
1240,"155"
1241,"142"
1242,"129"
1243,"153"
1244,"140"
1245,"121"
1246,"145"
1247,"158"
1248,"157"
1249,"141"
1250,"126"
1251,"150"
1252,"123"
1253,"159"
1254,"153"
1255,"137"
1256,"141"
1257,"120"
1258,"142"
1259,"132"
1260,"147"
1261,"141"
1262,"120"
1263,"138"
1264,"125"
1265,"144"
1266,"136"
1267,"134"
1268,"123"
1269,"132"
1270,"147"
1271,"147"
1272,"131"
1273,"130"
1274,"134"
1275,"126"
1276,"139"
1277,"109"
1278,"123"
1279,"127"
1280,"112"
1281,"137"
1282,"125"
1283,"122"
1284,"119"
1285,"112"
1286,"115"
1287,"140"
1288,"137"
1289,"132"
1290,"118"
1291,"118"
1292,"113"
1293,"121"
1294,"121"
1295,"131"
1296,"127"
1297,"124"
1298,"136"
1299,"131"
1300,"122"
1301,"125"
1302,"122"
1303,"131"
1304,"95"
1305,"127"
1306,"132"
1307,"118"
1308,"126"
1309,"114"
1310,"99"
1311,"131"
1312,"121"
1313,"101"
1314,"130"
1315,"107"
1316,"98"
1317,"109"
1318,"120"
1319,"141"
1320,"119"
1321,"128"
1322,"131"
1323,"117"
1324,"82"
1325,"118"
1326,"110"
1327,"112"
1328,"133"
1329,"113"
1330,"110"
1331,"109"
1332,"101"
1333,"98"
1334,"108"
1335,"111"
1336,"102"
1337,"79"
1338,"103"
1339,"102"
1340,"103"
1341,"101"
1342,"121"
1343,"110"
1344,"106"
1345,"116"
1346,"112"
1347,"110"
1348,"111"
1349,"84"
1350,"103"
1351,"106"
1352,"105"
1353,"121"
1354,"94"
1355,"100"
1356,"127"
1357,"101"
1358,"103"
1359,"106"
1360,"117"
1361,"111"
1362,"105"
1363,"101"
1364,"108"
1365,"110"
1366,"103"
1367,"106"
1368,"102"
1369,"107"
1370,"106"
1371,"107"
1372,"113"
1373,"124"
1374,"106"
1375,"108"
1376,"88"
1377,"74"
1378,"104"
1379,"110"
1380,"90"
1381,"99"
1382,"88"
1383,"96"
1384,"101"
1385,"69"
1386,"104"
1387,"115"
1388,"90"
1389,"82"
1390,"103"
1391,"91"
1392,"81"
1393,"80"
1394,"107"
1395,"93"
1396,"70"
1397,"95"
1398,"89"
1399,"79"
1400,"88"
1401,"108"
1402,"89"
1403,"96"
1404,"87"
1405,"81"
1406,"84"
1407,"106"
1408,"103"
1409,"91"
1410,"94"
1411,"86"
1412,"82"
1413,"70"
1414,"91"
1415,"107"
1416,"107"
1417,"79"
1418,"72"
1419,"88"
1420,"82"
1421,"75"
1422,"90"
1423,"91"
1424,"88"
1425,"87"
1426,"81"
1427,"84"
1428,"88"
1429,"84"
1430,"93"
1431,"91"
1432,"81"
1433,"73"
1434,"82"
1435,"86"
1436,"89"
1437,"74"
1438,"64"
1439,"85"
1440,"82"
1441,"75"
1442,"82"
1443,"92"
1444,"64"
1445,"80"
1446,"85"
1447,"87"
1448,"83"
1449,"82"
1450,"76"
1451,"74"
1452,"62"
1453,"69"
1454,"57"
1455,"90"
1456,"63"
1457,"55"
1458,"70"
1459,"84"
1460,"83"
1461,"76"
1462,"84"
1463,"65"
1464,"86"
1465,"75"
1466,"79"
1467,"71"
1468,"70"
1469,"78"
1470,"75"
1471,"71"
1472,"68"
1473,"77"
1474,"66"
1475,"68"
1476,"59"
1477,"60"
1478,"82"
1479,"66"
1480,"59"
1481,"68"
1482,"63"
1483,"61"
1484,"74"
1485,"71"
1486,"55"
1487,"60"
1488,"58"
1489,"54"
1490,"67"
1491,"62"
1492,"69"
1493,"68"
1494,"46"
1495,"55"
1496,"67"
1497,"71"
1498,"60"
1499,"48"
1500,"69"
1501,"66"
1502,"54"
1503,"50"
1504,"60"
1505,"60"
1506,"58"
1507,"60"
1508,"77"
1509,"68"
1510,"48"
1511,"51"
1512,"55"
1513,"51"
1514,"64"
1515,"59"
1516,"67"
1517,"59"
1518,"55"
1519,"49"
1520,"65"
1521,"68"
1522,"56"
1523,"39"
1524,"46"
1525,"40"
1526,"56"
1527,"52"
1528,"46"
1529,"52"
1530,"54"
1531,"54"
1532,"40"
1533,"50"
1534,"46"
1535,"59"
1536,"46"
1537,"57"
1538,"62"
1539,"51"
1540,"49"
1541,"56"
1542,"36"
1543,"35"
1544,"50"
1545,"48"
1546,"46"
1547,"63"
1548,"42"
1549,"45"
1550,"53"
1551,"51"
1552,"50"
1553,"42"
1554,"39"
1555,"41"
1556,"42"
1557,"44"
1558,"37"
1559,"40"
1560,"35"
1561,"46"
1562,"36"
1563,"39"
1564,"38"
1565,"39"
1566,"45"
1567,"45"
1568,"47"
1569,"39"
1570,"40"
1571,"38"
1572,"29"
1573,"42"
1574,"43"
1575,"36"
1576,"31"
1577,"37"
1578,"48"
1579,"37"
1580,"37"
1581,"38"
1582,"37"
1583,"35"
1584,"34"
1585,"33"
1586,"40"
1587,"35"
1588,"40"
1589,"43"
1590,"36"
1591,"35"
1592,"28"
1593,"45"
1594,"43"
1595,"34"
1596,"46"
1597,"36"
1598,"22"
1599,"43"
1600,"31"
1601,"35"
1602,"41"
1603,"34"
1604,"32"
1605,"39"
1606,"30"
1607,"31"
1608,"29"
1609,"28"
1610,"28"
1611,"32"
1612,"27"
1613,"33"
1614,"25"
1615,"26"
1616,"31"
1617,"29"
1618,"16"
1619,"33"
1620,"24"
1621,"26"
1622,"25"
1623,"33"
1624,"26"
1625,"36"
1626,"24"
1627,"33"
1628,"25"
1629,"26"
1630,"16"
1631,"23"
1632,"22"
1633,"25"
1634,"30"
1635,"19"
1636,"18"
1637,"29"
1638,"21"
1639,"25"
1640,"23"
1641,"20"
1642,"23"
1643,"20"
1644,"24"
1645,"16"
1646,"20"
1647,"18"
1648,"22"
1649,"21"
1650,"19"
1651,"22"
1652,"18"
1653,"16"
1654,"22"
1655,"16"
1656,"20"
1657,"17"
1658,"22"
1659,"13"
1660,"14"
1661,"16"
1662,"19"
1663,"18"
1664,"18"
1665,"21"
1666,"14"
1667,"19"
1668,"17"
1669,"22"
1670,"19"
1671,"14"
1672,"13"
1673,"8"
1674,"11"
1675,"10"
1676,"12"
1677,"13"
1678,"10"
1679,"13"
1680,"19"
1681,"13"
1682,"14"
1683,"9"
1684,"12"
1685,"13"
1686,"8"
1687,"10"
1688,"14"
1689,"5"
1690,"11"
1691,"9"
1692,"7"
1693,"17"
1694,"11"
1695,"15"
1696,"15"
1697,"10"
1698,"15"
1699,"5"
1700,"9"
1701,"9"
1702,"11"
1703,"11"
1704,"10"
1705,"9"
1706,"6"
1707,"5"
1708,"9"
1709,"7"
1710,"9"
1711,"6"
1712,"12"
1713,"5"
1714,"6"
1715,"5"
1716,"10"
1717,"6"
1718,"7"
1719,"6"
1720,"8"
1721,"6"
1722,"6"
1723,"6"
1724,"6"
1725,"4"
1726,"8"
1727,"7"
1728,"6"
1729,"5"
1730,"3"
1731,"5"
1732,"4"
1733,"3"
1734,"2"
1735,"2"
1736,"3"
1737,"4"
1738,"2"
1739,"4"
1740,"3"
1741,"2"
1742,"2"
1743,"5"
1744,"3"
1745,"4"
1746,"1"
1747,"3"
1748,"4"
1749,"6"
1750,"2"
1751,"2"
1752,"1"
1753,"1"
1754,"4"
1755,"5"
1756,"1"
1757,"3"
1758,"4"
1759,"1"
1760,"0"
1761,"2"
1762,"1"
1763,"1"
1764,"1"
1765,"3"
1766,"2"
1767,"6"
1768,"2"
1769,"4"
1770,"3"
1771,"0"
1772,"5"
1773,"3"
1774,"2"
1775,"1"
1776,"1"
1777,"1"
1778,"2"
1779,"2"
1780,"3"
1781,"1"
1782,"1"
1783,"5"
1784,"1"
1785,"4"
1786,"2"
1787,"0"
1788,"3"
1789,"5"
1790,"1"
1791,"1"
1792,"2"
1793,"0"
1794,"3"
1795,"1"
1796,"2"
1797,"2"
1798,"1"
1799,"1"
1800,"1"
1801,"1"
1802,"0"
1803,"1"
1804,"0"
1805,"0"
1806,"2"
1807,"0"
1808,"5"
1809,"1"
1810,"1"
1811,"3"
1812,"2"
1813,"2"
1814,"4"
1815,"3"
1816,"2"
1817,"0"
1818,"1"
1819,"0"
1820,"2"
1821,"0"
1822,"1"
1823,"3"
1824,"1"
1825,"2"
1826,"1"
1827,"0"
1828,"1"
1829,"1"
1830,"1"
1831,"1"
1832,"2"
1833,"0"
1834,"1"
1835,"1"
1836,"0"
1837,"0"
1838,"0"
1839,"0"
1840,"0"
1841,"0"
1842,"0"
1843,"1"
1844,"0"
1845,"1"
1846,"3"
1847,"0"
1848,"1"
1849,"0"
1850,"0"
1851,"0"
1852,"0"
1853,"1"
1854,"4"
1855,"0"
1856,"0"
1857,"1"
1858,"6"
1859,"1"
1860,"0"
1861,"0"
1862,"0"
1863,"0"
1864,"2"
1865,"0"
1866,"1"
1867,"1"
1868,"1"
1869,"0"
1870,"0"
1871,"1"
1872,"0"
1873,"0"
1874,"0"
1875,"0"
1876,"0"
1877,"0"
1878,"0"
1879,"0"
1880,"0"
1881,"0"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"1"
1888,"0"
1889,"0"
1890,"0"
1891,"0"
1892,"1"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"1"
1904,"0"
1905,"2"
1906,"0"
1907,"1"
1908,"1"
1909,"1"
1910,"1"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"1"
1916,"0"
1917,"0"
1918,"0"
1919,"1"
1920,"1"
1921,"1"
1922,"0"
1923,"0"
1924,"0"
1925,"1"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"1"
1942,"0"
1943,"0"
1944,"0"
1945,"1"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"1"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"1"
1973,"0"
1974,"0"
1975,"0"
1976,"1"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"1"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"1"
2046,"0"
2047,"0"


