Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 0phi 3"
Duration Time,60.001
Ambient Temperature,"99.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"801077"
Raw Accumulated Counts,"832339"
Valid Count Last Packet,"12546"
Raw Count Last Packet,"13049"
Live Time,58.070011
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7943
Number of Channels,2048
Vacuum,512
Channel#,Intensity
0,"1754"
1,"1463"
2,"955"
3,"516"
4,"221"
5,"69"
6,"17"
7,"4"
8,"4"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"7"
22,"26"
23,"99"
24,"166"
25,"178"
26,"223"
27,"179"
28,"198"
29,"199"
30,"186"
31,"171"
32,"173"
33,"193"
34,"157"
35,"163"
36,"171"
37,"161"
38,"180"
39,"175"
40,"178"
41,"170"
42,"170"
43,"148"
44,"176"
45,"156"
46,"171"
47,"166"
48,"164"
49,"179"
50,"176"
51,"156"
52,"147"
53,"161"
54,"158"
55,"161"
56,"165"
57,"166"
58,"136"
59,"177"
60,"170"
61,"169"
62,"154"
63,"131"
64,"162"
65,"136"
66,"154"
67,"153"
68,"146"
69,"129"
70,"180"
71,"195"
72,"218"
73,"202"
74,"235"
75,"232"
76,"224"
77,"195"
78,"167"
79,"175"
80,"223"
81,"326"
82,"528"
83,"777"
84,"1138"
85,"1512"
86,"1576"
87,"1552"
88,"1242"
89,"935"
90,"608"
91,"404"
92,"270"
93,"228"
94,"173"
95,"137"
96,"155"
97,"153"
98,"143"
99,"144"
100,"127"
101,"149"
102,"136"
103,"146"
104,"128"
105,"113"
106,"114"
107,"118"
108,"149"
109,"151"
110,"165"
111,"169"
112,"202"
113,"229"
114,"243"
115,"222"
116,"219"
117,"232"
118,"183"
119,"202"
120,"191"
121,"185"
122,"173"
123,"192"
124,"198"
125,"246"
126,"292"
127,"353"
128,"499"
129,"696"
130,"1044"
131,"1357"
132,"1751"
133,"1906"
134,"1947"
135,"1864"
136,"1596"
137,"1434"
138,"1295"
139,"1366"
140,"1346"
141,"1418"
142,"1488"
143,"1520"
144,"1563"
145,"1770"
146,"1717"
147,"1723"
148,"1588"
149,"1264"
150,"934"
151,"688"
152,"469"
153,"378"
154,"293"
155,"313"
156,"308"
157,"341"
158,"418"
159,"470"
160,"632"
161,"856"
162,"968"
163,"1287"
164,"1392"
165,"1325"
166,"1197"
167,"940"
168,"710"
169,"496"
170,"340"
171,"258"
172,"216"
173,"221"
174,"265"
175,"272"
176,"334"
177,"419"
178,"498"
179,"563"
180,"744"
181,"851"
182,"935"
183,"991"
184,"950"
185,"824"
186,"589"
187,"488"
188,"338"
189,"274"
190,"225"
191,"194"
192,"208"
193,"222"
194,"235"
195,"256"
196,"275"
197,"291"
198,"338"
199,"317"
200,"293"
201,"276"
202,"263"
203,"286"
204,"262"
205,"200"
206,"226"
207,"218"
208,"237"
209,"233"
210,"222"
211,"229"
212,"259"
213,"249"
214,"235"
215,"267"
216,"259"
217,"338"
218,"390"
219,"507"
220,"596"
221,"697"
222,"914"
223,"967"
224,"1020"
225,"981"
226,"895"
227,"687"
228,"574"
229,"448"
230,"412"
231,"399"
232,"370"
233,"346"
234,"338"
235,"369"
236,"323"
237,"327"
238,"404"
239,"384"
240,"404"
241,"408"
242,"449"
243,"444"
244,"447"
245,"453"
246,"460"
247,"403"
248,"375"
249,"369"
250,"342"
251,"372"
252,"320"
253,"321"
254,"348"
255,"356"
256,"341"
257,"294"
258,"346"
259,"339"
260,"366"
261,"353"
262,"345"
263,"321"
264,"343"
265,"351"
266,"350"
267,"381"
268,"376"
269,"390"
270,"374"
271,"382"
272,"391"
273,"361"
274,"381"
275,"384"
276,"424"
277,"392"
278,"433"
279,"371"
280,"396"
