Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 4phi 1"
Duration Time,60.842
Ambient Temperature,"99.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1213647"
Raw Accumulated Counts,"1280075"
Valid Count Last Packet,"18822"
Raw Count Last Packet,"19769"
Live Time,57.872990
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7914
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1710"
1,"1415"
2,"946"
3,"513"
4,"241"
5,"76"
6,"20"
7,"1"
8,"3"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"0"
21,"7"
22,"33"
23,"93"
24,"199"
25,"203"
26,"217"
27,"202"
28,"192"
29,"207"
30,"193"
31,"210"
32,"196"
33,"204"
34,"188"
35,"164"
36,"167"
37,"173"
38,"167"
39,"166"
40,"178"
41,"150"
42,"171"
43,"173"
44,"178"
45,"177"
46,"209"
47,"197"
48,"211"
49,"173"
50,"201"
51,"160"
52,"155"
53,"165"
54,"177"
55,"176"
56,"161"
57,"176"
58,"150"
59,"179"
60,"153"
61,"178"
62,"180"
63,"158"
64,"161"
65,"147"
66,"149"
67,"154"
68,"140"
69,"173"
70,"175"
71,"235"
72,"289"
73,"305"
74,"342"
75,"293"
76,"297"
77,"252"
78,"238"
79,"239"
80,"235"
81,"332"
82,"438"
83,"647"
84,"913"
85,"1203"
86,"1340"
87,"1259"
88,"1025"
89,"793"
90,"549"
91,"369"
92,"295"
93,"215"
94,"197"
95,"192"
96,"189"
97,"168"
98,"148"
99,"178"
100,"172"
101,"153"
102,"159"
103,"145"
104,"158"
105,"138"
106,"151"
107,"148"
108,"145"
109,"161"
110,"153"
111,"231"
112,"238"
113,"256"
114,"267"
115,"266"
116,"266"
117,"233"
118,"251"
119,"226"
120,"198"
121,"233"
122,"229"
123,"227"
124,"270"
125,"285"
126,"361"
127,"407"
128,"545"
129,"725"
130,"1014"
131,"1402"
132,"1767"
133,"1969"
134,"2029"
135,"1926"
136,"1714"
137,"1484"
138,"1396"
139,"1386"
140,"1430"
141,"1421"
142,"1418"
143,"1569"
144,"1710"
145,"1726"
146,"1820"
147,"1820"
148,"1532"
149,"1312"
150,"978"
151,"715"
152,"520"
153,"402"
154,"360"
155,"395"
156,"429"
157,"503"
158,"690"
159,"990"
160,"1480"
161,"2150"
162,"2864"
163,"3691"
164,"3994"
165,"4028"
166,"3494"
