Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 3phi 1"
413,"558"
414,"609"
415,"508"
416,"524"
417,"520"
418,"544"
419,"548"
420,"517"
421,"557"
422,"565"
423,"541"
424,"546"
425,"585"
426,"619"
427,"632"
428,"622"
429,"624"
430,"607"
431,"605"
432,"631"
433,"627"
434,"578"
435,"577"
436,"589"
437,"565"
438,"619"
439,"562"
440,"578"
441,"575"
442,"566"
443,"548"
444,"554"
445,"575"
446,"569"
447,"625"
448,"548"
449,"505"
450,"555"
451,"497"
452,"552"
453,"551"
454,"551"
455,"526"
456,"586"
457,"617"
458,"607"
459,"553"
460,"584"
461,"581"
462,"602"
463,"564"
464,"558"
465,"544"
466,"643"
467,"568"
468,"543"
469,"566"
470,"574"
471,"531"
472,"543"
473,"566"
474,"573"
475,"565"
476,"606"
477,"515"
478,"514"
479,"558"
480,"562"
481,"521"
482,"537"
483,"569"
484,"542"
485,"558"
486,"583"
487,"537"
488,"537"
489,"574"
490,"571"
491,"580"
492,"573"
493,"612"
494,"575"
495,"555"
496,"556"
497,"508"
498,"537"
499,"583"
500,"519"
501,"533"
502,"530"
503,"550"
504,"539"
505,"598"
506,"573"
507,"529"
508,"533"
509,"532"
510,"511"
511,"520"
512,"569"
513,"528"
514,"547"
515,"540"
516,"581"
517,"591"
518,"587"
519,"583"
520,"537"
521,"546"
522,"544"
523,"530"
524,"609"
525,"532"
526,"553"
527,"533"
528,"580"
529,"531"
530,"537"
531,"575"
532,"533"
533,"565"
534,"530"
535,"533"
536,"526"
537,"528"
538,"478"
539,"560"
540,"549"
541,"514"
542,"531"
543,"544"
544,"556"
545,"534"
546,"547"
547,"533"
548,"524"
549,"582"
550,"550"
551,"533"
552,"546"
553,"585"
554,"514"
555,"550"
556,"536"
557,"520"
558,"586"
559,"518"
560,"497"
561,"499"
562,"551"
563,"534"
564,"523"
565,"543"
566,"533"
567,"575"
568,"577"
569,"556"
570,"534"
571,"499"
572,"566"
573,"525"
574,"539"
575,"537"
576,"538"
577,"528"
578,"526"
579,"538"
580,"513"
581,"529"
582,"523"
583,"529"
584,"518"
585,"573"
586,"560"
587,"562"
588,"513"
589,"551"
590,"567"
591,"545"
592,"577"
593,"568"
594,"508"
595,"512"
596,"551"
597,"553"
598,"539"
599,"522"
600,"541"
601,"482"
602,"483"
603,"522"
604,"484"
605,"491"
606,"503"
607,"557"
608,"547"
609,"490"
610,"543"
611,"549"
612,"561"
613,"535"
614,"521"
615,"513"
616,"495"
617,"539"
618,"532"
619,"515"
620,"521"
621,"517"
622,"511"
623,"546"
624,"570"
625,"566"
626,"544"
627,"556"
628,"542"
629,"552"
630,"560"
631,"528"
632,"512"
633,"516"
634,"570"
635,"562"
636,"518"
637,"557"
638,"520"
639,"537"
640,"517"
641,"554"
642,"538"
643,"538"
644,"542"
645,"527"
646,"526"
647,"546"
648,"517"
649,"524"
650,"536"
651,"525"
652,"567"
653,"497"
654,"583"
655,"586"
656,"596"
657,"614"
658,"641"
659,"671"
660,"676"
661,"776"
662,"831"
663,"862"
664,"861"
665,"791"
666,"821"
667,"728"
668,"797"
669,"664"
670,"656"
671,"602"
672,"580"
673,"558"
674,"522"
675,"538"
676,"525"
677,"550"
678,"527"
679,"520"
680,"544"
681,"523"
682,"478"
683,"511"
684,"500"
685,"517"
686,"496"
687,"525"
688,"561"
689,"582"
690,"533"
691,"583"
692,"582"
693,"627"
694,"661"
695,"654"
696,"785"
697,"797"
698,"882"
699,"1053"
700,"1084"
701,"1089"
702,"1071"
703,"1098"
704,"1058"
705,"951"
706,"924"
707,"832"
708,"793"
709,"720"
710,"642"
711,"541"
712,"572"
713,"536"
714,"560"
715,"567"
716,"483"
717,"495"
718,"501"
719,"497"
720,"495"
721,"476"
722,"494"
723,"514"
724,"486"
725,"532"
726,"517"
727,"455"
728,"468"
729,"442"
730,"479"
731,"524"
732,"465"
733,"504"
734,"471"
735,"496"
736,"508"
737,"495"
738,"520"
739,"557"
740,"574"
741,"540"
742,"533"
743,"521"
744,"551"
745,"536"
746,"489"
747,"491"
748,"515"
749,"495"
750,"504"
751,"447"
752,"477"
753,"450"
754,"453"
755,"444"
756,"440"
757,"510"
758,"457"
759,"452"
760,"466"
761,"441"
762,"474"
763,"449"
764,"468"
765,"449"
766,"465"
767,"433"
768,"475"
769,"448"
770,"455"
771,"486"
772,"505"
773,"506"
774,"553"
775,"556"
776,"610"
777,"630"
778,"683"
779,"723"
780,"724"
781,"764"
782,"780"
783,"738"
784,"746"
785,"737"
786,"704"
787,"725"
788,"651"
789,"585"
790,"588"
791,"517"
792,"528"
793,"464"
794,"468"
795,"460"
796,"416"
797,"461"
798,"459"
799,"452"
800,"456"
801,"460"
802,"481"
803,"463"
804,"467"
805,"424"
806,"452"
807,"419"
808,"432"
809,"466"
810,"427"
811,"411"
812,"412"
813,"409"
814,"426"
815,"465"
816,"433"
817,"454"
818,"426"
819,"412"
820,"451"
821,"397"
822,"456"
823,"438"
824,"451"
825,"455"
826,"422"
827,"440"
828,"440"
829,"417"
830,"435"
831,"420"
832,"449"
833,"417"
834,"402"
835,"439"
836,"404"
837,"439"
838,"439"
839,"397"
840,"436"
841,"404"
842,"435"
843,"436"
844,"409"
845,"426"
846,"433"
847,"453"
848,"396"
849,"412"
850,"404"
851,"415"
852,"468"
853,"431"
854,"407"
855,"432"
856,"395"
857,"422"
858,"459"
859,"445"
860,"417"
861,"440"
862,"418"
863,"416"
864,"409"
865,"436"
866,"415"
867,"434"
868,"428"
869,"446"
870,"434"
871,"462"
872,"496"
873,"461"
874,"474"
875,"478"
876,"477"
877,"526"
878,"464"
879,"455"
880,"525"
881,"508"
882,"518"
883,"470"
884,"506"
885,"504"
886,"474"
887,"482"
888,"465"
889,"441"
890,"483"
891,"467"
892,"501"
893,"479"
894,"510"
895,"487"
896,"446"
897,"513"
898,"519"
899,"560"
900,"498"
901,"498"
902,"492"
903,"572"
904,"524"
905,"556"
906,"582"
907,"591"
908,"595"
909,"572"
910,"595"
911,"678"
912,"649"
913,"682"
914,"656"
915,"712"
916,"739"
917,"764"
918,"766"
919,"799"
920,"862"
921,"911"
922,"949"
923,"1019"
924,"1002"
925,"1031"
926,"1121"
927,"1111"
928,"1147"
929,"1203"
930,"1226"
931,"1279"
932,"1267"
933,"1339"
934,"1390"
935,"1345"
936,"1418"
937,"1425"
938,"1509"
939,"1412"
940,"1461"
941,"1407"
942,"1378"
943,"1449"
944,"1375"
945,"1410"
946,"1369"
947,"1352"
948,"1259"
949,"1251"
950,"1218"
951,"1223"
952,"1136"
953,"1082"
954,"1054"
955,"1006"
956,"908"
957,"979"
958,"862"
959,"837"
960,"800"
961,"799"
962,"732"
963,"682"
964,"681"
965,"710"
966,"625"
967,"619"
968,"614"
969,"589"
970,"511"
971,"525"
972,"569"
973,"550"
974,"556"
975,"519"
976,"538"
977,"469"
978,"417"
979,"451"
980,"437"
981,"450"
982,"436"
983,"463"
984,"443"
985,"454"
986,"444"
987,"447"
988,"496"
989,"488"
990,"539"
991,"554"
992,"628"
993,"653"
994,"683"
995,"754"
996,"801"
997,"847"
998,"877"
999,"908"
1000,"885"
1001,"996"
1002,"981"
1003,"965"
1004,"918"
1005,"919"
1006,"845"
1007,"731"
1008,"664"
1009,"653"
1010,"569"
1011,"515"
1012,"434"
1013,"425"
1014,"389"
1015,"356"
1016,"381"
1017,"391"
1018,"337"
1019,"342"
1020,"368"
1021,"356"
1022,"385"
1023,"359"
1024,"372"
1025,"362"
1026,"376"
1027,"391"
1028,"397"
1029,"399"
1030,"361"
1031,"389"
1032,"411"
1033,"406"
1034,"440"
1035,"417"
1036,"431"
1037,"492"
1038,"519"
1039,"516"
1040,"526"
1041,"577"
1042,"609"
1043,"623"
1044,"592"
1045,"623"
1046,"661"
1047,"650"
1048,"662"
1049,"640"
1050,"646"
1051,"655"
1052,"629"
1053,"618"
1054,"638"
1055,"595"
1056,"593"
1057,"546"
1058,"517"
1059,"482"
1060,"455"
1061,"492"
1062,"441"
1063,"433"
1064,"437"
1065,"404"
1066,"426"
1067,"393"
1068,"360"
1069,"370"
1070,"388"
1071,"347"
1072,"369"
1073,"351"
1074,"336"
1075,"341"
1076,"334"
1077,"309"
1078,"304"
1079,"307"
1080,"337"
1081,"315"
1082,"307"
1083,"288"
1084,"297"
1085,"272"
1086,"303"
1087,"295"
1088,"276"
1089,"307"
1090,"296"
1091,"278"
1092,"261"
1093,"266"
1094,"286"
1095,"281"
1096,"260"
1097,"279"
1098,"277"
1099,"264"
1100,"300"
1101,"245"
1102,"265"
1103,"275"
1104,"231"
1105,"267"
1106,"263"
1107,"253"
1108,"255"
1109,"230"
1110,"211"
1111,"250"
1112,"227"
1113,"225"
1114,"207"
1115,"234"
1116,"266"
1117,"258"
1118,"253"
1119,"254"
1120,"286"
1121,"280"
1122,"284"
1123,"317"
1124,"327"
1125,"292"
1126,"298"
1127,"338"
1128,"317"
1129,"334"
1130,"299"
1131,"316"
1132,"297"
1133,"264"
1134,"268"
1135,"265"
1136,"272"
1137,"225"
1138,"239"
1139,"219"
1140,"219"
1141,"239"
1142,"210"
1143,"248"
1144,"196"
1145,"221"
1146,"249"
1147,"232"
1148,"254"
1149,"229"
1150,"213"
1151,"232"
1152,"232"
1153,"234"
1154,"222"
1155,"209"
1156,"212"
1157,"228"
1158,"207"
1159,"203"
1160,"215"
1161,"228"
1162,"203"
1163,"201"
1164,"229"
1165,"192"
1166,"220"
1167,"218"
1168,"211"
1169,"226"
1170,"217"
1171,"191"
1172,"210"
1173,"206"
1174,"223"
1175,"214"
1176,"225"
1177,"221"
1178,"210"
1179,"239"
1180,"234"
1181,"227"
1182,"209"
1183,"225"
1184,"211"
1185,"247"
1186,"192"
1187,"206"
1188,"184"
1189,"219"
1190,"185"
1191,"224"
1192,"201"
1193,"214"
1194,"213"
1195,"182"
1196,"215"
1197,"182"
1198,"193"
1199,"199"
1200,"211"
1201,"204"
1202,"195"
1203,"185"
1204,"202"
1205,"204"
1206,"196"
1207,"172"
1208,"206"
1209,"181"
1210,"187"
1211,"201"
1212,"200"
1213,"172"
1214,"158"
1215,"203"
1216,"202"
1217,"191"
1218,"181"
1219,"169"
1220,"157"
1221,"177"
1222,"159"
1223,"186"
1224,"193"
1225,"182"
1226,"195"
1227,"172"
1228,"157"
1229,"161"
1230,"186"
1231,"184"
1232,"172"
1233,"174"
1234,"166"
1235,"181"
1236,"197"
1237,"172"
1238,"173"
1239,"187"
1240,"175"
1241,"164"
1242,"186"
1243,"163"
1244,"187"
1245,"169"
1246,"179"
1247,"179"
1248,"188"
1249,"161"
1250,"179"
1251,"174"
1252,"177"
1253,"182"
1254,"180"
1255,"174"
1256,"160"
1257,"181"
1258,"161"
1259,"156"
1260,"144"
1261,"150"
1262,"192"
1263,"149"
1264,"166"
1265,"176"
1266,"150"
1267,"173"
1268,"162"
1269,"155"
1270,"183"
1271,"137"
1272,"169"
1273,"149"
1274,"157"
1275,"153"
1276,"166"
1277,"174"
1278,"179"
1279,"157"
1280,"149"
1281,"172"
1282,"171"
1283,"162"
1284,"155"
1285,"167"
1286,"152"
1287,"146"
1288,"160"
1289,"149"
1290,"162"
1291,"167"
1292,"135"
1293,"172"
1294,"132"
1295,"166"
1296,"136"
1297,"173"
1298,"155"
1299,"147"
1300,"159"
1301,"139"
1302,"189"
1303,"130"
1304,"163"
1305,"116"
1306,"137"
1307,"141"
1308,"131"
1309,"152"
1310,"148"
1311,"141"
1312,"126"
1313,"139"
1314,"141"
1315,"134"
1316,"141"
1317,"144"
1318,"145"
1319,"139"
1320,"155"
1321,"137"
1322,"130"
1323,"132"
1324,"133"
1325,"119"
1326,"132"
1327,"147"
1328,"138"
1329,"121"
1330,"151"
1331,"143"
1332,"138"
1333,"129"
1334,"128"
1335,"118"
1336,"127"
1337,"127"
1338,"144"
1339,"120"
1340,"138"
1341,"147"
1342,"112"
1343,"131"
1344,"122"
1345,"130"
1346,"124"
1347,"124"
1348,"121"
1349,"129"
1350,"117"
1351,"119"
1352,"123"
1353,"129"
1354,"155"
1355,"131"
1356,"119"
1357,"114"
1358,"126"
1359,"137"
1360,"120"
1361,"124"
1362,"121"
1363,"107"
1364,"120"
1365,"118"
1366,"140"
1367,"120"
1368,"128"
1369,"133"
1370,"124"
1371,"110"
1372,"109"
1373,"96"
1374,"123"
1375,"125"
1376,"106"
1377,"125"
1378,"129"
1379,"111"
1380,"118"
1381,"119"
1382,"119"
1383,"106"
1384,"94"
1385,"93"
1386,"112"
1387,"112"
1388,"109"
1389,"124"
1390,"106"
1391,"137"
1392,"106"
1393,"107"
1394,"90"
1395,"131"
1396,"96"
1397,"99"
1398,"108"
1399,"113"
1400,"99"
1401,"114"
1402,"107"
1403,"102"
1404,"137"
1405,"105"
1406,"94"
1407,"97"
1408,"74"
1409,"95"
1410,"104"
1411,"105"
1412,"102"
1413,"107"
1414,"107"
1415,"111"
1416,"108"
1417,"93"
1418,"92"
1419,"125"
1420,"111"
1421,"96"
1422,"104"
1423,"99"
1424,"101"
1425,"92"
1426,"96"
1427,"97"
1428,"81"
1429,"99"
1430,"97"
1431,"106"
1432,"76"
1433,"102"
1434,"101"
1435,"91"
1436,"104"
1437,"76"
1438,"89"
1439,"79"
1440,"84"
1441,"79"
1442,"93"
1443,"95"
1444,"84"
1445,"87"
1446,"84"
1447,"82"
1448,"103"
1449,"84"
1450,"89"
1451,"85"
1452,"95"
1453,"87"
1454,"93"
1455,"105"
1456,"97"
1457,"85"
1458,"85"
1459,"89"
1460,"82"
1461,"91"
1462,"63"
1463,"95"
1464,"78"
1465,"89"
1466,"82"
1467,"80"
1468,"78"
1469,"66"
1470,"81"
1471,"74"
1472,"78"
1473,"93"
1474,"75"
1475,"64"
1476,"90"
1477,"79"
1478,"71"
1479,"84"
1480,"82"
1481,"76"
1482,"76"
1483,"82"
1484,"72"
1485,"84"
1486,"83"
1487,"78"
1488,"79"
1489,"70"
1490,"69"
1491,"78"
1492,"73"
1493,"61"
1494,"82"
1495,"78"
1496,"76"
1497,"72"
1498,"68"
1499,"76"
1500,"73"
1501,"68"
1502,"61"
1503,"61"
1504,"66"
1505,"72"
1506,"69"
1507,"66"
1508,"62"
1509,"72"
1510,"76"
1511,"64"
1512,"57"
1513,"60"
1514,"72"
1515,"69"
1516,"72"
1517,"64"
1518,"77"
1519,"69"
1520,"73"
1521,"53"
1522,"61"
1523,"69"
1524,"76"
1525,"48"
1526,"65"
1527,"71"
1528,"74"
1529,"58"
1530,"59"
1531,"58"
1532,"62"
1533,"49"
1534,"64"
1535,"53"
1536,"58"
1537,"61"
1538,"62"
1539,"41"
1540,"49"
1541,"55"
1542,"52"
1543,"56"
1544,"46"
1545,"59"
1546,"50"
1547,"47"
1548,"41"
1549,"59"
1550,"59"
1551,"50"
1552,"57"
1553,"51"
1554,"53"
1555,"42"
1556,"58"
1557,"57"
1558,"47"
1559,"46"
1560,"60"
1561,"36"
1562,"45"
1563,"50"
1564,"43"
1565,"49"
1566,"47"
1567,"64"
1568,"42"
1569,"38"
1570,"42"
1571,"59"
1572,"58"
1573,"48"
1574,"43"
1575,"51"
1576,"47"
1577,"53"
1578,"48"
1579,"48"
1580,"56"
1581,"51"
1582,"50"
1583,"55"
1584,"43"
1585,"54"
1586,"48"
1587,"52"
1588,"40"
1589,"37"
1590,"45"
1591,"53"
1592,"52"
1593,"49"
1594,"37"
1595,"46"
1596,"38"
1597,"43"
1598,"33"
1599,"43"
1600,"35"
1601,"38"
1602,"43"
1603,"33"
1604,"43"
1605,"60"
1606,"36"
1607,"41"
1608,"35"
1609,"35"
1610,"43"
1611,"27"
1612,"39"
1613,"35"
1614,"38"
1615,"33"
1616,"39"
1617,"47"
1618,"39"
1619,"41"
1620,"32"
1621,"36"
1622,"28"
1623,"45"
1624,"40"
1625,"29"
1626,"39"
1627,"28"
1628,"23"
1629,"34"
1630,"22"
1631,"34"
1632,"37"
1633,"29"
1634,"32"
1635,"39"
1636,"29"
1637,"28"
1638,"25"
1639,"23"
1640,"35"
1641,"34"
1642,"31"
1643,"29"
1644,"23"
1645,"30"
1646,"28"
1647,"18"
1648,"25"
1649,"24"
1650,"27"
1651,"36"
1652,"25"
1653,"38"
1654,"28"
1655,"22"
1656,"22"
1657,"29"
1658,"20"
1659,"24"
1660,"14"
1661,"15"
1662,"19"
1663,"16"
1664,"21"
1665,"17"
1666,"31"
1667,"21"
1668,"9"
1669,"21"
1670,"21"
1671,"13"
1672,"23"
1673,"20"
1674,"24"
1675,"30"
1676,"17"
1677,"24"
1678,"12"
1679,"14"
1680,"18"
1681,"15"
1682,"18"
1683,"22"
1684,"15"
1685,"16"
1686,"12"
1687,"16"
1688,"12"
1689,"20"
1690,"9"
1691,"12"
1692,"20"
1693,"19"
1694,"13"
1695,"14"
1696,"15"
1697,"9"
1698,"14"
1699,"9"
1700,"15"
1701,"8"
1702,"10"
1703,"12"
1704,"17"
1705,"10"
1706,"13"
1707,"9"
1708,"8"
1709,"7"
1710,"9"
1711,"13"
1712,"8"
1713,"7"
1714,"6"
1715,"13"
1716,"9"
1717,"9"
1718,"2"
1719,"8"
1720,"11"
1721,"4"
1722,"7"
1723,"11"
1724,"6"
1725,"5"
1726,"7"
1727,"5"
1728,"11"
1729,"8"
1730,"8"
1731,"7"
1732,"8"
1733,"9"
1734,"8"
1735,"6"
1736,"2"
1737,"13"
1738,"7"
1739,"5"
1740,"3"
1741,"4"
1742,"10"
1743,"2"
1744,"2"
1745,"7"
1746,"3"
1747,"3"
1748,"4"
1749,"3"
1750,"6"
1751,"2"
1752,"4"
1753,"6"
1754,"3"
1755,"3"
1756,"5"
1757,"3"
1758,"8"
1759,"4"
1760,"5"
1761,"2"
1762,"5"
1763,"4"
1764,"5"
1765,"1"
1766,"2"
1767,"7"
1768,"2"
1769,"4"
1770,"1"
1771,"3"
1772,"2"
1773,"0"
1774,"4"
1775,"1"
1776,"0"
1777,"2"
1778,"1"
1779,"2"
1780,"3"
1781,"2"
1782,"4"
1783,"2"
1784,"3"
1785,"2"
1786,"3"
1787,"3"
1788,"1"
1789,"3"
1790,"2"
1791,"2"
1792,"1"
1793,"2"
1794,"4"
1795,"1"
1796,"0"
1797,"5"
1798,"5"
1799,"4"
1800,"2"
1801,"6"
1802,"2"
1803,"3"
1804,"1"
1805,"3"
1806,"1"
1807,"2"
1808,"0"
1809,"1"
1810,"1"
1811,"0"
1812,"2"
1813,"3"
1814,"2"
1815,"0"
1816,"2"
1817,"1"
1818,"1"
1819,"1"
1820,"1"
1821,"2"
1822,"0"
1823,"1"
1824,"1"
1825,"2"
1826,"1"
1827,"0"
1828,"1"
1829,"0"
1830,"0"
1831,"1"
1832,"3"
1833,"1"
1834,"1"
1835,"0"
1836,"2"
1837,"1"
1838,"0"
1839,"2"
1840,"1"
1841,"1"
1842,"1"
1843,"1"
1844,"3"
1845,"0"
1846,"1"
1847,"2"
1848,"0"
1849,"3"
1850,"0"
1851,"0"
1852,"1"
1853,"0"
1854,"0"
1855,"1"
1856,"2"
1857,"1"
1858,"1"
1859,"0"
1860,"0"
1861,"1"
1862,"0"
1863,"0"
1864,"1"
1865,"1"
1866,"1"
1867,"0"
1868,"0"
1869,"0"
1870,"3"
1871,"0"
1872,"2"
1873,"0"
1874,"2"
1875,"2"
1876,"0"
1877,"0"
1878,"0"
1879,"1"
1880,"0"
1881,"0"
1882,"1"
1883,"0"
1884,"1"
1885,"1"
1886,"0"
1887,"0"
1888,"1"
1889,"2"
1890,"0"
1891,"1"
1892,"0"
1893,"0"
1894,"2"
1895,"2"
1896,"1"
1897,"0"
1898,"0"
1899,"2"
1900,"1"
1901,"1"
1902,"1"
1903,"0"
1904,"2"
1905,"1"
1906,"0"
1907,"0"
1908,"1"
1909,"0"
1910,"1"
1911,"2"
1912,"2"
1913,"1"
1914,"0"
1915,"0"
1916,"3"
1917,"1"
1918,"0"
1919,"0"
1920,"0"
1921,"2"
1922,"0"
1923,"1"
1924,"0"
1925,"0"
1926,"0"
1927,"1"
1928,"0"
1929,"0"
1930,"0"
1931,"1"
1932,"0"
1933,"1"
1934,"1"
1935,"0"
1936,"0"
1937,"1"
1938,"1"
1939,"2"
1940,"1"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"1"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"1"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"1"
1969,"1"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"1"
1993,"0"
1994,"1"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"1"
2001,"0"
2002,"0"
2003,"0"
2004,"1"
2005,"0"
2006,"0"
2007,"1"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"1"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"1"
2037,"1"
2038,"0"
2039,"1"
2040,"0"
2041,"1"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


