Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 4phi 3"
Duration Time,60.777
Ambient Temperature,"100.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1284575"
Raw Accumulated Counts,"1358378"
Valid Count Last Packet,"19566"
Raw Count Last Packet,"20801"
Live Time,57.602009
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7892
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"1738"
1,"1484"
2,"943"
3,"460"
4,"203"
5,"83"
6,"19"
7,"7"
8,"1"
9,"1"
10,"1"
11,"0"
12,"0"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"29"
23,"123"
24,"232"
25,"224"
26,"223"
27,"204"
28,"202"
29,"215"
30,"196"
31,"191"
32,"194"
33,"193"
34,"196"
35,"172"
36,"194"
37,"215"
38,"205"
39,"184"
40,"156"
41,"183"
42,"189"
43,"213"
44,"177"
45,"206"
46,"191"
47,"200"
48,"171"
49,"187"
50,"180"
51,"164"
52,"180"
53,"189"
54,"189"
55,"158"
56,"189"
57,"171"
58,"204"
59,"195"
60,"181"
61,"184"
62,"182"
63,"155"
64,"165"
65,"165"
66,"160"
67,"154"
68,"164"
69,"198"
70,"214"
71,"253"
72,"316"
73,"339"
74,"380"
75,"332"
76,"326"
77,"279"
78,"215"
79,"247"
80,"277"
81,"344"
82,"521"
83,"790"
84,"1161"
85,"1431"
86,"1557"
87,"1495"
88,"1341"
89,"966"
90,"662"
91,"444"
92,"286"
93,"235"
94,"197"
95,"166"
96,"169"
97,"172"
98,"184"
99,"157"
100,"167"
101,"182"
102,"152"
103,"147"
104,"176"
105,"146"
106,"154"
107,"151"
108,"144"
109,"174"
110,"182"
111,"197"
112,"227"
113,"237"
114,"237"
115,"263"
116,"243"
117,"255"
118,"240"
119,"251"
120,"238"
121,"229"
122,"211"
123,"228"
124,"251"
125,"277"
126,"319"
127,"399"
128,"524"
129,"765"
130,"1101"
131,"1420"
132,"1741"
133,"1878"
134,"2012"
135,"1893"
136,"1680"
137,"1542"
138,"1449"
139,"1470"
140,"1407"
141,"1437"
142,"1507"
143,"1567"
144,"1655"
145,"1719"
146,"1696"
147,"1729"
148,"1500"
149,"1327"
150,"984"
151,"714"
152,"547"
153,"417"
154,"361"
155,"342"
156,"402"
157,"495"
158,"707"
159,"945"
160,"1581"
161,"2157"
162,"3076"
163,"3660"
164,"4127"
165,"4036"
166,"3570"
167,"2850"
168,"1953"
169,"1264"
170,"780"
171,"518"
172,"407"
173,"371"
174,"406"
175,"576"
176,"719"
177,"929"
178,"1153"
179,"1306"
180,"1494"
181,"1737"
182,"1829"
183,"1757"
184,"1731"
185,"1579"
186,"1152"
187,"868"
188,"567"
189,"405"
190,"317"
191,"281"
192,"265"
193,"265"
194,"307"
195,"362"
196,"361"
197,"449"
198,"443"
199,"495"
200,"464"
201,"444"
202,"401"
203,"346"
204,"335"
205,"304"
206,"301"
207,"288"
208,"259"
209,"265"
210,"268"
