Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 2phi 4"
Duration Time,60.842
Ambient Temperature,"99.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"990186"
Raw Accumulated Counts,"1036168"
Valid Count Last Packet,"15019"
Raw Count Last Packet,"15690"
Live Time,58.398998
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7923
Number of Channels,2048
Vacuum,514
Channel#,Intensity
0,"1712"
1,"1494"
2,"961"
3,"498"
4,"229"
5,"77"
6,"15"
7,"5"
8,"2"
9,"0"
10,"0"
11,"1"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"3"
22,"39"
23,"139"
24,"212"
25,"220"
26,"221"
27,"213"
28,"224"
29,"217"
30,"224"
31,"201"
32,"203"
33,"202"
34,"189"
35,"201"
36,"174"
37,"192"
38,"176"
39,"175"
40,"181"
41,"191"
42,"180"
43,"155"
44,"180"
45,"180"
46,"211"
47,"198"
48,"198"
49,"197"
50,"191"
51,"168"
52,"184"
53,"177"
54,"168"
55,"184"
56,"156"
57,"176"
58,"173"
59,"168"
60,"180"
61,"196"
62,"157"
63,"169"
64,"168"
65,"155"
66,"167"
67,"151"
68,"148"
69,"149"
70,"199"
71,"221"
72,"249"
73,"295"
74,"301"
75,"291"
76,"253"
77,"221"
78,"233"
79,"225"
80,"260"
81,"354"
82,"598"
83,"1002"
84,"1365"
85,"1792"
86,"1917"
87,"1846"
88,"1593"
89,"1141"
90,"756"
91,"537"
92,"350"
93,"233"
94,"180"
95,"158"
96,"183"
97,"174"
98,"156"
99,"161"
100,"184"
101,"166"
102,"143"
103,"144"
104,"141"
105,"122"
106,"152"
107,"119"
108,"134"
109,"158"
110,"187"
111,"199"
112,"203"
113,"246"
114,"229"
115,"245"
116,"257"
117,"233"
118,"210"
119,"189"
120,"215"
121,"229"
122,"208"
123,"223"
124,"226"
125,"302"
126,"290"
127,"432"
128,"570"
129,"731"
130,"1003"
131,"1412"
132,"1673"
133,"2003"
134,"2059"
135,"1911"
136,"1645"
137,"1536"
138,"1381"
139,"1415"
140,"1364"
141,"1441"
142,"1507"
143,"1600"
144,"1621"
145,"1750"
146,"1786"
147,"1710"
148,"1515"
149,"1255"
150,"978"
151,"655"
152,"497"
153,"381"
154,"307"
155,"366"
156,"370"
157,"430"
158,"569"
159,"810"
160,"1141"
161,"1640"
162,"2196"
163,"2648"
164,"2910"
165,"2934"
166,"2614"
167,"2035"
168,"1467"
169,"948"
170,"626"
171,"422"
172,"304"
173,"296"
174,"342"
175,"432"
176,"599"
177,"726"
178,"879"
179,"1050"
180,"1204"
181,"1481"
182,"1575"
183,"1581"
184,"1521"
185,"1226"
186,"968"
187,"743"
188,"496"
189,"379"
190,"275"
191,"248"
192,"226"
193,"243"
194,"245"
195,"304"
196,"341"
197,"354"
198,"407"
199,"410"
200,"422"
201,"406"
202,"362"
203,"292"
204,"290"
205,"280"
206,"247"
207,"240"
208,"247"
209,"231"
210,"242"
211,"208"
212,"254"
213,"250"
214,"278"
215,"285"
216,"316"
217,"375"
218,"439"
219,"580"
220,"682"
221,"917"
222,"969"
223,"1045"
224,"1126"
225,"1056"
226,"914"
227,"767"
228,"604"
229,"516"
230,"452"
231,"460"
232,"397"
233,"366"
234,"389"
235,"372"
236,"390"
237,"364"
238,"416"
239,"466"
240,"458"
241,"434"
242,"469"
243,"508"
244,"532"
245,"533"
246,"531"
247,"471"
248,"461"
249,"479"
250,"405"
251,"396"
252,"415"
253,"370"
254,"402"
255,"398"
256,"393"
257,"425"
258,"390"
259,"394"
260,"385"
261,"421"
262,"434"
263,"409"
264,"453"
265,"429"
266,"465"
267,"458"
268,"487"
269,"480"
270,"452"
271,"445"
272,"466"
273,"439"
274,"443"
275,"449"
276,"461"
277,"433"
278,"403"
279,"455"
280,"463"
281,"429"
282,"451"
283,"439"
284,"484"
285,"514"
286,"492"
287,"516"
288,"556"
289,"611"
290,"616"
291,"752"
292,"704"
293,"763"
294,"757"
295,"657"
296,"670"
297,"619"
298,"550"
299,"576"
300,"574"
301,"546"
302,"508"
303,"556"
304,"647"
305,"669"
306,"681"
307,"822"
308,"1063"
309,"1683"
310,"2473"
311,"4147"
312,"6782"
313,"10210"
314,"14622"
315,"18723"
316,"22618"
317,"25146"
318,"25167"
319,"23396"
320,"19872"
321,"15444"
322,"10872"
323,"7281"
324,"4622"
325,"2671"
326,"1667"
327,"1066"
328,"801"
329,"680"
330,"600"
331,"547"
332,"588"
333,"565"
334,"606"
335,"594"
336,"590"
337,"611"
338,"588"
339,"648"
340,"714"
341,"817"
342,"938"
343,"1136"
344,"1470"
345,"2007"
346,"2511"
347,"3204"
348,"3770"
349,"4108"
350,"4437"
351,"4400"
352,"3797"
353,"3325"
354,"2713"
355,"2061"
356,"1587"
357,"1259"
358,"1031"
359,"990"
360,"907"
361,"939"
362,"933"
363,"1012"
364,"1044"
365,"1087"
366,"1141"
367,"1300"
368,"1355"
369,"1482"
370,"1552"
371,"1441"
372,"1406"
373,"1194"
374,"1112"
375,"949"
376,"818"
377,"681"
378,"585"
379,"555"
380,"502"
381,"520"
382,"426"
383,"480"
384,"493"
385,"510"
386,"505"
387,"543"
388,"505"
389,"504"
390,"514"
391,"530"
392,"487"
393,"611"
394,"601"
395,"655"
396,"708"
397,"761"
398,"808"
399,"770"
400,"783"
401,"778"
402,"688"
403,"677"
404,"685"
405,"665"
406,"677"
407,"651"
408,"660"
409,"672"
410,"704"
411,"665"
412,"644"
413,"594"
