Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 5phi 3"
Duration Time,60.766
Ambient Temperature,"100.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1404261"
Raw Accumulated Counts,"1492933"
Valid Count Last Packet,"21686"
Raw Count Last Packet,"23112"
Live Time,57.305000
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.789
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1754"
1,"1470"
2,"955"
3,"512"
4,"213"
5,"68"
6,"20"
7,"6"
8,"0"
9,"1"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"7"
22,"38"
23,"121"
24,"209"
25,"204"
26,"218"
27,"232"
28,"210"
29,"235"
30,"222"
31,"206"
32,"189"
33,"184"
34,"217"
35,"217"
36,"173"
37,"193"
38,"196"
39,"197"
40,"192"
41,"169"
42,"167"
43,"172"
44,"180"
45,"203"
46,"192"
47,"207"
48,"176"
49,"182"
50,"183"
51,"159"
52,"167"
53,"193"
54,"174"
55,"196"
56,"182"
57,"171"
58,"180"
59,"158"
60,"182"
61,"183"
62,"180"
63,"164"
64,"176"
65,"156"
66,"172"
67,"184"
68,"154"
69,"187"
70,"227"
71,"255"
72,"305"
73,"357"
74,"333"
75,"288"
76,"333"
77,"272"
78,"270"
79,"242"
80,"248"
81,"313"
82,"496"
83,"710"
84,"1011"
85,"1342"
86,"1396"
87,"1396"
88,"1139"
89,"907"
90,"624"
91,"407"
92,"279"
93,"205"
94,"183"
95,"171"
96,"148"
97,"181"
98,"186"
99,"165"
100,"184"
101,"182"
102,"175"
103,"147"
104,"176"
105,"138"
106,"155"
107,"172"
108,"149"
109,"171"
110,"204"
111,"199"
112,"185"
113,"243"
114,"249"
115,"261"
116,"268"
117,"243"
118,"245"
119,"238"
120,"221"
121,"231"
122,"228"
123,"220"
124,"225"
125,"315"
126,"354"
127,"416"
128,"587"
129,"733"
130,"1078"
131,"1473"
132,"1749"
133,"1936"
134,"1955"
135,"1910"
136,"1703"
137,"1538"
138,"1337"
139,"1405"
140,"1437"
141,"1550"
142,"1521"
143,"1638"
144,"1608"
145,"1725"
146,"1704"
147,"1709"
148,"1502"
149,"1299"
150,"1044"
151,"681"
152,"529"
153,"397"
154,"410"
155,"364"
156,"420"
157,"479"
158,"676"
159,"1004"
160,"1525"
161,"2148"
162,"3087"
163,"3742"
164,"4364"
165,"4202"
166,"3591"
167,"2932"
168,"2006"
169,"1301"
170,"792"
171,"508"
172,"427"
173,"374"
174,"491"
175,"567"
176,"734"
177,"869"
178,"1070"
179,"1286"
180,"1383"
181,"1643"
182,"1599"
183,"1707"
184,"1553"
185,"1220"
186,"1057"
187,"710"
188,"502"
189,"370"
190,"279"
191,"285"
192,"257"
193,"238"
194,"264"
195,"315"
196,"388"
197,"414"
198,"450"
199,"424"
200,"447"
201,"424"
202,"387"
203,"341"
204,"354"
205,"283"
206,"315"
207,"313"
208,"310"
209,"311"
210,"316"
211,"290"
212,"334"
213,"319"
214,"304"
215,"345"
216,"416"
217,"519"
218,"679"
219,"976"
220,"1368"
221,"1660"
222,"2067"
223,"2326"
224,"2406"
225,"2299"
226,"1907"
227,"1542"
228,"1244"
229,"991"
230,"852"
231,"745"
232,"668"
233,"609"
234,"554"
235,"523"
236,"487"
237,"481"
238,"510"
239,"531"
240,"599"
241,"659"
242,"695"
243,"772"
244,"832"
245,"850"
246,"785"
247,"730"
248,"714"
249,"623"
250,"521"
251,"507"
252,"483"
253,"519"
254,"505"
255,"488"
256,"478"
257,"506"
258,"506"
259,"496"
260,"508"
261,"516"
262,"524"
263,"549"
264,"562"
265,"602"
266,"609"
267,"628"
268,"655"
269,"630"
270,"611"
271,"600"
272,"639"
273,"596"
274,"550"
275,"557"
276,"581"
277,"525"
278,"531"
279,"578"
280,"566"
281,"549"
282,"557"
283,"561"
284,"547"
285,"615"
286,"705"
287,"781"
288,"896"
289,"1057"
290,"1052"
291,"1252"
292,"1328"
293,"1399"
294,"1346"
295,"1153"
296,"1140"
297,"991"
298,"902"
299,"878"
300,"804"
301,"852"
302,"804"
303,"893"
304,"910"
305,"1011"
306,"1190"
307,"1526"
308,"2238"
309,"3599"
310,"6506"
311,"11266"
312,"18574"
313,"28872"
314,"41318"
315,"54219"
316,"65833"
317,"72459"
318,"73215"
319,"68476"
320,"58168"
321,"45227"
322,"32080"
323,"21216"
324,"12895"
325,"7235"
326,"3975"
327,"2323"
328,"1324"
329,"976"
330,"815"
331,"778"
332,"776"
333,"738"
334,"756"
335,"756"
336,"763"
337,"812"
338,"890"
339,"943"
340,"1094"
341,"1322"
342,"1732"
343,"2321"
344,"3293"
345,"4831"
346,"6465"
347,"8353"
348,"10102"
349,"11531"
350,"12103"
351,"11800"
352,"10629"
353,"8785"
354,"6871"
355,"5011"
356,"3597"
357,"2318"
358,"1725"
359,"1206"
360,"1072"
361,"949"
362,"940"
363,"972"
364,"956"
365,"1058"
366,"1119"
367,"1261"
368,"1307"
369,"1516"
370,"1468"
371,"1457"
372,"1393"
373,"1270"
374,"1107"
375,"973"
376,"806"
377,"639"
378,"610"
379,"480"
380,"519"
381,"509"
382,"472"
383,"465"
384,"494"
385,"466"
386,"475"
387,"488"
388,"472"
389,"472"
390,"494"
391,"537"
392,"523"
393,"557"
394,"614"
395,"626"
396,"667"
397,"752"
398,"824"
399,"742"
400,"774"
401,"765"
402,"720"
403,"650"
404,"728"
405,"672"
406,"622"
407,"651"
408,"643"
409,"601"
410,"637"
411,"640"
412,"630"
413,"572"
414,"558"
415,"548"
416,"554"
417,"549"
418,"483"
419,"478"
420,"520"
421,"518"
422,"534"
423,"547"
424,"533"
425,"579"
426,"683"
427,"655"
428,"645"
429,"694"
430,"683"
431,"628"
432,"651"
433,"598"
434,"537"
435,"586"
436,"544"
437,"550"
438,"508"
439,"519"
440,"521"
441,"537"
442,"547"
443,"536"
444,"531"
445,"519"
446,"500"
447,"508"
448,"541"
449,"513"
450,"555"
451,"502"
452,"533"
453,"490"
454,"530"
455,"585"
456,"549"
457,"583"
458,"588"
459,"591"
460,"556"
461,"559"
462,"535"
463,"576"
464,"556"
465,"536"
466,"522"
467,"495"
