Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 0phi 3"
Duration Time,60.907
Ambient Temperature,"95.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"916005"
Raw Accumulated Counts,"955550"
Valid Count Last Packet,"13876"
Raw Count Last Packet,"14479"
Live Time,58.705997
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8008
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1786"
1,"1451"
2,"1012"
3,"493"
4,"221"
5,"70"
6,"14"
7,"7"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"3"
22,"44"
23,"113"
24,"181"
25,"181"
26,"181"
27,"197"
28,"201"
29,"197"
30,"174"
31,"206"
32,"179"
33,"181"
34,"183"
35,"181"
36,"168"
37,"179"
38,"164"
39,"176"
40,"181"
41,"195"
42,"166"
43,"173"
44,"169"
45,"169"
46,"177"
47,"173"
48,"179"
49,"167"
50,"158"
51,"162"
52,"132"
53,"166"
54,"168"
55,"162"
56,"142"
57,"158"
58,"172"
59,"155"
60,"159"
61,"155"
62,"155"
63,"140"
64,"165"
65,"159"
66,"141"
67,"132"
68,"150"
69,"162"
70,"159"
71,"218"
72,"246"
73,"254"
74,"224"
75,"225"
76,"220"
77,"220"
78,"199"
79,"202"
80,"214"
81,"273"
82,"457"
83,"694"
84,"955"
85,"1179"
86,"1359"
87,"1322"
88,"1085"
89,"813"
90,"573"
91,"395"
92,"254"
93,"204"
94,"168"
95,"167"
96,"140"
97,"148"
98,"169"
99,"168"
100,"160"
101,"160"
102,"178"
103,"142"
104,"148"
105,"125"
106,"144"
107,"117"
108,"141"
109,"154"
110,"158"
111,"180"
112,"218"
113,"212"
114,"263"
115,"265"
116,"229"
117,"241"
118,"242"
119,"203"
120,"193"
121,"181"
122,"219"
123,"209"
124,"219"
125,"265"
126,"321"
127,"376"
128,"552"
129,"700"
130,"1077"
131,"1377"
132,"1667"
133,"1908"
134,"1980"
135,"1862"
136,"1641"
137,"1467"
138,"1313"
139,"1356"
140,"1436"
141,"1428"
142,"1481"
143,"1600"
144,"1656"
145,"1722"
146,"1776"
147,"1760"
148,"1507"
149,"1248"
150,"941"
151,"679"
152,"465"
153,"389"
154,"335"
155,"351"
156,"361"
157,"381"
158,"562"
159,"779"
160,"1083"
161,"1416"
162,"1962"
163,"2390"
164,"2592"
165,"2566"
166,"2224"
167,"1755"
168,"1218"
169,"821"
170,"496"
171,"343"
172,"266"
173,"277"
174,"299"
175,"421"
176,"521"
177,"579"
178,"651"
179,"773"
180,"861"
181,"939"
182,"948"
183,"1033"
184,"860"
185,"746"
186,"594"
187,"448"
188,"356"
189,"265"
190,"211"
191,"223"
192,"211"
193,"209"
194,"216"
195,"234"
196,"254"
197,"311"
198,"293"
199,"322"
200,"301"
201,"298"
202,"316"
203,"276"
204,"247"
205,"239"
206,"216"
207,"240"
208,"214"
209,"260"
210,"242"
211,"211"
212,"258"
213,"253"
214,"257"
215,"250"
216,"293"
217,"307"
218,"395"
219,"486"
220,"689"
221,"825"
222,"918"
223,"1009"
224,"1043"
225,"988"
226,"847"
227,"714"
228,"604"
229,"510"
230,"484"
231,"427"
232,"394"
233,"439"
234,"339"
235,"352"
236,"313"
237,"356"
238,"394"
239,"348"
240,"398"
241,"437"
242,"456"
243,"500"
244,"453"
245,"475"
246,"470"
247,"450"
248,"399"
249,"433"
250,"412"
251,"406"
252,"384"
253,"366"
254,"397"
255,"401"
256,"362"
257,"440"
258,"396"
259,"424"
260,"389"
261,"383"
262,"430"
263,"420"
264,"423"
265,"416"
266,"422"
267,"468"
268,"415"
269,"404"
270,"376"
271,"402"
272,"389"
273,"417"
274,"409"
275,"375"
276,"359"
277,"401"
278,"384"
279,"383"
280,"449"
281,"429"
282,"427"
283,"416"
284,"462"
285,"445"
286,"502"
287,"527"
288,"573"
289,"586"
290,"678"
291,"748"
292,"786"
293,"705"
294,"748"
295,"674"
296,"665"
297,"597"
298,"565"
299,"567"
300,"591"
301,"583"
302,"567"
303,"555"
304,"620"
305,"644"
306,"720"
307,"949"
308,"1272"
309,"1938"
310,"3371"
311,"5573"
312,"9047"
313,"13581"
314,"19010"
315,"24544"
316,"29530"
317,"32141"
318,"32075"
319,"29140"
320,"24191"
321,"18750"
322,"13147"
323,"8577"
324,"5096"
325,"2965"
326,"1844"
327,"1099"
328,"728"
329,"643"
330,"550"
331,"534"
332,"548"
333,"564"
334,"549"
335,"568"
336,"563"
337,"645"
338,"656"
339,"690"
340,"665"
341,"854"
342,"1054"
343,"1358"
344,"1821"
345,"2403"
346,"3179"
347,"4052"
348,"4797"
349,"5173"
350,"5475"
351,"5221"
352,"4719"
353,"3878"
354,"3072"
355,"2322"
356,"1631"
357,"1284"
358,"1001"
359,"866"
360,"764"
361,"796"
362,"804"
363,"889"
364,"890"
365,"977"
366,"1081"
367,"1203"
368,"1243"
369,"1351"
370,"1348"
371,"1381"
372,"1309"
373,"1148"
374,"982"
375,"809"
376,"687"
377,"617"
378,"557"
379,"493"
380,"432"
381,"438"
382,"419"
383,"430"
384,"414"
385,"383"
386,"443"
387,"422"
388,"391"
389,"393"
390,"430"
391,"431"
392,"440"
393,"474"
394,"530"
395,"593"
396,"614"
397,"601"
398,"641"
399,"626"
400,"697"
401,"672"
402,"590"
403,"612"
404,"579"
405,"553"
406,"514"
407,"479"
408,"491"
409,"515"
410,"482"
411,"444"
412,"452"
413,"460"
414,"420"
415,"425"
416,"418"
417,"411"
418,"404"
419,"392"
420,"402"
421,"385"
422,"453"
423,"472"
424,"477"
425,"459"
426,"494"
427,"496"
428,"518"
429,"563"
430,"514"
431,"526"
432,"483"
433,"510"
434,"485"
435,"458"
436,"493"
437,"492"
438,"445"
439,"446"
440,"500"
441,"479"
442,"472"
443,"474"
444,"431"
445,"463"
446,"464"
447,"428"
448,"405"
449,"470"
450,"447"
451,"422"
452,"439"
453,"411"
454,"449"
455,"485"
456,"488"
457,"465"
458,"469"
459,"534"
460,"495"
461,"507"
462,"476"
463,"475"
464,"501"
465,"485"
466,"460"
467,"437"
468,"438"
469,"424"
470,"424"
471,"465"
472,"454"
473,"456"
474,"469"
475,"439"
476,"450"
477,"425"
478,"442"
479,"415"
480,"465"
481,"418"
482,"456"
483,"446"
484,"432"
485,"424"
486,"434"
487,"431"
488,"455"
489,"436"
490,"429"
491,"441"
492,"440"
493,"409"
494,"426"
495,"439"
496,"446"
497,"413"
498,"428"
499,"408"
500,"413"
501,"418"
502,"427"
503,"427"
504,"429"
505,"420"
506,"449"
507,"448"
508,"435"
509,"455"
510,"428"
511,"443"
512,"442"
513,"414"
514,"416"
515,"412"
516,"441"
517,"447"
518,"417"
519,"471"
520,"434"
521,"454"
522,"483"
523,"475"
524,"482"
525,"461"
526,"457"
527,"439"
528,"463"
529,"423"
530,"460"
531,"439"
532,"459"
533,"466"
534,"453"
535,"450"
536,"464"
537,"479"
538,"488"
539,"409"
540,"436"
541,"449"
542,"447"
543,"396"
544,"419"
545,"416"
546,"406"
547,"413"
548,"418"
549,"427"
550,"469"
551,"447"
552,"419"
553,"443"
554,"402"
555,"420"
556,"463"
557,"429"
558,"436"
559,"396"
560,"445"
561,"376"
562,"389"
563,"397"
564,"388"
565,"436"
566,"433"
567,"414"
568,"419"
569,"381"
570,"389"
571,"426"
572,"391"
573,"402"
574,"425"
575,"405"
576,"425"
577,"388"
578,"423"
579,"421"
580,"447"
581,"404"
582,"436"
583,"400"
584,"415"
585,"422"
586,"445"
587,"411"
588,"436"
589,"373"
590,"394"
591,"427"
592,"469"
593,"449"
594,"417"
595,"381"
596,"434"
597,"440"
598,"397"
599,"406"
600,"417"
601,"415"
602,"437"
603,"432"
604,"388"
605,"423"
606,"439"
607,"432"
608,"438"
609,"426"
610,"395"
611,"412"
612,"448"
613,"421"
614,"389"
615,"411"
616,"428"
617,"435"
618,"458"
619,"452"
620,"414"
621,"404"
622,"444"
623,"429"
624,"420"
625,"453"
626,"442"
627,"402"
628,"395"
629,"446"
630,"412"
631,"400"
632,"454"
633,"405"
634,"405"
635,"428"
636,"421"
637,"419"
638,"418"
639,"409"
640,"407"
641,"440"
642,"371"
643,"429"
644,"394"
645,"419"
646,"404"
647,"420"
648,"434"
649,"422"
650,"398"
651,"442"
652,"408"
653,"437"
654,"445"
655,"484"
656,"504"
657,"498"
658,"569"
659,"632"
660,"669"
661,"675"
662,"740"
663,"716"
664,"775"
665,"690"
666,"698"
667,"668"
668,"619"
669,"611"
670,"564"
671,"567"
672,"504"
673,"444"
674,"440"
675,"397"
676,"412"
677,"397"
678,"399"
679,"407"
680,"332"
681,"416"
682,"428"
683,"415"
684,"403"
685,"372"
686,"412"
687,"408"
688,"433"
689,"384"
690,"383"
691,"418"
692,"443"
693,"451"
