Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 -1phi 1"
660,"571"
661,"621"
662,"662"
663,"634"
664,"657"
665,"634"
666,"633"
667,"630"
668,"511"
669,"528"
670,"474"
671,"468"
672,"433"
673,"411"
674,"420"
675,"382"
676,"402"
677,"395"
678,"358"
679,"396"
680,"386"
681,"422"
682,"373"
683,"340"
684,"369"
685,"367"
686,"353"
687,"376"
688,"393"
689,"417"
690,"392"
691,"463"
692,"439"
693,"467"
694,"479"
695,"540"
696,"563"
697,"639"
698,"671"
699,"725"
700,"775"
701,"773"
702,"813"
703,"775"
704,"737"
705,"668"
706,"618"
707,"583"
708,"537"
709,"501"
710,"448"
711,"387"
712,"392"
713,"395"
714,"374"
715,"354"
716,"374"
717,"370"
718,"341"
719,"317"
720,"325"
721,"341"
722,"389"
723,"370"
724,"329"
725,"366"
726,"347"
727,"363"
728,"365"
729,"339"
730,"356"
731,"381"
732,"364"
733,"373"
734,"334"
735,"392"
736,"392"
737,"437"
738,"397"
739,"428"
740,"396"
741,"470"
742,"466"
743,"424"
744,"445"
745,"418"
746,"390"
747,"411"
748,"401"
749,"390"
750,"373"
751,"351"
752,"381"
753,"376"
754,"361"
755,"326"
756,"360"
757,"373"
758,"331"
759,"346"
760,"394"
761,"349"
762,"364"
763,"371"
764,"358"
765,"357"
766,"350"
767,"378"
768,"347"
769,"373"
770,"367"
771,"393"
772,"398"
773,"408"
774,"456"
775,"447"
776,"430"
777,"530"
778,"578"
779,"608"
780,"648"
781,"628"
782,"615"
783,"664"
784,"623"
785,"667"
786,"590"
787,"545"
788,"540"
789,"467"
790,"451"
791,"402"
792,"354"
793,"363"
794,"380"
795,"343"
796,"346"
797,"321"
798,"337"
799,"375"
800,"354"
801,"381"
802,"352"
803,"340"
804,"332"
805,"297"
806,"321"
807,"320"
808,"327"
809,"316"
810,"311"
811,"343"
812,"336"
813,"357"
814,"343"
815,"352"
816,"288"
817,"330"
818,"344"
819,"363"
820,"353"
821,"328"
822,"327"
823,"367"
824,"338"
825,"344"
826,"323"
827,"333"
828,"335"
829,"333"
830,"339"
831,"376"
832,"344"
833,"330"
834,"364"
835,"316"
836,"317"
837,"299"
838,"336"
839,"338"
840,"353"
841,"319"
842,"317"
843,"315"
844,"319"
845,"338"
846,"326"
847,"341"
848,"363"
849,"339"
850,"342"
851,"322"
852,"333"
853,"332"
854,"307"
855,"337"
856,"352"
857,"321"
858,"352"
859,"342"
860,"352"
861,"311"
862,"334"
863,"326"
864,"310"
865,"320"
866,"338"
867,"329"
868,"307"
869,"348"
870,"397"
871,"365"
872,"377"
873,"370"
874,"390"
875,"367"
876,"385"
877,"398"
878,"359"
879,"358"
880,"402"
881,"385"
882,"375"
883,"376"
884,"346"
885,"370"
886,"368"
887,"344"
888,"365"
889,"334"
890,"353"
891,"371"
892,"383"
893,"401"
894,"409"
895,"371"
896,"424"
897,"393"
898,"419"
899,"418"
900,"413"
901,"429"
902,"394"
903,"413"
904,"418"
905,"460"
906,"444"
907,"467"
908,"471"
909,"502"
910,"479"
911,"531"
912,"542"
913,"527"
914,"553"
915,"576"
916,"582"
917,"625"
918,"606"
919,"691"
920,"674"
921,"732"
922,"780"
923,"810"
924,"882"
925,"865"
926,"894"
927,"908"
928,"951"
929,"996"
930,"983"
931,"1074"
932,"1142"
933,"1090"
934,"1050"
935,"1121"
936,"1131"
937,"1159"
938,"1149"
939,"1067"
940,"1181"
941,"1157"
942,"1098"
943,"1135"
944,"1076"
945,"1033"
946,"1023"
947,"1016"
948,"975"
949,"942"
950,"936"
951,"853"
952,"847"
953,"838"
954,"750"
955,"802"
956,"733"
957,"679"
958,"638"
959,"612"
960,"606"
961,"581"
962,"531"
963,"527"
964,"541"
965,"514"
966,"452"
967,"512"
968,"472"
969,"433"
970,"421"
971,"418"
972,"400"
973,"395"
974,"366"
975,"376"
976,"372"
977,"350"
978,"372"
979,"351"
980,"365"
981,"359"
982,"344"
983,"343"
984,"315"
985,"328"
986,"342"
987,"342"
988,"359"
989,"405"
990,"429"
991,"472"
992,"503"
993,"555"
994,"565"
995,"585"
996,"652"
997,"702"
998,"688"
999,"735"
1000,"758"
1001,"779"
1002,"753"
1003,"730"
1004,"684"
1005,"658"
1006,"606"
1007,"598"
1008,"523"
1009,"482"
1010,"439"
1011,"397"
1012,"363"
1013,"335"
1014,"309"
1015,"332"
1016,"297"
1017,"314"
1018,"301"
1019,"265"
1020,"272"
1021,"323"
1022,"299"
1023,"282"
1024,"301"
1025,"297"
1026,"318"
1027,"313"
1028,"307"
1029,"328"
1030,"326"
1031,"294"
1032,"336"
1033,"386"
1034,"356"
1035,"373"
1036,"367"
1037,"419"
1038,"459"
1039,"428"
1040,"430"
1041,"450"
1042,"500"
1043,"561"
1044,"526"
1045,"519"
1046,"564"
1047,"528"
1048,"594"
1049,"563"
1050,"563"
1051,"563"
1052,"535"
1053,"552"
1054,"489"
1055,"473"
1056,"460"
1057,"443"
1058,"428"
1059,"385"
1060,"361"
1061,"376"
1062,"340"
1063,"365"
1064,"354"
1065,"348"
1066,"337"
1067,"313"
1068,"305"
1069,"284"
1070,"269"
1071,"289"
1072,"272"
1073,"295"
1074,"296"
1075,"274"
1076,"248"
1077,"246"
1078,"245"
1079,"247"
1080,"247"
1081,"249"
1082,"252"
1083,"250"
1084,"255"
1085,"237"
1086,"233"
1087,"218"
1088,"260"
1089,"225"
1090,"221"
1091,"257"
1092,"243"
1093,"213"
1094,"217"
1095,"225"
1096,"220"
1097,"240"
1098,"234"
1099,"200"
1100,"206"
1101,"191"
1102,"200"
1103,"191"
1104,"224"
1105,"196"
1106,"206"
1107,"216"
1108,"226"
1109,"219"
1110,"210"
1111,"222"
1112,"227"
1113,"224"
1114,"211"
1115,"209"
1116,"191"
1117,"191"
1118,"233"
1119,"213"
1120,"232"
1121,"211"
1122,"229"
1123,"255"
1124,"246"
1125,"277"
1126,"267"
1127,"264"
1128,"275"
1129,"293"
1130,"239"
1131,"263"
1132,"243"
1133,"223"
1134,"221"
1135,"239"
1136,"203"
1137,"217"
1138,"199"
1139,"184"
1140,"189"
1141,"183"
1142,"203"
1143,"188"
1144,"193"
1145,"191"
1146,"208"
1147,"200"
1148,"194"
1149,"192"
1150,"173"
1151,"202"
1152,"212"
1153,"189"
1154,"201"
1155,"175"
1156,"180"
1157,"185"
1158,"187"
1159,"198"
1160,"177"
1161,"172"
1162,"164"
1163,"158"
1164,"164"
1165,"196"
1166,"177"
1167,"171"
1168,"180"
1169,"167"
1170,"169"
1171,"178"
1172,"159"
1173,"170"
1174,"187"
1175,"189"
1176,"197"
1177,"197"
1178,"173"
1179,"190"
1180,"180"
1181,"197"
1182,"217"
1183,"185"
1184,"186"
1185,"184"
1186,"178"
1187,"181"
1188,"184"
1189,"179"
1190,"185"
1191,"179"
1192,"179"
1193,"144"
1194,"163"
1195,"179"
1196,"150"
1197,"194"
1198,"174"
1199,"193"
1200,"173"
1201,"168"
1202,"173"
1203,"157"
1204,"157"
1205,"162"
1206,"162"
1207,"177"
1208,"145"
1209,"148"
1210,"157"
1211,"167"
1212,"189"
1213,"173"
1214,"147"
1215,"186"
1216,"154"
1217,"125"
1218,"158"
1219,"166"
1220,"153"
1221,"160"
1222,"161"
1223,"150"
1224,"158"
1225,"160"
1226,"173"
1227,"168"
1228,"163"
1229,"148"
1230,"132"
1231,"153"
1232,"182"
1233,"159"
1234,"139"
1235,"144"
1236,"128"
1237,"142"
1238,"137"
1239,"152"
1240,"161"
1241,"147"
1242,"148"
1243,"149"
1244,"158"
1245,"166"
1246,"138"
1247,"159"
1248,"140"
1249,"178"
1250,"154"
1251,"165"
1252,"155"
1253,"168"
1254,"157"
1255,"150"
1256,"145"
1257,"165"
1258,"152"
1259,"137"
1260,"164"
1261,"149"
1262,"148"
1263,"138"
1264,"145"
1265,"149"
1266,"118"
1267,"139"
1268,"130"
1269,"148"
1270,"154"
1271,"131"
1272,"143"
1273,"137"
1274,"148"
1275,"154"
1276,"139"
1277,"149"
1278,"139"
1279,"125"
1280,"144"
1281,"173"
1282,"143"
1283,"131"
1284,"131"
1285,"140"
1286,"127"
1287,"148"
1288,"158"
1289,"141"
1290,"145"
1291,"156"
1292,"108"
1293,"148"
1294,"134"
1295,"132"
1296,"130"
1297,"132"
1298,"129"
1299,"118"
1300,"140"
1301,"119"
1302,"123"
1303,"142"
1304,"130"
1305,"118"
1306,"132"
1307,"116"
1308,"144"
1309,"125"
1310,"123"
1311,"141"
1312,"146"
1313,"146"
1314,"132"
1315,"146"
1316,"149"
1317,"123"
1318,"133"
1319,"120"
1320,"128"
1321,"114"
1322,"107"
1323,"122"
1324,"117"
1325,"120"
1326,"142"
1327,"122"
1328,"107"
1329,"117"
1330,"123"
1331,"110"
1332,"103"
1333,"120"
1334,"112"
1335,"123"
1336,"130"
1337,"116"
1338,"117"
1339,"118"
1340,"150"
1341,"102"
1342,"112"
1343,"125"
1344,"121"
1345,"123"
1346,"103"
1347,"125"
1348,"98"
1349,"111"
1350,"113"
1351,"116"
1352,"117"
1353,"106"
1354,"108"
1355,"122"
1356,"88"
1357,"114"
1358,"117"
1359,"99"
1360,"132"
1361,"98"
1362,"96"
1363,"102"
1364,"123"
1365,"122"
1366,"110"
1367,"122"
1368,"108"
1369,"99"
1370,"109"
1371,"130"
1372,"110"
1373,"111"
1374,"95"
1375,"125"
1376,"122"
1377,"109"
1378,"103"
1379,"94"
1380,"100"
1381,"123"
1382,"106"
1383,"111"
1384,"129"
1385,"111"
1386,"105"
1387,"117"
1388,"93"
1389,"113"
1390,"111"
1391,"113"
1392,"91"
1393,"89"
1394,"98"
1395,"99"
1396,"112"
1397,"91"
1398,"93"
1399,"102"
1400,"97"
1401,"100"
1402,"102"
1403,"102"
1404,"102"
1405,"84"
1406,"100"
1407,"93"
1408,"100"
1409,"112"
1410,"107"
1411,"79"
1412,"114"
1413,"90"
1414,"87"
1415,"102"
1416,"92"
1417,"88"
1418,"102"
1419,"81"
1420,"105"
1421,"91"
1422,"72"
1423,"81"
1424,"101"
1425,"86"
1426,"82"
1427,"103"
1428,"92"
1429,"100"
1430,"88"
1431,"99"
1432,"87"
1433,"92"
1434,"93"
1435,"84"
1436,"92"
1437,"96"
1438,"105"
1439,"96"
1440,"88"
1441,"87"
1442,"78"
1443,"84"
1444,"98"
1445,"83"
1446,"90"
1447,"89"
1448,"78"
1449,"90"
1450,"83"
1451,"86"
1452,"84"
1453,"95"
1454,"104"
1455,"73"
1456,"66"
1457,"83"
1458,"82"
1459,"80"
1460,"82"
1461,"88"
1462,"78"
1463,"87"
1464,"75"
1465,"76"
1466,"75"
1467,"88"
1468,"81"
1469,"80"
1470,"96"
1471,"98"
1472,"68"
1473,"73"
1474,"92"
1475,"79"
1476,"77"
1477,"80"
1478,"80"
1479,"84"
1480,"88"
1481,"60"
1482,"62"
1483,"66"
1484,"74"
1485,"93"
1486,"60"
1487,"86"
1488,"77"
1489,"93"
1490,"60"
1491,"68"
1492,"88"
1493,"65"
1494,"86"
1495,"74"
1496,"76"
1497,"74"
1498,"81"
1499,"65"
1500,"67"
1501,"61"
1502,"73"
1503,"62"
1504,"67"
1505,"62"
1506,"58"
1507,"57"
1508,"66"
1509,"60"
1510,"60"
1511,"61"
1512,"73"
1513,"68"
1514,"56"
1515,"62"
1516,"68"
1517,"71"
1518,"56"
1519,"83"
1520,"63"
1521,"61"
1522,"61"
1523,"56"
1524,"59"
1525,"53"
1526,"60"
1527,"74"
1528,"54"
1529,"69"
1530,"53"
1531,"57"
1532,"54"
1533,"76"
1534,"46"
1535,"58"
1536,"50"
1537,"66"
1538,"60"
1539,"66"
1540,"71"
1541,"55"
1542,"50"
1543,"66"
1544,"54"
1545,"42"
1546,"69"
1547,"55"
1548,"50"
1549,"55"
1550,"62"
1551,"46"
1552,"52"
1553,"57"
1554,"48"
1555,"47"
1556,"61"
1557,"54"
1558,"61"
1559,"48"
1560,"45"
1561,"47"
1562,"47"
1563,"52"
1564,"53"
1565,"43"
1566,"41"
1567,"38"
1568,"57"
1569,"37"
1570,"54"
1571,"48"
1572,"55"
1573,"49"
1574,"49"
1575,"53"
1576,"39"
1577,"54"
1578,"36"
1579,"52"
1580,"41"
1581,"35"
1582,"43"
1583,"35"
1584,"49"
1585,"45"
1586,"34"
1587,"36"
1588,"42"
1589,"44"
1590,"41"
1591,"43"
1592,"36"
1593,"31"
1594,"42"
1595,"49"
1596,"25"
1597,"45"
1598,"45"
1599,"42"
1600,"40"
1601,"38"
1602,"37"
1603,"57"
1604,"32"
1605,"34"
1606,"37"
1607,"38"
1608,"31"
1609,"28"
1610,"36"
1611,"30"
1612,"30"
1613,"38"
1614,"38"
1615,"31"
1616,"38"
1617,"28"
1618,"30"
1619,"34"
1620,"23"
1621,"43"
1622,"28"
1623,"33"
1624,"40"
1625,"32"
1626,"31"
1627,"32"
1628,"32"
1629,"35"
1630,"27"
1631,"31"
1632,"28"
1633,"34"
1634,"21"
1635,"24"
1636,"33"
1637,"23"
1638,"30"
1639,"33"
1640,"23"
1641,"15"
1642,"23"
1643,"26"
1644,"26"
1645,"18"
1646,"26"
1647,"27"
1648,"32"
1649,"26"
1650,"38"
1651,"25"
1652,"28"
1653,"18"
1654,"15"
1655,"18"
1656,"21"
1657,"16"
1658,"30"
1659,"22"
1660,"26"
1661,"20"
1662,"21"
1663,"26"
1664,"18"
1665,"28"
1666,"24"
1667,"17"
1668,"25"
1669,"19"
1670,"19"
1671,"15"
1672,"14"
1673,"16"
1674,"14"
1675,"25"
1676,"17"
1677,"24"
1678,"12"
1679,"18"
1680,"15"
1681,"13"
1682,"22"
1683,"23"
1684,"13"
1685,"8"
1686,"17"
1687,"12"
1688,"14"
1689,"11"
1690,"13"
1691,"19"
1692,"13"
1693,"15"
1694,"14"
1695,"9"
1696,"15"
1697,"13"
1698,"15"
1699,"19"
1700,"11"
1701,"10"
1702,"11"
1703,"8"
1704,"10"
1705,"7"
1706,"15"
1707,"6"
1708,"17"
1709,"10"
1710,"12"
1711,"10"
1712,"12"
1713,"8"
1714,"9"
1715,"9"
1716,"10"
1717,"7"
1718,"7"
1719,"5"
1720,"7"
1721,"6"
1722,"7"
1723,"7"
1724,"6"
1725,"8"
1726,"6"
1727,"5"
1728,"4"
1729,"8"
1730,"4"
1731,"6"
1732,"6"
1733,"8"
1734,"6"
1735,"4"
1736,"7"
1737,"1"
1738,"6"
1739,"4"
1740,"6"
1741,"7"
1742,"7"
1743,"3"
1744,"5"
1745,"5"
1746,"5"
1747,"3"
1748,"4"
1749,"6"
1750,"4"
1751,"3"
1752,"1"
1753,"2"
1754,"2"
1755,"2"
1756,"4"
1757,"1"
1758,"5"
1759,"7"
1760,"1"
1761,"3"
1762,"1"
1763,"1"
1764,"4"
1765,"3"
1766,"3"
1767,"2"
1768,"6"
1769,"2"
1770,"5"
1771,"3"
1772,"2"
1773,"0"
1774,"0"
1775,"2"
1776,"3"
1777,"4"
1778,"4"
1779,"4"
1780,"7"
1781,"1"
1782,"3"
1783,"2"
1784,"2"
1785,"2"
1786,"2"
1787,"4"
1788,"2"
1789,"3"
1790,"3"
1791,"0"
1792,"3"
1793,"5"
1794,"2"
1795,"4"
1796,"6"
1797,"2"
1798,"1"
1799,"2"
1800,"3"
1801,"2"
1802,"5"
1803,"3"
1804,"3"
1805,"2"
1806,"2"
1807,"3"
1808,"2"
1809,"2"
1810,"1"
1811,"2"
1812,"1"
1813,"1"
1814,"3"
1815,"1"
1816,"0"
1817,"1"
1818,"2"
1819,"0"
1820,"3"
1821,"0"
1822,"1"
1823,"0"
1824,"0"
1825,"2"
1826,"1"
1827,"2"
1828,"2"
1829,"2"
1830,"1"
1831,"1"
1832,"0"
1833,"2"
1834,"2"
1835,"1"
1836,"2"
1837,"1"
1838,"1"
1839,"1"
1840,"2"
1841,"0"
1842,"1"
1843,"2"
1844,"1"
1845,"3"
1846,"3"
1847,"0"
1848,"3"
1849,"3"
1850,"2"
1851,"0"
1852,"2"
1853,"0"
1854,"0"
1855,"0"
1856,"1"
1857,"0"
1858,"1"
1859,"1"
1860,"0"
1861,"0"
1862,"0"
1863,"2"
1864,"1"
1865,"0"
1866,"0"
1867,"0"
1868,"1"
1869,"0"
1870,"2"
1871,"1"
1872,"1"
1873,"1"
1874,"0"
1875,"0"
1876,"1"
1877,"1"
1878,"1"
1879,"1"
1880,"1"
1881,"0"
1882,"0"
1883,"1"
1884,"0"
1885,"1"
1886,"0"
1887,"1"
1888,"1"
1889,"0"
1890,"0"
1891,"0"
1892,"0"
1893,"2"
1894,"1"
1895,"0"
1896,"2"
1897,"1"
1898,"0"
1899,"1"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"1"
1909,"2"
1910,"1"
1911,"2"
1912,"0"
1913,"1"
1914,"1"
1915,"0"
1916,"2"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"1"
1922,"1"
1923,"0"
1924,"1"
1925,"0"
1926,"1"
1927,"1"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"1"
1937,"1"
1938,"1"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"1"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"1"
1973,"0"
1974,"1"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"1"
1982,"1"
1983,"0"
1984,"1"
1985,"0"
1986,"1"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"3"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"1"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


