Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 1phi 0"
Duration Time,60.907
Ambient Temperature,"94.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"863252"
Raw Accumulated Counts,"899453"
Valid Count Last Packet,"13344"
Raw Count Last Packet,"13911"
Live Time,58.760983
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8028
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1726"
1,"1482"
2,"944"
3,"487"
4,"190"
5,"94"
6,"21"
7,"3"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"7"
22,"42"
23,"115"
24,"168"
25,"207"
26,"197"
27,"205"
28,"237"
29,"200"
30,"205"
31,"182"
32,"196"
33,"156"
34,"167"
35,"191"
36,"151"
37,"164"
38,"157"
39,"173"
40,"176"
41,"163"
42,"183"
43,"179"
44,"173"
45,"171"
46,"170"
47,"194"
48,"179"
49,"165"
50,"156"
51,"169"
52,"172"
53,"191"
54,"149"
55,"163"
56,"191"
57,"159"
58,"154"
59,"157"
60,"162"
61,"149"
62,"144"
63,"132"
64,"155"
65,"172"
66,"129"
67,"115"
68,"162"
69,"172"
70,"179"
71,"228"
72,"225"
73,"267"
74,"259"
75,"273"
76,"233"
77,"228"
78,"208"
79,"204"
80,"275"
81,"343"
82,"605"
83,"906"
84,"1302"
85,"1647"
86,"1922"
87,"1770"
88,"1447"
89,"1037"
90,"717"
91,"459"
92,"289"
93,"232"
94,"180"
95,"149"
96,"163"
97,"186"
98,"146"
99,"146"
100,"146"
101,"119"
102,"159"
103,"123"
104,"143"
105,"134"
106,"157"
107,"137"
108,"123"
109,"152"
110,"175"
111,"178"
112,"184"
113,"245"
114,"221"
115,"239"
116,"247"
117,"238"
118,"234"
119,"215"
120,"220"
121,"207"
122,"211"
123,"216"
124,"221"
125,"247"
126,"316"
127,"406"
128,"546"
129,"795"
130,"1177"
131,"1496"
132,"1876"
133,"1996"
134,"2192"
135,"1998"
136,"1740"
137,"1584"
138,"1417"
139,"1411"
140,"1453"
141,"1362"
142,"1470"
143,"1532"
144,"1597"
145,"1791"
146,"1757"
147,"1774"
148,"1523"
149,"1158"
150,"984"
151,"629"
152,"495"
153,"359"
154,"344"
155,"351"
156,"345"
157,"457"
158,"527"
159,"737"
160,"1011"
161,"1493"
162,"2040"
163,"2564"
164,"2795"
165,"2696"
166,"2286"
167,"1847"
168,"1242"
169,"804"
170,"502"
171,"341"
172,"289"
173,"281"
174,"336"
175,"417"
176,"501"
177,"653"
178,"725"
179,"989"
180,"1026"
181,"1174"
182,"1377"
183,"1364"
184,"1243"
185,"981"
186,"867"
187,"648"
188,"418"
189,"306"
190,"234"
191,"189"
192,"216"
193,"228"
194,"220"
195,"264"
196,"295"
197,"342"
198,"346"
199,"366"
200,"366"
201,"341"
202,"297"
203,"282"
204,"254"
205,"237"
206,"237"
207,"223"
208,"217"
209,"218"
210,"204"
211,"199"
212,"232"
213,"249"
214,"248"
215,"273"
216,"292"
217,"339"
218,"396"
219,"534"
220,"619"
221,"724"
222,"760"
223,"785"
224,"832"
225,"764"
226,"722"
227,"595"
228,"494"
229,"418"
230,"381"
231,"347"
232,"381"
233,"341"
234,"303"
235,"338"
236,"331"
237,"352"
238,"375"
239,"376"
240,"447"
241,"424"
242,"421"
243,"469"
244,"498"
245,"443"
246,"462"
247,"412"
248,"397"
249,"352"
250,"335"
251,"318"
252,"367"
253,"327"
254,"382"
255,"349"
256,"427"
257,"437"
258,"417"
259,"419"
260,"428"
261,"390"
262,"404"
263,"430"
264,"410"
265,"396"
266,"384"
267,"444"
268,"430"
269,"458"
270,"441"
271,"482"
272,"458"
273,"435"
274,"445"
275,"429"
276,"479"
277,"464"
278,"421"
279,"434"
280,"442"
281,"462"
282,"475"
283,"442"
284,"460"
285,"452"
286,"481"
287,"485"
288,"516"
289,"550"
290,"630"
291,"655"
292,"652"
293,"666"
294,"671"
295,"603"
296,"578"
297,"566"
298,"560"
299,"527"
300,"494"
301,"502"
302,"556"
303,"570"
304,"550"
305,"614"
306,"641"
307,"717"
308,"928"
309,"1283"
310,"1931"
311,"3083"
312,"4868"
313,"7215"
314,"9921"
315,"12812"
316,"15207"
317,"16524"
318,"16229"
319,"15177"
320,"12678"
321,"9759"
322,"6979"
323,"4618"
324,"2934"
325,"1776"
326,"1121"
327,"765"
328,"568"
329,"544"
330,"511"
331,"470"
332,"475"
333,"512"
334,"471"
335,"502"
336,"541"
337,"505"
338,"559"
339,"584"
340,"639"
341,"694"
342,"771"
343,"918"
344,"1108"
345,"1523"
346,"1820"
347,"2349"
348,"2638"
349,"3004"
350,"3031"
351,"2836"
352,"2631"
353,"2292"
354,"1932"
355,"1523"
356,"1228"
357,"1050"
358,"909"
359,"892"
360,"874"
361,"905"
362,"914"
363,"953"
364,"981"
365,"1032"
366,"1157"
367,"1216"
368,"1352"
369,"1391"
370,"1434"
371,"1440"
372,"1287"
373,"1225"
374,"998"
375,"879"
376,"769"
377,"660"
378,"550"
379,"500"
380,"502"
381,"462"
382,"422"
383,"411"
384,"428"
385,"434"
386,"450"
387,"409"
388,"419"
389,"444"
390,"450"
391,"441"
392,"468"
393,"532"
394,"546"
395,"584"
396,"591"
397,"723"
398,"669"
399,"740"
400,"679"
401,"699"
402,"692"
403,"634"
404,"634"
405,"613"
406,"569"
407,"593"
408,"604"
409,"616"
410,"598"
411,"564"
412,"559"
413,"574"
414,"486"
415,"504"
416,"446"
417,"468"
418,"466"
419,"500"
420,"455"
421,"511"
422,"494"
423,"519"
424,"526"
425,"533"
426,"523"
427,"562"
428,"565"
429,"576"
430,"571"
431,"530"
432,"557"
433,"503"
434,"547"
435,"553"
436,"567"
437,"537"
438,"545"
439,"535"
440,"600"
441,"516"
442,"591"
443,"551"
444,"597"
445,"571"
446,"552"
447,"561"
448,"537"
449,"499"
450,"527"
451,"512"
452,"536"
453,"567"
454,"560"
455,"528"
456,"580"
457,"611"
458,"567"
459,"565"
460,"606"
461,"559"
462,"561"
463,"561"
464,"582"
465,"581"
466,"564"
467,"613"
468,"526"
469,"563"
470,"567"
471,"598"
472,"573"
473,"530"
474,"554"
475,"553"
476,"535"
477,"534"
478,"548"
479,"526"
480,"522"
481,"509"
482,"472"
483,"526"
484,"539"
485,"529"
486,"494"
487,"545"
488,"492"
489,"515"
490,"522"
491,"527"
492,"531"
493,"503"
494,"528"
495,"521"
496,"465"
497,"520"
498,"495"
499,"542"
500,"542"
501,"497"
502,"528"
503,"504"
504,"527"
505,"541"
506,"507"
507,"542"
508,"523"
509,"524"
510,"514"
511,"513"
512,"603"
513,"533"
514,"525"
515,"565"
516,"520"
517,"506"
518,"562"
519,"581"
520,"569"
521,"546"
522,"572"
523,"609"
524,"575"
525,"587"
526,"574"
527,"580"
528,"559"
529,"594"
530,"524"
531,"573"
532,"590"
533,"518"
534,"528"
535,"564"
536,"544"
537,"568"
538,"559"
539,"522"
540,"541"
541,"559"
542,"548"
543,"557"
544,"519"
545,"576"
546,"544"
547,"543"
548,"501"
549,"516"
550,"526"
551,"527"
552,"517"
553,"536"
554,"472"
555,"551"
556,"525"
557,"546"
558,"517"
559,"529"
560,"541"
561,"541"
562,"549"
563,"477"
564,"506"
565,"517"
566,"514"
567,"497"
568,"498"
569,"564"
570,"487"
571,"510"
572,"536"
573,"519"
574,"527"
575,"509"
576,"511"
577,"516"
578,"530"
579,"528"
580,"526"
581,"524"
582,"525"
583,"520"
584,"524"
585,"485"
586,"527"
587,"513"
588,"551"
589,"559"
590,"564"
591,"473"
592,"552"
593,"528"
594,"523"
595,"560"
596,"542"
597,"515"
598,"510"
599,"525"
600,"519"
601,"529"
602,"542"
603,"547"
604,"499"
605,"548"
606,"566"
607,"506"
608,"555"
609,"521"
610,"512"
611,"522"
612,"532"
613,"543"
614,"502"
615,"501"
616,"542"
617,"529"
618,"536"
619,"546"
620,"546"
621,"584"
622,"560"
623,"559"
624,"564"
625,"597"
626,"547"
627,"562"
628,"511"
629,"568"
630,"539"
631,"525"
632,"567"
633,"544"
634,"526"
635,"518"
636,"524"
637,"553"
638,"530"
639,"524"
640,"499"
641,"540"
642,"529"
643,"571"
644,"532"
645,"513"
646,"545"
647,"520"
648,"498"
649,"534"
650,"514"
651,"534"
652,"539"
653,"526"
654,"570"
655,"542"
656,"603"
657,"645"
658,"675"
659,"688"
660,"759"
661,"803"
662,"841"
663,"820"
664,"824"
665,"867"
666,"837"
667,"777"
668,"703"
669,"684"
670,"624"
671,"606"
672,"604"
673,"577"
674,"559"
675,"534"
676,"498"
677,"517"
678,"473"
679,"494"
680,"536"
681,"523"
682,"529"
683,"519"
684,"514"
685,"531"
686,"473"
687,"508"
688,"541"
689,"565"
690,"486"
691,"539"
692,"530"
693,"602"
694,"627"
695,"697"
696,"749"
697,"789"
698,"851"
699,"951"
700,"984"
