Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 -1phi 8"
156,"344"
157,"444"
158,"476"
159,"613"
160,"802"
161,"1232"
162,"1564"
163,"1866"
164,"2161"
165,"2058"
166,"1834"
167,"1375"
168,"1003"
169,"690"
170,"469"
171,"304"
172,"249"
173,"261"
174,"284"
175,"349"
176,"408"
177,"529"
178,"556"
179,"703"
180,"829"
181,"892"
182,"995"
183,"976"
184,"893"
185,"776"
186,"604"
187,"539"
188,"385"
189,"282"
190,"247"
191,"243"
192,"280"
193,"307"
194,"318"
195,"360"
196,"358"
197,"356"
198,"365"
199,"370"
200,"343"
201,"333"
202,"283"
203,"238"
204,"215"
205,"210"
206,"208"
207,"207"
208,"244"
209,"242"
210,"252"
211,"222"
212,"232"
213,"219"
214,"222"
215,"249"
216,"292"
217,"350"
218,"452"
219,"559"
220,"805"
221,"1025"
222,"1218"
223,"1334"
224,"1397"
225,"1256"
226,"1169"
227,"897"
228,"685"
229,"562"
230,"460"
231,"463"
232,"416"
233,"337"
234,"337"
235,"332"
236,"329"
237,"302"
238,"319"
239,"322"
240,"392"
241,"441"
242,"450"
243,"502"
244,"521"
245,"480"
246,"515"
247,"455"
248,"422"
249,"391"
250,"362"
251,"347"
252,"333"
253,"312"
254,"348"
255,"328"
256,"348"
257,"343"
258,"398"
259,"333"
260,"385"
261,"370"
262,"386"
263,"409"
264,"377"
265,"430"
266,"463"
267,"468"
268,"525"
269,"468"
270,"506"
271,"474"
272,"456"
273,"449"
274,"423"
275,"397"
276,"404"
277,"417"
278,"387"
279,"407"
280,"408"
281,"414"
282,"396"
283,"399"
284,"408"
285,"401"
286,"455"
287,"458"
288,"505"
289,"552"
290,"625"
291,"653"
292,"659"
293,"654"
294,"630"
295,"676"
296,"663"
297,"628"
298,"552"
299,"562"
300,"516"
301,"552"
302,"553"
303,"554"
304,"541"
305,"615"
306,"683"
307,"849"
308,"1159"
309,"1778"
310,"3013"
311,"5052"
312,"8040"
313,"12164"
314,"16912"
315,"22024"
316,"26177"
317,"28758"
318,"28421"
319,"25984"
320,"21639"
321,"16769"
322,"11816"
323,"7744"
324,"4692"
325,"2760"
326,"1626"
327,"1039"
328,"743"
329,"606"
330,"559"
331,"544"
332,"489"
333,"544"
334,"538"
335,"562"
336,"564"
337,"562"
338,"607"
339,"601"
340,"690"
341,"812"
342,"924"
343,"1215"
344,"1551"
345,"2146"
346,"2773"
347,"3575"
348,"4190"
349,"4764"
350,"4944"
351,"4606"
352,"4330"
353,"3562"
354,"2815"
355,"2215"
356,"1620"
357,"1258"
358,"995"
359,"869"
360,"835"
361,"831"
362,"841"
363,"863"
364,"919"
365,"986"
366,"1015"
367,"1121"
368,"1123"
369,"1269"
370,"1249"
371,"1208"
372,"1220"
373,"1120"
374,"949"
375,"871"
376,"678"
377,"574"
378,"489"
379,"501"
380,"428"
381,"435"
382,"443"
383,"437"
384,"423"
385,"464"
386,"443"
387,"472"
388,"545"
389,"569"
390,"568"
391,"579"
392,"603"
393,"621"
394,"631"
395,"668"
396,"656"
397,"735"
398,"744"
399,"705"
400,"724"
401,"723"
402,"691"
403,"600"
404,"641"
405,"590"
406,"618"
407,"608"
408,"565"
409,"598"
410,"577"
411,"593"
412,"574"
413,"532"
414,"511"
415,"479"
416,"464"
417,"441"
418,"451"
419,"407"
420,"410"
421,"439"
422,"445"
423,"444"
424,"480"
425,"491"
426,"515"
427,"525"
428,"496"
429,"482"
430,"518"
431,"510"
432,"466"
433,"446"
434,"459"
435,"453"
436,"509"
437,"521"
438,"482"
439,"502"
440,"574"
441,"528"
442,"544"
443,"499"
444,"539"
445,"581"
446,"537"
447,"561"
448,"581"
449,"587"
450,"594"
451,"592"
452,"615"
453,"608"
454,"558"
455,"578"
456,"571"
457,"574"
458,"539"
459,"540"
460,"540"
461,"533"
462,"542"
463,"476"
464,"470"
465,"489"
466,"445"
467,"478"
468,"492"
469,"487"
470,"513"
471,"531"
472,"522"
473,"532"
474,"524"
475,"532"
476,"529"
477,"547"
478,"543"
479,"549"
480,"511"
481,"511"
482,"543"
483,"520"
484,"493"
485,"505"
486,"497"
487,"529"
488,"518"
489,"481"
490,"558"
491,"463"
492,"477"
493,"486"
494,"538"
495,"440"
496,"459"
497,"459"
498,"441"
499,"448"
500,"455"
501,"452"
502,"450"
503,"459"
504,"435"
505,"468"
506,"449"
507,"445"
508,"479"
509,"442"
510,"482"
511,"428"
512,"493"
513,"451"
514,"466"
515,"468"
516,"468"
517,"467"
518,"429"
519,"501"
520,"489"
521,"479"
522,"472"
523,"480"
524,"453"
525,"529"
526,"512"
527,"494"
528,"451"
529,"485"
530,"486"
531,"495"
532,"465"
533,"479"
534,"509"
535,"516"
536,"490"
537,"546"
538,"596"
539,"579"
540,"502"
541,"528"
542,"551"
543,"547"
544,"555"
545,"546"
546,"584"
547,"541"
548,"511"
549,"556"
550,"505"
551,"493"
552,"481"
553,"508"
554,"469"
555,"468"
556,"469"
557,"445"
558,"435"
559,"455"
560,"416"
561,"419"
562,"450"
563,"445"
564,"483"
565,"447"
566,"431"
567,"462"
568,"459"
569,"450"
570,"442"
571,"446"
572,"483"
573,"455"
574,"471"
575,"438"
576,"443"
577,"492"
578,"413"
579,"461"
580,"495"
581,"485"
582,"482"
583,"515"
584,"459"
585,"495"
586,"475"
587,"464"
588,"519"
589,"503"
590,"501"
591,"484"
592,"433"
593,"461"
594,"409"
595,"461"
596,"485"
597,"466"
598,"415"
599,"447"
600,"439"
601,"437"
602,"437"
603,"439"
604,"415"
605,"425"
606,"519"
607,"466"
608,"461"
609,"427"
610,"472"
611,"482"
612,"443"
613,"445"
614,"495"
615,"440"
616,"451"
617,"459"
618,"412"
619,"486"
620,"452"
621,"466"
622,"505"
623,"496"
624,"513"
625,"539"
626,"463"
627,"469"
628,"534"
629,"501"
630,"494"
631,"520"
632,"459"
633,"449"
634,"452"
635,"484"
636,"454"
637,"486"
638,"459"
639,"491"
640,"456"
641,"424"
642,"442"
643,"475"
644,"469"
645,"401"
646,"475"
647,"485"
648,"445"
649,"424"
650,"474"
651,"460"
652,"472"
653,"471"
654,"476"
655,"493"
656,"493"
657,"514"
658,"577"
659,"561"
660,"587"
661,"640"
662,"684"
663,"675"
664,"683"
665,"670"
666,"646"
667,"709"
668,"612"
669,"564"
670,"513"
671,"493"
672,"489"
673,"502"
674,"453"
675,"453"
676,"457"
677,"435"
678,"458"
679,"439"
680,"450"
681,"417"
682,"447"
683,"419"
684,"412"
685,"447"
686,"422"
687,"443"
688,"413"
689,"453"
690,"457"
691,"466"
692,"463"
693,"484"
694,"462"
695,"522"
696,"566"
697,"569"
698,"593"
699,"612"
700,"660"
701,"627"
702,"643"
703,"645"
704,"661"
705,"552"
706,"592"
707,"532"
708,"499"
709,"482"
710,"479"
711,"427"
712,"434"
713,"449"
714,"411"
715,"402"
716,"373"
717,"376"
718,"413"
719,"359"
720,"411"
721,"422"
722,"370"
723,"428"
724,"416"
725,"383"
726,"412"
727,"397"
728,"396"
729,"374"
730,"404"
731,"426"
732,"403"
733,"431"
734,"464"
735,"440"
736,"462"
737,"432"
738,"450"
739,"465"
740,"483"
741,"474"
742,"499"
743,"441"
744,"444"
745,"462"
746,"463"
747,"428"
748,"417"
749,"430"
750,"401"
751,"441"
752,"417"
753,"388"
754,"397"
755,"391"
756,"408"
757,"409"
758,"413"
759,"388"
760,"425"
761,"387"
762,"415"
763,"393"
764,"405"
765,"359"
766,"372"
767,"392"
768,"399"
769,"394"
770,"414"
771,"424"
772,"456"
773,"430"
774,"482"
775,"538"
776,"549"
777,"569"
778,"614"
779,"664"
780,"667"
781,"616"
782,"634"
783,"660"
784,"632"
785,"570"
786,"578"
787,"527"
788,"538"
789,"498"
790,"469"
791,"461"
792,"379"
793,"375"
794,"368"
795,"415"
796,"411"
797,"407"
798,"386"
799,"375"
800,"389"
801,"396"
802,"390"
803,"365"
804,"390"
805,"393"
806,"362"
807,"375"
808,"394"
809,"364"
810,"364"
811,"386"
812,"386"
813,"395"
814,"362"
815,"382"
816,"398"
817,"397"
818,"423"
819,"389"
820,"404"
821,"398"
822,"367"
823,"403"
824,"404"
825,"387"
826,"347"
827,"391"
828,"418"
829,"389"
830,"365"
831,"399"
832,"386"
833,"395"
834,"383"
835,"373"
836,"400"
837,"387"
838,"381"
839,"351"
840,"408"
841,"403"
842,"400"
843,"392"
844,"380"
845,"367"
846,"333"
847,"363"
848,"368"
849,"386"
850,"369"
851,"386"
852,"370"
853,"376"
854,"328"
855,"367"
856,"396"
857,"376"
858,"346"
859,"383"
860,"394"
861,"362"
862,"387"
863,"368"
864,"405"
865,"343"
866,"385"
867,"390"
868,"409"
869,"404"
870,"409"
871,"384"
872,"429"
873,"435"
874,"420"
875,"427"
876,"458"
877,"370"
878,"459"
879,"423"
880,"451"
881,"419"
882,"386"
883,"441"
884,"398"
885,"405"
886,"418"
887,"411"
888,"392"
889,"423"
890,"407"
891,"386"
892,"446"
893,"448"
894,"455"
895,"443"
896,"405"
897,"478"
898,"465"
899,"480"
900,"487"
901,"498"
902,"473"
903,"487"
904,"491"
905,"482"
906,"522"
907,"532"
908,"516"
909,"553"
910,"565"
911,"562"
912,"595"
913,"577"
914,"629"
915,"677"
916,"698"
917,"711"
918,"696"
919,"730"
920,"798"
921,"840"
922,"877"
923,"880"
924,"928"
925,"1011"
926,"1002"
927,"1020"
928,"1052"
929,"1131"
930,"1143"
931,"1210"
932,"1232"
933,"1231"
934,"1215"
935,"1240"
936,"1256"
937,"1347"
938,"1237"
939,"1315"
940,"1299"
941,"1352"
942,"1233"
943,"1313"
944,"1174"
945,"1207"
946,"1227"
947,"1097"
948,"1090"
949,"1030"
950,"1000"
951,"996"
952,"959"
953,"888"
954,"902"
955,"809"
956,"793"
957,"756"
958,"749"
959,"710"
960,"682"
961,"640"
962,"644"
963,"624"
964,"588"
965,"573"
966,"556"
967,"522"
968,"512"
969,"516"
970,"483"
971,"464"
972,"466"
973,"460"
974,"465"
975,"450"
976,"434"
977,"440"
978,"406"
979,"403"
980,"404"
981,"370"
982,"365"
983,"387"
984,"408"
985,"367"
986,"382"
987,"429"
988,"413"
989,"418"
990,"472"
991,"512"
992,"590"
993,"624"
994,"651"
995,"665"
996,"727"
997,"770"
998,"829"
999,"866"
1000,"873"
1001,"866"
1002,"886"
1003,"821"
1004,"787"
1005,"763"
1006,"691"
1007,"635"
1008,"581"
1009,"505"
1010,"463"
1011,"441"
1012,"396"
1013,"372"
1014,"387"
1015,"331"
1016,"325"
1017,"330"
1018,"304"
1019,"320"
1020,"322"
1021,"308"
1022,"315"
1023,"346"
1024,"353"
1025,"356"
1026,"350"
1027,"364"
1028,"347"
1029,"377"
1030,"363"
1031,"414"
1032,"407"
1033,"397"
1034,"410"
1035,"416"
1036,"438"
1037,"436"
1038,"436"
1039,"473"
1040,"536"
1041,"543"
1042,"569"
1043,"583"
1044,"558"
1045,"563"
1046,"603"
1047,"599"
1048,"656"
1049,"611"
1050,"618"
1051,"596"
1052,"604"
1053,"570"
1054,"566"
1055,"557"
1056,"501"
1057,"482"
1058,"473"
1059,"493"
1060,"410"
1061,"425"
1062,"379"
1063,"392"
1064,"342"
1065,"370"
1066,"343"
1067,"325"
1068,"313"
1069,"338"
1070,"338"
1071,"295"
1072,"301"
1073,"303"
1074,"277"
1075,"310"
1076,"299"
1077,"312"
1078,"318"
1079,"304"
1080,"270"
1081,"281"
1082,"308"
1083,"264"
1084,"308"
1085,"288"
1086,"291"
1087,"271"
1088,"247"
1089,"261"
1090,"233"
1091,"245"
1092,"252"
1093,"230"
1094,"261"
1095,"237"
1096,"239"
1097,"234"
1098,"255"
1099,"221"
1100,"220"
1101,"223"
1102,"235"
1103,"246"
1104,"239"
1105,"224"
1106,"255"
1107,"214"
1108,"228"
1109,"223"
1110,"228"
1111,"204"
1112,"213"
1113,"214"
1114,"218"
1115,"226"
1116,"261"
1117,"220"
1118,"252"
1119,"241"
1120,"219"
1121,"252"
1122,"268"
1123,"287"
1124,"275"
1125,"309"
1126,"316"
1127,"288"
1128,"287"
1129,"303"
1130,"270"
1131,"262"
1132,"246"
1133,"261"
1134,"264"
1135,"244"
1136,"223"
1137,"193"
1138,"220"
1139,"209"
1140,"249"
1141,"188"
1142,"201"
1143,"206"
1144,"210"
1145,"201"
1146,"191"
1147,"227"
1148,"222"
1149,"196"
1150,"205"
1151,"211"
1152,"200"
1153,"216"
1154,"219"
1155,"195"
1156,"197"
1157,"190"
1158,"201"
1159,"213"
1160,"197"
1161,"183"
1162,"182"
1163,"196"
1164,"193"
1165,"197"
1166,"185"
1167,"159"
1168,"187"
1169,"181"
1170,"185"
1171,"215"
1172,"214"
1173,"203"
1174,"205"
1175,"230"
1176,"195"
1177,"223"
1178,"217"
1179,"197"
1180,"222"
1181,"221"
1182,"213"
1183,"220"
1184,"217"
1185,"215"
1186,"202"
1187,"206"
1188,"200"
1189,"174"
1190,"175"
1191,"193"
1192,"168"
1193,"162"
1194,"172"
1195,"211"
1196,"175"
1197,"205"
1198,"151"
1199,"174"
1200,"192"
1201,"203"
1202,"197"
1203,"191"
1204,"167"
1205,"159"
1206,"207"
1207,"192"
1208,"173"
1209,"175"
1210,"148"
1211,"163"
1212,"185"
1213,"174"
1214,"161"
1215,"184"
1216,"145"
1217,"168"
1218,"162"
1219,"161"
1220,"178"
1221,"168"
1222,"181"
1223,"159"
1224,"168"
1225,"175"
1226,"144"
1227,"184"
1228,"168"
1229,"190"
1230,"161"
1231,"150"
1232,"156"
1233,"178"
1234,"169"
1235,"157"
1236,"155"
1237,"172"
1238,"149"
1239,"141"
1240,"176"
1241,"173"
1242,"171"
1243,"168"
1244,"172"
1245,"182"
1246,"177"
1247,"169"
1248,"141"
1249,"173"
1250,"150"
1251,"145"
1252,"163"
1253,"162"
1254,"156"
1255,"143"
1256,"164"
1257,"182"
1258,"147"
1259,"169"
1260,"161"
1261,"203"
1262,"154"
1263,"141"
1264,"150"
1265,"168"
1266,"148"
1267,"156"
1268,"159"
1269,"150"
1270,"168"
1271,"160"
1272,"144"
1273,"127"
1274,"139"
1275,"126"
1276,"135"
1277,"140"
1278,"155"
1279,"132"
1280,"136"
1281,"154"
1282,"138"
1283,"152"
1284,"140"
1285,"144"
1286,"148"
1287,"139"
1288,"132"
1289,"151"
1290,"159"
1291,"156"
1292,"169"
1293,"112"
1294,"143"
1295,"156"
1296,"139"
1297,"125"
1298,"132"
1299,"152"
1300,"125"
1301,"145"
1302,"140"
1303,"135"
1304,"146"
1305,"147"
1306,"136"
1307,"144"
1308,"129"
1309,"138"
1310,"139"
1311,"142"
1312,"143"
1313,"129"
1314,"125"
1315,"128"
1316,"145"
1317,"141"
1318,"131"
1319,"140"
1320,"131"
1321,"121"
1322,"133"
1323,"134"
1324,"116"
1325,"119"
1326,"119"
1327,"139"
1328,"141"
1329,"141"
1330,"152"
1331,"126"
1332,"124"
1333,"128"
1334,"131"
1335,"113"
1336,"136"
1337,"125"
1338,"123"
1339,"110"
1340,"141"
1341,"147"
1342,"131"
1343,"115"
1344,"126"
1345,"103"
1346,"127"
1347,"118"
1348,"132"
1349,"131"
1350,"115"
1351,"135"
1352,"110"
1353,"112"
1354,"113"
1355,"129"
1356,"118"
1357,"122"
1358,"121"
1359,"124"
1360,"111"
1361,"116"
1362,"127"
1363,"135"
1364,"105"
1365,"108"
1366,"103"
1367,"117"
1368,"135"
1369,"129"
1370,"122"
1371,"127"
1372,"123"
1373,"127"
1374,"105"
1375,"106"
1376,"107"
1377,"109"
1378,"125"
1379,"110"
1380,"133"
1381,"114"
1382,"100"
1383,"120"
1384,"89"
1385,"112"
1386,"104"
1387,"101"
1388,"103"
1389,"99"
1390,"123"
1391,"115"
1392,"101"
1393,"101"
1394,"102"
1395,"99"
1396,"107"
1397,"104"
1398,"85"
1399,"105"
1400,"103"
1401,"100"
1402,"102"
1403,"113"
1404,"104"
1405,"106"
1406,"122"
1407,"99"
1408,"89"
1409,"105"
1410,"77"
1411,"101"
1412,"102"
1413,"108"
1414,"95"
1415,"89"
1416,"115"
1417,"86"
1418,"92"
1419,"110"
1420,"104"
1421,"99"
1422,"90"
1423,"106"
1424,"97"
1425,"100"
1426,"106"
1427,"73"
1428,"124"
1429,"92"
1430,"95"
1431,"88"
1432,"88"
1433,"101"
1434,"89"
1435,"112"
1436,"88"
1437,"88"
1438,"104"
1439,"90"
1440,"87"
1441,"86"
1442,"87"
1443,"82"
1444,"88"
1445,"70"
1446,"89"
1447,"73"
1448,"85"
1449,"85"
1450,"98"
1451,"91"
1452,"85"
1453,"79"
1454,"94"
1455,"96"
1456,"80"
1457,"84"
1458,"86"
1459,"94"
1460,"80"
1461,"93"
1462,"99"
1463,"85"
1464,"74"
1465,"97"
1466,"90"
1467,"110"
1468,"91"
1469,"68"
1470,"89"
1471,"88"
1472,"81"
1473,"88"
1474,"53"
1475,"77"
1476,"75"
1477,"78"
1478,"69"
1479,"82"
1480,"75"
1481,"86"
1482,"84"
1483,"74"
1484,"76"
1485,"88"
1486,"68"
1487,"76"
1488,"85"
1489,"82"
1490,"72"
1491,"78"
1492,"64"
1493,"82"
1494,"65"
1495,"70"
1496,"62"
1497,"74"
1498,"81"
1499,"76"
1500,"61"
1501,"83"
1502,"60"
1503,"51"
1504,"68"
1505,"62"
1506,"75"
1507,"77"
1508,"71"
1509,"59"
1510,"67"
1511,"68"
1512,"78"
1513,"63"
1514,"62"
1515,"53"
1516,"72"
1517,"62"
1518,"65"
1519,"57"
1520,"59"
1521,"77"
1522,"72"
1523,"66"
1524,"66"
1525,"59"
1526,"68"
1527,"52"
1528,"54"
1529,"55"
1530,"42"
1531,"62"
1532,"68"
1533,"71"
1534,"59"
1535,"52"
1536,"58"
1537,"61"
1538,"56"
1539,"56"
1540,"77"
1541,"71"
1542,"53"
1543,"59"
1544,"55"
1545,"47"
1546,"62"
1547,"59"
1548,"52"
1549,"58"
1550,"62"
1551,"53"
1552,"68"
1553,"45"
1554,"45"
1555,"49"
1556,"60"
1557,"57"
1558,"61"
1559,"47"
1560,"54"
1561,"67"
1562,"42"
1563,"57"
1564,"54"
1565,"57"
1566,"56"
1567,"37"
1568,"38"
1569,"44"
1570,"50"
1571,"49"
1572,"47"
1573,"53"
1574,"44"
1575,"57"
1576,"65"
1577,"51"
1578,"42"
1579,"38"
1580,"48"
1581,"47"
1582,"49"
1583,"44"
1584,"51"
1585,"52"
1586,"42"
1587,"52"
1588,"33"
1589,"37"
1590,"37"
1591,"36"
1592,"44"
1593,"41"
1594,"30"
1595,"50"
1596,"50"
1597,"37"
1598,"49"
1599,"39"
1600,"33"
1601,"46"
1602,"35"
1603,"35"
1604,"43"
1605,"35"
1606,"43"
1607,"40"
1608,"33"
1609,"41"
1610,"34"
1611,"36"
1612,"41"
1613,"41"
1614,"30"
1615,"32"
1616,"40"
1617,"30"
1618,"33"
1619,"25"
1620,"31"
1621,"27"
1622,"27"
1623,"26"
1624,"34"
1625,"31"
1626,"29"
1627,"27"
1628,"30"
1629,"36"
1630,"35"
1631,"32"
1632,"20"
1633,"32"
1634,"27"
1635,"27"
1636,"28"
1637,"29"
1638,"27"
1639,"40"
1640,"29"
1641,"27"
1642,"37"
1643,"25"
1644,"21"
1645,"17"
1646,"25"
1647,"33"
1648,"26"
1649,"38"
1650,"17"
1651,"23"
1652,"26"
1653,"22"
1654,"24"
1655,"34"
1656,"20"
1657,"23"
1658,"24"
1659,"24"
1660,"26"
1661,"28"
1662,"27"
1663,"19"
1664,"23"
1665,"21"
1666,"18"
1667,"18"
1668,"22"
1669,"13"
1670,"23"
1671,"25"
1672,"18"
1673,"18"
1674,"15"
1675,"12"
1676,"12"
1677,"23"
1678,"22"
1679,"13"
1680,"18"
1681,"19"
1682,"15"
1683,"21"
1684,"9"
1685,"9"
1686,"20"
1687,"12"
1688,"9"
1689,"12"
1690,"12"
1691,"14"
1692,"14"
1693,"15"
1694,"10"
1695,"17"
1696,"15"
1697,"13"
1698,"15"
1699,"14"
1700,"12"
1701,"16"
1702,"8"
1703,"10"
1704,"18"
1705,"14"
1706,"9"
1707,"6"
1708,"22"
1709,"12"
1710,"6"
1711,"15"
1712,"10"
1713,"5"
1714,"10"
1715,"15"
1716,"4"
1717,"12"
1718,"9"
1719,"6"
1720,"11"
1721,"13"
1722,"12"
1723,"11"
1724,"9"
1725,"9"
1726,"9"
1727,"7"
1728,"7"
1729,"6"
1730,"3"
1731,"6"
1732,"8"
1733,"5"
1734,"6"
1735,"3"
1736,"7"
1737,"8"
1738,"5"
1739,"3"
1740,"3"
1741,"6"
1742,"5"
1743,"3"
1744,"7"
1745,"9"
1746,"4"
1747,"3"
1748,"5"
1749,"9"
1750,"3"
1751,"4"
1752,"3"
1753,"6"
1754,"4"
1755,"2"
1756,"1"
1757,"5"
1758,"5"
1759,"3"
1760,"3"
1761,"4"
1762,"5"
1763,"2"
1764,"3"
1765,"1"
1766,"3"
1767,"4"
1768,"5"
1769,"3"
1770,"1"
1771,"4"
1772,"3"
1773,"7"
1774,"1"
1775,"1"
1776,"4"
1777,"3"
1778,"5"
1779,"4"
1780,"3"
1781,"5"
1782,"3"
1783,"3"
1784,"1"
1785,"2"
1786,"3"
1787,"1"
1788,"2"
1789,"1"
1790,"2"
1791,"1"
1792,"4"
1793,"2"
1794,"1"
1795,"0"
1796,"5"
1797,"2"
1798,"0"
1799,"2"
1800,"1"
1801,"1"
1802,"3"
1803,"1"
1804,"4"
1805,"2"
1806,"2"
1807,"1"
1808,"3"
1809,"0"
1810,"1"
1811,"2"
1812,"0"
1813,"4"
1814,"1"
1815,"4"
1816,"2"
1817,"3"
1818,"2"
1819,"0"
1820,"4"
1821,"4"
1822,"0"
1823,"1"
1824,"1"
1825,"1"
1826,"1"
1827,"1"
1828,"1"
1829,"0"
1830,"0"
1831,"1"
1832,"2"
1833,"1"
1834,"1"
1835,"0"
1836,"1"
1837,"1"
1838,"3"
1839,"0"
1840,"0"
1841,"2"
1842,"1"
1843,"0"
1844,"0"
1845,"1"
1846,"0"
1847,"2"
1848,"2"
1849,"2"
1850,"1"
1851,"0"
1852,"1"
1853,"1"
1854,"0"
1855,"1"
1856,"3"
1857,"0"
1858,"0"
1859,"2"
1860,"0"
1861,"1"
1862,"1"
1863,"1"
1864,"0"
1865,"1"
1866,"3"
1867,"3"
1868,"1"
1869,"2"
1870,"1"
1871,"1"
1872,"0"
1873,"2"
1874,"0"
1875,"3"
1876,"2"
1877,"1"
1878,"3"
1879,"0"
1880,"0"
1881,"1"
1882,"0"
1883,"1"
1884,"1"
1885,"0"
1886,"0"
1887,"0"
1888,"0"
1889,"0"
1890,"2"
1891,"2"
1892,"1"
1893,"1"
1894,"0"
1895,"1"
1896,"1"
1897,"0"
1898,"1"
1899,"1"
1900,"0"
1901,"2"
1902,"1"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"1"
1913,"0"
1914,"0"
1915,"0"
1916,"1"
1917,"0"
1918,"0"
1919,"1"
1920,"1"
1921,"1"
1922,"0"
1923,"0"
1924,"1"
1925,"1"
1926,"1"
1927,"2"
1928,"0"
1929,"0"
1930,"1"
1931,"0"
1932,"0"
1933,"1"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"1"
1943,"0"
1944,"0"
1945,"1"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"1"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"1"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"2"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


