Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 3phi 1"
Duration Time,60.842
Ambient Temperature,"95.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1056558"
Raw Accumulated Counts,"1108150"
Valid Count Last Packet,"16208"
Raw Count Last Packet,"16954"
Live Time,58.215996
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.798
Number of Channels,2048
Vacuum,763
Channel#,Intensity
0,"1771"
1,"1457"
2,"933"
3,"536"
4,"229"
5,"81"
6,"15"
7,"7"
8,"1"
9,"0"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"6"
22,"55"
23,"140"
24,"198"
25,"180"
26,"220"
27,"212"
28,"198"
29,"223"
30,"201"
31,"186"
32,"194"
33,"196"
34,"181"
35,"189"
36,"189"
37,"168"
38,"164"
39,"189"
40,"180"
41,"180"
42,"161"
43,"176"
44,"171"
45,"201"
46,"190"
47,"173"
48,"177"
49,"158"
50,"170"
51,"183"
52,"157"
53,"194"
54,"178"
55,"172"
56,"175"
57,"185"
58,"161"
59,"168"
60,"175"
61,"167"
62,"165"
63,"151"
64,"160"
65,"144"
66,"136"
67,"143"
68,"148"
69,"156"
70,"217"
71,"197"
72,"262"
73,"285"
74,"274"
75,"291"
76,"246"
77,"226"
78,"200"
79,"202"
80,"234"
81,"383"
82,"574"
83,"849"
84,"1244"
85,"1595"
86,"1690"
87,"1652"
88,"1396"
89,"1003"
90,"664"
91,"418"
92,"304"
93,"212"
94,"208"
95,"165"
96,"177"
97,"162"
98,"181"
99,"150"
100,"166"
101,"163"
102,"162"
103,"165"
104,"162"
105,"135"
106,"159"
107,"152"
108,"140"
109,"171"
110,"163"
111,"194"
112,"213"
113,"232"
114,"249"
115,"252"
116,"273"
117,"252"
118,"203"
119,"229"
120,"215"
121,"199"
122,"198"
123,"208"
124,"228"
125,"296"
126,"261"
127,"400"
128,"557"
129,"758"
130,"1115"
131,"1368"
132,"1711"
133,"1890"
134,"2081"
135,"1829"
136,"1666"
137,"1379"
138,"1349"
139,"1340"
140,"1453"
141,"1471"
142,"1402"
143,"1493"
144,"1653"
145,"1733"
146,"1804"
147,"1661"
148,"1522"
149,"1247"
150,"920"
151,"715"
152,"512"
153,"388"
154,"356"
155,"335"
156,"361"
157,"381"
158,"519"
159,"681"
160,"1025"
161,"1467"
162,"1951"
163,"2309"
164,"2628"
165,"2492"
166,"2228"
167,"1722"
168,"1247"
169,"816"
170,"499"
171,"349"
172,"304"
173,"318"
174,"344"
175,"417"
176,"534"
177,"640"
178,"820"
179,"937"
180,"1173"
181,"1377"
182,"1432"
183,"1504"
184,"1405"
185,"1117"
186,"962"
187,"656"
188,"508"
189,"383"
190,"277"
191,"244"
192,"247"
193,"259"
194,"265"
195,"283"
196,"356"
197,"405"
198,"402"
199,"423"
200,"418"
201,"390"
202,"334"
203,"334"
204,"280"
205,"280"
206,"241"
207,"261"
208,"254"
209,"237"
210,"292"
211,"267"
212,"308"
213,"241"
214,"308"
215,"305"
216,"385"
217,"503"
218,"721"
219,"1072"
220,"1506"
221,"2016"
222,"2497"
223,"2631"
224,"2776"
225,"2569"
226,"2154"
227,"1630"
228,"1270"
229,"890"
230,"693"
231,"565"
232,"525"
233,"451"
234,"430"
235,"424"
236,"408"
237,"447"
238,"475"
239,"508"
240,"557"
241,"706"
242,"765"
243,"857"
244,"856"
245,"792"
246,"743"
247,"697"
248,"650"
249,"558"
250,"488"
251,"430"
252,"432"
253,"463"
254,"431"
255,"455"
256,"439"
257,"443"
258,"460"
259,"488"
260,"443"
261,"493"
262,"468"
263,"498"
264,"467"
265,"483"
266,"478"
267,"460"
268,"456"
269,"484"
270,"491"
271,"451"
272,"470"
273,"476"
274,"498"
275,"502"
276,"474"
277,"494"
278,"516"
279,"461"
280,"503"
281,"493"
282,"474"
283,"536"
284,"533"
285,"591"
286,"563"
287,"622"
288,"725"
289,"802"
290,"879"
291,"997"
292,"1062"
293,"1015"
294,"935"
295,"921"
296,"807"
297,"741"
298,"658"
299,"671"
300,"651"
301,"642"
302,"684"
303,"677"
304,"711"
305,"711"
306,"794"
307,"1003"
308,"1403"
309,"2148"
310,"3493"
311,"5906"
312,"9570"
313,"14698"
314,"20742"
315,"26475"
316,"31938"
317,"34706"
318,"34950"
319,"31480"
320,"26338"
321,"20532"
322,"14459"
323,"9600"
324,"5787"
325,"3459"
326,"1965"
327,"1245"
328,"858"
329,"692"
330,"620"
331,"627"
332,"589"
333,"603"
334,"599"
335,"575"
336,"655"
337,"673"
338,"678"
339,"767"
340,"841"
341,"898"
342,"1057"
343,"1443"
344,"1904"
345,"2573"
346,"3295"
347,"4288"
348,"5087"
349,"5593"
350,"5823"
351,"5738"
352,"5090"
353,"4150"
354,"3302"
355,"2539"
356,"1939"
357,"1418"
358,"1127"
359,"1018"
360,"846"
361,"944"
362,"884"
363,"952"
364,"1030"
365,"1066"
366,"1154"
367,"1240"
368,"1348"
369,"1402"
370,"1425"
371,"1428"
372,"1306"
373,"1163"
374,"1017"
375,"938"
376,"788"
377,"653"
378,"598"
379,"461"
380,"536"
381,"489"
382,"483"
383,"435"
384,"529"
385,"508"
386,"518"
387,"486"
388,"543"
389,"508"
390,"555"
391,"517"
392,"558"
393,"541"
394,"588"
395,"678"
396,"693"
397,"740"
398,"759"
399,"811"
400,"803"
401,"773"
402,"717"
403,"644"
404,"676"
405,"627"
406,"628"
407,"645"
408,"635"
409,"594"
410,"669"
411,"658"
412,"627"
413,"577"
414,"606"
415,"588"
416,"493"
417,"516"
418,"530"
419,"484"
420,"468"
421,"522"
422,"492"
423,"580"
424,"589"
425,"585"
426,"643"
427,"678"
428,"656"
429,"714"
430,"604"
431,"682"
432,"611"
433,"567"
434,"529"
435,"547"
436,"516"
437,"552"
438,"551"
439,"508"
440,"532"
441,"607"
442,"570"
443,"574"
444,"525"
445,"547"
446,"562"
447,"525"
448,"531"
449,"520"
450,"495"
451,"515"
452,"513"
453,"591"
454,"571"
455,"554"
456,"534"
457,"534"
458,"583"
459,"599"
460,"617"
461,"543"
462,"574"
463,"558"
464,"527"
465,"591"
466,"557"
467,"535"
468,"529"
469,"537"
470,"530"
471,"581"
472,"569"
473,"594"
474,"548"
475,"624"
476,"593"
477,"581"
478,"610"
479,"559"
480,"606"
481,"537"
482,"588"
483,"568"
484,"561"
485,"546"
486,"624"
487,"550"
488,"559"
489,"594"
490,"514"
491,"545"
492,"524"
493,"575"
494,"486"
495,"539"
496,"517"
497,"539"
498,"534"
499,"526"
500,"537"
501,"516"
502,"551"
503,"558"
504,"552"
505,"522"
506,"562"
507,"533"
508,"546"
509,"536"
510,"505"
511,"617"
512,"571"
513,"509"
514,"540"
515,"561"
516,"538"
517,"510"
518,"627"
519,"552"
520,"592"
521,"588"
522,"595"
523,"620"
524,"665"
525,"579"
526,"569"
527,"557"
528,"563"
529,"558"
530,"561"
531,"515"
532,"569"
533,"520"
534,"552"
535,"531"
536,"549"
537,"518"
538,"539"
539,"572"
540,"516"
541,"530"
542,"530"
543,"548"
544,"545"
545,"528"
546,"539"
547,"484"
548,"515"
549,"532"
550,"543"
551,"560"
552,"574"
553,"554"
554,"513"
555,"522"
556,"528"
557,"512"
558,"541"
559,"513"
560,"556"
561,"547"
562,"485"
563,"517"
564,"522"
565,"501"
566,"493"
567,"508"
568,"498"
569,"566"
570,"498"
571,"556"
572,"497"
573,"545"
574,"525"
575,"533"
576,"492"
577,"541"
578,"503"
579,"546"
580,"533"
581,"530"
582,"545"
583,"558"
584,"503"
585,"550"
586,"562"
587,"557"
588,"528"
589,"533"
590,"516"
591,"503"
592,"514"
593,"485"
594,"504"
595,"495"
596,"519"
597,"508"
598,"512"
599,"515"
600,"539"
601,"541"
602,"499"
603,"500"
604,"545"
605,"509"
606,"536"
607,"492"
608,"493"
609,"503"
610,"543"
611,"491"
612,"532"
613,"540"
614,"497"
615,"483"
616,"510"
617,"515"
618,"524"
619,"535"
620,"548"
621,"511"
622,"539"
623,"526"
624,"581"
625,"579"
626,"616"
627,"574"
628,"546"
629,"560"
630,"529"
631,"525"
632,"533"
633,"546"
634,"549"
635,"481"
636,"555"
637,"552"
638,"555"
639,"564"
640,"541"
641,"555"
642,"539"
643,"583"
644,"584"
645,"557"
646,"538"
647,"532"
648,"526"
649,"531"
650,"539"
651,"509"
652,"553"
653,"523"
654,"565"
655,"589"
656,"563"
657,"586"
658,"647"
659,"633"
660,"690"
661,"738"
662,"782"
663,"768"
664,"817"
665,"764"
666,"776"
667,"733"
668,"697"
669,"666"
670,"636"
671,"560"
672,"557"
673,"583"
674,"511"
675,"531"
676,"537"
677,"510"
678,"484"
679,"491"
680,"523"
681,"536"
682,"522"
683,"499"
684,"551"
685,"521"
686,"516"
687,"542"
688,"481"
689,"502"
690,"485"
691,"511"
692,"556"
693,"558"
694,"622"
695,"641"
696,"703"
697,"772"
698,"760"
699,"851"
700,"873"
701,"872"
702,"898"
703,"875"
704,"831"
705,"809"
706,"821"
707,"678"
708,"656"
709,"631"
710,"541"
711,"528"
712,"498"
713,"511"
714,"512"
715,"486"
716,"487"
717,"472"
718,"480"
719,"503"
720,"488"
721,"504"
722,"466"
723,"517"
724,"440"
725,"515"
726,"443"
727,"469"
728,"484"
729,"459"
730,"466"
731,"498"
732,"480"
733,"501"
734,"521"
735,"524"
736,"557"
737,"604"
738,"533"
739,"581"
740,"579"
741,"606"
742,"587"
743,"616"
744,"599"
745,"613"
746,"564"
747,"583"
748,"520"
749,"498"
750,"496"
751,"468"
752,"452"
753,"502"
754,"480"
755,"476"
756,"483"
757,"436"
758,"461"
759,"459"
760,"407"
761,"439"
762,"455"
763,"431"
764,"444"
765,"447"
766,"409"
767,"442"
768,"476"
769,"567"
770,"525"
771,"596"
772,"617"
773,"719"
774,"776"
775,"908"
776,"991"
777,"1092"
778,"1234"
779,"1352"
780,"1444"
781,"1456"
782,"1441"
783,"1340"
784,"1305"
785,"1285"
786,"1179"
787,"1026"
788,"904"
789,"823"
790,"701"
791,"625"
792,"566"
793,"522"
794,"462"
795,"461"
796,"474"
797,"467"
798,"485"
799,"472"
800,"450"
801,"430"
802,"483"
803,"457"
804,"437"
805,"458"
806,"473"
807,"431"
808,"429"
809,"426"
810,"378"
811,"459"
812,"420"
813,"422"
814,"434"
815,"453"
816,"410"
817,"442"
818,"466"
819,"441"
820,"453"
821,"463"
822,"426"
823,"446"
824,"434"
825,"484"
826,"490"
827,"443"
828,"438"
829,"435"
830,"433"
831,"447"
832,"394"
833,"410"
834,"438"
835,"428"
836,"401"
837,"427"
838,"391"
839,"394"
840,"443"
841,"410"
842,"411"
843,"459"
844,"396"
845,"407"
846,"403"
847,"401"
848,"396"
849,"430"
850,"417"
851,"387"
852,"390"
853,"423"
854,"433"
855,"451"
856,"410"
857,"406"
858,"425"
859,"404"
860,"396"
861,"393"
862,"441"
863,"389"
864,"439"
865,"423"
866,"432"
867,"468"
868,"489"
869,"475"
870,"484"
871,"476"
872,"528"
873,"541"
874,"533"
875,"597"
876,"558"
877,"606"
878,"607"
879,"598"
880,"562"
881,"566"
882,"539"
883,"522"
884,"481"
885,"522"
886,"464"
887,"511"
888,"479"
889,"446"
890,"482"
891,"501"
892,"493"
893,"487"
894,"493"
895,"484"
896,"517"
897,"516"
898,"512"
899,"528"
900,"512"
901,"520"
902,"503"
903,"514"
904,"497"
905,"513"
906,"592"
907,"537"
908,"580"
909,"612"
910,"598"
911,"559"
912,"589"
913,"660"
914,"646"
915,"709"
916,"724"
917,"732"
918,"769"
919,"762"
920,"871"
921,"824"
922,"907"
923,"930"
924,"984"
925,"1028"
926,"1056"
927,"1080"
928,"1150"
929,"1150"
930,"1239"
931,"1221"
932,"1287"
933,"1335"
934,"1345"
935,"1255"
936,"1275"
937,"1404"
938,"1424"
939,"1420"
940,"1436"
941,"1408"
942,"1363"
943,"1384"
944,"1367"
945,"1318"
946,"1346"
947,"1303"
948,"1206"
949,"1152"
950,"1168"
951,"1138"
952,"1102"
953,"1083"
954,"1020"
955,"924"
956,"863"
957,"875"
958,"817"
959,"809"
960,"816"
961,"713"
962,"680"
963,"677"
964,"623"
965,"644"
966,"613"
967,"602"
968,"539"
969,"553"
970,"517"
971,"514"
972,"484"
973,"483"
974,"473"
975,"457"
976,"439"
977,"400"
978,"470"
979,"431"
980,"427"
981,"401"
982,"409"
983,"435"
984,"414"
985,"429"
986,"439"
987,"407"
988,"448"
989,"560"
990,"514"
991,"568"
992,"646"
993,"676"
994,"710"
995,"764"
996,"867"
997,"774"
998,"869"
999,"875"
1000,"956"
1001,"960"
1002,"972"
1003,"904"
1004,"902"
1005,"835"
1006,"802"
1007,"717"
1008,"634"
1009,"620"
1010,"542"
1011,"477"
1012,"445"
1013,"406"
1014,"375"
1015,"385"
1016,"327"
1017,"296"
1018,"303"
1019,"365"
1020,"299"
1021,"361"
1022,"319"
1023,"364"
1024,"325"
1025,"346"
1026,"349"
1027,"344"
1028,"351"
1029,"385"
1030,"335"
1031,"394"
1032,"416"
1033,"380"
1034,"392"
1035,"405"
1036,"433"
1037,"463"
1038,"483"
1039,"472"
1040,"510"
1041,"545"
1042,"554"
1043,"568"
1044,"540"
1045,"640"
1046,"665"
1047,"634"
1048,"673"
1049,"611"
1050,"657"
1051,"681"
1052,"611"
1053,"606"
1054,"556"
1055,"575"
1056,"522"
1057,"506"
1058,"499"
1059,"435"
1060,"463"
1061,"444"
1062,"450"
1063,"391"
1064,"405"
1065,"411"
1066,"426"
1067,"398"
1068,"383"
1069,"337"
1070,"350"
1071,"345"
1072,"332"
1073,"339"
1074,"328"
1075,"335"
1076,"313"
1077,"288"
1078,"332"
1079,"308"
1080,"319"
1081,"288"
1082,"281"
1083,"282"
1084,"289"
1085,"313"
1086,"294"
1087,"270"
1088,"300"
1089,"296"
1090,"249"
1091,"275"
1092,"265"
1093,"289"
1094,"247"
1095,"274"
1096,"251"
1097,"299"
1098,"266"
1099,"242"
1100,"283"
1101,"233"
1102,"260"
1103,"255"
1104,"260"
1105,"238"
1106,"228"
1107,"239"
1108,"224"
1109,"259"
1110,"226"
1111,"230"
1112,"230"
1113,"229"
1114,"246"
1115,"239"
1116,"241"
1117,"230"
1118,"262"
1119,"252"
1120,"252"
1121,"288"
1122,"281"
1123,"301"
1124,"300"
1125,"336"
1126,"327"
1127,"289"
1128,"292"
1129,"303"
1130,"309"
1131,"314"
1132,"285"
1133,"283"
1134,"282"
1135,"241"
1136,"263"
1137,"266"
1138,"251"
1139,"204"
1140,"214"
1141,"225"
1142,"224"
1143,"226"
1144,"219"
1145,"242"
1146,"218"
1147,"216"
1148,"234"
1149,"213"
1150,"203"
1151,"228"
1152,"202"
1153,"216"
1154,"247"
1155,"195"
1156,"202"
1157,"214"
1158,"177"
1159,"198"
1160,"206"
1161,"216"
1162,"192"
1163,"207"
1164,"195"
1165,"166"
1166,"195"
1167,"195"
1168,"200"
1169,"178"
1170,"191"
1171,"201"
1172,"201"
1173,"208"
1174,"213"
1175,"197"
1176,"200"
1177,"223"
1178,"242"
1179,"226"
1180,"227"
1181,"251"
1182,"225"
1183,"207"
1184,"217"
1185,"218"
1186,"211"
1187,"202"
1188,"199"
1189,"204"
1190,"206"
1191,"192"
1192,"191"
1193,"194"
1194,"207"
1195,"202"
1196,"201"
1197,"175"
1198,"201"
1199,"175"
1200,"185"
1201,"193"
1202,"217"
1203,"193"
1204,"162"
1205,"191"
1206,"193"
1207,"190"
1208,"179"
1209,"200"
1210,"176"
1211,"171"
1212,"187"
1213,"202"
1214,"183"
1215,"195"
1216,"176"
1217,"168"
1218,"178"
1219,"179"
1220,"178"
1221,"199"
1222,"182"
1223,"193"
1224,"171"
1225,"177"
1226,"169"
1227,"170"
1228,"195"
1229,"176"
1230,"174"
1231,"178"
1232,"162"
1233,"175"
1234,"154"
1235,"174"
1236,"186"
1237,"162"
1238,"167"
1239,"178"
1240,"161"
1241,"171"
1242,"171"
1243,"161"
1244,"166"
1245,"168"
1246,"137"
1247,"160"
1248,"152"
1249,"188"
1250,"170"
1251,"153"
1252,"171"
1253,"174"
1254,"161"
1255,"187"
1256,"167"
1257,"180"
1258,"147"
1259,"172"
1260,"155"
1261,"166"
1262,"168"
1263,"183"
1264,"160"
1265,"151"
1266,"166"
1267,"173"
1268,"167"
1269,"175"
1270,"160"
1271,"154"
1272,"163"
1273,"146"
1274,"137"
1275,"163"
1276,"158"
1277,"165"
1278,"156"
1279,"157"
1280,"134"
1281,"146"
1282,"157"
1283,"139"
1284,"147"
1285,"159"
1286,"163"
1287,"142"
1288,"163"
1289,"160"
1290,"128"
1291,"158"
1292,"140"
1293,"154"
1294,"134"
1295,"138"
1296,"142"
1297,"144"
1298,"153"
1299,"149"
1300,"140"
1301,"152"
1302,"151"
1303,"153"
1304,"154"
1305,"141"
1306,"141"
1307,"120"
1308,"160"
1309,"137"
1310,"162"
1311,"133"
1312,"137"
1313,"145"
1314,"142"
1315,"152"
1316,"155"
1317,"135"
1318,"159"
1319,"139"
1320,"140"
