Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 1phi 1"
Duration Time,60.842
Ambient Temperature,"95.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"982621"
Raw Accumulated Counts,"1027818"
Valid Count Last Packet,"15157"
Raw Count Last Packet,"15872"
Live Time,58.440994
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8044
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1779"
1,"1465"
2,"984"
3,"514"
4,"201"
5,"70"
6,"26"
7,"2"
8,"0"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"5"
22,"29"
23,"128"
24,"195"
25,"204"
26,"233"
27,"186"
28,"216"
29,"212"
30,"206"
31,"188"
32,"201"
33,"152"
34,"172"
35,"190"
36,"175"
37,"182"
38,"173"
39,"156"
40,"170"
41,"186"
42,"183"
43,"179"
44,"192"
45,"187"
46,"183"
47,"192"
48,"179"
49,"175"
50,"184"
51,"170"
52,"178"
53,"176"
54,"184"
55,"173"
56,"146"
57,"167"
58,"195"
59,"185"
60,"192"
61,"174"
62,"179"
63,"156"
64,"161"
65,"165"
66,"145"
67,"150"
68,"132"
69,"147"
70,"195"
71,"210"
72,"255"
73,"271"
74,"281"
75,"280"
76,"236"
77,"230"
78,"226"
79,"218"
80,"277"
81,"350"
82,"527"
83,"826"
84,"1300"
85,"1559"
86,"1776"
87,"1606"
88,"1356"
89,"1048"
90,"721"
91,"453"
92,"270"
93,"208"
94,"195"
95,"180"
96,"162"
97,"167"
98,"166"
99,"154"
100,"184"
101,"175"
102,"158"
103,"149"
104,"125"
105,"147"
106,"143"
107,"105"
108,"150"
109,"173"
110,"178"
111,"191"
112,"196"
113,"228"
114,"261"
115,"240"
116,"241"
117,"259"
118,"208"
119,"199"
120,"196"
121,"202"
122,"212"
123,"250"
124,"234"
125,"258"
126,"298"
127,"391"
128,"536"
129,"762"
130,"1046"
131,"1384"
132,"1631"
133,"1946"
134,"1936"
135,"1862"
136,"1629"
137,"1435"
138,"1335"
139,"1323"
140,"1443"
141,"1398"
142,"1474"
143,"1581"
144,"1652"
145,"1723"
146,"1753"
147,"1703"
148,"1507"
149,"1271"
150,"951"
151,"680"
152,"508"
153,"384"
154,"349"
155,"344"
156,"366"
157,"436"
158,"544"
159,"745"
160,"1064"
161,"1575"
162,"2121"
163,"2584"
164,"2899"
165,"2747"
166,"2468"
167,"1849"
168,"1314"
169,"874"
170,"500"
171,"353"
172,"279"
173,"318"
174,"316"
175,"453"
176,"551"
177,"639"
178,"807"
179,"934"
180,"1030"
181,"1153"
182,"1212"
183,"1193"
184,"1122"
185,"911"
186,"749"
187,"575"
188,"419"
189,"303"
190,"251"
191,"221"
192,"234"
193,"248"
194,"265"
195,"275"
196,"328"
197,"352"
198,"368"
199,"367"
200,"351"
201,"361"
202,"319"
203,"272"
204,"287"
205,"277"
206,"250"
207,"245"
208,"255"
209,"242"
210,"228"
211,"240"
212,"271"
213,"225"
214,"281"
215,"272"
216,"328"
217,"384"
218,"494"
219,"604"
220,"865"
221,"1070"
222,"1275"
223,"1357"
224,"1308"
225,"1322"
226,"1060"
227,"836"
228,"668"
229,"584"
230,"503"
231,"477"
232,"426"
233,"406"
234,"346"
235,"366"
236,"353"
237,"381"
238,"357"
239,"418"
240,"483"
241,"469"
242,"501"
243,"570"
244,"523"
245,"586"
246,"554"
247,"498"
248,"456"
249,"457"
250,"450"
251,"434"
252,"412"
253,"408"
254,"431"
255,"441"
256,"440"
257,"385"
258,"456"
259,"405"
260,"365"
261,"418"
262,"404"
263,"397"
264,"427"
265,"388"
266,"405"
267,"445"
268,"402"
269,"421"
270,"420"
271,"422"
272,"427"
273,"431"
274,"408"
275,"421"
276,"408"
277,"422"
278,"412"
