Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 -1phi 6"
259,"352"
260,"340"
261,"341"
262,"393"
263,"382"
264,"363"
265,"413"
266,"384"
267,"424"
268,"413"
269,"446"
270,"450"
271,"413"
272,"430"
273,"355"
274,"417"
275,"406"
276,"384"
277,"413"
278,"343"
279,"368"
280,"398"
281,"398"
282,"393"
283,"398"
284,"418"
285,"434"
286,"451"
287,"473"
288,"509"
289,"557"
290,"579"
291,"633"
292,"588"
293,"672"
294,"602"
295,"625"
296,"596"
297,"567"
298,"507"
299,"505"
300,"556"
301,"527"
302,"591"
303,"581"
304,"610"
305,"622"
306,"713"
307,"896"
308,"1235"
309,"1950"
310,"3180"
311,"5477"
312,"8636"
313,"13182"
314,"18568"
315,"23959"
316,"28362"
317,"30671"
318,"30856"
319,"28114"
320,"23479"
321,"18135"
322,"12817"
323,"8343"
324,"4994"
325,"3003"
326,"1735"
327,"1085"
328,"768"
329,"666"
330,"563"
331,"543"
332,"552"
333,"568"
334,"526"
335,"548"
336,"545"
337,"562"
338,"623"
339,"596"
340,"695"
341,"801"
342,"933"
343,"1316"
344,"1744"
345,"2337"
346,"3014"
347,"3851"
348,"4639"
349,"5140"
350,"5251"
351,"5169"
352,"4490"
353,"3732"
354,"2947"
355,"2226"
356,"1653"
357,"1276"
358,"995"
359,"829"
360,"810"
361,"789"
362,"795"
363,"789"
364,"828"
365,"876"
366,"962"
367,"1027"
368,"1125"
369,"1138"
370,"1172"
371,"1156"
372,"1107"
373,"962"
374,"836"
375,"695"
376,"558"
377,"509"
378,"474"
379,"374"
380,"376"
381,"410"
382,"345"
383,"383"
384,"435"
385,"373"
386,"365"
387,"383"
388,"424"
389,"365"
390,"380"
391,"443"
392,"387"
393,"452"
394,"451"
395,"553"
396,"548"
397,"587"
398,"698"
399,"651"
400,"657"
401,"643"
402,"619"
403,"544"
404,"551"
405,"480"
406,"477"
407,"517"
408,"502"
409,"518"
410,"488"
411,"490"
412,"457"
413,"418"
414,"416"
415,"379"
416,"397"
417,"428"
418,"379"
419,"393"
420,"373"
421,"390"
422,"399"
423,"403"
424,"440"
425,"471"
426,"488"
427,"486"
428,"502"
429,"511"
430,"505"
431,"456"
432,"470"
433,"431"
434,"450"
435,"398"
436,"387"
437,"408"
438,"382"
439,"408"
440,"404"
441,"388"
442,"431"
443,"415"
444,"380"
445,"384"
446,"361"
447,"372"
448,"427"
449,"412"
450,"372"
451,"397"
452,"398"
453,"355"
454,"406"
455,"405"
456,"403"
457,"395"
458,"427"
459,"403"
460,"424"
461,"436"
462,"402"
463,"427"
464,"407"
465,"392"
466,"374"
467,"391"
468,"387"
469,"367"
470,"386"
471,"388"
472,"386"
473,"411"
474,"416"
475,"369"
476,"385"
477,"390"
478,"374"
479,"392"
480,"398"
481,"395"
482,"398"
483,"399"
484,"383"
485,"377"
486,"366"
487,"392"
488,"379"
489,"341"
490,"401"
491,"380"
492,"348"
493,"374"
494,"377"
495,"377"
496,"360"
497,"355"
498,"366"
499,"391"
500,"403"
501,"384"
502,"415"
503,"382"
504,"361"
505,"386"
506,"340"
507,"354"
508,"385"
509,"366"
510,"383"
511,"334"
512,"397"
513,"390"
514,"382"
515,"371"
516,"371"
517,"381"
518,"379"
519,"404"
520,"383"
521,"420"
522,"408"
523,"416"
524,"397"
525,"391"
526,"436"
527,"387"
528,"406"
529,"399"
530,"381"
531,"367"
532,"364"
533,"431"
534,"386"
535,"341"
536,"363"
537,"343"
538,"361"
539,"373"
540,"375"
541,"356"
542,"357"
543,"367"
544,"355"
545,"377"
546,"354"
547,"382"
548,"336"
549,"361"
550,"365"
551,"353"
552,"396"
553,"356"
554,"356"
555,"369"
556,"354"
557,"359"
558,"358"
559,"348"
560,"369"
561,"360"
562,"334"
563,"394"
564,"380"
565,"357"
566,"343"
567,"379"
568,"362"
569,"356"
570,"377"
571,"324"
572,"334"
573,"330"
574,"339"
575,"343"
576,"367"
577,"370"
578,"327"
579,"325"
580,"332"
581,"338"
582,"323"
583,"347"
584,"359"
585,"373"
586,"331"
587,"341"
588,"347"
589,"358"
590,"358"
591,"346"
592,"330"
593,"379"
594,"394"
595,"364"
596,"328"
597,"337"
598,"373"
599,"338"
600,"349"
601,"334"
602,"341"
603,"327"
604,"347"
605,"366"
606,"362"
607,"350"
608,"343"
609,"340"
610,"336"
611,"370"
612,"342"
613,"348"
614,"342"
615,"336"
616,"351"
617,"345"
618,"344"
619,"354"
620,"345"
621,"356"
622,"359"
623,"341"
624,"359"
625,"377"
626,"394"
627,"343"
628,"366"
629,"361"
630,"367"
631,"345"
632,"370"
633,"366"
634,"341"
635,"353"
636,"387"
637,"357"
638,"379"
639,"374"
640,"367"
641,"341"
642,"360"
643,"347"
644,"376"
645,"347"
646,"334"
647,"363"
648,"362"
649,"355"
650,"350"
651,"333"
652,"363"
653,"351"
654,"358"
655,"381"
656,"370"
657,"421"
658,"455"
659,"484"
660,"504"
661,"555"
662,"594"
663,"579"
664,"553"
665,"615"
666,"512"
667,"524"
668,"469"
669,"437"
670,"409"
671,"393"
672,"370"
673,"351"
674,"341"
675,"316"
676,"390"
677,"332"
678,"325"
679,"320"
680,"331"
681,"354"
682,"308"
683,"324"
684,"361"
685,"324"
686,"298"
687,"328"
688,"329"
689,"328"
690,"367"
691,"333"
692,"337"
693,"362"
694,"379"
695,"384"
696,"425"
697,"447"
698,"515"
699,"482"
700,"544"
701,"505"
702,"549"
703,"552"
704,"504"
705,"461"
706,"459"
707,"424"
708,"402"
709,"344"
710,"329"
711,"319"
712,"309"
713,"329"
714,"294"
715,"277"
716,"297"
717,"320"
718,"299"
719,"309"
720,"296"
721,"309"
722,"333"
723,"276"
724,"295"
725,"316"
726,"276"
727,"310"
728,"307"
729,"297"
730,"267"
731,"315"
732,"333"
733,"329"
734,"313"
735,"321"
736,"334"
737,"372"
738,"396"
739,"371"
740,"349"
741,"356"
742,"333"
743,"329"
744,"353"
745,"326"
746,"361"
747,"362"
748,"323"
749,"313"
750,"319"
751,"334"
752,"327"
753,"342"
754,"300"
755,"316"
756,"323"
757,"317"
758,"298"
759,"291"
760,"296"
761,"302"
762,"302"
763,"289"
764,"301"
765,"301"
766,"294"
767,"296"
768,"298"
769,"313"
770,"300"
771,"304"
772,"358"
773,"335"
774,"379"
775,"409"
776,"424"
777,"451"
778,"468"
779,"524"
780,"524"
781,"544"
782,"518"
783,"530"
784,"536"
785,"486"
786,"466"
787,"398"
788,"393"
789,"362"
790,"331"
791,"308"
792,"313"
793,"260"
794,"301"
795,"288"
796,"305"
797,"263"
798,"293"
799,"283"
800,"316"
801,"293"
802,"280"
803,"291"
804,"272"
805,"276"
806,"273"
807,"253"
808,"290"
809,"302"
810,"300"
811,"273"
812,"262"
813,"305"
814,"273"
815,"281"
816,"277"
817,"288"
818,"302"
819,"291"
820,"278"
821,"277"
822,"280"
823,"278"
824,"268"
825,"303"
826,"310"
827,"281"
828,"270"
829,"274"
830,"297"
831,"300"
832,"283"
833,"266"
834,"259"
835,"299"
836,"273"
837,"282"
838,"286"
839,"261"
840,"264"
841,"264"
842,"267"
843,"233"
844,"260"
845,"251"
846,"284"
847,"272"
848,"277"
849,"274"
850,"267"
851,"279"
852,"255"
853,"299"
854,"256"
855,"289"
856,"259"
857,"288"
858,"277"
859,"255"
860,"304"
861,"267"
862,"278"
863,"271"
864,"272"
865,"267"
866,"291"
867,"275"
868,"289"
869,"297"
870,"294"
871,"301"
872,"284"
873,"320"
874,"331"
875,"354"
876,"316"
877,"272"
878,"291"
879,"354"
880,"304"
881,"316"
882,"318"
883,"282"
884,"350"
885,"287"
886,"300"
887,"330"
888,"289"
889,"305"
890,"304"
891,"329"
892,"322"
893,"315"
894,"301"
895,"323"
896,"310"
897,"335"
898,"364"
899,"317"
900,"330"
901,"332"
902,"352"
903,"331"
904,"398"
905,"373"
906,"359"
907,"408"
908,"414"
909,"398"
910,"398"
911,"421"
912,"455"
913,"446"
914,"459"
915,"440"
916,"496"
917,"515"
918,"553"
919,"537"
920,"587"
921,"629"
922,"631"
923,"623"
924,"702"
925,"751"
926,"757"
927,"782"
928,"854"
929,"851"
930,"881"
931,"935"
932,"843"
933,"890"
934,"932"
935,"903"
936,"935"
937,"909"
938,"947"
939,"977"
940,"918"
941,"967"
942,"893"
943,"877"
944,"881"
945,"888"
946,"865"
947,"784"
948,"776"
949,"741"
950,"735"
951,"709"
952,"670"
953,"627"
954,"598"
955,"623"
956,"533"
957,"548"
958,"544"
959,"508"
960,"493"
961,"443"
962,"425"
963,"435"
964,"414"
965,"417"
966,"393"
967,"351"
968,"378"
969,"399"
970,"315"
971,"318"
972,"356"
973,"331"
974,"312"
975,"292"
976,"307"
977,"325"
978,"293"
979,"301"
980,"280"
981,"259"
982,"262"
983,"256"
984,"256"
985,"248"
986,"272"
987,"310"
988,"324"
989,"319"
990,"368"
991,"341"
992,"391"
993,"416"
994,"420"
995,"502"
996,"508"
997,"575"
998,"621"
999,"588"
1000,"599"
1001,"649"
1002,"631"
1003,"596"
1004,"597"
1005,"510"
1006,"544"
1007,"483"
1008,"441"
1009,"410"
1010,"358"
1011,"294"
1012,"268"
1013,"270"
1014,"246"
1015,"248"
1016,"222"
1017,"244"
1018,"250"
1019,"237"
1020,"254"
1021,"251"
1022,"269"
1023,"224"
1024,"224"
1025,"216"
1026,"269"
1027,"277"
1028,"234"
1029,"265"
1030,"266"
1031,"272"
1032,"285"
1033,"320"
1034,"284"
1035,"268"
1036,"310"
1037,"349"
1038,"363"
1039,"336"
1040,"375"
1041,"424"
1042,"409"
1043,"412"
1044,"421"
1045,"433"
1046,"441"
1047,"454"
1048,"421"
1049,"497"
1050,"456"
1051,"454"
1052,"445"
1053,"390"
1054,"419"
1055,"377"
1056,"370"
1057,"348"
1058,"353"
1059,"286"
1060,"311"
1061,"305"
1062,"261"
1063,"280"
1064,"237"
1065,"263"
1066,"239"
1067,"266"
1068,"255"
1069,"257"
1070,"227"
1071,"243"
1072,"236"
1073,"230"
1074,"219"
1075,"185"
1076,"245"
1077,"216"
1078,"220"
1079,"184"
1080,"202"
1081,"201"
1082,"189"
1083,"196"
1084,"202"
1085,"220"
1086,"196"
1087,"183"
1088,"180"
1089,"176"
1090,"170"
1091,"201"
1092,"172"
1093,"196"
1094,"182"
1095,"175"
1096,"177"
1097,"180"
1098,"183"
1099,"154"
1100,"185"
1101,"171"
1102,"192"
1103,"176"
1104,"160"
1105,"180"
1106,"153"
1107,"153"
1108,"169"
1109,"180"
1110,"164"
1111,"169"
1112,"163"
1113,"164"
1114,"157"
1115,"175"
1116,"188"
1117,"174"
1118,"170"
1119,"163"
1120,"197"
1121,"195"
1122,"188"
1123,"183"
1124,"200"
1125,"217"
1126,"211"
1127,"213"
1128,"199"
1129,"229"
1130,"220"
1131,"193"
1132,"203"
1133,"182"
1134,"188"
1135,"152"
1136,"148"
1137,"150"
1138,"161"
1139,"165"
1140,"154"
1141,"142"
1142,"169"
1143,"151"
1144,"166"
1145,"144"
1146,"166"
1147,"145"
1148,"137"
1149,"160"
1150,"180"
1151,"170"
1152,"151"
1153,"154"
1154,"131"
1155,"152"
1156,"142"
1157,"164"
1158,"147"
1159,"141"
1160,"141"
1161,"139"
1162,"151"
1163,"124"
1164,"135"
1165,"137"
1166,"133"
1167,"123"
1168,"121"
1169,"143"
1170,"141"
1171,"147"
1172,"147"
1173,"157"
1174,"147"
1175,"143"
1176,"155"
1177,"148"
1178,"151"
1179,"163"
1180,"162"
1181,"154"
1182,"185"
1183,"147"
1184,"172"
1185,"172"
1186,"144"
1187,"148"
1188,"140"
1189,"124"
1190,"134"
1191,"137"
1192,"129"
1193,"116"
1194,"139"
1195,"139"
1196,"132"
1197,"133"
1198,"135"
1199,"130"
1200,"125"
1201,"147"
1202,"114"
1203,"110"
1204,"142"
1205,"147"
1206,"139"
1207,"133"
1208,"138"
1209,"138"
1210,"121"
1211,"120"
1212,"114"
1213,"117"
1214,"112"
1215,"112"
1216,"113"
1217,"115"
1218,"123"
1219,"127"
1220,"105"
1221,"124"
1222,"122"
1223,"132"
1224,"134"
1225,"127"
1226,"111"
1227,"125"
1228,"133"
1229,"134"
1230,"116"
1231,"136"
1232,"116"
1233,"134"
1234,"114"
1235,"117"
1236,"130"
1237,"118"
1238,"118"
1239,"123"
1240,"128"
1241,"121"
1242,"125"
1243,"108"
1244,"129"
1245,"126"
1246,"136"
1247,"120"
1248,"134"
1249,"127"
1250,"102"
1251,"123"
1252,"127"
1253,"112"
1254,"116"
1255,"124"
1256,"141"
1257,"121"
1258,"101"
1259,"101"
1260,"118"
1261,"111"
1262,"119"
1263,"125"
1264,"116"
1265,"112"
1266,"110"
1267,"100"
1268,"119"
1269,"105"
1270,"121"
1271,"110"
1272,"108"
1273,"107"
1274,"98"
1275,"106"
1276,"109"
1277,"110"
1278,"109"
1279,"121"
1280,"119"
1281,"105"
1282,"103"
1283,"112"
1284,"116"
1285,"101"
1286,"103"
1287,"109"
1288,"107"
1289,"116"
1290,"114"
1291,"110"
1292,"87"
1293,"98"
1294,"114"
1295,"98"
1296,"104"
1297,"94"
1298,"105"
1299,"104"
1300,"111"
1301,"96"
1302,"93"
1303,"97"
1304,"91"
1305,"101"
1306,"100"
1307,"94"
1308,"97"
1309,"92"
1310,"102"
1311,"90"
1312,"85"
1313,"115"
1314,"86"
1315,"94"
1316,"94"
1317,"99"
1318,"116"
1319,"94"
1320,"98"
1321,"96"
1322,"101"
1323,"91"
1324,"108"
1325,"99"
1326,"103"
1327,"76"
1328,"100"
1329,"91"
1330,"82"
1331,"92"
1332,"84"
1333,"77"
1334,"79"
1335,"81"
1336,"95"
1337,"108"
1338,"90"
1339,"83"
1340,"87"
1341,"77"
1342,"104"
1343,"101"
1344,"88"
1345,"89"
1346,"96"
1347,"96"
1348,"105"
1349,"99"
1350,"90"
1351,"87"
1352,"80"
1353,"89"
1354,"83"
1355,"81"
1356,"98"
1357,"84"
1358,"83"
1359,"95"
1360,"106"
1361,"90"
1362,"78"
1363,"70"
1364,"84"
1365,"86"
1366,"100"
1367,"85"
1368,"99"
1369,"73"
1370,"96"
1371,"85"
1372,"84"
1373,"89"
1374,"89"
1375,"79"
1376,"92"
1377,"77"
1378,"85"
1379,"81"
1380,"65"
1381,"72"
1382,"85"
1383,"84"
1384,"66"
1385,"81"
1386,"71"
1387,"70"
1388,"88"
1389,"82"
1390,"73"
1391,"77"
1392,"89"
1393,"70"
1394,"68"
1395,"87"
1396,"67"
1397,"79"
1398,"83"
1399,"69"
1400,"86"
1401,"83"
1402,"86"
1403,"82"
1404,"81"
1405,"73"
1406,"67"
1407,"66"
1408,"51"
1409,"74"
1410,"78"
1411,"79"
1412,"50"
1413,"77"
1414,"81"
1415,"63"
1416,"81"
1417,"80"
1418,"68"
1419,"81"
1420,"81"
1421,"69"
1422,"70"
1423,"77"
1424,"72"
1425,"64"
1426,"72"
1427,"74"
1428,"72"
1429,"69"
1430,"73"
1431,"80"
1432,"74"
1433,"63"
1434,"65"
1435,"64"
1436,"67"
1437,"69"
1438,"64"
1439,"72"
1440,"66"
1441,"84"
1442,"59"
1443,"72"
1444,"64"
1445,"64"
1446,"52"
1447,"72"
1448,"64"
1449,"66"
1450,"78"
1451,"62"
1452,"70"
1453,"60"
1454,"74"
1455,"68"
1456,"53"
1457,"66"
1458,"63"
1459,"64"
1460,"68"
1461,"60"
1462,"51"
1463,"54"
1464,"60"
1465,"60"
1466,"57"
1467,"50"
1468,"59"
1469,"67"
1470,"64"
1471,"62"
1472,"67"
1473,"61"
1474,"59"
1475,"73"
1476,"60"
1477,"55"
1478,"52"
1479,"50"
1480,"62"
1481,"57"
1482,"41"
1483,"54"
1484,"54"
1485,"59"
1486,"57"
1487,"49"
1488,"59"
1489,"53"
1490,"58"
1491,"44"
1492,"50"
1493,"48"
1494,"55"
1495,"46"
1496,"58"
1497,"53"
1498,"66"
1499,"60"
1500,"53"
1501,"44"
1502,"48"
1503,"46"
1504,"41"
1505,"54"
1506,"52"
1507,"48"
1508,"67"
1509,"57"
1510,"61"
1511,"39"
1512,"53"
1513,"52"
1514,"42"
1515,"52"
1516,"63"
1517,"52"
1518,"36"
1519,"49"
1520,"51"
1521,"45"
1522,"53"
1523,"53"
1524,"58"
1525,"48"
1526,"51"
1527,"39"
1528,"52"
1529,"33"
1530,"47"
1531,"37"
1532,"41"
1533,"47"
1534,"42"
1535,"38"
1536,"54"
1537,"51"
1538,"47"
1539,"45"
1540,"58"
1541,"48"
1542,"38"
1543,"38"
1544,"51"
1545,"48"
1546,"27"
1547,"52"
1548,"44"
1549,"37"
1550,"38"
1551,"48"
1552,"34"
1553,"41"
1554,"45"
1555,"32"
1556,"47"
1557,"40"
1558,"42"
1559,"41"
1560,"36"
1561,"48"
1562,"32"
1563,"34"
1564,"41"
1565,"27"
1566,"39"
1567,"32"
1568,"41"
1569,"38"
1570,"35"
1571,"38"
1572,"41"
1573,"51"
1574,"37"
1575,"44"
1576,"26"
1577,"32"
1578,"39"
1579,"36"
1580,"31"
1581,"29"
1582,"31"
1583,"39"
1584,"33"
1585,"28"
1586,"42"
1587,"37"
1588,"31"
1589,"35"
1590,"35"
1591,"24"
1592,"29"
1593,"32"
1594,"25"
1595,"28"
1596,"27"
1597,"33"
1598,"26"
1599,"29"
1600,"36"
1601,"30"
1602,"30"
1603,"29"
1604,"33"
1605,"24"
1606,"29"
1607,"28"
1608,"26"
1609,"33"
1610,"23"
1611,"23"
1612,"30"
1613,"31"
1614,"19"
1615,"30"
1616,"25"
1617,"29"
1618,"27"
1619,"27"
1620,"20"
1621,"20"
1622,"29"
1623,"34"
1624,"18"
1625,"23"
1626,"22"
1627,"26"
1628,"27"
1629,"17"
1630,"24"
1631,"16"
1632,"22"
1633,"18"
1634,"24"
1635,"27"
1636,"17"
1637,"20"
1638,"27"
1639,"16"
1640,"21"
1641,"26"
1642,"24"
1643,"16"
1644,"27"
1645,"17"
1646,"17"
1647,"16"
1648,"13"
1649,"11"
1650,"23"
1651,"20"
1652,"12"
1653,"14"
1654,"18"
1655,"21"
1656,"11"
1657,"19"
1658,"13"
1659,"18"
1660,"16"
1661,"9"
1662,"10"
1663,"17"
1664,"21"
1665,"16"
1666,"13"
1667,"18"
1668,"9"
1669,"13"
1670,"13"
1671,"15"
1672,"15"
1673,"12"
1674,"9"
1675,"13"
1676,"15"
1677,"8"
1678,"16"
1679,"10"
1680,"8"
1681,"10"
1682,"12"
1683,"14"
1684,"6"
1685,"19"
1686,"16"
1687,"14"
1688,"16"
1689,"13"
1690,"9"
1691,"7"
1692,"6"
1693,"10"
1694,"8"
1695,"4"
1696,"11"
1697,"8"
1698,"12"
1699,"13"
1700,"10"
1701,"9"
1702,"5"
1703,"9"
1704,"6"
1705,"7"
1706,"6"
1707,"4"
1708,"6"
1709,"12"
1710,"4"
1711,"3"
1712,"11"
1713,"3"
1714,"6"
1715,"10"
1716,"11"
1717,"6"
1718,"4"
1719,"9"
1720,"5"
1721,"7"
1722,"3"
1723,"7"
1724,"5"
1725,"10"
1726,"6"
1727,"8"
1728,"4"
1729,"10"
1730,"4"
1731,"7"
1732,"5"
1733,"6"
1734,"2"
1735,"0"
1736,"4"
1737,"5"
1738,"2"
1739,"1"
1740,"3"
1741,"2"
1742,"2"
1743,"6"
1744,"0"
1745,"2"
1746,"8"
1747,"2"
1748,"5"
1749,"3"
1750,"2"
1751,"2"
1752,"0"
1753,"0"
1754,"4"
1755,"3"
1756,"2"
1757,"2"
1758,"6"
1759,"4"
1760,"3"
1761,"1"
1762,"1"
1763,"4"
1764,"6"
1765,"3"
1766,"4"
1767,"2"
1768,"2"
1769,"2"
1770,"5"
1771,"5"
1772,"3"
1773,"0"
1774,"1"
1775,"4"
1776,"3"
1777,"1"
1778,"0"
1779,"4"
1780,"2"
1781,"0"
1782,"1"
1783,"2"
1784,"1"
1785,"2"
1786,"1"
1787,"1"
1788,"1"
1789,"3"
1790,"1"
1791,"0"
1792,"2"
1793,"1"
1794,"6"
1795,"1"
1796,"2"
1797,"1"
1798,"3"
1799,"1"
1800,"0"
1801,"2"
1802,"0"
1803,"1"
1804,"3"
1805,"0"
1806,"2"
1807,"3"
1808,"2"
1809,"2"
1810,"1"
1811,"0"
1812,"0"
1813,"1"
1814,"0"
1815,"3"
1816,"2"
1817,"0"
1818,"3"
1819,"0"
1820,"0"
1821,"1"
1822,"1"
1823,"1"
1824,"2"
1825,"1"
1826,"0"
1827,"0"
1828,"2"
1829,"0"
1830,"1"
1831,"0"
1832,"0"
1833,"1"
1834,"0"
1835,"1"
1836,"0"
1837,"0"
1838,"2"
1839,"0"
1840,"0"
1841,"1"
1842,"0"
1843,"3"
1844,"3"
1845,"0"
1846,"0"
1847,"1"
1848,"0"
1849,"0"
1850,"0"
1851,"3"
1852,"1"
1853,"0"
1854,"1"
1855,"1"
1856,"0"
1857,"1"
1858,"1"
1859,"1"
1860,"1"
1861,"1"
1862,"0"
1863,"0"
1864,"1"
1865,"0"
1866,"1"
1867,"1"
1868,"1"
1869,"0"
1870,"0"
1871,"1"
1872,"1"
1873,"0"
1874,"0"
1875,"0"
1876,"1"
1877,"2"
1878,"2"
1879,"0"
1880,"0"
1881,"2"
1882,"0"
1883,"0"
1884,"4"
1885,"0"
1886,"0"
1887,"0"
1888,"0"
1889,"0"
1890,"0"
1891,"0"
1892,"1"
1893,"0"
1894,"0"
1895,"2"
1896,"0"
1897,"0"
1898,"1"
1899,"0"
1900,"2"
1901,"1"
1902,"1"
1903,"0"
1904,"0"
1905,"1"
1906,"0"
1907,"1"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"1"
1917,"1"
1918,"0"
1919,"0"
1920,"0"
1921,"1"
1922,"0"
1923,"0"
1924,"1"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"1"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"1"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"1"
1989,"0"
1990,"0"
1991,"0"
1992,"1"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"1"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


