Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 -1phi 2"
207,"217"
208,"193"
209,"202"
210,"232"
211,"219"
212,"250"
213,"225"
214,"272"
215,"266"
216,"254"
217,"344"
218,"365"
219,"546"
220,"734"
221,"861"
222,"1069"
223,"1099"
224,"1170"
225,"1082"
226,"915"
227,"779"
228,"645"
229,"527"
230,"473"
231,"378"
232,"407"
233,"344"
234,"338"
235,"330"
236,"349"
237,"322"
238,"328"
239,"362"
240,"427"
241,"389"
242,"429"
243,"503"
244,"504"
245,"483"
246,"452"
247,"409"
248,"422"
249,"388"
250,"362"
251,"340"
252,"326"
253,"295"
254,"307"
255,"325"
256,"352"
257,"305"
258,"346"
259,"343"
260,"342"
261,"351"
262,"332"
263,"352"
264,"407"
265,"367"
266,"403"
267,"430"
268,"413"
269,"419"
270,"406"
271,"419"
272,"399"
273,"390"
274,"424"
275,"345"
276,"397"
277,"365"
278,"405"
279,"371"
280,"384"
281,"377"
282,"396"
283,"419"
284,"422"
285,"462"
286,"410"
287,"457"
288,"469"
289,"523"
290,"558"
291,"560"
292,"570"
293,"586"
294,"531"
295,"557"
296,"519"
297,"507"
298,"486"
299,"470"
300,"449"
301,"482"
302,"504"
303,"504"
304,"549"
305,"596"
306,"661"
307,"784"
308,"1021"
309,"1573"
310,"2644"
311,"4290"
312,"6842"
313,"10423"
314,"14477"
315,"18787"
316,"21964"
317,"24194"
318,"23945"
319,"21826"
320,"18448"
321,"13954"
322,"9847"
323,"6655"
324,"4054"
325,"2415"
326,"1340"
327,"928"
328,"631"
329,"593"
330,"534"
331,"466"
332,"498"
333,"510"
334,"506"
335,"533"
336,"534"
337,"512"
338,"507"
339,"574"
340,"622"
341,"669"
342,"886"
343,"1088"
344,"1372"
345,"1922"
346,"2487"
347,"3199"
348,"3655"
349,"4093"
350,"4270"
351,"4187"
352,"3618"
353,"3033"
354,"2394"
355,"1852"
356,"1368"
357,"1052"
358,"830"
359,"790"
360,"744"
361,"765"
362,"751"
363,"794"
364,"861"
365,"890"
366,"965"
367,"940"
368,"1064"
369,"1134"
370,"1173"
371,"1159"
372,"1072"
373,"971"
374,"810"
375,"715"
376,"542"
377,"481"
378,"458"
379,"395"
380,"381"
381,"360"
382,"366"
383,"407"
384,"354"
385,"348"
386,"368"
387,"365"
388,"361"
389,"338"
390,"386"
391,"409"
392,"418"
393,"446"
394,"447"
395,"510"
396,"558"
397,"564"
398,"598"
399,"564"
400,"596"
401,"572"
402,"545"
403,"509"
404,"466"
405,"438"
406,"489"
407,"464"
408,"458"
409,"503"
410,"426"
411,"427"
412,"468"
413,"395"
414,"384"
415,"377"
416,"394"
417,"362"
418,"371"
419,"370"
420,"370"
421,"367"
422,"339"
423,"378"
424,"399"
425,"421"
426,"470"
427,"488"
428,"460"
429,"400"
430,"450"
431,"431"
432,"428"
433,"390"
434,"390"
435,"364"
436,"378"
437,"364"
438,"374"
439,"340"
440,"366"
441,"389"
442,"384"
443,"360"
444,"383"
445,"367"
446,"340"
447,"311"
448,"355"
449,"340"
450,"376"
451,"328"
452,"337"
453,"352"
454,"357"
455,"383"
456,"354"
457,"380"
458,"346"
459,"407"
460,"360"
461,"362"
462,"368"
463,"366"
464,"338"
465,"331"
466,"329"
467,"387"
468,"354"
469,"344"
470,"345"
471,"370"
472,"362"
473,"393"
474,"391"
475,"340"
476,"365"
477,"359"
478,"318"
479,"362"
480,"393"
481,"370"
482,"330"
483,"343"
484,"342"
485,"314"
486,"338"
487,"364"
488,"356"
489,"380"
490,"341"
491,"373"
492,"341"
493,"369"
494,"363"
495,"339"
496,"366"
497,"356"
498,"376"
499,"374"
500,"354"
501,"350"
502,"336"
503,"343"
504,"356"
505,"329"
506,"331"
507,"299"
508,"316"
509,"379"
510,"354"
511,"361"
512,"333"
513,"344"
514,"365"
515,"308"
516,"346"
517,"375"
518,"336"
519,"343"
520,"364"
521,"368"
522,"360"
523,"365"
524,"333"
525,"328"
526,"374"
527,"322"
528,"318"
529,"346"
530,"357"
531,"317"
532,"316"
533,"339"
534,"313"
535,"308"
536,"318"
537,"333"
538,"323"
539,"353"
540,"319"
541,"318"
542,"310"
543,"338"
544,"332"
545,"327"
546,"337"
547,"340"
548,"324"
549,"315"
550,"339"
551,"348"
552,"328"
553,"314"
554,"342"
555,"312"
556,"318"
557,"332"
558,"293"
559,"327"
560,"360"
561,"319"
562,"322"
563,"341"
564,"312"
565,"315"
566,"303"
567,"332"
568,"326"
569,"316"
570,"326"
571,"301"
572,"343"
573,"310"
574,"305"
575,"339"
576,"351"
577,"320"
578,"355"
579,"331"
580,"305"
581,"312"
582,"331"
583,"323"
584,"315"
585,"308"
586,"315"
587,"317"
588,"324"
589,"344"
590,"312"
591,"324"
592,"325"
593,"293"
594,"314"
595,"316"
596,"334"
597,"337"
598,"316"
599,"333"
600,"316"
601,"311"
602,"316"
603,"336"
604,"315"
605,"276"
606,"320"
607,"317"
608,"318"
609,"328"
610,"318"
611,"310"
612,"300"
613,"303"
614,"315"
615,"327"
616,"330"
617,"309"
618,"335"
619,"376"
620,"333"
621,"328"
622,"288"
623,"341"
624,"339"
625,"336"
626,"309"
627,"309"
628,"325"
629,"328"
630,"344"
631,"323"
632,"333"
633,"301"
634,"314"
635,"323"
636,"360"
637,"319"
638,"313"
639,"335"
640,"323"
641,"323"
642,"309"
643,"310"
644,"345"
645,"300"
646,"312"
647,"344"
648,"339"
649,"311"
650,"321"
651,"335"
652,"340"
653,"307"
654,"323"
655,"326"
656,"358"
657,"366"
658,"407"
659,"443"
660,"430"
661,"485"
662,"503"
663,"472"
664,"514"
665,"511"
666,"533"
667,"484"
668,"446"
669,"396"
670,"374"
671,"359"
672,"323"
673,"339"
674,"317"
675,"301"
676,"328"
677,"293"
678,"300"
679,"314"
680,"299"
681,"302"
682,"297"
683,"278"
684,"290"
685,"295"
686,"297"
687,"281"
688,"306"
689,"311"
690,"273"
691,"322"
692,"305"
693,"305"
694,"295"
695,"334"
696,"354"
697,"371"
698,"416"
699,"438"
700,"474"
701,"439"
702,"430"
703,"389"
704,"428"
705,"413"
706,"410"
707,"376"
708,"343"
709,"329"
710,"327"
711,"282"
712,"284"
713,"286"
714,"249"
715,"265"
716,"313"
717,"290"
718,"240"
719,"262"
720,"270"
721,"259"
722,"234"
723,"267"
724,"283"
725,"312"
726,"302"
727,"261"
728,"284"
729,"287"
730,"301"
731,"298"
732,"283"
733,"321"
734,"281"
735,"293"
736,"312"
737,"318"
738,"301"
739,"364"
740,"327"
741,"327"
742,"306"
743,"314"
744,"336"
745,"310"
746,"301"
747,"322"
748,"273"
749,"293"
750,"277"
751,"261"
752,"276"
753,"281"
754,"250"
755,"260"
756,"243"
757,"272"
758,"271"
759,"266"
760,"301"
761,"252"
762,"261"
763,"246"
764,"243"
765,"229"
766,"232"
767,"262"
768,"255"
769,"290"
770,"285"
771,"290"
772,"308"
773,"326"
774,"320"
775,"334"
776,"378"
777,"370"
778,"407"
779,"411"
780,"485"
781,"426"
782,"441"
783,"445"
784,"444"
785,"432"
786,"436"
787,"350"
788,"319"
789,"346"
790,"315"
791,"294"
792,"288"
793,"247"
794,"264"
795,"276"
796,"242"
797,"264"
798,"267"
799,"232"
800,"258"
801,"235"
802,"231"
803,"283"
804,"261"
805,"206"
806,"235"
807,"233"
808,"253"
809,"235"
810,"264"
811,"299"
812,"256"
813,"238"
814,"232"
815,"236"
816,"253"
817,"262"
818,"262"
819,"239"
820,"244"
821,"265"
822,"252"
823,"264"
824,"259"
825,"240"
826,"253"
827,"242"
828,"277"
829,"263"
830,"245"
831,"275"
832,"241"
833,"220"
834,"255"
835,"249"
836,"233"
837,"257"
838,"243"
839,"240"
840,"233"
841,"252"
842,"219"
843,"223"
844,"227"
845,"247"
846,"226"
847,"244"
848,"244"
849,"260"
850,"245"
851,"259"
852,"273"
853,"247"
854,"230"
855,"239"
856,"262"
857,"260"
858,"241"
859,"264"
860,"252"
861,"247"
862,"262"
863,"257"
864,"254"
865,"229"
866,"238"
867,"258"
868,"238"
869,"283"
870,"271"
871,"274"
872,"266"
873,"259"
874,"316"
875,"300"
876,"305"
877,"305"
878,"291"
879,"292"
880,"274"
881,"298"
882,"280"
883,"268"
884,"273"
885,"295"
886,"294"
887,"262"
888,"278"
889,"290"
890,"262"
891,"279"
892,"296"
893,"278"
894,"307"
895,"292"
896,"325"
897,"279"
898,"269"
899,"278"
900,"338"
901,"319"
902,"304"
903,"318"
904,"320"
905,"329"
906,"353"
907,"322"
908,"336"
909,"384"
910,"389"
911,"358"
912,"390"
913,"441"
914,"427"
915,"483"
916,"449"
917,"485"
918,"494"
919,"500"
920,"525"
921,"566"
922,"601"
923,"639"
924,"631"
925,"695"
926,"690"
927,"698"
928,"722"
929,"742"
930,"814"
931,"761"
932,"790"
933,"815"
934,"835"
935,"838"
936,"873"
937,"831"
938,"835"
939,"813"
940,"842"
941,"849"
942,"789"
943,"786"
944,"748"
945,"731"
946,"696"
947,"717"
948,"720"
949,"692"
950,"608"
951,"648"
952,"614"
953,"556"
954,"534"
955,"494"
956,"499"
957,"512"
958,"464"
959,"433"
960,"432"
961,"408"
962,"401"
963,"380"
964,"372"
965,"375"
966,"353"
967,"323"
968,"306"
969,"279"
970,"307"
971,"288"
972,"292"
973,"321"
974,"291"
975,"278"
976,"272"
977,"261"
978,"246"
979,"254"
980,"245"
981,"248"
982,"247"
983,"232"
984,"253"
985,"239"
986,"242"
987,"280"
988,"262"
989,"261"
990,"344"
991,"296"
992,"352"
993,"408"
994,"419"
995,"420"
996,"450"
997,"507"
998,"522"
999,"534"
1000,"563"
1001,"511"
1002,"554"
1003,"566"
1004,"563"
1005,"500"
1006,"476"
1007,"470"
1008,"382"
1009,"390"
1010,"297"
1011,"294"
1012,"280"
1013,"224"
1014,"261"
1015,"234"
1016,"233"
1017,"206"
1018,"205"
1019,"219"
1020,"239"
1021,"192"
1022,"214"
1023,"207"
1024,"245"
1025,"215"
1026,"258"
1027,"212"
1028,"241"
1029,"245"
1030,"229"
1031,"239"
1032,"248"
1033,"243"
1034,"288"
1035,"288"
1036,"272"
1037,"291"
1038,"323"
1039,"317"
1040,"349"
1041,"327"
1042,"373"
1043,"391"
1044,"386"
1045,"373"
1046,"396"
1047,"419"
1048,"413"
1049,"415"
1050,"447"
1051,"419"
1052,"382"
1053,"390"
1054,"389"
1055,"387"
1056,"348"
1057,"318"
1058,"291"
1059,"285"
1060,"288"
1061,"233"
1062,"215"
1063,"250"
1064,"251"
1065,"230"
1066,"219"
1067,"248"
1068,"239"
1069,"218"
1070,"209"
1071,"220"
1072,"214"
1073,"197"
1074,"226"
1075,"216"
1076,"182"
1077,"172"
1078,"204"
1079,"183"
1080,"157"
1081,"201"
1082,"185"
1083,"176"
1084,"167"
1085,"154"
1086,"163"
1087,"161"
1088,"152"
1089,"164"
1090,"140"
1091,"175"
1092,"160"
1093,"152"
1094,"145"
1095,"159"
1096,"141"
1097,"147"
1098,"152"
1099,"155"
1100,"163"
1101,"150"
1102,"154"
1103,"140"
1104,"134"
1105,"153"
1106,"155"
1107,"149"
1108,"150"
1109,"170"
1110,"153"
1111,"143"
1112,"129"
1113,"137"
1114,"134"
1115,"144"
1116,"138"
1117,"143"
1118,"152"
1119,"156"
1120,"169"
1121,"166"
1122,"177"
1123,"186"
1124,"205"
1125,"166"
1126,"204"
1127,"196"
1128,"190"
1129,"201"
1130,"171"
1131,"191"
1132,"179"
1133,"165"
1134,"193"
1135,"159"
1136,"169"
1137,"145"
1138,"146"
1139,"135"
1140,"132"
1141,"145"
1142,"146"
1143,"138"
1144,"164"
1145,"152"
1146,"146"
1147,"147"
1148,"152"
1149,"150"
1150,"165"
1151,"171"
1152,"159"
1153,"149"
1154,"151"
1155,"143"
1156,"127"
1157,"124"
1158,"139"
1159,"130"
1160,"140"
1161,"124"
1162,"128"
1163,"119"
1164,"140"
1165,"137"
1166,"115"
1167,"126"
1168,"121"
1169,"132"
1170,"113"
1171,"125"
1172,"130"
1173,"122"
1174,"115"
1175,"138"
1176,"142"
1177,"128"
1178,"142"
1179,"166"
1180,"160"
1181,"165"
1182,"145"
1183,"155"
1184,"148"
1185,"140"
1186,"137"
1187,"141"
1188,"128"
1189,"146"
1190,"135"
1191,"135"
1192,"126"
1193,"115"
1194,"119"
1195,"104"
1196,"109"
1197,"116"
1198,"100"
1199,"135"
1200,"117"
1201,"122"
1202,"99"
1203,"130"
1204,"102"
1205,"117"
1206,"134"
1207,"112"
1208,"115"
1209,"93"
1210,"113"
1211,"116"
1212,"93"
1213,"120"
1214,"118"
1215,"116"
1216,"106"
1217,"122"
1218,"118"
1219,"133"
1220,"103"
1221,"116"
1222,"107"
1223,"97"
1224,"104"
1225,"105"
1226,"99"
1227,"102"
1228,"106"
1229,"112"
1230,"95"
1231,"93"
1232,"96"
1233,"113"
1234,"108"
1235,"125"
1236,"119"
1237,"108"
1238,"90"
1239,"108"
1240,"98"
1241,"86"
1242,"116"
1243,"97"
1244,"93"
1245,"109"
1246,"116"
1247,"104"
1248,"115"
1249,"99"
1250,"118"
1251,"97"
1252,"125"
1253,"130"
1254,"111"
1255,"103"
1256,"102"
1257,"121"
1258,"105"
1259,"103"
1260,"117"
1261,"98"
1262,"108"
1263,"121"
1264,"99"
1265,"109"
1266,"96"
1267,"92"
1268,"92"
1269,"96"
1270,"110"
1271,"95"
1272,"111"
1273,"103"
1274,"96"
1275,"108"
1276,"95"
1277,"76"
1278,"113"
1279,"125"
1280,"85"
1281,"89"
1282,"124"
1283,"91"
1284,"111"
1285,"108"
1286,"74"
1287,"82"
1288,"105"
1289,"128"
1290,"92"
1291,"109"
1292,"89"
1293,"87"
1294,"103"
1295,"107"
1296,"89"
1297,"86"
1298,"99"
1299,"88"
1300,"86"
1301,"100"
1302,"97"
1303,"110"
1304,"104"
1305,"93"
1306,"91"
1307,"87"
1308,"91"
1309,"96"
1310,"98"
1311,"99"
1312,"86"
1313,"90"
1314,"86"
1315,"87"
1316,"85"
1317,"93"
1318,"78"
1319,"118"
1320,"69"
1321,"79"
1322,"77"
1323,"69"
1324,"81"
1325,"103"
1326,"78"
1327,"80"
1328,"85"
1329,"93"
1330,"80"
1331,"86"
1332,"74"
1333,"91"
1334,"72"
1335,"73"
1336,"89"
1337,"95"
1338,"91"
1339,"79"
1340,"99"
1341,"84"
1342,"74"
1343,"101"
1344,"81"
1345,"88"
1346,"74"
1347,"88"
1348,"69"
1349,"80"
1350,"78"
1351,"84"
1352,"84"
1353,"73"
1354,"86"
1355,"73"
1356,"82"
1357,"69"
1358,"71"
1359,"75"
1360,"71"
1361,"74"
1362,"70"
1363,"80"
1364,"71"
1365,"52"
1366,"72"
1367,"71"
1368,"75"
1369,"88"
1370,"81"
1371,"78"
1372,"73"
1373,"77"
1374,"76"
1375,"73"
1376,"78"
1377,"63"
1378,"71"
1379,"76"
1380,"63"
1381,"70"
1382,"69"
1383,"75"
1384,"69"
1385,"72"
1386,"77"
1387,"76"
1388,"77"
1389,"66"
1390,"77"
1391,"83"
1392,"64"
1393,"65"
1394,"54"
1395,"80"
1396,"55"
1397,"65"
1398,"61"
1399,"82"
1400,"73"
1401,"59"
1402,"83"
1403,"68"
1404,"66"
1405,"71"
1406,"56"
1407,"56"
1408,"62"
1409,"59"
1410,"52"
1411,"64"
1412,"61"
1413,"59"
1414,"63"
1415,"79"
1416,"67"
1417,"81"
1418,"65"
1419,"69"
1420,"52"
1421,"62"
1422,"53"
1423,"55"
1424,"72"
1425,"57"
1426,"69"
1427,"63"
1428,"62"
1429,"55"
1430,"71"
1431,"58"
1432,"61"
1433,"49"
1434,"66"
1435,"67"
1436,"64"
1437,"52"
1438,"49"
1439,"51"
1440,"61"
1441,"46"
1442,"52"
1443,"58"
1444,"56"
1445,"62"
1446,"51"
1447,"48"
1448,"52"
1449,"57"
1450,"57"
1451,"51"
1452,"59"
1453,"57"
1454,"52"
1455,"53"
1456,"50"
1457,"45"
1458,"53"
1459,"57"
1460,"55"
1461,"50"
1462,"54"
1463,"58"
1464,"50"
1465,"50"
1466,"53"
1467,"43"
1468,"51"
1469,"58"
1470,"53"
1471,"55"
1472,"49"
1473,"54"
1474,"41"
1475,"54"
1476,"57"
1477,"51"
1478,"54"
1479,"58"
1480,"44"
1481,"46"
1482,"58"
1483,"48"
1484,"54"
1485,"56"
1486,"55"
1487,"47"
1488,"48"
1489,"43"
1490,"50"
1491,"47"
1492,"41"
1493,"55"
1494,"52"
1495,"45"
1496,"64"
1497,"44"
1498,"48"
1499,"51"
1500,"46"
1501,"46"
1502,"46"
1503,"40"
1504,"47"
1505,"33"
1506,"55"
1507,"35"
1508,"42"
1509,"50"
1510,"44"
1511,"44"
1512,"38"
1513,"51"
1514,"41"
1515,"44"
1516,"44"
1517,"41"
1518,"43"
1519,"51"
1520,"34"
1521,"34"
1522,"45"
1523,"36"
1524,"47"
1525,"41"
1526,"45"
1527,"41"
1528,"35"
1529,"43"
1530,"41"
1531,"45"
1532,"40"
1533,"35"
1534,"35"
1535,"42"
1536,"39"
1537,"42"
1538,"48"
1539,"48"
1540,"40"
1541,"22"
1542,"34"
1543,"44"
1544,"46"
1545,"25"
1546,"33"
1547,"40"
1548,"38"
1549,"35"
1550,"30"
1551,"40"
1552,"36"
1553,"34"
1554,"31"
1555,"28"
1556,"36"
1557,"33"
1558,"36"
1559,"43"
1560,"22"
1561,"28"
1562,"21"
1563,"26"
1564,"33"
1565,"24"
1566,"19"
1567,"36"
1568,"29"
1569,"32"
1570,"37"
1571,"37"
1572,"43"
1573,"30"
1574,"27"
1575,"34"
1576,"25"
1577,"27"
1578,"30"
1579,"25"
1580,"24"
1581,"27"
1582,"33"
1583,"34"
1584,"24"
1585,"35"
1586,"29"
1587,"31"
1588,"26"
1589,"30"
1590,"31"
1591,"21"
1592,"19"
1593,"27"
1594,"31"
1595,"38"
1596,"30"
1597,"30"
1598,"23"
1599,"24"
1600,"24"
1601,"24"
1602,"27"
1603,"23"
1604,"30"
1605,"35"
1606,"19"
1607,"28"
1608,"26"
1609,"26"
1610,"27"
1611,"22"
1612,"19"
1613,"28"
1614,"22"
1615,"15"
1616,"18"
1617,"30"
1618,"19"
1619,"22"
1620,"23"
1621,"29"
1622,"28"
1623,"18"
1624,"22"
1625,"23"
1626,"19"
1627,"15"
1628,"26"
1629,"13"
1630,"16"
1631,"18"
1632,"15"
1633,"21"
1634,"9"
1635,"17"
1636,"24"
1637,"30"
1638,"19"
1639,"21"
1640,"20"
1641,"7"
1642,"16"
1643,"11"
1644,"16"
1645,"15"
1646,"20"
1647,"13"
1648,"12"
1649,"10"
1650,"11"
1651,"16"
1652,"13"
1653,"16"
1654,"8"
1655,"14"
1656,"18"
1657,"10"
1658,"19"
1659,"11"
1660,"20"
1661,"15"
1662,"8"
1663,"19"
1664,"14"
1665,"5"
1666,"17"
1667,"10"
1668,"12"
1669,"11"
1670,"12"
1671,"13"
1672,"10"
1673,"9"
1674,"12"
1675,"17"
1676,"10"
1677,"12"
1678,"17"
1679,"15"
1680,"9"
1681,"12"
1682,"8"
1683,"12"
1684,"3"
1685,"10"
1686,"8"
1687,"18"
1688,"9"
1689,"7"
1690,"7"
1691,"14"
1692,"10"
1693,"9"
1694,"5"
1695,"6"
1696,"6"
1697,"4"
1698,"4"
1699,"4"
1700,"7"
1701,"10"
1702,"6"
1703,"7"
1704,"8"
1705,"4"
1706,"5"
1707,"6"
1708,"6"
1709,"6"
1710,"6"
1711,"7"
1712,"5"
1713,"5"
1714,"6"
1715,"5"
1716,"5"
1717,"3"
1718,"8"
1719,"5"
1720,"3"
1721,"12"
1722,"4"
1723,"5"
1724,"0"
1725,"7"
1726,"1"
1727,"4"
1728,"3"
1729,"2"
1730,"3"
1731,"1"
1732,"2"
1733,"4"
1734,"5"
1735,"6"
1736,"3"
1737,"4"
1738,"4"
1739,"3"
1740,"3"
1741,"4"
1742,"1"
1743,"6"
1744,"3"
1745,"4"
1746,"1"
1747,"6"
1748,"3"
1749,"1"
1750,"4"
1751,"4"
1752,"3"
1753,"1"
1754,"3"
1755,"4"
1756,"1"
1757,"1"
1758,"5"
1759,"2"
1760,"0"
1761,"1"
1762,"1"
1763,"2"
1764,"3"
1765,"2"
1766,"2"
1767,"1"
1768,"2"
1769,"1"
1770,"3"
1771,"1"
1772,"1"
1773,"1"
1774,"1"
1775,"0"
1776,"1"
1777,"3"
1778,"2"
1779,"7"
1780,"2"
1781,"2"
1782,"1"
1783,"0"
1784,"1"
1785,"1"
1786,"0"
1787,"0"
1788,"2"
1789,"4"
1790,"0"
1791,"1"
1792,"1"
1793,"1"
1794,"1"
1795,"1"
1796,"2"
1797,"1"
1798,"2"
1799,"1"
1800,"3"
1801,"1"
1802,"2"
1803,"1"
1804,"2"
1805,"2"
1806,"0"
1807,"2"
1808,"1"
1809,"1"
1810,"3"
1811,"1"
1812,"1"
1813,"1"
1814,"1"
1815,"2"
1816,"1"
1817,"3"
1818,"1"
1819,"0"
1820,"1"
1821,"0"
1822,"1"
1823,"0"
1824,"2"
1825,"2"
1826,"0"
1827,"1"
1828,"1"
1829,"1"
1830,"0"
1831,"0"
1832,"0"
1833,"0"
1834,"2"
1835,"0"
1836,"1"
1837,"1"
1838,"0"
1839,"1"
1840,"0"
1841,"1"
1842,"2"
1843,"2"
1844,"2"
1845,"0"
1846,"0"
1847,"0"
1848,"1"
1849,"0"
1850,"2"
1851,"0"
1852,"2"
1853,"1"
1854,"1"
1855,"1"
1856,"0"
1857,"0"
1858,"0"
1859,"1"
1860,"1"
1861,"1"
1862,"1"
1863,"0"
1864,"0"
1865,"0"
1866,"0"
1867,"0"
1868,"0"
1869,"0"
1870,"0"
1871,"1"
1872,"1"
1873,"0"
1874,"1"
1875,"1"
1876,"0"
1877,"1"
1878,"1"
1879,"0"
1880,"0"
1881,"0"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"1"
1887,"1"
1888,"1"
1889,"0"
1890,"1"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"0"
1898,"1"
1899,"1"
1900,"0"
1901,"0"
1902,"0"
1903,"1"
1904,"0"
1905,"0"
1906,"2"
1907,"0"
1908,"0"
1909,"0"
1910,"1"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"1"
1922,"0"
1923,"0"
1924,"0"
1925,"1"
1926,"0"
1927,"1"
1928,"2"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"1"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"1"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


