Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 4phi 2"
Duration Time,60.257
Ambient Temperature,"98.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"515444"
Raw Accumulated Counts,"530785"
Valid Count Last Packet,"8143"
Raw Count Last Packet,"8381"
Live Time,59.036018
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7962
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1804"
1,"1478"
2,"974"
3,"519"
4,"216"
5,"96"
6,"22"
7,"3"
8,"1"
9,"1"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"11"
23,"61"
24,"112"
25,"105"
26,"118"
27,"134"
28,"135"
29,"108"
30,"117"
31,"114"
32,"126"
33,"110"
34,"110"
35,"110"
36,"99"
37,"92"
38,"90"
39,"95"
40,"92"
41,"95"
42,"94"
43,"115"
44,"94"
45,"113"
46,"110"
47,"110"
48,"125"
49,"114"
50,"105"
51,"106"
52,"99"
53,"109"
54,"107"
55,"112"
56,"112"
57,"112"
58,"110"
59,"104"
60,"120"
61,"113"
62,"121"
63,"89"
64,"78"
65,"102"
66,"99"
67,"79"
68,"89"
69,"94"
70,"76"
71,"107"
72,"134"
73,"117"
74,"111"
75,"107"
76,"99"
77,"108"
78,"95"
79,"96"
80,"101"
81,"103"
82,"107"
83,"154"
84,"184"
85,"207"
86,"204"
87,"201"
88,"189"
89,"153"
90,"126"
91,"125"
92,"81"
93,"92"
94,"82"
95,"89"
96,"84"
97,"87"
98,"102"
99,"102"
100,"100"
101,"90"
102,"87"
103,"104"
104,"77"
105,"91"
106,"79"
107,"97"
108,"103"
109,"113"
110,"121"
111,"143"
112,"156"
113,"170"
114,"213"
115,"189"
116,"225"
117,"182"
118,"192"
119,"149"
120,"159"
121,"142"
122,"161"
123,"181"
124,"187"
125,"236"
126,"269"
127,"377"
128,"519"
129,"727"
130,"950"
131,"1339"
132,"1603"
133,"1927"
134,"1951"
135,"1836"
136,"1629"
137,"1439"
138,"1309"
139,"1311"
140,"1357"
141,"1337"
142,"1499"
143,"1561"
144,"1656"
145,"1837"
146,"1863"
147,"1812"
148,"1675"
149,"1275"
150,"975"
151,"680"
152,"460"
153,"346"
154,"318"
155,"287"
156,"303"
157,"325"
158,"356"
159,"386"
160,"444"
161,"488"
162,"630"
163,"665"
164,"733"
165,"758"
166,"641"
167,"512"
168,"399"
169,"277"
170,"212"
171,"179"
172,"149"
173,"158"
174,"166"
175,"197"
176,"231"
177,"274"
178,"314"
179,"352"
180,"499"
181,"572"
182,"615"
183,"612"
184,"629"
185,"498"
186,"423"
187,"322"
188,"264"
189,"235"
190,"173"
191,"176"
192,"148"
193,"194"
194,"199"
195,"179"
196,"192"
197,"255"
198,"236"
199,"252"
200,"264"
201,"245"
202,"206"
203,"238"
204,"203"
205,"204"
206,"207"
207,"203"
208,"249"
209,"204"
210,"208"
211,"207"
212,"191"
213,"221"
214,"229"
215,"237"
216,"229"
217,"285"
218,"327"
219,"430"
220,"470"
221,"586"
222,"693"
223,"744"
224,"759"
225,"725"
226,"624"
227,"606"
228,"441"
229,"403"
230,"358"
231,"346"
232,"333"
233,"283"
234,"257"
235,"298"
236,"254"
237,"267"
238,"306"
239,"301"
240,"309"
241,"319"
242,"322"
243,"353"
244,"387"
245,"341"
246,"347"
247,"325"
248,"329"
249,"303"
250,"277"
251,"262"
252,"276"
253,"290"
254,"294"
255,"247"
256,"313"
257,"277"
258,"302"
259,"261"
260,"296"
261,"288"
262,"283"
263,"317"
264,"295"
265,"313"
266,"318"
267,"337"
268,"344"
269,"345"
270,"325"
271,"322"
272,"319"
273,"317"
274,"307"
275,"332"
276,"290"
277,"328"
278,"306"
279,"312"
280,"334"
281,"330"
282,"315"
283,"335"
284,"325"
285,"355"
286,"380"
287,"371"
288,"414"
289,"458"
290,"446"
291,"520"
292,"518"
293,"498"
294,"554"
295,"478"
296,"464"
297,"461"
298,"409"
299,"413"
300,"367"
301,"383"
302,"402"
303,"445"
304,"439"
305,"422"
306,"490"
307,"616"
308,"711"
309,"963"
310,"1440"
311,"2384"
312,"3720"
313,"5494"
314,"7706"
315,"9690"
316,"11929"
317,"12585"
318,"12809"
319,"12116"
320,"9862"
321,"7781"
322,"5500"
323,"3734"
324,"2372"
325,"1523"
326,"884"
327,"647"
328,"525"
329,"419"
330,"398"
331,"402"
332,"389"
333,"407"
334,"423"
335,"423"
336,"426"
337,"403"
338,"442"
339,"454"
340,"489"
341,"518"
342,"610"
343,"738"
344,"877"
345,"1120"
346,"1372"
347,"1759"
348,"2067"
349,"2351"
350,"2444"
351,"2310"
352,"2156"
353,"1764"
354,"1463"
355,"1215"
356,"986"
357,"781"
358,"719"
359,"662"
360,"661"
361,"658"
362,"694"
363,"733"
364,"710"
365,"785"
366,"809"
367,"870"
368,"870"
369,"941"
370,"934"
371,"922"
372,"886"
373,"771"
374,"668"
375,"630"
376,"482"
377,"414"
378,"423"
379,"328"
380,"338"
381,"329"
382,"319"
383,"325"
384,"332"
385,"323"
386,"328"
387,"333"
388,"316"
389,"338"
390,"354"
391,"374"
392,"399"
393,"394"
394,"467"
395,"516"
396,"521"
397,"585"
398,"582"
399,"588"
400,"561"
401,"535"
402,"502"
403,"493"
404,"437"
405,"438"
406,"415"
407,"424"
408,"466"
409,"407"
410,"430"
411,"397"
412,"384"
413,"362"
414,"362"
415,"356"
416,"334"
417,"315"
418,"326"
419,"302"
420,"313"
421,"290"
422,"353"
423,"322"
424,"351"
425,"353"
426,"353"
427,"398"
428,"358"
429,"383"
430,"382"
431,"402"
432,"366"
433,"335"
434,"325"
435,"344"
436,"323"
437,"334"
438,"332"
439,"353"
440,"348"
441,"348"
442,"340"
443,"353"
444,"353"
445,"336"
446,"331"
447,"318"
448,"336"
449,"338"
450,"341"
451,"323"
452,"341"
453,"309"
454,"313"
455,"305"
456,"334"
457,"323"
458,"357"
459,"320"
460,"319"
461,"317"
462,"334"
463,"344"
464,"346"
465,"316"
466,"282"
467,"314"
468,"297"
469,"300"
470,"281"
471,"317"
472,"322"
473,"316"
474,"315"
475,"328"
476,"305"
477,"304"
478,"328"
479,"301"
480,"305"
481,"294"
482,"315"
483,"312"
484,"316"
485,"285"
486,"310"
487,"287"
488,"300"
489,"284"
490,"308"
491,"287"
492,"302"
493,"289"
494,"308"
495,"275"
496,"301"
