Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 0phi 0"
Duration Time,60.844
Ambient Temperature,"92.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"928695"
Raw Accumulated Counts,"969599"
Valid Count Last Packet,"14424"
Raw Count Last Packet,"15045"
Live Time,58.585007
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8005
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1813"
1,"1460"
2,"940"
3,"498"
4,"211"
5,"73"
6,"12"
7,"4"
8,"0"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"1"
21,"3"
22,"44"
23,"122"
24,"189"
25,"225"
26,"187"
27,"204"
28,"216"
29,"194"
30,"233"
31,"178"
32,"224"
33,"179"
34,"181"
35,"179"
36,"178"
37,"198"
38,"183"
39,"195"
40,"169"
41,"191"
42,"172"
43,"186"
44,"213"
45,"192"
46,"202"
47,"178"
48,"167"
49,"169"
50,"167"
51,"150"
52,"179"
53,"172"
54,"175"
55,"158"
56,"176"
57,"155"
58,"183"
59,"167"
60,"201"
61,"163"
62,"153"
63,"128"
64,"163"
65,"143"
66,"163"
67,"137"
68,"172"
69,"161"
70,"192"
71,"209"
72,"251"
73,"297"
74,"303"
75,"277"
76,"225"
77,"240"
78,"208"
79,"224"
80,"250"
81,"366"
82,"600"
83,"953"
84,"1425"
85,"1771"
86,"2001"
87,"1935"
88,"1568"
89,"1080"
90,"721"
91,"473"
92,"356"
93,"225"
94,"176"
95,"165"
96,"161"
97,"154"
98,"153"
99,"175"
100,"141"
101,"129"
102,"149"
103,"132"
104,"115"
105,"131"
106,"119"
107,"145"
108,"140"
109,"159"
110,"177"
111,"172"
112,"185"
113,"183"
114,"267"
115,"247"
116,"263"
117,"210"
118,"213"
119,"206"
120,"192"
121,"202"
122,"201"
123,"204"
124,"222"
125,"239"
126,"294"
127,"363"
128,"520"
129,"724"
130,"1064"
131,"1345"
132,"1683"
133,"1958"
134,"1915"
135,"1839"
136,"1639"
137,"1451"
138,"1321"
139,"1318"
140,"1429"
141,"1417"
142,"1453"
143,"1484"
144,"1587"
145,"1646"
146,"1756"
147,"1754"
148,"1481"
149,"1178"
150,"954"
151,"642"
152,"455"
153,"357"
154,"294"
155,"348"
156,"368"
157,"417"
158,"502"
159,"707"
160,"995"
161,"1360"
162,"1903"
163,"2245"
164,"2475"
165,"2479"
166,"2105"
167,"1708"
168,"1235"
169,"798"
170,"508"
171,"349"
172,"255"
173,"266"
174,"292"
175,"395"
176,"415"
177,"508"
178,"640"
179,"727"
180,"827"
181,"853"
182,"864"
183,"834"
184,"800"
185,"671"
186,"578"
187,"466"
188,"310"
189,"287"
190,"221"
191,"234"
192,"235"
193,"186"
194,"232"
195,"228"
196,"275"
197,"281"
198,"328"
199,"313"
200,"338"
201,"340"
202,"297"
203,"254"
204,"280"
205,"244"
206,"251"
207,"254"
208,"248"
209,"232"
210,"241"
211,"219"
212,"239"
213,"254"
214,"242"
215,"254"
216,"262"
217,"320"
218,"415"
219,"568"
220,"683"
221,"871"
222,"999"
223,"1119"
224,"1098"
225,"1015"
226,"879"
227,"711"
228,"603"
229,"483"
230,"440"
231,"421"
232,"378"
233,"385"
234,"315"
235,"335"
236,"328"
237,"295"
238,"370"
239,"399"
240,"388"
241,"414"
242,"448"
243,"424"
244,"488"
245,"462"
246,"512"
247,"456"
248,"470"
249,"418"
250,"388"
251,"387"
252,"335"
253,"366"
254,"351"
255,"321"
256,"379"
257,"349"
258,"359"
259,"383"
260,"359"
261,"376"
262,"408"
263,"393"
264,"363"
265,"386"
266,"383"
267,"404"
268,"427"
269,"424"
270,"430"
271,"407"
272,"447"
273,"420"
274,"423"
275,"429"
276,"439"
277,"460"
278,"406"
279,"437"
280,"424"
281,"421"
282,"415"
283,"460"
284,"470"
285,"453"
286,"479"
287,"540"
288,"583"
289,"635"
290,"726"
291,"766"
292,"800"
293,"775"
294,"776"
295,"686"
296,"630"
297,"620"
298,"590"
299,"594"
300,"559"
301,"579"
302,"592"
303,"575"
304,"608"
305,"640"
306,"662"
307,"904"
308,"1171"
309,"1711"
310,"2697"
311,"4334"
312,"6861"
313,"10517"
314,"14549"
315,"18705"
316,"22655"
317,"24468"
318,"24735"
319,"22515"
320,"18777"
321,"14558"
322,"10168"
323,"6732"
324,"4147"
325,"2399"
326,"1425"
327,"968"
328,"686"
329,"575"
330,"543"
331,"559"
332,"538"
333,"544"
334,"559"
335,"573"
336,"601"
337,"626"
338,"640"
339,"710"
340,"717"
341,"785"
342,"911"
343,"1258"
344,"1523"
345,"1980"
346,"2618"
347,"3235"
348,"3767"
349,"4113"
350,"4281"
351,"4190"
352,"3705"
353,"3224"
354,"2474"
355,"1978"
356,"1505"
357,"1173"
358,"996"
359,"932"
360,"810"
361,"902"
362,"898"
363,"880"
364,"934"
365,"974"
366,"1051"
367,"1123"
368,"1201"
369,"1254"
370,"1218"
371,"1203"
372,"1173"
373,"1046"
374,"902"
375,"754"
376,"685"
377,"546"
378,"503"
379,"445"
380,"433"
381,"444"
382,"410"
383,"440"
384,"425"
385,"423"
386,"429"
387,"474"
388,"459"
389,"463"
390,"489"
391,"504"
392,"454"
393,"554"
394,"540"
395,"620"
396,"693"
397,"706"
398,"750"
399,"767"
400,"722"
401,"766"
402,"694"
403,"699"
404,"679"
405,"636"
406,"630"
407,"601"
408,"630"
409,"627"
410,"589"
411,"526"
412,"588"
413,"560"
414,"554"
415,"559"
416,"465"
417,"516"
418,"513"
419,"501"
420,"518"
421,"572"
422,"585"
423,"585"
424,"592"
425,"595"
426,"570"
427,"636"
428,"620"
429,"631"
430,"584"
431,"584"
432,"607"
433,"502"
434,"506"
435,"522"
436,"512"
437,"552"
438,"520"
439,"548"
440,"504"
441,"532"
442,"525"
443,"521"
444,"532"
445,"537"
446,"493"
447,"495"
448,"478"
449,"502"
450,"494"
451,"517"
452,"508"
453,"495"
454,"516"
455,"465"
456,"526"
457,"502"
458,"539"
459,"521"
460,"498"
461,"489"
462,"515"
463,"549"
464,"525"
465,"513"
466,"537"
467,"513"
468,"508"
469,"502"
470,"537"
471,"509"
472,"490"
473,"567"
474,"550"
475,"515"
476,"530"
477,"520"
478,"533"
479,"515"
480,"527"
481,"492"
482,"490"
483,"501"
484,"527"
485,"534"
486,"579"
487,"554"
488,"515"
489,"518"
490,"551"
491,"547"
492,"547"
493,"552"
494,"562"
495,"606"
496,"557"
497,"565"
498,"553"
499,"556"
500,"523"
501,"509"
502,"561"
503,"538"
504,"499"
505,"507"
506,"477"
507,"492"
508,"494"
509,"533"
510,"464"
511,"510"
512,"545"
513,"501"
514,"498"
515,"477"
516,"543"
517,"512"
518,"511"
519,"532"
520,"526"
521,"503"
522,"548"
523,"544"
524,"536"
525,"543"
526,"502"
527,"550"
528,"522"
529,"487"
530,"494"
531,"476"
532,"500"
533,"484"
534,"519"
535,"492"
536,"507"
537,"497"
538,"521"
539,"444"
540,"501"
541,"484"
542,"490"
543,"487"
544,"472"
545,"474"
546,"495"
547,"476"
548,"485"
549,"480"
550,"474"
551,"503"
552,"499"
553,"474"
554,"508"
555,"517"
556,"505"
557,"517"
558,"501"
559,"493"
560,"503"
561,"526"
562,"534"
563,"480"
564,"523"
565,"480"
566,"512"
567,"521"
568,"518"
569,"494"
570,"475"
571,"529"
572,"500"
573,"532"
574,"504"
575,"503"
576,"505"
577,"502"
578,"479"
579,"517"
580,"496"
581,"500"
582,"496"
583,"518"
584,"496"
585,"489"
586,"495"
587,"545"
588,"500"
589,"532"
590,"460"
591,"519"
592,"519"
593,"487"
594,"540"
595,"515"
596,"512"
597,"505"
598,"458"
599,"519"
600,"503"
601,"493"
602,"520"
603,"511"
604,"493"
605,"485"
606,"489"
607,"503"
608,"486"
609,"505"
610,"512"
611,"504"
612,"532"
613,"490"
614,"503"
615,"470"
616,"476"
617,"501"
618,"493"
619,"524"
620,"479"
621,"488"
622,"538"
623,"527"
624,"554"
625,"549"
626,"466"
627,"478"
628,"531"
629,"529"
630,"512"
631,"488"
632,"516"
633,"515"
634,"478"
635,"520"
636,"528"
637,"495"
638,"506"
639,"501"
640,"508"
641,"533"
642,"490"
643,"516"
644,"485"
645,"475"
646,"486"
647,"548"
648,"511"
649,"508"
650,"492"
651,"499"
652,"522"
653,"546"
654,"590"
655,"580"
656,"575"
657,"575"
658,"644"
659,"699"
660,"719"
661,"713"
662,"828"
663,"800"
664,"768"
665,"789"
666,"789"
667,"729"
668,"693"
669,"619"
670,"607"
671,"590"
672,"588"
673,"560"
674,"540"
675,"532"
676,"473"
677,"491"
678,"518"
679,"477"
680,"517"
681,"482"
682,"493"
683,"537"
684,"503"
685,"520"
686,"548"
687,"503"
688,"482"
689,"489"
690,"541"
691,"522"
692,"527"
693,"567"
694,"568"
695,"604"
696,"647"
697,"671"
698,"752"
699,"729"
700,"786"
701,"817"
702,"821"
703,"791"
704,"758"
705,"698"
706,"710"
707,"650"
708,"639"
709,"530"
710,"537"
711,"533"
712,"510"
713,"480"
714,"445"
715,"486"
716,"486"
717,"469"
718,"495"
719,"491"
720,"453"
721,"446"
722,"435"
723,"474"
724,"482"
725,"474"
726,"521"
727,"485"
728,"448"
729,"486"
730,"476"
731,"489"
732,"490"
733,"480"
734,"484"
735,"479"
736,"498"
737,"527"
738,"471"
739,"547"
740,"537"
741,"573"
742,"554"
743,"532"
744,"545"
745,"497"
746,"479"
747,"455"
748,"529"
749,"528"
750,"482"
751,"457"
752,"500"
753,"476"
