Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 4phi 4"
Duration Time,60.248
Ambient Temperature,"99.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"515068"
Raw Accumulated Counts,"530416"
Valid Count Last Packet,"8267"
Raw Count Last Packet,"8523"
Live Time,59.031017
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7971
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1759"
1,"1500"
2,"1011"
3,"535"
4,"199"
5,"56"
6,"29"
7,"3"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"1"
22,"26"
23,"74"
24,"108"
25,"136"
26,"128"
27,"120"
28,"109"
29,"90"
30,"105"
31,"123"
32,"126"
33,"98"
34,"117"
35,"92"
36,"99"
37,"111"
38,"113"
39,"93"
40,"101"
41,"106"
42,"87"
43,"104"
44,"100"
45,"132"
46,"126"
47,"118"
48,"103"
49,"118"
50,"100"
51,"118"
52,"110"
53,"115"
54,"133"
55,"105"
56,"107"
57,"94"
58,"81"
59,"95"
60,"106"
61,"103"
62,"97"
63,"92"
64,"93"
65,"79"
66,"88"
67,"96"
68,"73"
69,"95"
70,"96"
71,"96"
72,"105"
73,"116"
74,"105"
75,"109"
76,"112"
77,"89"
78,"91"
79,"93"
80,"77"
81,"102"
82,"124"
83,"127"
84,"180"
85,"207"
86,"223"
87,"214"
88,"189"
89,"154"
90,"121"
91,"110"
92,"109"
93,"99"
94,"96"
95,"85"
96,"101"
97,"93"
98,"108"
99,"111"
100,"107"
101,"112"
102,"88"
103,"83"
104,"109"
105,"98"
106,"94"
107,"89"
108,"108"
109,"119"
110,"126"
111,"151"
112,"165"
113,"185"
114,"200"
115,"205"
116,"198"
117,"180"
118,"202"
119,"187"
120,"148"
121,"159"
122,"150"
123,"163"
124,"175"
125,"233"
126,"258"
127,"355"
128,"495"
129,"721"
130,"975"
131,"1389"
132,"1718"
133,"1880"
134,"1970"
135,"1859"
136,"1687"
137,"1418"
138,"1356"
139,"1292"
140,"1301"
141,"1393"
142,"1438"
143,"1527"
144,"1690"
145,"1838"
146,"1956"
147,"1869"
148,"1632"
149,"1251"
150,"1003"
151,"668"
152,"480"
153,"350"
154,"294"
155,"270"
156,"299"
157,"301"
158,"338"
159,"372"
160,"473"
161,"476"
162,"563"
163,"717"
164,"686"
165,"672"
166,"660"
167,"543"
168,"398"
169,"282"
170,"194"
171,"166"
172,"154"
173,"187"
174,"174"
175,"202"
176,"255"
177,"282"
178,"323"
179,"392"
180,"476"
181,"565"
182,"643"
183,"587"
184,"552"
185,"533"
186,"435"
187,"332"
188,"280"
189,"210"
190,"189"
191,"171"
192,"182"
193,"172"
194,"194"
195,"200"
196,"226"
197,"241"
198,"293"
199,"270"
200,"247"
201,"242"
202,"255"
203,"223"
204,"213"
205,"203"
206,"201"
207,"197"
208,"217"
209,"214"
210,"205"
211,"187"
212,"201"
213,"238"
214,"182"
215,"230"
216,"269"
217,"240"
218,"300"
219,"404"
220,"498"
221,"584"
222,"655"
223,"758"
224,"779"
225,"756"
226,"650"
227,"588"
228,"430"
229,"428"
230,"342"
231,"305"
232,"302"
233,"285"
234,"295"
235,"262"
236,"292"
237,"260"
238,"289"
239,"266"
240,"284"
241,"314"
242,"297"
243,"340"
244,"311"
245,"355"
246,"354"
247,"339"
248,"286"
249,"284"
250,"309"
251,"279"
252,"278"
253,"277"
254,"255"
255,"257"
256,"288"
257,"291"
258,"287"
259,"286"
260,"290"
261,"258"
262,"303"
263,"300"
264,"309"
265,"287"
266,"321"
267,"306"
268,"318"
269,"352"
270,"302"
271,"297"
272,"325"
273,"366"
274,"322"
275,"328"
276,"307"
277,"331"
278,"350"
279,"334"
280,"313"
281,"310"
282,"343"
283,"344"
284,"342"
285,"361"
286,"360"
287,"381"
288,"392"
289,"434"
290,"544"
291,"495"
292,"532"
293,"535"
294,"538"
295,"532"
296,"466"
297,"472"
298,"442"
299,"382"
300,"386"
301,"421"
302,"415"
303,"443"
304,"444"
305,"428"
306,"512"
307,"577"
308,"685"
309,"986"
310,"1545"
311,"2375"
312,"3703"
313,"5405"
314,"7567"
315,"9827"
316,"11481"
317,"12689"
318,"12789"
319,"11773"
320,"9832"
321,"7757"
322,"5479"
323,"3666"
324,"2308"
325,"1408"
326,"877"
327,"659"
328,"507"
329,"462"
330,"375"
331,"375"
332,"393"
333,"409"
334,"410"
335,"359"
336,"393"
337,"438"
338,"437"
339,"465"
340,"459"
341,"567"
342,"596"
343,"708"
344,"930"
345,"1043"
346,"1415"
347,"1784"
348,"2094"
349,"2342"
350,"2377"
351,"2204"
352,"2168"
353,"1782"
354,"1535"
355,"1180"
356,"961"
357,"812"
358,"717"
359,"631"
360,"659"
361,"686"
362,"668"
363,"727"
364,"698"
365,"791"
366,"832"
367,"880"
368,"921"
369,"908"
370,"1000"
371,"867"
372,"879"
373,"780"
374,"657"
375,"563"
376,"513"
377,"460"
378,"367"
379,"360"
380,"361"
381,"339"
382,"346"
383,"317"
384,"316"
385,"329"
386,"341"
387,"316"
388,"357"
389,"329"
390,"358"
391,"349"
392,"377"
393,"374"
394,"459"
395,"527"
396,"508"
397,"570"
398,"550"
399,"534"
400,"585"
401,"556"
402,"546"
403,"493"
404,"447"
405,"444"
406,"421"
407,"452"
408,"410"
409,"378"
410,"458"
411,"420"
412,"375"
413,"393"
414,"328"
415,"321"
416,"331"
417,"322"
418,"326"
419,"314"
420,"345"
421,"334"
422,"330"
423,"335"
424,"356"
425,"367"
426,"352"
427,"376"
428,"410"
429,"361"
430,"393"
431,"385"
432,"367"
433,"328"
434,"334"
435,"348"
436,"317"
437,"300"
438,"315"
439,"319"
440,"366"
441,"346"
442,"379"
443,"366"
444,"384"
445,"347"
446,"330"
447,"355"
448,"335"
449,"318"
450,"378"
451,"304"
452,"329"
453,"337"
454,"289"
455,"341"
456,"354"
457,"320"
458,"311"
459,"329"
460,"306"
461,"308"
462,"354"
463,"288"
464,"342"
465,"312"
466,"282"
