Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 1phi 4"
Duration Time,60.907
Ambient Temperature,"96.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"865575"
Raw Accumulated Counts,"901526"
Valid Count Last Packet,"13434"
Raw Count Last Packet,"13989"
Live Time,58.800976
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8016
Number of Channels,2048
Vacuum,1022
Channel#,Intensity
0,"1801"
1,"1548"
2,"964"
3,"494"
4,"224"
5,"61"
6,"22"
7,"4"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"36"
23,"103"
24,"185"
25,"221"
26,"185"
27,"195"
28,"200"
29,"198"
30,"204"
31,"211"
32,"184"
33,"193"
34,"190"
35,"187"
36,"162"
37,"172"
38,"162"
39,"162"
40,"150"
41,"160"
42,"174"
43,"161"
44,"145"
45,"172"
46,"170"
47,"187"
48,"188"
49,"165"
50,"167"
51,"171"
52,"158"
53,"139"
54,"152"
55,"184"
56,"168"
57,"162"
58,"163"
59,"168"
60,"158"
61,"175"
62,"145"
63,"163"
64,"143"
65,"135"
66,"152"
67,"134"
68,"161"
69,"158"
70,"190"
71,"190"
72,"251"
73,"243"
74,"285"
75,"265"
76,"222"
77,"236"
78,"222"
79,"207"
80,"224"
81,"317"
82,"482"
83,"786"
84,"1214"
85,"1474"
86,"1585"
87,"1604"
88,"1338"
89,"959"
90,"682"
91,"418"
92,"290"
93,"223"
94,"179"
95,"162"
96,"143"
97,"139"
98,"141"
99,"144"
100,"158"
101,"158"
102,"145"
103,"124"
104,"136"
105,"159"
106,"117"
107,"132"
108,"141"
109,"150"
110,"140"
111,"172"
112,"178"
113,"201"
114,"254"
115,"240"
116,"254"
117,"209"
118,"189"
119,"206"
120,"210"
121,"210"
122,"195"
123,"215"
124,"230"
125,"231"
126,"302"
127,"373"
128,"511"
129,"705"
130,"1047"
131,"1402"
132,"1722"
133,"1851"
134,"1948"
135,"1859"
136,"1638"
137,"1453"
138,"1356"
139,"1317"
140,"1309"
141,"1406"
142,"1439"
143,"1480"
144,"1624"
145,"1736"
146,"1769"
147,"1742"
148,"1494"
149,"1200"
150,"962"
151,"641"
152,"502"
153,"312"
154,"305"
155,"321"
156,"348"
157,"414"
158,"521"
159,"706"
160,"1038"
161,"1506"
162,"1938"
163,"2441"
164,"2620"
165,"2641"
166,"2242"
167,"1863"
168,"1194"
169,"831"
170,"500"
171,"324"
172,"246"
173,"282"
174,"342"
175,"376"
176,"481"
177,"554"
178,"623"
179,"744"
180,"771"
181,"889"
182,"875"
183,"865"
184,"810"
185,"682"
186,"560"
187,"423"
188,"310"
189,"257"
190,"234"
191,"239"
192,"195"
193,"230"
194,"212"
195,"225"
196,"223"
197,"264"
198,"276"
199,"289"
200,"328"
201,"292"
202,"287"
203,"264"
204,"277"
205,"248"
206,"247"
207,"249"
208,"256"
209,"261"
210,"249"
211,"253"
212,"265"
213,"258"
214,"260"
215,"280"
216,"316"
217,"355"
218,"445"
219,"491"
220,"669"
221,"781"
222,"958"
223,"980"
224,"1059"
225,"935"
226,"781"
227,"667"
228,"542"
229,"453"
230,"393"
231,"394"
232,"397"
233,"354"
234,"347"
235,"324"
236,"360"
237,"345"
238,"337"
239,"364"
240,"384"
241,"415"
242,"463"
243,"477"
244,"463"
245,"451"
246,"460"
247,"414"
248,"371"
249,"385"
250,"361"
251,"341"
252,"364"
253,"367"
254,"323"
255,"373"
256,"371"
257,"402"
258,"364"
259,"362"
260,"389"
261,"368"
262,"396"
263,"377"
264,"391"
265,"410"
266,"410"
267,"386"
268,"412"
269,"427"
270,"457"
271,"435"
272,"438"
273,"437"
274,"439"
275,"462"
276,"471"
277,"449"
278,"442"
279,"436"
280,"472"
281,"447"
282,"432"
283,"455"
284,"479"
285,"467"
286,"498"
287,"517"
288,"545"
289,"604"
290,"663"
291,"676"
292,"673"
293,"759"
294,"667"
295,"669"
296,"732"
297,"634"
298,"629"
299,"654"
300,"621"
301,"654"
302,"647"
303,"656"
304,"671"
305,"662"
306,"707"
307,"730"
308,"941"
309,"1441"
310,"2197"
311,"3519"
312,"5499"
313,"8210"
314,"11748"
315,"15178"
316,"17993"
317,"19573"
318,"19523"
319,"17735"
320,"15006"
321,"11424"
322,"8079"
323,"5404"
324,"3356"
325,"2035"
326,"1276"
327,"839"
328,"621"
329,"524"
330,"552"
331,"517"
332,"516"
333,"544"
334,"545"
335,"546"
336,"487"
337,"562"
338,"580"
339,"562"
340,"622"
341,"683"
342,"785"
343,"935"
344,"1314"
345,"1643"
346,"2068"
347,"2619"
348,"3024"
349,"3448"
350,"3366"
351,"3389"
352,"3081"
353,"2622"
354,"2017"
355,"1640"
356,"1306"
357,"1043"
358,"955"
359,"847"
360,"831"
361,"883"
362,"926"
363,"922"
364,"938"
365,"1085"
366,"1101"
367,"1280"
368,"1298"
369,"1342"
370,"1442"
371,"1366"
372,"1363"
373,"1236"
374,"1007"
375,"871"
376,"740"
377,"616"
378,"597"
379,"502"
380,"476"
381,"466"
382,"459"
383,"438"
384,"395"
385,"410"
386,"463"
387,"471"
388,"491"
389,"506"
390,"447"
391,"526"
392,"560"
393,"552"
394,"660"
395,"659"
396,"718"
397,"798"
398,"834"
399,"794"
400,"840"
401,"831"
402,"733"
403,"733"
404,"698"
405,"701"
406,"607"
407,"675"
408,"661"
409,"635"
410,"673"
411,"649"
412,"572"
413,"546"
414,"579"
415,"532"
416,"541"
417,"511"
418,"504"
419,"492"
420,"500"
421,"483"
422,"494"
423,"484"
424,"565"
425,"584"
426,"553"
427,"594"
428,"583"
429,"614"
430,"580"
431,"603"
432,"563"
433,"571"
434,"572"
435,"584"
436,"521"
437,"526"
438,"524"
439,"532"
440,"492"
441,"557"
442,"538"
443,"539"
444,"509"
445,"495"
446,"451"
447,"523"
448,"511"
449,"495"
450,"461"
451,"514"
452,"557"
453,"504"
454,"525"
455,"522"
456,"514"
457,"563"
458,"574"
459,"529"
460,"549"
461,"524"
462,"548"
463,"566"
464,"552"
465,"532"
466,"528"
467,"548"
468,"547"
469,"504"
470,"538"
471,"482"
472,"543"
473,"551"
474,"520"
475,"496"
476,"544"
477,"544"
478,"448"
479,"497"
480,"526"
481,"466"
482,"492"
483,"492"
484,"487"
485,"541"
486,"514"
487,"514"
488,"483"
489,"511"
490,"528"
491,"497"
492,"490"
493,"489"
494,"532"
495,"546"
496,"525"
497,"530"
498,"545"
499,"505"
500,"516"
501,"484"
502,"511"
503,"526"
504,"492"
505,"494"
506,"523"
507,"516"
508,"527"
509,"508"
510,"566"
511,"498"
512,"501"
513,"506"
514,"509"
515,"514"
516,"511"
517,"494"
518,"507"
519,"521"
520,"534"
521,"538"
522,"489"
523,"548"
524,"573"
525,"505"
526,"522"
527,"536"
528,"491"
529,"492"
530,"471"
531,"567"
532,"467"
533,"482"
534,"531"
535,"513"
536,"480"
537,"479"
538,"483"
539,"510"
540,"493"
541,"484"
542,"494"
543,"495"
544,"464"
545,"508"
546,"477"
547,"491"
548,"510"
549,"475"
550,"507"
551,"510"
552,"503"
553,"474"
554,"464"
555,"480"
556,"486"
557,"514"
558,"525"
559,"492"
560,"503"
561,"441"
562,"513"
563,"529"
564,"510"
565,"476"
566,"497"
567,"483"
568,"494"
569,"494"
570,"468"
571,"507"
572,"523"
573,"502"
574,"507"
575,"519"
576,"471"
577,"471"
578,"503"
579,"467"
580,"498"
581,"533"
582,"543"
583,"503"
584,"494"
585,"489"
586,"458"
587,"491"
588,"497"
589,"513"
590,"512"
591,"509"
592,"483"
593,"547"
594,"506"
595,"514"
596,"543"
597,"544"
598,"492"
599,"527"
600,"517"
601,"475"
602,"518"
603,"502"
604,"505"
605,"523"
606,"514"
607,"500"
608,"488"
609,"482"
610,"507"
611,"489"
612,"483"
613,"484"
614,"520"
615,"521"
616,"495"
617,"532"
618,"535"
619,"496"
620,"472"
621,"486"
622,"531"
623,"547"
624,"523"
625,"507"
626,"542"
627,"506"
628,"532"
629,"489"
630,"495"
631,"521"
632,"507"
633,"518"
634,"550"
635,"475"
636,"527"
637,"497"
638,"512"
639,"512"
640,"535"
641,"547"
642,"500"
643,"467"
644,"536"
645,"479"
646,"486"
647,"522"
648,"513"
649,"525"
650,"494"
651,"487"
652,"503"
653,"488"
654,"554"
655,"532"
656,"566"
657,"609"
658,"696"
659,"651"
660,"757"
661,"766"
662,"790"
663,"768"
664,"814"
665,"763"
666,"799"
667,"775"
668,"661"
669,"644"
670,"645"
671,"627"
672,"564"
673,"535"
674,"600"
675,"535"
676,"508"
677,"519"
678,"489"
679,"470"
680,"497"
681,"471"
682,"520"
683,"534"
684,"509"
685,"498"
686,"497"
687,"497"
688,"518"
689,"529"
690,"510"
691,"546"
692,"508"
693,"563"
694,"572"
695,"624"
696,"721"
697,"733"
698,"748"
699,"785"
700,"851"
701,"892"
702,"854"
703,"772"
704,"838"
705,"752"
706,"696"
707,"653"
708,"639"
709,"572"
710,"534"
711,"531"
712,"480"
713,"490"
714,"490"
715,"459"
716,"465"
717,"433"
718,"488"
719,"480"
720,"507"
721,"484"
722,"497"
723,"484"
724,"475"
725,"484"
726,"474"
727,"410"
728,"443"
729,"467"
730,"454"
731,"464"
732,"474"
733,"472"
734,"460"
735,"451"
736,"480"
737,"500"
738,"492"
739,"528"
740,"522"
741,"593"
742,"536"
743,"519"
744,"490"
745,"497"
746,"487"
747,"477"
748,"453"
749,"472"
750,"468"
751,"441"
752,"459"
753,"445"
754,"439"
755,"458"
756,"446"
757,"490"
758,"446"
759,"427"
760,"441"
761,"457"
762,"473"
763,"496"
764,"449"
765,"449"
766,"449"
767,"434"
768,"432"
769,"499"
770,"428"
771,"478"
772,"486"
773,"492"
774,"501"
775,"549"
776,"568"
777,"584"
778,"557"
779,"616"
780,"673"
781,"686"
782,"697"
783,"688"
784,"663"
785,"621"
786,"651"
787,"630"
788,"605"
789,"490"
790,"525"
791,"474"
792,"520"
793,"483"
794,"459"
795,"400"
796,"467"
797,"487"
798,"425"
799,"439"
800,"438"
801,"408"
802,"433"
803,"470"
804,"413"
805,"427"
806,"459"
807,"390"
808,"456"
809,"424"
810,"400"
811,"407"
812,"447"
813,"413"
814,"457"
815,"431"
816,"440"
817,"401"
818,"436"
819,"446"
820,"432"
821,"431"
822,"446"
823,"410"
824,"481"
825,"421"
826,"457"
827,"426"
828,"438"
829,"433"
830,"439"
831,"422"
832,"422"
833,"417"
834,"397"
835,"435"
836,"432"
837,"471"
838,"403"
839,"453"
840,"402"
841,"409"
842,"394"
843,"428"
844,"444"
845,"443"
846,"403"
847,"426"
848,"374"
849,"437"
850,"410"
851,"440"
852,"442"
853,"440"
854,"438"
855,"406"
856,"462"
857,"386"
858,"436"
859,"454"
860,"430"
861,"420"
862,"404"
863,"414"
864,"466"
865,"441"
866,"444"
867,"427"
868,"448"
869,"431"
870,"503"
871,"503"
872,"479"
873,"495"
874,"478"
875,"484"
876,"506"
877,"501"
878,"485"
879,"453"
880,"494"
881,"479"
882,"485"
883,"476"
884,"499"
885,"504"
886,"502"
887,"449"
888,"503"
889,"469"
890,"481"
891,"485"
892,"527"
893,"485"
894,"485"
895,"493"
896,"533"
897,"510"
898,"550"
899,"567"
900,"590"
901,"557"
902,"567"
903,"537"
904,"568"
905,"523"
906,"651"
907,"566"
908,"650"
909,"633"
910,"642"
911,"668"
912,"681"
913,"702"
914,"666"
915,"726"
916,"727"
917,"826"
918,"823"
919,"892"
920,"832"
921,"944"
922,"980"
923,"1010"
924,"1047"
925,"1092"
926,"1112"
927,"1184"
928,"1299"
929,"1323"
930,"1307"
931,"1417"
932,"1344"
933,"1382"
934,"1370"
935,"1482"
936,"1454"
937,"1493"
938,"1523"
939,"1459"
940,"1493"
941,"1439"
942,"1502"
943,"1477"
944,"1476"
945,"1319"
