Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 3phi 7"
Duration Time,60.051
Ambient Temperature,"96.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"786642"
Raw Accumulated Counts,"816831"
Valid Count Last Packet,"12457"
Raw Count Last Packet,"12908"
Live Time,58.179012
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7971
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1765"
1,"1486"
2,"961"
3,"478"
4,"202"
5,"75"
6,"17"
7,"4"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"4"
22,"29"
23,"109"
24,"164"
25,"170"
26,"171"
27,"178"
28,"172"
29,"142"
30,"157"
31,"142"
32,"114"
33,"155"
34,"153"
35,"134"
36,"149"
37,"146"
38,"153"
39,"137"
40,"136"
41,"132"
42,"146"
43,"108"
44,"162"
45,"137"
46,"155"
47,"141"
48,"161"
49,"146"
50,"147"
51,"149"
52,"154"
53,"133"
54,"133"
55,"141"
56,"123"
57,"162"
58,"128"
59,"153"
60,"150"
61,"147"
62,"141"
63,"126"
64,"123"
65,"123"
66,"113"
67,"123"
68,"133"
69,"121"
70,"166"
71,"178"
72,"153"
73,"169"
74,"187"
75,"172"
76,"169"
77,"145"
78,"148"
79,"134"
80,"173"
81,"235"
82,"349"
83,"441"
84,"685"
85,"859"
86,"912"
87,"905"
88,"774"
89,"539"
90,"394"
91,"262"
92,"213"
93,"163"
94,"143"
95,"123"
96,"154"
97,"132"
98,"151"
99,"132"
100,"146"
101,"140"
102,"126"
103,"127"
104,"124"
105,"109"
106,"123"
107,"145"
108,"123"
109,"106"
110,"129"
111,"153"
112,"178"
113,"211"
114,"233"
115,"235"
116,"213"
117,"232"
118,"225"
119,"204"
120,"199"
121,"192"
122,"218"
123,"198"
124,"218"
125,"212"
126,"288"
127,"316"
128,"426"
129,"771"
130,"1034"
131,"1398"
132,"1603"
133,"1886"
134,"1968"
135,"1811"
136,"1677"
137,"1421"
138,"1353"
139,"1304"
140,"1326"
141,"1381"
142,"1494"
143,"1634"
144,"1611"
145,"1743"
146,"1869"
147,"1667"
148,"1581"
149,"1267"
150,"952"
151,"677"
152,"488"
153,"349"
154,"315"
155,"300"
156,"350"
157,"364"
158,"462"
159,"546"
160,"731"
161,"1008"
162,"1221"
163,"1584"
164,"1712"
165,"1714"
166,"1512"
167,"1211"
168,"814"
169,"580"
170,"350"
171,"289"
172,"240"
173,"222"
174,"243"
175,"323"
176,"398"
177,"500"
178,"624"
179,"761"
180,"936"
181,"1108"
182,"1258"
183,"1192"
184,"1100"
185,"962"
186,"835"
187,"585"
188,"421"
189,"299"
190,"209"
191,"203"
192,"200"
193,"235"
194,"220"
195,"238"
196,"293"
197,"314"
198,"364"
199,"345"
200,"334"
201,"326"
202,"322"
203,"281"
204,"253"
205,"233"
206,"235"
207,"228"
208,"194"
209,"218"
210,"242"
211,"228"
212,"264"
213,"231"
214,"262"
215,"256"
216,"316"
217,"330"
218,"380"
219,"500"
220,"664"
221,"792"
222,"944"
223,"995"
224,"945"
225,"889"
226,"796"
227,"652"
228,"542"
229,"470"
230,"444"
231,"378"
232,"412"
233,"378"
234,"357"
235,"327"
236,"337"
237,"350"
238,"377"
239,"369"
240,"388"
241,"443"
242,"462"
243,"487"
244,"455"
245,"503"
246,"470"
247,"418"
248,"395"
249,"364"
250,"388"
251,"386"
252,"339"
253,"362"
254,"335"
255,"309"
256,"354"
257,"378"
258,"359"
259,"380"
260,"385"
261,"384"
262,"390"
263,"387"
264,"382"
265,"386"
266,"395"
267,"384"
268,"398"
269,"417"
270,"392"
271,"411"
272,"388"
273,"406"
274,"362"
275,"388"
276,"400"
277,"395"
278,"419"
279,"393"
280,"420"
281,"422"
282,"406"
283,"442"
284,"427"
285,"435"
286,"449"
287,"482"
288,"534"
289,"557"
290,"581"
291,"656"
292,"697"
293,"728"
294,"731"
295,"665"
296,"573"
297,"551"
298,"548"
299,"530"
300,"509"
301,"532"
302,"542"
303,"507"
304,"523"
305,"567"
306,"649"
307,"768"
308,"991"
309,"1546"
310,"2371"
311,"4005"
312,"6162"
313,"9536"
314,"13270"
315,"17251"
316,"20707"
317,"22555"
318,"22665"
319,"20665"
320,"17543"
321,"13441"
322,"9450"
323,"6489"
324,"3927"
325,"2277"
326,"1424"
327,"972"
328,"716"
329,"619"
330,"567"
331,"481"
332,"466"
333,"502"
334,"491"
335,"516"
336,"518"
337,"526"
338,"565"
339,"569"
340,"664"
341,"682"
342,"874"
343,"1064"
344,"1291"
345,"1885"
346,"2291"
347,"2826"
348,"3430"
349,"3895"
350,"3910"
351,"3885"
352,"3430"
353,"2914"
354,"2378"
355,"1825"
356,"1395"
357,"1094"
358,"934"
359,"809"
360,"756"
361,"822"
362,"829"
363,"811"
364,"897"
365,"954"
366,"982"
367,"1109"
368,"1229"
369,"1250"
370,"1234"
371,"1237"
372,"1148"
373,"1043"
374,"868"
375,"751"
376,"673"
377,"561"
378,"496"
379,"483"
380,"403"
381,"404"
382,"380"
383,"408"
384,"403"
385,"413"
386,"432"
387,"394"
388,"419"
389,"448"
390,"474"
391,"472"
392,"472"
393,"505"
394,"604"
395,"554"
396,"605"
397,"668"
398,"666"
399,"747"
400,"708"
401,"669"
402,"614"
403,"654"
404,"559"
405,"567"
406,"547"
407,"566"
408,"540"
409,"549"
410,"563"
411,"518"
412,"481"
413,"490"
414,"452"
415,"480"
416,"476"
417,"466"
418,"486"
419,"432"
420,"418"
421,"445"
422,"459"
423,"489"
424,"484"
425,"519"
426,"542"
427,"510"
428,"536"
429,"507"
430,"505"
431,"500"
432,"485"
433,"519"
434,"488"
435,"439"
436,"467"
437,"458"
438,"478"
439,"476"
440,"541"
441,"490"
442,"475"
443,"470"
444,"482"
445,"443"
446,"501"
447,"438"
448,"458"
449,"432"
450,"441"
451,"454"
452,"468"
453,"475"
454,"425"
455,"477"
456,"443"
457,"485"
458,"497"
459,"500"
460,"456"
461,"485"
462,"455"
463,"462"
464,"460"
465,"489"
466,"476"
467,"433"
468,"476"
469,"474"
470,"493"
471,"462"
472,"468"
473,"498"
474,"482"
475,"481"
476,"481"
477,"489"
478,"443"
479,"484"
480,"453"
481,"471"
482,"445"
483,"449"
484,"454"
485,"491"
486,"488"
487,"428"
488,"452"
489,"456"
490,"439"
491,"488"
492,"431"
493,"426"
494,"459"
495,"475"
496,"489"
497,"461"
498,"452"
499,"436"
500,"462"
501,"458"
502,"441"
503,"427"
504,"460"
505,"454"
506,"471"
507,"407"
508,"439"
509,"483"
510,"438"
511,"468"
512,"429"
513,"411"
514,"425"
515,"437"
516,"483"
517,"453"
518,"454"
519,"447"
520,"448"
521,"464"
522,"499"
523,"501"
524,"462"
525,"503"
526,"447"
527,"470"
528,"457"
529,"432"
530,"431"
531,"457"
532,"457"
533,"423"
534,"404"
535,"435"
536,"422"
537,"427"
538,"427"
539,"418"
540,"454"
541,"455"
542,"452"
543,"420"
544,"486"
545,"424"
546,"448"
547,"430"
548,"448"
549,"446"
550,"493"
551,"423"
552,"422"
553,"459"
554,"436"
555,"427"
556,"442"
557,"422"
558,"444"
559,"417"
560,"421"
561,"399"
562,"436"
563,"420"
564,"470"
565,"462"
566,"472"
567,"446"
568,"444"
569,"450"
570,"390"
571,"427"
572,"437"
573,"478"
574,"461"
575,"442"
576,"405"
577,"427"
578,"458"
579,"420"
580,"410"
581,"424"
582,"420"
583,"425"
584,"393"
585,"427"
586,"450"
587,"423"
588,"464"
589,"483"
590,"438"
591,"436"
592,"422"
593,"436"
594,"404"
595,"419"
596,"424"
597,"442"
598,"443"
599,"446"
600,"446"
601,"363"
602,"426"
603,"450"
604,"430"
605,"454"
606,"420"
607,"451"
608,"445"
609,"442"
610,"447"
611,"426"
612,"404"
613,"403"
614,"441"
615,"459"
616,"398"
617,"399"
618,"453"
619,"463"
620,"403"
621,"418"
622,"480"
623,"446"
624,"487"
625,"488"
626,"424"
627,"446"
628,"467"
629,"466"
630,"433"
631,"452"
632,"460"
633,"448"
634,"450"
635,"439"
636,"464"
637,"447"
638,"420"
639,"479"
640,"421"
641,"390"
642,"453"
643,"420"
644,"431"
645,"469"
646,"443"
647,"438"
648,"433"
649,"450"
650,"432"
651,"485"
652,"417"
653,"442"
654,"489"
655,"449"
656,"491"
657,"533"
658,"541"
659,"589"
660,"527"
661,"655"
662,"629"
663,"610"
664,"615"
665,"649"
666,"589"
667,"590"
668,"552"
669,"513"
670,"480"
671,"446"
672,"484"
673,"435"
674,"439"
675,"415"
676,"439"
677,"380"
678,"416"
679,"425"
680,"408"
681,"407"
682,"428"
683,"385"
684,"393"
685,"420"
686,"406"
687,"410"
688,"376"
689,"403"
690,"435"
691,"445"
692,"439"
693,"466"
694,"445"
695,"531"
696,"509"
697,"630"
698,"600"
699,"641"
700,"683"
701,"679"
702,"710"
703,"722"
704,"722"
705,"665"
706,"577"
707,"559"
708,"511"
709,"495"
710,"428"
711,"397"
712,"404"
713,"385"
714,"428"
715,"395"
716,"396"
717,"384"
718,"381"
719,"373"
720,"368"
721,"360"
722,"359"
723,"406"
724,"385"
725,"389"
726,"378"
727,"390"
728,"361"
729,"385"
730,"367"
731,"382"
732,"400"
733,"424"
734,"427"
735,"394"
736,"414"
737,"450"
738,"429"
739,"450"
740,"438"
741,"495"
742,"424"
743,"457"
744,"438"
745,"408"
746,"459"
747,"395"
748,"416"
749,"355"
750,"397"
751,"376"
752,"382"
753,"374"
754,"394"
755,"353"
756,"350"
757,"368"
758,"379"
759,"345"
760,"375"
761,"394"
762,"326"
763,"351"
764,"367"
765,"367"
766,"327"
767,"353"
768,"366"
769,"375"
770,"415"
771,"398"
772,"426"
773,"456"
774,"497"
775,"521"
776,"592"
777,"741"
778,"693"
779,"730"
780,"758"
781,"769"
782,"807"
783,"763"
784,"735"
785,"720"
786,"638"
787,"640"
788,"532"
789,"541"
790,"515"
791,"427"
792,"452"
793,"416"
794,"388"
795,"356"
796,"390"
797,"342"
798,"355"
799,"360"
800,"334"
801,"351"
802,"359"
803,"341"
804,"318"
805,"389"
806,"330"
807,"355"
808,"325"
809,"353"
810,"334"
811,"349"
812,"348"
813,"340"
814,"317"
815,"316"
816,"331"
817,"326"
818,"321"
819,"361"
820,"354"
821,"341"
822,"352"
823,"362"
824,"361"
825,"354"
826,"342"
827,"332"
828,"337"
829,"365"
830,"321"
831,"364"
832,"332"
833,"327"
834,"341"
835,"356"
836,"335"
837,"326"
838,"330"
839,"348"
840,"332"
841,"333"
842,"313"
843,"335"
844,"329"
845,"342"
846,"347"
847,"326"
848,"321"
849,"331"
850,"327"
851,"360"
852,"351"
853,"345"
854,"350"
855,"341"
856,"301"
857,"325"
858,"325"
859,"342"
860,"323"
861,"289"
862,"356"
863,"298"
864,"360"
865,"345"
866,"324"
867,"349"
868,"349"
869,"358"
870,"375"
871,"367"
872,"405"
873,"364"
874,"402"
875,"432"
876,"424"
877,"446"
878,"416"
879,"430"
880,"435"
881,"400"
882,"356"
883,"387"
884,"380"
885,"331"
886,"369"
887,"380"
888,"370"
889,"371"
890,"403"
891,"366"
892,"389"
893,"381"
894,"402"
895,"386"
896,"392"
897,"434"
898,"417"
899,"415"
900,"410"
901,"405"
902,"396"
903,"376"
904,"433"
905,"458"
906,"450"
907,"450"
908,"457"
909,"505"
910,"499"
911,"528"
912,"555"
913,"499"
914,"561"
915,"561"
916,"620"
917,"636"
918,"651"
919,"611"
920,"723"
921,"770"
922,"718"
923,"715"
924,"843"
925,"808"
926,"870"
927,"907"
928,"991"
929,"998"
930,"970"
931,"1001"
932,"1025"
933,"1096"
934,"1127"
935,"1135"
936,"1146"
937,"1163"
938,"1132"
939,"1123"
940,"1109"
941,"1149"
942,"1037"
943,"1092"
944,"1061"
945,"957"
946,"992"
947,"1014"
948,"953"
949,"943"
950,"852"
951,"833"
952,"842"
953,"795"
954,"747"
955,"739"
956,"663"
957,"644"
958,"617"
959,"556"
960,"576"
961,"623"
962,"501"
963,"514"
964,"473"
965,"503"
966,"496"
967,"460"
968,"440"
969,"439"
970,"405"
971,"398"
972,"402"
973,"403"
974,"362"
975,"334"
976,"367"
977,"365"
978,"326"
979,"343"
980,"316"
981,"286"
982,"312"
983,"300"
984,"359"
985,"321"
986,"341"
987,"332"
988,"316"
989,"397"
990,"404"
991,"418"
992,"466"
993,"464"
994,"566"
995,"589"
996,"589"
997,"670"
998,"690"
999,"669"
1000,"736"
1001,"703"
1002,"774"
1003,"712"
1004,"651"
1005,"665"
1006,"601"
1007,"553"
1008,"487"
1009,"530"
1010,"394"
1011,"377"
1012,"349"
1013,"320"
1014,"293"
1015,"299"
1016,"276"
1017,"273"
1018,"255"
1019,"276"
1020,"263"
1021,"297"
1022,"282"
1023,"252"
1024,"284"
1025,"297"
1026,"302"
1027,"309"
1028,"296"
1029,"309"
1030,"324"
1031,"318"
1032,"345"
1033,"323"
1034,"333"
1035,"318"
1036,"350"
1037,"358"
1038,"401"
1039,"379"
1040,"426"
1041,"422"
1042,"478"
1043,"454"
1044,"449"
1045,"476"
1046,"535"
1047,"513"
1048,"546"
1049,"528"
1050,"518"
1051,"507"
1052,"483"
1053,"526"
1054,"464"
1055,"454"
1056,"417"
1057,"380"
1058,"372"
1059,"365"
1060,"364"
1061,"339"
1062,"328"
1063,"310"
1064,"318"
1065,"305"
1066,"327"
1067,"333"
1068,"266"
1069,"304"
1070,"300"
1071,"282"
1072,"308"
1073,"234"
1074,"275"
1075,"233"
1076,"273"
1077,"218"
1078,"258"
1079,"238"
1080,"222"
1081,"273"
1082,"242"
1083,"222"
1084,"225"
1085,"224"
1086,"229"
1087,"208"
1088,"190"
1089,"234"
1090,"211"
1091,"218"
1092,"196"
1093,"226"
1094,"217"
1095,"221"
1096,"199"
1097,"185"
1098,"197"
1099,"200"
1100,"199"
1101,"185"
1102,"155"
1103,"188"
1104,"191"
1105,"197"
1106,"186"
1107,"209"
1108,"177"
1109,"186"
1110,"189"
1111,"173"
1112,"194"
1113,"174"
1114,"193"
1115,"199"
1116,"189"
1117,"205"
1118,"213"
1119,"189"
1120,"174"
1121,"200"
1122,"222"
1123,"202"
1124,"259"
1125,"257"
1126,"263"
1127,"242"
1128,"227"
1129,"257"
1130,"237"
1131,"239"
1132,"218"
1133,"212"
1134,"194"
1135,"198"
1136,"177"
1137,"163"
1138,"196"
1139,"184"
1140,"185"
1141,"182"
1142,"175"
1143,"176"
1144,"169"
1145,"174"
1146,"153"
1147,"187"
1148,"182"
1149,"197"
1150,"170"
1151,"182"
1152,"184"
1153,"169"
1154,"167"
1155,"168"
1156,"165"
1157,"153"
1158,"158"
1159,"199"
1160,"156"
1161,"157"
1162,"146"
1163,"143"
1164,"169"
1165,"163"
1166,"145"
1167,"160"
1168,"151"
1169,"174"
1170,"154"
1171,"153"
1172,"160"
1173,"163"
1174,"160"
1175,"158"
1176,"188"
1177,"170"
1178,"174"
1179,"178"
1180,"179"
1181,"178"
1182,"171"
1183,"170"
1184,"169"
1185,"164"
1186,"175"
1187,"165"
1188,"184"
1189,"158"
1190,"140"
1191,"157"
1192,"160"
1193,"141"
1194,"139"
1195,"146"
1196,"166"
1197,"138"
1198,"146"
1199,"136"
1200,"128"
1201,"159"
1202,"139"
1203,"122"
1204,"151"
1205,"158"
1206,"153"
1207,"164"
1208,"130"
1209,"138"
1210,"149"
1211,"134"
1212,"148"
1213,"148"
1214,"125"
1215,"126"
1216,"130"
1217,"138"
1218,"142"
1219,"157"
1220,"151"
1221,"130"
1222,"114"
1223,"149"
1224,"118"
1225,"140"
1226,"136"
1227,"134"
1228,"147"
1229,"142"
1230,"138"
1231,"121"
1232,"143"
1233,"152"
1234,"133"
1235,"124"
1236,"135"
1237,"130"
1238,"136"
1239,"141"
1240,"123"
1241,"131"
1242,"132"
1243,"151"
1244,"126"
1245,"141"
1246,"145"
1247,"145"
1248,"151"
1249,"140"
1250,"149"
1251,"146"
1252,"137"
1253,"137"
1254,"135"
1255,"120"
1256,"151"
1257,"124"
1258,"122"
1259,"120"
1260,"155"
1261,"143"
1262,"109"
1263,"131"
1264,"147"
1265,"121"
1266,"146"
1267,"129"
1268,"126"
1269,"120"
1270,"108"
1271,"120"
1272,"119"
1273,"114"
1274,"118"
1275,"126"
1276,"108"
1277,"113"
1278,"120"
1279,"113"
1280,"125"
1281,"137"
1282,"103"
1283,"107"
1284,"129"
1285,"120"
1286,"98"
1287,"107"
1288,"137"
1289,"134"
1290,"130"
1291,"113"
1292,"116"
1293,"121"
1294,"117"
1295,"109"
1296,"116"
1297,"108"
1298,"122"
1299,"116"
1300,"117"
1301,"97"
1302,"111"
1303,"112"
1304,"107"
1305,"104"
1306,"118"
1307,"105"
1308,"105"
1309,"107"
1310,"104"
1311,"114"
1312,"123"
1313,"91"
1314,"121"
1315,"96"
1316,"102"
1317,"106"
1318,"108"
1319,"115"
1320,"114"
1321,"102"
1322,"118"
1323,"86"
1324,"117"
1325,"69"
1326,"90"
1327,"100"
1328,"106"
1329,"100"
1330,"110"
1331,"91"
1332,"111"
1333,"114"
1334,"103"
1335,"95"
1336,"97"
1337,"83"
1338,"110"
1339,"114"
1340,"96"
1341,"107"
1342,"94"
1343,"110"
1344,"97"
1345,"114"
1346,"101"
1347,"94"
1348,"102"
1349,"102"
1350,"112"
1351,"87"
1352,"107"
1353,"100"
1354,"102"
1355,"89"
1356,"97"
1357,"104"
1358,"93"
1359,"85"
1360,"99"
1361,"107"
1362,"78"
1363,"94"
1364,"104"
1365,"95"
1366,"90"
1367,"106"
1368,"84"
1369,"106"
1370,"101"
1371,"84"
1372,"84"
1373,"98"
1374,"90"
1375,"77"
1376,"85"
1377,"79"
1378,"76"
1379,"106"
1380,"102"
1381,"93"
1382,"87"
1383,"93"
1384,"90"
1385,"91"
1386,"78"
1387,"94"
1388,"96"
1389,"69"
1390,"94"
1391,"86"
1392,"88"
1393,"70"
1394,"76"
1395,"82"
1396,"77"
1397,"95"
1398,"98"
1399,"85"
1400,"74"
1401,"82"
1402,"77"
1403,"78"
