Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 4phi 0"
Duration Time,60.2511
Ambient Temperature,"96.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"514853"
Raw Accumulated Counts,"530484"
Valid Count Last Packet,"8056"
Raw Count Last Packet,"8348"
Live Time,59.021008
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7962
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1738"
1,"1500"
2,"981"
3,"558"
4,"213"
5,"60"
6,"13"
7,"2"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"21"
23,"64"
24,"103"
25,"138"
26,"133"
27,"125"
28,"121"
29,"113"
30,"119"
31,"123"
32,"118"
33,"109"
34,"97"
35,"113"
36,"99"
37,"96"
38,"116"
39,"113"
40,"103"
41,"93"
42,"107"
43,"101"
44,"117"
45,"113"
46,"113"
47,"115"
48,"105"
49,"121"
50,"86"
51,"111"
52,"107"
53,"111"
54,"80"
55,"116"
56,"114"
57,"121"
58,"105"
59,"115"
60,"105"
61,"114"
62,"78"
63,"104"
64,"100"
65,"80"
66,"98"
67,"84"
68,"92"
69,"76"
70,"92"
71,"93"
72,"103"
73,"121"
74,"133"
75,"119"
76,"86"
77,"99"
78,"83"
79,"93"
80,"80"
81,"119"
82,"106"
83,"147"
84,"187"
85,"193"
86,"196"
87,"236"
88,"174"
89,"145"
90,"145"
91,"119"
92,"108"
93,"94"
94,"78"
95,"89"
96,"82"
97,"90"
98,"99"
99,"101"
100,"98"
101,"114"
102,"92"
103,"87"
104,"89"
105,"95"
106,"95"
107,"112"
108,"96"
109,"111"
110,"128"
111,"133"
112,"145"
113,"191"
114,"192"
115,"187"
116,"201"
117,"208"
118,"193"
119,"163"
120,"153"
121,"151"
122,"168"
123,"167"
124,"186"
125,"199"
126,"217"
127,"361"
128,"486"
129,"706"
130,"942"
131,"1411"
132,"1615"
133,"1835"
134,"1906"
135,"1867"
136,"1678"
137,"1408"
138,"1237"
139,"1261"
140,"1311"
141,"1378"
142,"1467"
143,"1606"
144,"1681"
145,"1808"
146,"1920"
147,"1877"
148,"1656"
149,"1322"
150,"957"
151,"680"
152,"452"
153,"321"
154,"297"
155,"297"
156,"274"
157,"345"
158,"357"
159,"391"
160,"441"
161,"491"
162,"577"
163,"713"
164,"777"
165,"725"
166,"617"
167,"519"
168,"376"
169,"280"
170,"193"
171,"153"
172,"165"
173,"162"
174,"173"
175,"185"
176,"235"
177,"284"
178,"340"
179,"412"
180,"526"
181,"545"
182,"619"
183,"631"
184,"587"
185,"515"
186,"445"
187,"351"
188,"271"
189,"210"
190,"202"
191,"200"
192,"169"
193,"199"
194,"188"
195,"203"
196,"225"
197,"249"
198,"270"
199,"253"
200,"280"
201,"249"
202,"228"
203,"221"
204,"178"
205,"171"
206,"185"
207,"204"
208,"175"
209,"216"
210,"205"
211,"211"
212,"213"
213,"207"
214,"215"
215,"216"
216,"245"
217,"268"
218,"303"
219,"362"
220,"491"
221,"587"
222,"671"
223,"779"
224,"776"
225,"726"
226,"672"
227,"555"
228,"480"
229,"383"
230,"343"
231,"305"
232,"281"
233,"294"
234,"293"
235,"255"
236,"242"
237,"285"
238,"255"
239,"274"
240,"300"
241,"290"
242,"327"
243,"324"
244,"343"
245,"378"
246,"385"
247,"330"
248,"305"
249,"294"
250,"298"
251,"285"
252,"276"
253,"270"
254,"321"
255,"285"
256,"293"
257,"287"
258,"316"
259,"272"
260,"284"
261,"318"
262,"287"
263,"277"
264,"328"
265,"320"
266,"322"
267,"333"
268,"279"
269,"330"
270,"349"
271,"314"
272,"301"
273,"306"
274,"316"
275,"327"
276,"310"
277,"309"
278,"313"
279,"333"
280,"295"
281,"341"
282,"339"
283,"336"
284,"320"
285,"363"
286,"355"
287,"376"
288,"382"
289,"462"
290,"501"
291,"518"
292,"522"
293,"568"
294,"548"
295,"507"
296,"480"
297,"465"
298,"447"
299,"434"
300,"382"
301,"426"
302,"423"
303,"418"
304,"451"
305,"450"
