"Area";"Perimeter";"Barycenter x";"Barycenter y";"Orientation";"Length";"Width";"Eccentricity";"Compactness";"Equivalent circular diameter";"Elongation";"Ellipticity";"Rectangularity";"Solidity";"Convexity";"Class"
1508548.5879420005;6079.591419000001;9811.237180626955;4177.9929191613755;159.21150669604802;1765.0761237919885;1134.2739307651195;2.779524362919339;0.5128854514390039;1385.9089859446563;0.6426204034352413;0.042346157364737236;0.3271563468595245;0.9206686660845578;0.7963564281423958;"Plagioclase"
218096.83175500008;2526.700352;26833.124905878627;5899.454671399146;176.13919025431977;912.8479523308322;319.1736619758971;10.020765765373797;0.4292909558705894;526.962532607317;0.34964602939726264;0.04921868659251989;0.3359067228446855;0.8795818815331011;0.8398023906239598;"Plagioclase"
1648585.3462430006;6523.245685000001;33531.91588286246;6614.742490233648;34.05059548485262;2081.7062678350603;1187.0815522574528;2.7265400988896014;0.48684849063670915;1448.807804958097;0.5702445011572155;0.1772764373603348;0.4989549151321069;0.8907490533202878;0.8165298748823685;"Plagioclase"
349950.2071120001;2808.4765720000005;15540.62417054432;7761.396243423133;113.65350122456309;721.2414084509454;702.8528082234283;1.1379620272831779;0.5575380452828232;667.5106309140393;0.9745042367062486;0.1377023723237302;0.44856765058158077;0.9162007129544179;0.803939648103285;"Plagioclase"
343805.7582630001;2841.9227100000007;3063.39443246286;9117.227027903426;105.20375443005473;872.1788899646237;643.3221734553603;2.29763337053445;0.5349318851509951;661.6245817139126;0.7376034674279424;0.2817721365435789;0.6320029715869633;0.9056861424175664;0.8413519088983246;"Plagioclase"
396983.92411700013;3165.1451150000003;40306.77295795394;10461.584364155511;32.67376740949237;1082.9845971023253;554.2619505374217;4.984037552509343;0.49796123095007927;710.9540286192263;0.5117911667630602;0.18755656996066608;0.51204398648397;0.9099218985155965;0.8400644553069724;"Plagioclase"
566747.6503590002;4218.666914;9779.790901462215;13331.021748277419;74.31832278969493;1179.665704351223;921.641810851821;2.3056523026789604;0.40017423051581674;849.4736725307127;0.7812737180137771;0.5066808738819909;0.9183656699226834;0.7701389084556649;0.7800296136392246;"Plagioclase"
328994.1116000001;2923.4033070000005;13597.90793728992;16236.145337500004;84.31150061593542;1014.9166690016318;523.8600031656136;4.221859995395778;0.4837494910851955;647.2158163040621;0.5161606062504935;0.2692506166811702;0.6160600773379579;0.8860924440142223;0.8565103962920295;"Plagioclase"
213825.43761700008;2267.3573890000007;28467.236130943533;15781.28891673401;21.359566915963878;696.1626390302279;379.7327219180898;3.8517434389650025;0.522672044796461;521.7767749184187;0.5454655286400705;-0.028999963067733357;0.23631564496146532;0.9084155508574113;0.8340083553541633;"Plagioclase"
310007.8337730001;2716.879583000001;16041.220884266384;17601.25786703231;109.76165708381438;936.5496391289187;484.0595986572497;4.368914450027211;0.5277664177072604;628.2628694563039;0.5168541830921762;0.14854191812598744;0.4623689889439828;0.9241181803197628;0.8418746558779671;"Plagioclase"
1713941.8235390005;6461.138189000001;20087.97432609213;18086.341334334767;28.608524478762913;1920.6645770746193;1453.8125527064515;2.008708755207732;0.5159265542263336;1477.2469350468632;0.7569320380348586;0.2795396432632204;0.6291604728590551;0.9038617849137067;0.7987557987517299;"Plagioclase"
1694153.7953560005;6304.0791;33119.52818841284;17722.352118800896;145.95787271071336;1671.2227502958153;1315.9827392635766;1.6324730876191862;0.5356972161498841;1468.6945247771648;0.7874370660826875;0.019580639905214935;0.29817038977370164;0.901251227143871;0.8135214145710832;"Plagioclase"
515221.36670400016;4063.845104000001;3858.158930081563;18736.763019075985;102.08329854208648;1378.277770964198;574.5669833775992;5.617383016534379;0.3920391482489654;809.9384040654138;0.41687314087322974;0.2071838986195813;0.5370342774900148;0.8530135371728707;0.8241375205721916;"Plagioclase"
244444.0072470001;2885.4668370000004;7807.526624169424;20845.01771781605;87.85052102387795;842.6953442662384;576.5291491169602;4.042368463647539;0.3689411389225159;557.8850925597576;0.6841489668119175;0.5609980165438967;0.9875244039168428;0.7477167019027485;0.775373034377383;"Plagioclase"
293226.3694250001;2730.4741420000005;12452.87585798468;20727.413076370067;29.11109975788448;816.1675370336934;448.6102487990998;3.9859405037028584;0.4942387028219656;611.0216110016337;0.5496546094317153;-0.01930182742598054;0.2486636947707506;0.8683504922529013;0.8313139443750132;"Plagioclase"
566415.8915910001;3895.9387610000003;28965.528465522086;21648.467377249824;167.0886407102875;1101.7111362130545;910.0819812997306;1.9194508952762082;0.46894407191510734;849.2250066620073;0.8260622511523149;0.3902813821686535;0.7701612340861893;0.8232144650929181;0.8144015590700915;"Plagioclase"
216921.85278500005;2099.924266;13169.350479018642;22750.978581647287;63.96266128917968;664.9600531350611;506.42341129109326;1.6965031801038044;0.6181671249964116;525.5411316758009;0.7615847131019053;0.21925882233138744;0.5524085478595464;0.927562359616976;0.8666535629242547;"Plagioclase"
98767.34989000003;1538.9561330000001;6777.688574667601;23615.89360860742;172.46036753237752;472.07992615002945;312.40809958369755;2.4565564641401845;0.5240476569970001;354.61880323615406;0.6617695061331894;0.17277391846981943;0.49322213002978577;0.9050604851478877;0.8195556026287332;"Plagioclase"
188452.80350600005;2218.071526;32144.455652570974;25468.725700726183;47.75943049922048;621.8349897769815;465.12286056908704;2.302412957446092;0.48135044007251804;489.8423845892111;0.7479843820559235;0.2053970373511975;0.5347591750621528;0.8471385074255887;0.8057791094875629;"Plagioclase"
