Area (µm^2);Equivalent circular diameter (µm);Class;;3-D diameter (µm);;;;;;;;;
4994559,136;2521,759346;K-feldspar;;4088,122269;;;;;;;;;
3966977,822;2247,423644;K-feldspar;;3643,38598;;;;;;;;;
1810704,798;1518,374444;K-feldspar;;2461,495934;;;;;;;;;
2258447,813;1695,743219;K-feldspar;;2749,035362;;;;;;;;;
7527689,386;3095,892732;K-feldspar;;5018,872256;;;;;;;;;
3764577,327;2189,339791;K-feldspar;;3549,223985;;;;;;;;;
3261506,625;2037,812359;K-feldspar;;3303,576964;;;;;;;;;
4001978,372;2257,316354;K-feldspar;;3659,423437;;;;;;;;;
3028667,263;1963,725777;K-feldspar;;3183,472321;;;;;;;;;
6707415,832;2922,353004;K-feldspar;;4737,540246;;;;;;;;;
8931623,375;3372,253858;K-feldspar;;5466,892038;;;;;;;;;
4902537,548;2498,420436;K-feldspar;;4050,286653;;;;;;;;;
2944013,484;1936,087392;K-feldspar;;3138,666658;;;;;;;;;
125003,9391;398,9485663;K-feldspar;;646,7510552;;;;;;;;;
725,722305;30,39766993;K-feldspar;;49,27884636;;;;;;;;;
193,525948;15,69728925;K-feldspar;;25,44748684;;;;;;;;;
76,028051;9,838796727;K-feldspar;;15,95005648;;;;;;;;;
136746,8172;417,2666477;Others;;676,4472102;;;;;;;;;
1142321,466;1206,005333;Others;;1955,102205;;;;;;;;;
272982,1729;589,5521161;Others;;955,7458915;;;;;;;;;
35919,79828;213,8562779;Others;;346,6907393;;;;;;;;;
884296,0845;1061,094126;Others;;1720,181005;;;;;;;;;
491293,2656;790,9070829;Others;;1282,170269;;;;;;;;;
109494,2167;373,3796548;Others;;605,3002972;;;;;;;;;
29809,90763;194,8208234;Others;;315,8316228;;;;;;;;;
408671,509;721,3436949;Others;;1169,398352;;;;;;;;;
543261,8942;831,6865557;Others;;1348,27946;;;;;;;;;
20804,03941;162,752959;Others;;263,8451592;;;;;;;;;
42375,27097;232,2797252;Others;;376,557707;;;;;;;;;
97848,10164;352,96469;Others;;572,2048028;;;;;;;;;
133373,9364;412,0885463;Others;;668,0527885;;;;;;;;;
91724,38771;341,7413022;Others;;554,0101319;;;;;;;;;
564024,4638;847,4303815;Others;;1373,802389;;;;;;;;;
448427,2681;755,6158618;Others;;1224,958296;;;;;;;;;
56316,05087;267,7756953;Others;;434,1016063;;;;;;;;;
77189,20669;313,4969703;Others;;508,2221456;;;;;;;;;
93853,17314;345,6842077;Others;;560,4021294;;;;;;;;;
582616,7781;861,284344;Others;;1396,261587;;;;;;;;;
49964,25279;252,2230411;Others;;408,8885931;;;;;;;;;
1106194,319;1186,781509;Others;;1923,937716;;;;;;;;;
232784,0689;544,417011;Others;;882,5756152;;;;;;;;;
298154,3695;616,1346717;Others;;998,8399075;;;;;;;;;
910705,4647;1076,822275;Others;;1745,678519;;;;;;;;;
1025176,063;1142,494947;Others;;1852,143045;;;;;;;;;
387024,2494;701,9790447;Others;;1138,005563;;;;;;;;;
45603,00732;240,9637987;Others;;390,6357968;;;;;;;;;
515857,2377;810,438051;Others;;1313,832681;;;;;;;;;
243006,3859;556,2421597;Others;;901,7458241;;;;;;;;;
116274,5365;384,7666019;Others;;623,7601206;;;;;;;;;
217156,8486;525,8257192;Others;;852,4365482;;;;;;;;;
811412,8301;1016,426536;Others;;1647,768635;;;;;;;;;
81529,71724;322,19072;Others;;522,3159217;;;;;;;;;
196034,8737;499,5991927;Others;;809,9197048;;;;;;;;;
160184,1918;451,6113899;Others;;732,1248091;;;;;;;;;
80997,52088;321,1374264;Others;;520,6083864;;;;;;;;;
231906,2905;543,3896021;Others;;880,9100427;;;;;;;;;
135585,6615;415,4913067;Others;;673,5691358;;;;;;;;;
238499,996;551,0604561;Others;;893,3455628;;;;;;;;;
194244,7587;497,3128875;Others;;806,2132865;;;;;;;;;
74770,13234;308,5454412;Others;;500,1950289;;;;;;;;;
36769,93012;216,3722004;Others;;350,7693992;;;;;;;;;
33355,57947;206,0816411;Others;;334,0869729;;;;;;;;;
171401,7852;467,156859;Others;;757,3261744;;;;;;;;;
17576,30306;149,5956019;Others;;242,5152552;;;;;;;;;
49307,64689;250,560264;Others;;406,1930003;;;;;;;;;
68770,82795;295,9083265;Others;;479,7085102;;;;;;;;;
115818,3682;384,011102;Others;;622,5353502;;;;;;;;;
27052,16287;185,5906343;Others;;300,8682039;;;;;;;;;
89187,81546;336,9828683;Others;;546,2960494;;;;;;;;;
16187,06322;143,5618647;Others;;232,733729;;;;;;;;;
37170,8053;217,5484756;Others;;352,6763047;;;;;;;;;
100495,2601;357,7073375;Others;;579,8932933;;;;;;;;;
36140,97079;214,5136667;Others;;347,7564579;;;;;;;;;
67505,99765;293,1745311;Others;;475,2766481;;;;;;;;;
51201,43653;255,3266413;Others;;413,9199601;;;;;;;;;
50883,50104;254,532681;Others;;412,6328402;;;;;;;;;
49107,20931;250,0504765;Others;;405,3665641;;;;;;;;;
92768,0455;343,6800024;Others;;557,1530341;;;;;;;;;
164911,7543;458,2272001;Others;;742,8499567;;;;;;;;;
207874,5147;514,4648214;Others;;834,0189544;;;;;;;;;
77728,31469;314,5898346;Others;;509,9938304;;;;;;;;;
457827,0998;763,4943144;Others;;1237,730362;;;;;;;;;
82262,35118;323,635101;Others;;524,6574639;;;;;;;;;
567687,6335;850,1778309;Others;;1378,256386;;;;;;;;;
113198,8563;379,6435964;Others;;615,4550167;;;;;;;;;
231927,0254;543,413894;Others;;880,9494232;;;;;;;;;
857624,0618;1044,969315;Others;;1694,040446;;;;;;;;;
463446,264;768,1654185;Others;;1245,302871;;;;;;;;;
239509,0956;552,2250011;Others;;895,2334519;;;;;;;;;
340736,9897;658,6651726;Others;;1067,787759;;;;;;;;;
193325,5104;496,1347447;Others;;804,3033532;;;;;;;;;
1314918,965;1293,911444;Others;;2097,610224;;;;;;;;;
166515,255;460,449571;Others;;746,4527287;;;;;;;;;
89339,87157;337,2700067;Others;;546,7615405;;;;;;;;;
157205,2745;447,3924141;Others;;725,2852632;;;;;;;;;
398193,4613;712,0362781;Others;;1154,309736;;;;;;;;;
433214,7462;742,6884584;Others;;1204,001179;;;;;;;;;
191583,7769;493,894767;Others;;800,6720382;;;;;;;;;
338490,7063;656,4904819;Others;;1064,262283;;;;;;;;;
1327111,1;1299,896278;Others;;2107,312472;;;;;;;;;
372530,5383;688,7093821;Others;;1116,493596;;;;;;;;;
25994,6818;181,9270646;Others;;294,9290483;;;;;;;;;
43177,02133;234,4668228;Others;;380,1032961;;;;;;;;;
174505,112;471,3669582;Others;;764,1513302;;;;;;;;;
88330,77198;335,3598543;Others;;543,6649182;;;;;;;;;
56385,16728;267,9399648;Others;;434,36791;;;;;;;;;
81384,57278;321,9037999;Others;;521,8507844;;;;;;;;;
75053,50962;309,1295787;Others;;501,141997;;;;;;;;;
77085,53207;313,286367;Others;;507,8807284;;;;;;;;;
625448,2174;892,3818709;Others;;1446,674999;;;;;;;;;
71480,19122;301,6809675;Others;;489,0667633;;;;;;;;;
245425,4603;559,0039367;Others;;906,2230485;;;;;;;;;
794202,844;1005,589612;Others;;1630,200476;;;;;;;;;
49646,3173;251,4192802;Others;;407,5855849;;;;;;;;;
53682,71565;261,4401584;Others;;423,8308208;;;;;;;;;
615129,1374;884,9896851;Others;;1434,691239;;;;;;;;;
28759,3382;191,3570659;Others;;310,2163907;;;;;;;;;
115846,0148;384,0569322;Others;;622,6096472;;;;;;;;;
51339,66935;255,6710723;Others;;414,4783307;;;;;;;;;
216451,8612;524,9714937;Others;;851,0517299;;;;;;;;;
217937,864;526,7704498;Others;;853,9680877;;;;;;;;;
840994,6536;1034,788698;Others;;1677,536252;;;;;;;;;
169252,2648;464,2183501;Others;;752,5624432;;;;;;;;;
57117,80122;269,6750697;Others;;437,1807562;;;;;;;;;
192627,4347;495,2381924;Others;;802,8499174;;;;;;;;;
3425485,308;2088,411682;Others;;3385,605497;;;;;;;;;
228989,578;539,9616523;Others;;875,3528598;;;;;;;;;
102817,5715;361,8168016;Others;;586,5553057;;;;;;;;;
125632,8985;399,950965;Others;;648,3760828;;;;;;;;;
296917,1857;614,8550255;Others;;996,7654232;;;;;;;;;
47075,18685;244,8223631;Others;;396,8910658;;;;;;;;;
67070,56426;292,2274708;Others;;473,7413318;;;;;;;;;
41110,44067;228,786885;Others;;370,8953279;;;;;;;;;
37502,56407;218,5171563;Others;;354,2466708;;;;;;;;;
115438,228;383,3803814;Others;;621,5128645;;;;;;;;;
27266,42375;186,3241502;Others;;302,0573351;;;;;;;;;
42693,20646;233,1494773;Others;;377,967696;;;;;;;;;
10028,79109;113,0002363;Others;;183,1890831;;;;;;;;;
104559,305;364,8685269;Others;;591,5025764;;;;;;;;;
31883,39993;201,4825194;Others;;326,6311575;;;;;;;;;
342499,4581;660,3664544;Others;;1070,545773;;;;;;;;;
49729,257;251,6292045;Others;;407,9259014;;;;;;;;;
84874,95148;328,7341549;Others;;532,9237388;;;;;;;;;
69911,24872;298,3517496;Others;;483,6696386;;;;;;;;;
187457,5272;488,5471693;Others;;792,0028393;;;;;;;;;
33784,10121;207,4011901;Others;;336,2261451;;;;;;;;;
61907,56844;280,7546335;Others;;455,1422685;;;;;;;;;
102969,6276;362,0842468;Others;;586,9888714;;;;;;;;;
154309,297;443,2524101;Others;;718,5737414;;;;;;;;;
154952,0796;444,174645;Others;;720,0688124;;;;;;;;;
84294,37364;327,6078905;Others;;531,0979078;;;;;;;;;
83948,79159;326,935653;Others;;530,0081173;;;;;;;;;
185432,4164;485,9011066;Plagioclase;;787,7132041;;;;;;;;;
1574209,177;1415,749051;Plagioclase;;2295,125914;;;;;;;;;
873202,9007;1054,417595;Plagioclase;;1709,35742;;;;;;;;;
427097,944;737,4266009;Plagioclase;;1195,470977;;;;;;;;;
498336,2277;796,5559564;Plagioclase;;1291,327877;;;;;;;;;
510168,9571;805,9573752;Plagioclase;;1306,568884;;;;;;;;;
382358,8918;697,7352372;Plagioclase;;1131,125762;;;;;;;;;
211917,8247;519,4440823;Plagioclase;;842,0910281;;;;;;;;;
1165378,701;1218,115859;Plagioclase;;1974,735051;;;;;;;;;
378343,2283;694,0616398;Plagioclase;;1125,17035;;;;;;;;;
460183,9694;765,4570058;Plagioclase;;1240,912158;;;;;;;;;
120974,4524;392,465867;Plagioclase;;636,2416989;;;;;;;;;
405402,3029;718,4526731;Plagioclase;;1164,711604;;;;;;;;;
188701,6226;490,1656537;Plagioclase;;794,6266274;;;;;;;;;
894089,8798;1066,953884;Plagioclase;;1729,680487;;;;;;;;;
282741,41;599,9979535;Plagioclase;;972,6800453;;;;;;;;;
118493,1733;388,4201257;Plagioclase;;629,6829901;;;;;;;;;
868807,097;1051,760216;Plagioclase;;1705,04944;;;;;;;;;
1005802,733;1131,648273;Plagioclase;;1834,55908;;;;;;;;;
170074,7501;465,344923;Plagioclase;;754,3887744;;;;;;;;;
460211,616;765,4799987;Plagioclase;;1240,949432;;;;;;;;;
778782,973;995,7797336;Plagioclase;;1614,2973;;;;;;;;;
1117163,093;1192,650925;Plagioclase;;1933,452854;;;;;;;;;
7074887,049;3001,337363;Plagioclase;;4865,584866;;;;;;;;;
3797960,553;2199,025594;Plagioclase;;3564,926017;;;;;;;;;
4254170,329;2327,354269;Plagioclase;;3772,964628;;;;;;;;;
119184,3374;389,5512951;Plagioclase;;631,5167729;;;;;;;;;
114083,5463;381,1242351;Plagioclase;;617,8553379;;;;;;;;;
101048,1914;358,6900518;Plagioclase;;581,4864097;;;;;;;;;
1693545,571;1468,43086;Plagioclase;;2380,530446;;;;;;;;;
925669,1675;1085,632806;Plagioclase;;1759,961614;;;;;;;;;
682006,1757;931,8568735;Plagioclase;;1510,669462;;;;;;;;;
592493,5131;868,554069;Plagioclase;;1408,046821;;;;;;;;;
877508,853;1057,014178;Plagioclase;;1713,566842;;;;;;;;;
733967,8927;966,7041665;Plagioclase;;1567,161766;;;;;;;;;
887848,6679;1063,223417;Plagioclase;;1723,632881;;;;;;;;;
922012,9094;1083,486639;Plagioclase;;1756,48238;;;;;;;;;
749394,6754;976,8105934;Plagioclase;;1583,545688;;;;;;;;;
1467348,296;1366,852544;Plagioclase;;2215,857882;;;;;;;;;
667464,083;921,8685726;Plagioclase;;1494,477039;;;;;;;;;
1343982,416;1308,132852;Plagioclase;;2120,665103;;;;;;;;;
1142908,956;1206,315414;Plagioclase;;1955,60489;;;;;;;;;
1579987,309;1418,344924;Plagioclase;;2299,334184;;;;;;;;;
661920,9469;918,0326384;Plagioclase;;1488,258457;;;;;;;;;
1147152,703;1208,55293;Plagioclase;;1959,232215;;;;;;;;;
545860,6713;833,6734328;Plagioclase;;1351,500464;;;;;;;;;
717027,4606;955,4829761;Plagioclase;;1548,970657;;;;;;;;;
3671042,089;2161,970388;Plagioclase;;3504,854379;;;;;;;;;
2672233,937;1844,55792;Plagioclase;;2990,284668;;;;;;;;;
1934319,497;1569,347659;Plagioclase;;2544,130598;;;;;;;;;
3773507,167;2191,934887;Plagioclase;;3553,430995;;;;;;;;;
2155263,925;1656,552824;Plagioclase;;2685,502286;;;;;;;;;
1,00E+07;3572,669436;Plagioclase;;5791,793537;;;;;;;;;
4109793,06;2287,52072;Plagioclase;;3708,388911;;;;;;;;;
3454742,284;2097,311253;Plagioclase;;3400,032938;;;;;;;;;
5468829,03;2638,77422;Plagioclase;;4277,819637;;;;;;;;;
2559975,063;1805,397874;Plagioclase;;2926,800793;;;;;;;;;
2841202,824;1901,981017;Plagioclase;;3083,375487;;;;;;;;;
2118424,878;1642,334414;Plagioclase;;2662,452268;;;;;;;;;
2139788,76;1650,594943;Plagioclase;;2675,843734;;;;;;;;;
204888,6858;510,7566711;Quartz;;828,0075274;;;;;;;;;
99285,72297;355,5481806;Quartz;;576,393;;;;;;;;;
568323,5045;850,6538427;Quartz;;1379,028067;;;;;;;;;
75834,52505;310,7338349;Quartz;;503,7427192;;;;;;;;;
420317,6241;731,5497388;Quartz;;1185,943767;;;;;;;;;
1709580,578;1475,366259;Quartz;;2391,77369;;;;;;;;;
758953,4749;983,0206391;Quartz;;1593,613035;;;;;;;;;
1200987,475;1236,585923;Quartz;;2004,677591;;;;;;;;;
109694,6543;373,7212487;Quartz;;605,8540683;;;;;;;;;
1186583,615;1229,148153;Quartz;;1992,619932;;;;;;;;;
471235,6834;774,5940272;Quartz;;1255,724539;;;;;;;;;
79387,10853;317,9289322;Quartz;;515,4069716;;;;;;;;;
511820,8393;807,2611303;Quartz;;1308,682452;;;;;;;;;
305218,0666;623,3904973;Quartz;;1010,602609;;;;;;;;;
1208071,907;1240,227771;Quartz;;2010,581533;;;;;;;;;
191970,8288;494,3934169;Quartz;;801,4804189;;;;;;;;;
1188657,108;1230,22162;Quartz;;1994,360171;;;;;;;;;
662349,4687;918,3297534;Quartz;;1488,740121;;;;;;;;;
162589,4429;454,9893496;Quartz;;737,6009511;;;;;;;;;
617707,1795;886,8422678;Quartz;;1437,694532;;;;;;;;;
198225,8639;502,3833284;Quartz;;814,4331757;;;;;;;;;
1237674,466;1255,331061;Quartz;;2035,066064;;;;;;;;;
34419,97218;209,343903;Quartz;;339,3755526;;;;;;;;;
1011186,902;1134,673147;Quartz;;1839,462821;;;;;;;;;
137811,2099;418,8874337;Quartz;;679,0747296;;;;;;;;;
1290292,788;1281,737806;Quartz;;2077,875065;;;;;;;;;
105727,3724;366,9009014;Quartz;;594,7973378;;;;;;;;;
344020,0191;661,8307129;Quartz;;1072,919539;;;;;;;;;
388351,2845;703,1814934;Quartz;;1139,9549;;;;;;;;;
264432,473;580,2463973;Quartz;;940,6600284;;;;;;;;;
2090494,937;1631,47198;Quartz;;2644,842754;;;;;;;;;
4734508,643;2455,231889;Quartz;;3980,272018;;;;;;;;;
3370496,292;2071,58132;Quartz;;3358,321141;;;;;;;;;
1,18E+07;3874,578522;Quartz;;6281,230111;;;;;;;;;
3438023,024;2092,230119;Quartz;;3391,795714;;;;;;;;;
2946529,321;1936,914467;Quartz;;3140,007462;;;;;;;;;
2333694,849;1723,761169;Quartz;;2794,456351;;;;;;;;;
2393653,334;1745,764612;Quartz;;2830,12699;;;;;;;;;
4106171,36;2286,512574;Quartz;;3706,754567;;;;;;;;;
1762102,138;1497,857845;Quartz;;2428,235677;;;;;;;;;
25773,50929;181,1514594;Quartz;;293,6716845;;;;;;;;;
128176,3823;403,9792553;Quartz;;654,906501;;;;;;;;;
99990,71035;356,808249;Quartz;;578,4357459;;;;;;;;;
30625,48127;197,4679058;Quartz;;320,1229112;;;;;;;;;
25123,81504;178,8536687;Quartz;;289,9466466;;;;;;;;;
47386,2107;245,6297973;Quartz;;398,2000288;;;;;;;;;
501992,4858;799,4727538;Quartz;;1296,056411;;;;;;;;;
137818,1215;418,8979378;Quartz;;679,0917582;;;;;;;;;
99845,56589;356,5491871;Quartz;;578,0157707;;;;;;;;;
415907,9972;727,7022117;Quartz;;1179,706391;;;;;;;;;
167475,9731;461,775954;Quartz;;748,6029798;;;;;;;;;
310505,4719;628,7669248;Quartz;;1019,318545;;;;;;;;;
130844,2758;408,1618626;Quartz;;661,6870886;;;;;;;;;
383236,6702;698,5356709;Quartz;;1132,423376;;;;;;;;;
301845,1858;619,93647;Quartz;;1005,003151;;;;;;;;;
409604,5806;722,1667049;Quartz;;1170,732565;;;;;;;;;
92609,07776;343,3854103;Quartz;;556,6754595;;;;;;;;;
277004,748;593,8799536;Quartz;;962,7619174;;;;;;;;;
213479,8556;521,3549598;Quartz;;845,188826;;;;;;;;;
232645,8361;544,255343;Quartz;;882,3135289;;;;;;;;;
177069,3308;474,8175166;Quartz;;769,7451648;;;;;;;;;
951221,5043;1100,514805;Quartz;;1784,087402;;;;;;;;;
903579,5629;1072,601152;Quartz;;1738,835493;;;;;;;;;
307326,1171;625,5395794;Quartz;;1014,08657;;;;;;;;;
235832,1026;547,9696697;Quartz;;888,3349685;;;;;;;;;
21557,40828;165,673609;Quartz;;268,5799385;;;;;;;;;
284144,4732;601,4848125;Quartz;;975,0904503;;;;;;;;;
849979,7869;1040,30182;Quartz;;1686,473788;;;;;;;;;
526798,3654;818,9874913;Quartz;;1327,692512;;;;;;;;;
396382,6114;710,4153824;Quartz;;1151,682039;;;;;;;;;
750293,1888;977,3960088;Quartz;;1584,494728;;;;;;;;;
470205,8489;773,7471686;Quartz;;1254,351663;;;;;;;;;
923595,6752;1084,416219;Quartz;;1757,989359;;;;;;;;;
173136,6071;469,5150421;Quartz;;761,1491168;;;;;;;;;
345264,1145;663,0263373;Quartz;;1074,857813;;;;;;;;;
1044355,867;1153,132771;Quartz;;1869,388437;;;;;;;;;
212028,411;519,5795968;Quartz;;842,3107159;;;;;;;;;
597504,4528;872,2191797;Quartz;;1413,988475;;;;;;;;;
2802103,671;1888,848645;Quartz;;3062,086086;;;;;;;;;
3276352,83;2042,4451;Quartz;;3311,08728;;;;;;;;;
1863171,064;1540,21527;Quartz;;2496,902947;;;;;;;;;
4461816,759;2383,476775;Quartz;;3863,947009;;;;;;;;;
2036238,555;1610,161312;Quartz;;2610,2952;;;;;;;;;
9933230,743;3556,315817;Quartz;;5765,282047;;;;;;;;;
3277873,391;2042,918996;Quartz;;3311,855532;;;;;;;;;
2034745,641;1609,570941;Quartz;;2609,338126;;;;;;;;;
26215,85431;182,6993771;Quartz;;296,1810743;;;;;;;;;
31074,73794;198,9109981;Quartz;;322,4623643;;;;;;;;;
285775,6204;603,2087705;Quartz;;977,8852258;;;;;;;;;
99396,30922;355,7461335;Quartz;;576,7139092;;;;;;;;;
23361,34658;172,4662004;Quartz;;279,591673;;;;;;;;;
287061,1857;604,5640192;Quartz;;980,0822722;;;;;;;;;
