Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4A 5phi 0"
Duration Time,60.029
Ambient Temperature,"101.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"884681"
Raw Accumulated Counts,"922195"
Valid Count Last Packet,"14001"
Raw Count Last Packet,"14593"
Live Time,57.854984
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,763
Channel#,Intensity
0,"1775"
1,"1463"
2,"951"
3,"497"
4,"198"
5,"76"
6,"16"
7,"4"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"23"
23,"99"
24,"160"
25,"208"
26,"171"
27,"178"
28,"175"
29,"179"
30,"154"
31,"174"
32,"151"
33,"162"
34,"158"
35,"155"
36,"170"
37,"178"
38,"148"
39,"146"
40,"185"
41,"153"
42,"168"
43,"155"
44,"179"
45,"173"
46,"167"
47,"161"
48,"169"
49,"172"
50,"155"
51,"117"
52,"159"
53,"147"
54,"168"
55,"146"
56,"158"
57,"134"
58,"153"
59,"167"
60,"157"
61,"161"
62,"126"
63,"129"
64,"145"
65,"120"
66,"137"
67,"129"
68,"118"
69,"143"
70,"157"
71,"205"
72,"215"
73,"260"
74,"228"
75,"225"
76,"221"
77,"200"
78,"178"
79,"205"
80,"231"
81,"299"
82,"445"
83,"696"
84,"998"
85,"1337"
86,"1520"
87,"1529"
88,"1238"
89,"892"
90,"611"
91,"409"
92,"300"
93,"201"
94,"160"
95,"168"
96,"139"
97,"142"
98,"148"
99,"150"
100,"145"
101,"143"
102,"132"
103,"127"
104,"131"
105,"127"
106,"128"
107,"120"
108,"137"
109,"133"
110,"143"
111,"184"
112,"189"
113,"222"
114,"237"
115,"228"
116,"236"
117,"208"
118,"209"
119,"216"
120,"201"
121,"210"
122,"192"
123,"204"
124,"213"
125,"233"
126,"302"
127,"394"
128,"516"
129,"711"
130,"1010"
131,"1267"
132,"1732"
133,"1962"
134,"1973"
135,"1828"
136,"1661"
137,"1468"
138,"1520"
139,"1330"
140,"1347"
141,"1421"
142,"1560"
143,"1471"
144,"1578"
145,"1815"
146,"1759"
147,"1683"
148,"1596"
149,"1307"
150,"1006"
151,"709"
152,"543"
153,"397"
154,"319"
155,"336"
156,"367"
157,"414"
158,"534"
159,"683"
160,"956"
161,"1458"
162,"1896"
163,"2553"
164,"2902"
165,"2730"
166,"2384"
167,"2071"
168,"1473"
169,"914"
170,"588"
171,"374"
172,"298"
173,"311"
174,"285"
175,"400"
176,"498"
177,"595"
178,"710"
179,"792"
180,"881"
181,"993"
182,"1045"
183,"1044"
184,"1061"
