Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2C 1phi 0"
Duration Time,60.039
Ambient Temperature,"101.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"686852"
Raw Accumulated Counts,"711338"
Valid Count Last Packet,"10751"
Raw Count Last Packet,"11097"
Live Time,58.371983
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1779"
1,"1514"
2,"960"
3,"523"
4,"226"
5,"80"
6,"16"
7,"4"
8,"0"
9,"1"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"7"
22,"27"
23,"90"
24,"152"
25,"173"
26,"209"
27,"171"
28,"189"
29,"186"
30,"169"
31,"173"
32,"143"
33,"148"
34,"160"
35,"161"
36,"154"
37,"143"
38,"152"
39,"181"
40,"174"
41,"161"
42,"159"
43,"175"
44,"170"
45,"162"
46,"159"
47,"170"
48,"178"
49,"171"
50,"167"
51,"159"
52,"157"
53,"166"
54,"151"
55,"164"
56,"145"
57,"137"
58,"164"
59,"173"
60,"140"
61,"167"
62,"145"
63,"143"
64,"131"
65,"123"
66,"131"
67,"106"
68,"120"
69,"133"
70,"152"
71,"155"
72,"199"
73,"194"
74,"235"
75,"220"
76,"212"
77,"173"
78,"168"
79,"200"
80,"184"
81,"294"
82,"495"
83,"795"
84,"1158"
85,"1422"
86,"1647"
87,"1550"
88,"1297"
89,"1001"
90,"700"
91,"444"
92,"291"
93,"217"
94,"155"
95,"156"
96,"128"
97,"159"
98,"159"
99,"139"
100,"152"
101,"139"
102,"131"
103,"133"
104,"123"
105,"94"
106,"119"
107,"122"
108,"127"
109,"130"
110,"139"
111,"156"
112,"175"
113,"209"
114,"253"
115,"236"
116,"232"
117,"230"
118,"194"
119,"205"
120,"174"
121,"190"
122,"204"
123,"225"
124,"193"
125,"248"
126,"305"
127,"392"
128,"554"
129,"729"
130,"1005"
131,"1342"
132,"1704"
133,"1980"
134,"1974"
135,"1796"
136,"1756"
137,"1436"
138,"1345"
139,"1370"
140,"1408"
141,"1396"
142,"1496"
143,"1623"
144,"1655"
145,"1793"
146,"1788"
147,"1843"
148,"1620"
149,"1347"
150,"1013"
151,"726"
152,"512"
153,"398"
154,"292"
155,"310"
156,"338"
157,"389"
158,"474"
159,"655"
160,"845"
161,"1320"
162,"1643"
163,"2168"
164,"2374"
165,"2396"
166,"2147"
167,"1705"
168,"1205"
169,"818"
170,"471"
171,"308"
172,"258"
173,"257"
174,"270"
175,"323"
176,"385"
177,"510"
178,"579"
179,"638"
180,"632"
181,"653"
182,"661"
183,"627"
184,"604"
185,"504"
186,"423"
187,"323"
188,"284"
189,"220"
190,"199"
191,"189"
192,"188"
193,"189"
194,"167"
195,"213"
196,"214"
197,"213"
198,"245"
199,"232"
200,"271"
201,"253"
202,"225"
203,"225"
204,"206"
205,"219"
206,"209"
207,"206"
208,"238"
209,"235"
210,"214"
211,"218"
212,"237"
213,"217"
214,"215"
215,"210"
216,"256"
217,"255"
218,"292"
219,"359"
220,"431"
221,"473"
222,"568"
223,"615"
224,"601"
225,"556"
226,"525"
227,"451"
228,"387"
229,"349"
230,"311"
231,"296"
232,"259"
233,"265"
234,"272"
235,"246"
236,"273"
237,"311"
238,"316"
239,"326"
240,"313"
241,"367"
242,"352"
243,"392"
244,"397"
245,"376"
246,"444"
247,"341"
248,"340"
249,"344"
250,"298"
251,"303"
252,"327"
253,"311"
254,"302"
255,"322"
256,"326"
257,"305"
258,"321"
259,"318"
260,"331"
261,"334"
262,"327"
263,"303"
264,"318"
265,"317"
266,"317"
267,"327"
268,"294"
269,"315"
270,"324"
271,"326"
272,"330"
273,"346"
274,"338"
275,"309"
276,"336"
277,"327"
278,"405"
279,"356"
280,"333"
281,"356"
282,"388"
283,"407"
284,"402"
285,"448"
286,"432"
287,"441"
288,"445"
289,"469"
290,"430"
291,"455"
292,"484"
293,"458"
294,"432"
295,"422"
296,"395"
297,"384"
298,"385"
299,"378"
300,"353"
301,"375"
302,"402"
303,"415"
304,"392"
305,"397"
306,"421"
307,"450"
308,"468"
309,"529"
310,"632"
311,"879"
312,"1159"
313,"1640"
314,"2148"
315,"2822"
316,"3367"
317,"3750"
318,"3879"
319,"3572"
320,"3305"
321,"2762"
322,"2061"
323,"1571"
324,"1142"
325,"873"
326,"664"
327,"523"
328,"499"
329,"456"
330,"482"
331,"460"
332,"486"
333,"471"
334,"471"
335,"462"
336,"501"
337,"472"
338,"450"
339,"497"
340,"508"
341,"502"
342,"530"
343,"558"
344,"618"
345,"632"
346,"687"
347,"840"
348,"935"
349,"919"
350,"1013"
351,"998"
352,"1038"
353,"960"
354,"904"
355,"834"
356,"752"
357,"756"
358,"731"
359,"737"
360,"744"
361,"791"
362,"799"
363,"795"
364,"854"
365,"921"
366,"981"
367,"1094"
368,"1172"
369,"1233"
370,"1268"
371,"1284"
372,"1170"
373,"1058"
374,"980"
375,"836"
376,"754"
377,"607"
378,"530"
379,"455"
380,"486"
381,"458"
382,"465"
383,"457"
384,"452"
385,"470"
386,"485"
387,"432"
388,"443"
389,"434"
390,"469"
391,"455"
392,"508"
393,"463"
394,"535"
395,"565"
396,"654"
397,"665"
398,"697"
399,"737"
400,"722"
401,"759"
402,"705"
403,"699"
404,"646"
405,"631"
406,"640"
407,"616"
408,"651"
409,"603"
410,"617"
411,"619"
412,"604"
413,"617"
414,"576"
415,"584"
416,"523"
417,"490"
418,"520"
419,"492"
420,"515"
421,"500"
422,"539"
423,"476"
424,"525"
425,"515"
426,"517"
427,"551"
428,"583"
429,"551"
430,"523"
431,"532"
432,"528"
433,"476"
434,"518"
435,"509"
436,"498"
437,"498"
438,"528"
439,"515"
440,"521"
441,"518"
442,"560"
443,"513"
444,"478"
445,"482"
446,"498"
447,"447"
448,"479"
449,"464"
450,"508"
451,"432"
452,"477"
453,"500"
454,"493"
455,"491"
456,"502"
457,"535"
458,"481"
459,"509"
460,"532"
461,"539"
462,"535"
463,"501"
464,"504"
465,"483"
466,"511"
467,"519"
468,"539"
469,"508"
470,"526"
471,"525"
472,"525"
473,"576"
474,"543"
475,"580"
476,"563"
477,"543"
478,"536"
479,"527"
480,"540"
481,"518"
482,"552"
483,"524"
484,"564"
485,"517"
486,"501"
487,"535"
488,"544"
489,"531"
490,"534"
491,"533"
492,"493"
493,"506"
494,"529"
495,"480"
496,"504"
497,"487"
498,"498"
499,"524"
500,"452"
501,"480"
502,"495"
503,"503"
504,"502"
505,"498"
506,"461"
507,"481"
508,"503"
509,"519"
510,"498"
511,"492"
512,"481"
513,"470"
514,"452"
515,"511"
516,"524"
517,"533"
518,"520"
519,"512"
520,"533"
521,"536"
522,"546"
523,"516"
524,"513"
525,"544"
526,"521"
527,"512"
528,"500"
529,"504"
530,"509"
531,"533"
532,"526"
533,"516"
534,"482"
535,"521"
536,"491"
537,"485"
538,"478"
539,"491"
540,"499"
541,"502"
542,"524"
543,"536"
544,"506"
545,"486"
546,"470"
547,"486"
548,"498"
549,"483"
550,"479"
551,"479"
552,"492"
553,"482"
554,"505"
555,"492"
556,"517"
557,"478"
558,"489"
559,"497"
560,"488"
561,"536"
562,"495"
563,"523"
564,"474"
565,"506"
566,"482"
567,"528"
568,"517"
569,"529"
570,"508"
571,"511"
572,"505"
573,"514"
574,"509"
575,"508"
576,"513"
577,"493"
578,"514"
579,"502"
580,"503"
581,"474"
582,"505"
583,"550"
584,"492"
585,"521"
586,"491"
587,"496"
588,"511"
589,"496"
590,"528"
591,"478"
592,"509"
593,"536"
594,"531"
595,"506"
596,"513"
597,"505"
598,"492"
599,"505"
600,"472"
601,"549"
602,"483"
603,"523"
604,"480"
605,"489"
606,"467"
607,"537"
608,"484"
609,"440"
610,"490"
611,"515"
612,"515"
613,"470"
614,"562"
615,"489"
616,"480"
617,"456"
618,"495"
619,"498"
620,"493"
621,"504"
622,"474"
623,"569"
624,"509"
625,"534"
626,"547"
627,"524"
628,"569"
629,"542"
630,"511"
631,"543"
632,"508"
633,"493"
634,"502"
635,"500"
636,"499"
637,"510"
638,"492"
639,"523"
640,"530"
641,"494"
642,"541"
643,"492"
644,"530"
645,"531"
646,"552"
647,"507"
648,"487"
649,"514"
650,"552"
651,"547"
652,"523"
653,"505"
654,"571"
655,"594"
656,"603"
657,"632"
658,"739"
659,"734"
660,"840"
661,"860"
662,"1005"
663,"1006"
664,"996"
665,"1026"
666,"965"
667,"934"
668,"922"
669,"802"
670,"757"
671,"682"
672,"645"
673,"572"
674,"534"
675,"536"
676,"552"
677,"484"
678,"500"
679,"507"
680,"529"
681,"524"
682,"498"
683,"484"
684,"464"
685,"517"
686,"485"
687,"490"
688,"511"
689,"481"
690,"499"
691,"485"
692,"520"
693,"497"
694,"486"
695,"513"
696,"511"
697,"555"
698,"530"
699,"548"
700,"571"
701,"619"
702,"603"
703,"589"
704,"637"
705,"618"
706,"577"
707,"571"
708,"567"
709,"536"
710,"531"
711,"522"
712,"503"
713,"486"
714,"499"
715,"499"
716,"509"
717,"491"
718,"486"
719,"522"
720,"501"
721,"473"
722,"446"
723,"467"
724,"467"
725,"522"
726,"481"
727,"471"
728,"493"
729,"470"
730,"490"
731,"479"
732,"457"
733,"466"
734,"462"
735,"441"
736,"471"
737,"520"
738,"542"
739,"543"
740,"531"
741,"579"
742,"503"
743,"522"
744,"540"
745,"538"
746,"571"
747,"493"
748,"549"
749,"512"
750,"466"
751,"479"
752,"435"
753,"452"
754,"466"
755,"465"
756,"434"
757,"460"
758,"428"
759,"476"
760,"432"
761,"433"
762,"413"
763,"456"
764,"466"
765,"436"
766,"471"
767,"441"
768,"441"
769,"417"
770,"449"
771,"439"
772,"485"
773,"461"
774,"474"
775,"485"
776,"516"
777,"547"
778,"600"
779,"610"
780,"597"
781,"633"
782,"630"
783,"590"
784,"625"
785,"611"
786,"609"
787,"572"
788,"559"
789,"505"
790,"490"
791,"460"
792,"490"
793,"446"
794,"464"
795,"459"
796,"425"
797,"422"
798,"471"
799,"430"
800,"464"
801,"444"
802,"449"
803,"425"
804,"422"
805,"414"
806,"421"
807,"444"
808,"477"
809,"432"
810,"434"
811,"420"
812,"447"
813,"422"
814,"410"
815,"415"
816,"441"
817,"464"
818,"440"
819,"461"
820,"418"
821,"429"
822,"409"
823,"444"
824,"457"
825,"408"
826,"437"
827,"412"
828,"430"
829,"398"
830,"458"
831,"460"
832,"409"
833,"434"
834,"413"
835,"412"
836,"419"
837,"420"
838,"437"
839,"425"
840,"428"
841,"403"
842,"443"
843,"476"
844,"440"
845,"411"
846,"400"
847,"435"
848,"405"
849,"449"
850,"411"
851,"433"
852,"423"
853,"420"
854,"458"
855,"421"
856,"416"
857,"474"
858,"464"
859,"454"
860,"436"
861,"450"
862,"411"
863,"449"
864,"401"
865,"415"
866,"433"
867,"480"
868,"455"
869,"436"
870,"462"
871,"442"
872,"469"
873,"500"
874,"462"
875,"473"
876,"490"
877,"477"
878,"445"
879,"449"
880,"495"
881,"517"
882,"509"
883,"460"
884,"502"
885,"446"
886,"490"
887,"503"
888,"477"
889,"462"
890,"485"
891,"509"
892,"482"
893,"499"
894,"492"
895,"521"
896,"531"
897,"549"
898,"560"
899,"551"
900,"554"
901,"520"
902,"526"
903,"518"
904,"551"
905,"608"
906,"551"
907,"555"
908,"601"
909,"587"
910,"627"
911,"646"
912,"642"
913,"693"
914,"663"
915,"765"
916,"748"
917,"778"
918,"866"
919,"809"
920,"874"
921,"935"
922,"947"
923,"1020"
924,"1002"
925,"1066"
926,"1136"
927,"1139"
928,"1235"
929,"1317"
930,"1300"
931,"1385"
932,"1318"
933,"1435"
934,"1375"
935,"1437"
936,"1473"
937,"1482"
938,"1546"
939,"1515"
940,"1512"
941,"1579"
942,"1453"
943,"1480"
944,"1518"
945,"1415"
946,"1394"
947,"1386"
948,"1326"
949,"1350"
950,"1258"
951,"1219"
952,"1178"
953,"1221"
954,"1049"
955,"980"
956,"1024"
957,"910"
958,"893"
959,"888"
960,"821"
961,"831"
962,"797"
963,"721"
964,"699"
965,"715"
966,"617"
967,"637"
968,"597"
969,"609"
970,"590"
971,"546"
972,"559"
973,"525"
974,"486"
975,"536"
976,"472"
977,"444"
978,"463"
979,"491"
980,"459"
981,"462"
982,"450"
983,"475"
984,"456"
985,"420"
986,"419"
987,"456"
988,"399"
989,"482"
990,"483"
991,"533"
992,"555"
993,"581"
994,"672"
995,"649"
996,"744"
997,"740"
998,"834"
999,"884"
1000,"896"
1001,"873"
1002,"906"
1003,"947"
1004,"950"
1005,"900"
1006,"828"
1007,"806"
1008,"707"
1009,"680"
1010,"629"
1011,"568"
1012,"526"
1013,"440"
1014,"432"
1015,"415"
1016,"424"
1017,"378"
1018,"376"
1019,"396"
1020,"366"
1021,"372"
1022,"346"
1023,"376"
1024,"346"
1025,"370"
1026,"403"
1027,"368"
1028,"372"
1029,"415"
1030,"396"
1031,"367"
1032,"406"
1033,"457"
1034,"420"
1035,"442"
1036,"479"
1037,"456"
1038,"517"
1039,"504"
1040,"549"
1041,"550"
1042,"604"
1043,"565"
1044,"588"
1045,"660"
1046,"678"
1047,"703"
1048,"694"
1049,"715"
1050,"719"
1051,"676"
1052,"670"
1053,"693"
1054,"653"
1055,"616"
1056,"598"
1057,"573"
1058,"566"
1059,"558"
1060,"515"
1061,"486"
1062,"422"
1063,"467"
1064,"432"
1065,"429"
1066,"426"
1067,"404"
1068,"374"
1069,"387"
1070,"432"
1071,"366"
1072,"390"
1073,"383"
1074,"374"
1075,"355"
1076,"338"
1077,"354"
1078,"323"
1079,"372"
1080,"342"
1081,"367"
1082,"325"
1083,"345"
1084,"298"
1085,"311"
1086,"332"
1087,"293"
1088,"313"
1089,"284"
1090,"308"
1091,"302"
1092,"312"
1093,"299"
1094,"291"
1095,"263"
1096,"272"
1097,"256"
1098,"265"
1099,"278"
1100,"303"
1101,"274"
1102,"284"
1103,"261"
1104,"275"
1105,"265"
1106,"237"
1107,"248"
1108,"273"
1109,"242"
1110,"232"
1111,"280"
1112,"264"
1113,"263"
1114,"242"
1115,"257"
1116,"260"
1117,"240"
1118,"264"
1119,"248"
1120,"289"
1121,"266"
1122,"285"
1123,"259"
1124,"312"
1125,"320"
1126,"334"
1127,"323"
1128,"332"
1129,"322"
1130,"327"
1131,"311"
1132,"317"
1133,"283"
1134,"306"
1135,"244"
1136,"260"
1137,"253"
1138,"269"
1139,"253"
1140,"248"
1141,"246"
1142,"223"
1143,"232"
1144,"241"
1145,"242"
1146,"231"
1147,"254"
1148,"263"
1149,"235"
1150,"261"
1151,"261"
1152,"235"
1153,"237"
1154,"217"
1155,"234"
1156,"240"
1157,"223"
1158,"228"
1159,"235"
1160,"233"
1161,"226"
1162,"232"
1163,"250"
1164,"190"
1165,"202"
1166,"193"
1167,"201"
1168,"208"
1169,"235"
1170,"211"
1171,"227"
1172,"231"
1173,"219"
1174,"248"
1175,"233"
1176,"210"
1177,"238"
1178,"226"
1179,"261"
1180,"232"
1181,"241"
1182,"255"
1183,"253"
1184,"258"
1185,"240"
1186,"257"
1187,"195"
1188,"221"
1189,"231"
1190,"223"
1191,"193"
1192,"204"
1193,"197"
1194,"199"
