Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4A -1phi 1"
Duration Time,60.098
Ambient Temperature,"98.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"571199"
Raw Accumulated Counts,"589531"
Valid Count Last Packet,"8923"
Raw Count Last Packet,"9175"
Live Time,58.735977
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7856
Number of Channels,2048
Vacuum,753
Channel#,Intensity
0,"1767"
1,"1486"
2,"976"
3,"499"
4,"227"
5,"64"
6,"14"
7,"2"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"4"
22,"28"
23,"98"
24,"152"
25,"151"
26,"177"
27,"155"
28,"157"
29,"141"
30,"154"
31,"152"
32,"148"
33,"158"
34,"141"
35,"129"
36,"164"
37,"144"
38,"118"
39,"148"
40,"141"
41,"143"
42,"141"
43,"152"
44,"130"
45,"153"
46,"175"
47,"152"
48,"153"
49,"162"
50,"152"
51,"146"
52,"133"
53,"139"
54,"140"
55,"162"
56,"141"
57,"134"
58,"141"
59,"130"
60,"131"
61,"131"
62,"123"
63,"128"
64,"135"
65,"103"
66,"141"
67,"102"
68,"114"
69,"108"
70,"113"
71,"138"
72,"151"
73,"152"
74,"153"
75,"141"
76,"139"
77,"138"
78,"156"
79,"125"
80,"170"
81,"220"
82,"370"
83,"653"
84,"909"
85,"1123"
86,"1295"
87,"1248"
88,"1055"
89,"754"
90,"494"
91,"346"
92,"220"
93,"192"
94,"138"
95,"124"
96,"100"
97,"126"
98,"107"
99,"125"
100,"108"
101,"88"
102,"128"
103,"110"
104,"103"
105,"114"
106,"133"
107,"99"
108,"107"
109,"121"
110,"138"
111,"155"
112,"171"
113,"182"
114,"223"
115,"171"
116,"249"
117,"189"
118,"188"
119,"176"
120,"170"
121,"187"
122,"195"
123,"190"
124,"187"
125,"238"
126,"292"
127,"361"
128,"603"
129,"729"
130,"1067"
131,"1410"
132,"1752"
133,"1955"
134,"1981"
135,"1879"
136,"1708"
137,"1444"
138,"1351"
139,"1247"
140,"1342"
141,"1396"
142,"1395"
143,"1468"
144,"1590"
145,"1789"
146,"1853"
147,"1793"
148,"1653"
149,"1300"
150,"990"
151,"647"
152,"489"
153,"317"
154,"285"
155,"273"
156,"301"
157,"343"
158,"380"
159,"433"
160,"530"
161,"619"
162,"763"
163,"947"
164,"992"
165,"1020"
166,"885"
167,"729"
168,"527"
169,"358"
170,"245"
171,"200"
172,"191"
173,"169"
174,"176"
175,"226"
176,"253"
177,"293"
178,"349"
179,"427"
180,"448"
181,"465"
182,"511"
183,"534"
184,"537"
185,"429"
186,"348"
187,"296"
188,"240"
189,"195"
190,"187"
191,"218"
192,"186"
193,"185"
194,"163"
195,"192"
196,"228"
197,"233"
198,"235"
199,"243"
200,"236"
201,"210"
202,"192"
203,"207"
204,"199"
205,"179"
206,"179"
207,"217"
208,"199"
209,"180"
210,"209"
211,"202"
212,"190"
213,"218"
214,"206"
215,"215"
216,"228"
217,"210"
218,"223"
219,"242"
220,"273"
221,"295"
222,"288"
223,"296"
224,"323"
225,"300"
226,"288"
227,"296"
228,"229"
229,"256"
230,"259"
231,"248"
232,"244"
233,"218"
234,"234"
235,"243"
236,"255"
237,"260"
238,"277"
239,"283"
240,"296"
241,"305"
242,"313"
243,"309"
244,"300"
245,"308"
246,"300"
247,"281"
248,"266"
249,"274"
250,"295"
251,"240"
252,"268"
253,"229"
254,"240"
255,"246"
256,"250"
257,"252"
258,"286"
259,"281"
260,"277"
261,"268"
262,"267"
263,"288"
264,"277"
265,"293"
266,"309"
267,"289"
268,"305"
269,"320"
270,"332"
271,"313"
272,"346"
273,"343"
274,"321"
275,"363"
276,"360"
277,"415"
278,"369"
279,"382"
280,"383"
281,"438"
282,"391"
283,"413"
284,"398"
285,"407"
286,"402"
287,"344"
288,"378"
289,"336"
290,"351"
291,"355"
292,"364"
293,"399"
294,"342"
295,"365"
296,"346"
297,"357"
298,"332"
299,"340"
300,"384"
301,"331"
302,"377"
303,"339"
304,"354"
305,"400"
306,"396"
307,"371"
308,"400"
309,"489"
310,"446"
311,"555"
312,"652"
313,"793"
314,"962"
315,"1137"
316,"1317"
317,"1380"
318,"1423"
319,"1361"
320,"1237"
321,"1080"
322,"907"
323,"745"
324,"621"
325,"532"
326,"496"
327,"430"
328,"439"
329,"478"
330,"461"
331,"421"
332,"417"
333,"422"
334,"416"
335,"404"
336,"451"
337,"449"
338,"423"
339,"444"
340,"459"
341,"439"
342,"468"
343,"483"
344,"492"
345,"488"
346,"517"
347,"551"
348,"585"
349,"601"
350,"617"
351,"650"
352,"629"
353,"665"
354,"678"
355,"723"
356,"625"
357,"628"
358,"703"
359,"770"
360,"736"
361,"771"
362,"831"
363,"808"
364,"876"
365,"975"
366,"931"
367,"970"
368,"1141"
369,"1191"
370,"1168"
371,"1167"
372,"1159"
373,"980"
374,"878"
375,"773"
376,"669"
377,"573"
378,"476"
379,"451"
380,"405"
381,"375"
382,"390"
383,"398"
384,"377"
385,"366"
386,"386"
387,"368"
388,"391"
389,"377"
390,"401"
391,"406"
392,"396"
393,"480"
394,"501"
395,"565"
396,"594"
397,"593"
398,"628"
399,"677"
400,"674"
401,"638"
402,"636"
403,"640"
404,"604"
405,"592"
406,"633"
407,"672"
408,"622"
409,"680"
410,"688"
411,"694"
412,"669"
413,"629"
414,"639"
415,"605"
416,"554"
417,"543"
418,"496"
419,"541"
420,"501"
421,"535"
422,"500"
423,"556"
424,"554"
425,"591"
426,"572"
427,"606"
428,"580"
429,"587"
430,"502"
431,"552"
432,"561"
433,"511"
434,"505"
435,"497"
436,"470"
437,"454"
438,"485"
439,"465"
440,"495"
441,"484"
442,"453"
443,"474"
444,"470"
445,"472"
446,"440"
447,"471"
448,"446"
449,"435"
450,"443"
451,"448"
452,"408"
453,"466"
454,"473"
455,"459"
456,"443"
457,"425"
458,"442"
459,"443"
460,"468"
461,"440"
462,"432"
463,"437"
464,"459"
465,"449"
466,"473"
467,"510"
468,"556"
469,"489"
470,"476"
471,"470"
472,"513"
473,"511"
474,"513"
475,"467"
476,"473"
477,"422"
478,"440"
479,"419"
480,"425"
481,"453"
482,"449"
483,"416"
484,"431"
485,"420"
486,"454"
487,"449"
488,"402"
489,"408"
490,"412"
491,"472"
492,"418"
493,"425"
494,"435"
495,"434"
496,"440"
497,"434"
498,"465"
499,"419"
500,"463"
501,"459"
502,"460"
503,"431"
504,"382"
505,"466"
506,"434"
507,"443"
508,"412"
509,"462"
510,"445"
511,"440"
512,"432"
513,"428"
514,"449"
515,"494"
516,"415"
517,"455"
518,"452"
519,"463"
520,"457"
521,"440"
522,"440"
523,"428"
524,"431"
525,"444"
526,"445"
527,"421"
528,"443"
529,"444"
530,"427"
531,"461"
532,"400"
533,"416"
534,"384"
535,"444"
536,"404"
537,"391"
538,"417"
539,"414"
540,"405"
541,"409"
542,"410"
543,"423"
544,"433"
545,"443"
546,"430"
547,"439"
548,"456"
549,"411"
550,"444"
551,"434"
552,"430"
553,"443"
554,"440"
555,"455"
556,"464"
557,"454"
558,"462"
559,"430"
560,"454"
561,"460"
562,"436"
563,"407"
564,"424"
565,"409"
566,"386"
567,"417"
568,"421"
569,"386"
570,"414"
571,"416"
572,"428"
573,"427"
574,"415"
575,"456"
576,"441"
577,"417"
578,"403"
579,"418"
580,"425"
581,"416"
582,"390"
583,"424"
584,"425"
585,"428"
586,"465"
587,"377"
588,"404"
589,"448"
590,"423"
591,"403"
592,"409"
593,"443"
594,"386"
595,"395"
596,"428"
597,"472"
598,"423"
599,"410"
600,"410"
601,"412"
602,"410"
603,"417"
604,"424"
605,"377"
606,"392"
607,"413"
608,"415"
609,"402"
610,"437"
611,"402"
612,"415"
613,"450"
614,"420"
615,"430"
616,"415"
617,"433"
618,"399"
619,"391"
620,"414"
621,"386"
622,"416"
623,"445"
624,"396"
625,"442"
626,"427"
627,"409"
628,"423"
629,"377"
630,"421"
631,"400"
632,"392"
633,"381"
634,"393"
635,"407"
636,"402"
637,"391"
638,"414"
639,"377"
640,"417"
641,"429"
642,"417"
643,"441"
644,"454"
645,"415"
646,"433"
647,"468"
648,"468"
649,"467"
650,"469"
651,"460"
652,"485"
653,"469"
654,"505"
655,"487"
656,"506"
657,"505"
658,"521"
659,"545"
660,"551"
661,"557"
662,"501"
663,"525"
664,"573"
665,"560"
666,"534"
667,"570"
668,"528"
669,"501"
670,"480"
671,"477"
672,"443"
673,"427"
674,"421"
675,"395"
676,"407"
677,"412"
678,"416"
679,"419"
680,"443"
681,"434"
682,"432"
683,"400"
684,"404"
685,"405"
686,"436"
687,"436"
688,"409"
689,"431"
690,"403"
691,"407"
692,"445"
693,"429"
694,"438"
695,"483"
696,"466"
697,"458"
698,"477"
699,"518"
700,"480"
701,"528"
702,"562"
703,"528"
704,"508"
705,"457"
706,"512"
707,"488"
708,"487"
709,"462"
710,"417"
711,"423"
712,"393"
713,"401"
714,"410"
715,"399"
716,"438"
717,"368"
718,"401"
719,"388"
720,"375"
721,"408"
722,"382"
723,"365"
724,"404"
725,"379"
726,"380"
727,"400"
728,"397"
729,"369"
730,"393"
731,"375"
732,"397"
733,"374"
734,"361"
735,"421"
736,"375"
737,"392"
738,"410"
739,"417"
740,"385"
741,"371"
742,"404"
743,"358"
744,"412"
745,"381"
746,"450"
747,"411"
748,"402"
749,"385"
750,"427"
751,"421"
752,"443"
753,"398"
754,"380"
755,"411"
756,"414"
757,"391"
758,"371"
759,"368"
760,"371"
761,"373"
762,"349"
763,"386"
764,"394"
765,"355"
766,"402"
767,"443"
768,"431"
769,"364"
770,"403"
771,"387"
772,"370"
773,"375"
774,"385"
775,"379"
776,"437"
777,"406"
778,"393"
779,"425"
780,"413"
781,"426"
782,"419"
783,"430"
784,"460"
785,"418"
786,"450"
787,"447"
788,"395"
789,"363"
790,"399"
791,"399"
792,"391"
793,"435"
794,"371"
795,"420"
796,"352"
797,"401"
798,"360"
799,"352"
800,"384"
801,"381"
802,"363"
803,"372"
804,"365"
805,"379"
806,"334"
807,"384"
808,"389"
809,"370"
810,"395"
811,"363"
812,"342"
813,"364"
814,"364"
815,"339"
816,"392"
817,"348"
818,"375"
819,"367"
820,"405"
821,"337"
822,"357"
823,"336"
824,"382"
825,"361"
826,"367"
827,"375"
828,"349"
829,"357"
830,"348"
831,"339"
832,"366"
833,"370"
834,"348"
835,"393"
836,"359"
837,"364"
838,"389"
839,"361"
840,"368"
841,"344"
842,"360"
843,"356"
844,"358"
845,"348"
846,"379"
847,"366"
848,"344"
849,"361"
850,"379"
851,"330"
852,"336"
853,"434"
854,"378"
855,"361"
856,"369"
857,"377"
858,"376"
859,"368"
860,"404"
861,"397"
862,"367"
863,"357"
864,"385"
865,"396"
866,"411"
867,"399"
868,"432"
869,"375"
870,"369"
871,"353"
872,"371"
873,"406"
874,"401"
875,"377"
876,"388"
877,"388"
878,"380"
879,"398"
880,"396"
881,"402"
882,"422"
883,"407"
884,"440"
885,"381"
886,"424"
887,"434"
888,"387"
889,"412"
890,"388"
891,"426"
892,"405"
893,"474"
894,"406"
895,"480"
896,"432"
897,"434"
898,"420"
899,"458"
900,"484"
901,"486"
902,"497"
903,"517"
904,"487"
905,"550"
906,"548"
907,"519"
908,"560"
909,"530"
910,"539"
911,"610"
912,"594"
913,"560"
914,"667"
915,"665"
916,"634"
917,"728"
918,"775"
919,"726"
920,"775"
921,"835"
922,"852"
923,"925"
924,"935"
925,"1000"
926,"976"
927,"1048"
928,"1082"
929,"1130"
930,"1174"
931,"1174"
932,"1214"
933,"1284"
934,"1325"
935,"1327"
936,"1339"
937,"1284"
938,"1278"
939,"1284"
940,"1272"
941,"1302"
942,"1224"
943,"1242"
944,"1224"
945,"1209"
946,"1101"
947,"1102"
948,"1149"
949,"1042"
950,"979"
951,"1014"
952,"946"
953,"907"
954,"865"
955,"857"
956,"842"
957,"792"
958,"728"
959,"698"
960,"651"
961,"641"
962,"689"
963,"591"
964,"613"
965,"562"
966,"539"
967,"501"
968,"498"
969,"513"
970,"538"
971,"473"
972,"432"
973,"453"
974,"432"
975,"469"
976,"413"
977,"395"
978,"402"
979,"383"
980,"424"
981,"381"
982,"392"
983,"395"
984,"377"
985,"384"
986,"395"
987,"394"
988,"415"
989,"436"
990,"447"
991,"431"
992,"502"
993,"517"
994,"511"
995,"550"
996,"656"
997,"707"
998,"730"
999,"747"
1000,"771"
1001,"833"
1002,"806"
1003,"809"
1004,"753"
1005,"761"
1006,"700"
1007,"664"
1008,"610"
1009,"534"
1010,"500"
1011,"465"
1012,"392"
1013,"379"
1014,"345"
1015,"348"
1016,"320"
1017,"343"
