Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3AE 1phi 0"
274,"351"
275,"351"
276,"375"
277,"335"
278,"396"
279,"367"
280,"358"
281,"318"
282,"398"
283,"380"
284,"353"
285,"397"
286,"425"
287,"430"
288,"482"
289,"452"
290,"498"
291,"506"
292,"530"
293,"429"
294,"405"
295,"451"
296,"456"
297,"393"
298,"430"
299,"415"
300,"405"
301,"424"
302,"425"
303,"404"
304,"403"
305,"446"
306,"421"
307,"463"
308,"426"
309,"480"
310,"539"
311,"637"
312,"736"
313,"957"
314,"1177"
315,"1345"
316,"1620"
317,"1789"
318,"1894"
319,"1826"
320,"1674"
321,"1458"
322,"1183"
323,"946"
324,"719"
325,"566"
326,"547"
327,"481"
328,"473"
329,"504"
330,"458"
331,"495"
332,"480"
333,"490"
334,"488"
335,"471"
336,"502"
337,"482"
338,"514"
339,"529"
340,"529"
341,"540"
342,"587"
343,"645"
344,"654"
345,"671"
346,"670"
347,"709"
348,"702"
349,"749"
350,"794"
351,"766"
352,"771"
353,"718"
354,"714"
355,"672"
356,"671"
357,"730"
358,"685"
359,"724"
360,"738"
361,"758"
362,"883"
363,"880"
364,"920"
365,"1025"
366,"1059"
367,"1051"
368,"1218"
369,"1261"
370,"1320"
371,"1395"
372,"1336"
373,"1235"
374,"1049"
375,"923"
376,"790"
377,"654"
378,"558"
379,"516"
380,"521"
381,"455"
382,"446"
383,"414"
384,"460"
385,"442"
386,"459"
387,"427"
388,"476"
389,"446"
390,"477"
391,"467"
392,"516"
393,"498"
394,"574"
395,"588"
396,"603"
397,"654"
398,"669"
399,"699"
400,"737"
401,"712"
402,"744"
403,"685"
404,"679"
405,"601"
406,"649"
407,"613"
408,"625"
409,"568"
410,"601"
411,"615"
412,"600"
413,"531"
414,"556"
415,"522"
416,"535"
417,"456"
418,"506"
419,"466"
420,"526"
421,"521"
422,"458"
423,"483"
424,"514"
425,"489"
426,"505"
427,"518"
428,"559"
429,"583"
430,"547"
431,"560"
432,"602"
433,"506"
434,"541"
435,"536"
436,"479"
437,"553"
438,"550"
439,"520"
440,"523"
441,"563"
442,"535"
443,"546"
444,"517"
445,"548"
446,"502"
447,"540"
448,"512"
449,"476"
450,"490"
451,"533"
452,"507"
453,"477"
454,"490"
455,"460"
456,"516"
457,"442"
458,"499"
459,"495"
460,"489"
461,"484"
462,"466"
463,"494"
464,"522"
465,"507"
466,"488"
467,"481"
468,"456"
469,"472"
470,"460"
471,"490"
472,"512"
473,"496"
474,"506"
475,"524"
476,"526"
477,"516"
478,"487"
479,"521"
480,"482"
481,"502"
482,"517"
483,"536"
484,"499"
485,"502"
486,"460"
487,"478"
488,"453"
489,"495"
490,"538"
491,"520"
492,"529"
493,"514"
494,"527"
495,"546"
496,"537"
497,"524"
498,"514"
499,"509"
500,"517"
501,"498"
502,"525"
503,"561"
504,"466"
505,"538"
506,"519"
507,"507"
508,"532"
509,"514"
510,"487"
511,"493"
512,"515"
513,"514"
514,"499"
515,"546"
516,"520"
517,"520"
518,"521"
519,"553"
520,"516"
521,"557"
522,"554"
523,"514"
524,"536"
525,"554"
526,"545"
527,"558"
528,"520"
529,"546"
530,"547"
531,"485"
532,"508"
533,"491"
534,"474"
535,"487"
536,"487"
537,"469"
538,"497"
539,"488"
540,"483"
541,"505"
542,"514"
543,"484"
544,"508"
545,"516"
546,"524"
547,"467"
548,"451"
549,"472"
550,"480"
551,"439"
552,"473"
553,"449"
554,"489"
555,"522"
556,"473"
557,"500"
558,"457"
559,"509"
560,"503"
561,"501"
562,"511"
563,"481"
564,"503"
565,"471"
566,"508"
567,"509"
568,"506"
569,"475"
570,"474"
571,"499"
572,"485"
573,"515"
574,"522"
575,"547"
576,"509"
577,"518"
578,"522"
579,"474"
580,"488"
581,"534"
582,"496"
583,"486"
584,"490"
585,"477"
586,"494"
587,"492"
588,"476"
589,"511"
590,"507"
591,"494"
592,"508"
593,"521"
594,"512"
595,"486"
596,"501"
597,"458"
598,"503"
599,"469"
600,"514"
601,"489"
602,"488"
603,"510"
604,"514"
605,"499"
606,"482"
607,"513"
608,"519"
609,"522"
610,"506"
611,"496"
612,"461"
613,"478"
614,"470"
615,"524"
616,"483"
617,"504"
618,"492"
619,"523"
620,"484"
621,"501"
622,"516"
623,"512"
624,"493"
625,"514"
626,"555"
627,"516"
628,"548"
629,"560"
630,"533"
631,"557"
632,"542"
633,"510"
634,"551"
635,"486"
636,"534"
637,"541"
638,"523"
639,"491"
640,"489"
641,"496"
642,"494"
643,"512"
644,"514"
645,"508"
646,"493"
647,"501"
648,"484"
649,"462"
650,"510"
651,"476"
652,"533"
653,"511"
654,"537"
655,"521"
656,"547"
657,"645"
658,"631"
659,"699"
660,"764"
661,"850"
662,"929"
663,"972"
664,"961"
665,"1002"
666,"1032"
667,"998"
668,"917"
669,"915"
670,"795"
671,"703"
672,"631"
673,"617"
674,"560"
675,"557"
676,"530"
677,"522"
678,"489"
679,"543"
680,"520"
681,"512"
682,"493"
683,"494"
684,"460"
685,"477"
686,"484"
687,"511"
688,"507"
689,"511"
690,"530"
691,"457"
692,"494"
693,"544"
694,"640"
695,"585"
696,"742"
697,"778"
698,"829"
699,"939"
700,"963"
701,"986"
702,"1025"
703,"1026"
704,"1071"
705,"1003"
706,"959"
707,"893"
708,"818"
709,"800"
710,"661"
711,"624"
712,"611"
713,"543"
714,"493"
715,"470"
716,"499"
717,"483"
718,"462"
719,"435"
720,"480"
721,"473"
722,"498"
723,"435"
724,"432"
725,"483"
726,"469"
727,"463"
728,"425"
729,"466"
730,"525"
731,"465"
732,"454"
733,"469"
734,"451"
735,"500"
736,"473"
737,"505"
738,"498"
739,"549"
740,"554"
741,"563"
742,"511"
743,"558"
744,"536"
745,"566"
746,"578"
747,"516"
748,"548"
749,"477"
750,"499"
751,"499"
752,"512"
753,"501"
754,"449"
755,"449"
756,"467"
757,"455"
758,"441"
759,"434"
760,"472"
761,"429"
762,"458"
763,"501"
764,"454"
765,"454"
766,"442"
767,"453"
768,"435"
769,"476"
770,"467"
771,"474"
772,"400"
773,"452"
774,"465"
775,"519"
776,"478"
777,"508"
778,"547"
779,"486"
780,"541"
781,"556"
782,"513"
783,"569"
784,"565"
785,"594"
786,"590"
787,"585"
788,"584"
789,"573"
790,"493"
791,"533"
792,"485"
793,"498"
794,"476"
795,"479"
796,"454"
797,"458"
798,"427"
799,"454"
800,"483"
801,"451"
802,"421"
803,"430"
804,"445"
805,"399"
806,"438"
807,"443"
808,"428"
809,"444"
810,"408"
811,"409"
812,"418"
813,"410"
814,"427"
815,"420"
816,"443"
817,"441"
818,"451"
819,"405"
820,"420"
821,"447"
822,"412"
823,"395"
824,"423"
825,"432"
826,"409"
827,"399"
828,"409"
829,"423"
830,"444"
831,"423"
832,"442"
833,"454"
834,"405"
835,"410"
836,"414"
837,"418"
838,"414"
839,"414"
840,"425"
841,"436"
842,"398"
843,"419"
844,"428"
845,"427"
846,"426"
847,"434"
848,"428"
849,"430"
850,"423"
851,"445"
852,"396"
853,"416"
854,"414"
855,"400"
856,"455"
857,"470"
858,"412"
859,"438"
860,"443"
861,"453"
862,"419"
863,"436"
864,"409"
865,"440"
866,"442"
867,"407"
868,"441"
869,"435"
870,"408"
871,"406"
872,"454"
873,"472"
874,"434"
875,"420"
876,"468"
877,"467"
878,"415"
879,"492"
880,"448"
881,"447"
882,"427"
883,"462"
884,"478"
885,"473"
886,"468"
887,"467"
888,"466"
889,"475"
890,"493"
891,"471"
892,"478"
893,"455"
894,"492"
895,"471"
896,"496"
897,"503"
898,"563"
899,"542"
900,"513"
901,"552"
902,"533"
903,"601"
904,"568"
905,"553"
906,"599"
907,"617"
908,"576"
909,"645"
910,"648"
911,"623"
912,"646"
913,"690"
914,"722"
915,"709"
916,"715"
917,"749"
918,"829"
919,"872"
920,"800"
921,"908"
922,"944"
923,"967"
924,"982"
925,"1039"
926,"1095"
927,"1162"
928,"1161"
929,"1289"
930,"1224"
931,"1285"
932,"1388"
933,"1309"
934,"1453"
935,"1401"
936,"1485"
937,"1464"
938,"1546"
939,"1513"
940,"1572"
941,"1501"
942,"1500"
943,"1511"
944,"1453"
945,"1375"
946,"1470"
947,"1323"
948,"1434"
949,"1373"
950,"1258"
951,"1234"
952,"1236"
953,"1175"
954,"1093"
955,"1043"
956,"970"
957,"923"
958,"964"
959,"929"
960,"869"
961,"778"
962,"733"
963,"749"
964,"718"
965,"722"
966,"672"
967,"673"
968,"650"
969,"599"
970,"613"
971,"566"
972,"571"
973,"520"
974,"550"
975,"564"
976,"514"
977,"507"
978,"490"
979,"483"
980,"440"
981,"470"
982,"421"
983,"431"
984,"400"
985,"433"
986,"412"
987,"427"
988,"452"
989,"454"
990,"485"
991,"503"
992,"551"
993,"627"
994,"673"
995,"675"
996,"684"
997,"689"
998,"779"
999,"807"
1000,"914"
1001,"939"
1002,"933"
1003,"975"
1004,"905"
1005,"862"
1006,"823"
1007,"801"
1008,"742"
1009,"646"
1010,"661"
1011,"594"
1012,"554"
1013,"475"
1014,"447"
1015,"415"
1016,"354"
1017,"361"
1018,"368"
1019,"336"
1020,"381"
1021,"364"
1022,"365"
1023,"379"
1024,"352"
1025,"372"
1026,"375"
1027,"367"
1028,"390"
1029,"414"
1030,"406"
1031,"390"
1032,"401"
1033,"438"
1034,"428"
1035,"431"
1036,"434"
1037,"477"
1038,"461"
1039,"478"
1040,"535"
1041,"539"
1042,"586"
1043,"594"
1044,"587"
1045,"598"
1046,"651"
1047,"711"
1048,"708"
1049,"687"
1050,"701"
1051,"717"
1052,"712"
1053,"731"
1054,"619"
1055,"640"
1056,"602"
1057,"598"
1058,"557"
1059,"565"
1060,"529"
1061,"498"
1062,"492"
1063,"474"
1064,"443"
1065,"433"
1066,"431"
1067,"430"
1068,"418"
1069,"443"
1070,"381"
1071,"394"
1072,"364"
1073,"355"
1074,"359"
1075,"365"
1076,"344"
1077,"376"
1078,"375"
1079,"311"
1080,"341"
1081,"310"
1082,"342"
1083,"304"
1084,"293"
1085,"312"
1086,"310"
1087,"316"
1088,"293"
1089,"321"
1090,"312"
1091,"328"
1092,"284"
1093,"304"
1094,"310"
1095,"270"
1096,"304"
1097,"331"
1098,"270"
1099,"280"
1100,"267"
1101,"266"
1102,"276"
1103,"262"
1104,"254"
1105,"287"
1106,"267"
1107,"280"
1108,"243"
1109,"279"
1110,"257"
1111,"273"
1112,"241"
1113,"259"
1114,"262"
1115,"269"
1116,"250"
1117,"242"
1118,"261"
1119,"250"
1120,"276"
1121,"278"
1122,"301"
1123,"282"
1124,"303"
1125,"318"
1126,"350"
1127,"318"
1128,"314"
1129,"321"
1130,"329"
1131,"313"
1132,"291"
1133,"314"
1134,"298"
1135,"295"
1136,"246"
1137,"299"
1138,"249"
1139,"269"
1140,"255"
1141,"231"
1142,"213"
1143,"232"
1144,"252"
1145,"263"
1146,"246"
1147,"241"
1148,"227"
1149,"242"
1150,"232"
1151,"237"
1152,"242"
1153,"247"
1154,"238"
1155,"223"
1156,"203"
1157,"225"
1158,"205"
1159,"239"
1160,"232"
1161,"227"
1162,"228"
1163,"215"
1164,"204"
1165,"207"
1166,"243"
1167,"180"
1168,"228"
1169,"239"
1170,"206"
1171,"225"
1172,"208"
1173,"213"
1174,"207"
1175,"215"
1176,"230"
1177,"214"
1178,"241"
1179,"254"
1180,"249"
1181,"246"
1182,"267"
1183,"234"
1184,"237"
1185,"231"
1186,"233"
1187,"219"
1188,"251"
1189,"216"
1190,"218"
1191,"234"
1192,"222"
1193,"213"
1194,"202"
1195,"188"
1196,"210"
1197,"198"
1198,"214"
1199,"177"
1200,"197"
1201,"217"
1202,"222"
1203,"200"
1204,"220"
1205,"224"
1206,"203"
1207,"207"
1208,"216"
1209,"223"
1210,"196"
1211,"191"
1212,"193"
1213,"191"
1214,"181"
1215,"182"
1216,"200"
1217,"203"
1218,"172"
1219,"187"
1220,"181"
1221,"199"
1222,"191"
1223,"183"
1224,"185"
1225,"199"
1226,"179"
1227,"175"
1228,"159"
1229,"184"
1230,"203"
1231,"179"
1232,"185"
1233,"199"
1234,"209"
1235,"186"
1236,"175"
1237,"170"
1238,"197"
1239,"198"
1240,"200"
1241,"178"
1242,"189"
1243,"180"
1244,"204"
1245,"203"
1246,"174"
1247,"160"
1248,"191"
1249,"192"
1250,"186"
1251,"187"
1252,"189"
1253,"187"
1254,"201"
1255,"169"
1256,"180"
1257,"182"
1258,"194"
1259,"169"
1260,"164"
1261,"192"
1262,"172"
1263,"193"
1264,"178"
1265,"187"
1266,"198"
1267,"176"
1268,"155"
1269,"190"
1270,"152"
1271,"170"
1272,"175"
1273,"156"
1274,"145"
1275,"180"
1276,"156"
1277,"182"
1278,"157"
1279,"149"
1280,"167"
1281,"161"
1282,"184"
1283,"156"
1284,"171"
1285,"160"
1286,"154"
1287,"162"
1288,"203"
1289,"161"
1290,"174"
1291,"123"
1292,"164"
1293,"146"
1294,"148"
1295,"174"
1296,"150"
1297,"144"
1298,"158"
1299,"161"
1300,"160"
1301,"152"
1302,"174"
1303,"162"
1304,"194"
1305,"158"
1306,"182"
1307,"147"
1308,"152"
1309,"134"
1310,"146"
1311,"164"
1312,"137"
1313,"140"
1314,"137"
1315,"154"
1316,"154"
1317,"151"
1318,"135"
1319,"166"
1320,"160"
1321,"162"
1322,"148"
1323,"145"
1324,"144"
1325,"118"
1326,"171"
1327,"124"
1328,"155"
1329,"136"
1330,"152"
1331,"162"
1332,"136"
1333,"145"
1334,"145"
1335,"146"
1336,"116"
1337,"141"
1338,"148"
1339,"151"
1340,"131"
1341,"165"
1342,"135"
1343,"120"
1344,"161"
1345,"153"
1346,"141"
1347,"142"
1348,"153"
1349,"117"
1350,"142"
1351,"133"
1352,"142"
1353,"126"
1354,"139"
1355,"134"
1356,"116"
1357,"136"
1358,"113"
1359,"113"
1360,"109"
1361,"143"
1362,"133"
1363,"124"
1364,"147"
1365,"132"
1366,"117"
1367,"136"
1368,"130"
1369,"140"
1370,"110"
1371,"112"
1372,"127"
1373,"122"
1374,"115"
1375,"131"
1376,"133"
1377,"118"
1378,"114"
1379,"125"
1380,"111"
1381,"100"
1382,"128"
1383,"118"
1384,"105"
1385,"132"
1386,"122"
1387,"129"
1388,"124"
1389,"126"
1390,"107"
1391,"120"
1392,"119"
1393,"127"
1394,"142"
1395,"114"
1396,"147"
1397,"120"
1398,"118"
1399,"120"
1400,"113"
1401,"101"
1402,"114"
1403,"121"
1404,"110"
1405,"125"
1406,"106"
1407,"122"
1408,"99"
1409,"113"
1410,"113"
1411,"130"
1412,"121"
1413,"120"
1414,"105"
1415,"118"
1416,"115"
1417,"116"
1418,"106"
1419,"98"
1420,"122"
1421,"120"
1422,"125"
1423,"100"
1424,"102"
1425,"96"
1426,"105"
1427,"106"
1428,"110"
1429,"120"
1430,"104"
1431,"97"
1432,"88"
1433,"99"
1434,"103"
1435,"106"
1436,"98"
1437,"94"
1438,"100"
1439,"101"
1440,"101"
1441,"104"
1442,"82"
1443,"96"
1444,"100"
1445,"83"
1446,"83"
1447,"108"
1448,"95"
1449,"108"
1450,"111"
1451,"94"
1452,"113"
1453,"109"
1454,"97"
1455,"88"
1456,"102"
1457,"91"
1458,"113"
1459,"99"
1460,"80"
1461,"84"
1462,"92"
1463,"100"
1464,"94"
1465,"74"
1466,"93"
1467,"87"
1468,"83"
1469,"73"
1470,"91"
1471,"68"
1472,"94"
1473,"92"
1474,"101"
1475,"81"
1476,"81"
1477,"72"
1478,"89"
1479,"76"
1480,"97"
1481,"71"
1482,"79"
1483,"95"
1484,"85"
1485,"86"
1486,"91"
1487,"85"
1488,"68"
1489,"90"
1490,"76"
1491,"79"
1492,"90"
1493,"77"
1494,"85"
1495,"82"
1496,"83"
1497,"75"
1498,"76"
1499,"82"
1500,"76"
1501,"67"
1502,"88"
1503,"75"
1504,"82"
1505,"75"
1506,"73"
1507,"70"
1508,"79"
1509,"79"
1510,"56"
1511,"75"
1512,"57"
1513,"78"
1514,"67"
1515,"72"
1516,"68"
1517,"68"
1518,"71"
1519,"89"
1520,"70"
1521,"72"
1522,"77"
1523,"57"
1524,"73"
1525,"70"
1526,"72"
1527,"55"
1528,"66"
1529,"49"
1530,"79"
1531,"73"
1532,"54"
1533,"69"
1534,"72"
1535,"52"
1536,"60"
1537,"64"
1538,"59"
1539,"49"
1540,"64"
1541,"82"
1542,"62"
1543,"65"
1544,"61"
1545,"58"
1546,"58"
1547,"62"
1548,"53"
1549,"49"
1550,"75"
1551,"51"
1552,"61"
1553,"63"
1554,"57"
1555,"65"
1556,"60"
1557,"47"
1558,"60"
1559,"50"
1560,"60"
1561,"59"
1562,"65"
1563,"63"
1564,"59"
1565,"56"
1566,"60"
1567,"59"
1568,"60"
1569,"43"
1570,"59"
1571,"59"
1572,"52"
1573,"54"
1574,"53"
1575,"48"
1576,"46"
1577,"59"
1578,"58"
1579,"42"
1580,"54"
1581,"36"
1582,"50"
1583,"41"
1584,"51"
1585,"54"
1586,"48"
1587,"42"
1588,"64"
1589,"45"
1590,"57"
1591,"44"
1592,"58"
1593,"53"
1594,"39"
1595,"43"
1596,"49"
1597,"63"
1598,"55"
1599,"52"
1600,"46"
1601,"46"
1602,"43"
1603,"44"
1604,"42"
1605,"43"
1606,"47"
1607,"37"
1608,"37"
1609,"41"
1610,"34"
1611,"38"
1612,"45"
1613,"45"
1614,"40"
1615,"45"
1616,"26"
1617,"37"
1618,"32"
1619,"40"
1620,"45"
1621,"29"
1622,"34"
1623,"40"
1624,"27"
1625,"38"
1626,"29"
1627,"44"
1628,"45"
1629,"35"
1630,"37"
1631,"34"
1632,"33"
1633,"35"
1634,"25"
1635,"35"
1636,"32"
1637,"28"
1638,"29"
1639,"19"
1640,"30"
1641,"32"
1642,"24"
1643,"24"
1644,"35"
1645,"32"
1646,"32"
1647,"25"
1648,"27"
1649,"30"
1650,"25"
1651,"23"
1652,"26"
1653,"23"
1654,"30"
1655,"25"
1656,"32"
1657,"23"
1658,"28"
1659,"25"
1660,"21"
1661,"23"
1662,"31"
1663,"29"
1664,"30"
1665,"25"
1666,"28"
1667,"25"
1668,"20"
1669,"20"
1670,"23"
1671,"23"
1672,"20"
1673,"17"
1674,"19"
1675,"24"
1676,"19"
1677,"22"
1678,"18"
1679,"17"
1680,"20"
1681,"12"
1682,"22"
1683,"17"
1684,"17"
1685,"22"
1686,"17"
1687,"17"
1688,"20"
1689,"12"
1690,"17"
1691,"17"
1692,"18"
1693,"14"
1694,"11"
1695,"15"
1696,"11"
1697,"23"
1698,"10"
1699,"12"
1700,"14"
1701,"11"
1702,"13"
1703,"15"
1704,"17"
1705,"9"
1706,"18"
1707,"8"
1708,"11"
1709,"7"
1710,"14"
1711,"5"
1712,"13"
1713,"13"
1714,"10"
1715,"10"
1716,"9"
1717,"10"
1718,"12"
1719,"8"
1720,"10"
1721,"9"
1722,"9"
1723,"8"
1724,"7"
1725,"3"
1726,"13"
1727,"5"
1728,"14"
1729,"7"
1730,"6"
1731,"8"
1732,"4"
1733,"8"
1734,"1"
1735,"5"
1736,"5"
1737,"5"
1738,"4"
1739,"5"
1740,"5"
1741,"4"
1742,"10"
1743,"12"
1744,"7"
1745,"6"
1746,"3"
1747,"9"
1748,"5"
1749,"5"
1750,"3"
1751,"7"
1752,"1"
1753,"11"
1754,"5"
1755,"4"
1756,"5"
1757,"9"
1758,"3"
1759,"4"
1760,"1"
1761,"4"
1762,"7"
1763,"4"
1764,"2"
1765,"5"
1766,"2"
1767,"0"
1768,"6"
1769,"3"
1770,"4"
1771,"1"
1772,"4"
1773,"1"
1774,"9"
1775,"2"
1776,"1"
1777,"3"
1778,"1"
1779,"3"
1780,"3"
1781,"3"
1782,"7"
1783,"0"
1784,"2"
1785,"2"
1786,"7"
1787,"0"
1788,"2"
1789,"2"
1790,"2"
1791,"2"
1792,"1"
1793,"1"
1794,"2"
1795,"2"
1796,"2"
1797,"5"
1798,"3"
1799,"6"
1800,"1"
1801,"4"
1802,"3"
1803,"3"
1804,"2"
1805,"4"
1806,"1"
1807,"4"
1808,"3"
1809,"2"
1810,"1"
1811,"4"
1812,"0"
1813,"4"
1814,"2"
1815,"4"
1816,"4"
1817,"2"
1818,"2"
1819,"2"
1820,"1"
1821,"1"
1822,"4"
1823,"2"
1824,"3"
1825,"2"
1826,"4"
1827,"0"
1828,"0"
1829,"3"
1830,"0"
1831,"2"
1832,"0"
1833,"1"
1834,"1"
1835,"2"
1836,"0"
1837,"3"
1838,"3"
1839,"3"
1840,"0"
1841,"4"
1842,"1"
1843,"1"
1844,"6"
1845,"1"
1846,"2"
1847,"1"
1848,"0"
1849,"2"
1850,"0"
1851,"1"
1852,"1"
1853,"1"
1854,"3"
1855,"0"
1856,"2"
1857,"0"
1858,"2"
1859,"2"
1860,"0"
1861,"1"
1862,"0"
1863,"1"
1864,"1"
1865,"1"
1866,"1"
1867,"0"
1868,"1"
1869,"0"
1870,"0"
1871,"1"
1872,"1"
1873,"0"
1874,"2"
1875,"1"
1876,"0"
1877,"0"
1878,"0"
1879,"0"
1880,"0"
1881,"0"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"1"
1887,"0"
1888,"1"
1889,"0"
1890,"0"
1891,"1"
1892,"0"
1893,"0"
1894,"0"
1895,"1"
1896,"0"
1897,"0"
1898,"2"
1899,"0"
1900,"1"
1901,"0"
1902,"1"
1903,"0"
1904,"0"
1905,"0"
1906,"1"
1907,"2"
1908,"1"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"1"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"1"
1921,"1"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"1"
1941,"1"
1942,"1"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"1"
1953,"0"
1954,"0"
1955,"0"
1956,"1"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"1"
1963,"0"
1964,"0"
1965,"0"
1966,"1"
1967,"0"
1968,"1"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"1"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"1"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"1"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"1"
2041,"0"
2042,"0"
2043,"0"
2044,"1"
2045,"0"
2046,"0"
2047,"0"


