Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-3A -1phi 1"
Duration Time,60.907
Ambient Temperature,"89.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"887714"
Raw Accumulated Counts,"925447"
Valid Count Last Packet,"13728"
Raw Count Last Packet,"14357"
Live Time,58.725983
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7994
Number of Channels,2048
Vacuum,761
Channel#,Intensity
0,"1825"
1,"1464"
2,"939"
3,"501"
4,"226"
5,"78"
6,"17"
7,"6"
8,"2"
9,"1"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"45"
23,"125"
24,"172"
25,"201"
26,"196"
27,"206"
28,"185"
29,"197"
30,"192"
31,"190"
32,"178"
33,"192"
34,"182"
35,"204"
36,"164"
37,"170"
38,"150"
39,"175"
40,"169"
41,"179"
42,"180"
43,"160"
44,"154"
45,"170"
46,"183"
47,"163"
48,"207"
49,"164"
50,"175"
51,"188"
52,"191"
53,"162"
54,"180"
55,"173"
56,"158"
57,"173"
58,"177"
59,"175"
60,"144"
61,"177"
62,"159"
63,"159"
64,"150"
65,"145"
66,"153"
67,"140"
68,"160"
69,"135"
70,"173"
71,"206"
72,"249"
73,"248"
74,"240"
75,"242"
76,"230"
77,"207"
78,"208"
79,"226"
80,"300"
81,"377"
82,"616"
83,"1003"
84,"1539"
85,"1870"
86,"2129"
87,"2001"
88,"1660"
89,"1219"
90,"787"
91,"515"
92,"347"
93,"233"
94,"194"
95,"146"
96,"168"
97,"140"
98,"152"
99,"172"
100,"162"
101,"124"
102,"145"
103,"147"
104,"126"
105,"150"
106,"140"
107,"134"
108,"147"
109,"126"
110,"157"
111,"168"
112,"198"
113,"214"
114,"242"
115,"238"
116,"249"
117,"243"
118,"198"
119,"215"
120,"229"
121,"207"
122,"194"
123,"202"
124,"220"
125,"260"
126,"304"
127,"405"
128,"525"
129,"734"
130,"1077"
131,"1343"
132,"1721"
133,"1937"
134,"2019"
135,"1837"
136,"1637"
137,"1367"
138,"1344"
139,"1310"
140,"1320"
141,"1447"
142,"1470"
143,"1566"
144,"1627"
145,"1744"
146,"1742"
147,"1777"
148,"1497"
149,"1257"
150,"918"
151,"681"
152,"527"
