Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4C 6phi 0"
Duration Time,60.004
Ambient Temperature,"98.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"916256"
Raw Accumulated Counts,"955505"
Valid Count Last Packet,"14283"
Raw Count Last Packet,"14894"
Live Time,57.800995
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7945
Number of Channels,2048
Vacuum,763
Channel#,Intensity
0,"1736"
1,"1388"
2,"1004"
3,"504"
4,"228"
5,"88"
6,"29"
7,"4"
8,"0"
9,"2"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"6"
22,"34"
23,"97"
24,"146"
25,"170"
26,"204"
27,"178"
28,"170"
29,"173"
30,"173"
31,"192"
32,"165"
33,"146"
34,"156"
35,"164"
36,"167"
37,"142"
38,"149"
39,"147"
40,"155"
41,"142"
42,"142"
43,"150"
44,"172"
45,"172"
46,"158"
47,"175"
48,"146"
49,"149"
50,"148"
51,"145"
52,"149"
53,"167"
54,"147"
55,"134"
56,"172"
57,"150"
58,"154"
59,"160"
60,"139"
61,"154"
62,"164"
63,"145"
64,"137"
65,"124"
66,"128"
67,"133"
68,"142"
69,"133"
70,"168"
71,"183"
72,"204"
73,"218"
74,"194"
75,"165"
76,"187"
77,"155"
78,"172"
79,"178"
80,"201"
81,"258"
82,"396"
83,"621"
84,"983"
85,"1179"
86,"1263"
87,"1117"
88,"991"
89,"753"
90,"491"
91,"336"
92,"241"
93,"183"
94,"137"
95,"142"
96,"120"
97,"120"
98,"141"
99,"156"
100,"155"
101,"161"
102,"152"
103,"122"
104,"137"
105,"117"
106,"136"
107,"149"
108,"133"
109,"150"
110,"170"
111,"160"
112,"182"
113,"247"
114,"259"
115,"242"
116,"223"
117,"246"
118,"184"
119,"200"
120,"206"
121,"185"
122,"187"
123,"222"
124,"233"
125,"248"
126,"311"
127,"408"
128,"526"
129,"812"
130,"1114"
131,"1429"
132,"1732"
133,"1928"
134,"2007"
135,"1836"
136,"1709"
137,"1412"
138,"1409"
139,"1347"
140,"1360"
141,"1473"
142,"1473"
143,"1525"
144,"1642"
145,"1718"
146,"1756"
147,"1774"
148,"1554"
149,"1284"
150,"921"
151,"696"
152,"469"
153,"352"
154,"305"
155,"303"
156,"323"
157,"422"
158,"477"
159,"597"
160,"808"
161,"1127"
162,"1489"
163,"1808"
164,"1974"
165,"1987"
166,"1737"
167,"1324"
168,"980"
169,"631"
170,"425"
171,"313"
172,"243"
173,"234"
174,"285"
175,"303"
176,"434"
177,"526"
178,"645"
179,"735"
180,"796"
181,"962"
182,"1021"
183,"1048"
184,"1028"
185,"864"
186,"709"
187,"521"
188,"362"
189,"291"
190,"269"
191,"230"
192,"222"
193,"192"
194,"239"
195,"250"
196,"311"
197,"342"
198,"341"
199,"312"
200,"348"
201,"344"
202,"286"
203,"271"
204,"243"
205,"238"
206,"236"
207,"236"
208,"226"
209,"243"
210,"261"
211,"275"
212,"274"
213,"293"
214,"298"
215,"328"
216,"373"
217,"454"
218,"645"
219,"931"
220,"1261"
221,"1693"
222,"2072"
223,"2269"
224,"2276"
225,"2108"
226,"1820"
227,"1446"
228,"1105"
229,"881"
230,"592"
231,"563"
232,"494"
233,"398"
234,"429"
235,"361"
236,"422"
237,"388"
238,"387"
239,"427"
240,"491"
241,"546"
242,"661"
243,"694"
244,"704"
245,"735"
246,"700"
247,"630"
248,"574"
249,"514"
250,"464"
251,"430"
252,"406"
253,"384"
254,"394"
255,"409"
256,"375"
257,"376"
258,"417"
259,"412"
260,"401"
261,"420"
262,"413"
263,"397"
264,"475"
265,"468"
266,"463"
267,"447"
268,"470"
269,"487"
270,"489"
271,"468"
272,"494"
273,"477"
274,"450"
275,"436"
276,"464"
277,"482"
278,"503"
279,"460"
280,"464"
281,"450"
282,"457"
283,"477"
284,"514"
285,"491"
286,"484"
287,"488"
288,"558"
289,"597"
290,"688"
291,"693"
292,"690"
293,"669"
294,"657"
295,"630"
296,"659"
297,"608"
298,"577"
299,"546"
300,"528"
301,"640"
302,"567"
303,"670"
304,"635"
305,"670"
306,"724"
307,"909"
308,"1176"
309,"1787"
310,"2955"
311,"4854"
312,"7963"
313,"12106"
314,"17039"
315,"22404"
316,"26516"
317,"29284"
318,"29532"
319,"26865"
320,"22962"
321,"17784"
322,"12459"
323,"8347"
324,"5040"
325,"3060"
326,"1752"
327,"1115"
328,"755"
329,"676"
330,"576"
331,"520"
332,"566"
333,"577"
334,"594"
335,"626"
336,"565"
337,"623"
338,"623"
339,"681"
340,"762"
341,"824"
342,"1048"
343,"1216"
344,"1771"
345,"2291"
346,"2978"
347,"3792"
348,"4589"
349,"4986"
350,"5252"
351,"5043"
352,"4584"
353,"3820"
354,"3238"
355,"2344"
356,"1842"
357,"1319"
358,"1107"
359,"966"
360,"909"
361,"877"
362,"883"
363,"960"
364,"969"
365,"1028"
366,"1176"
367,"1234"
368,"1303"
369,"1342"
370,"1379"
371,"1403"
372,"1329"
373,"1215"
374,"1096"
375,"890"
376,"756"
377,"631"
378,"552"
379,"486"
380,"500"
381,"460"
382,"497"
383,"443"
384,"484"
385,"454"
386,"424"
387,"490"
388,"484"
389,"481"
390,"487"
391,"530"
392,"507"
393,"553"
394,"576"
395,"613"
396,"680"
397,"721"
398,"743"
399,"761"
400,"729"
401,"728"
402,"691"
403,"717"
404,"697"
405,"596"
406,"602"
407,"641"
408,"613"
409,"666"
410,"613"
411,"544"
412,"592"
413,"558"
414,"538"
415,"534"
416,"518"
417,"523"
418,"482"
419,"479"
420,"522"
421,"511"
422,"519"
423,"592"
424,"580"
425,"612"
426,"638"
427,"722"
428,"708"
429,"687"
430,"688"
431,"658"
432,"606"
433,"589"
434,"528"
435,"556"
436,"489"
437,"507"
438,"525"
439,"476"
440,"514"
441,"517"
442,"529"
443,"541"
444,"523"
445,"502"
446,"525"
447,"530"
448,"495"
449,"469"
450,"552"
451,"520"
452,"487"
453,"539"
454,"534"
455,"519"
456,"539"
457,"529"
458,"548"
459,"547"
460,"549"
461,"575"
462,"539"
463,"552"
464,"549"
465,"534"
466,"525"
467,"510"
468,"517"
469,"520"
470,"501"
471,"521"
472,"524"
473,"543"
474,"515"
475,"504"
476,"547"
477,"550"
478,"550"
479,"536"
480,"509"
481,"469"
482,"494"
483,"527"
484,"515"
485,"480"
486,"542"
487,"565"
488,"549"
489,"490"
490,"496"
491,"497"
492,"512"
493,"545"
494,"482"
495,"563"
496,"528"
497,"475"
498,"510"
499,"489"
500,"495"
501,"524"
502,"492"
503,"504"
504,"518"
505,"491"
506,"494"
507,"472"
508,"479"
509,"514"
510,"488"
511,"519"
512,"482"
513,"449"
514,"574"
515,"510"
516,"516"
517,"535"
518,"550"
519,"526"
520,"547"
521,"533"
522,"636"
523,"625"
524,"609"
525,"563"
526,"619"
527,"588"
528,"591"
529,"506"
530,"516"
531,"521"
532,"496"
533,"529"
534,"473"
535,"501"
536,"496"
537,"493"
538,"493"
539,"483"
540,"496"
541,"494"
542,"477"
543,"464"
544,"463"
545,"468"
546,"521"
547,"499"
548,"491"
549,"453"
550,"431"
551,"495"
552,"477"
553,"463"
554,"480"
555,"445"
556,"513"
557,"482"
558,"452"
559,"491"
560,"496"
561,"524"
562,"479"
563,"513"
564,"475"
565,"480"
566,"490"
567,"516"
568,"469"
569,"509"
570,"502"
571,"470"
572,"486"
573,"450"
574,"458"
