Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4A -1phi 3"
Duration Time,60.054
Ambient Temperature,"101.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"697126"
Raw Accumulated Counts,"722306"
Valid Count Last Packet,"10790"
Raw Count Last Packet,"11160"
Live Time,58.353973
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0898
Number of Channels,2048
Vacuum,760
Channel#,Intensity
0,"1768"
1,"1405"
2,"989"
3,"524"
4,"205"
5,"79"
6,"21"
7,"5"
8,"1"
9,"0"
10,"1"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"5"
22,"21"
23,"90"
24,"190"
25,"171"
26,"202"
27,"186"
28,"182"
29,"165"
30,"161"
31,"190"
32,"156"
33,"150"
34,"180"
35,"144"
36,"156"
37,"154"
38,"141"
39,"135"
40,"162"
41,"161"
42,"158"
43,"154"
44,"161"
45,"176"
46,"147"
47,"168"
48,"156"
49,"170"
50,"145"
51,"169"
52,"156"
53,"148"
54,"155"
55,"179"
56,"143"
57,"144"
58,"134"
59,"150"
60,"163"
61,"165"
62,"129"
63,"144"
64,"132"
65,"131"
66,"132"
67,"128"
68,"139"
69,"146"
70,"159"
71,"204"
72,"190"
73,"207"
74,"224"
75,"209"
76,"190"
77,"200"
78,"192"
79,"196"
80,"227"
81,"326"
82,"554"
83,"882"
84,"1294"
85,"1751"
86,"1898"
87,"1985"
88,"1505"
89,"1154"
90,"725"
91,"492"
92,"311"
93,"205"
94,"176"
95,"170"
96,"153"
97,"149"
98,"135"
99,"140"
100,"141"
101,"124"
102,"124"
103,"133"
104,"117"
105,"123"
106,"108"
107,"112"
108,"125"
109,"136"
110,"144"
111,"189"
112,"194"
113,"224"
114,"242"
115,"252"
116,"240"
117,"218"
118,"214"
119,"201"
120,"215"
121,"205"
122,"171"
123,"217"
124,"227"
125,"205"
126,"284"
127,"361"
128,"467"
129,"720"
130,"1012"
131,"1280"
132,"1636"
133,"1914"
134,"2008"
135,"1916"
136,"1659"
137,"1484"
138,"1370"
139,"1317"
140,"1375"
141,"1415"
142,"1458"
143,"1486"
144,"1663"
145,"1739"
146,"1815"
147,"1693"
148,"1542"
149,"1312"
150,"945"
151,"765"
152,"466"
153,"391"
154,"318"
155,"299"
156,"308"
157,"390"
158,"434"
159,"495"
160,"647"
161,"869"
162,"1089"
163,"1357"
164,"1608"
165,"1585"
166,"1325"
167,"1097"
168,"836"
169,"554"
170,"370"
171,"260"
172,"214"
173,"216"
174,"213"
175,"252"
176,"297"
177,"348"
178,"450"
179,"420"
180,"476"
181,"549"
182,"579"
183,"550"
184,"537"
185,"483"
186,"376"
187,"296"
188,"258"
189,"215"
190,"232"
191,"196"
192,"179"
193,"195"
194,"204"
195,"224"
196,"208"
197,"236"
198,"232"
199,"264"
200,"276"
201,"224"
202,"235"
203,"206"
204,"214"
205,"204"
206,"223"
207,"208"
208,"195"
209,"244"
210,"203"
211,"226"
212,"215"
213,"194"
214,"207"
215,"196"
216,"239"
217,"232"
218,"301"
219,"298"
220,"425"
221,"495"
222,"557"
223,"605"
224,"629"
225,"597"
226,"546"
227,"496"
228,"451"
229,"356"
230,"283"
231,"290"
232,"302"
233,"273"
234,"293"
235,"307"
236,"291"
237,"290"
238,"261"
239,"286"
240,"316"
241,"281"
242,"306"
243,"352"
244,"363"
245,"388"
246,"356"
247,"349"
248,"401"
249,"362"
250,"368"
251,"430"
252,"427"
253,"411"
254,"443"
255,"440"
256,"471"
257,"460"
258,"466"
259,"413"
260,"387"
261,"368"
262,"351"
263,"393"
264,"341"
265,"364"
266,"350"
267,"342"
268,"369"
269,"344"
270,"369"
271,"340"
272,"341"
273,"338"
274,"382"
275,"372"
276,"391"
277,"378"
278,"425"
279,"417"
280,"453"
281,"429"
282,"472"
283,"445"
284,"451"
285,"455"
286,"486"
287,"476"
288,"437"
289,"472"
290,"521"
291,"530"
292,"545"
293,"546"
294,"494"
295,"532"
296,"490"
297,"500"
298,"457"
299,"468"
300,"414"
301,"419"
302,"418"
303,"430"
304,"420"
305,"436"
306,"517"
307,"487"
308,"552"
309,"798"
310,"1060"
311,"1496"
312,"2311"
313,"3353"
314,"5019"
315,"6446"
316,"7701"
317,"8916"
318,"9087"
319,"8605"
320,"7562"
321,"6070"
322,"4589"
323,"3112"
324,"2075"
325,"1405"
326,"965"
327,"687"
328,"575"
329,"542"
330,"477"
331,"489"
332,"472"
333,"484"
334,"471"
335,"501"
336,"485"
337,"482"
338,"491"
339,"529"
340,"525"
341,"569"
342,"583"
343,"660"
344,"788"
345,"877"
346,"1094"
347,"1295"
348,"1588"
349,"1783"
350,"1891"
351,"1872"
352,"1731"
353,"1497"
354,"1281"
355,"1095"
356,"956"
357,"820"
358,"745"
359,"735"
360,"708"
361,"751"
362,"810"
363,"804"
364,"861"
365,"924"
366,"934"
367,"1051"
368,"1105"
369,"1145"
370,"1185"
371,"1134"
372,"1160"
373,"1026"
374,"921"
375,"795"
376,"692"
377,"613"
378,"549"
379,"535"
380,"483"
381,"424"
382,"448"
383,"441"
384,"488"
385,"438"
386,"444"
387,"441"
388,"443"
389,"450"
390,"438"
391,"464"
392,"460"
393,"498"
394,"497"
395,"589"
396,"556"
397,"666"
398,"702"
399,"685"
400,"631"
401,"634"
402,"655"
403,"623"
404,"599"
405,"510"
406,"546"
407,"552"
408,"522"
409,"563"
410,"561"
411,"538"
412,"550"
413,"515"
414,"502"
415,"466"
416,"452"
417,"464"
418,"454"
419,"495"
420,"521"
421,"469"
422,"531"
423,"497"
424,"531"
425,"555"
426,"554"
427,"543"
428,"550"
429,"545"
430,"507"
431,"524"
432,"482"
433,"462"
434,"492"
435,"464"
436,"491"
437,"453"
438,"496"
439,"469"
440,"467"
441,"535"
442,"497"
443,"517"
444,"487"
445,"511"
446,"496"
447,"491"
448,"480"
449,"486"
450,"460"
451,"467"
452,"511"
453,"488"
454,"444"
455,"471"
456,"441"
457,"500"
458,"470"
459,"474"
460,"483"
461,"432"
462,"461"
463,"462"
464,"476"
465,"442"
466,"447"
467,"498"
468,"449"
469,"501"
470,"483"
471,"440"
472,"454"
473,"482"
474,"444"
475,"499"
476,"501"
477,"514"
478,"483"
479,"495"
480,"552"
481,"497"
482,"492"
483,"477"
484,"504"
485,"500"
486,"539"
487,"498"
488,"542"
489,"492"
490,"451"
491,"483"
492,"452"
493,"462"
494,"496"
495,"494"
496,"484"
497,"501"
498,"487"
499,"448"
500,"462"
501,"480"
502,"490"
503,"513"
504,"497"
505,"494"
506,"469"
507,"511"
508,"563"
509,"529"
510,"478"
511,"510"
512,"482"
513,"459"
514,"517"
515,"493"
516,"481"
517,"494"
518,"521"
519,"486"
520,"465"
521,"501"
522,"478"
523,"484"
524,"488"
525,"472"
526,"482"
527,"473"
528,"440"
529,"445"
530,"465"
531,"460"
532,"431"
533,"453"
534,"432"
535,"431"
536,"481"
537,"424"
538,"450"
539,"468"
540,"474"
541,"500"
542,"475"
543,"457"
544,"458"
545,"469"
546,"500"
547,"493"
548,"484"
549,"528"
550,"476"
551,"452"
552,"486"
553,"441"
554,"532"
555,"468"
556,"494"
557,"478"
558,"452"
559,"472"
560,"461"
561,"477"
562,"467"
563,"462"
564,"475"
565,"429"
566,"476"
567,"460"
568,"472"
569,"432"
570,"475"
571,"482"
572,"439"
573,"442"
574,"438"
575,"404"
576,"452"
577,"464"
578,"388"
579,"446"
580,"400"
581,"438"
582,"441"
583,"457"
584,"432"
585,"446"
586,"436"
587,"453"
588,"429"
589,"455"
590,"459"
591,"483"
592,"469"
593,"437"
594,"415"
595,"453"
596,"471"
597,"458"
598,"450"
599,"428"
600,"453"
601,"444"
602,"451"
603,"481"
604,"457"
605,"444"
606,"458"
607,"426"
608,"454"
609,"411"
610,"473"
611,"433"
612,"464"
613,"455"
614,"486"
615,"460"
616,"480"
617,"431"
618,"450"
619,"481"
620,"467"
621,"482"
622,"501"
623,"487"
624,"512"
625,"500"
626,"471"
627,"456"
628,"475"
629,"454"
630,"463"
631,"486"
632,"449"
633,"481"
634,"438"
635,"472"
636,"428"
637,"452"
638,"467"
639,"457"
640,"483"
641,"413"
642,"458"
643,"453"
644,"469"
645,"438"
646,"475"
647,"459"
648,"495"
649,"460"
650,"472"
651,"450"
652,"494"
653,"438"
654,"457"
655,"476"
656,"531"
657,"509"
658,"535"
659,"576"
660,"662"
661,"658"
662,"708"
663,"680"
664,"744"
665,"784"
666,"724"
667,"686"
668,"677"
669,"613"
670,"611"
671,"538"
672,"468"
673,"505"
674,"512"
675,"480"
676,"444"
677,"410"
678,"431"
679,"455"
680,"461"
681,"439"
682,"443"
683,"430"
684,"437"
685,"415"
686,"436"
687,"444"
688,"462"
689,"445"
690,"414"
691,"414"
692,"454"
693,"460"
694,"477"
695,"491"
696,"440"
697,"448"
698,"495"
699,"497"
700,"488"
701,"488"
702,"521"
703,"488"
704,"501"
705,"497"
706,"492"
707,"480"
708,"487"
709,"492"
710,"446"
711,"428"
712,"463"
713,"381"
714,"423"
715,"408"
716,"417"
717,"420"
718,"471"
719,"425"
720,"426"
721,"413"
722,"419"
723,"438"
724,"449"
725,"419"
726,"412"
727,"362"
728,"383"
729,"441"
730,"404"
731,"434"
732,"440"
733,"431"
734,"401"
735,"433"
736,"377"
737,"408"
738,"443"
739,"476"
740,"407"
741,"451"
742,"453"
743,"442"
744,"477"
745,"473"
746,"430"
747,"463"
748,"464"
749,"430"
750,"447"
751,"415"
752,"454"
753,"443"
754,"425"
755,"425"
756,"420"
757,"411"
758,"425"
759,"456"
760,"394"
761,"406"
762,"387"
763,"391"
764,"402"
765,"374"
766,"392"
767,"451"
768,"419"
769,"424"
770,"416"
771,"405"
772,"403"
773,"441"
774,"396"
775,"459"
776,"455"
777,"472"
778,"463"
779,"528"
780,"502"
781,"492"
782,"535"
783,"530"
784,"524"
785,"477"
786,"470"
787,"460"
788,"499"
789,"460"
790,"415"
791,"404"
792,"434"
793,"389"
794,"427"
795,"393"
796,"416"
797,"408"
798,"392"
799,"390"
800,"425"
801,"405"
802,"381"
803,"359"
804,"390"
805,"367"
806,"376"
807,"407"
808,"390"
809,"403"
810,"427"
811,"369"
812,"382"
813,"346"
814,"398"
815,"380"
816,"357"
817,"402"
818,"398"
819,"381"
820,"396"
821,"378"
822,"409"
823,"398"
824,"397"
825,"379"
826,"371"
827,"380"
828,"401"
829,"436"
830,"407"
831,"398"
832,"388"
833,"385"
834,"407"
835,"386"
836,"360"
837,"410"
838,"363"
839,"376"
840,"401"
841,"389"
842,"431"
843,"370"
844,"389"
845,"377"
846,"406"
847,"392"
848,"395"
849,"398"
850,"415"
851,"420"
852,"392"
853,"360"
854,"411"
855,"408"
856,"376"
857,"361"
858,"401"
859,"401"
860,"409"
861,"424"
862,"395"
863,"376"
864,"373"
865,"424"
866,"388"
867,"395"
868,"393"
869,"427"
870,"409"
871,"438"
872,"392"
873,"382"
874,"419"
875,"408"
876,"435"
877,"423"
878,"398"
879,"449"
880,"414"
881,"427"
882,"451"
883,"407"
884,"399"
885,"450"
886,"416"
887,"448"
888,"426"
889,"415"
890,"460"
891,"480"
892,"460"
893,"481"
894,"445"
895,"430"
896,"497"
897,"423"
898,"507"
899,"482"
900,"514"
901,"473"
902,"492"
903,"515"
904,"511"
905,"518"
906,"540"
907,"549"
908,"573"
909,"598"
910,"610"
911,"568"
912,"663"
913,"626"
914,"641"
915,"675"
916,"648"
917,"687"
918,"751"
919,"776"
920,"736"
921,"798"
922,"871"
923,"838"
924,"925"
925,"932"
926,"993"
927,"1082"
928,"1060"
929,"1144"
930,"1163"
931,"1213"
932,"1276"
933,"1241"
934,"1283"
935,"1282"
936,"1285"
937,"1282"
938,"1399"
939,"1415"
940,"1407"
941,"1410"
942,"1359"
943,"1460"
944,"1355"
945,"1335"
946,"1293"
947,"1261"
