Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C -1phi 4"
436,"519"
437,"487"
438,"505"
439,"500"
440,"516"
441,"497"
442,"488"
443,"485"
444,"509"
445,"515"
446,"526"
447,"485"
448,"515"
449,"484"
450,"485"
451,"527"
452,"511"
453,"500"
454,"479"
455,"514"
456,"506"
457,"512"
458,"505"
459,"494"
460,"479"
461,"530"
462,"534"
463,"483"
464,"517"
465,"471"
466,"480"
467,"501"
468,"530"
469,"498"
470,"483"
471,"512"
472,"517"
473,"562"
474,"503"
475,"509"
476,"511"
477,"546"
478,"513"
479,"523"
480,"485"
481,"531"
482,"515"
483,"530"
484,"531"
485,"565"
486,"523"
487,"521"
488,"539"
489,"492"
490,"518"
491,"500"
492,"482"
493,"541"
494,"511"
495,"475"
496,"504"
497,"492"
498,"505"
499,"481"
500,"523"
501,"448"
502,"482"
503,"447"
504,"445"
505,"497"
506,"523"
507,"511"
508,"499"
509,"480"
510,"479"
511,"467"
512,"488"
513,"490"
514,"444"
515,"510"
516,"455"
517,"478"
518,"510"
519,"511"
520,"480"
521,"553"
522,"531"
523,"588"
524,"492"
525,"532"
526,"514"
527,"445"
528,"519"
529,"499"
530,"476"
531,"482"
532,"506"
533,"511"
534,"460"
535,"489"
536,"524"
537,"520"
538,"477"
539,"496"
540,"512"
541,"488"
542,"491"
543,"531"
544,"495"
545,"488"
546,"449"
547,"456"
548,"466"
549,"506"
550,"478"
551,"472"
552,"488"
553,"461"
554,"470"
555,"450"
556,"443"
557,"458"
558,"454"
559,"486"
560,"453"
561,"472"
562,"479"
563,"489"
564,"456"
565,"489"
566,"467"
567,"488"
568,"470"
569,"442"
570,"478"
571,"488"
572,"507"
573,"478"
574,"476"
575,"501"
576,"435"
577,"496"
578,"458"
579,"485"
580,"446"
581,"497"
582,"459"
583,"490"
584,"479"
585,"467"
586,"461"
587,"499"
588,"473"
589,"470"
590,"492"
591,"489"
592,"461"
593,"455"
594,"498"
595,"539"
596,"418"
597,"446"
598,"435"
599,"478"
600,"476"
601,"481"
602,"422"
603,"452"
604,"461"
605,"503"
606,"442"
607,"462"
608,"482"
609,"496"
610,"457"
611,"454"
612,"487"
613,"491"
614,"495"
615,"470"
616,"457"
617,"479"
618,"460"
619,"427"
620,"501"
621,"475"
622,"493"
623,"504"
624,"478"
625,"493"
626,"521"
627,"526"
628,"517"
629,"501"
630,"451"
631,"496"
632,"517"
633,"504"
634,"501"
635,"480"
636,"439"
637,"459"
638,"500"
639,"496"
640,"505"
641,"483"
642,"512"
643,"480"
644,"489"
645,"459"
646,"522"
647,"494"
648,"495"
649,"448"
650,"485"
651,"475"
652,"483"
653,"527"
654,"489"
655,"527"
656,"581"
657,"628"
658,"657"
659,"710"
660,"735"
661,"849"
662,"855"
663,"879"
664,"902"
665,"904"
666,"858"
667,"757"
668,"736"
669,"696"
670,"654"
671,"569"
672,"520"
673,"486"
674,"526"
675,"505"
676,"463"
677,"477"
678,"471"
679,"455"
680,"516"
681,"469"
682,"434"
683,"496"
684,"498"
685,"477"
686,"476"
687,"485"
688,"506"
689,"478"
690,"496"
691,"488"
692,"448"
693,"478"
694,"497"
695,"491"
696,"503"
697,"501"
698,"556"
699,"538"
700,"575"
701,"548"
702,"587"
703,"531"
704,"523"
705,"513"
706,"512"
707,"531"
708,"472"
709,"494"
710,"492"
711,"492"
712,"465"
713,"460"
714,"435"
715,"468"
716,"433"
717,"461"
718,"478"
719,"451"
720,"426"
721,"458"
722,"408"
723,"449"
724,"423"
725,"445"
726,"435"
727,"458"
728,"426"
729,"432"
730,"429"
731,"422"
732,"421"
733,"475"
734,"479"
735,"436"
736,"455"
737,"456"
738,"496"
739,"495"
740,"499"
741,"497"
742,"512"
743,"492"
744,"496"
745,"529"
746,"435"
747,"516"
748,"454"
749,"490"
750,"486"
751,"482"
752,"466"
753,"458"
754,"415"
755,"436"
756,"409"
757,"425"
758,"429"
759,"433"
760,"425"
761,"395"
762,"455"
763,"450"
764,"422"
765,"395"
766,"400"
767,"422"
768,"416"
769,"436"
770,"410"
771,"444"
772,"443"
773,"458"
774,"473"
775,"465"
776,"488"
777,"501"
778,"502"
779,"530"
780,"517"
781,"549"
782,"550"
783,"526"
784,"489"
785,"510"
786,"501"
787,"459"
788,"468"
789,"453"
790,"497"
791,"453"
792,"437"
793,"396"
794,"424"
795,"385"
796,"400"
797,"418"
798,"433"
799,"388"
800,"377"
801,"428"
802,"408"
803,"421"
804,"408"
805,"429"
806,"425"
807,"430"
808,"409"
809,"419"
810,"418"
811,"429"
812,"415"
813,"442"
814,"450"
815,"413"
816,"376"
817,"396"
818,"385"
819,"437"
820,"447"
821,"418"
822,"421"
823,"432"
824,"424"
825,"399"
826,"393"
827,"435"
828,"423"
829,"384"
830,"414"
831,"430"
832,"400"
833,"416"
834,"428"
835,"415"
836,"396"
837,"387"
838,"412"
839,"431"
840,"391"
841,"406"
842,"411"
843,"409"
844,"417"
845,"383"
846,"413"
847,"438"
848,"417"
849,"458"
850,"427"
851,"432"
852,"426"
853,"406"
854,"407"
855,"434"
856,"430"
857,"404"
858,"427"
859,"407"
860,"440"
861,"430"
862,"433"
863,"449"
864,"411"
865,"419"
866,"442"
867,"433"
868,"438"
869,"445"
870,"415"
871,"467"
872,"489"
873,"451"
874,"455"
875,"494"
876,"431"
877,"480"
878,"444"
879,"478"
880,"464"
881,"482"
882,"449"
883,"476"
884,"472"
885,"449"
886,"456"
887,"422"
888,"484"
889,"457"
890,"441"
891,"479"
892,"506"
893,"482"
894,"483"
895,"466"
896,"506"
897,"474"
898,"502"
899,"533"
900,"485"
901,"512"
902,"538"
903,"576"
904,"562"
905,"554"
906,"514"
907,"573"
908,"605"
909,"579"
910,"619"
911,"567"
912,"632"
913,"643"
914,"651"
915,"725"
916,"733"
917,"756"
918,"775"
919,"828"
920,"865"
921,"911"
922,"858"
923,"958"
924,"1035"
925,"1028"
926,"1049"
927,"1061"
928,"1142"
929,"1241"
930,"1264"
931,"1246"
932,"1314"
933,"1313"
934,"1390"
935,"1407"
936,"1401"
937,"1488"
938,"1507"
939,"1451"
940,"1469"
941,"1498"
942,"1445"
943,"1395"
944,"1456"
945,"1434"
946,"1462"
947,"1328"
948,"1324"
949,"1264"
950,"1253"
951,"1252"
952,"1185"
953,"1147"
954,"1123"
955,"1063"
956,"963"
957,"938"
958,"916"
959,"883"
960,"839"
961,"767"
962,"791"
963,"753"
964,"758"
965,"665"
966,"674"
967,"699"
968,"590"
969,"662"
970,"624"
971,"511"
972,"554"
973,"521"
974,"517"
975,"488"
976,"516"
977,"496"
978,"481"
979,"439"
980,"426"
981,"443"
982,"427"
983,"415"
984,"438"
985,"452"
986,"448"
987,"480"
988,"485"
989,"497"
990,"509"
991,"591"
992,"570"
993,"671"
994,"629"
995,"767"
996,"781"
997,"814"
998,"830"
999,"879"
1000,"944"
1001,"908"
1002,"884"
1003,"867"
1004,"921"
1005,"867"
1006,"758"
1007,"729"
1008,"692"
1009,"546"
1010,"580"
1011,"500"
1012,"478"
1013,"403"
1014,"383"
1015,"363"
1016,"379"
1017,"336"
1018,"350"
1019,"359"
1020,"375"
1021,"373"
1022,"357"
1023,"371"
1024,"357"
1025,"349"
1026,"406"
1027,"401"
1028,"396"
1029,"396"
1030,"373"
1031,"426"
1032,"430"
1033,"449"
1034,"445"
1035,"461"
1036,"491"
1037,"474"
1038,"532"
1039,"483"
1040,"615"
1041,"533"
1042,"596"
1043,"622"
1044,"653"
1045,"661"
1046,"670"
1047,"752"
1048,"708"
1049,"740"
1050,"737"
1051,"668"
1052,"686"
1053,"652"
1054,"643"
1055,"636"
1056,"558"
1057,"620"
1058,"546"
1059,"490"
1060,"564"
1061,"523"
1062,"458"
1063,"444"
1064,"452"
1065,"423"
1066,"442"
1067,"440"
1068,"394"
1069,"407"
1070,"395"
1071,"394"
1072,"395"
1073,"379"
1074,"397"
1075,"373"
1076,"359"
1077,"344"
1078,"349"
1079,"321"
1080,"339"
1081,"346"
1082,"303"
1083,"344"
1084,"304"
1085,"362"
1086,"295"
1087,"305"
1088,"298"
1089,"297"
1090,"285"
1091,"294"
1092,"293"
1093,"329"
1094,"291"
1095,"328"
1096,"289"
1097,"292"
1098,"273"
1099,"257"
1100,"293"
1101,"268"
1102,"259"
1103,"264"
1104,"275"
1105,"283"
1106,"235"
1107,"266"
1108,"244"
1109,"243"
1110,"264"
1111,"262"
1112,"270"
1113,"277"
1114,"280"
1115,"257"
1116,"261"
1117,"256"
1118,"274"
1119,"283"
1120,"275"
1121,"274"
1122,"318"
1123,"298"
1124,"303"
1125,"352"
1126,"322"
1127,"326"
1128,"330"
1129,"347"
1130,"348"
1131,"350"
1132,"283"
1133,"272"
1134,"292"
1135,"286"
1136,"253"
1137,"238"
1138,"233"
1139,"281"
1140,"274"
1141,"237"
1142,"256"
1143,"272"
1144,"237"
1145,"243"
1146,"242"
1147,"229"
1148,"271"
1149,"236"
1150,"257"
1151,"224"
1152,"261"
1153,"259"
1154,"231"
1155,"255"
1156,"253"
1157,"205"
1158,"258"
1159,"257"
1160,"227"
1161,"232"
1162,"230"
1163,"235"
1164,"226"
1165,"231"
1166,"218"
1167,"226"
1168,"220"
1169,"219"
1170,"211"
1171,"241"
1172,"220"
1173,"187"
1174,"233"
1175,"246"
1176,"243"
1177,"275"
1178,"268"
1179,"265"
1180,"256"
1181,"241"
1182,"267"
1183,"229"
1184,"249"
1185,"252"
1186,"238"
1187,"243"
1188,"224"
1189,"221"
1190,"226"
1191,"210"
1192,"202"
1193,"221"
1194,"224"
1195,"226"
1196,"209"
1197,"202"
1198,"201"
1199,"202"
1200,"202"
1201,"186"
1202,"198"
1203,"196"
1204,"228"
1205,"225"
1206,"209"
1207,"208"
1208,"203"
1209,"201"
1210,"218"
1211,"182"
1212,"203"
1213,"198"
1214,"202"
1215,"198"
1216,"216"
1217,"191"
1218,"191"
1219,"212"
1220,"197"
1221,"196"
1222,"190"
1223,"213"
1224,"193"
1225,"191"
1226,"180"
1227,"207"
1228,"204"
1229,"173"
1230,"188"
1231,"182"
1232,"193"
1233,"187"
1234,"165"
1235,"180"
1236,"191"
1237,"190"
1238,"182"
1239,"193"
1240,"184"
1241,"204"
1242,"186"
1243,"194"
1244,"197"
1245,"193"
1246,"191"
1247,"223"
1248,"206"
1249,"175"
1250,"199"
1251,"194"
1252,"198"
1253,"192"
1254,"207"
1255,"208"
1256,"177"
1257,"189"
1258,"193"
1259,"173"
1260,"178"
1261,"153"
1262,"186"
1263,"190"
1264,"180"
1265,"193"
1266,"189"
1267,"162"
1268,"166"
1269,"188"
1270,"175"
1271,"168"
1272,"193"
1273,"196"
1274,"157"
1275,"191"
1276,"177"
1277,"152"
1278,"167"
1279,"161"
1280,"172"
1281,"160"
1282,"167"
1283,"163"
1284,"151"
1285,"151"
1286,"171"
1287,"165"
1288,"167"
1289,"140"
1290,"181"
1291,"156"
1292,"160"
1293,"176"
1294,"174"
1295,"174"
1296,"134"
1297,"160"
1298,"141"
1299,"152"
1300,"153"
1301,"151"
1302,"193"
1303,"163"
1304,"174"
1305,"148"
1306,"159"
1307,"158"
1308,"156"
1309,"151"
1310,"152"
1311,"171"
1312,"161"
1313,"166"
1314,"153"
1315,"157"
1316,"169"
1317,"155"
1318,"159"
1319,"157"
1320,"144"
1321,"171"
1322,"154"
1323,"148"
1324,"160"
1325,"139"
1326,"147"
1327,"148"
1328,"153"
1329,"178"
1330,"145"
1331,"155"
1332,"131"
1333,"148"
1334,"166"
1335,"153"
1336,"159"
1337,"142"
1338,"137"
1339,"163"
1340,"145"
1341,"140"
1342,"155"
1343,"142"
1344,"173"
1345,"154"
1346,"125"
1347,"151"
1348,"137"
1349,"164"
1350,"133"
1351,"126"
1352,"134"
1353,"129"
1354,"126"
1355,"141"
1356,"148"
1357,"160"
1358,"128"
1359,"144"
1360,"134"
1361,"117"
1362,"134"
1363,"117"
1364,"158"
1365,"137"
1366,"143"
1367,"131"
1368,"120"
1369,"132"
1370,"109"
1371,"145"
1372,"129"
1373,"129"
1374,"141"
1375,"124"
1376,"135"
1377,"126"
1378,"131"
1379,"152"
1380,"132"
1381,"155"
1382,"117"
1383,"127"
1384,"122"
1385,"134"
1386,"131"
1387,"136"
1388,"150"
1389,"119"
1390,"130"
1391,"119"
1392,"120"
1393,"139"
1394,"149"
1395,"143"
1396,"115"
1397,"114"
1398,"123"
1399,"96"
1400,"117"
1401,"135"
1402,"133"
1403,"117"
1404,"118"
1405,"121"
1406,"128"
1407,"122"
1408,"104"
1409,"114"
1410,"117"
1411,"115"
1412,"121"
1413,"91"
1414,"113"
1415,"140"
1416,"142"
1417,"113"
1418,"105"
1419,"108"
1420,"105"
1421,"100"
1422,"116"
1423,"101"
1424,"104"
1425,"100"
1426,"123"
1427,"134"
1428,"90"
1429,"103"
1430,"107"
1431,"125"
1432,"104"
1433,"105"
1434,"110"
1435,"103"
1436,"115"
1437,"120"
1438,"124"
1439,"96"
1440,"126"
1441,"120"
1442,"103"
1443,"97"
1444,"113"
1445,"94"
1446,"108"
1447,"94"
1448,"77"
1449,"115"
1450,"97"
1451,"95"
1452,"108"
1453,"103"
1454,"96"
1455,"105"
1456,"114"
1457,"97"
1458,"98"
1459,"89"
1460,"100"
1461,"91"
1462,"111"
1463,"78"
1464,"91"
1465,"104"
1466,"98"
1467,"105"
1468,"100"
1469,"89"
1470,"83"
1471,"86"
1472,"104"
1473,"100"
1474,"82"
1475,"96"
1476,"77"
1477,"90"
1478,"95"
1479,"90"
1480,"96"
1481,"79"
1482,"80"
1483,"91"
1484,"93"
1485,"90"
1486,"89"
1487,"91"
1488,"75"
1489,"80"
1490,"105"
1491,"82"
1492,"84"
1493,"85"
1494,"82"
1495,"75"
1496,"84"
1497,"84"
1498,"72"
1499,"93"
1500,"80"
1501,"86"
1502,"86"
1503,"84"
1504,"70"
1505,"80"
1506,"91"
1507,"61"
1508,"80"
1509,"84"
1510,"85"
1511,"86"
1512,"75"
1513,"88"
1514,"64"
1515,"93"
1516,"65"
1517,"67"
1518,"80"
1519,"73"
1520,"70"
1521,"80"
1522,"72"
1523,"78"
1524,"60"
1525,"83"
1526,"80"
1527,"74"
1528,"65"
1529,"65"
1530,"88"
1531,"81"
1532,"72"
1533,"70"
1534,"60"
1535,"58"
1536,"77"
1537,"75"
1538,"61"
1539,"74"
1540,"47"
1541,"79"
1542,"51"
1543,"65"
1544,"61"
1545,"62"
1546,"82"
1547,"64"
1548,"73"
1549,"61"
1550,"51"
1551,"75"
1552,"54"
1553,"59"
1554,"76"
1555,"60"
1556,"59"
1557,"60"
1558,"47"
1559,"53"
1560,"65"
1561,"64"
1562,"60"
1563,"66"
1564,"60"
1565,"57"
1566,"52"
1567,"58"
1568,"62"
1569,"68"
1570,"43"
1571,"48"
1572,"49"
1573,"65"
1574,"41"
1575,"62"
1576,"52"
1577,"67"
1578,"62"
1579,"54"
1580,"45"
1581,"42"
1582,"48"
1583,"59"
1584,"59"
1585,"50"
1586,"59"
1587,"59"
1588,"45"
1589,"41"
1590,"63"
1591,"51"
1592,"52"
1593,"47"
1594,"34"
1595,"67"
1596,"46"
1597,"44"
1598,"47"
1599,"39"
1600,"43"
1601,"52"
1602,"45"
1603,"48"
1604,"38"
1605,"44"
1606,"34"
1607,"39"
1608,"40"
1609,"35"
1610,"46"
1611,"42"
1612,"44"
1613,"56"
1614,"38"
1615,"30"
1616,"40"
1617,"45"
1618,"41"
1619,"47"
1620,"28"
1621,"54"
1622,"30"
1623,"29"
1624,"24"
1625,"42"
1626,"39"
1627,"26"
1628,"36"
1629,"27"
1630,"29"
1631,"47"
1632,"36"
1633,"34"
1634,"35"
1635,"30"
1636,"29"
1637,"34"
1638,"36"
1639,"23"
1640,"27"
1641,"32"
1642,"33"
1643,"36"
1644,"34"
1645,"32"
1646,"29"
1647,"32"
1648,"36"
1649,"23"
1650,"26"
1651,"25"
1652,"31"
1653,"27"
1654,"27"
1655,"25"
1656,"21"
1657,"30"
1658,"34"
1659,"26"
1660,"32"
1661,"18"
1662,"31"
1663,"23"
1664,"22"
1665,"30"
1666,"20"
1667,"23"
1668,"18"
1669,"21"
1670,"20"
1671,"26"
1672,"20"
1673,"23"
1674,"23"
1675,"21"
1676,"16"
1677,"15"
1678,"14"
1679,"19"
1680,"23"
1681,"16"
1682,"20"
1683,"18"
1684,"20"
1685,"20"
1686,"28"
1687,"16"
1688,"13"
1689,"19"
1690,"11"
1691,"12"
1692,"9"
1693,"18"
1694,"14"
1695,"16"
1696,"19"
1697,"13"
1698,"15"
1699,"16"
1700,"14"
1701,"17"
1702,"20"
1703,"14"
1704,"15"
1705,"11"
1706,"14"
1707,"13"
1708,"16"
1709,"15"
1710,"14"
1711,"8"
1712,"17"
1713,"7"
1714,"11"
1715,"2"
1716,"12"
1717,"14"
1718,"18"
1719,"12"
1720,"10"
1721,"15"
1722,"13"
1723,"6"
1724,"12"
1725,"7"
1726,"7"
1727,"7"
1728,"15"
1729,"6"
1730,"5"
1731,"5"
1732,"7"
1733,"5"
1734,"4"
1735,"6"
1736,"10"
1737,"2"
1738,"6"
1739,"7"
1740,"4"
1741,"4"
1742,"5"
1743,"3"
1744,"7"
1745,"6"
1746,"7"
1747,"4"
1748,"8"
1749,"4"
1750,"9"
1751,"6"
1752,"6"
1753,"4"
1754,"3"
1755,"7"
1756,"4"
1757,"2"
1758,"5"
1759,"5"
1760,"2"
1761,"2"
1762,"2"
1763,"14"
1764,"1"
1765,"2"
1766,"6"
1767,"5"
1768,"6"
1769,"1"
1770,"4"
1771,"1"
1772,"5"
1773,"3"
1774,"5"
1775,"0"
1776,"0"
1777,"1"
1778,"4"
1779,"5"
1780,"2"
1781,"4"
1782,"4"
1783,"1"
1784,"4"
1785,"3"
1786,"1"
1787,"2"
1788,"0"
1789,"2"
1790,"5"
1791,"3"
1792,"2"
1793,"4"
1794,"2"
1795,"2"
1796,"2"
1797,"0"
1798,"1"
1799,"3"
1800,"3"
1801,"3"
1802,"1"
1803,"4"
1804,"3"
1805,"4"
1806,"2"
1807,"0"
1808,"1"
1809,"3"
1810,"2"
1811,"2"
1812,"1"
1813,"2"
1814,"0"
1815,"3"
1816,"2"
1817,"1"
1818,"3"
1819,"2"
1820,"3"
1821,"2"
1822,"0"
1823,"3"
1824,"3"
1825,"2"
1826,"1"
1827,"1"
1828,"3"
1829,"3"
1830,"0"
1831,"1"
1832,"0"
1833,"1"
1834,"1"
1835,"1"
1836,"3"
1837,"2"
1838,"1"
1839,"1"
1840,"2"
1841,"1"
1842,"1"
1843,"0"
1844,"1"
1845,"1"
1846,"4"
1847,"1"
1848,"3"
1849,"0"
1850,"1"
1851,"1"
1852,"4"
1853,"1"
1854,"0"
1855,"0"
1856,"1"
1857,"1"
1858,"0"
1859,"2"
1860,"0"
1861,"1"
1862,"2"
1863,"1"
1864,"4"
1865,"1"
1866,"1"
1867,"0"
1868,"2"
1869,"1"
1870,"1"
1871,"0"
1872,"0"
1873,"1"
1874,"1"
1875,"1"
1876,"1"
1877,"1"
1878,"0"
1879,"0"
1880,"1"
1881,"0"
1882,"0"
1883,"1"
1884,"1"
1885,"0"
1886,"2"
1887,"0"
1888,"0"
1889,"1"
1890,"0"
1891,"1"
1892,"0"
1893,"2"
1894,"0"
1895,"0"
1896,"2"
1897,"1"
1898,"0"
1899,"1"
1900,"2"
1901,"1"
1902,"1"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"1"
1912,"0"
1913,"0"
1914,"0"
1915,"1"
1916,"2"
1917,"0"
1918,"0"
1919,"1"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"2"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"2"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"1"
1938,"1"
1939,"0"
1940,"1"
1941,"0"
1942,"1"
1943,"0"
1944,"1"
1945,"0"
1946,"0"
1947,"1"
1948,"1"
1949,"1"
1950,"0"
1951,"1"
1952,"0"
1953,"1"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"1"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"2"
1969,"0"
1970,"1"
1971,"0"
1972,"0"
1973,"1"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"1"
2001,"1"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"1"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"1"
2033,"0"
2034,"1"
2035,"0"
2036,"1"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


