Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4A 3phi 0"
157,"372"
158,"425"
159,"572"
160,"699"
161,"1003"
162,"1371"
163,"1621"
164,"1807"
165,"1779"
166,"1629"
167,"1314"
168,"936"
169,"590"
170,"381"
171,"266"
172,"200"
173,"201"
174,"231"
175,"281"
176,"384"
177,"471"
178,"629"
179,"673"
180,"843"
181,"969"
182,"1109"
183,"1084"
184,"1048"
185,"887"
186,"765"
187,"574"
188,"428"
189,"331"
190,"228"
191,"216"
192,"219"
193,"193"
194,"267"
195,"238"
196,"283"
197,"278"
198,"337"
199,"357"
200,"300"
201,"311"
202,"310"
203,"241"
204,"217"
205,"225"
206,"216"
207,"195"
208,"228"
209,"226"
210,"215"
211,"205"
212,"239"
213,"225"
214,"246"
215,"246"
216,"265"
217,"284"
218,"306"
219,"305"
220,"353"
221,"411"
222,"478"
223,"507"
224,"491"
225,"512"
226,"454"
227,"440"
228,"406"
229,"305"
230,"284"
231,"290"
232,"291"
233,"258"
234,"261"
235,"312"
236,"297"
237,"325"
238,"298"
239,"320"
240,"355"
241,"354"
242,"314"
243,"382"
244,"373"
245,"372"
246,"368"
247,"367"
248,"375"
249,"376"
250,"356"
251,"343"
252,"366"
253,"364"
254,"327"
255,"351"
256,"324"
257,"346"
258,"350"
259,"315"
260,"349"
261,"293"
262,"317"
263,"334"
264,"337"
265,"322"
266,"310"
267,"331"
268,"369"
269,"376"
270,"377"
271,"387"
272,"342"
273,"374"
274,"375"
275,"391"
276,"401"
277,"408"
278,"399"
279,"386"
280,"400"
281,"381"
282,"423"
283,"445"
284,"373"
285,"394"
286,"415"
287,"413"
288,"523"
289,"448"
290,"449"
291,"470"
292,"473"
293,"454"
294,"437"
295,"438"
296,"419"
297,"459"
298,"426"
299,"391"
300,"442"
301,"385"
302,"403"
303,"445"
304,"455"
305,"444"
306,"442"
307,"502"
308,"542"
309,"663"
310,"707"
311,"935"
312,"1218"
313,"1705"
314,"2115"
315,"2731"
316,"3386"
317,"3645"
318,"3616"
319,"3419"
320,"3042"
321,"2520"
322,"1955"
323,"1392"
324,"1079"
325,"790"
326,"648"
327,"586"
328,"500"
329,"537"
330,"487"
331,"496"
332,"489"
333,"501"
334,"477"
335,"486"
336,"480"
337,"513"
338,"485"
339,"507"
340,"546"
341,"570"
342,"575"
343,"565"
344,"594"
345,"736"
346,"768"
347,"795"
348,"971"
349,"948"
350,"983"
351,"985"
352,"993"
353,"932"
354,"917"
355,"791"
356,"727"
357,"780"
358,"808"
359,"772"
360,"843"
361,"910"
362,"940"
363,"926"
364,"1025"
365,"1064"
366,"1126"
367,"1182"
368,"1356"
369,"1436"
370,"1565"
371,"1439"
372,"1472"
373,"1357"
374,"1191"
375,"934"
376,"842"
377,"688"
378,"599"
379,"557"
380,"529"
381,"481"
382,"486"
383,"469"
384,"486"
385,"432"
386,"519"
387,"495"
388,"476"
389,"500"
390,"499"
391,"497"
392,"528"
393,"539"
394,"606"
395,"591"
396,"671"
397,"655"
398,"741"
399,"724"
400,"747"
401,"756"
402,"720"
403,"695"
404,"645"
405,"664"
406,"635"
407,"662"
408,"661"
409,"703"
410,"707"
411,"641"
412,"622"
413,"623"
414,"614"
415,"612"
416,"568"
417,"579"
418,"504"
419,"496"
420,"548"
421,"541"
422,"526"
423,"514"
424,"530"
425,"522"
426,"523"
427,"544"
428,"532"
429,"569"
430,"573"
431,"558"
432,"545"
433,"522"
434,"554"
435,"510"
436,"556"
437,"509"
438,"530"
439,"514"
440,"527"
441,"560"
442,"558"
443,"568"
444,"545"
445,"602"
446,"566"
447,"542"
448,"539"
449,"518"
450,"574"
451,"546"
452,"584"
453,"539"
454,"533"
455,"563"
456,"588"
457,"552"
458,"595"
459,"567"
460,"588"
461,"561"
462,"560"
463,"560"
464,"569"
465,"572"
466,"582"
467,"513"
468,"574"
469,"579"
470,"604"
471,"559"
472,"579"
473,"569"
474,"573"
475,"577"
476,"529"
477,"541"
478,"610"
479,"510"
480,"568"
481,"601"
482,"543"
483,"564"
484,"609"
485,"598"
486,"556"
487,"596"
488,"574"
489,"570"
490,"566"
491,"588"
492,"558"
493,"548"
494,"564"
495,"620"
496,"549"
497,"542"
498,"521"
499,"573"
500,"541"
501,"557"
502,"545"
503,"605"
504,"555"
505,"561"
506,"572"
507,"539"
508,"569"
509,"582"
510,"552"
511,"547"
512,"566"
513,"564"
514,"549"
515,"534"
516,"526"
517,"581"
518,"557"
519,"559"
520,"571"
521,"570"
522,"561"
523,"572"
524,"582"
525,"608"
526,"558"
527,"611"
528,"557"
529,"562"
530,"561"
531,"534"
532,"551"
533,"527"
534,"507"
535,"575"
536,"575"
537,"499"
538,"536"
539,"522"
540,"545"
541,"554"
542,"545"
543,"551"
544,"529"
545,"555"
546,"516"
547,"551"
548,"586"
549,"570"
550,"572"
551,"555"
552,"536"
553,"502"
554,"536"
555,"564"
556,"559"
557,"549"
558,"531"
559,"550"
560,"519"
561,"547"
562,"556"
563,"573"
564,"553"
565,"554"
566,"552"
567,"567"
568,"551"
569,"558"
570,"568"
571,"525"
572,"567"
573,"530"
574,"574"
575,"523"
576,"533"
577,"538"
578,"524"
579,"567"
580,"514"
581,"552"
582,"532"
583,"545"
584,"516"
585,"558"
586,"511"
587,"512"
588,"544"
589,"523"
590,"544"
591,"549"
592,"533"
593,"556"
594,"547"
595,"584"
596,"552"
597,"525"
598,"567"
599,"558"
600,"522"
601,"559"
602,"580"
603,"503"
604,"537"
605,"527"
606,"520"
607,"523"
608,"545"
609,"588"
610,"538"
611,"573"
612,"567"
613,"528"
614,"521"
615,"579"
616,"551"
617,"540"
618,"543"
619,"558"
620,"524"
621,"547"
622,"587"
623,"557"
624,"581"
625,"531"
626,"560"
627,"567"
628,"551"
629,"578"
630,"563"
631,"538"
632,"561"
633,"565"
634,"544"
635,"534"
636,"553"
637,"509"
638,"553"
639,"527"
640,"550"
641,"537"
642,"572"
643,"578"
644,"540"
645,"534"
646,"588"
647,"569"
648,"547"
649,"569"
650,"515"
651,"535"
652,"570"
653,"580"
654,"537"
655,"558"
656,"610"
657,"605"
658,"643"
659,"667"
660,"676"
661,"791"
662,"785"
663,"800"
664,"787"
665,"837"
666,"782"
667,"814"
668,"684"
669,"713"
670,"654"
671,"636"
672,"560"
673,"606"
674,"560"
675,"583"
676,"551"
677,"507"
678,"497"
679,"573"
680,"534"
681,"524"
682,"497"
683,"513"
684,"559"
685,"530"
686,"519"
687,"504"
688,"537"
689,"540"
690,"537"
691,"501"
692,"563"
693,"561"
694,"588"
695,"635"
696,"676"
697,"721"
698,"754"
699,"772"
700,"895"
701,"905"
702,"901"
703,"900"
704,"880"
705,"784"
706,"823"
707,"742"
708,"688"
709,"670"
710,"616"
711,"567"
712,"599"
713,"530"
714,"495"
715,"466"
716,"507"
717,"480"
718,"458"
719,"498"
720,"458"
721,"502"
722,"460"
723,"499"
724,"470"
725,"477"
726,"499"
727,"450"
728,"487"
729,"470"
730,"515"
731,"505"
732,"494"
733,"512"
734,"452"
735,"479"
736,"484"
737,"479"
738,"503"
739,"510"
740,"519"
741,"527"
742,"571"
743,"528"
744,"496"
745,"515"
746,"468"
747,"506"
748,"474"
749,"554"
750,"477"
751,"488"
752,"496"
753,"507"
754,"514"
755,"485"
756,"481"
757,"474"
758,"487"
759,"459"
760,"471"
761,"443"
762,"449"
763,"484"
764,"468"
765,"469"
766,"442"
767,"421"
768,"457"
769,"482"
770,"484"
771,"447"
772,"406"
773,"466"
774,"468"
775,"472"
776,"494"
777,"511"
778,"542"
779,"527"
780,"592"
781,"561"
782,"558"
783,"558"
784,"533"
785,"540"
786,"556"
787,"560"
788,"563"
789,"521"
790,"527"
791,"470"
792,"490"
793,"504"
794,"490"
795,"470"
796,"415"
797,"457"
798,"484"
799,"428"
800,"464"
801,"428"
802,"451"
803,"475"
804,"460"
805,"474"
806,"466"
807,"448"
808,"422"
809,"431"
810,"426"
811,"438"
812,"454"
813,"414"
814,"435"
815,"442"
816,"434"
817,"437"
818,"399"
819,"462"
820,"450"
821,"430"
822,"463"
823,"474"
824,"457"
825,"430"
826,"455"
827,"443"
828,"456"
829,"448"
830,"420"
831,"439"
832,"482"
833,"372"
834,"440"
835,"460"
836,"477"
837,"414"
838,"471"
839,"429"
840,"446"
841,"456"
842,"411"
843,"475"
844,"466"
845,"443"
846,"471"
847,"455"
848,"428"
849,"455"
850,"442"
851,"419"
852,"439"
853,"429"
854,"486"
855,"442"
856,"419"
857,"438"
858,"435"
859,"470"
860,"473"
861,"441"
862,"463"
863,"486"
864,"425"
865,"423"
866,"451"
867,"437"
868,"456"
869,"456"
870,"471"
871,"463"
872,"471"
873,"531"
874,"446"
875,"475"
876,"451"
877,"465"
878,"495"
879,"501"
880,"477"
881,"485"
882,"497"
883,"475"
884,"496"
885,"485"
886,"501"
887,"485"
888,"507"
889,"542"
890,"532"
891,"472"
892,"500"
893,"496"
894,"487"
895,"511"
896,"502"
897,"536"
898,"517"
899,"532"
900,"549"
901,"548"
902,"576"
903,"562"
904,"574"
905,"625"
906,"608"
907,"585"
908,"634"
909,"633"
910,"690"
911,"651"
912,"709"
913,"703"
914,"733"
915,"747"
916,"762"
917,"789"
918,"799"
919,"860"
920,"933"
921,"945"
922,"1031"
923,"1012"
924,"991"
925,"1192"
926,"1168"
927,"1221"
928,"1279"
929,"1307"
930,"1332"
931,"1378"
932,"1457"
933,"1418"
934,"1420"
935,"1473"
936,"1482"
937,"1559"
938,"1516"
939,"1530"
940,"1498"
941,"1444"
942,"1433"
943,"1478"
944,"1435"
945,"1449"
946,"1394"
947,"1396"
948,"1263"
949,"1283"
950,"1218"
951,"1184"
952,"1146"
953,"1134"
954,"1077"
955,"1009"
956,"973"
957,"920"
958,"878"
959,"891"
960,"760"
961,"782"
962,"672"
963,"712"
964,"700"
965,"641"
966,"649"
967,"627"
968,"639"
969,"593"
970,"557"
971,"537"
972,"547"
973,"536"
974,"528"
975,"495"
976,"476"
977,"468"
978,"447"
979,"460"
980,"436"
981,"466"
982,"449"
983,"407"
984,"460"
985,"428"
986,"452"
987,"468"
988,"445"
989,"509"
990,"525"
991,"504"
992,"619"
993,"571"
994,"633"
995,"686"
996,"748"
997,"811"
998,"827"
999,"888"
1000,"911"
1001,"910"
1002,"888"
1003,"931"
1004,"858"
1005,"823"
1006,"848"
1007,"758"
1008,"727"
1009,"651"
1010,"567"
1011,"562"
1012,"471"
1013,"449"
1014,"403"
1015,"399"
1016,"407"
1017,"379"
1018,"359"
1019,"372"
1020,"383"
1021,"368"
1022,"339"
1023,"346"
1024,"407"
1025,"391"
1026,"386"
1027,"408"
1028,"406"
1029,"379"
1030,"358"
1031,"433"
1032,"429"
1033,"439"
1034,"427"
1035,"435"
1036,"506"
1037,"455"
1038,"517"
1039,"533"
1040,"559"
1041,"563"
1042,"554"
1043,"582"
1044,"644"
1045,"616"
1046,"645"
1047,"659"
1048,"692"
1049,"740"
1050,"708"
1051,"715"
1052,"647"
1053,"687"
1054,"651"
1055,"625"
1056,"580"
1057,"554"
1058,"560"
1059,"505"
1060,"464"
1061,"496"
1062,"440"
1063,"460"
1064,"436"
1065,"422"
1066,"420"
1067,"382"
1068,"395"
1069,"354"
1070,"358"
1071,"371"
1072,"366"
1073,"360"
1074,"352"
1075,"356"
1076,"362"
1077,"357"
1078,"340"
1079,"352"
1080,"340"
1081,"354"
1082,"363"
1083,"306"
1084,"339"
1085,"290"
1086,"308"
1087,"323"
1088,"309"
1089,"297"
1090,"310"
1091,"287"
1092,"294"
1093,"273"
1094,"304"
1095,"279"
1096,"267"
1097,"265"
1098,"282"
1099,"267"
1100,"279"
1101,"265"
1102,"297"
1103,"262"
1104,"266"
1105,"228"
1106,"270"
1107,"238"
1108,"265"
1109,"258"
1110,"254"
1111,"251"
1112,"225"
1113,"270"
1114,"261"
1115,"262"
1116,"286"
1117,"251"
1118,"281"
1119,"264"
1120,"278"
1121,"297"
1122,"292"
1123,"334"
1124,"310"
1125,"302"
1126,"293"
1127,"324"
1128,"317"
1129,"318"
1130,"322"
1131,"307"
1132,"310"
1133,"290"
1134,"289"
1135,"282"
1136,"225"
1137,"270"
1138,"250"
1139,"260"
1140,"227"
1141,"245"
1142,"215"
1143,"238"
1144,"229"
1145,"240"
1146,"251"
1147,"239"
1148,"230"
1149,"236"
1150,"211"
1151,"245"
1152,"252"
1153,"215"
1154,"253"
1155,"231"
1156,"207"
1157,"218"
1158,"226"
1159,"222"
1160,"220"
1161,"212"
1162,"229"
1163,"216"
1164,"225"
1165,"207"
1166,"222"
1167,"212"
1168,"233"
1169,"221"
1170,"207"
1171,"230"
1172,"207"
1173,"206"
1174,"233"
1175,"204"
1176,"243"
1177,"218"
1178,"228"
1179,"228"
1180,"261"
1181,"229"
1182,"278"
1183,"231"
1184,"259"
1185,"229"
1186,"234"
1187,"235"
1188,"230"
1189,"202"
1190,"200"
1191,"193"
1192,"208"
1193,"205"
1194,"195"
1195,"212"
1196,"193"
1197,"193"
1198,"196"
1199,"199"
1200,"186"
1201,"198"
1202,"194"
1203,"207"
1204,"189"
1205,"209"
1206,"182"
1207,"208"
1208,"199"
1209,"205"
1210,"207"
1211,"197"
1212,"193"
1213,"196"
1214,"196"
1215,"205"
1216,"199"
1217,"204"
1218,"198"
1219,"185"
1220,"174"
1221,"174"
1222,"199"
1223,"169"
1224,"179"
1225,"184"
1226,"182"
1227,"206"
1228,"177"
1229,"173"
1230,"180"
1231,"176"
1232,"187"
1233,"176"
1234,"180"
1235,"196"
1236,"183"
1237,"177"
1238,"177"
1239,"188"
1240,"183"
1241,"178"
1242,"169"
1243,"210"
1244,"177"
1245,"182"
1246,"169"
1247,"189"
1248,"178"
1249,"179"
1250,"175"
1251,"182"
1252,"159"
1253,"174"
1254,"187"
1255,"196"
1256,"176"
1257,"187"
1258,"200"
1259,"172"
1260,"173"
1261,"158"
1262,"160"
1263,"156"
1264,"151"
1265,"148"
1266,"150"
1267,"153"
1268,"162"
1269,"162"
1270,"152"
1271,"142"
1272,"158"
1273,"173"
1274,"139"
1275,"158"
1276,"167"
1277,"171"
1278,"159"
1279,"186"
1280,"165"
1281,"147"
1282,"152"
1283,"154"
1284,"154"
1285,"149"
1286,"164"
1287,"160"
1288,"152"
1289,"151"
1290,"166"
1291,"150"
1292,"137"
1293,"156"
1294,"153"
1295,"158"
1296,"160"
1297,"152"
1298,"142"
1299,"157"
1300,"148"
1301,"168"
1302,"139"
1303,"160"
1304,"157"
1305,"150"
1306,"162"
1307,"121"
1308,"130"
1309,"145"
1310,"153"
1311,"163"
1312,"149"
1313,"144"
1314,"147"
1315,"152"
1316,"131"
1317,"124"
1318,"156"
1319,"151"
1320,"144"
1321,"138"
1322,"123"
1323,"169"
1324,"128"
1325,"133"
1326,"132"
1327,"151"
1328,"149"
1329,"132"
1330,"136"
1331,"142"
1332,"141"
1333,"136"
1334,"141"
1335,"141"
1336,"125"
1337,"150"
1338,"140"
1339,"138"
1340,"135"
1341,"130"
1342,"129"
1343,"129"
1344,"152"
1345,"133"
1346,"146"
1347,"108"
1348,"128"
1349,"131"
1350,"155"
1351,"157"
1352,"141"
1353,"157"
1354,"120"
1355,"118"
1356,"141"
1357,"110"
1358,"145"
1359,"122"
1360,"125"
1361,"126"
1362,"110"
1363,"116"
1364,"119"
1365,"137"
1366,"113"
1367,"130"
1368,"126"
1369,"113"
1370,"114"
1371,"111"
1372,"119"
1373,"106"
1374,"116"
1375,"139"
1376,"130"
1377,"111"
1378,"127"
1379,"118"
1380,"127"
1381,"109"
1382,"114"
1383,"142"
1384,"113"
1385,"102"
1386,"121"
1387,"100"
1388,"113"
1389,"125"
1390,"118"
1391,"105"
1392,"112"
1393,"109"
1394,"117"
1395,"113"
1396,"121"
1397,"116"
1398,"106"
1399,"100"
1400,"99"
1401,"107"
1402,"118"
1403,"104"
1404,"98"
1405,"99"
1406,"96"
1407,"119"
1408,"91"
1409,"93"
1410,"104"
1411,"120"
1412,"112"
1413,"97"
1414,"113"
1415,"104"
1416,"102"
1417,"114"
1418,"84"
1419,"106"
1420,"93"
1421,"113"
1422,"110"
1423,"83"
1424,"97"
1425,"114"
1426,"107"
1427,"105"
1428,"104"
1429,"102"
1430,"86"
1431,"94"
1432,"103"
1433,"97"
1434,"108"
1435,"87"
1436,"95"
1437,"96"
1438,"85"
1439,"115"
1440,"80"
1441,"82"
1442,"95"
1443,"104"
1444,"97"
1445,"71"
1446,"81"
1447,"90"
1448,"89"
1449,"114"
1450,"108"
1451,"97"
1452,"79"
1453,"99"
1454,"90"
1455,"103"
1456,"95"
1457,"111"
1458,"85"
1459,"91"
1460,"67"
1461,"99"
1462,"92"
1463,"77"
1464,"88"
1465,"78"
1466,"90"
1467,"86"
1468,"87"
1469,"89"
1470,"75"
1471,"91"
1472,"95"
1473,"77"
1474,"73"
1475,"86"
1476,"86"
1477,"104"
1478,"85"
1479,"73"
1480,"84"
1481,"72"
1482,"69"
1483,"87"
1484,"70"
1485,"81"
1486,"86"
1487,"76"
1488,"67"
1489,"78"
1490,"82"
1491,"73"
1492,"65"
1493,"62"
1494,"63"
1495,"76"
1496,"64"
1497,"77"
1498,"73"
1499,"85"
1500,"61"
1501,"68"
1502,"81"
1503,"60"
1504,"74"
1505,"78"
1506,"76"
1507,"58"
1508,"70"
1509,"72"
1510,"73"
1511,"70"
1512,"79"
1513,"86"
1514,"78"
1515,"57"
1516,"71"
1517,"54"
1518,"69"
1519,"65"
1520,"64"
1521,"67"
1522,"72"
1523,"69"
1524,"74"
1525,"64"
1526,"69"
1527,"72"
1528,"75"
1529,"51"
1530,"59"
1531,"59"
1532,"41"
1533,"54"
1534,"70"
1535,"73"
1536,"64"
1537,"50"
1538,"57"
1539,"61"
1540,"62"
1541,"49"
1542,"60"
1543,"60"
1544,"53"
1545,"55"
1546,"47"
1547,"57"
1548,"61"
1549,"49"
1550,"60"
1551,"53"
1552,"60"
1553,"65"
1554,"49"
1555,"59"
1556,"55"
1557,"58"
1558,"58"
1559,"60"
1560,"54"
1561,"56"
1562,"57"
1563,"50"
1564,"60"
1565,"47"
1566,"48"
1567,"40"
1568,"55"
1569,"53"
1570,"43"
1571,"47"
1572,"51"
1573,"38"
1574,"53"
1575,"49"
1576,"57"
1577,"48"
1578,"43"
1579,"52"
1580,"58"
1581,"41"
1582,"38"
1583,"50"
1584,"42"
1585,"58"
1586,"47"
1587,"39"
1588,"45"
1589,"44"
1590,"38"
1591,"40"
1592,"45"
1593,"55"
1594,"39"
1595,"44"
1596,"40"
1597,"45"
1598,"47"
1599,"36"
1600,"29"
1601,"44"
1602,"43"
1603,"41"
1604,"39"
1605,"37"
1606,"32"
1607,"36"
1608,"41"
1609,"37"
1610,"36"
1611,"40"
1612,"30"
1613,"33"
1614,"28"
1615,"42"
1616,"35"
1617,"26"
1618,"26"
1619,"48"
1620,"47"
1621,"39"
1622,"27"
1623,"35"
1624,"36"
1625,"37"
1626,"32"
1627,"41"
1628,"39"
1629,"31"
1630,"32"
1631,"27"
1632,"29"
1633,"21"
1634,"37"
1635,"25"
1636,"27"
1637,"23"
1638,"26"
1639,"35"
1640,"33"
1641,"29"
1642,"26"
1643,"28"
1644,"24"
1645,"32"
1646,"30"
1647,"25"
1648,"31"
1649,"19"
1650,"14"
1651,"27"
1652,"23"
1653,"28"
1654,"26"
1655,"20"
1656,"31"
1657,"24"
1658,"19"
1659,"36"
1660,"17"
1661,"22"
1662,"17"
1663,"30"
1664,"25"
1665,"18"
1666,"18"
1667,"24"
1668,"20"
1669,"18"
1670,"20"
1671,"18"
1672,"14"
1673,"16"
1674,"18"
1675,"10"
1676,"12"
1677,"18"
1678,"23"
1679,"30"
1680,"14"
1681,"15"
1682,"15"
1683,"18"
1684,"12"
1685,"17"
1686,"14"
1687,"16"
1688,"9"
1689,"9"
1690,"10"
1691,"15"
1692,"16"
1693,"8"
1694,"15"
1695,"11"
1696,"11"
1697,"13"
1698,"9"
1699,"8"
1700,"13"
1701,"11"
1702,"10"
1703,"6"
1704,"16"
1705,"16"
1706,"12"
1707,"9"
1708,"3"
1709,"14"
1710,"6"
1711,"6"
1712,"9"
1713,"7"
1714,"8"
1715,"4"
1716,"9"
1717,"8"
1718,"11"
1719,"8"
1720,"11"
1721,"6"
1722,"12"
1723,"10"
1724,"6"
1725,"3"
1726,"4"
1727,"6"
1728,"6"
1729,"5"
1730,"11"
1731,"6"
1732,"2"
1733,"4"
1734,"4"
1735,"4"
1736,"9"
1737,"1"
1738,"5"
1739,"4"
1740,"5"
1741,"7"
1742,"4"
1743,"7"
1744,"4"
1745,"8"
1746,"3"
1747,"4"
1748,"5"
1749,"3"
1750,"8"
1751,"3"
1752,"4"
1753,"4"
1754,"3"
1755,"2"
1756,"6"
1757,"5"
1758,"3"
1759,"2"
1760,"2"
1761,"6"
1762,"3"
1763,"5"
1764,"3"
1765,"7"
1766,"1"
1767,"2"
1768,"5"
1769,"7"
1770,"3"
1771,"1"
1772,"3"
1773,"3"
1774,"1"
1775,"2"
1776,"3"
1777,"2"
1778,"1"
1779,"2"
1780,"7"
1781,"3"
1782,"5"
1783,"3"
1784,"1"
1785,"2"
1786,"1"
1787,"1"
1788,"1"
1789,"5"
1790,"3"
1791,"5"
1792,"1"
1793,"0"
1794,"7"
1795,"1"
1796,"1"
1797,"2"
1798,"0"
1799,"2"
1800,"1"
1801,"0"
1802,"0"
1803,"1"
1804,"2"
1805,"1"
1806,"2"
1807,"1"
1808,"2"
1809,"0"
1810,"1"
1811,"3"
1812,"6"
1813,"1"
1814,"3"
1815,"2"
1816,"0"
1817,"2"
1818,"1"
1819,"0"
1820,"0"
1821,"3"
1822,"1"
1823,"0"
1824,"1"
1825,"1"
1826,"0"
1827,"1"
1828,"4"
1829,"1"
1830,"0"
1831,"1"
1832,"1"
1833,"3"
1834,"0"
1835,"0"
1836,"1"
1837,"1"
1838,"2"
1839,"0"
1840,"1"
1841,"0"
1842,"0"
1843,"1"
1844,"2"
1845,"1"
1846,"1"
1847,"0"
1848,"0"
1849,"0"
1850,"2"
1851,"2"
1852,"4"
1853,"0"
1854,"2"
1855,"0"
1856,"1"
1857,"2"
1858,"0"
1859,"0"
1860,"2"
1861,"0"
1862,"2"
1863,"0"
1864,"2"
1865,"1"
1866,"0"
1867,"0"
1868,"0"
1869,"2"
1870,"1"
1871,"0"
1872,"0"
1873,"1"
1874,"0"
1875,"0"
1876,"1"
1877,"0"
1878,"1"
1879,"0"
1880,"1"
1881,"2"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"2"
1888,"0"
1889,"0"
1890,"2"
1891,"1"
1892,"1"
1893,"0"
1894,"0"
1895,"2"
1896,"0"
1897,"2"
1898,"1"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"1"
1908,"0"
1909,"2"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"1"
1916,"0"
1917,"1"
1918,"1"
1919,"1"
1920,"0"
1921,"1"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"2"
1931,"0"
1932,"1"
1933,"0"
1934,"0"
1935,"1"
1936,"0"
1937,"0"
1938,"0"
1939,"1"
1940,"0"
1941,"1"
1942,"0"
1943,"1"
1944,"1"
1945,"2"
1946,"0"
1947,"1"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"1"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"1"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"1"
1981,"0"
1982,"1"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"1"
1993,"0"
1994,"0"
1995,"1"
1996,"1"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"1"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"1"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"1"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


