Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2B 2phi 0"
Duration Time,60.034
Ambient Temperature,"100.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"732121"
Raw Accumulated Counts,"759559"
Valid Count Last Packet,"11580"
Raw Count Last Packet,"11956"
Live Time,58.255997
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7826
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1787"
1,"1455"
2,"933"
3,"475"
4,"214"
5,"64"
6,"19"
7,"4"
8,"3"
9,"0"
10,"2"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"3"
22,"28"
23,"99"
24,"174"
25,"180"
26,"193"
27,"177"
28,"161"
29,"183"
30,"151"
31,"146"
32,"169"
33,"181"
34,"170"
35,"155"
36,"147"
37,"182"
38,"138"
39,"139"
40,"151"
41,"146"
42,"132"
43,"161"
44,"162"
45,"173"
46,"158"
47,"175"
48,"178"
49,"163"
50,"153"
51,"152"
52,"156"
53,"147"
54,"164"
55,"170"
56,"152"
57,"142"
58,"145"
59,"156"
60,"131"
61,"148"
62,"149"
63,"141"
64,"145"
65,"149"
66,"146"
67,"126"
68,"135"
69,"127"
70,"152"
71,"167"
72,"187"
73,"217"
74,"200"
75,"234"
76,"207"
77,"184"
78,"194"
79,"176"
80,"202"
81,"288"
82,"437"
83,"687"
84,"1046"
85,"1324"
86,"1404"
87,"1426"
88,"1186"
89,"902"
90,"628"
91,"420"
92,"261"
93,"191"
94,"158"
95,"168"
96,"134"
97,"127"
98,"135"
99,"151"
100,"151"
101,"136"
102,"142"
103,"127"
104,"125"
105,"131"
106,"145"
107,"120"
108,"132"
109,"133"
110,"134"
111,"166"
112,"188"
113,"191"
114,"219"
115,"255"
116,"260"
117,"203"
118,"204"
119,"213"
120,"216"
121,"183"
122,"192"
123,"202"
124,"205"
125,"211"
126,"291"
127,"370"
128,"523"
129,"704"
130,"1003"
131,"1354"
132,"1666"
133,"1897"
134,"2048"
135,"1871"
136,"1612"
137,"1428"
138,"1390"
139,"1352"
140,"1328"
141,"1424"
142,"1472"
143,"1532"
144,"1602"
145,"1705"
146,"1770"
147,"1690"
148,"1511"
149,"1300"
150,"1003"
151,"669"
152,"523"
153,"366"
154,"297"
155,"346"
156,"375"
157,"386"
158,"477"
159,"713"
160,"1029"
161,"1451"
162,"2029"
163,"2613"
164,"2821"
165,"2818"
166,"2581"
167,"1990"
168,"1439"
169,"933"
170,"563"
171,"378"
172,"264"
173,"278"
174,"320"
175,"361"
176,"488"
177,"609"
178,"654"
179,"696"
180,"734"
181,"726"
182,"777"
183,"807"
184,"668"
185,"577"
186,"483"
187,"346"
188,"297"
189,"212"
190,"200"
191,"180"
192,"191"
193,"206"
194,"197"
195,"204"
196,"230"
197,"270"
198,"273"
199,"268"
200,"252"
201,"285"
202,"268"
203,"243"
204,"220"
205,"195"
206,"219"
207,"197"
208,"195"
209,"225"
210,"210"
211,"222"
212,"205"
213,"251"
214,"215"
215,"247"
216,"274"
217,"273"
218,"299"
219,"422"
220,"594"
221,"579"
222,"750"
223,"844"
224,"844"
225,"823"
226,"782"
227,"592"
228,"504"
229,"413"
230,"358"
231,"334"
232,"339"
233,"303"
234,"276"
235,"302"
236,"330"
237,"304"
238,"335"
239,"342"
240,"351"
241,"359"
242,"404"
243,"424"
244,"447"
245,"365"
246,"384"
247,"355"
248,"348"
249,"333"
250,"341"
251,"349"
252,"316"
253,"321"
254,"366"
255,"306"
256,"318"
257,"340"
258,"340"
259,"366"
260,"322"
261,"358"
262,"354"
263,"384"
264,"357"
265,"335"
266,"345"
267,"320"
268,"384"
269,"361"
270,"354"
271,"381"
272,"358"
273,"389"
274,"375"
275,"421"
276,"456"
277,"406"
278,"404"
279,"391"
280,"392"
281,"383"
282,"437"
283,"421"
284,"426"
285,"401"
286,"457"
287,"421"
288,"419"
289,"479"
290,"528"
291,"505"
292,"534"
293,"518"
294,"513"
295,"521"
296,"540"
297,"479"
298,"477"
299,"475"
300,"460"
301,"447"
302,"443"
303,"448"
304,"509"
305,"466"
306,"588"
307,"526"
308,"653"
309,"756"
310,"1041"
311,"1468"
312,"2358"
313,"3487"
314,"4655"
315,"6303"
316,"7569"
317,"8347"
318,"8577"
319,"8017"
320,"7116"
321,"5632"
322,"4035"
323,"2923"
324,"1938"
325,"1233"
326,"872"
327,"685"
328,"549"
329,"484"
330,"520"
331,"496"
332,"470"
333,"524"
334,"466"
335,"511"
336,"466"
337,"519"
338,"501"
339,"536"
340,"596"
341,"592"
342,"598"
343,"697"
344,"769"
345,"963"
346,"1088"
347,"1344"
348,"1459"
349,"1648"
350,"1670"
351,"1734"
352,"1717"
353,"1442"
354,"1232"
355,"1153"
356,"989"
357,"842"
358,"809"
359,"823"
360,"825"
361,"875"
362,"880"
363,"942"
364,"950"
365,"1052"
366,"1049"
367,"1128"
368,"1252"
369,"1323"
370,"1396"
371,"1461"
372,"1322"
373,"1162"
374,"1059"
375,"927"
376,"715"
377,"654"
378,"553"
379,"586"
380,"492"
381,"455"
382,"479"
383,"446"
384,"455"
385,"487"
386,"465"
387,"433"
388,"430"
389,"464"
390,"432"
391,"441"
392,"455"
393,"487"
394,"576"
395,"574"
396,"610"
397,"650"
398,"706"
399,"738"
400,"713"
401,"785"
402,"753"
403,"662"
404,"623"
405,"659"
406,"618"
407,"618"
408,"586"
409,"582"
410,"588"
411,"597"
412,"592"
413,"573"
414,"554"
415,"523"
416,"503"
417,"469"
418,"480"
419,"483"
420,"461"
421,"466"
422,"487"
423,"502"
424,"508"
425,"484"
426,"524"
427,"561"
428,"602"
429,"549"
430,"562"
431,"560"
432,"558"
433,"523"
434,"567"
435,"514"
436,"515"
437,"484"
438,"473"
439,"485"
440,"543"
441,"512"
442,"509"
443,"504"
444,"543"
445,"516"
446,"545"
447,"532"
448,"527"
449,"516"
450,"512"
451,"532"
452,"537"
453,"505"
454,"529"
455,"529"
456,"576"
457,"543"
458,"596"
459,"545"
460,"548"
461,"555"
462,"506"
463,"551"
464,"564"
465,"521"
466,"547"
467,"560"
468,"545"
469,"523"
470,"535"
471,"540"
472,"551"
473,"542"
474,"529"
475,"559"
476,"550"
477,"544"
478,"513"
479,"537"
480,"489"
481,"529"
482,"539"
483,"567"
484,"531"
485,"524"
486,"569"
487,"576"
488,"524"
489,"572"
490,"534"
491,"572"
492,"519"
493,"486"
494,"507"
495,"564"
496,"565"
497,"520"
498,"578"
499,"516"
500,"542"
501,"520"
502,"530"
503,"515"
504,"530"
505,"510"
506,"511"
507,"508"
508,"546"
509,"535"
510,"482"
511,"525"
512,"532"
513,"529"
514,"516"
515,"494"
516,"535"
517,"519"
518,"516"
519,"561"
520,"545"
521,"573"
522,"551"
523,"583"
524,"558"
525,"557"
526,"523"
527,"557"
528,"509"
529,"532"
530,"502"
531,"504"
532,"545"
533,"523"
534,"500"
535,"501"
536,"486"
537,"510"
538,"480"
539,"550"
540,"536"
541,"482"
542,"514"
543,"497"
544,"505"
545,"495"
546,"494"
547,"532"
548,"492"
549,"510"
550,"503"
551,"495"
552,"498"
553,"500"
554,"498"
555,"484"
556,"506"
557,"457"
558,"499"
559,"524"
560,"494"
561,"502"
562,"512"
563,"507"
564,"495"
565,"509"
566,"503"
567,"471"
568,"531"
569,"512"
570,"519"
571,"495"
572,"534"
573,"499"
574,"504"
575,"502"
576,"539"
577,"514"
578,"518"
579,"506"
580,"533"
581,"464"
582,"483"
583,"535"
584,"505"
585,"496"
586,"532"
587,"520"
588,"535"
589,"511"
590,"533"
591,"509"
592,"515"
593,"580"
594,"519"
595,"518"
596,"512"
597,"511"
598,"530"
599,"493"
600,"510"
601,"518"
602,"538"
603,"495"
604,"490"
605,"489"
606,"521"
607,"482"
608,"464"
609,"515"
610,"527"
611,"538"
612,"514"
613,"572"
614,"522"
615,"542"
616,"502"
617,"535"
618,"481"
619,"513"
620,"518"
621,"517"
622,"547"
623,"557"
624,"557"
625,"543"
626,"594"
627,"532"
628,"598"
629,"548"
630,"540"
631,"583"
632,"487"
633,"521"
634,"528"
635,"535"
636,"586"
637,"554"
638,"520"
639,"527"
640,"506"
641,"510"
642,"516"
643,"527"
644,"507"
645,"513"
646,"527"
647,"569"
648,"551"
649,"496"
650,"489"
651,"504"
652,"523"
653,"545"
654,"549"
655,"612"
656,"629"
657,"662"
658,"769"
659,"798"
660,"877"
661,"942"
662,"1079"
663,"1109"
664,"1135"
665,"1136"
666,"1115"
667,"1036"
668,"909"
669,"890"
