Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-3A 0phi 1"
Duration Time,60.034
Ambient Temperature,"92.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"686740"
Raw Accumulated Counts,"711364"
Valid Count Last Packet,"10640"
Raw Count Last Packet,"11021"
Live Time,58.338970
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7971
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1748"
1,"1522"
2,"1013"
3,"466"
4,"200"
5,"79"
6,"15"
7,"6"
8,"1"
9,"0"
10,"2"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"2"
21,"8"
22,"35"
23,"109"
24,"168"
25,"199"
26,"194"
27,"179"
28,"187"
29,"166"
30,"178"
31,"166"
32,"154"
33,"185"
34,"164"
35,"182"
36,"149"
37,"155"
38,"155"
39,"147"
40,"146"
41,"154"
42,"157"
43,"153"
44,"147"
45,"153"
46,"151"
47,"187"
48,"188"
49,"150"
50,"163"
51,"163"
52,"179"
53,"150"
54,"143"
55,"163"
56,"145"
57,"136"
58,"176"
59,"152"
60,"155"
61,"175"
62,"149"
63,"126"
64,"134"
65,"119"
66,"124"
67,"126"
68,"137"
69,"140"
70,"145"
71,"171"
72,"198"
73,"183"
74,"227"
75,"209"
76,"179"
77,"157"
78,"154"
79,"178"
80,"200"
81,"358"
82,"546"
83,"850"
84,"1267"
85,"1681"
86,"1783"
87,"1709"
88,"1438"
89,"1053"
90,"709"
91,"470"
92,"304"
93,"210"
94,"183"
95,"153"
96,"144"
97,"134"
98,"146"
99,"137"
100,"153"
101,"121"
102,"136"
103,"139"
104,"113"
105,"113"
106,"114"
107,"132"
108,"110"
109,"116"
110,"141"
111,"156"
112,"193"
113,"220"
114,"223"
115,"274"
116,"195"
117,"219"
118,"184"
119,"215"
120,"146"
121,"172"
122,"149"
123,"207"
124,"199"
125,"243"
126,"280"
127,"379"
128,"511"
129,"699"
130,"981"
131,"1427"
132,"1718"
133,"1829"
134,"1860"
135,"1839"
136,"1597"
137,"1414"
138,"1271"
139,"1325"
140,"1379"
141,"1402"
142,"1424"
143,"1464"
144,"1548"
145,"1646"
146,"1733"
147,"1661"
148,"1526"
149,"1283"
150,"964"
151,"691"
152,"426"
153,"325"
154,"297"
155,"311"
156,"320"
157,"390"
158,"412"
159,"501"
160,"734"
161,"960"
162,"1142"
163,"1364"
164,"1581"
165,"1520"
166,"1305"
167,"1013"
168,"743"
169,"490"
170,"335"
171,"237"
172,"178"
173,"190"
174,"225"
175,"290"
176,"316"
177,"398"
178,"459"
179,"482"
180,"564"
181,"635"
182,"663"
183,"666"
184,"626"
185,"550"
186,"427"
187,"313"
188,"294"
189,"236"
190,"215"
191,"191"
192,"191"
193,"202"
194,"180"
195,"222"
196,"216"
197,"240"
198,"233"
199,"239"
200,"248"
201,"249"
202,"226"
203,"228"
204,"216"
205,"192"
206,"204"
207,"212"
208,"213"
209,"181"
210,"213"
211,"204"
212,"182"
213,"203"
214,"196"
215,"230"
216,"219"
217,"227"
218,"269"
219,"290"
220,"314"
221,"351"
222,"364"
223,"389"
224,"404"
225,"423"
226,"363"
227,"314"
228,"311"
229,"294"
230,"247"
231,"321"
232,"278"
233,"295"
234,"268"
235,"283"
