Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3FG 4phi 0"
Duration Time,60.034
Ambient Temperature,"99.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"737330"
Raw Accumulated Counts,"764526"
Valid Count Last Packet,"11509"
Raw Count Last Packet,"11877"
Live Time,58.244987
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.09
Number of Channels,2048
Vacuum,761
Channel#,Intensity
0,"1736"
1,"1527"
2,"965"
3,"506"
4,"201"
5,"69"
6,"22"
7,"4"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"5"
22,"35"
23,"86"
24,"153"
25,"226"
26,"201"
27,"202"
28,"188"
29,"192"
30,"179"
31,"188"
32,"173"
33,"164"
34,"169"
35,"165"
36,"148"
37,"166"
38,"157"
39,"148"
40,"133"
41,"169"
42,"160"
43,"135"
44,"150"
45,"160"
46,"166"
47,"165"
48,"150"
49,"159"
50,"166"
51,"153"
52,"144"
53,"154"
54,"159"
55,"155"
56,"164"
57,"137"
58,"147"
59,"160"
60,"141"
61,"138"
62,"150"
63,"139"
64,"141"
65,"140"
66,"121"
67,"107"
68,"120"
69,"150"
70,"176"
71,"179"
72,"221"
73,"228"
74,"230"
75,"226"
76,"238"
77,"193"
78,"203"
79,"166"
80,"222"
81,"265"
82,"455"
83,"655"
84,"1001"
85,"1246"
86,"1439"
87,"1379"
88,"1141"
89,"859"
90,"607"
91,"372"
92,"262"
93,"200"
94,"178"
95,"145"
96,"129"
97,"139"
98,"123"
99,"126"
100,"134"
101,"138"
102,"139"
103,"135"
104,"128"
105,"117"
106,"118"
107,"118"
108,"124"
109,"135"
110,"135"
111,"166"
112,"175"
113,"199"
114,"236"
115,"233"
116,"256"
117,"237"
118,"206"
119,"221"
120,"210"
121,"168"
122,"167"
123,"211"
124,"224"
125,"256"
126,"324"
127,"379"
128,"498"
129,"663"
130,"952"
131,"1302"
132,"1713"
133,"1897"
134,"1978"
135,"1842"
136,"1671"
137,"1536"
138,"1389"
139,"1369"
140,"1323"
141,"1375"
142,"1426"
143,"1532"
144,"1644"
145,"1717"
146,"1818"
147,"1706"
148,"1554"
149,"1300"
150,"1006"
151,"689"
152,"469"
153,"386"
154,"313"
155,"318"
156,"369"
157,"430"
158,"567"
159,"705"
160,"1038"
161,"1540"
162,"2162"
163,"2605"
164,"3002"
165,"2853"
166,"2599"
167,"2036"
168,"1460"
169,"944"
170,"595"
171,"421"
172,"297"
173,"295"
174,"320"
175,"425"
176,"498"
177,"650"
178,"839"
179,"1034"
180,"1153"
181,"1326"
182,"1553"
183,"1558"
184,"1427"
185,"1201"
186,"975"
187,"721"
188,"520"
189,"390"
190,"262"
191,"225"
192,"238"
193,"207"
194,"262"
195,"269"
196,"280"
197,"370"
198,"418"
199,"379"
200,"386"
201,"374"
202,"340"
203,"302"
204,"272"
205,"257"
206,"218"
207,"205"
208,"200"
209,"219"
210,"220"
211,"214"
212,"231"
213,"214"
214,"223"
215,"235"
216,"254"
217,"307"
218,"341"
219,"384"
220,"497"
221,"590"
222,"677"
223,"737"
224,"737"
225,"702"
226,"610"
227,"526"
228,"438"
229,"391"
230,"346"
231,"295"
232,"322"
233,"311"
234,"298"
235,"311"
236,"310"
237,"348"
238,"371"
239,"382"
240,"374"
241,"383"
242,"419"
243,"409"
244,"421"
245,"409"
246,"389"
247,"377"
248,"386"
249,"371"
250,"362"
251,"342"
252,"349"
253,"405"
254,"324"
255,"359"
256,"361"
257,"321"
258,"366"
259,"326"
260,"346"
261,"320"
262,"360"
263,"346"
264,"344"
265,"361"
266,"367"
267,"368"
268,"425"
269,"409"
270,"398"
271,"385"
272,"389"
273,"411"
274,"404"
275,"420"
276,"392"
277,"415"
278,"405"
279,"394"
280,"378"
281,"388"
282,"358"
283,"409"
284,"411"
285,"393"
286,"423"
287,"451"
288,"444"
289,"492"
290,"520"
291,"506"
292,"545"
293,"551"
294,"527"
295,"525"
296,"526"
297,"508"
298,"485"
299,"506"
300,"451"
301,"445"
302,"494"
303,"487"
304,"464"
305,"508"
306,"532"
307,"528"
308,"606"
309,"764"
310,"952"
311,"1343"
312,"1997"
313,"2879"
314,"3869"
315,"5091"
316,"6222"
317,"6732"
318,"6930"
319,"6778"
320,"5803"
321,"4684"
322,"3504"
323,"2620"
324,"1740"
325,"1170"
326,"846"
327,"627"
328,"572"
329,"494"
330,"507"
331,"545"
332,"507"
333,"499"
334,"522"
335,"552"
336,"542"
337,"576"
338,"543"
339,"526"
340,"539"
341,"567"
342,"662"
343,"695"
344,"705"
345,"870"
346,"1015"
347,"1188"
348,"1335"
349,"1431"
350,"1511"
351,"1567"
352,"1493"
353,"1347"
354,"1160"
355,"1003"
356,"943"
357,"862"
358,"854"
359,"837"
360,"879"
361,"869"
362,"897"
363,"947"
364,"1007"
365,"1096"
366,"1136"
367,"1213"
368,"1354"
369,"1449"
370,"1476"
371,"1438"
372,"1392"
373,"1260"
374,"1118"
375,"1030"
376,"766"
377,"723"
378,"590"
379,"507"
380,"565"
381,"523"
382,"515"
383,"469"
384,"488"
385,"471"
386,"485"
387,"489"
388,"508"
389,"495"
390,"540"
391,"542"
392,"577"
393,"564"
394,"617"
395,"616"
396,"669"
397,"694"
398,"753"
399,"746"
400,"770"
401,"773"
402,"770"
403,"689"
404,"666"
405,"669"
406,"650"
407,"695"
408,"710"
409,"673"
410,"706"
411,"716"
412,"634"
413,"617"
414,"627"
415,"577"
416,"584"
417,"587"
418,"562"
419,"506"
420,"571"
421,"531"
422,"575"
423,"541"
424,"555"
425,"564"
426,"613"
427,"585"
428,"611"
429,"555"
430,"626"
431,"601"
432,"557"
433,"553"
434,"538"
435,"580"
436,"518"
437,"508"
438,"578"
439,"551"
440,"551"
441,"554"
442,"580"
443,"572"
444,"570"
445,"560"
446,"557"
447,"530"
448,"516"
449,"564"
450,"526"
451,"536"
452,"514"
453,"573"
454,"598"
455,"573"
456,"578"
457,"574"
458,"555"
459,"587"
460,"596"
461,"534"
462,"559"
463,"593"
464,"586"
465,"606"
466,"574"
467,"548"
468,"568"
469,"528"
470,"609"
471,"570"
472,"542"
473,"627"
474,"573"
475,"560"
476,"537"
477,"568"
478,"547"
479,"550"
480,"557"
481,"598"
482,"549"
483,"555"
484,"600"
485,"597"
486,"547"
487,"525"
488,"575"
489,"526"
490,"538"
491,"624"
492,"522"
493,"513"
494,"561"
495,"594"
496,"560"
497,"584"
498,"529"
499,"545"
500,"554"
501,"555"
502,"569"
503,"577"
504,"546"
505,"567"
506,"530"
507,"542"
508,"563"
509,"535"
510,"500"
511,"561"
512,"551"
513,"503"
514,"528"
515,"560"
516,"569"
517,"527"
518,"578"
519,"572"
520,"564"
521,"528"
522,"591"
523,"618"
524,"589"
525,"555"
526,"571"
527,"562"
528,"559"
529,"555"
530,"556"
531,"541"
532,"535"
533,"537"
534,"535"
535,"570"
536,"575"
537,"541"
538,"549"
539,"532"
540,"518"
541,"546"
542,"528"
543,"548"
544,"531"
545,"571"
546,"502"
547,"522"
548,"532"
549,"521"
550,"543"
551,"542"
552,"525"
553,"517"
554,"548"
555,"491"
556,"576"
557,"502"
558,"515"
559,"515"
560,"509"
561,"557"
562,"504"
563,"548"
564,"542"
565,"505"
566,"537"
567,"494"
568,"493"
569,"540"
570,"513"
571,"548"
572,"482"
573,"516"
574,"524"
575,"527"
576,"520"
577,"540"
578,"522"
579,"512"
580,"554"
581,"535"
582,"521"
583,"570"
584,"515"
585,"531"
586,"507"
587,"552"
588,"544"
589,"527"
590,"534"
591,"533"
592,"546"
593,"538"
594,"550"
595,"526"
596,"549"
597,"516"
598,"481"
599,"529"
600,"505"
601,"537"
602,"523"
603,"585"
604,"542"
605,"516"
606,"499"
607,"541"
608,"534"
609,"498"
610,"540"
611,"488"
612,"531"
613,"555"
614,"525"
615,"553"
616,"525"
617,"525"
618,"502"
619,"487"
620,"549"
621,"526"
622,"542"
623,"535"
624,"565"
625,"511"
626,"600"
627,"579"
628,"575"
629,"562"
630,"590"
631,"522"
632,"534"
633,"537"
634,"555"
635,"494"
636,"500"
637,"540"
638,"539"
639,"514"
640,"535"
641,"549"
642,"524"
643,"554"
644,"550"
645,"543"
646,"535"
647,"530"
648,"564"
649,"466"
650,"505"
651,"507"
652,"522"
653,"556"
654,"540"
655,"589"
656,"560"
657,"659"
658,"710"
659,"742"
660,"823"
661,"841"
662,"920"
663,"985"
664,"966"
665,"953"
666,"906"
667,"932"
668,"834"
669,"795"
670,"732"
671,"723"
672,"638"
673,"574"
674,"552"
675,"542"
676,"527"
677,"470"
678,"519"
679,"541"
680,"524"
681,"501"
682,"501"
683,"473"
684,"510"
685,"468"
686,"504"
687,"529"
688,"498"
689,"537"
690,"538"
691,"554"
692,"586"
693,"609"
694,"620"
695,"695"
696,"715"
697,"818"
698,"962"
699,"1076"
700,"1051"
701,"1107"
702,"1173"
703,"1145"
704,"1108"
705,"1043"
706,"968"
707,"911"
708,"837"
709,"703"
710,"585"
711,"620"
712,"531"
713,"564"
714,"507"
715,"449"
716,"479"
717,"503"
718,"481"
719,"472"
720,"516"
721,"462"
722,"457"
723,"475"
724,"503"
725,"455"
726,"449"
727,"467"
728,"489"
729,"498"
730,"486"
731,"480"
732,"459"
733,"443"
734,"467"
735,"496"
736,"488"
737,"529"
738,"526"
739,"511"
740,"542"
741,"563"
742,"515"
743,"537"
744,"588"
745,"526"
746,"536"
747,"527"
748,"507"
749,"533"
750,"508"
751,"478"
752,"467"
753,"477"
754,"478"
755,"505"
756,"464"
757,"431"
758,"466"
759,"418"
760,"471"
761,"440"
762,"462"
763,"435"
764,"402"
765,"474"
766,"416"
767,"415"
768,"443"
769,"431"
770,"455"
771,"498"
772,"488"
773,"519"
774,"449"
775,"503"
776,"530"
777,"561"
778,"584"
779,"624"
780,"637"
781,"667"
782,"665"
783,"679"
784,"666"
785,"671"
786,"731"
787,"623"
788,"643"
789,"631"
790,"594"
791,"525"
792,"537"
793,"505"
794,"482"
795,"544"
796,"432"
797,"455"
798,"437"
799,"459"
800,"460"
801,"440"
802,"435"
803,"408"
804,"448"
805,"449"
806,"407"
807,"428"
808,"425"
809,"432"
810,"410"
811,"382"
812,"454"
813,"406"
814,"446"
815,"418"
816,"434"
817,"403"
818,"430"
819,"399"
820,"409"
821,"412"
822,"440"
823,"447"
824,"424"
825,"414"
826,"417"
827,"392"
828,"413"
829,"399"
830,"439"
831,"430"
832,"436"
833,"435"
834,"435"
835,"406"
836,"432"
837,"405"
838,"410"
839,"400"
840,"396"
841,"413"
842,"392"
843,"391"
844,"406"
845,"400"
846,"399"
847,"439"
848,"380"
849,"412"
850,"400"
851,"423"
852,"420"
853,"374"
854,"432"
855,"418"
856,"425"
857,"401"
858,"430"
859,"423"
860,"439"
861,"434"
862,"406"
863,"438"
864,"422"
865,"431"
866,"460"
867,"441"
868,"399"
869,"446"
870,"427"
871,"419"
872,"411"
873,"456"
874,"459"
875,"449"
876,"464"
877,"467"
878,"441"
879,"447"
880,"489"
881,"447"
882,"439"
883,"437"
884,"450"
885,"437"
886,"458"
887,"429"
888,"441"
889,"444"
890,"472"
