Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3CDAE 0phi 1"
492,"487"
493,"523"
494,"474"
495,"472"
496,"471"
497,"471"
498,"447"
499,"449"
500,"439"
501,"456"
502,"483"
503,"475"
504,"481"
505,"502"
506,"443"
507,"463"
508,"482"
509,"459"
510,"460"
511,"455"
512,"478"
513,"483"
514,"472"
515,"506"
516,"463"
517,"470"
518,"484"
519,"464"
520,"509"
521,"499"
522,"506"
523,"461"
524,"461"
525,"446"
526,"444"
527,"413"
528,"455"
529,"459"
530,"437"
531,"444"
532,"457"
533,"450"
534,"439"
535,"458"
536,"426"
537,"433"
538,"409"
539,"404"
540,"445"
541,"445"
542,"432"
543,"454"
544,"444"
545,"421"
546,"408"
547,"441"
548,"483"
549,"454"
550,"473"
551,"454"
552,"454"
553,"452"
554,"451"
555,"475"
556,"486"
557,"511"
558,"465"
559,"492"
560,"443"
561,"495"
562,"494"
563,"481"
564,"485"
565,"471"
566,"483"
567,"470"
568,"473"
569,"509"
570,"484"
571,"471"
572,"459"
573,"450"
574,"426"
575,"505"
576,"487"
577,"491"
578,"482"
579,"462"
580,"475"
581,"458"
582,"477"
583,"467"
584,"454"
585,"458"
586,"477"
587,"429"
588,"454"
589,"454"
590,"429"
591,"477"
592,"491"
593,"447"
594,"473"
595,"456"
596,"501"
597,"469"
598,"447"
599,"462"
600,"462"
601,"493"
602,"464"
603,"494"
604,"482"
605,"479"
606,"435"
607,"502"
608,"481"
609,"492"
610,"471"
611,"450"
612,"455"
613,"455"
614,"437"
615,"467"
616,"498"
617,"425"
618,"460"
619,"469"
620,"458"
621,"442"
622,"490"
623,"490"
624,"448"
625,"453"
626,"501"
627,"463"
628,"499"
629,"463"
630,"461"
631,"493"
632,"442"
633,"491"
634,"422"
635,"419"
636,"449"
637,"443"
638,"430"
639,"432"
640,"482"
641,"487"
642,"417"
643,"471"
644,"408"
645,"441"
646,"506"
647,"453"
648,"489"
649,"448"
650,"478"
651,"421"
652,"467"
653,"521"
654,"441"
655,"488"
656,"509"
657,"564"
658,"570"
659,"645"
660,"652"
661,"721"
662,"725"
663,"756"
664,"815"
665,"793"
666,"791"
667,"729"
668,"710"
669,"684"
670,"618"
671,"605"
672,"535"
673,"519"
674,"467"
675,"487"
676,"460"
677,"474"
678,"461"
679,"473"
680,"447"
681,"455"
682,"459"
683,"455"
684,"441"
685,"459"
686,"444"
687,"452"
688,"425"
689,"434"
690,"454"
691,"443"
692,"458"
693,"461"
694,"486"
695,"469"
696,"538"
697,"554"
698,"562"
699,"601"
700,"608"
701,"629"
702,"637"
703,"653"
704,"697"
705,"687"
706,"594"
707,"626"
708,"599"
709,"574"
710,"494"
711,"450"
712,"454"
713,"460"
714,"455"
715,"488"
716,"432"
717,"405"
718,"432"
719,"413"
720,"423"
721,"419"
722,"438"
723,"441"
724,"402"
725,"430"
726,"452"
727,"398"
728,"440"
729,"412"
730,"407"
731,"432"
732,"432"
733,"438"
734,"421"
735,"432"
736,"434"
737,"425"
738,"448"
739,"459"
740,"480"
741,"483"
742,"484"
743,"475"
744,"481"
745,"473"
746,"448"
747,"463"
748,"474"
749,"443"
750,"469"
751,"438"
752,"443"
753,"405"
754,"390"
755,"407"
756,"435"
757,"408"
758,"403"
759,"379"
760,"416"
761,"412"
762,"450"
763,"394"
764,"392"
765,"399"
766,"415"
767,"382"
768,"409"
769,"399"
770,"385"
771,"411"
772,"421"
773,"444"
774,"430"
775,"411"
776,"432"
777,"438"
778,"455"
779,"396"
780,"449"
781,"470"
782,"456"
783,"515"
784,"514"
785,"482"
786,"479"
787,"458"
788,"468"
789,"463"
790,"422"
791,"466"
792,"416"
793,"437"
794,"424"
795,"413"
796,"415"
797,"384"
798,"393"
799,"432"
800,"389"
801,"412"
802,"413"
803,"414"
804,"394"
805,"399"
806,"360"
807,"386"
808,"356"
809,"386"
810,"405"
811,"341"
812,"410"
813,"415"
814,"409"
815,"358"
816,"367"
817,"381"
818,"363"
819,"377"
820,"405"
821,"371"
822,"368"
823,"417"
824,"384"
825,"374"
826,"394"
827,"383"
828,"365"
829,"414"
830,"358"
831,"387"
832,"388"
833,"384"
834,"398"
835,"401"
836,"343"
837,"407"
838,"417"
839,"412"
840,"382"
841,"382"
842,"406"
843,"412"
844,"393"
845,"378"
846,"367"
847,"387"
848,"405"
849,"367"
850,"420"
851,"378"
852,"417"
853,"369"
854,"377"
855,"397"
856,"422"
857,"388"
858,"396"
859,"403"
860,"386"
861,"413"
862,"436"
863,"409"
864,"391"
865,"408"
866,"410"
867,"385"
868,"395"
869,"423"
870,"417"
871,"422"
872,"381"
873,"444"
874,"387"
875,"410"
876,"425"
877,"434"
878,"403"
879,"386"
880,"458"
881,"461"
882,"429"
883,"444"
884,"457"
885,"437"
886,"469"
887,"458"
888,"421"
889,"431"
890,"425"
891,"433"
892,"460"
893,"481"
894,"497"
895,"448"
896,"488"
897,"491"
898,"481"
899,"486"
900,"503"
901,"496"
902,"490"
903,"504"
904,"525"
905,"568"
906,"525"
907,"541"
908,"586"
909,"574"
910,"601"
911,"605"
912,"613"
913,"659"
914,"650"
915,"673"
916,"684"
917,"706"
918,"728"
919,"802"
920,"788"
921,"836"
922,"943"
923,"888"
924,"948"
925,"1019"
926,"1079"
927,"1043"
928,"1138"
929,"1118"
930,"1155"
931,"1281"
932,"1251"
933,"1294"
934,"1310"
935,"1386"
936,"1342"
937,"1306"
938,"1392"
939,"1365"
940,"1435"
941,"1381"
942,"1389"
943,"1326"
944,"1357"
945,"1296"
946,"1220"
947,"1307"
948,"1195"
949,"1190"
950,"1115"
951,"1080"
952,"1095"
953,"1031"
954,"967"
955,"995"
956,"852"
957,"850"
958,"816"
959,"764"
960,"781"
961,"785"
962,"701"
963,"643"
964,"670"
965,"653"
966,"638"
967,"588"
968,"567"
969,"543"
970,"519"
971,"510"
972,"491"
973,"480"
974,"490"
975,"461"
976,"432"
977,"417"
978,"432"
979,"410"
980,"426"
981,"372"
982,"421"
983,"423"
984,"412"
985,"390"
986,"383"
987,"399"
988,"421"
989,"453"
990,"440"
991,"473"
992,"511"
993,"561"
994,"584"
995,"586"
996,"654"
997,"655"
998,"723"
999,"837"
1000,"837"
1001,"817"
1002,"867"
1003,"859"
1004,"833"
1005,"803"
1006,"790"
1007,"744"
1008,"638"
1009,"635"
1010,"560"
1011,"552"
1012,"451"
1013,"432"
1014,"422"
1015,"379"
1016,"346"
1017,"341"
1018,"370"
1019,"303"
1020,"339"
1021,"332"
1022,"356"
1023,"367"
1024,"344"
1025,"350"
1026,"352"
1027,"365"
1028,"353"
1029,"354"
1030,"382"
1031,"404"
1032,"370"
1033,"423"
1034,"390"
1035,"430"
1036,"411"
1037,"466"
1038,"481"
1039,"462"
1040,"555"
1041,"533"
1042,"513"
1043,"519"
1044,"545"
1045,"611"
1046,"623"
1047,"617"
1048,"673"
1049,"683"
1050,"659"
1051,"650"
1052,"602"
1053,"636"
1054,"589"
1055,"600"
1056,"573"
1057,"572"
1058,"530"
1059,"503"
1060,"501"
1061,"446"
1062,"445"
1063,"436"
1064,"403"
1065,"387"
1066,"376"
1067,"409"
1068,"359"
1069,"332"
1070,"374"
1071,"349"
1072,"326"
1073,"374"
1074,"354"
1075,"345"
1076,"366"
1077,"304"
1078,"304"
1079,"348"
1080,"316"
1081,"299"
1082,"318"
1083,"297"
1084,"315"
1085,"301"
1086,"279"
1087,"291"
1088,"261"
1089,"309"
1090,"230"
1091,"299"
1092,"279"
1093,"254"
1094,"271"
1095,"289"
1096,"237"
1097,"264"
1098,"236"
1099,"275"
1100,"284"
1101,"259"
1102,"268"
1103,"217"
1104,"239"
1105,"281"
1106,"252"
1107,"241"
1108,"250"
1109,"237"
1110,"235"
1111,"234"
1112,"241"
1113,"223"
1114,"243"
1115,"234"
1116,"227"
1117,"225"
1118,"245"
1119,"236"
1120,"282"
1121,"252"
1122,"301"
1123,"279"
1124,"281"
1125,"292"
1126,"300"
1127,"314"
1128,"333"
1129,"317"
1130,"313"
1131,"286"
1132,"290"
1133,"291"
1134,"285"
1135,"285"
1136,"241"
1137,"256"
1138,"236"
1139,"243"
1140,"237"
1141,"258"
1142,"231"
1143,"228"
1144,"230"
1145,"227"
1146,"222"
1147,"227"
1148,"221"
1149,"243"
1150,"205"
1151,"204"
1152,"232"
1153,"200"
1154,"217"
1155,"223"
1156,"201"
1157,"193"
1158,"223"
1159,"217"
1160,"247"
1161,"188"
1162,"220"
1163,"193"
1164,"201"
1165,"185"
1166,"206"
1167,"208"
1168,"233"
1169,"200"
1170,"183"
1171,"185"
1172,"192"
1173,"194"
1174,"208"
1175,"199"
1176,"205"
1177,"200"
1178,"206"
1179,"236"
1180,"242"
1181,"240"
1182,"257"
1183,"228"
1184,"236"
1185,"240"
1186,"227"
1187,"243"
1188,"221"
1189,"225"
1190,"203"
1191,"229"
1192,"180"
1193,"193"
1194,"178"
1195,"206"
1196,"197"
1197,"184"
1198,"189"
1199,"185"
1200,"187"
1201,"167"
1202,"171"
1203,"177"
1204,"191"
1205,"193"
1206,"181"
1207,"177"
1208,"191"
1209,"200"
1210,"203"
1211,"195"
1212,"181"
1213,"169"
1214,"195"
1215,"189"
1216,"198"
1217,"176"
1218,"163"
1219,"206"
1220,"202"
1221,"196"
1222,"171"
1223,"178"
1224,"174"
1225,"182"
1226,"177"
1227,"164"
1228,"187"
1229,"191"
1230,"183"
1231,"164"
1232,"153"
1233,"151"
1234,"162"
1235,"178"
1236,"167"
1237,"152"
1238,"181"
1239,"181"
1240,"168"
1241,"177"
1242,"168"
1243,"163"
1244,"186"
1245,"177"
1246,"159"
1247,"191"
1248,"164"
1249,"177"
1250,"139"
1251,"169"
1252,"182"
1253,"164"
1254,"177"
1255,"153"
1256,"192"
1257,"161"
1258,"180"
1259,"160"
1260,"158"
1261,"178"
1262,"144"
1263,"171"
1264,"165"
1265,"169"
1266,"186"
1267,"158"
1268,"138"
1269,"174"
1270,"144"
1271,"157"
1272,"155"
1273,"166"
1274,"139"
1275,"177"
1276,"173"
1277,"163"
1278,"139"
1279,"171"
1280,"158"
1281,"152"
1282,"151"
1283,"160"
1284,"148"
1285,"168"
1286,"157"
1287,"156"
1288,"162"
1289,"175"
1290,"129"
1291,"130"
1292,"142"
1293,"145"
1294,"158"
1295,"151"
1296,"160"
1297,"148"
1298,"139"
1299,"147"
1300,"130"
1301,"136"
1302,"165"
1303,"160"
1304,"153"
1305,"138"
1306,"132"
1307,"137"
1308,"138"
1309,"145"
1310,"146"
1311,"165"
1312,"141"
1313,"121"
1314,"158"
1315,"122"
1316,"132"
1317,"158"
1318,"123"
1319,"131"
1320,"121"
1321,"120"
1322,"145"
1323,"137"
1324,"127"
1325,"133"
1326,"131"
1327,"139"
1328,"146"
1329,"128"
1330,"130"
1331,"150"
1332,"150"
1333,"134"
1334,"146"
1335,"149"
1336,"139"
1337,"153"
1338,"112"
1339,"140"
1340,"123"
1341,"132"
1342,"131"
1343,"144"
1344,"130"
1345,"133"
1346,"118"
1347,"132"
1348,"132"
1349,"131"
1350,"129"
1351,"123"
1352,"126"
1353,"139"
1354,"127"
1355,"111"
1356,"110"
1357,"117"
1358,"130"
1359,"112"
1360,"130"
1361,"118"
1362,"124"
1363,"107"
1364,"138"
1365,"106"
1366,"108"
1367,"103"
1368,"118"
1369,"111"
1370,"109"
1371,"125"
1372,"138"
1373,"120"
1374,"125"
1375,"115"
1376,"130"
1377,"105"
1378,"111"
1379,"118"
1380,"107"
1381,"136"
1382,"119"
1383,"115"
1384,"129"
1385,"119"
1386,"103"
1387,"118"
1388,"96"
1389,"122"
1390,"111"
1391,"114"
1392,"108"
1393,"104"
1394,"109"
1395,"101"
1396,"107"
1397,"96"
1398,"92"
1399,"102"
1400,"123"
1401,"127"
1402,"112"
1403,"95"
1404,"124"
1405,"99"
1406,"108"
1407,"114"
1408,"112"
1409,"93"
1410,"114"
1411,"107"
1412,"89"
1413,"111"
1414,"102"
1415,"95"
1416,"104"
1417,"101"
1418,"116"
1419,"76"
1420,"94"
1421,"102"
1422,"106"
1423,"114"
1424,"107"
1425,"113"
1426,"117"
1427,"94"
1428,"115"
1429,"100"
1430,"108"
1431,"113"
1432,"93"
1433,"94"
1434,"95"
1435,"92"
1436,"91"
1437,"103"
1438,"113"
1439,"89"
1440,"94"
1441,"93"
1442,"94"
1443,"100"
1444,"87"
1445,"94"
1446,"106"
1447,"102"
1448,"84"
1449,"82"
1450,"97"
1451,"94"
1452,"81"
1453,"80"
1454,"81"
1455,"116"
1456,"102"
1457,"78"
1458,"90"
1459,"88"
1460,"78"
1461,"81"
1462,"90"
1463,"106"
1464,"82"
1465,"104"
1466,"79"
1467,"87"
1468,"84"
1469,"86"
1470,"78"
1471,"76"
1472,"74"
1473,"74"
1474,"80"
1475,"71"
1476,"82"
1477,"82"
1478,"74"
1479,"81"
1480,"77"
1481,"84"
1482,"77"
1483,"87"
1484,"77"
1485,"66"
1486,"73"
1487,"78"
1488,"90"
1489,"75"
1490,"86"
1491,"68"
1492,"75"
1493,"81"
1494,"78"
1495,"72"
1496,"83"
1497,"75"
1498,"83"
1499,"77"
1500,"77"
1501,"66"
1502,"73"
1503,"79"
1504,"61"
1505,"63"
1506,"76"
1507,"62"
1508,"71"
1509,"74"
1510,"60"
1511,"78"
1512,"64"
1513,"83"
1514,"65"
1515,"78"
1516,"77"
1517,"75"
1518,"63"
1519,"52"
1520,"50"
1521,"68"
1522,"56"
1523,"61"
1524,"66"
1525,"59"
1526,"62"
1527,"56"
1528,"67"
1529,"38"
1530,"50"
1531,"57"
1532,"77"
1533,"61"
1534,"63"
1535,"75"
1536,"62"
1537,"54"
1538,"49"
1539,"47"
1540,"76"
1541,"55"
1542,"66"
1543,"57"
1544,"48"
1545,"51"
1546,"68"
1547,"64"
1548,"40"
1549,"64"
1550,"61"
1551,"47"
1552,"64"
1553,"46"
1554,"54"
1555,"51"
1556,"46"
1557,"48"
1558,"55"
1559,"53"
1560,"54"
1561,"61"
1562,"60"
1563,"54"
1564,"44"
1565,"54"
1566,"61"
1567,"50"
1568,"51"
1569,"52"
1570,"43"
1571,"54"
1572,"43"
1573,"44"
1574,"50"
1575,"52"
1576,"53"
1577,"35"
1578,"48"
1579,"38"
1580,"53"
1581,"49"
1582,"45"
1583,"45"
1584,"53"
1585,"55"
1586,"46"
1587,"43"
1588,"51"
1589,"45"
1590,"48"
1591,"51"
1592,"53"
1593,"40"
1594,"39"
1595,"47"
1596,"48"
1597,"45"
1598,"31"
1599,"40"
1600,"36"
1601,"31"
1602,"34"
1603,"42"
1604,"43"
1605,"44"
1606,"38"
1607,"49"
1608,"37"
1609,"32"
1610,"37"
1611,"45"
1612,"29"
1613,"29"
1614,"31"
1615,"27"
1616,"35"
1617,"34"
1618,"40"
1619,"33"
1620,"44"
1621,"39"
1622,"32"
1623,"27"
1624,"35"
1625,"31"
1626,"39"
1627,"29"
1628,"27"
1629,"39"
1630,"35"
1631,"33"
1632,"31"
1633,"33"
1634,"31"
1635,"27"
1636,"29"
1637,"33"
1638,"26"
1639,"33"
1640,"33"
1641,"33"
1642,"25"
1643,"32"
1644,"24"
1645,"30"
1646,"30"
1647,"27"
1648,"24"
1649,"23"
1650,"31"
1651,"30"
1652,"28"
1653,"22"
1654,"26"
1655,"30"
1656,"22"
1657,"39"
1658,"17"
1659,"31"
1660,"21"
1661,"28"
1662,"27"
1663,"26"
1664,"19"
1665,"19"
1666,"24"
1667,"19"
1668,"19"
1669,"16"
1670,"19"
1671,"19"
1672,"19"
1673,"21"
1674,"26"
1675,"13"
1676,"22"
1677,"25"
1678,"7"
1679,"10"
1680,"11"
1681,"14"
1682,"17"
1683,"19"
1684,"12"
1685,"15"
1686,"10"
1687,"7"
1688,"9"
1689,"13"
1690,"14"
1691,"15"
1692,"20"
1693,"27"
1694,"13"
1695,"18"
1696,"18"
1697,"16"
1698,"13"
1699,"12"
1700,"17"
1701,"10"
1702,"15"
1703,"13"
1704,"8"
1705,"12"
1706,"11"
1707,"5"
1708,"6"
1709,"10"
1710,"5"
1711,"10"
1712,"14"
1713,"9"
1714,"7"
1715,"5"
1716,"6"
1717,"5"
1718,"11"
1719,"4"
1720,"7"
1721,"7"
1722,"11"
1723,"8"
1724,"8"
1725,"7"
1726,"5"
1727,"10"
1728,"11"
1729,"10"
1730,"5"
1731,"5"
1732,"3"
1733,"9"
1734,"6"
1735,"6"
1736,"4"
1737,"4"
1738,"4"
1739,"3"
1740,"2"
1741,"3"
1742,"5"
1743,"4"
1744,"6"
1745,"5"
1746,"4"
1747,"3"
1748,"3"
1749,"4"
1750,"1"
1751,"3"
1752,"5"
1753,"2"
1754,"4"
1755,"4"
1756,"7"
1757,"5"
1758,"3"
1759,"4"
1760,"3"
1761,"11"
1762,"5"
1763,"4"
1764,"6"
1765,"9"
1766,"2"
1767,"3"
1768,"2"
1769,"4"
1770,"2"
1771,"6"
1772,"3"
1773,"4"
1774,"6"
1775,"4"
1776,"2"
1777,"3"
1778,"3"
1779,"0"
1780,"1"
1781,"4"
1782,"0"
1783,"3"
1784,"4"
1785,"2"
1786,"2"
1787,"4"
1788,"3"
1789,"2"
1790,"1"
1791,"1"
1792,"2"
1793,"2"
1794,"7"
1795,"2"
1796,"0"
1797,"4"
1798,"3"
1799,"1"
1800,"3"
1801,"1"
1802,"0"
1803,"2"
1804,"2"
1805,"2"
1806,"3"
1807,"3"
1808,"2"
1809,"0"
1810,"2"
1811,"1"
1812,"1"
1813,"4"
1814,"2"
1815,"0"
1816,"2"
1817,"1"
1818,"1"
1819,"3"
1820,"1"
1821,"0"
1822,"3"
1823,"0"
1824,"1"
1825,"3"
1826,"3"
1827,"5"
1828,"1"
1829,"4"
1830,"4"
1831,"6"
1832,"1"
1833,"0"
1834,"1"
1835,"0"
1836,"3"
1837,"1"
1838,"2"
1839,"1"
1840,"0"
1841,"1"
1842,"1"
1843,"0"
1844,"3"
1845,"1"
1846,"0"
1847,"0"
1848,"2"
1849,"2"
1850,"3"
1851,"0"
1852,"2"
1853,"1"
1854,"1"
1855,"0"
1856,"0"
1857,"0"
1858,"1"
1859,"0"
1860,"0"
1861,"2"
1862,"1"
1863,"0"
1864,"0"
1865,"0"
1866,"1"
1867,"1"
1868,"1"
1869,"1"
1870,"3"
1871,"0"
1872,"1"
1873,"0"
1874,"0"
1875,"1"
1876,"1"
1877,"2"
1878,"0"
1879,"0"
1880,"0"
1881,"2"
1882,"0"
1883,"0"
1884,"2"
1885,"0"
1886,"0"
1887,"1"
1888,"1"
1889,"1"
1890,"0"
1891,"1"
1892,"0"
1893,"0"
1894,"1"
1895,"1"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"2"
1902,"0"
1903,"0"
1904,"1"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"1"
1917,"1"
1918,"1"
1919,"0"
1920,"2"
1921,"1"
1922,"3"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"0"
1928,"2"
1929,"0"
1930,"0"
1931,"1"
1932,"0"
1933,"0"
1934,"1"
1935,"0"
1936,"1"
1937,"0"
1938,"1"
1939,"2"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"1"
1948,"2"
1949,"1"
1950,"1"
1951,"0"
1952,"0"
1953,"1"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"1"
1962,"1"
1963,"0"
1964,"1"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"1"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"1"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"1"
2001,"0"
2002,"0"
2003,"0"
2004,"1"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"1"
2015,"0"
2016,"0"
2017,"0"
2018,"2"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"1"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"2"
2032,"0"
2033,"1"
2034,"0"
2035,"0"
2036,"1"
2037,"0"
2038,"1"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


