Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-3A -1phi 0"
Duration Time,60.098
Ambient Temperature,"88.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"622669"
Raw Accumulated Counts,"643768"
Valid Count Last Packet,"9633"
Raw Count Last Packet,"9904"
Live Time,58.562019
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7946
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1757"
1,"1463"
2,"964"
3,"515"
4,"214"
5,"72"
6,"29"
7,"3"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"2"
22,"33"
23,"107"
24,"170"
25,"171"
26,"162"
27,"159"
28,"155"
29,"170"
30,"147"
31,"157"
32,"134"
33,"166"
34,"122"
35,"133"
36,"147"
37,"118"
38,"127"
39,"154"
40,"140"
41,"133"
42,"135"
43,"137"
44,"143"
45,"139"
46,"168"
47,"126"
48,"148"
49,"143"
50,"134"
51,"125"
52,"121"
53,"125"
54,"153"
55,"162"
56,"137"
57,"128"
58,"139"
59,"136"
60,"119"
61,"149"
62,"131"
63,"123"
64,"125"
65,"117"
66,"87"
67,"141"
68,"120"
69,"102"
70,"146"
71,"153"
72,"182"
73,"184"
74,"196"
75,"193"
76,"192"
77,"165"
78,"163"
79,"161"
80,"183"
81,"221"
82,"359"
83,"492"
84,"657"
85,"966"
86,"951"
87,"936"
88,"810"
89,"613"
90,"410"
91,"262"
92,"218"
93,"138"
94,"136"
95,"136"
96,"120"
97,"108"
98,"118"
99,"110"
100,"126"
101,"125"
102,"129"
103,"128"
104,"125"
105,"117"
106,"103"
107,"119"
108,"125"
109,"141"
110,"145"
111,"158"
112,"178"
113,"198"
114,"203"
115,"206"
116,"242"
117,"199"
118,"192"
119,"161"
120,"172"
121,"185"
122,"181"
123,"185"
124,"216"
125,"209"
126,"280"
127,"342"
128,"453"
129,"752"
130,"974"
131,"1338"
132,"1716"
133,"1841"
134,"1888"
135,"1785"
136,"1554"
137,"1469"
138,"1302"
139,"1260"
140,"1363"
141,"1349"
142,"1492"
143,"1579"
144,"1639"
145,"1768"
146,"1857"
147,"1719"
148,"1522"
149,"1302"
150,"956"
151,"680"
152,"495"
153,"353"
154,"312"
155,"305"
156,"332"
157,"344"
158,"418"
159,"515"
160,"647"
161,"889"
162,"1073"
163,"1319"
164,"1523"
165,"1440"
166,"1271"
167,"970"
168,"736"
169,"500"
170,"325"
171,"207"
172,"170"
173,"184"
174,"207"
175,"295"
176,"317"
177,"353"
178,"423"
179,"467"
180,"502"
181,"512"
182,"497"
183,"573"
184,"493"
185,"466"
186,"339"
187,"269"
188,"260"
189,"191"
190,"163"
191,"162"
192,"161"
193,"172"
194,"186"
195,"221"
196,"213"
197,"218"
198,"219"
199,"292"
200,"224"
201,"232"
202,"205"
203,"214"
204,"207"
205,"191"
206,"178"
207,"227"
208,"194"
209,"233"
210,"178"
211,"214"
212,"239"
213,"208"
214,"243"
215,"205"
216,"236"
217,"244"
218,"280"
219,"336"
220,"411"
221,"502"
222,"602"
223,"631"
224,"665"
225,"562"
226,"548"
227,"474"
228,"383"
229,"357"
230,"311"
231,"298"
232,"280"
233,"317"
234,"320"
235,"304"
236,"299"
237,"285"
238,"315"
239,"325"
240,"336"
241,"328"
242,"350"
243,"378"
244,"342"
245,"383"
246,"331"
247,"358"
248,"318"
249,"310"
250,"317"
251,"306"
252,"310"
253,"316"
254,"326"
255,"271"
256,"316"
257,"305"
258,"282"
259,"277"
260,"295"
261,"312"
262,"285"
263,"319"
264,"339"
265,"333"
266,"313"
267,"312"
268,"306"
269,"340"
270,"350"
271,"319"
272,"354"
273,"353"
274,"365"
275,"310"
276,"335"
277,"338"
278,"324"
279,"342"
280,"345"
281,"321"
282,"357"
283,"347"
284,"393"
285,"353"
286,"369"
287,"333"
288,"408"
289,"410"
290,"436"
291,"455"
292,"459"
293,"490"
294,"465"
295,"404"
296,"444"
297,"429"
298,"365"
299,"400"
300,"378"
301,"388"
302,"396"
303,"385"
304,"389"
305,"436"
306,"489"
307,"483"
308,"598"
309,"741"
310,"1021"
311,"1527"
312,"2153"
313,"3142"
314,"4418"
315,"5669"
316,"6603"
317,"7343"
318,"7247"
319,"6710"
320,"5698"
321,"4552"
322,"3225"
323,"2234"
324,"1496"
325,"1002"
326,"754"
327,"579"
328,"468"
329,"475"
330,"473"
331,"475"
332,"491"
333,"463"
334,"442"
335,"462"
336,"457"
337,"491"
338,"452"
339,"458"
340,"459"
341,"524"
342,"546"
343,"612"
344,"656"
345,"786"
346,"990"
347,"1143"
348,"1254"
349,"1462"
350,"1512"
351,"1471"
352,"1349"
353,"1251"
354,"1057"
355,"909"
356,"783"
357,"688"
358,"736"
359,"703"
360,"764"
361,"741"
362,"808"
363,"859"
364,"842"
365,"924"
366,"962"
367,"1078"
368,"1114"
369,"1228"
370,"1185"
371,"1198"
372,"1169"
373,"969"
374,"815"
375,"692"
376,"630"
377,"517"
378,"462"
379,"435"
380,"399"
381,"381"
382,"374"
383,"367"
384,"427"
385,"386"
386,"412"
387,"427"
388,"416"
389,"428"
390,"424"
391,"411"
392,"474"
393,"523"
394,"547"
395,"549"
396,"608"
397,"667"
398,"666"
399,"632"
400,"713"
401,"660"
402,"641"
403,"601"
404,"574"
405,"571"
406,"548"
407,"534"
408,"541"
409,"501"
410,"519"
411,"468"
412,"467"
413,"427"
414,"468"
415,"464"
416,"471"
417,"427"
418,"465"
419,"451"
420,"437"
421,"479"
422,"445"
423,"521"
424,"531"
425,"542"
426,"558"
427,"563"
428,"543"
429,"572"
430,"526"
431,"500"
432,"479"
433,"459"
434,"444"
435,"450"
436,"431"
437,"430"
438,"438"
439,"437"
440,"451"
441,"428"
442,"419"
443,"428"
444,"439"
445,"425"
446,"447"
447,"471"
448,"400"
449,"430"
450,"414"
451,"412"
452,"437"
453,"430"
454,"434"
455,"438"
456,"427"
457,"453"
458,"472"
459,"450"
460,"453"
461,"484"
462,"490"
463,"474"
464,"492"
465,"461"
466,"455"
467,"423"
468,"473"
469,"496"
470,"459"
471,"510"
472,"468"
473,"487"
474,"446"
475,"481"
476,"440"
477,"477"
478,"415"
479,"450"
480,"449"
481,"428"
482,"416"
483,"464"
484,"436"
485,"470"
486,"415"
487,"437"
488,"406"
489,"445"
490,"443"
491,"438"
492,"455"
493,"445"
494,"429"
495,"442"
496,"455"
497,"427"
498,"458"
499,"425"
500,"418"
501,"413"
502,"424"
503,"420"
504,"421"
505,"433"
506,"431"
507,"426"
508,"434"
509,"423"
510,"422"
511,"411"
512,"463"
513,"445"
514,"390"
515,"464"
516,"430"
517,"447"
518,"448"
519,"450"
520,"498"
521,"432"
522,"443"
523,"453"
524,"496"
525,"471"
526,"522"
527,"470"
528,"449"
529,"440"
530,"438"
531,"444"
532,"455"
533,"420"
534,"437"
535,"432"
536,"426"
537,"431"
538,"434"
539,"446"
540,"454"
541,"441"
542,"465"
543,"456"
544,"393"
545,"455"
546,"450"
547,"424"
548,"429"
549,"431"
550,"449"
551,"419"
552,"440"
553,"452"
554,"428"
555,"451"
556,"434"
557,"427"
558,"469"
559,"448"
560,"463"
561,"434"
562,"450"
563,"474"
564,"437"
565,"450"
566,"437"
567,"430"
568,"446"
569,"434"
570,"458"
571,"403"
572,"424"
573,"452"
574,"410"
575,"472"
576,"416"
577,"433"
578,"422"
579,"456"
580,"411"
581,"420"
582,"423"
583,"420"
584,"432"
585,"414"
586,"386"
587,"416"
588,"400"
589,"389"
590,"373"
591,"402"
592,"397"
593,"421"
594,"424"
595,"410"
596,"404"
597,"433"
598,"402"
599,"391"
600,"401"
601,"392"
602,"410"
603,"412"
604,"415"
605,"387"
606,"418"
607,"404"
608,"411"
609,"433"
610,"407"
611,"396"
612,"427"
613,"448"
614,"403"
615,"410"
616,"414"
617,"422"
618,"405"
619,"415"
620,"417"
621,"434"
622,"443"
623,"441"
624,"388"
625,"458"
626,"435"
627,"459"
628,"438"
629,"436"
630,"420"
631,"448"
632,"432"
633,"429"
634,"445"
635,"396"
636,"415"
637,"426"
638,"439"
639,"434"
640,"443"
641,"405"
642,"417"
643,"440"
644,"450"
645,"428"
646,"429"
647,"433"
648,"418"
649,"424"
650,"418"
651,"440"
652,"446"
653,"439"
654,"501"
655,"484"
656,"526"
657,"528"
658,"578"
659,"576"
660,"688"
661,"683"
662,"773"
663,"784"
664,"831"
665,"812"
666,"707"
667,"656"
668,"646"
669,"615"
670,"568"
671,"508"
672,"458"
673,"439"
674,"443"
675,"413"
676,"398"
677,"403"
678,"416"
679,"380"
680,"413"
681,"409"
682,"404"
683,"396"
684,"388"
685,"382"
686,"406"
687,"408"
688,"403"
689,"371"
690,"405"
691,"417"
692,"416"
693,"421"
694,"403"
695,"418"
696,"418"
697,"440"
698,"458"
699,"476"
700,"475"
701,"488"
702,"454"
703,"462"
704,"470"
705,"478"
706,"419"
707,"432"
708,"402"
709,"376"
710,"380"
711,"403"
712,"406"
713,"370"
714,"385"
715,"388"
716,"372"
717,"379"
718,"411"
719,"378"
720,"377"
721,"349"
722,"385"
723,"359"
724,"372"
725,"321"
726,"366"
727,"366"
728,"388"
729,"323"
730,"327"
731,"364"
732,"364"
733,"356"
734,"370"
735,"389"
736,"400"
737,"409"
738,"394"
739,"470"
740,"393"
741,"409"
742,"398"
743,"403"
744,"439"
745,"425"
746,"423"
747,"416"
748,"401"
749,"412"
750,"373"
751,"346"
752,"390"
753,"343"
754,"384"
755,"395"
756,"373"
757,"350"
758,"364"
759,"367"
760,"427"
761,"376"
762,"352"
763,"369"
764,"374"
765,"367"
766,"309"
767,"386"
768,"381"
769,"358"
770,"347"
771,"332"
772,"343"
773,"350"
774,"379"
775,"397"
776,"409"
777,"442"
778,"430"
779,"428"
780,"459"
781,"435"
782,"423"
783,"497"
784,"454"
785,"440"
786,"422"
787,"439"
788,"369"
789,"373"
790,"382"
791,"380"
792,"335"
793,"369"
794,"370"
795,"362"
796,"384"
797,"368"
798,"354"
799,"363"
800,"394"
801,"338"
802,"366"
803,"354"
804,"323"
805,"350"
806,"341"
807,"388"
808,"347"
809,"375"
810,"328"
