Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-5A -1phi 2"
Duration Time,60.091
Ambient Temperature,"95.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"661234"
Raw Accumulated Counts,"684669"
Valid Count Last Packet,"10332"
Raw Count Last Packet,"10733"
Live Time,58.453007
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7856
Number of Channels,2048
Vacuum,753
Channel#,Intensity
0,"1778"
1,"1507"
2,"888"
3,"497"
4,"222"
5,"77"
6,"22"
7,"3"
8,"1"
9,"1"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"32"
23,"108"
24,"149"
25,"149"
26,"159"
27,"183"
28,"175"
29,"159"
30,"155"
31,"155"
32,"146"
33,"178"
34,"141"
35,"139"
36,"128"
37,"156"
38,"175"
39,"147"
40,"136"
41,"150"
42,"128"
43,"150"
44,"151"
45,"133"
46,"161"
47,"168"
48,"153"
49,"147"
50,"153"
51,"156"
52,"128"
53,"160"
54,"152"
55,"149"
56,"149"
57,"162"
58,"140"
59,"145"
60,"160"
61,"165"
62,"120"
63,"134"
64,"122"
65,"130"
66,"119"
67,"130"
68,"147"
69,"155"
70,"199"
71,"202"
72,"222"
73,"267"
74,"290"
75,"289"
76,"308"
77,"254"
78,"258"
79,"255"
80,"276"
81,"361"
82,"543"
83,"784"
84,"1212"
85,"1455"
86,"1601"
87,"1563"
88,"1331"
89,"943"
90,"648"
91,"476"
92,"271"
93,"224"
94,"169"
95,"150"
96,"124"
97,"136"
98,"127"
99,"140"
100,"134"
101,"137"
102,"138"
103,"107"
104,"132"
105,"122"
106,"119"
107,"148"
108,"123"
109,"119"
110,"144"
111,"158"
112,"178"
113,"196"
114,"230"
115,"256"
116,"236"
117,"209"
118,"204"
119,"186"
120,"214"
121,"199"
122,"190"
123,"197"
124,"238"
125,"262"
126,"260"
127,"364"
128,"534"
129,"773"
130,"1043"
131,"1356"
132,"1672"
133,"1954"
134,"1982"
135,"1903"
136,"1718"
137,"1521"
138,"1395"
139,"1471"
140,"1508"
141,"1600"
142,"1564"
143,"1628"
144,"1747"
145,"1716"
146,"1786"
147,"1744"
148,"1593"
149,"1304"
150,"1018"
151,"688"
152,"526"
153,"414"
154,"375"
155,"379"
156,"423"
157,"582"
158,"830"
159,"1310"
160,"2115"
161,"3245"
162,"4671"
163,"5948"
164,"6634"
165,"6607"
166,"5686"
167,"4688"
168,"3184"
169,"1996"
170,"1158"
171,"693"
172,"474"
173,"449"
174,"509"
175,"656"
176,"953"
177,"1124"
178,"1239"
179,"1280"
180,"1331"
181,"1257"
182,"1215"
183,"1091"
184,"943"
185,"745"
186,"620"
187,"486"
188,"402"
189,"312"
190,"276"
191,"236"
192,"277"
193,"228"
194,"253"
195,"266"
196,"275"
197,"278"
198,"333"
199,"294"
200,"291"
201,"314"
202,"263"
203,"241"
204,"220"
205,"221"
206,"201"
207,"222"
208,"197"
209,"206"
210,"182"
211,"201"
212,"208"
213,"215"
214,"209"
215,"222"
216,"265"
217,"292"
218,"347"
219,"429"
220,"487"
221,"557"
222,"590"
223,"574"
224,"548"
225,"472"
226,"386"
227,"347"
228,"302"
229,"270"
230,"280"
231,"283"
232,"301"
233,"355"
234,"370"
235,"382"
236,"434"
237,"456"
238,"504"
239,"612"
240,"651"
241,"670"
242,"684"
243,"677"
244,"684"
245,"638"
246,"600"
247,"551"
248,"524"
249,"493"
250,"440"
251,"386"
252,"390"
253,"405"
254,"425"
255,"406"
256,"392"
257,"416"
258,"419"
259,"355"
260,"354"
261,"356"
262,"327"
263,"313"
264,"329"
265,"333"
266,"310"
267,"345"
268,"366"
269,"353"
270,"341"
271,"389"
272,"335"
273,"341"
274,"352"
275,"327"
276,"347"
277,"313"
278,"325"
279,"337"
280,"343"
281,"333"
282,"300"
283,"347"
284,"356"
285,"365"
286,"350"
287,"363"
288,"407"
289,"373"
290,"432"
291,"412"
292,"437"
293,"417"
294,"437"
295,"415"
296,"470"
297,"442"
298,"399"
299,"413"
300,"439"
301,"452"
302,"419"
303,"448"
304,"460"
305,"491"
306,"466"
307,"484"
308,"472"
309,"482"
310,"531"
311,"570"
312,"636"
313,"765"
314,"916"
315,"1036"
316,"1189"
317,"1295"
318,"1360"
319,"1234"
320,"1136"
321,"948"
322,"769"
323,"704"
324,"547"
325,"483"
326,"433"
327,"393"
328,"423"
329,"434"
330,"403"
331,"387"
332,"435"
333,"409"
334,"400"
335,"440"
336,"408"
337,"446"
338,"445"
339,"445"
340,"460"
341,"493"
342,"475"
343,"475"
344,"510"
345,"526"
346,"605"
347,"581"
348,"661"
349,"622"
350,"632"
351,"608"
352,"617"
353,"663"
354,"586"
355,"617"
356,"632"
357,"623"
358,"630"
359,"681"
360,"692"
361,"759"
362,"801"
363,"792"
364,"821"
365,"933"
366,"906"
367,"1005"
368,"1047"
369,"1140"
370,"1122"
371,"1156"
372,"1065"
373,"1008"
374,"801"
375,"674"
376,"620"
377,"532"
378,"467"
379,"479"
380,"430"
381,"410"
382,"428"
383,"421"
384,"416"
385,"457"
386,"471"
387,"452"
388,"453"
389,"428"
390,"448"
391,"479"
392,"484"
393,"543"
394,"575"
395,"613"
396,"667"
397,"732"
398,"721"
399,"770"
400,"784"
401,"738"
402,"751"
403,"749"
404,"694"
405,"657"
406,"640"
407,"616"
408,"548"
409,"631"
410,"601"
411,"570"
412,"557"
413,"573"
414,"522"
415,"496"
416,"493"
417,"434"
418,"459"
419,"481"
420,"458"
421,"457"
422,"458"
423,"428"
424,"476"
425,"476"
426,"478"
427,"477"
428,"467"
429,"467"
430,"481"
431,"490"
432,"460"
433,"456"
434,"472"
435,"507"
436,"492"
437,"482"
438,"488"
439,"447"
440,"504"
441,"512"
442,"467"
443,"446"
444,"495"
445,"471"
446,"436"
447,"450"
448,"441"
449,"447"
450,"426"
451,"460"
452,"472"
453,"458"
454,"474"
455,"469"
456,"487"
457,"453"
458,"463"
459,"486"
460,"480"
461,"494"
462,"468"
463,"466"
464,"509"
465,"517"
466,"468"
467,"524"
468,"505"
469,"527"
470,"536"
471,"530"
472,"493"
473,"543"
474,"528"
475,"493"
476,"515"
477,"546"
478,"494"
479,"486"
480,"502"
481,"460"
482,"477"
483,"480"
484,"468"
485,"414"
486,"433"
487,"467"
488,"422"
489,"448"
490,"435"
491,"448"
492,"433"
493,"423"
494,"446"
495,"453"
496,"482"
497,"437"
498,"490"
499,"506"
500,"461"
501,"472"
502,"483"
503,"438"
504,"484"
505,"491"
506,"466"
507,"490"
508,"456"
509,"466"
510,"468"
511,"423"
512,"510"
513,"485"
514,"478"
515,"446"
516,"466"
517,"441"
518,"460"
519,"471"
520,"443"
521,"493"
522,"485"
523,"499"
524,"506"
525,"535"
526,"581"
527,"517"
528,"450"
529,"473"
530,"493"
531,"502"
532,"493"
533,"492"
534,"517"
535,"509"
536,"487"
537,"485"
538,"479"
539,"467"
540,"453"
541,"463"
542,"471"
543,"442"
544,"453"
545,"420"
546,"417"
547,"466"
548,"457"
549,"403"
550,"433"
551,"455"
552,"425"
553,"433"
554,"438"
555,"413"
556,"480"
557,"422"
558,"467"
559,"436"
560,"449"
561,"435"
562,"457"
563,"494"
564,"424"
565,"446"
566,"468"
567,"475"
568,"442"
569,"449"
570,"440"
571,"455"
572,"481"
573,"437"
574,"467"
575,"420"
576,"463"
577,"441"
578,"466"
579,"452"
580,"454"
581,"461"
582,"448"
583,"426"
584,"490"
585,"424"
586,"454"
587,"416"
588,"474"
589,"415"
590,"401"
591,"442"
592,"478"
593,"440"
594,"490"
595,"444"
596,"460"
597,"406"
598,"431"
599,"449"
600,"440"
601,"468"
602,"442"
603,"416"
604,"441"
605,"441"
606,"486"
607,"461"
608,"439"
609,"439"
610,"436"
611,"439"
612,"437"
613,"441"
614,"445"
615,"468"
616,"463"
617,"442"
618,"445"
619,"480"
620,"497"
621,"492"
622,"488"
623,"529"
624,"501"
625,"521"
626,"477"
627,"526"
628,"528"
629,"482"
630,"480"
631,"506"
632,"490"
633,"468"
634,"466"
635,"495"
636,"487"
637,"448"
638,"461"
639,"443"
640,"394"
