Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3AE 3phi 0"
201,"282"
202,"274"
203,"274"
204,"253"
205,"200"
206,"191"
207,"221"
208,"204"
209,"219"
210,"208"
211,"197"
212,"255"
213,"221"
214,"226"
215,"256"
216,"264"
217,"296"
218,"313"
219,"379"
220,"439"
221,"492"
222,"690"
223,"673"
224,"739"
225,"661"
226,"581"
227,"570"
228,"445"
229,"375"
230,"342"
231,"312"
232,"290"
233,"262"
234,"313"
235,"279"
236,"321"
237,"355"
238,"309"
239,"347"
240,"373"
241,"366"
242,"360"
243,"373"
244,"402"
245,"428"
246,"403"
247,"355"
248,"345"
249,"354"
250,"323"
251,"335"
252,"287"
253,"312"
254,"323"
255,"340"
256,"324"
257,"376"
258,"360"
259,"326"
260,"358"
261,"367"
262,"367"
263,"335"
264,"373"
265,"360"
266,"352"
267,"371"
268,"349"
269,"369"
270,"376"
271,"366"
272,"424"
273,"424"
274,"428"
275,"365"
276,"411"
277,"385"
278,"387"
279,"379"
280,"394"
281,"409"
282,"406"
283,"407"
284,"425"
285,"407"
286,"419"
287,"447"
288,"456"
289,"459"
290,"525"
291,"513"
292,"564"
293,"539"
294,"563"
295,"525"
296,"474"
297,"487"
298,"447"
299,"496"
300,"468"
301,"469"
302,"488"
303,"449"
304,"418"
305,"456"
306,"503"
307,"534"
308,"557"
309,"629"
310,"749"
311,"1125"
312,"1536"
313,"2163"
314,"3070"
315,"4061"
316,"4776"
317,"5367"
318,"5552"
319,"5577"
320,"5010"
321,"4128"
322,"3119"
323,"2313"
324,"1522"
325,"1094"
326,"828"
327,"651"
328,"541"
329,"510"
330,"493"
331,"493"
332,"484"
333,"511"
334,"506"
335,"484"
336,"486"
337,"487"
338,"511"
339,"514"
340,"524"
341,"546"
342,"569"
343,"573"
344,"703"
345,"761"
346,"867"
347,"969"
348,"1105"
349,"1239"
350,"1299"
351,"1338"
352,"1277"
353,"1228"
354,"1158"
355,"975"
356,"921"
357,"867"
358,"830"
359,"866"
360,"877"
361,"958"
362,"940"
363,"890"
364,"975"
365,"1045"
366,"1104"
367,"1101"
368,"1314"
369,"1303"
370,"1427"
371,"1480"
372,"1459"
373,"1328"
374,"1140"
375,"1020"
376,"843"
377,"721"
378,"608"
379,"533"
380,"537"
381,"486"
382,"509"
383,"455"
384,"470"
385,"486"
386,"477"
387,"501"
388,"496"
389,"499"
390,"522"
391,"491"
392,"514"
393,"563"
394,"558"
395,"595"
396,"681"
397,"707"
398,"712"
399,"756"
400,"781"
401,"766"
402,"764"
403,"721"
404,"734"
405,"687"
406,"674"
407,"659"
408,"650"
409,"641"
410,"686"
411,"668"
412,"675"
413,"684"
414,"652"
415,"557"
416,"592"
417,"544"
418,"561"
419,"506"
420,"571"
421,"544"
422,"500"
423,"557"
424,"584"
425,"569"
426,"585"
427,"619"
428,"574"
429,"628"
430,"641"
431,"602"
432,"599"
433,"583"
434,"571"
435,"597"
436,"577"
437,"556"
438,"581"
439,"566"
440,"539"
441,"573"
442,"592"
443,"582"
444,"550"
445,"578"
446,"556"
447,"567"
448,"550"
449,"574"
450,"556"
451,"574"
452,"532"
453,"574"
454,"529"
455,"602"
456,"574"
457,"589"
458,"591"
459,"591"
460,"516"
461,"563"
462,"582"
463,"574"
464,"595"
465,"563"
466,"545"
467,"572"
468,"634"
469,"592"
470,"558"
471,"597"
472,"584"
473,"563"
474,"519"
475,"563"
476,"560"
477,"576"
478,"595"
479,"562"
480,"555"
481,"582"
482,"629"
483,"571"
484,"606"
485,"590"
486,"612"
487,"587"
488,"580"
489,"586"
490,"619"
491,"578"
492,"594"
493,"589"
494,"562"
495,"626"
496,"564"
497,"585"
498,"638"
499,"621"
500,"602"
501,"569"
502,"585"
503,"580"
504,"614"
505,"560"
506,"564"
507,"540"
508,"500"
509,"578"
510,"538"
511,"579"
512,"590"
513,"574"
514,"581"
515,"599"
516,"559"
517,"574"
518,"573"
519,"599"
520,"587"
521,"568"
522,"582"
523,"595"
524,"641"
525,"614"
526,"580"
527,"568"
528,"583"
529,"608"
530,"567"
531,"531"
532,"563"
533,"559"
534,"538"
535,"564"
536,"552"
537,"515"
538,"580"
539,"574"
540,"591"
541,"545"
542,"547"
543,"560"
544,"535"
545,"507"
546,"565"
547,"598"
548,"521"
549,"578"
550,"563"
551,"575"
552,"539"
553,"525"
554,"568"
555,"577"
556,"536"
557,"552"
558,"536"
559,"590"
560,"526"
561,"551"
562,"540"
563,"610"
564,"587"
565,"540"
566,"538"
567,"572"
568,"530"
569,"534"
570,"566"
571,"577"
572,"554"
573,"550"
574,"587"
575,"568"
576,"554"
577,"531"
578,"526"
579,"586"
580,"562"
581,"555"
582,"537"
583,"543"
584,"554"
585,"573"
586,"540"
587,"555"
588,"519"
589,"553"
590,"566"
591,"560"
592,"605"
593,"572"
594,"581"
595,"580"
596,"561"
597,"558"
598,"533"
599,"606"
600,"541"
601,"567"
602,"545"
603,"546"
604,"556"
605,"538"
606,"597"
607,"550"
608,"540"
609,"574"
610,"546"
611,"550"
612,"549"
613,"524"
614,"595"
615,"545"
616,"573"
617,"544"
618,"576"
619,"546"
620,"575"
621,"577"
622,"556"
623,"574"
624,"548"
625,"581"
626,"576"
627,"603"
628,"601"
629,"588"
630,"580"
631,"540"
632,"598"
633,"569"
634,"553"
635,"576"
636,"602"
637,"577"
638,"584"
639,"570"
640,"585"
641,"531"
642,"574"
643,"571"
644,"546"
645,"513"
646,"513"
647,"558"
648,"540"
649,"523"
650,"546"
651,"544"
652,"584"
653,"563"
654,"610"
655,"588"
656,"596"
657,"605"
658,"678"
659,"687"
660,"761"
661,"760"
662,"758"
663,"811"
664,"849"
665,"867"
666,"782"
667,"800"
668,"833"
669,"763"
670,"696"
671,"650"
672,"637"
673,"603"
674,"592"
675,"589"
676,"580"
677,"541"
678,"511"
679,"535"
680,"531"
681,"513"
682,"553"
683,"608"
684,"592"
685,"586"
686,"539"
687,"530"
688,"526"
689,"577"
690,"576"
691,"575"
692,"602"
693,"605"
694,"555"
695,"653"
696,"649"
697,"714"
698,"722"
699,"821"
700,"848"
701,"870"
702,"865"
703,"966"
704,"960"
705,"843"
706,"844"
707,"877"
708,"734"
709,"709"
710,"668"
711,"620"
712,"627"
713,"577"
714,"575"
715,"537"
716,"524"
717,"541"
718,"509"
719,"517"
720,"508"
721,"491"
722,"512"
723,"534"
724,"511"
725,"500"
726,"511"
727,"503"
728,"473"
729,"507"
730,"503"
731,"514"
732,"517"
733,"496"
734,"543"
735,"487"
736,"532"
737,"520"
738,"469"
739,"553"
740,"508"
741,"500"
742,"603"
743,"588"
744,"579"
745,"519"
746,"536"
747,"525"
748,"531"
749,"523"
750,"498"
751,"458"
752,"507"
753,"490"
754,"494"
755,"486"
756,"481"
757,"486"
758,"501"
759,"539"
760,"458"
761,"471"
762,"512"
763,"444"
764,"470"
765,"518"
766,"528"
767,"466"
768,"505"
769,"473"
770,"447"
771,"517"
772,"482"
773,"496"
774,"473"
775,"519"
776,"513"
777,"521"
778,"562"
779,"523"
780,"550"
781,"567"
782,"570"
783,"585"
784,"593"
785,"614"
786,"646"
787,"593"
788,"516"
789,"526"
790,"541"
791,"517"
792,"463"
793,"486"
794,"514"
795,"494"
796,"500"
797,"506"
798,"451"
799,"444"
800,"464"
801,"497"
802,"473"
803,"470"
804,"436"
805,"442"
806,"488"
807,"458"
808,"450"
809,"423"
810,"394"
811,"455"
812,"434"
813,"448"
814,"474"
815,"438"
816,"405"
817,"446"
818,"490"
819,"477"
820,"453"
821,"465"
822,"432"
823,"477"
824,"467"
825,"459"
826,"428"
827,"435"
828,"424"
829,"488"
830,"455"
831,"465"
832,"462"
833,"455"
834,"444"
835,"468"
836,"425"
837,"438"
838,"473"
839,"483"
840,"432"
841,"438"
842,"474"
843,"451"
844,"436"
845,"466"
846,"460"
847,"460"
848,"459"
849,"474"
850,"463"
851,"480"
852,"428"
853,"479"
854,"442"
855,"414"
856,"474"
857,"454"
858,"470"
859,"478"
860,"465"
861,"447"
862,"436"
863,"487"
864,"448"
865,"430"
866,"448"
867,"441"
868,"492"
869,"459"
870,"483"
871,"477"
872,"497"
873,"521"
874,"458"
875,"472"
876,"523"
877,"497"
878,"480"
879,"494"
880,"484"
881,"506"
882,"491"
883,"502"
884,"508"
885,"503"
886,"498"
887,"533"
888,"494"
889,"529"
890,"490"
891,"491"
892,"522"
893,"541"
894,"511"
895,"524"
896,"523"
897,"538"
898,"539"
899,"551"
900,"564"
901,"570"
902,"555"
903,"604"
904,"617"
905,"610"
906,"565"
907,"628"
908,"648"
909,"639"
910,"657"
911,"649"
912,"720"
913,"692"
914,"698"
915,"765"
916,"766"
917,"832"
918,"805"
919,"786"
920,"842"
921,"900"
922,"965"
923,"1021"
924,"1017"
925,"1063"
926,"1070"
927,"1153"
928,"1259"
929,"1263"
930,"1307"
931,"1348"
932,"1438"
933,"1470"
934,"1468"
935,"1471"
936,"1592"
937,"1565"
938,"1606"
939,"1593"
940,"1565"
941,"1580"
942,"1608"
943,"1564"
944,"1504"
945,"1460"
946,"1524"
947,"1496"
948,"1412"
949,"1362"
950,"1330"
951,"1323"
952,"1249"
953,"1120"
954,"1136"
955,"1126"
956,"1112"
957,"997"
958,"909"
959,"904"
960,"882"
961,"902"
962,"849"
963,"789"
964,"735"
965,"814"
966,"699"
967,"666"
968,"653"
969,"626"
970,"626"
971,"599"
972,"568"
973,"587"
974,"545"
975,"543"
976,"517"
977,"533"
978,"508"
979,"472"
980,"477"
981,"470"
982,"461"
983,"445"
984,"453"
985,"434"
986,"481"
987,"457"
988,"499"
989,"505"
990,"497"
991,"500"
992,"565"
993,"601"
994,"671"
995,"657"
996,"678"
997,"813"
998,"806"
999,"889"
1000,"906"
1001,"902"
1002,"952"
1003,"1005"
1004,"967"
1005,"891"
1006,"926"
1007,"818"
1008,"834"
1009,"677"
1010,"692"
1011,"622"
1012,"564"
1013,"506"
1014,"428"
1015,"436"
1016,"396"
1017,"409"
1018,"382"
1019,"375"
1020,"395"
1021,"378"
1022,"375"
1023,"386"
1024,"390"
1025,"385"
1026,"395"
1027,"353"
1028,"388"
1029,"401"
1030,"457"
1031,"429"
1032,"445"
1033,"430"
1034,"475"
1035,"414"
1036,"457"
1037,"448"
1038,"499"
1039,"487"
1040,"505"
1041,"543"
1042,"552"
1043,"569"
1044,"620"
1045,"639"
1046,"670"
1047,"626"
1048,"660"
1049,"702"
1050,"728"
1051,"747"
1052,"694"
1053,"666"
1054,"692"
1055,"666"
1056,"637"
1057,"590"
1058,"589"
1059,"546"
1060,"558"
1061,"539"
1062,"492"
1063,"472"
1064,"483"
1065,"454"
1066,"411"
1067,"459"
1068,"385"
1069,"437"
1070,"413"
1071,"395"
1072,"396"
1073,"354"
1074,"379"
1075,"397"
1076,"357"
1077,"368"
1078,"353"
1079,"348"
1080,"348"
1081,"311"
1082,"340"
1083,"324"
1084,"334"
1085,"347"
1086,"313"
1087,"320"
1088,"302"
1089,"336"
1090,"317"
1091,"305"
1092,"289"
1093,"292"
1094,"313"
1095,"292"
1096,"277"
1097,"288"
1098,"287"
1099,"309"
1100,"280"
1101,"271"
1102,"302"
1103,"260"
1104,"292"
1105,"286"
1106,"281"
1107,"299"
1108,"271"
1109,"277"
1110,"255"
1111,"279"
1112,"262"
1113,"281"
1114,"259"
1115,"274"
1116,"277"
1117,"263"
1118,"266"
1119,"267"
1120,"279"
1121,"280"
1122,"316"
1123,"303"
1124,"313"
1125,"324"
1126,"349"
1127,"338"
1128,"335"
1129,"331"
1130,"335"
1131,"314"
1132,"330"
1133,"297"
1134,"326"
1135,"271"
1136,"299"
1137,"273"
1138,"256"
1139,"252"
1140,"255"
1141,"248"
1142,"233"
1143,"260"
1144,"256"
1145,"244"
1146,"241"
1147,"242"
1148,"222"
1149,"235"
1150,"221"
1151,"210"
1152,"242"
1153,"252"
1154,"242"
1155,"244"
1156,"262"
1157,"261"
1158,"253"
1159,"249"
1160,"207"
1161,"231"
1162,"211"
1163,"235"
1164,"254"
1165,"205"
1166,"180"
1167,"225"
1168,"237"
1169,"221"
1170,"194"
1171,"218"
1172,"216"
1173,"194"
1174,"249"
1175,"225"
1176,"212"
1177,"234"
1178,"232"
1179,"255"
1180,"214"
1181,"244"
1182,"266"
1183,"258"
1184,"278"
1185,"239"
1186,"257"
1187,"226"
1188,"249"
1189,"228"
1190,"241"
1191,"191"
1192,"212"
1193,"210"
1194,"196"
1195,"209"
1196,"205"
1197,"232"
1198,"209"
1199,"211"
1200,"227"
1201,"195"
1202,"223"
1203,"215"
1204,"198"
1205,"204"
1206,"194"
1207,"189"
1208,"215"
1209,"211"
1210,"194"
1211,"198"
1212,"213"
1213,"196"
1214,"184"
1215,"180"
1216,"206"
1217,"198"
1218,"201"
1219,"205"
1220,"159"
1221,"185"
1222,"226"
1223,"176"
1224,"169"
1225,"196"
1226,"194"
1227,"152"
1228,"168"
1229,"186"
1230,"200"
1231,"184"
1232,"178"
1233,"180"
1234,"172"
1235,"191"
1236,"174"
1237,"216"
1238,"185"
1239,"200"
1240,"219"
1241,"212"
1242,"187"
1243,"179"
1244,"192"
1245,"179"
1246,"196"
1247,"194"
1248,"193"
1249,"186"
1250,"189"
1251,"203"
1252,"159"
1253,"231"
1254,"181"
1255,"179"
1256,"209"
1257,"187"
1258,"173"
1259,"192"
1260,"158"
1261,"183"
1262,"173"
1263,"156"
1264,"177"
1265,"178"
1266,"142"
1267,"178"
1268,"151"
1269,"138"
1270,"161"
1271,"162"
1272,"131"
1273,"162"
1274,"167"
1275,"174"
1276,"171"
1277,"166"
1278,"175"
1279,"154"
1280,"173"
1281,"163"
1282,"170"
1283,"172"
1284,"173"
1285,"152"
1286,"151"
1287,"149"
1288,"142"
1289,"162"
1290,"172"
1291,"178"
1292,"174"
1293,"145"
1294,"160"
1295,"173"
1296,"159"
1297,"156"
1298,"131"
1299,"145"
1300,"184"
1301,"157"
1302,"159"
1303,"170"
1304,"156"
1305,"154"
1306,"159"
1307,"160"
1308,"143"
1309,"148"
1310,"147"
1311,"133"
1312,"157"
1313,"137"
1314,"144"
1315,"133"
1316,"132"
1317,"150"
1318,"160"
1319,"145"
1320,"158"
1321,"152"
1322,"168"
1323,"147"
1324,"141"
1325,"141"
1326,"133"
1327,"139"
1328,"160"
1329,"171"
1330,"164"
1331,"140"
1332,"130"
1333,"152"
1334,"134"
1335,"151"
1336,"131"
1337,"117"
1338,"155"
1339,"150"
1340,"138"
1341,"118"
1342,"127"
1343,"137"
1344,"149"
1345,"121"
1346,"138"
1347,"127"
1348,"133"
1349,"135"
1350,"118"
1351,"137"
1352,"128"
1353,"121"
1354,"128"
1355,"139"
1356,"123"
1357,"135"
1358,"131"
1359,"132"
1360,"108"
1361,"117"
1362,"122"
1363,"138"
1364,"118"
1365,"143"
1366,"144"
1367,"120"
1368,"121"
1369,"110"
1370,"122"
1371,"114"
1372,"129"
1373,"111"
1374,"123"
1375,"146"
1376,"124"
1377,"112"
1378,"114"
1379,"118"
1380,"115"
1381,"119"
1382,"119"
1383,"108"
1384,"134"
1385,"127"
1386,"126"
1387,"102"
1388,"120"
1389,"126"
1390,"125"
1391,"115"
1392,"123"
1393,"116"
1394,"113"
1395,"115"
1396,"133"
1397,"119"
1398,"122"
1399,"108"
1400,"118"
1401,"108"
1402,"123"
1403,"122"
1404,"115"
1405,"121"
1406,"102"
1407,"111"
1408,"109"
1409,"112"
1410,"114"
1411,"121"
1412,"114"
1413,"104"
1414,"118"
1415,"104"
1416,"100"
1417,"103"
1418,"115"
1419,"99"
1420,"94"
1421,"123"
1422,"105"
1423,"114"
1424,"102"
1425,"103"
1426,"96"
1427,"102"
1428,"91"
1429,"102"
1430,"112"
1431,"88"
1432,"95"
1433,"107"
1434,"107"
1435,"92"
1436,"88"
1437,"106"
1438,"119"
1439,"95"
1440,"99"
1441,"110"
1442,"101"
1443,"99"
1444,"99"
1445,"113"
1446,"81"
1447,"89"
1448,"93"
1449,"90"
1450,"83"
1451,"99"
1452,"100"
1453,"94"
1454,"86"
1455,"75"
1456,"90"
1457,"97"
1458,"94"
1459,"86"
1460,"89"
1461,"84"
1462,"87"
1463,"104"
1464,"72"
1465,"82"
1466,"86"
1467,"114"
1468,"83"
1469,"74"
1470,"75"
1471,"85"
1472,"101"
1473,"96"
1474,"80"
1475,"85"
1476,"72"
1477,"86"
1478,"90"
1479,"83"
1480,"74"
1481,"80"
1482,"85"
1483,"76"
1484,"74"
1485,"84"
1486,"81"
1487,"101"
1488,"85"
1489,"77"
1490,"56"
1491,"86"
1492,"77"
1493,"81"
1494,"79"
1495,"72"
1496,"74"
1497,"69"
1498,"74"
1499,"74"
1500,"70"
1501,"73"
1502,"76"
1503,"71"
1504,"78"
1505,"72"
1506,"65"
1507,"65"
1508,"80"
1509,"78"
1510,"66"
1511,"77"
1512,"61"
1513,"71"
1514,"95"
1515,"75"
1516,"78"
1517,"73"
1518,"59"
1519,"63"
1520,"56"
1521,"72"
1522,"68"
1523,"57"
1524,"75"
1525,"78"
1526,"65"
1527,"68"
1528,"55"
1529,"68"
1530,"64"
1531,"73"
1532,"73"
1533,"72"
1534,"54"
1535,"57"
1536,"54"
1537,"80"
1538,"60"
1539,"64"
1540,"85"
1541,"53"
1542,"67"
1543,"68"
1544,"65"
1545,"69"
1546,"63"
1547,"50"
1548,"69"
1549,"53"
1550,"61"
1551,"64"
1552,"48"
1553,"52"
1554,"67"
1555,"64"
1556,"45"
1557,"46"
1558,"58"
1559,"52"
1560,"55"
1561,"71"
1562,"56"
1563,"53"
1564,"47"
1565,"61"
1566,"57"
1567,"51"
1568,"52"
1569,"55"
1570,"57"
1571,"48"
1572,"58"
1573,"46"
1574,"47"
1575,"55"
1576,"58"
1577,"52"
1578,"40"
1579,"53"
1580,"57"
1581,"51"
1582,"54"
1583,"61"
1584,"55"
1585,"53"
1586,"41"
1587,"46"
1588,"43"
1589,"34"
1590,"52"
1591,"43"
1592,"43"
1593,"52"
1594,"34"
1595,"47"
1596,"44"
1597,"50"
1598,"50"
1599,"51"
1600,"28"
1601,"37"
1602,"53"
1603,"40"
1604,"45"
1605,"39"
1606,"41"
1607,"41"
1608,"48"
1609,"63"
1610,"38"
1611,"38"
1612,"49"
1613,"43"
1614,"42"
1615,"38"
1616,"34"
1617,"35"
1618,"40"
1619,"35"
1620,"34"
1621,"25"
1622,"37"
1623,"29"
1624,"32"
1625,"38"
1626,"28"
1627,"34"
1628,"30"
1629,"26"
1630,"26"
1631,"23"
1632,"47"
1633,"32"
1634,"31"
1635,"34"
1636,"25"
1637,"31"
1638,"33"
1639,"28"
1640,"23"
1641,"30"
1642,"32"
1643,"22"
1644,"25"
1645,"18"
1646,"25"
1647,"30"
1648,"24"
1649,"35"
1650,"25"
1651,"22"
1652,"25"
1653,"26"
1654,"19"
1655,"35"
1656,"27"
1657,"16"
1658,"21"
1659,"16"
1660,"19"
1661,"29"
1662,"17"
1663,"21"
1664,"23"
1665,"18"
1666,"26"
1667,"36"
1668,"22"
1669,"19"
1670,"16"
1671,"29"
1672,"27"
1673,"19"
1674,"21"
1675,"27"
1676,"20"
1677,"23"
1678,"22"
1679,"14"
1680,"16"
1681,"19"
1682,"13"
1683,"17"
1684,"26"
1685,"9"
1686,"17"
1687,"24"
1688,"18"
1689,"15"
1690,"16"
1691,"19"
1692,"14"
1693,"16"
1694,"18"
1695,"14"
1696,"14"
1697,"11"
1698,"14"
1699,"11"
1700,"9"
1701,"8"
1702,"6"
1703,"14"
1704,"10"
1705,"15"
1706,"15"
1707,"11"
1708,"11"
1709,"10"
1710,"11"
1711,"12"
1712,"11"
1713,"10"
1714,"12"
1715,"10"
1716,"10"
1717,"9"
1718,"9"
1719,"6"
1720,"8"
1721,"9"
1722,"9"
1723,"5"
1724,"12"
1725,"7"
1726,"4"
1727,"4"
1728,"7"
1729,"11"
1730,"9"
1731,"8"
1732,"6"
1733,"7"
1734,"9"
1735,"9"
1736,"2"
1737,"5"
1738,"13"
1739,"4"
1740,"4"
1741,"4"
1742,"5"
1743,"5"
1744,"7"
1745,"6"
1746,"7"
1747,"1"
1748,"3"
1749,"5"
1750,"3"
1751,"7"
1752,"3"
1753,"5"
1754,"2"
1755,"2"
1756,"3"
1757,"3"
1758,"4"
1759,"0"
1760,"5"
1761,"4"
1762,"6"
1763,"3"
1764,"3"
1765,"5"
1766,"4"
1767,"3"
1768,"4"
1769,"1"
1770,"8"
1771,"5"
1772,"4"
1773,"5"
1774,"4"
1775,"5"
1776,"1"
1777,"5"
1778,"3"
1779,"4"
1780,"1"
1781,"2"
1782,"3"
1783,"3"
1784,"3"
1785,"3"
1786,"2"
1787,"0"
1788,"1"
1789,"4"
1790,"2"
1791,"3"
1792,"0"
1793,"3"
1794,"2"
1795,"4"
1796,"2"
1797,"3"
1798,"1"
1799,"3"
1800,"1"
1801,"0"
1802,"3"
1803,"5"
1804,"1"
1805,"1"
1806,"3"
1807,"2"
1808,"1"
1809,"3"
1810,"0"
1811,"1"
1812,"0"
1813,"2"
1814,"0"
1815,"4"
1816,"1"
1817,"3"
1818,"1"
1819,"2"
1820,"4"
1821,"0"
1822,"1"
1823,"2"
1824,"2"
1825,"0"
1826,"1"
1827,"2"
1828,"2"
1829,"1"
1830,"0"
1831,"2"
1832,"2"
1833,"1"
1834,"0"
1835,"0"
1836,"0"
1837,"1"
1838,"1"
1839,"1"
1840,"1"
1841,"3"
1842,"3"
1843,"0"
1844,"1"
1845,"1"
1846,"0"
1847,"1"
1848,"0"
1849,"0"
1850,"0"
1851,"1"
1852,"1"
1853,"3"
1854,"1"
1855,"1"
1856,"0"
1857,"0"
1858,"1"
1859,"2"
1860,"1"
1861,"2"
1862,"1"
1863,"0"
1864,"1"
1865,"1"
1866,"1"
1867,"0"
1868,"1"
1869,"0"
1870,"2"
1871,"2"
1872,"1"
1873,"0"
1874,"1"
1875,"1"
1876,"1"
1877,"2"
1878,"0"
1879,"0"
1880,"1"
1881,"1"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"1"
1887,"0"
1888,"0"
1889,"0"
1890,"0"
1891,"4"
1892,"0"
1893,"1"
1894,"0"
1895,"0"
1896,"1"
1897,"1"
1898,"0"
1899,"1"
1900,"1"
1901,"0"
1902,"1"
1903,"1"
1904,"2"
1905,"0"
1906,"0"
1907,"1"
1908,"1"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"1"
1917,"2"
1918,"1"
1919,"0"
1920,"3"
1921,"1"
1922,"0"
1923,"0"
1924,"1"
1925,"0"
1926,"1"
1927,"0"
1928,"1"
1929,"1"
1930,"0"
1931,"1"
1932,"1"
1933,"0"
1934,"0"
1935,"1"
1936,"1"
1937,"0"
1938,"0"
1939,"1"
1940,"1"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"1"
1953,"0"
1954,"0"
1955,"1"
1956,"0"
1957,"1"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"1"
1964,"0"
1965,"0"
1966,"0"
1967,"1"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"2"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"1"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"0"
1993,"0"
1994,"0"
1995,"2"
1996,"0"
1997,"1"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"1"
2013,"0"
2014,"1"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"1"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"1"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


