Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4C -1phi 0"
Duration Time,60.097
Ambient Temperature,"92.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"626745"
Raw Accumulated Counts,"647691"
Valid Count Last Packet,"9819"
Raw Count Last Packet,"10171"
Live Time,58.560017
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7948
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1846"
1,"1496"
2,"979"
3,"522"
4,"210"
5,"67"
6,"22"
7,"5"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"1"
21,"5"
22,"34"
23,"108"
24,"165"
25,"191"
26,"165"
27,"187"
28,"160"
29,"183"
30,"151"
31,"156"
32,"170"
33,"144"
34,"180"
35,"131"
36,"144"
37,"133"
38,"145"
39,"136"
40,"158"
41,"133"
42,"135"
43,"139"
44,"160"
45,"143"
46,"159"
47,"179"
48,"150"
49,"161"
50,"157"
51,"132"
52,"136"
53,"153"
54,"142"
55,"146"
56,"136"
57,"120"
58,"139"
59,"151"
60,"165"
61,"128"
62,"139"
63,"119"
64,"134"
65,"108"
66,"132"
67,"121"
68,"128"
69,"153"
70,"127"
71,"168"
72,"181"
73,"188"
74,"178"
75,"219"
76,"186"
77,"173"
78,"139"
79,"149"
80,"158"
81,"244"
82,"373"
83,"563"
84,"774"
85,"1081"
86,"1198"
87,"1100"
88,"922"
89,"665"
90,"454"
91,"311"
92,"229"
93,"157"
94,"126"
95,"153"
96,"134"
97,"135"
98,"131"
99,"146"
100,"118"
101,"127"
102,"116"
103,"111"
104,"112"
105,"109"
106,"108"
107,"107"
108,"121"
109,"125"
110,"141"
111,"143"
112,"183"
113,"214"
114,"240"
115,"212"
116,"203"
117,"236"
118,"196"
119,"204"
120,"193"
121,"172"
122,"169"
123,"204"
124,"193"
125,"226"
126,"275"
127,"359"
128,"500"
129,"728"
130,"1064"
131,"1400"
132,"1664"
133,"1890"
134,"2064"
135,"1754"
136,"1561"
137,"1396"
138,"1271"
139,"1300"
140,"1342"
141,"1378"
142,"1533"
143,"1559"
144,"1626"
145,"1775"
146,"1872"
147,"1788"
148,"1607"
149,"1311"
150,"918"
151,"681"
152,"484"
153,"369"
154,"296"
155,"308"
156,"318"
157,"376"
158,"469"
159,"622"
160,"759"
161,"1128"
162,"1518"
163,"1826"
164,"1972"
165,"1946"
166,"1784"
167,"1296"
168,"1054"
169,"636"
170,"394"
171,"299"
172,"264"
173,"235"
174,"303"
175,"320"
176,"389"
177,"461"
178,"566"
179,"573"
180,"640"
181,"642"
182,"646"
183,"644"
184,"613"
185,"483"
186,"428"
187,"350"
188,"249"
189,"211"
190,"187"
191,"176"
192,"172"
193,"170"
194,"181"
195,"202"
196,"224"
197,"241"
198,"247"
199,"231"
200,"227"
201,"198"
202,"225"
203,"193"
204,"201"
205,"204"
206,"203"
207,"193"
208,"239"
209,"209"
210,"202"
211,"255"
212,"220"
213,"227"
214,"259"
215,"252"
216,"262"
217,"311"
218,"280"
219,"346"
220,"353"
221,"397"
222,"444"
223,"444"
224,"450"
225,"400"
226,"404"
227,"359"
228,"326"
229,"322"
230,"282"
231,"287"
232,"262"
233,"287"
234,"267"
235,"289"
236,"311"
237,"305"
238,"338"
239,"362"
240,"347"
241,"302"
242,"342"
243,"316"
244,"335"
245,"328"
246,"359"
247,"329"
248,"301"
249,"312"
250,"300"
251,"317"
252,"296"
253,"330"
254,"316"
255,"342"
256,"299"
257,"318"
258,"302"
259,"308"
260,"351"
261,"340"
262,"374"
263,"374"
264,"359"
265,"386"
266,"427"
267,"404"
268,"431"
269,"466"
270,"423"
271,"379"
272,"393"
273,"354"
274,"368"
275,"388"
276,"353"
277,"353"
278,"322"
279,"356"
280,"340"
281,"380"
282,"340"
283,"356"
284,"355"
285,"336"
286,"365"
287,"330"
288,"385"
289,"395"
290,"381"
291,"368"
292,"391"
293,"375"
294,"407"
295,"397"
296,"401"
297,"408"
298,"398"
299,"387"
300,"397"
301,"395"
302,"388"
303,"391"
304,"400"
305,"421"
306,"456"
307,"478"
308,"538"
309,"612"
310,"779"
311,"1112"
312,"1608"
313,"2268"
314,"2980"
315,"3887"
316,"4517"
317,"4806"
318,"5111"
319,"4644"
320,"3924"
321,"3024"
322,"2280"
323,"1647"
324,"1146"
325,"746"
326,"643"
327,"546"
328,"463"
329,"495"
330,"445"
331,"497"
332,"460"
333,"485"
334,"488"
335,"482"
336,"513"
337,"529"
338,"469"
339,"491"
340,"451"
341,"515"
342,"508"
343,"582"
344,"610"
345,"656"
346,"786"
347,"894"
348,"1019"
349,"1075"
350,"1166"
351,"1148"
352,"1060"
353,"913"
354,"923"
355,"790"
356,"730"
357,"724"
358,"727"
359,"749"
360,"742"
361,"791"
362,"824"
363,"819"
364,"958"
365,"987"
366,"1055"
367,"1149"
368,"1165"
369,"1239"
370,"1279"
371,"1285"
372,"1172"
373,"1063"
374,"918"
375,"809"
376,"701"
377,"564"
378,"475"
379,"484"
380,"431"
381,"411"
382,"454"
383,"413"
384,"436"
385,"416"
386,"449"
387,"420"
388,"425"
389,"419"
390,"426"
391,"464"
392,"409"
393,"476"
394,"500"
395,"612"
396,"669"
397,"642"
398,"701"
399,"699"
400,"733"
401,"700"
402,"685"
403,"655"
404,"622"
405,"655"
406,"618"
407,"625"
408,"589"
409,"633"
410,"639"
411,"566"
412,"515"
413,"498"
414,"503"
415,"484"
416,"450"
417,"436"
418,"384"
419,"398"
420,"401"
421,"405"
422,"380"
423,"406"
424,"448"
425,"461"
426,"444"
427,"465"
428,"432"
429,"472"
430,"438"
431,"450"
432,"433"
433,"442"
434,"470"
435,"425"
436,"389"
437,"428"
438,"411"
439,"467"
440,"446"
441,"442"
442,"470"
443,"465"
444,"474"
445,"419"
446,"464"
447,"439"
448,"444"
449,"432"
450,"434"
451,"444"
452,"448"
453,"434"
454,"436"
455,"463"
456,"425"
457,"503"
458,"464"
459,"454"
460,"453"
461,"461"
462,"478"
463,"493"
464,"422"
465,"440"
466,"462"
467,"426"
468,"478"
469,"427"
470,"430"
471,"439"
472,"451"
473,"469"
474,"444"
475,"483"
476,"445"
477,"477"
478,"431"
479,"453"
480,"419"
481,"450"
482,"449"
483,"423"
484,"419"
485,"475"
486,"458"
487,"497"
488,"436"
489,"500"
490,"449"
491,"429"
492,"438"
493,"454"
494,"431"
495,"514"
496,"494"
497,"502"
498,"508"
499,"494"
500,"497"
501,"494"
502,"488"
503,"500"
504,"486"
505,"491"
506,"469"
507,"496"
508,"465"
509,"504"
510,"457"
511,"462"
512,"428"
513,"438"
514,"420"
515,"410"
516,"455"
517,"421"
518,"452"
519,"469"
520,"491"
521,"460"
522,"464"
523,"455"
524,"425"
525,"436"
526,"478"
527,"414"
528,"431"
529,"475"
530,"439"
531,"443"
532,"425"
533,"441"
534,"429"
535,"429"
536,"446"
537,"423"
538,"367"
539,"450"
540,"409"
541,"398"
542,"416"
543,"439"
544,"411"
545,"414"
546,"395"
547,"436"
548,"433"
549,"398"
550,"395"
551,"423"
552,"396"
553,"430"
554,"384"
555,"394"
556,"412"
557,"404"
558,"428"
559,"407"
560,"371"
561,"376"
562,"397"
563,"404"
