Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-5B -1phi 4"
Duration Time,60.161
Ambient Temperature,"98.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"575869"
Raw Accumulated Counts,"594188"
Valid Count Last Packet,"8997"
Raw Count Last Packet,"9278"
Live Time,58.762981
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7975
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1847"
1,"1465"
2,"993"
3,"505"
4,"178"
5,"69"
6,"13"
7,"5"
8,"1"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"0"
20,"0"
21,"1"
22,"27"
23,"81"
24,"140"
25,"149"
26,"143"
27,"165"
28,"134"
29,"159"
30,"146"
31,"156"
32,"147"
33,"124"
34,"131"
35,"152"
36,"121"
37,"112"
38,"131"
39,"138"
40,"142"
41,"121"
42,"144"
43,"127"
44,"147"
45,"146"
46,"145"
47,"144"
48,"154"
49,"155"
50,"126"
51,"129"
52,"128"
53,"115"
54,"133"
55,"145"
56,"125"
57,"119"
58,"138"
59,"126"
60,"134"
61,"142"
62,"126"
63,"136"
64,"124"
65,"134"
66,"102"
67,"85"
68,"118"
69,"119"
70,"128"
71,"174"
72,"155"
73,"158"
74,"183"
75,"184"
76,"162"
77,"180"
78,"140"
79,"141"
80,"162"
81,"209"
82,"264"
83,"386"
84,"552"
85,"678"
86,"736"
87,"758"
88,"586"
89,"479"
90,"342"
91,"254"
92,"177"
93,"151"
94,"141"
95,"125"
96,"108"
97,"106"
98,"118"
99,"108"
100,"133"
101,"127"
102,"119"
103,"111"
104,"101"
105,"110"
106,"118"
107,"129"
108,"109"
109,"114"
110,"126"
111,"164"
112,"163"
113,"194"
114,"196"
115,"224"
116,"231"
117,"198"
118,"202"
119,"173"
120,"180"
121,"184"
122,"204"
123,"184"
124,"179"
125,"203"
126,"279"
127,"356"
128,"465"
129,"690"
130,"975"
131,"1419"
132,"1588"
133,"1893"
134,"1884"
135,"1772"
136,"1665"
137,"1379"
138,"1339"
139,"1315"
140,"1331"
141,"1435"
142,"1462"
143,"1489"
144,"1570"
145,"1711"
146,"1830"
147,"1777"
148,"1622"
149,"1277"
150,"1033"
151,"670"
152,"486"
153,"383"
154,"317"
155,"320"
156,"283"
157,"364"
158,"437"
159,"548"
160,"827"
161,"1088"
162,"1538"
163,"1900"
164,"2223"
165,"2158"
166,"1937"
167,"1502"
168,"1128"
169,"724"
170,"456"
171,"297"
172,"224"
173,"220"
174,"249"
175,"289"
176,"390"
177,"462"
178,"501"
179,"549"
180,"613"
181,"660"
182,"614"
183,"635"
184,"580"
185,"520"
186,"428"
187,"347"
188,"280"
189,"213"
190,"183"
191,"192"
192,"191"
193,"162"
194,"199"
195,"205"
196,"199"
197,"213"
198,"227"
199,"245"
200,"246"
201,"251"
202,"218"
203,"238"
204,"213"
205,"195"
206,"191"
207,"198"
208,"205"
209,"205"
210,"229"
211,"212"
212,"228"
213,"214"
214,"230"
215,"218"
216,"212"
217,"222"
218,"270"
219,"296"
220,"349"
221,"462"
222,"472"
223,"500"
224,"495"
225,"495"
226,"475"
227,"391"
228,"373"
229,"318"
230,"321"
231,"315"
232,"340"
233,"347"
234,"334"
235,"374"
236,"364"
237,"361"
238,"408"
239,"402"
240,"329"
241,"358"
242,"333"
243,"296"
244,"323"
245,"294"
246,"338"
247,"323"
248,"304"
249,"301"
250,"289"
251,"284"
252,"301"
253,"287"
254,"265"
255,"267"
256,"272"
257,"273"
258,"293"
259,"247"
260,"267"
261,"285"
262,"279"
263,"275"
264,"275"
265,"291"
266,"321"
267,"363"
268,"335"
269,"354"
270,"336"
271,"385"
272,"385"
273,"343"
274,"373"
275,"406"
276,"364"
277,"368"
278,"366"
279,"297"
280,"327"
281,"390"
282,"313"
283,"344"
284,"306"
285,"312"
286,"297"
287,"331"
288,"317"
289,"345"
290,"368"
291,"393"
292,"387"
293,"343"
294,"355"
295,"385"
296,"364"
297,"395"
298,"361"
299,"394"
300,"356"
301,"389"
302,"398"
303,"395"
304,"396"
305,"404"
306,"392"
307,"416"
308,"462"
309,"504"
310,"688"
311,"931"
312,"1245"
313,"1737"
314,"2288"
315,"2928"
316,"3561"
317,"3788"
318,"4024"
319,"3635"
320,"3214"
321,"2565"
322,"2048"
323,"1501"
324,"1047"
325,"756"
326,"613"
327,"539"
328,"469"
329,"412"
330,"429"
331,"447"
332,"446"
333,"406"
334,"405"
335,"445"
336,"441"
337,"447"
338,"466"
339,"443"
340,"470"
341,"460"
342,"476"
343,"491"
344,"517"
345,"553"
346,"748"
347,"762"
348,"860"
349,"915"
350,"955"
351,"958"
352,"895"
353,"847"
354,"767"
355,"723"
356,"715"
357,"720"
358,"673"
359,"715"
360,"747"
361,"790"
362,"701"
363,"845"
364,"899"
365,"880"
366,"991"
367,"974"
368,"1101"
369,"1199"
370,"1170"
371,"1191"
372,"1117"
373,"1005"
374,"918"
375,"747"
376,"651"
377,"569"
378,"515"
379,"465"
380,"405"
381,"374"
382,"418"
383,"376"
384,"375"
385,"378"
386,"365"
387,"417"
388,"391"
389,"433"
390,"360"
391,"420"
392,"465"
393,"487"
394,"499"
395,"558"
396,"548"
397,"646"
398,"679"
399,"681"
400,"657"
401,"685"
402,"682"
403,"578"
404,"563"
405,"560"
406,"521"
407,"487"
408,"564"
409,"512"
410,"516"
411,"511"
412,"497"
413,"473"
414,"448"
415,"428"
416,"432"
417,"429"
418,"400"
419,"379"
420,"373"
421,"374"
422,"402"
423,"388"
424,"403"
425,"404"
426,"453"
427,"408"
428,"455"
429,"420"
430,"399"
431,"415"
432,"438"
433,"451"
434,"408"
435,"369"
436,"451"
437,"391"
438,"392"
439,"398"
440,"425"
441,"379"
442,"449"
443,"392"
444,"402"
445,"365"
446,"382"
447,"386"
448,"385"
449,"401"
450,"413"
451,"429"
452,"389"
453,"393"
454,"371"
455,"423"
456,"367"
457,"412"
458,"438"
459,"454"
460,"455"
461,"444"
462,"468"
463,"430"
464,"423"
465,"400"
466,"410"
467,"366"
468,"400"
469,"427"
470,"399"
471,"419"
472,"456"
473,"408"
474,"421"
475,"469"
476,"428"
477,"426"
478,"428"
479,"427"
480,"391"
481,"376"
482,"444"
483,"367"
484,"408"
485,"411"
486,"395"
487,"383"
488,"405"
489,"424"
490,"398"
491,"400"
492,"392"
493,"395"
494,"387"
495,"427"
496,"437"
497,"415"
498,"431"
499,"405"
500,"396"
501,"432"
502,"414"
503,"400"
504,"407"
505,"370"
506,"413"
507,"403"
508,"380"
509,"399"
510,"386"
511,"397"
512,"402"
513,"408"
514,"363"
515,"378"
516,"384"
517,"399"
518,"413"
519,"404"
520,"407"
521,"432"
522,"435"
523,"431"
524,"364"
525,"443"
526,"415"
527,"385"
528,"396"
529,"428"
530,"378"
531,"405"
532,"379"
533,"411"
534,"393"
535,"367"
536,"391"
537,"413"
538,"395"
539,"412"
540,"401"
541,"427"
542,"424"
543,"390"
544,"412"
545,"423"
546,"361"
547,"408"
548,"405"
549,"411"
550,"390"
551,"408"
552,"397"
553,"387"
554,"385"
555,"425"
556,"384"
557,"402"
558,"430"
559,"386"
560,"395"
561,"380"
562,"426"
563,"439"
564,"429"
565,"410"
566,"408"
567,"420"
568,"385"
569,"444"
570,"373"
571,"446"
572,"387"
573,"439"
574,"434"
575,"397"
576,"377"
577,"383"
578,"395"
579,"398"
580,"394"
581,"376"
582,"452"
583,"397"
584,"358"
585,"354"
586,"384"
587,"429"
588,"383"
589,"404"
590,"422"
591,"433"
592,"415"
593,"405"
594,"416"
595,"387"
596,"396"
597,"388"
598,"431"
599,"405"
600,"386"
601,"418"
602,"437"
603,"423"
604,"374"
605,"396"
606,"352"
607,"415"
608,"408"
609,"426"
610,"386"
611,"385"
612,"429"
613,"411"
614,"419"
615,"388"
616,"417"
617,"402"
618,"354"
619,"401"
620,"414"
621,"431"
622,"428"
623,"432"
624,"422"
625,"444"
626,"433"
627,"442"
628,"425"
629,"410"
630,"413"
631,"434"
632,"429"
633,"384"
634,"411"
635,"418"
636,"401"
637,"363"
638,"378"
639,"359"
640,"375"
641,"380"
642,"411"
643,"411"
644,"385"
645,"395"
646,"412"
647,"409"
648,"387"
649,"368"
650,"391"
651,"398"
652,"398"
653,"413"
654,"435"
655,"468"
656,"483"
657,"561"
658,"550"
659,"626"
660,"692"
661,"821"
662,"817"
663,"910"
664,"896"
665,"842"
666,"860"
667,"766"
668,"719"
669,"676"
670,"652"
671,"560"
672,"491"
673,"479"
674,"487"
675,"414"
676,"382"
677,"395"
678,"368"
679,"401"
680,"361"
681,"428"
682,"383"
683,"381"
684,"379"
685,"370"
686,"382"
687,"372"
688,"376"
689,"378"
690,"372"
691,"398"
692,"402"
693,"393"
694,"404"
695,"409"
696,"382"
697,"403"
698,"473"
699,"463"
700,"474"
701,"480"
702,"497"
703,"489"
704,"486"
705,"492"
706,"491"
707,"449"
708,"439"
709,"410"
710,"411"
711,"380"
712,"375"
713,"365"
714,"417"
715,"376"
716,"342"
717,"339"
718,"396"
719,"354"
720,"304"
721,"365"
722,"309"
723,"339"
724,"359"
725,"349"
726,"344"
727,"348"
728,"361"
729,"306"
730,"356"
731,"343"
732,"356"
733,"346"
734,"377"
735,"382"
736,"376"
737,"415"
738,"413"
739,"409"
740,"422"
741,"456"
742,"406"
743,"443"
744,"428"
745,"412"
746,"382"
747,"397"
748,"387"
749,"414"
750,"369"
751,"355"
752,"384"
753,"364"
754,"337"
755,"337"
756,"371"
757,"347"
758,"339"
759,"389"
760,"368"
761,"325"
762,"376"
763,"352"
764,"311"
765,"357"
766,"367"
767,"355"
768,"364"
769,"351"
770,"364"
771,"370"
772,"352"
773,"357"
774,"425"
775,"380"
776,"381"
777,"432"
778,"368"
779,"421"
780,"476"
781,"417"
782,"468"
783,"436"
784,"443"
785,"465"
786,"395"
787,"436"
788,"399"
789,"374"
790,"374"
791,"344"
792,"371"
793,"341"
794,"360"
795,"352"
796,"383"
797,"343"
798,"332"
799,"322"
800,"313"
801,"330"
802,"332"
803,"361"
804,"315"
805,"350"
806,"360"
807,"307"
808,"360"
809,"313"
810,"330"
811,"333"
812,"303"
813,"316"
814,"307"
815,"340"
816,"332"
817,"356"
818,"305"
819,"339"
820,"372"
821,"340"
822,"311"
823,"326"
824,"340"
825,"350"
826,"346"
827,"339"
828,"340"
829,"293"
830,"304"
831,"328"
832,"335"
833,"336"
834,"326"
835,"335"
836,"347"
837,"331"
838,"312"
839,"311"
840,"353"
841,"361"
842,"318"
843,"327"
844,"354"
845,"319"
846,"359"
847,"321"
848,"330"
849,"326"
850,"302"
851,"360"
852,"302"
853,"366"
854,"402"
855,"307"
856,"335"
857,"320"
858,"340"
859,"341"
860,"323"
861,"345"
862,"309"
863,"357"
864,"360"
865,"372"
866,"337"
867,"342"
868,"307"
869,"373"
870,"320"
871,"344"
872,"386"
873,"360"
874,"371"
875,"368"
876,"400"
877,"355"
878,"369"
879,"378"
880,"375"
881,"366"
882,"406"
883,"349"
884,"391"
885,"398"
886,"350"
887,"367"
888,"420"
889,"393"
890,"403"
891,"357"
892,"393"
893,"404"
894,"424"
895,"428"
896,"389"
897,"418"
898,"393"
899,"447"
900,"436"
901,"424"
902,"415"
903,"464"
904,"455"
905,"441"
906,"498"
907,"503"
908,"525"
909,"462"
910,"495"
911,"527"
912,"561"
913,"567"
914,"569"
915,"581"
916,"618"
917,"656"
918,"713"
919,"703"
920,"754"
921,"771"
922,"715"
923,"781"
924,"831"
925,"863"
926,"951"
927,"887"
928,"977"
929,"972"
930,"1081"
931,"1124"
932,"1107"
933,"1123"
934,"1146"
935,"1167"
936,"1105"
937,"1183"
938,"1178"
939,"1152"
940,"1140"
941,"1132"
942,"1150"
943,"1078"
944,"1062"
945,"1153"
946,"1030"
947,"1053"
948,"989"
949,"1046"
950,"982"
951,"878"
952,"921"
953,"826"
954,"798"
955,"769"
956,"743"
957,"735"
958,"691"
959,"669"
960,"660"
961,"595"
962,"557"
963,"540"
964,"539"
965,"542"
966,"484"
967,"503"
968,"509"
969,"433"
970,"482"
971,"416"
972,"421"
973,"455"
974,"406"
975,"376"
976,"399"
977,"407"
978,"361"
979,"366"
980,"358"
981,"340"
982,"323"
983,"321"
984,"343"
985,"335"
986,"348"
987,"353"
988,"352"
989,"384"
990,"398"
991,"430"
992,"434"
993,"540"
994,"492"
995,"547"
996,"597"
997,"588"
998,"660"
999,"688"
1000,"707"
1001,"716"
1002,"725"
1003,"752"
1004,"724"
1005,"689"
1006,"698"
1007,"612"
1008,"578"
1009,"535"
1010,"491"
1011,"428"
1012,"396"
1013,"380"
1014,"337"
1015,"332"
1016,"289"
1017,"318"
1018,"303"
1019,"274"
1020,"308"
1021,"290"
1022,"306"
1023,"284"
1024,"292"
1025,"320"
1026,"312"
1027,"293"
1028,"316"
1029,"341"
1030,"339"
1031,"348"
1032,"345"
1033,"373"
1034,"353"
1035,"343"
1036,"376"
1037,"399"
1038,"422"
1039,"423"
1040,"464"
1041,"454"
1042,"485"
1043,"504"
1044,"480"
1045,"538"
1046,"545"
1047,"575"
1048,"551"
1049,"558"
1050,"570"
1051,"578"
1052,"581"
1053,"550"
1054,"529"
1055,"466"
1056,"486"
1057,"475"
1058,"475"
1059,"422"
1060,"415"
1061,"419"
1062,"350"
1063,"384"
1064,"333"
1065,"385"
1066,"352"
1067,"305"
1068,"305"
1069,"340"
1070,"296"
1071,"285"
1072,"291"
1073,"281"
1074,"297"
1075,"268"
1076,"280"
1077,"287"
1078,"314"
1079,"267"
1080,"295"
1081,"271"
1082,"279"
1083,"280"
1084,"214"
1085,"260"
1086,"262"
1087,"239"
1088,"238"
1089,"249"
1090,"245"
1091,"235"
1092,"218"
1093,"189"
1094,"213"
1095,"220"
1096,"211"
1097,"224"
1098,"224"
1099,"206"
1100,"220"
1101,"233"
1102,"199"
1103,"185"
1104,"198"
1105,"212"
1106,"208"
1107,"192"
1108,"212"
1109,"219"
1110,"235"
1111,"226"
1112,"194"
1113,"201"
1114,"185"
1115,"221"
1116,"217"
1117,"214"
1118,"206"
1119,"191"
1120,"206"
1121,"219"
1122,"244"
1123,"232"
1124,"258"
1125,"233"
1126,"237"
1127,"260"
1128,"275"
1129,"242"
1130,"266"
1131,"279"
1132,"243"
1133,"239"
1134,"243"
1135,"242"
1136,"214"
1137,"207"
1138,"212"
1139,"189"
1140,"182"
1141,"200"
1142,"184"
1143,"175"
1144,"201"
1145,"204"
1146,"188"
1147,"194"
1148,"184"
1149,"204"
1150,"210"
1151,"203"
1152,"204"
1153,"213"
1154,"201"
1155,"210"
1156,"188"
1157,"182"
1158,"198"
1159,"171"
1160,"179"
1161,"174"
1162,"200"
1163,"182"
1164,"194"
1165,"186"
1166,"187"
1167,"187"
1168,"175"
1169,"193"
1170,"177"
1171,"184"
1172,"158"
1173,"186"
1174,"168"
1175,"168"
1176,"178"
1177,"206"
1178,"174"
1179,"206"
1180,"189"
1181,"207"
1182,"217"
1183,"221"
1184,"196"
1185,"213"
1186,"201"
1187,"188"
1188,"186"
1189,"177"
1190,"213"
1191,"180"
1192,"182"
1193,"175"
1194,"154"
1195,"185"
1196,"158"
1197,"161"
1198,"175"
1199,"152"
1200,"164"
1201,"177"
1202,"182"
1203,"141"
1204,"178"
1205,"149"
1206,"147"
1207,"171"
1208,"199"
1209,"167"
1210,"157"
1211,"181"
1212,"153"
1213,"152"
1214,"159"
1215,"140"
1216,"155"
1217,"176"
1218,"176"
1219,"134"
1220,"149"
1221,"150"
1222,"144"
1223,"145"
1224,"178"
1225,"159"
1226,"152"
1227,"161"
1228,"136"
1229,"150"
1230,"167"
1231,"142"
1232,"148"
1233,"148"
1234,"162"
1235,"136"
1236,"177"
1237,"165"
1238,"163"
1239,"156"
1240,"139"
1241,"187"
1242,"125"
1243,"138"
1244,"145"
1245,"154"
1246,"146"
1247,"166"
1248,"139"
1249,"169"
1250,"173"
1251,"147"
1252,"146"
1253,"144"
1254,"159"
1255,"154"
1256,"135"
1257,"144"
1258,"160"
1259,"159"
1260,"160"
1261,"148"
1262,"149"
1263,"155"
1264,"157"
1265,"139"
1266,"142"
1267,"138"
1268,"144"
1269,"129"
1270,"142"
1271,"137"
1272,"141"
1273,"143"
1274,"131"
1275,"142"
1276,"147"
1277,"154"
1278,"156"
1279,"133"
1280,"149"
1281,"123"
1282,"125"
1283,"158"
1284,"134"
1285,"124"
1286,"134"
1287,"143"
1288,"141"
1289,"149"
1290,"141"
1291,"133"
1292,"129"
1293,"133"
1294,"155"
1295,"125"
1296,"120"
1297,"135"
1298,"141"
1299,"139"
1300,"126"
1301,"136"
1302,"130"
1303,"137"
1304,"144"
1305,"131"
1306,"102"
1307,"130"
1308,"134"
1309,"131"
1310,"117"
1311,"134"
1312,"135"
1313,"135"
1314,"137"
1315,"131"
1316,"125"
1317,"125"
1318,"114"
1319,"113"
1320,"105"
1321,"148"
1322,"118"
1323,"120"
1324,"118"
1325,"126"
1326,"114"
1327,"119"
1328,"128"
1329,"107"
1330,"141"
1331,"123"
1332,"125"
1333,"105"
1334,"122"
1335,"112"
1336,"103"
1337,"118"
1338,"96"
1339,"93"
1340,"114"
1341,"104"
1342,"110"
1343,"115"
1344,"102"
1345,"115"
1346,"102"
1347,"98"
1348,"134"
1349,"101"
1350,"107"
1351,"97"
1352,"124"
1353,"96"
1354,"100"
1355,"107"
1356,"91"
1357,"103"
1358,"110"
1359,"94"
1360,"93"
1361,"99"
1362,"112"
1363,"105"
1364,"114"
1365,"96"
1366,"112"
1367,"117"
1368,"97"
1369,"102"
1370,"102"
1371,"101"
1372,"85"
1373,"108"
1374,"123"
1375,"109"
1376,"99"
1377,"99"
1378,"98"
1379,"96"
1380,"104"
1381,"100"
1382,"86"
1383,"109"
1384,"106"
1385,"105"
1386,"100"
1387,"87"
1388,"95"
1389,"101"
1390,"88"
1391,"98"
1392,"99"
1393,"84"
1394,"90"
1395,"94"
1396,"83"
1397,"90"
1398,"78"
1399,"106"
1400,"102"
1401,"92"
1402,"94"
1403,"101"
1404,"93"
1405,"75"
1406,"86"
1407,"86"
1408,"101"
1409,"87"
1410,"91"
1411,"86"
1412,"108"
1413,"83"
1414,"68"
1415,"94"
1416,"104"
1417,"83"
1418,"96"
1419,"87"
1420,"83"
1421,"88"
1422,"104"
1423,"83"
1424,"92"
1425,"95"
1426,"99"
1427,"77"
1428,"94"
1429,"84"
1430,"89"
1431,"82"
1432,"85"
1433,"82"
1434,"68"
1435,"77"
1436,"80"
1437,"77"
1438,"84"
1439,"91"
1440,"80"
1441,"73"
1442,"71"
1443,"68"
1444,"80"
1445,"73"
1446,"80"
1447,"79"
1448,"79"
1449,"101"
1450,"68"
1451,"70"
1452,"69"
1453,"77"
1454,"85"
1455,"73"
1456,"78"
1457,"76"
1458,"70"
1459,"74"
1460,"77"
1461,"67"
1462,"82"
1463,"69"
1464,"68"
1465,"77"
1466,"77"
1467,"81"
1468,"79"
1469,"75"
1470,"68"
1471,"73"
1472,"74"
1473,"78"
1474,"64"
1475,"69"
1476,"75"
1477,"66"
1478,"65"
1479,"64"
1480,"80"
1481,"64"
1482,"68"
1483,"71"
1484,"71"
1485,"68"
1486,"70"
1487,"79"
1488,"68"
1489,"71"
1490,"58"
1491,"56"
1492,"59"
1493,"62"
1494,"67"
1495,"72"
1496,"63"
1497,"71"
1498,"66"
1499,"83"
1500,"73"
1501,"61"
1502,"62"
1503,"72"
1504,"57"
1505,"60"
1506,"66"
1507,"60"
1508,"67"
1509,"58"
1510,"57"
1511,"65"
1512,"65"
1513,"56"
1514,"61"
1515,"52"
1516,"56"
1517,"62"
1518,"43"
1519,"60"
1520,"45"
1521,"63"
1522,"56"
1523,"61"
1524,"62"
1525,"63"
1526,"58"
1527,"55"
1528,"38"
1529,"45"
1530,"48"
1531,"56"
1532,"52"
1533,"43"
1534,"57"
1535,"64"
1536,"55"
1537,"37"
1538,"45"
1539,"47"
1540,"39"
1541,"41"
1542,"46"
1543,"58"
1544,"49"
1545,"53"
1546,"66"
1547,"54"
1548,"56"
1549,"44"
1550,"45"
1551,"42"
1552,"46"
1553,"40"
1554,"57"
1555,"38"
1556,"46"
1557,"51"
1558,"51"
1559,"44"
1560,"51"
1561,"50"
1562,"41"
1563,"42"
1564,"41"
1565,"55"
1566,"46"
1567,"42"
1568,"49"
1569,"42"
1570,"42"
1571,"49"
1572,"32"
1573,"55"
1574,"49"
1575,"35"
1576,"47"
1577,"30"
1578,"38"
1579,"33"
1580,"42"
1581,"40"
1582,"34"
1583,"32"
1584,"34"
1585,"40"
1586,"41"
1587,"42"
1588,"33"
1589,"36"
1590,"35"
1591,"32"
1592,"36"
1593,"31"
1594,"38"
1595,"32"
1596,"27"
1597,"29"
1598,"37"
1599,"44"
1600,"21"
1601,"35"
1602,"30"
1603,"32"
1604,"28"
1605,"36"
1606,"27"
1607,"34"
1608,"34"
1609,"24"
1610,"26"
1611,"29"
1612,"32"
1613,"35"
1614,"29"
1615,"30"
1616,"31"
1617,"31"
1618,"34"
1619,"28"
1620,"37"
1621,"35"
1622,"23"
1623,"28"
1624,"24"
1625,"15"
1626,"24"
1627,"25"
1628,"25"
1629,"30"
1630,"14"
1631,"25"
1632,"26"
1633,"21"
1634,"25"
1635,"16"
1636,"24"
1637,"30"
1638,"24"
1639,"27"
1640,"27"
1641,"32"
1642,"19"
1643,"15"
1644,"24"
1645,"26"
1646,"9"
1647,"25"
1648,"20"
1649,"15"
1650,"22"
1651,"21"
1652,"12"
1653,"24"
1654,"22"
1655,"22"
1656,"18"
1657,"22"
1658,"21"
1659,"15"
1660,"17"
1661,"24"
1662,"23"
1663,"24"
1664,"19"
1665,"18"
1666,"19"
1667,"18"
1668,"16"
1669,"12"
1670,"17"
1671,"11"
1672,"15"
1673,"19"
1674,"17"
1675,"16"
1676,"14"
1677,"12"
1678,"18"
1679,"10"
1680,"16"
1681,"9"
1682,"12"
1683,"17"
1684,"12"
1685,"16"
1686,"15"
1687,"10"
1688,"9"
1689,"11"
1690,"12"
1691,"10"
1692,"11"
1693,"12"
1694,"10"
1695,"7"
1696,"15"
1697,"13"
1698,"15"
1699,"11"
1700,"11"
1701,"10"
1702,"7"
1703,"15"
1704,"9"
1705,"13"
1706,"10"
1707,"5"
1708,"11"
1709,"5"
1710,"6"
1711,"7"
1712,"5"
1713,"7"
1714,"2"
1715,"10"
1716,"7"
1717,"8"
1718,"3"
1719,"6"
1720,"5"
1721,"5"
1722,"4"
1723,"4"
1724,"5"
1725,"11"
1726,"5"
1727,"10"
1728,"4"
1729,"4"
1730,"6"
1731,"5"
1732,"3"
1733,"5"
1734,"5"
1735,"4"
1736,"9"
1737,"6"
1738,"5"
1739,"4"
1740,"4"
1741,"2"
1742,"3"
1743,"6"
1744,"4"
1745,"4"
1746,"0"
1747,"4"
1748,"2"
1749,"3"
1750,"1"
1751,"3"
1752,"5"
1753,"3"
1754,"4"
1755,"6"
1756,"4"
1757,"3"
1758,"4"
1759,"5"
1760,"2"
1761,"1"
1762,"1"
1763,"3"
1764,"2"
1765,"3"
1766,"3"
1767,"2"
1768,"3"
1769,"1"
1770,"1"
1771,"2"
1772,"2"
1773,"3"
1774,"0"
1775,"1"
1776,"2"
1777,"3"
1778,"5"
1779,"2"
1780,"0"
1781,"2"
1782,"1"
1783,"0"
1784,"0"
1785,"0"
1786,"1"
1787,"2"
1788,"2"
1789,"3"
1790,"2"
1791,"2"
1792,"2"
1793,"3"
1794,"0"
1795,"2"
1796,"1"
1797,"1"
1798,"1"
1799,"0"
1800,"1"
1801,"1"
1802,"2"
1803,"0"
1804,"0"
1805,"0"
1806,"1"
1807,"3"
1808,"0"
1809,"2"
1810,"1"
1811,"1"
1812,"3"
1813,"1"
1814,"2"
1815,"2"
1816,"1"
1817,"1"
1818,"2"
1819,"2"
1820,"1"
1821,"1"
1822,"2"
1823,"1"
1824,"0"
1825,"0"
1826,"0"
1827,"1"
1828,"6"
1829,"2"
1830,"0"
1831,"1"
1832,"0"
