Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2A 4phi 0"
Duration Time,60.016
Ambient Temperature,"101.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"887881"
Raw Accumulated Counts,"925879"
Valid Count Last Packet,"14194"
Raw Count Last Packet,"14716"
Live Time,57.844986
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0897
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1799"
1,"1455"
2,"924"
3,"475"
4,"206"
5,"54"
6,"20"
7,"5"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"38"
23,"88"
24,"167"
25,"202"
26,"176"
27,"159"
28,"188"
29,"179"
30,"167"
31,"177"
32,"157"
33,"173"
34,"177"
35,"173"
36,"143"
37,"139"
38,"161"
39,"165"
40,"140"
41,"152"
42,"158"
43,"177"
44,"177"
45,"166"
46,"146"
47,"191"
48,"155"
49,"181"
50,"169"
51,"153"
52,"160"
53,"134"
54,"122"
55,"172"
56,"142"
57,"132"
58,"147"
59,"161"
60,"163"
61,"152"
62,"151"
63,"147"
64,"125"
65,"156"
66,"144"
67,"151"
68,"137"
69,"157"
70,"162"
71,"214"
72,"215"
73,"258"
74,"249"
75,"274"
76,"233"
77,"201"
78,"199"
79,"199"
80,"195"
81,"249"
82,"398"
83,"551"
84,"894"
85,"1153"
86,"1307"
87,"1256"
88,"1068"
89,"779"
90,"589"
91,"330"
92,"246"
93,"194"
94,"183"
95,"152"
96,"146"
97,"148"
98,"153"
99,"177"
100,"169"
101,"173"
102,"160"
103,"158"
104,"119"
105,"144"
106,"122"
107,"147"
108,"123"
109,"134"
110,"182"
111,"186"
112,"194"
113,"195"
114,"234"
115,"284"
116,"261"
117,"232"
118,"221"
119,"205"
120,"206"
121,"189"
122,"190"
123,"224"
124,"236"
125,"245"
126,"283"
127,"369"
128,"551"
129,"787"
130,"1069"
131,"1390"
132,"1748"
133,"2077"
134,"2058"
135,"1950"
136,"1700"
137,"1519"
138,"1333"
139,"1336"
140,"1387"
141,"1481"
142,"1458"
143,"1501"
144,"1622"
145,"1718"
146,"1765"
147,"1736"
148,"1545"
149,"1320"
150,"962"
151,"740"
152,"478"
153,"396"
154,"317"
155,"334"
156,"340"
157,"420"
158,"521"
159,"807"
160,"1119"
161,"1657"
162,"2225"
163,"2818"
164,"3206"
165,"3134"
166,"2914"
167,"2350"
168,"1597"
169,"1043"
170,"715"
171,"434"
172,"335"
173,"278"
174,"366"
175,"443"
176,"583"
177,"643"
178,"812"
179,"894"
180,"974"
181,"1054"
182,"1093"
183,"1067"
184,"1074"
185,"924"
186,"722"
187,"569"
188,"416"
189,"348"
190,"251"
191,"206"
192,"246"
193,"215"
194,"235"
195,"242"
196,"268"
197,"279"
198,"313"
199,"314"
200,"381"
201,"316"
202,"318"
203,"275"
204,"241"
205,"275"
206,"248"
207,"247"
208,"261"
209,"246"
210,"248"
211,"267"
212,"236"
213,"259"
214,"254"
215,"302"
216,"310"
217,"388"
218,"537"
219,"736"
220,"1008"
221,"1317"
222,"1673"
223,"1928"
224,"1927"
225,"1811"
226,"1589"
227,"1330"
228,"1004"
229,"771"
230,"558"
231,"500"
232,"394"
233,"374"
234,"384"
235,"366"
236,"351"
237,"348"
238,"370"
239,"423"
240,"438"
241,"475"
242,"559"
243,"531"
244,"660"
245,"605"
246,"588"
247,"553"
248,"504"
249,"493"
250,"443"
251,"404"
252,"392"
253,"399"
254,"359"
255,"375"
256,"377"
257,"364"
258,"376"
259,"358"
260,"391"
261,"320"
262,"409"
263,"418"
264,"393"
265,"422"
266,"392"
267,"416"
268,"398"
269,"407"
270,"369"
271,"430"
272,"454"
273,"455"
274,"422"
275,"474"
276,"420"
277,"456"
278,"413"
279,"430"
280,"473"
281,"455"
282,"438"
283,"454"
284,"428"
285,"432"
286,"501"
287,"505"
288,"521"
289,"561"
290,"546"
291,"613"
292,"682"
293,"584"
294,"688"
295,"642"
296,"580"
297,"576"
298,"545"
299,"550"
300,"532"
301,"590"
302,"517"
303,"549"
304,"628"
305,"615"
306,"658"
307,"735"
308,"989"
309,"1247"
310,"2101"
311,"3437"
312,"5389"
313,"8289"
314,"12181"
315,"16409"
316,"20276"
317,"22539"
318,"23071"
319,"21743"
320,"19100"
321,"15339"
322,"11266"
323,"7611"
324,"4811"
325,"2820"
326,"1792"
327,"1108"
328,"751"
329,"616"
330,"621"
331,"576"
332,"583"
333,"561"
334,"579"
335,"600"
336,"602"
337,"585"
338,"593"
339,"642"
340,"638"
341,"737"
342,"789"
343,"1001"
344,"1317"
345,"1696"
346,"2147"
347,"2710"
348,"3331"
349,"3703"
350,"4067"
351,"3907"
352,"3663"
353,"3142"
354,"2749"
355,"2193"
356,"1657"
357,"1295"
358,"1060"
359,"943"
360,"979"
361,"859"
362,"871"
363,"908"
364,"920"
365,"1061"
366,"1090"
367,"1157"
368,"1270"
369,"1418"
370,"1436"
371,"1481"
372,"1440"
373,"1354"
374,"1199"
375,"993"
376,"849"
377,"698"
378,"608"
379,"564"
380,"505"
381,"486"
382,"452"
383,"466"
384,"470"
385,"467"
386,"476"
387,"434"
388,"436"
389,"479"
390,"490"
391,"509"
392,"505"
393,"567"
394,"577"
395,"618"
396,"632"
397,"678"
398,"710"
399,"805"
400,"764"
401,"757"
402,"702"
403,"730"
404,"626"
405,"597"
406,"677"
407,"647"
408,"641"
409,"650"
410,"693"
411,"726"
412,"625"
413,"601"
414,"597"
415,"573"
416,"563"
417,"529"
418,"497"
419,"529"
420,"552"
421,"484"
422,"563"
423,"503"
424,"598"
425,"669"
426,"624"
427,"657"
428,"703"
429,"624"
430,"716"
431,"694"
432,"626"
433,"620"
434,"603"
435,"616"
436,"586"
437,"532"
438,"529"
439,"561"
440,"526"
441,"554"
442,"540"
443,"542"
444,"561"
445,"565"
446,"543"
447,"514"
448,"555"
449,"544"
450,"517"
451,"534"
452,"507"
453,"549"
454,"546"
455,"588"
456,"576"
457,"577"
458,"542"
459,"599"
460,"601"
461,"566"
462,"568"
463,"602"
464,"578"
465,"576"
466,"571"
467,"531"
468,"549"
469,"554"
470,"531"
471,"573"
472,"551"
473,"554"
474,"547"
475,"586"
476,"575"
477,"570"
478,"511"
479,"553"
480,"546"
481,"501"
482,"566"
483,"549"
484,"491"
485,"541"
486,"536"
487,"549"
488,"559"
489,"522"
490,"575"
491,"545"
492,"504"
493,"523"
494,"564"
495,"561"
496,"509"
497,"512"
498,"483"
499,"531"
500,"555"
501,"539"
502,"541"
503,"549"
504,"523"
505,"558"
506,"556"
507,"507"
508,"510"
509,"533"
510,"509"
511,"534"
512,"549"
513,"562"
514,"588"
515,"598"
516,"587"
517,"541"
518,"577"
519,"613"
520,"621"
521,"609"
522,"650"
523,"623"
524,"630"
525,"639"
526,"601"
527,"618"
528,"587"
529,"567"
530,"564"
531,"519"
532,"497"
533,"519"
534,"483"
535,"504"
536,"502"
537,"525"
538,"479"
539,"524"
540,"565"
541,"521"
542,"535"
543,"516"
544,"529"
545,"515"
546,"494"
547,"512"
548,"526"
549,"477"
550,"523"
551,"486"
552,"536"
553,"508"
554,"547"
555,"536"
556,"502"
557,"491"
558,"503"
559,"538"
560,"505"
561,"506"
562,"487"
563,"527"
564,"512"
565,"504"
566,"517"
567,"543"
568,"520"
569,"522"
