Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2A -1phi 1"
Duration Time,60.098
Ambient Temperature,"96.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"629797"
Raw Accumulated Counts,"651776"
Valid Count Last Packet,"9779"
Raw Count Last Packet,"10158"
Live Time,58.524021
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7843
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1816"
1,"1505"
2,"983"
3,"498"
4,"194"
5,"75"
6,"15"
7,"7"
8,"2"
9,"0"
10,"0"
11,"2"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"0"
20,"0"
21,"1"
22,"23"
23,"87"
24,"177"
25,"180"
26,"198"
27,"173"
28,"160"
29,"184"
30,"152"
31,"145"
32,"142"
33,"156"
34,"124"
35,"163"
36,"136"
37,"143"
38,"141"
39,"139"
40,"138"
41,"135"
42,"151"
43,"127"
44,"145"
45,"136"
46,"170"
47,"159"
48,"155"
49,"134"
50,"147"
51,"139"
52,"147"
53,"149"
54,"115"
55,"141"
56,"122"
57,"157"
58,"132"
59,"128"
60,"166"
61,"149"
62,"137"
63,"126"
64,"121"
65,"108"
66,"104"
67,"145"
68,"126"
69,"125"
70,"151"
71,"198"
72,"219"
73,"221"
74,"228"
75,"209"
76,"199"
77,"220"
78,"157"
79,"167"
80,"225"
81,"302"
82,"447"
83,"717"
84,"1071"
85,"1391"
86,"1546"
87,"1528"
88,"1248"
89,"938"
90,"631"
91,"426"
92,"251"
93,"188"
94,"167"
95,"132"
96,"110"
97,"139"
98,"134"
99,"137"
100,"125"
101,"125"
102,"114"
103,"112"
104,"127"
105,"111"
106,"107"
107,"105"
108,"133"
109,"116"
110,"138"
111,"168"
112,"197"
113,"174"
114,"198"
115,"222"
116,"216"
117,"209"
118,"213"
119,"195"
120,"178"
121,"190"
122,"182"
123,"164"
124,"183"
125,"226"
126,"260"
127,"393"
128,"492"
129,"666"
130,"973"
131,"1340"
132,"1623"
133,"1843"
134,"1918"
135,"1850"
136,"1615"
137,"1508"
138,"1311"
139,"1317"
140,"1357"
141,"1431"
142,"1465"
143,"1540"
144,"1590"
145,"1742"
146,"1783"
147,"1738"
148,"1481"
149,"1293"
150,"954"
151,"656"
152,"490"
153,"349"
154,"338"
155,"349"
156,"356"
157,"402"
158,"530"
159,"729"
160,"905"
161,"1361"
162,"1814"
163,"2327"
164,"2591"
165,"2579"
166,"2161"
167,"1764"
168,"1336"
169,"857"
170,"541"
171,"302"
172,"247"
173,"279"
174,"295"
175,"369"
176,"461"
177,"534"
178,"624"
179,"703"
180,"796"
181,"807"
182,"887"
183,"810"
184,"793"
185,"658"
186,"515"
187,"407"
188,"283"
189,"241"
190,"203"
191,"168"
192,"168"
193,"174"
194,"183"
195,"214"
196,"220"
197,"213"
198,"258"
199,"252"
200,"277"
201,"250"
202,"273"
203,"219"
204,"199"
205,"225"
206,"196"
207,"187"
208,"212"
209,"215"
210,"235"
211,"251"
212,"206"
213,"218"
214,"227"
215,"226"
216,"254"
217,"245"
218,"263"
219,"311"
220,"344"
221,"382"
222,"415"
223,"448"
224,"426"
225,"454"
226,"416"
227,"353"
228,"367"
229,"375"
230,"298"
231,"290"
232,"291"
233,"292"
234,"292"
235,"269"
236,"275"
237,"287"
238,"305"
239,"301"
240,"325"
241,"304"
242,"297"
243,"311"
244,"309"
245,"312"
246,"328"
247,"328"
248,"308"
249,"301"
250,"273"
251,"280"
252,"268"
253,"308"
254,"285"
255,"312"
256,"271"
257,"285"
258,"307"
259,"292"
260,"278"
261,"330"
262,"343"
263,"341"
264,"349"
265,"361"
266,"334"
267,"380"
268,"373"
269,"346"
270,"355"
271,"377"
272,"377"
273,"349"
274,"397"
275,"350"
276,"348"
277,"358"
278,"321"
279,"368"
280,"368"
281,"342"
282,"371"
283,"342"
284,"345"
285,"327"
286,"370"
287,"368"
288,"382"
289,"365"
290,"359"
291,"395"
292,"452"
293,"360"
294,"396"
295,"428"
296,"376"
297,"389"
298,"383"
299,"377"
300,"399"
301,"398"
302,"400"
303,"380"
304,"396"
305,"394"
306,"384"
307,"409"
308,"446"
309,"509"
310,"563"
311,"638"
312,"850"
313,"1077"
314,"1410"
315,"1678"
316,"2005"
317,"2180"
318,"2176"
319,"2002"
320,"1838"
321,"1534"
322,"1204"
323,"956"
324,"753"
325,"590"
326,"543"
327,"522"
328,"447"
329,"446"
330,"457"
331,"515"
332,"463"
333,"431"
334,"533"
335,"519"
336,"513"
337,"527"
338,"485"
339,"520"
340,"526"
341,"520"
342,"543"
343,"584"
344,"574"
345,"565"
346,"586"
347,"615"
348,"671"
349,"761"
350,"742"
351,"685"
352,"706"
353,"668"
354,"706"
355,"680"
356,"636"
357,"659"
358,"663"
359,"756"
360,"838"
361,"850"
362,"804"
363,"892"
364,"906"
365,"982"
366,"1113"
367,"1222"
368,"1315"
369,"1415"
370,"1415"
371,"1475"
372,"1370"
373,"1269"
374,"1105"
375,"965"
376,"842"
377,"680"
378,"577"
379,"512"
380,"512"
381,"453"
382,"416"
383,"412"
384,"436"
385,"409"
386,"455"
387,"424"
388,"446"
389,"436"
390,"435"
391,"492"
392,"491"
393,"468"
394,"493"
395,"601"
396,"601"
397,"655"
398,"696"
399,"697"
400,"735"
401,"703"
402,"682"
403,"668"
404,"596"
405,"541"
406,"553"
407,"547"
408,"547"
409,"584"
410,"584"
411,"512"
412,"537"
413,"497"
414,"523"
415,"456"
416,"502"
417,"512"
418,"494"
419,"490"
420,"504"
421,"520"
422,"562"
423,"487"
424,"527"
425,"545"
426,"535"
427,"518"
428,"515"
429,"518"
430,"484"
431,"533"
432,"543"
433,"520"
434,"525"
435,"515"
436,"510"
437,"493"
438,"511"
439,"506"
440,"510"
441,"521"
442,"510"
443,"499"
444,"462"
445,"510"
446,"455"
447,"477"
448,"443"
449,"427"
450,"489"
451,"452"
452,"473"
453,"463"
454,"477"
455,"474"
456,"468"
457,"488"
458,"511"
459,"467"
460,"493"
461,"553"
462,"503"
463,"479"
464,"465"
465,"486"
466,"492"
467,"478"
468,"497"
469,"474"
470,"469"
471,"494"
472,"495"
473,"508"
474,"515"
475,"500"
476,"489"
477,"498"
478,"475"
479,"488"
480,"455"
481,"471"
482,"476"
483,"482"
484,"470"
485,"488"
486,"506"
487,"541"
488,"488"
489,"465"
490,"463"
491,"493"
492,"489"
493,"444"
494,"452"
495,"484"
496,"459"
497,"468"
