Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3AE 0phi 1"
311,"690"
312,"734"
313,"911"
314,"1140"
315,"1286"
316,"1437"
317,"1597"
318,"1651"
319,"1582"
320,"1457"
321,"1257"
322,"1037"
323,"849"
324,"713"
325,"582"
326,"556"
327,"460"
328,"486"
329,"505"
330,"444"
331,"487"
332,"421"
333,"494"
334,"480"
335,"512"
336,"489"
337,"455"
338,"515"
339,"510"
340,"503"
341,"524"
342,"540"
343,"555"
344,"560"
345,"575"
346,"629"
347,"659"
348,"653"
349,"664"
350,"678"
351,"697"
352,"688"
353,"608"
354,"684"
355,"581"
356,"639"
357,"658"
358,"642"
359,"695"
360,"743"
361,"775"
362,"805"
363,"868"
364,"852"
365,"942"
366,"905"
367,"961"
368,"1079"
369,"1103"
370,"1129"
371,"1142"
372,"1111"
373,"1059"
374,"933"
375,"794"
376,"715"
377,"586"
378,"514"
379,"467"
380,"485"
381,"434"
382,"411"
383,"424"
384,"415"
385,"454"
386,"438"
387,"483"
388,"488"
389,"487"
390,"580"
391,"586"
392,"619"
393,"601"
394,"663"
395,"657"
396,"756"
397,"720"
398,"714"
399,"771"
400,"698"
401,"655"
402,"697"
403,"632"
404,"633"
405,"646"
406,"577"
407,"660"
408,"572"
409,"609"
410,"618"
411,"569"
412,"608"
413,"617"
414,"559"
415,"495"
416,"522"
417,"545"
418,"527"
419,"569"
420,"567"
421,"537"
422,"546"
423,"581"
424,"560"
425,"576"
426,"587"
427,"571"
428,"595"
429,"588"
430,"542"
431,"617"
432,"546"
433,"535"
434,"535"
435,"521"
436,"501"
437,"506"
438,"529"
439,"530"
440,"501"
441,"520"
442,"513"
443,"518"
444,"571"
445,"523"
446,"495"
447,"555"
448,"506"
449,"526"
450,"473"
451,"462"
452,"492"
453,"519"
454,"493"
455,"507"
456,"462"
457,"459"
458,"510"
459,"433"
460,"453"
461,"453"
462,"422"
463,"446"
464,"454"
465,"478"
466,"467"
467,"491"
468,"472"
469,"498"
470,"468"
471,"513"
472,"509"
473,"533"
474,"555"
475,"576"
476,"537"
477,"560"
478,"503"
479,"568"
480,"541"
481,"464"
482,"442"
483,"477"
484,"489"
485,"475"
486,"453"
487,"484"
488,"466"
489,"421"
490,"457"
491,"493"
492,"478"
493,"469"
494,"483"
495,"495"
496,"464"
497,"500"
498,"477"
499,"452"
500,"445"
501,"505"
502,"479"
503,"443"
504,"443"
505,"512"
506,"502"
507,"480"
508,"457"
509,"499"
510,"483"
511,"496"
512,"515"
513,"476"
514,"469"
515,"505"
516,"460"
517,"467"
518,"492"
519,"509"
520,"462"
521,"538"
522,"548"
523,"503"
524,"512"
525,"530"
526,"516"
527,"544"
528,"522"
529,"489"
530,"450"
531,"527"
532,"477"
533,"455"
534,"476"
535,"547"
536,"476"
537,"488"
538,"466"
539,"458"
540,"446"
541,"452"
542,"448"
543,"501"
544,"448"
545,"493"
546,"428"
547,"447"
548,"482"
549,"501"
550,"459"
551,"480"
552,"503"
553,"498"
554,"495"
555,"471"
556,"481"
557,"516"
558,"469"
559,"502"
560,"500"
561,"506"
562,"520"
563,"491"
564,"502"
565,"507"
566,"483"
567,"418"
568,"474"
569,"485"
570,"476"
571,"467"
572,"490"
573,"446"
574,"474"
575,"447"
576,"488"
577,"502"
578,"489"
579,"462"
580,"475"
581,"491"
582,"448"
583,"453"
584,"456"
585,"471"
586,"475"
587,"442"
588,"468"
589,"415"
590,"422"
591,"415"
592,"456"
593,"424"
594,"399"
595,"427"
596,"415"
597,"417"
598,"452"
599,"447"
600,"435"
601,"430"
602,"444"
603,"441"
604,"450"
605,"475"
606,"459"
607,"468"
608,"466"
609,"495"
610,"491"
611,"511"
612,"468"
613,"503"
614,"457"
615,"483"
616,"468"
617,"481"
618,"463"
619,"454"
620,"501"
621,"461"
622,"462"
623,"477"
624,"546"
625,"487"
626,"479"
627,"504"
628,"479"
629,"517"
630,"492"
631,"489"
632,"491"
633,"435"
634,"473"
635,"472"
636,"470"
637,"510"
638,"480"
639,"478"
640,"453"
641,"511"
642,"500"
643,"463"
644,"458"
645,"455"
646,"464"
647,"436"
648,"472"
649,"479"
650,"512"
651,"468"
652,"464"
653,"463"
654,"529"
655,"512"
656,"585"
657,"560"
658,"562"
659,"648"
660,"706"
661,"789"
662,"803"
663,"857"
664,"772"
665,"878"
666,"788"
667,"820"
668,"784"
669,"687"
670,"642"
671,"626"
672,"546"
673,"529"
674,"505"
675,"495"
676,"479"
677,"498"
678,"480"
679,"464"
680,"452"
681,"469"
682,"464"
683,"463"
684,"484"
685,"424"
686,"440"
687,"485"
688,"424"
689,"472"
690,"476"
691,"474"
692,"490"
693,"502"
694,"522"
695,"529"
696,"568"
697,"637"
698,"684"
699,"667"
700,"744"
701,"748"
702,"786"
703,"795"
704,"763"
705,"771"
706,"720"
707,"674"
708,"629"
709,"628"
710,"574"
711,"531"
712,"495"
713,"481"
714,"464"
715,"453"
716,"477"
717,"443"
718,"423"
719,"434"
720,"430"
721,"412"
722,"438"
723,"434"
724,"437"
725,"401"
726,"398"
727,"425"
728,"437"
729,"446"
730,"435"
731,"416"
732,"440"
733,"447"
734,"476"
735,"490"
736,"465"
737,"431"
738,"489"
739,"478"
740,"505"
741,"507"
742,"488"
743,"531"
744,"480"
745,"492"
746,"463"
747,"448"
748,"500"
749,"476"
750,"443"
751,"436"
752,"442"
753,"435"
754,"406"
755,"403"
756,"419"
757,"384"
758,"424"
759,"424"
760,"449"
761,"408"
762,"407"
763,"420"
764,"403"
765,"418"
766,"436"
767,"435"
768,"394"
769,"401"
770,"412"
771,"408"
772,"395"
773,"412"
774,"468"
775,"490"
776,"449"
777,"447"
778,"440"
779,"477"
780,"464"
781,"437"
782,"502"
783,"494"
784,"524"
785,"522"
786,"511"
787,"524"
788,"489"
789,"484"
790,"484"
791,"435"
792,"440"
793,"444"
794,"454"
795,"426"
796,"420"
797,"415"
798,"403"
799,"428"
800,"404"
801,"395"
802,"376"
803,"396"
804,"392"
805,"385"
806,"425"
807,"359"
808,"408"
809,"414"
810,"451"
811,"435"
812,"395"
813,"397"
814,"362"
815,"407"
816,"372"
817,"393"
818,"370"
819,"417"
820,"371"
821,"424"
822,"397"
823,"385"
824,"363"
825,"438"
826,"402"
827,"386"
828,"385"
829,"373"
830,"418"
831,"372"
832,"413"
833,"384"
834,"367"
835,"380"
836,"396"
837,"422"
838,"408"
839,"398"
840,"383"
841,"419"
842,"424"
843,"377"
844,"405"
845,"391"
846,"381"
847,"372"
848,"345"
849,"394"
850,"355"
851,"379"
852,"362"
853,"375"
854,"383"
855,"414"
856,"448"
857,"386"
858,"399"
859,"388"
860,"390"
861,"368"
862,"392"
863,"409"
864,"394"
865,"362"
866,"423"
867,"385"
868,"400"
869,"388"
870,"415"
871,"431"
872,"420"
873,"419"
874,"427"
875,"419"
876,"421"
877,"396"
878,"435"
879,"426"
880,"456"
881,"429"
882,"444"
883,"444"
884,"403"
885,"451"
886,"416"
887,"446"
888,"446"
889,"415"
890,"448"
891,"473"
892,"496"
893,"490"
894,"455"
895,"485"
896,"467"
897,"477"
898,"507"
899,"496"
900,"494"
901,"541"
902,"482"
903,"530"
904,"554"
905,"564"
906,"519"
907,"539"
908,"590"
909,"526"
910,"612"
911,"588"
912,"617"
913,"628"
914,"673"
915,"649"
916,"731"
917,"718"
918,"810"
919,"814"
920,"785"
921,"837"
922,"853"
923,"912"
924,"950"
925,"1029"
926,"1008"
927,"1125"
928,"1110"
929,"1122"
930,"1228"
931,"1245"
932,"1225"
933,"1242"
934,"1306"
935,"1321"
936,"1353"
937,"1446"
938,"1377"
939,"1316"
940,"1386"
941,"1390"
942,"1395"
943,"1361"
944,"1382"
945,"1352"
946,"1291"
947,"1262"
948,"1247"
949,"1266"
950,"1209"
951,"1102"
952,"1057"
953,"1057"
954,"1020"
955,"976"
956,"901"
957,"914"
958,"850"
959,"815"
960,"770"
961,"764"
962,"724"
963,"692"
964,"699"
965,"607"
966,"579"
967,"576"
968,"550"
969,"528"
970,"575"
971,"533"
972,"496"
973,"520"
974,"456"
975,"472"
976,"456"
977,"415"
978,"391"
979,"436"
980,"421"
981,"414"
982,"436"
983,"426"
984,"405"
985,"407"
986,"408"
987,"425"
988,"423"
989,"455"
990,"431"
991,"489"
992,"503"
993,"487"
994,"621"
995,"644"
996,"651"
997,"638"
998,"773"
999,"797"
1000,"848"
1001,"801"
1002,"843"
1003,"852"
1004,"834"
1005,"903"
1006,"795"
1007,"795"
1008,"730"
1009,"602"
1010,"581"
1011,"547"
1012,"509"
1013,"473"
1014,"432"
1015,"372"
1016,"371"
1017,"336"
1018,"374"
1019,"345"
1020,"351"
1021,"350"
1022,"365"
1023,"332"
1024,"332"
1025,"385"
1026,"383"
1027,"379"
1028,"375"
1029,"346"
1030,"384"
1031,"360"
1032,"387"
1033,"430"
1034,"397"
1035,"409"
1036,"445"
1037,"425"
1038,"430"
1039,"474"
1040,"525"
1041,"496"
1042,"547"
1043,"491"
1044,"588"
1045,"567"
1046,"589"
1047,"601"
1048,"663"
1049,"629"
1050,"659"
1051,"646"
1052,"656"
1053,"666"
1054,"620"
1055,"600"
1056,"573"
1057,"557"
1058,"497"
1059,"535"
1060,"444"
1061,"455"
1062,"426"
1063,"430"
1064,"435"
1065,"452"
1066,"352"
1067,"370"
1068,"353"
1069,"371"
1070,"347"
1071,"359"
1072,"324"
1073,"328"
1074,"367"
1075,"307"
1076,"315"
1077,"333"
1078,"305"
1079,"289"
1080,"314"
1081,"294"
1082,"274"
1083,"296"
1084,"276"
1085,"293"
1086,"328"
1087,"287"
1088,"293"
1089,"286"
1090,"271"
1091,"280"
1092,"281"
1093,"263"
1094,"291"
1095,"251"
1096,"257"
1097,"266"
1098,"264"
1099,"258"
1100,"257"
1101,"253"
1102,"270"
1103,"255"
1104,"232"
1105,"232"
1106,"241"
1107,"235"
1108,"255"
1109,"242"
1110,"234"
1111,"226"
1112,"237"
1113,"260"
1114,"228"
1115,"219"
1116,"251"
1117,"251"
1118,"235"
1119,"248"
1120,"246"
1121,"258"
1122,"231"
1123,"257"
1124,"301"
1125,"321"
1126,"284"
1127,"299"
1128,"282"
1129,"292"
1130,"335"
1131,"314"
1132,"290"
1133,"298"
1134,"291"
1135,"296"
1136,"260"
1137,"231"
1138,"233"
1139,"214"
1140,"228"
1141,"214"
1142,"203"
1143,"223"
1144,"231"
1145,"223"
1146,"206"
1147,"215"
1148,"241"
1149,"239"
1150,"217"
1151,"220"
1152,"224"
1153,"229"
1154,"235"
1155,"212"
1156,"225"
1157,"220"
1158,"246"
1159,"217"
1160,"197"
1161,"205"
1162,"202"
1163,"188"
1164,"222"
1165,"200"
1166,"200"
1167,"212"
1168,"195"
1169,"225"
1170,"200"
1171,"191"
1172,"215"
1173,"208"
1174,"227"
1175,"211"
1176,"227"
1177,"207"
1178,"225"
1179,"218"
1180,"184"
1181,"222"
1182,"249"
1183,"229"
1184,"261"
1185,"210"
1186,"227"
1187,"195"
1188,"229"
1189,"218"
1190,"227"
1191,"213"
1192,"210"
1193,"200"
1194,"166"
1195,"188"
1196,"187"
1197,"201"
1198,"200"
1199,"191"
1200,"206"
1201,"210"
1202,"187"
1203,"196"
1204,"184"
1205,"200"
1206,"178"
1207,"183"
1208,"188"
1209,"204"
1210,"192"
1211,"190"
1212,"182"
1213,"191"
1214,"176"
1215,"167"
1216,"163"
1217,"215"
1218,"190"
1219,"166"
1220,"164"
1221,"192"
1222,"172"
1223,"161"
1224,"151"
1225,"165"
1226,"161"
1227,"191"
1228,"185"
1229,"197"
1230,"162"
1231,"154"
1232,"179"
1233,"172"
1234,"179"
1235,"164"
1236,"156"
1237,"158"
1238,"168"
1239,"167"
1240,"175"
1241,"145"
1242,"158"
1243,"185"
1244,"190"
1245,"176"
1246,"157"
1247,"175"
1248,"149"
1249,"188"
1250,"178"
1251,"151"
1252,"188"
1253,"186"
1254,"157"
1255,"193"
1256,"191"
1257,"170"
1258,"192"
1259,"160"
1260,"175"
1261,"164"
1262,"147"
1263,"166"
1264,"153"
1265,"155"
1266,"154"
1267,"161"
1268,"163"
1269,"179"
1270,"148"
1271,"162"
1272,"145"
1273,"157"
1274,"140"
1275,"166"
1276,"150"
1277,"145"
1278,"163"
1279,"148"
1280,"154"
1281,"170"
1282,"148"
1283,"146"
1284,"134"
1285,"162"
1286,"132"
1287,"143"
1288,"145"
1289,"148"
1290,"146"
1291,"156"
1292,"147"
1293,"131"
1294,"146"
1295,"142"
1296,"156"
1297,"139"
1298,"143"
1299,"165"
1300,"135"
1301,"138"
1302,"145"
1303,"145"
1304,"136"
1305,"122"
1306,"133"
1307,"143"
1308,"147"
1309,"138"
1310,"150"
1311,"141"
1312,"136"
1313,"140"
1314,"158"
1315,"137"
1316,"131"
1317,"133"
1318,"155"
1319,"114"
1320,"160"
1321,"135"
1322,"126"
1323,"156"
1324,"130"
1325,"136"
1326,"127"
1327,"115"
1328,"137"
1329,"156"
1330,"139"
1331,"136"
1332,"130"
1333,"129"
1334,"126"
1335,"152"
1336,"130"
1337,"140"
1338,"135"
1339,"126"
1340,"124"
1341,"136"
1342,"135"
1343,"130"
1344,"127"
1345,"102"
1346,"150"
1347,"115"
1348,"136"
1349,"126"
1350,"142"
1351,"124"
1352,"115"
1353,"118"
1354,"116"
1355,"108"
1356,"126"
1357,"122"
1358,"125"
1359,"126"
1360,"128"
1361,"132"
1362,"115"
1363,"127"
1364,"140"
1365,"121"
1366,"115"
1367,"106"
1368,"128"
1369,"120"
1370,"122"
1371,"125"
1372,"109"
1373,"116"
1374,"109"
1375,"95"
1376,"104"
1377,"96"
1378,"115"
1379,"119"
1380,"115"
1381,"110"
1382,"108"
1383,"115"
1384,"112"
1385,"117"
1386,"120"
1387,"102"
1388,"108"
1389,"124"
1390,"116"
1391,"115"
1392,"107"
1393,"102"
1394,"106"
1395,"106"
1396,"124"
1397,"93"
1398,"95"
1399,"93"
1400,"92"
1401,"95"
1402,"112"
1403,"109"
1404,"92"
1405,"127"
1406,"112"
1407,"114"
1408,"107"
1409,"114"
1410,"98"
1411,"102"
1412,"105"
1413,"116"
1414,"101"
1415,"100"
1416,"105"
1417,"102"
1418,"100"
1419,"88"
1420,"94"
1421,"93"
1422,"115"
1423,"99"
1424,"80"
1425,"106"
1426,"87"
1427,"102"
1428,"80"
1429,"89"
1430,"103"
1431,"108"
1432,"92"
1433,"78"
1434,"98"
1435,"86"
1436,"95"
1437,"118"
1438,"101"
1439,"77"
1440,"91"
1441,"88"
1442,"75"
1443,"97"
1444,"86"
1445,"88"
1446,"91"
1447,"92"
1448,"97"
1449,"102"
1450,"85"
1451,"81"
1452,"90"
1453,"101"
1454,"68"
1455,"91"
1456,"93"
1457,"80"
1458,"80"
1459,"79"
1460,"81"
1461,"81"
1462,"97"
1463,"111"
1464,"77"
1465,"70"
1466,"89"
1467,"72"
1468,"89"
1469,"79"
1470,"73"
1471,"89"
1472,"91"
1473,"102"
1474,"85"
1475,"74"
1476,"89"
1477,"91"
1478,"81"
1479,"74"
1480,"86"
1481,"69"
1482,"94"
1483,"93"
1484,"84"
1485,"74"
1486,"88"
1487,"75"
1488,"76"
1489,"63"
1490,"58"
1491,"72"
1492,"59"
1493,"75"
1494,"68"
1495,"65"
1496,"71"
1497,"74"
1498,"77"
1499,"74"
1500,"68"
1501,"85"
1502,"95"
1503,"66"
1504,"61"
1505,"63"
1506,"75"
1507,"84"
1508,"67"
1509,"63"
1510,"71"
1511,"75"
1512,"68"
1513,"73"
1514,"79"
1515,"55"
1516,"61"
1517,"69"
1518,"82"
1519,"64"
1520,"61"
1521,"63"
1522,"64"
1523,"56"
1524,"64"
1525,"63"
1526,"48"
1527,"55"
1528,"50"
1529,"67"
1530,"68"
1531,"69"
1532,"50"
1533,"65"
1534,"53"
1535,"56"
1536,"69"
1537,"58"
1538,"68"
1539,"58"
1540,"52"
1541,"64"
1542,"60"
1543,"58"
1544,"59"
1545,"55"
1546,"55"
1547,"62"
1548,"59"
1549,"50"
1550,"58"
1551,"44"
1552,"66"
1553,"54"
1554,"61"
1555,"55"
1556,"50"
1557,"53"
1558,"58"
1559,"59"
1560,"38"
1561,"55"
1562,"54"
1563,"50"
1564,"49"
1565,"48"
1566,"61"
1567,"63"
1568,"47"
1569,"53"
1570,"58"
1571,"45"
1572,"56"
1573,"41"
1574,"51"
1575,"54"
1576,"64"
1577,"57"
1578,"54"
1579,"46"
1580,"52"
1581,"50"
1582,"39"
1583,"42"
1584,"53"
1585,"49"
1586,"40"
1587,"47"
1588,"47"
1589,"54"
1590,"26"
1591,"39"
1592,"41"
1593,"50"
1594,"44"
1595,"45"
1596,"43"
1597,"56"
1598,"42"
1599,"40"
1600,"48"
1601,"33"
1602,"47"
1603,"32"
1604,"45"
1605,"30"
1606,"57"
1607,"35"
1608,"47"
1609,"42"
1610,"59"
1611,"43"
1612,"37"
1613,"46"
1614,"40"
1615,"32"
1616,"30"
1617,"43"
1618,"39"
1619,"32"
1620,"37"
1621,"25"
1622,"34"
1623,"31"
1624,"34"
1625,"27"
1626,"33"
1627,"24"
1628,"26"
1629,"47"
1630,"25"
1631,"20"
1632,"28"
1633,"28"
1634,"30"
1635,"34"
1636,"31"
1637,"27"
1638,"25"
1639,"25"
1640,"22"
1641,"32"
1642,"28"
1643,"32"
1644,"27"
1645,"27"
1646,"29"
1647,"21"
1648,"29"
1649,"19"
1650,"27"
1651,"24"
1652,"25"
1653,"27"
1654,"20"
1655,"16"
1656,"19"
1657,"22"
1658,"17"
1659,"24"
1660,"24"
1661,"24"
1662,"20"
1663,"20"
1664,"20"
1665,"22"
1666,"23"
1667,"18"
1668,"21"
1669,"18"
1670,"18"
1671,"24"
1672,"29"
1673,"20"
1674,"16"
1675,"15"
1676,"20"
1677,"15"
1678,"24"
1679,"17"
1680,"17"
1681,"12"
1682,"13"
1683,"17"
1684,"19"
1685,"20"
1686,"14"
1687,"13"
1688,"24"
1689,"18"
1690,"11"
1691,"13"
1692,"17"
1693,"17"
1694,"14"
1695,"17"
1696,"20"
1697,"12"
1698,"13"
1699,"10"
1700,"17"
1701,"9"
1702,"20"
1703,"12"
1704,"16"
1705,"11"
1706,"9"
1707,"10"
1708,"6"
1709,"7"
1710,"7"
1711,"9"
1712,"6"
1713,"15"
1714,"9"
1715,"12"
1716,"10"
1717,"11"
1718,"10"
1719,"7"
1720,"10"
1721,"1"
1722,"8"
1723,"7"
1724,"8"
1725,"5"
1726,"5"
1727,"6"
1728,"5"
1729,"9"
1730,"5"
1731,"7"
1732,"2"
1733,"14"
1734,"4"
1735,"6"
1736,"3"
1737,"3"
1738,"5"
1739,"4"
1740,"4"
1741,"4"
1742,"3"
1743,"5"
1744,"6"
1745,"3"
1746,"5"
1747,"3"
1748,"5"
1749,"2"
1750,"3"
1751,"2"
1752,"4"
1753,"3"
1754,"2"
1755,"4"
1756,"3"
1757,"1"
1758,"5"
1759,"3"
1760,"2"
1761,"6"
1762,"3"
1763,"1"
1764,"4"
1765,"4"
1766,"3"
1767,"2"
1768,"3"
1769,"4"
1770,"1"
1771,"2"
1772,"1"
1773,"5"
1774,"2"
1775,"3"
1776,"4"
1777,"5"
1778,"4"
1779,"3"
1780,"3"
1781,"2"
1782,"3"
1783,"6"
1784,"2"
1785,"4"
1786,"1"
1787,"1"
1788,"1"
1789,"6"
1790,"3"
1791,"1"
1792,"1"
1793,"1"
1794,"2"
1795,"2"
1796,"3"
1797,"1"
1798,"2"
1799,"1"
1800,"3"
1801,"3"
1802,"3"
1803,"2"
1804,"2"
1805,"1"
1806,"2"
1807,"2"
1808,"1"
1809,"1"
1810,"3"
1811,"2"
1812,"1"
1813,"0"
1814,"1"
1815,"4"
1816,"2"
1817,"0"
1818,"1"
1819,"3"
1820,"2"
1821,"1"
1822,"0"
1823,"0"
1824,"3"
1825,"2"
1826,"4"
1827,"3"
1828,"3"
1829,"1"
1830,"1"
1831,"4"
1832,"2"
1833,"1"
1834,"4"
1835,"1"
1836,"5"
1837,"1"
1838,"1"
1839,"3"
1840,"1"
1841,"1"
1842,"2"
1843,"0"
1844,"1"
1845,"1"
1846,"1"
1847,"4"
1848,"1"
1849,"2"
1850,"3"
1851,"2"
1852,"0"
1853,"2"
1854,"0"
1855,"1"
1856,"2"
1857,"0"
1858,"2"
1859,"3"
1860,"1"
1861,"0"
1862,"2"
1863,"0"
1864,"4"
1865,"0"
1866,"0"
1867,"1"
1868,"0"
1869,"1"
1870,"2"
1871,"1"
1872,"3"
1873,"0"
1874,"0"
1875,"0"
1876,"1"
1877,"1"
1878,"0"
1879,"1"
1880,"0"
1881,"1"
1882,"0"
1883,"1"
1884,"0"
1885,"2"
1886,"0"
1887,"1"
1888,"0"
1889,"3"
1890,"0"
1891,"2"
1892,"0"
1893,"0"
1894,"1"
1895,"1"
1896,"0"
1897,"1"
1898,"0"
1899,"0"
1900,"1"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"1"
1911,"1"
1912,"0"
1913,"1"
1914,"1"
1915,"1"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"1"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"1"
1928,"1"
1929,"1"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"1"
1936,"0"
1937,"2"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"1"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"1"
1974,"0"
1975,"0"
1976,"1"
1977,"1"
1978,"0"
1979,"0"
1980,"1"
1981,"0"
1982,"0"
1983,"0"
1984,"1"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"1"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"1"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"1"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"1"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


