Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2A -1phi 0"
Duration Time,60.162
Ambient Temperature,"101.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"579250"
Raw Accumulated Counts,"597961"
Valid Count Last Packet,"9120"
Raw Count Last Packet,"9407"
Live Time,58.755978
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0899
Number of Channels,2048
Vacuum,755
Channel#,Intensity
0,"1754"
1,"1492"
2,"956"
3,"483"
4,"193"
5,"85"
6,"14"
7,"4"
8,"2"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"0"
21,"6"
22,"23"
23,"93"
24,"139"
25,"162"
26,"169"
27,"143"
28,"151"
29,"164"
30,"136"
31,"148"
32,"149"
33,"126"
34,"140"
35,"120"
36,"126"
37,"121"
38,"139"
39,"129"
40,"128"
41,"132"
42,"120"
43,"147"
44,"105"
45,"117"
46,"150"
47,"154"
48,"143"
49,"139"
50,"120"
51,"135"
52,"149"
53,"137"
54,"128"
55,"127"
56,"150"
57,"123"
58,"126"
59,"113"
60,"125"
61,"121"
62,"120"
63,"124"
64,"118"
65,"116"
66,"103"
67,"108"
68,"108"
69,"110"
70,"121"
71,"116"
72,"169"
73,"145"
74,"169"
75,"176"
76,"170"
77,"170"
78,"151"
79,"138"
80,"144"
81,"201"
82,"277"
83,"382"
84,"547"
85,"708"
86,"767"
87,"779"
88,"629"
89,"443"
90,"323"
91,"233"
92,"167"
93,"150"
94,"132"
95,"121"
96,"115"
97,"119"
98,"137"
99,"136"
100,"112"
101,"123"
102,"109"
103,"110"
104,"121"
105,"113"
106,"106"
107,"138"
108,"111"
109,"121"
110,"135"
111,"175"
112,"183"
113,"211"
114,"245"
115,"251"
116,"224"
117,"206"
118,"183"
119,"167"
120,"192"
121,"187"
122,"177"
123,"188"
124,"219"
125,"222"
126,"306"
127,"441"
128,"545"
129,"770"
130,"1108"
131,"1428"
132,"1710"
133,"1933"
134,"2059"
135,"1962"
136,"1683"
137,"1522"
138,"1376"
139,"1322"
140,"1410"
141,"1408"
142,"1514"
143,"1570"
144,"1557"
145,"1798"
146,"1863"
147,"1793"
148,"1583"
149,"1350"
150,"1019"
151,"698"
152,"504"
153,"383"
154,"309"
155,"319"
156,"340"
157,"388"
158,"441"
159,"587"
160,"768"
161,"1133"
162,"1538"
163,"1932"
164,"2103"
165,"2114"
166,"1923"
167,"1576"
168,"1234"
169,"718"
170,"472"
171,"280"
172,"230"
173,"221"
174,"264"
175,"310"
176,"401"
177,"504"
178,"534"
179,"583"
180,"593"
181,"662"
182,"692"
183,"680"
184,"630"
185,"506"
186,"454"
187,"367"
188,"282"
189,"220"
190,"166"
191,"191"
192,"191"
193,"168"
194,"198"
195,"192"
196,"218"
197,"219"
198,"208"
199,"238"
200,"253"
201,"259"
202,"220"
203,"209"
204,"201"
205,"190"
206,"219"
207,"203"
208,"211"
209,"179"
210,"220"
211,"203"
212,"209"
213,"224"
214,"216"
215,"216"
216,"280"
217,"327"
218,"334"
219,"391"
220,"465"
221,"586"
222,"746"
223,"730"
224,"737"
225,"772"
226,"658"
227,"541"
228,"444"
229,"358"
230,"367"
231,"271"
232,"250"
233,"244"
234,"300"
235,"265"
236,"260"
237,"289"
238,"330"
239,"335"
240,"342"
241,"361"
242,"406"
243,"345"
244,"382"
245,"393"
246,"354"
247,"307"
248,"309"
249,"307"
250,"316"
251,"271"
252,"234"
253,"297"
254,"277"
255,"287"
256,"296"
257,"307"
258,"297"
259,"285"
260,"321"
261,"301"
262,"301"
263,"307"
264,"346"
265,"336"
266,"321"
267,"333"
268,"339"
269,"376"
270,"357"
271,"317"
272,"328"
273,"327"
274,"329"
275,"363"
276,"341"
277,"373"
278,"363"
279,"333"
280,"353"
281,"363"
282,"337"
283,"350"
284,"330"
285,"340"
286,"340"
287,"339"
288,"382"
289,"360"
290,"417"
291,"423"
292,"448"
293,"490"
294,"495"
295,"509"
296,"516"
297,"469"
298,"501"
299,"459"
300,"420"
301,"418"
302,"425"
303,"377"
304,"423"
305,"410"
306,"434"
307,"443"
308,"537"
309,"614"
310,"840"
311,"1217"
312,"1798"
313,"2582"
314,"3636"
315,"4758"
316,"5815"
317,"6561"
318,"6743"
319,"6316"
320,"5459"
321,"4412"
322,"3262"
323,"2425"
324,"1534"
325,"1053"
326,"790"
327,"612"
328,"470"
329,"459"
330,"422"
331,"457"
332,"459"
333,"440"
334,"417"
335,"432"
336,"442"
337,"424"
338,"438"
339,"444"
340,"437"
341,"485"
342,"479"
343,"574"
344,"653"
345,"758"
346,"902"
347,"1008"
348,"1189"
349,"1344"
350,"1386"
351,"1331"
352,"1286"
353,"1184"
354,"1069"
355,"918"
356,"805"
357,"755"
358,"672"
359,"703"
360,"694"
361,"725"
362,"758"
363,"835"
364,"769"
365,"863"
366,"935"
367,"1022"
368,"1082"
369,"1117"
370,"1224"
371,"1280"
372,"1170"
373,"1016"
374,"921"
375,"810"
376,"716"
377,"552"
378,"494"
379,"441"
380,"407"
381,"365"
382,"362"
383,"401"
384,"403"
385,"382"
386,"355"
387,"405"
388,"354"
389,"386"
390,"367"
391,"393"
392,"407"
393,"458"
394,"468"
395,"467"
396,"510"
397,"528"
398,"607"
399,"638"
400,"644"
401,"645"
402,"615"
403,"554"
404,"488"
405,"431"
406,"482"
407,"484"
408,"497"
409,"474"
410,"478"
411,"470"
412,"481"
413,"428"
414,"466"
415,"438"
416,"409"
417,"385"
418,"381"
419,"393"
420,"392"
421,"363"
422,"413"
423,"421"
424,"409"
425,"385"
426,"436"
427,"433"
428,"443"
429,"456"
430,"449"
431,"449"
432,"426"
433,"383"
434,"420"
435,"402"
436,"430"
437,"408"
438,"434"
439,"433"
440,"427"
441,"408"
442,"430"
443,"444"
444,"459"
445,"397"
446,"421"
447,"421"
448,"416"
449,"403"
450,"414"
451,"393"
452,"417"
453,"410"
454,"414"
455,"408"
456,"391"
457,"406"
458,"429"
459,"399"
460,"417"
461,"448"
462,"399"
463,"432"
464,"403"
465,"420"
466,"407"
467,"393"
468,"431"
469,"380"
470,"417"
471,"394"
472,"411"
473,"402"
474,"404"
475,"406"
476,"422"
477,"451"
478,"425"
479,"436"
480,"437"
481,"424"
482,"437"
483,"441"
484,"410"
485,"382"
486,"389"
487,"379"
488,"434"
489,"382"
490,"394"
491,"351"
492,"402"
493,"380"
494,"363"
495,"374"
496,"372"
497,"380"
498,"378"
499,"418"
500,"386"
501,"366"
502,"361"
503,"355"
504,"392"
505,"366"
506,"377"
507,"366"
508,"411"
509,"379"
510,"451"
511,"411"
512,"433"
513,"432"
514,"411"
515,"412"
516,"389"
517,"443"
518,"408"
519,"373"
520,"408"
521,"390"
522,"424"
523,"413"
