Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4A 0phi 1"
Duration Time,60.031
Ambient Temperature,"98.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"693934"
Raw Accumulated Counts,"719486"
Valid Count Last Packet,"11188"
Raw Count Last Packet,"11573"
Live Time,58.287987
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7856
Number of Channels,2048
Vacuum,752
Channel#,Intensity
0,"1753"
1,"1491"
2,"943"
3,"489"
4,"237"
5,"82"
6,"26"
7,"4"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"0"
21,"4"
22,"28"
23,"128"
24,"211"
25,"189"
26,"188"
27,"170"
28,"203"
29,"175"
30,"199"
31,"175"
32,"190"
33,"156"
34,"164"
35,"167"
36,"170"
37,"147"
38,"159"
39,"186"
40,"155"
41,"157"
42,"170"
43,"190"
44,"163"
45,"177"
46,"166"
47,"186"
48,"165"
49,"167"
50,"165"
51,"166"
52,"146"
53,"171"
54,"162"
55,"194"
56,"168"
57,"154"
58,"179"
59,"147"
60,"147"
61,"131"
62,"156"
63,"120"
64,"140"
65,"142"
66,"133"
67,"140"
68,"123"
69,"160"
70,"176"
71,"192"
72,"235"
73,"241"
74,"238"
75,"261"
76,"208"
77,"225"
78,"224"
79,"218"
80,"246"
81,"384"
82,"593"
83,"983"
84,"1336"
85,"1736"
86,"1968"
87,"1949"
88,"1601"
89,"1132"
90,"785"
91,"536"
92,"375"
93,"216"
94,"179"
95,"130"
96,"150"
97,"151"
98,"134"
99,"135"
100,"134"
101,"130"
102,"138"
103,"137"
104,"145"
105,"122"
106,"119"
107,"148"
108,"139"
109,"151"
110,"142"
111,"159"
112,"210"
113,"224"
114,"234"
115,"232"
116,"236"
117,"246"
118,"181"
119,"197"
120,"239"
121,"164"
122,"214"
123,"219"
124,"223"
125,"273"
126,"334"
127,"464"
128,"598"
129,"871"
130,"1146"
131,"1492"
132,"1808"
133,"2055"
134,"1951"
135,"1943"
136,"1679"
137,"1479"
138,"1377"
139,"1273"
140,"1338"
141,"1422"
142,"1403"
143,"1563"
144,"1648"
145,"1745"
146,"1676"
147,"1765"
148,"1530"
149,"1226"
150,"928"
151,"694"
152,"556"
153,"377"
154,"336"
155,"353"
156,"392"
157,"487"
158,"612"
159,"874"
160,"1264"
161,"1915"
162,"2653"
163,"3226"
164,"3809"
165,"3693"
166,"3347"
167,"2616"
168,"1731"
169,"1143"
170,"726"
171,"453"
172,"325"
173,"303"
174,"342"
175,"448"
176,"574"
177,"645"
178,"809"
179,"808"
180,"870"
181,"806"
182,"770"
183,"733"
184,"690"
185,"602"
186,"490"
187,"396"
188,"250"
189,"227"
190,"203"
191,"198"
192,"166"
193,"184"
194,"170"
195,"210"
196,"221"
197,"256"
198,"294"
199,"257"
200,"260"
201,"297"
202,"225"
203,"242"
204,"200"
205,"210"
206,"212"
207,"182"
208,"190"
209,"217"
210,"203"
211,"206"
212,"218"
213,"252"
214,"207"
215,"260"
216,"253"
217,"263"
218,"259"
219,"334"
220,"371"
221,"350"
222,"381"
223,"458"
224,"391"
225,"374"
226,"322"
227,"287"
228,"298"
229,"281"
230,"255"
231,"279"
232,"250"
233,"264"
234,"243"
235,"259"
236,"305"
237,"294"
238,"308"
239,"345"
240,"363"
241,"333"
242,"336"
243,"352"
244,"396"
245,"342"
246,"361"
247,"375"
248,"361"
249,"376"
250,"302"
251,"328"
252,"318"
253,"313"
254,"272"
255,"306"
256,"274"
257,"283"
258,"254"
259,"289"
260,"289"
261,"285"
262,"317"
263,"313"
264,"296"
265,"267"
266,"307"
267,"327"
268,"360"
269,"306"
270,"325"
271,"325"
272,"340"
273,"340"
274,"350"
275,"341"
276,"374"
277,"361"
278,"379"
279,"383"
280,"476"
281,"393"
282,"421"
283,"423"
284,"418"
285,"429"
286,"430"
287,"412"
288,"400"
289,"403"
290,"409"
291,"407"
292,"400"
293,"392"
294,"416"
295,"409"
296,"444"
297,"401"
298,"430"
299,"439"
300,"414"
301,"397"
302,"408"
303,"427"
304,"457"
305,"397"
306,"443"
307,"470"
308,"452"
309,"443"
310,"506"
311,"567"
312,"674"
313,"809"
314,"930"
315,"1102"
316,"1249"
317,"1304"
318,"1419"
319,"1424"
320,"1212"
321,"1021"
322,"768"
323,"702"
324,"584"
325,"462"
326,"462"
327,"455"
328,"446"
329,"449"
330,"436"
331,"502"
332,"441"
333,"493"
334,"493"
335,"477"
336,"479"
337,"505"
338,"475"
339,"475"
340,"519"
341,"513"
342,"543"
343,"517"
344,"488"
345,"556"
346,"591"
347,"606"
348,"617"
