Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-5B 1phi 1"
Duration Time,60.098
Ambient Temperature,"103.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"647454"
Raw Accumulated Counts,"669627"
Valid Count Last Packet,"10041"
Raw Count Last Packet,"10349"
Live Time,58.508015
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1726"
1,"1504"
2,"971"
3,"499"
4,"199"
5,"75"
6,"15"
7,"6"
8,"0"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"28"
23,"84"
24,"145"
25,"140"
26,"173"
27,"154"
28,"155"
29,"151"
30,"167"
31,"164"
32,"179"
33,"144"
34,"118"
35,"168"
36,"141"
37,"159"
38,"142"
39,"154"
40,"158"
41,"169"
42,"150"
43,"163"
44,"131"
45,"147"
46,"145"
47,"150"
48,"169"
49,"151"
50,"146"
51,"157"
52,"138"
53,"165"
54,"162"
55,"134"
56,"123"
57,"155"
58,"150"
59,"130"
60,"137"
61,"133"
62,"146"
63,"137"
64,"132"
65,"133"
66,"127"
67,"102"
68,"125"
69,"123"
70,"160"
71,"162"
72,"178"
73,"218"
74,"208"
75,"194"
76,"208"
77,"161"
78,"185"
79,"166"
80,"188"
81,"285"
82,"420"
83,"676"
84,"934"
85,"1229"
86,"1408"
87,"1365"
88,"1216"
89,"883"
90,"577"
91,"395"
92,"261"
93,"216"
94,"163"
95,"126"
96,"137"
97,"129"
98,"134"
99,"120"
100,"145"
101,"147"
102,"131"
103,"105"
104,"116"
105,"126"
106,"119"
107,"122"
108,"110"
109,"133"
110,"159"
111,"146"
112,"172"
113,"196"
114,"209"
115,"244"
116,"249"
117,"192"
118,"218"
119,"199"
120,"182"
121,"186"
122,"181"
123,"210"
124,"197"
125,"242"
126,"259"
127,"346"
128,"448"
129,"647"
130,"939"
131,"1290"
132,"1660"
133,"1834"
134,"1957"
135,"1924"
136,"1643"
137,"1504"
138,"1340"
139,"1274"
140,"1312"
141,"1411"
142,"1404"
143,"1464"
144,"1536"
145,"1708"
146,"1812"
147,"1756"
148,"1669"
149,"1391"
150,"1015"
151,"747"
152,"532"
153,"399"
154,"334"
155,"341"
156,"318"
157,"417"
158,"545"
159,"687"
160,"1052"
161,"1635"
162,"2126"
163,"2850"
164,"3264"
165,"3201"
166,"2992"
167,"2405"
168,"1785"
169,"1172"
170,"683"
171,"456"
172,"309"
173,"304"
174,"287"
175,"354"
176,"443"
177,"667"
178,"768"
179,"775"
180,"833"
181,"895"
182,"961"
183,"1051"
184,"855"
185,"841"
186,"696"
187,"547"
188,"439"
189,"331"
190,"255"
191,"226"
192,"228"
193,"194"
194,"202"
195,"250"
196,"231"
197,"235"
198,"251"
199,"312"
200,"289"
201,"288"
202,"250"
203,"232"
204,"235"
205,"223"
206,"222"
207,"203"
208,"219"
209,"222"
210,"221"
211,"230"
212,"231"
213,"229"
214,"201"
215,"237"
216,"269"
217,"241"
218,"306"
219,"343"
220,"406"
221,"402"
222,"433"
223,"500"
224,"445"
225,"493"
226,"438"
227,"402"
228,"356"
229,"311"
230,"266"
231,"287"
232,"271"
233,"257"
234,"293"
235,"253"
236,"281"
237,"303"
238,"292"
239,"325"
240,"303"
241,"335"
242,"364"
243,"369"
244,"358"
245,"325"
246,"322"
247,"366"
248,"344"
249,"322"
250,"330"
251,"355"
252,"310"
253,"340"
254,"351"
255,"396"
256,"390"
257,"373"
258,"416"
259,"387"
260,"441"
261,"408"
262,"415"
263,"413"
264,"388"
265,"369"
266,"348"
267,"349"
268,"337"
269,"287"
270,"357"
271,"314"
272,"352"
273,"336"
274,"315"
275,"349"
276,"348"
277,"356"
278,"354"
279,"330"
280,"365"
281,"368"
282,"368"
283,"380"
284,"382"
285,"356"
286,"377"
287,"396"
288,"373"
289,"383"
290,"402"
291,"395"
292,"452"
293,"437"
294,"430"
295,"396"
296,"436"
297,"378"
298,"361"
299,"379"
300,"377"
301,"397"
302,"396"
303,"420"
304,"416"
305,"424"
306,"430"
307,"435"
308,"449"
309,"466"
310,"543"
311,"622"
312,"810"
313,"1118"
314,"1383"
315,"1745"
316,"2151"
317,"2417"
318,"2538"
319,"2495"
320,"2341"
321,"2028"
322,"1521"
323,"1159"
324,"926"
325,"724"
326,"583"
327,"510"
328,"466"
329,"462"
330,"470"
331,"463"
332,"425"
333,"428"
334,"437"
335,"411"
336,"425"
337,"420"
338,"434"
339,"468"
340,"461"
341,"450"
342,"494"
343,"514"
344,"511"
345,"560"
346,"541"
347,"656"
348,"692"
349,"736"
350,"741"
351,"789"
352,"798"
353,"784"
354,"729"
355,"715"
356,"702"
357,"690"
358,"697"
359,"767"
360,"785"
361,"833"
362,"806"
363,"822"
364,"931"
365,"971"
366,"998"
367,"1139"
368,"1238"
369,"1415"
370,"1508"
371,"1515"
372,"1404"
373,"1399"
374,"1244"
375,"1058"
376,"908"
377,"704"
378,"629"
379,"523"
380,"518"
381,"466"
382,"427"
383,"453"
384,"469"
385,"428"
386,"471"
387,"462"
388,"463"
389,"491"
390,"436"
391,"467"
392,"542"
393,"514"
394,"580"
395,"546"
396,"611"
397,"618"
398,"643"
399,"677"
400,"671"
401,"689"
402,"682"
403,"650"
404,"562"
405,"571"
406,"579"
407,"561"
408,"518"
409,"502"
410,"510"
411,"507"
412,"509"
413,"500"
414,"491"
415,"485"
416,"458"
417,"413"
418,"448"
419,"446"
420,"440"
421,"445"
422,"471"
423,"440"
424,"424"
425,"460"
426,"501"
427,"458"
428,"466"
429,"484"
430,"503"
431,"502"
432,"450"
433,"430"
434,"464"
435,"434"
436,"472"
437,"464"
438,"436"
439,"469"
440,"420"
441,"485"
442,"448"
443,"497"
444,"474"
445,"518"
446,"480"
447,"474"
448,"453"
449,"471"
450,"494"
451,"518"
452,"476"
453,"503"
454,"502"
455,"473"
456,"465"
457,"494"
458,"533"
459,"569"
460,"540"
461,"549"
462,"580"
463,"476"
464,"499"
465,"547"
466,"486"
467,"496"
468,"533"
469,"532"
470,"523"
471,"475"
472,"534"
473,"514"
474,"529"
475,"473"
476,"519"
477,"513"
478,"461"
479,"448"
480,"497"
481,"486"
482,"456"
483,"463"
484,"435"
485,"417"
486,"471"
487,"474"
488,"461"
489,"495"
490,"465"
491,"481"
492,"513"
493,"451"
494,"449"
495,"466"
496,"459"
497,"426"
498,"430"
499,"472"
500,"482"
501,"495"
502,"452"
503,"474"
504,"444"
505,"501"
506,"484"
507,"514"
508,"444"
509,"464"
510,"425"
511,"465"
512,"492"
513,"488"
514,"506"
515,"505"
516,"474"
517,"490"
518,"488"
519,"481"
520,"466"
521,"468"
522,"532"
523,"504"
524,"508"
525,"495"
526,"523"
527,"460"
528,"536"
529,"449"
530,"484"
531,"455"
532,"475"
533,"457"
534,"483"
535,"420"
536,"434"
537,"466"
538,"449"
539,"455"
540,"447"
541,"464"
542,"434"
543,"432"
544,"413"
545,"446"
546,"413"
547,"460"
548,"426"
549,"442"
550,"446"
551,"445"
552,"447"
553,"461"
554,"440"
555,"470"
556,"514"
557,"489"
558,"432"
559,"452"
560,"460"
561,"447"
562,"497"
563,"473"
564,"479"
565,"446"
566,"464"
567,"486"
568,"492"
569,"491"
570,"510"
571,"486"
572,"496"
573,"477"
574,"440"
575,"444"
576,"482"
577,"481"
578,"487"
579,"477"
580,"452"
581,"431"
582,"453"
583,"435"
584,"439"
585,"474"
586,"494"
587,"452"
588,"466"
589,"480"
590,"475"
591,"496"
592,"519"
593,"484"
594,"459"
595,"466"
596,"495"
597,"433"
598,"430"
599,"487"
600,"450"
601,"473"
602,"493"
603,"462"
604,"481"
605,"458"
606,"484"
607,"481"
608,"480"
609,"453"
610,"450"
611,"444"
612,"476"
613,"518"
614,"447"
615,"467"
616,"478"
617,"437"
618,"432"
619,"476"
620,"495"
621,"530"
622,"500"
623,"502"
624,"500"
625,"512"
626,"486"
627,"473"
628,"480"
629,"486"
630,"478"
631,"493"
632,"464"
633,"473"
634,"464"
635,"455"
636,"454"
637,"443"
638,"461"
639,"506"
640,"478"
641,"478"
642,"429"
643,"476"
644,"480"
645,"458"
646,"457"
647,"448"
648,"479"
649,"454"
650,"483"
651,"513"
652,"502"
653,"465"
654,"497"
655,"517"
656,"513"
657,"594"
658,"660"
659,"672"
660,"669"
661,"778"
662,"807"
663,"945"
664,"989"
665,"921"
666,"895"
667,"925"
668,"894"
669,"804"
670,"739"
671,"688"
672,"613"
673,"573"
674,"538"
675,"531"
676,"555"
677,"495"
678,"495"
679,"519"
680,"483"
681,"455"
682,"506"
683,"486"
684,"454"
685,"492"
686,"461"
687,"469"
688,"458"
689,"521"
690,"497"
691,"519"
692,"464"
693,"517"
694,"570"
695,"624"
696,"617"
697,"690"
698,"754"
699,"793"
700,"895"
701,"878"
702,"986"
703,"1001"
704,"988"
705,"971"
706,"858"
707,"870"
708,"799"
709,"724"
710,"690"
711,"584"
712,"534"
713,"551"
714,"492"
715,"446"
716,"476"
717,"443"
718,"415"
719,"443"
720,"456"
721,"432"
722,"439"
723,"409"
724,"400"
725,"421"
726,"430"
727,"467"
728,"418"
729,"416"
730,"409"
731,"420"
732,"428"
733,"486"
734,"441"
735,"461"
736,"496"
737,"450"
738,"472"
739,"469"
740,"489"
741,"486"
742,"491"
743,"493"
744,"511"
745,"522"
746,"522"
747,"471"
748,"507"
749,"495"
750,"439"
751,"446"
752,"439"
753,"427"
754,"421"
755,"432"
756,"388"
757,"473"
758,"386"
759,"436"
760,"408"
761,"402"
762,"432"
763,"419"
764,"413"
765,"409"
766,"402"
767,"422"
768,"384"
769,"382"
770,"373"
771,"404"
772,"419"
773,"397"
774,"418"
775,"425"
776,"459"
777,"404"
778,"459"
779,"460"
780,"495"
781,"491"
782,"527"
783,"551"
784,"550"
785,"522"
786,"489"
787,"562"
788,"530"
789,"501"
790,"478"
791,"446"
792,"501"
793,"455"
794,"469"
795,"445"
796,"414"
797,"411"
798,"428"
799,"443"
800,"400"
801,"419"
802,"414"
803,"393"
804,"433"
805,"399"
806,"352"
807,"393"
808,"371"
809,"421"
810,"402"
811,"394"
812,"405"
813,"398"
814,"411"
815,"370"
816,"367"
817,"351"
818,"376"
819,"398"
820,"381"
821,"406"
822,"346"
823,"357"
824,"364"
825,"423"
826,"414"
827,"444"
828,"374"
829,"397"
830,"407"
831,"399"
832,"380"
833,"386"
834,"393"
835,"375"
836,"386"
837,"385"
838,"372"
839,"387"
840,"391"
841,"391"
842,"384"
843,"395"
844,"403"
845,"358"
846,"392"
847,"406"
848,"398"
849,"377"
850,"418"
851,"434"
852,"377"
853,"380"
854,"391"
855,"365"
856,"405"
857,"395"
858,"403"
859,"401"
860,"391"
861,"410"
862,"385"
863,"412"
864,"396"
865,"394"
866,"412"
867,"381"
868,"399"
869,"396"
870,"372"
871,"413"
872,"401"
873,"423"
874,"424"
875,"425"
876,"423"
877,"447"
878,"421"
879,"451"
880,"461"
881,"411"
882,"380"
883,"435"
884,"444"
885,"423"
886,"411"
887,"409"
888,"396"
889,"416"
890,"420"
891,"424"
892,"462"
893,"451"
894,"431"
895,"471"
896,"467"
897,"491"
898,"451"
899,"453"
900,"494"
901,"497"
902,"513"
903,"450"
904,"528"
905,"538"
906,"497"
907,"562"
908,"554"
909,"541"
910,"586"
911,"583"
912,"599"
913,"597"
914,"616"
915,"692"
916,"653"
917,"701"
918,"689"
919,"704"
920,"738"
921,"760"
922,"814"
923,"887"
924,"881"
925,"963"
926,"976"
927,"1027"
928,"1029"
929,"1113"
930,"1083"
931,"1147"
932,"1210"
933,"1216"
934,"1266"
935,"1288"
936,"1396"
937,"1364"
938,"1348"
939,"1349"
940,"1345"
941,"1311"
942,"1352"
943,"1328"
944,"1369"
945,"1251"
946,"1267"
947,"1222"
948,"1249"
949,"1174"
950,"1163"
951,"1102"
952,"1060"
953,"1086"
954,"1020"
955,"913"
956,"943"
957,"895"
958,"900"
959,"836"
960,"783"
961,"763"
962,"747"
963,"672"
964,"682"
965,"644"
966,"633"
967,"604"
968,"577"
969,"541"
970,"546"
971,"551"
972,"536"
973,"539"
974,"492"
975,"445"
976,"461"
977,"483"
978,"424"
979,"467"
980,"434"
981,"394"
982,"404"
983,"393"
984,"382"
985,"381"
986,"419"
987,"423"
988,"412"
989,"490"
990,"418"
991,"425"
992,"498"
993,"514"
994,"527"
995,"592"
996,"607"
997,"660"
998,"688"
999,"711"
1000,"748"
1001,"764"
1002,"856"
1003,"848"
1004,"805"
1005,"852"
1006,"767"
1007,"768"
