Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2B 1phi 1"
Duration Time,60.034
Ambient Temperature,"102.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"704532"
Raw Accumulated Counts,"730074"
Valid Count Last Packet,"11239"
Raw Count Last Packet,"11639"
Live Time,58.330975
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0887
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1854"
1,"1427"
2,"948"
3,"512"
4,"225"
5,"75"
6,"23"
7,"5"
8,"2"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"34"
23,"101"
24,"152"
25,"197"
26,"180"
27,"203"
28,"174"
29,"170"
30,"165"
31,"177"
32,"184"
33,"149"
34,"173"
35,"173"
36,"166"
37,"171"
38,"171"
39,"172"
40,"155"
41,"147"
42,"174"
43,"148"
44,"172"
45,"179"
46,"184"
47,"145"
48,"172"
49,"185"
50,"143"
51,"154"
52,"157"
53,"157"
54,"174"
55,"138"
56,"161"
57,"153"
58,"155"
59,"155"
60,"167"
61,"136"
62,"148"
63,"138"
64,"137"
65,"147"
66,"145"
67,"114"
68,"129"
69,"145"
70,"176"
71,"168"
72,"215"
73,"205"
74,"223"
75,"244"
76,"222"
77,"197"
78,"205"
79,"209"
80,"225"
81,"318"
82,"480"
83,"803"
84,"1203"
85,"1577"
86,"1812"
87,"1758"
88,"1408"
89,"1087"
90,"720"
91,"456"
92,"271"
93,"203"
94,"179"
95,"151"
96,"116"
97,"123"
98,"121"
99,"131"
100,"144"
101,"127"
102,"150"
103,"152"
104,"135"
105,"128"
106,"120"
107,"162"
108,"137"
109,"120"
110,"144"
111,"162"
112,"160"
113,"220"
114,"208"
115,"218"
116,"260"
117,"202"
118,"252"
119,"185"
120,"164"
121,"189"
122,"182"
123,"187"
124,"194"
125,"223"
126,"258"
127,"367"
128,"522"
129,"674"
130,"998"
131,"1298"
132,"1685"
133,"1788"
134,"1909"
135,"1865"
136,"1670"
137,"1489"
138,"1429"
139,"1286"
140,"1367"
141,"1370"
142,"1377"
143,"1479"
144,"1623"
145,"1678"
146,"1727"
147,"1736"
148,"1549"
149,"1277"
150,"951"
151,"687"
152,"496"
153,"369"
154,"339"
155,"326"
156,"348"
157,"408"
158,"521"
159,"820"
160,"1133"
161,"1756"
162,"2355"
163,"3033"
164,"3438"
165,"3450"
166,"3049"
167,"2510"
168,"1794"
169,"1169"
170,"722"
171,"451"
172,"294"
173,"275"
174,"317"
175,"479"
176,"523"
177,"619"
178,"729"
179,"719"
180,"780"
181,"720"
182,"651"
183,"692"
184,"553"
185,"481"
186,"373"
187,"320"
188,"300"
189,"237"
190,"179"
191,"181"
192,"154"
193,"199"
194,"177"
195,"168"
196,"243"
197,"228"
198,"247"
199,"233"
200,"251"
201,"228"
202,"227"
203,"191"
204,"209"
205,"207"
206,"231"
207,"199"
208,"209"
209,"186"
210,"209"
211,"200"
212,"203"
213,"212"
214,"243"
215,"225"
216,"265"
217,"246"
218,"285"
219,"326"
220,"380"
221,"443"
222,"479"
223,"546"
224,"568"
225,"501"
226,"543"
227,"458"
228,"355"
229,"382"
230,"287"
231,"269"
232,"308"
233,"267"
234,"261"
235,"282"
236,"284"
237,"304"
238,"339"
239,"299"
240,"317"
241,"351"
242,"330"
243,"330"
244,"342"
245,"379"
246,"359"
247,"328"
248,"301"
249,"367"
250,"322"
251,"312"
252,"321"
253,"299"
254,"280"
255,"293"
256,"292"
257,"307"
258,"319"
259,"286"
260,"322"
261,"312"
262,"304"
263,"323"
264,"318"
265,"333"
266,"366"
267,"339"
268,"363"
269,"368"
270,"382"
271,"355"
272,"369"
273,"345"
274,"376"
275,"401"
276,"409"
277,"387"
278,"396"
279,"387"
280,"407"
281,"433"
282,"374"
283,"405"
284,"399"
285,"358"
286,"381"
287,"400"
288,"358"
289,"381"
290,"392"
291,"423"
292,"427"
293,"397"
294,"426"
295,"428"
296,"418"
297,"419"
298,"357"
299,"397"
300,"391"
301,"412"
302,"393"
303,"421"
304,"402"
305,"446"
306,"474"
307,"433"
308,"470"
309,"552"
310,"666"
311,"778"
312,"1009"
313,"1341"
314,"1869"
315,"2257"
316,"2827"
317,"3155"
318,"3259"
319,"3139"
320,"2700"
321,"2302"
322,"1677"
323,"1318"
324,"977"
325,"769"
326,"579"
327,"522"
328,"483"
329,"450"
330,"462"
331,"486"
332,"473"
333,"465"
334,"462"
335,"506"
336,"489"
337,"474"
338,"501"
339,"481"
340,"532"
341,"534"
342,"536"
343,"544"
344,"585"
345,"642"
346,"666"
347,"750"
348,"791"
349,"852"
350,"908"
351,"899"
352,"921"
353,"840"
354,"821"
355,"780"
356,"705"
357,"747"
358,"677"
359,"737"
360,"753"
361,"805"
362,"877"
363,"863"
364,"1016"
365,"1060"
366,"1168"
367,"1206"
368,"1381"
369,"1460"
370,"1583"
371,"1510"
372,"1480"
373,"1455"
374,"1219"
375,"995"
376,"892"
377,"788"
378,"698"
379,"587"
380,"525"
381,"550"
382,"528"
383,"463"
384,"505"
385,"464"
386,"425"
387,"533"
388,"467"
389,"424"
390,"484"
391,"478"
392,"489"
393,"491"
394,"537"
395,"575"
396,"605"
397,"668"
398,"713"
399,"703"
400,"688"
401,"682"
402,"669"
403,"623"
404,"589"
405,"612"
406,"576"
407,"589"
408,"613"
409,"584"
410,"590"
411,"595"
412,"592"
413,"598"
414,"607"
415,"571"
416,"554"
417,"508"
418,"528"
419,"502"
420,"494"
421,"581"
422,"500"
423,"535"
424,"528"
425,"518"
426,"558"
427,"551"
428,"551"
429,"561"
430,"563"
431,"553"
432,"524"
433,"512"
434,"527"
435,"481"
436,"491"
437,"515"
438,"521"
439,"518"
440,"524"
441,"556"
442,"509"
443,"516"
444,"520"
445,"507"
446,"536"
447,"501"
448,"488"
449,"481"
450,"482"
451,"484"
452,"488"
453,"499"
454,"501"
455,"500"
456,"532"
457,"589"
458,"573"
459,"581"
460,"567"
461,"565"
462,"595"
463,"546"
464,"589"
465,"547"
466,"550"
467,"582"
468,"560"
469,"601"
470,"551"
471,"567"
472,"576"
473,"578"
474,"583"
475,"559"
476,"589"
477,"571"
478,"543"
479,"515"
480,"538"
481,"535"
482,"552"
483,"533"
484,"531"
485,"513"
486,"518"
487,"511"
488,"519"
489,"529"
490,"477"
491,"494"
492,"540"
493,"511"
494,"524"
495,"508"
496,"464"
497,"528"
498,"539"
499,"522"
500,"524"
501,"492"
502,"519"
503,"550"
504,"501"
505,"468"
506,"502"
507,"524"
508,"509"
509,"537"
510,"502"
511,"502"
512,"531"
513,"507"
514,"537"
515,"565"
516,"542"
517,"521"
518,"524"
519,"526"
520,"546"
521,"548"
522,"552"
523,"536"
524,"547"
525,"532"
526,"556"
527,"549"
528,"525"
529,"510"
530,"522"
531,"495"
532,"552"
533,"492"
534,"537"
535,"512"
536,"525"
537,"478"
538,"531"
539,"537"
540,"531"
541,"563"
542,"519"
543,"504"
544,"493"
545,"499"
546,"454"
547,"499"
548,"500"
549,"488"
550,"521"
551,"521"
552,"516"
553,"485"
554,"480"
555,"507"
556,"541"
557,"522"
558,"510"
559,"504"
560,"515"
561,"529"
562,"508"
563,"566"
564,"470"
565,"495"
566,"533"
567,"488"
568,"490"
569,"482"
570,"572"
571,"561"
572,"514"
573,"521"
574,"565"
575,"533"
576,"527"
577,"512"
578,"518"
579,"497"
580,"529"
581,"507"
582,"565"
583,"509"
584,"504"
585,"511"
586,"504"
587,"472"
588,"539"
589,"478"
590,"512"
591,"509"
592,"510"
593,"563"
594,"534"
595,"515"
596,"457"
597,"520"
598,"518"
599,"523"
600,"516"
601,"501"
602,"533"
603,"516"
604,"498"
605,"525"
606,"545"
607,"519"
608,"562"
609,"525"
610,"514"
611,"472"
612,"481"
613,"502"
614,"477"
615,"498"
616,"526"
617,"496"
618,"545"
619,"529"
620,"541"
621,"539"
622,"513"
623,"548"
624,"608"
625,"564"
626,"545"
627,"590"
628,"614"
629,"586"
630,"514"
631,"570"
632,"561"
633,"513"
634,"495"
635,"517"
636,"517"
637,"525"
638,"551"
639,"541"
640,"514"
641,"501"
642,"534"
643,"523"
644,"543"
645,"525"
646,"546"
647,"523"
648,"530"
649,"528"
650,"529"
651,"510"
652,"545"
653,"594"
654,"613"
655,"668"
656,"702"
657,"761"
658,"870"
659,"1012"
660,"1090"
661,"1235"
662,"1392"
663,"1473"
664,"1588"
665,"1531"
666,"1570"
667,"1407"
668,"1319"
669,"1162"
670,"1070"
671,"904"
672,"723"
673,"733"
674,"640"
675,"595"
676,"552"
677,"535"
678,"549"
679,"494"
680,"574"
681,"556"
682,"473"
683,"510"
684,"517"
685,"495"
686,"501"
687,"484"
688,"505"
689,"517"
690,"508"
691,"486"
692,"481"
693,"530"
694,"537"
695,"575"
696,"568"
697,"591"
698,"641"
699,"683"
700,"673"
701,"687"
702,"713"
703,"705"
704,"722"
705,"662"
706,"678"
707,"615"
708,"633"
709,"557"
710,"535"
711,"534"
712,"500"
713,"492"
714,"507"
715,"497"
716,"509"
717,"487"
718,"540"
719,"488"
720,"485"
721,"470"
722,"500"
723,"455"
724,"497"
725,"515"
726,"472"
727,"476"
728,"473"
729,"464"
730,"505"
731,"486"
732,"478"
733,"499"
734,"481"
735,"505"
736,"523"
737,"569"
738,"599"
739,"536"
740,"629"
741,"611"
742,"601"
743,"637"
744,"648"
745,"654"
746,"635"
747,"580"
748,"594"
749,"529"
750,"546"
751,"532"
752,"493"
753,"516"
754,"489"
755,"536"
756,"505"
757,"500"
758,"488"
759,"434"
760,"446"
761,"468"
762,"475"
763,"456"
764,"459"
765,"464"
766,"478"
767,"446"
768,"480"
769,"438"
770,"445"
771,"468"
772,"448"
773,"486"
774,"482"
775,"476"
776,"475"
777,"518"
778,"560"
779,"533"
780,"537"
781,"570"
782,"588"
783,"593"
784,"565"
785,"542"
786,"571"
787,"553"
788,"526"
789,"532"
790,"495"
791,"521"
792,"453"
793,"458"
794,"442"
795,"485"
796,"449"
797,"466"
798,"444"
799,"439"
800,"432"
801,"478"
802,"476"
803,"427"
804,"440"
805,"415"
806,"437"
807,"464"
808,"466"
809,"422"
810,"410"
811,"398"
812,"470"
813,"430"
814,"440"
815,"429"
816,"438"
817,"450"
818,"420"
819,"435"
820,"443"
821,"449"
822,"462"
823,"462"
824,"471"
825,"434"
826,"405"
827,"413"
828,"427"
829,"466"
830,"431"
831,"400"
832,"459"
833,"419"
834,"467"
835,"450"
836,"424"
837,"445"
838,"404"
839,"439"
840,"436"
841,"398"
842,"409"
843,"441"
844,"404"
845,"415"
846,"408"
847,"400"
848,"453"
849,"469"
850,"428"
851,"421"
852,"446"
853,"454"
854,"495"
855,"470"
856,"441"
857,"429"
858,"434"
859,"470"
860,"422"
861,"420"
862,"417"
863,"434"
864,"427"
865,"438"
866,"419"
867,"468"
868,"466"
869,"455"
870,"468"
871,"438"
872,"445"
873,"451"
874,"447"
875,"465"
876,"471"
877,"430"
878,"472"
879,"529"
880,"523"
881,"493"
882,"473"
883,"461"
884,"466"
885,"489"
886,"492"
887,"472"
888,"467"
889,"481"
890,"482"
891,"490"
892,"481"
893,"497"
894,"485"
895,"490"
896,"526"
897,"516"
898,"507"
899,"512"
900,"525"
901,"528"
902,"527"
903,"539"
904,"523"
905,"561"
906,"555"
907,"586"
908,"591"
909,"590"
910,"578"
911,"695"
912,"637"
913,"676"
914,"724"
915,"751"
916,"744"
917,"781"
918,"762"
919,"792"
920,"879"
921,"950"
922,"914"
923,"984"
924,"984"
925,"1063"
926,"1056"
927,"1164"
928,"1238"
929,"1196"
930,"1258"
931,"1297"
932,"1375"
933,"1416"
934,"1416"
935,"1468"
936,"1456"
937,"1518"
938,"1499"
939,"1482"
940,"1452"
941,"1497"
942,"1451"
943,"1504"
944,"1533"
945,"1462"
946,"1491"
947,"1414"
948,"1376"
949,"1337"
950,"1301"
951,"1247"
952,"1161"
953,"1135"
954,"1156"
955,"1075"
956,"999"
957,"979"
958,"938"
959,"851"
960,"888"
961,"788"
962,"777"
963,"773"
964,"738"
965,"691"
966,"606"
967,"645"
968,"630"
969,"617"
970,"562"
971,"558"
972,"548"
973,"591"
974,"509"
975,"499"
976,"465"
977,"512"
978,"521"
979,"451"
980,"450"
981,"446"
982,"481"
983,"409"
984,"425"
985,"476"
986,"425"
987,"442"
988,"458"
989,"465"
990,"480"
991,"535"
992,"564"
993,"608"
994,"619"
995,"714"
996,"713"
997,"829"
998,"850"
999,"889"
1000,"945"
1001,"950"
1002,"988"
1003,"921"
1004,"948"
