Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-5A -1phi 0"
Duration Time,60.098
Ambient Temperature,"82.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"595899"
Raw Accumulated Counts,"615247"
Valid Count Last Packet,"9296"
Raw Count Last Packet,"9610"
Live Time,58.667004
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0899
Number of Channels,2048
Vacuum,758
Channel#,Intensity
0,"1846"
1,"1494"
2,"984"
3,"474"
4,"236"
5,"71"
6,"27"
7,"6"
8,"0"
9,"1"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"2"
21,"4"
22,"39"
23,"100"
24,"136"
25,"155"
26,"158"
27,"149"
28,"166"
29,"167"
30,"153"
31,"133"
32,"168"
33,"147"
34,"174"
35,"143"
36,"158"
37,"161"
38,"154"
39,"134"
40,"115"
41,"141"
42,"141"
43,"130"
44,"140"
45,"143"
46,"154"
47,"137"
48,"143"
49,"138"
50,"147"
51,"133"
52,"126"
53,"155"
54,"145"
55,"139"
56,"132"
57,"118"
58,"151"
59,"136"
60,"152"
61,"141"
62,"120"
63,"131"
64,"123"
65,"116"
66,"107"
67,"104"
68,"121"
69,"122"
70,"122"
71,"131"
72,"134"
73,"122"
74,"132"
75,"152"
76,"135"
77,"126"
78,"135"
79,"127"
80,"139"
81,"199"
82,"288"
83,"415"
84,"616"
85,"681"
86,"834"
87,"776"
88,"717"
89,"506"
90,"371"
91,"236"
92,"175"
93,"164"
94,"131"
95,"127"
96,"117"
97,"106"
98,"110"
99,"115"
100,"123"
101,"120"
102,"118"
103,"130"
104,"117"
105,"97"
106,"102"
107,"124"
108,"117"
109,"118"
110,"136"
111,"152"
112,"182"
113,"206"
114,"192"
115,"188"
116,"238"
117,"227"
118,"195"
119,"174"
120,"171"
121,"162"
122,"184"
123,"200"
124,"214"
125,"230"
126,"278"
127,"353"
128,"532"
129,"725"
130,"1050"
131,"1367"
132,"1762"
133,"1898"
134,"1994"
135,"1876"
136,"1672"
137,"1486"
138,"1328"
139,"1239"
140,"1375"
141,"1358"
142,"1523"
143,"1454"
144,"1648"
145,"1727"
146,"1827"
147,"1796"
148,"1645"
149,"1281"
150,"1027"
151,"693"
152,"498"
153,"389"
154,"307"
155,"256"
156,"290"
157,"342"
158,"388"
159,"448"
160,"536"
161,"742"
162,"819"
163,"1066"
164,"1181"
165,"1174"
166,"1098"
167,"810"
168,"646"
169,"441"
170,"324"
171,"244"
172,"173"
173,"181"
174,"192"
175,"224"
176,"254"
177,"338"
178,"377"
179,"424"
180,"429"
181,"497"
182,"492"
183,"555"
184,"506"
185,"457"
186,"362"
187,"265"
188,"238"
189,"235"
190,"152"
191,"191"
192,"172"
193,"184"
194,"175"
195,"178"
196,"207"
197,"217"
198,"217"
199,"238"
200,"247"
201,"239"
202,"213"
203,"217"
204,"226"
205,"191"
206,"202"
207,"205"
208,"201"
209,"208"
210,"185"
211,"209"
212,"211"
213,"208"
214,"216"
215,"213"
216,"223"
217,"233"
218,"237"
219,"335"
220,"381"
221,"424"
222,"511"
223,"592"
224,"517"
225,"546"
226,"484"
227,"423"
228,"368"
229,"323"
230,"330"
231,"296"
232,"284"
233,"311"
234,"288"
235,"370"
236,"389"
237,"420"
238,"410"
239,"399"
240,"428"
241,"434"
242,"365"
243,"385"
244,"336"
245,"360"
246,"314"
247,"302"
248,"295"
249,"265"
250,"293"
251,"250"
252,"263"
253,"281"
254,"264"
255,"251"
256,"297"
257,"276"
258,"291"
259,"259"
260,"318"
261,"288"
262,"281"
263,"276"
264,"295"
265,"293"
266,"317"
267,"299"
268,"336"
269,"353"
270,"394"
271,"392"
272,"356"
273,"352"
274,"380"
275,"339"
276,"371"
277,"336"
278,"389"
279,"373"
280,"339"
281,"349"
282,"327"
283,"350"
284,"320"
285,"369"
286,"388"
287,"375"
288,"414"
289,"421"
290,"418"
291,"474"
292,"476"
293,"509"
294,"476"
295,"454"
296,"440"
297,"422"
298,"436"
299,"374"
300,"378"
301,"371"
302,"381"
303,"394"
304,"418"
305,"440"
306,"457"
307,"481"
308,"525"
309,"679"
310,"920"
311,"1467"
312,"2189"
313,"3176"
314,"4352"
315,"5882"
316,"6968"
317,"7718"
318,"8094"
319,"7539"
320,"6640"
321,"5257"
322,"3896"
323,"2731"
324,"1845"
325,"1262"
326,"824"
327,"690"
328,"491"
329,"482"
330,"533"
331,"527"
332,"512"
333,"527"
334,"503"
335,"528"
336,"501"
337,"464"
338,"488"
339,"538"
340,"532"
341,"525"
342,"508"
343,"635"
344,"738"
345,"834"
346,"998"
347,"1183"
348,"1297"
349,"1435"
350,"1442"
351,"1467"
352,"1423"
353,"1234"
354,"1134"
355,"939"
356,"844"
357,"747"
358,"690"
359,"667"
360,"724"
361,"757"
362,"833"
363,"842"
364,"888"
365,"991"
366,"1111"
367,"1174"
368,"1296"
369,"1444"
370,"1554"
371,"1572"
372,"1479"
373,"1316"
374,"1136"
375,"965"
376,"772"
377,"658"
378,"526"
379,"468"
380,"395"
381,"389"
382,"382"
383,"354"
384,"347"
385,"352"
386,"333"
387,"383"
388,"386"
389,"355"
390,"432"
391,"378"
392,"415"
393,"475"
394,"495"
395,"525"
396,"554"
397,"591"
398,"647"
399,"659"
400,"673"
401,"640"
402,"608"
403,"592"
404,"573"
405,"527"
406,"530"
407,"556"
408,"471"
409,"501"
410,"535"
411,"492"
412,"543"
413,"478"
414,"481"
415,"482"
416,"489"
417,"418"
418,"393"
419,"404"
420,"400"
421,"415"
422,"411"
423,"439"
424,"442"
425,"446"
426,"448"
427,"441"
428,"449"
429,"470"
430,"488"
431,"447"
432,"470"
433,"452"
434,"431"
435,"416"
436,"420"
437,"421"
438,"470"
439,"435"
440,"451"
441,"388"
442,"432"
443,"415"
444,"435"
445,"443"
446,"423"
447,"429"
448,"410"
449,"392"
450,"390"
451,"420"
452,"446"
453,"403"
454,"408"
455,"375"
456,"410"
457,"411"
458,"379"
459,"437"
460,"415"
461,"400"
462,"394"
463,"428"
464,"414"
465,"442"
466,"447"
467,"397"
468,"420"
469,"409"
470,"427"
471,"439"
472,"429"
473,"438"
474,"481"
475,"429"
476,"470"
477,"470"
478,"391"
479,"427"
480,"457"
481,"424"
482,"430"
483,"366"
484,"409"
485,"360"
486,"382"
487,"392"
488,"378"
489,"383"
490,"388"
491,"369"
492,"362"
493,"389"
494,"406"
495,"388"
496,"335"
497,"340"
498,"378"
499,"393"
500,"379"
501,"342"
502,"382"
503,"409"
504,"388"
505,"401"
506,"405"
507,"389"
508,"448"
509,"396"
510,"389"
511,"383"
512,"380"
513,"402"
514,"396"
515,"374"
516,"404"
517,"395"
518,"406"
519,"381"
520,"395"
521,"377"
522,"392"
523,"421"
524,"461"
