Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3F 1phi 1"
381,"474"
382,"432"
383,"447"
384,"425"
385,"422"
386,"420"
387,"422"
388,"451"
389,"430"
390,"455"
391,"504"
392,"470"
393,"485"
394,"560"
395,"564"
396,"620"
397,"629"
398,"698"
399,"677"
400,"681"
401,"670"
402,"658"
403,"669"
404,"602"
405,"568"
406,"547"
407,"538"
408,"541"
409,"582"
410,"577"
411,"538"
412,"561"
413,"501"
414,"443"
415,"460"
416,"458"
417,"518"
418,"423"
419,"466"
420,"424"
421,"449"
422,"427"
423,"467"
424,"470"
425,"489"
426,"517"
427,"508"
428,"538"
429,"563"
430,"568"
431,"539"
432,"513"
433,"492"
434,"467"
435,"465"
436,"484"
437,"424"
438,"494"
439,"549"
440,"487"
441,"493"
442,"493"
443,"477"
444,"512"
445,"501"
446,"456"
447,"500"
448,"490"
449,"449"
450,"521"
451,"474"
452,"534"
453,"479"
454,"521"
455,"548"
456,"493"
457,"514"
458,"495"
459,"528"
460,"507"
461,"518"
462,"523"
463,"538"
464,"507"
465,"529"
466,"523"
467,"510"
468,"528"
469,"540"
470,"492"
471,"590"
472,"528"
473,"559"
474,"531"
475,"538"
476,"568"
477,"572"
478,"550"
479,"535"
480,"577"
481,"573"
482,"506"
483,"544"
484,"521"
485,"520"
486,"565"
487,"563"
488,"520"
489,"512"
490,"524"
491,"525"
492,"485"
493,"492"
494,"538"
495,"530"
496,"529"
497,"501"
498,"539"
499,"497"
500,"503"
501,"518"
502,"519"
503,"523"
504,"528"
505,"511"
506,"486"
507,"492"
508,"510"
509,"513"
510,"530"
511,"488"
512,"543"
513,"478"
514,"529"
515,"531"
516,"508"
517,"524"
518,"517"
519,"556"
520,"560"
521,"556"
522,"521"
523,"525"
524,"552"
525,"519"
526,"536"
527,"518"
528,"545"
529,"538"
530,"513"
531,"529"
532,"485"
533,"512"
534,"500"
535,"435"
536,"503"
537,"500"
538,"492"
539,"497"
540,"499"
541,"523"
542,"494"
543,"472"
544,"474"
545,"489"
546,"500"
547,"460"
548,"471"
549,"469"
550,"503"
551,"493"
552,"509"
553,"498"
554,"505"
555,"495"
556,"491"
557,"495"
558,"495"
559,"512"
560,"463"
561,"487"
562,"510"
563,"560"
564,"547"
565,"519"
566,"490"
567,"514"
568,"535"
569,"509"
570,"506"
571,"494"
572,"498"
573,"506"
574,"471"
575,"523"
576,"503"
577,"497"
578,"512"
579,"478"
580,"489"
581,"482"
582,"501"
583,"524"
584,"505"
585,"523"
586,"487"
587,"506"
588,"481"
589,"515"
590,"530"
591,"539"
592,"519"
593,"522"
594,"462"
595,"478"
596,"471"
597,"504"
598,"485"
599,"490"
600,"496"
601,"538"
602,"466"
603,"447"
604,"515"
605,"473"
606,"467"
607,"465"
608,"497"
609,"482"
610,"554"
611,"477"
612,"470"
613,"515"
614,"519"
615,"458"
616,"562"
617,"498"
618,"514"
619,"501"
620,"511"
621,"502"
622,"514"
623,"482"
624,"538"
625,"548"
626,"497"
627,"561"
628,"548"
629,"526"
630,"534"
631,"528"
632,"528"
633,"531"
634,"532"
635,"543"
636,"495"
637,"484"
638,"540"
639,"510"
640,"528"
641,"497"
642,"512"
643,"518"
644,"543"
645,"513"
646,"495"
647,"495"
648,"493"
649,"476"
650,"546"
651,"519"
652,"522"
653,"529"
654,"594"
655,"592"
656,"630"
657,"666"
658,"723"
659,"761"
660,"910"
661,"938"
662,"985"
663,"1014"
664,"1017"
665,"1017"
666,"965"
667,"941"
668,"876"
669,"818"
670,"764"
671,"695"
672,"586"
673,"564"
674,"532"
675,"495"
676,"516"
677,"521"
678,"503"
679,"511"
680,"503"
681,"487"
682,"493"
683,"478"
684,"524"
685,"469"
686,"489"
687,"450"
688,"502"
689,"478"
690,"509"
691,"528"
692,"513"
693,"481"
694,"505"
695,"507"
696,"562"
697,"560"
698,"612"
699,"586"
700,"671"
701,"587"
702,"611"
703,"594"
704,"682"
705,"608"
706,"631"
707,"564"
708,"542"
709,"574"
710,"546"
711,"492"
712,"516"
713,"471"
714,"506"
715,"493"
716,"507"
717,"442"
718,"446"
719,"482"
720,"465"
721,"464"
722,"497"
723,"478"
724,"458"
725,"458"
726,"473"
727,"483"
728,"466"
729,"476"
730,"485"
731,"483"
732,"454"
733,"471"
734,"494"
735,"462"
736,"464"
737,"487"
738,"528"
739,"508"
740,"533"
741,"536"
742,"538"
743,"546"
744,"487"
745,"517"
746,"600"
747,"510"
748,"518"
749,"452"
750,"484"
751,"493"
752,"423"
753,"470"
754,"497"
755,"482"
756,"478"
757,"448"
758,"456"
759,"493"
760,"443"
761,"427"
762,"427"
763,"471"
764,"459"
765,"448"
766,"437"
767,"443"
768,"465"
769,"460"
770,"448"
771,"441"
772,"518"
773,"465"
774,"515"
775,"494"
776,"539"
777,"516"
778,"549"
779,"595"
780,"589"
781,"588"
782,"610"
783,"606"
784,"565"
785,"595"
786,"540"
787,"560"
788,"539"
789,"534"
790,"506"
791,"474"
792,"449"
793,"445"
794,"402"
795,"468"
796,"486"
797,"432"
798,"440"
799,"440"
800,"401"
801,"476"
802,"435"
803,"459"
804,"428"
805,"451"
806,"473"
807,"445"
808,"444"
809,"431"
810,"430"
811,"431"
812,"411"
813,"405"
814,"425"
815,"430"
816,"436"
817,"428"
818,"424"
819,"440"
820,"427"
821,"470"
822,"448"
823,"419"
824,"401"
825,"455"
826,"431"
827,"469"
828,"437"
829,"450"
830,"448"
831,"435"
832,"439"
833,"418"
834,"434"
835,"440"
836,"434"
837,"437"
838,"424"
839,"407"
840,"402"
841,"474"
842,"478"
843,"416"
844,"460"
845,"460"
846,"432"
847,"429"
848,"433"
849,"413"
850,"443"
851,"451"
852,"406"
853,"430"
854,"432"
855,"392"
856,"423"
857,"404"
858,"412"
859,"439"
860,"434"
861,"444"
862,"433"
863,"403"
864,"431"
865,"478"
866,"448"
867,"465"
868,"415"
869,"480"
870,"485"
871,"410"
872,"444"
873,"474"
874,"525"
875,"487"
876,"461"
877,"485"
878,"524"
879,"500"
880,"479"
881,"451"
882,"442"
883,"515"
884,"507"
885,"477"
886,"489"
887,"452"
888,"507"
889,"467"
890,"480"
891,"511"
892,"479"
893,"501"
894,"489"
895,"528"
896,"507"
897,"520"
898,"469"
899,"574"
900,"530"
901,"551"
902,"521"
903,"547"
904,"549"
905,"565"
906,"588"
907,"553"
908,"647"
909,"575"
910,"665"
911,"638"
912,"648"
913,"701"
914,"695"
915,"719"
916,"755"
917,"802"
918,"803"
919,"879"
920,"895"
921,"917"
922,"969"
923,"958"
924,"993"
925,"1137"
926,"1130"
927,"1205"
928,"1190"
929,"1249"
930,"1312"
931,"1335"
932,"1411"
933,"1415"
934,"1426"
935,"1521"
936,"1424"
937,"1516"
938,"1551"
939,"1586"
940,"1462"
941,"1473"
942,"1500"
943,"1471"
944,"1501"
945,"1423"
946,"1402"
947,"1288"
948,"1304"
949,"1271"
950,"1208"
951,"1210"
952,"1147"
953,"1157"
954,"1035"
955,"987"
956,"979"
957,"963"
958,"899"
959,"928"
960,"813"
961,"810"
962,"803"
963,"733"
964,"747"
965,"662"
966,"664"
967,"644"
968,"592"
969,"557"
970,"550"
971,"559"
972,"549"
973,"525"
974,"515"
975,"557"
976,"524"
977,"477"
978,"472"
979,"481"
980,"446"
981,"464"
982,"424"
983,"445"
984,"414"
985,"440"
986,"450"
987,"414"
988,"453"
989,"510"
990,"522"
991,"567"
992,"547"
993,"611"
994,"647"
995,"701"
996,"802"
997,"787"
998,"834"
999,"864"
1000,"926"
1001,"992"
1002,"933"
1003,"911"
1004,"914"
1005,"865"
1006,"810"
1007,"780"
1008,"681"
1009,"676"
1010,"573"
1011,"547"
1012,"478"
1013,"475"
1014,"418"
1015,"406"
1016,"385"
1017,"366"
1018,"386"
1019,"367"
1020,"348"
1021,"386"
1022,"377"
1023,"384"
1024,"385"
1025,"372"
1026,"369"
1027,"375"
1028,"434"
1029,"362"
1030,"422"
1031,"371"
1032,"419"
1033,"446"
1034,"459"
1035,"437"
1036,"469"
1037,"503"
1038,"512"
1039,"569"
1040,"575"
1041,"589"
1042,"563"
1043,"596"
1044,"631"
1045,"639"
1046,"667"
1047,"630"
1048,"706"
1049,"674"
1050,"678"
1051,"699"
1052,"658"
1053,"632"
1054,"643"
1055,"616"
1056,"633"
1057,"542"
1058,"525"
1059,"527"
1060,"494"
1061,"505"
1062,"449"
1063,"426"
1064,"425"
1065,"418"
1066,"397"
1067,"366"
1068,"380"
1069,"360"
1070,"402"
1071,"362"
1072,"375"
1073,"381"
1074,"348"
1075,"328"
1076,"382"
1077,"322"
1078,"378"
1079,"312"
1080,"315"
1081,"321"
1082,"304"
1083,"296"
1084,"290"
1085,"311"
1086,"298"
1087,"301"
1088,"313"
1089,"310"
1090,"283"
1091,"311"
1092,"273"
1093,"287"
1094,"294"
1095,"263"
1096,"305"
1097,"282"
1098,"250"
1099,"280"
1100,"282"
1101,"248"
1102,"284"
1103,"272"
1104,"241"
1105,"250"
1106,"237"
1107,"278"
1108,"268"
1109,"276"
1110,"235"
1111,"236"
1112,"260"
1113,"243"
1114,"225"
1115,"232"
1116,"305"
1117,"266"
1118,"260"
1119,"258"
1120,"294"
1121,"302"
1122,"321"
1123,"278"
1124,"322"
1125,"332"
1126,"319"
1127,"304"
1128,"311"
1129,"327"
1130,"310"
1131,"340"
1132,"291"
1133,"294"
1134,"303"
1135,"235"
1136,"264"
1137,"271"
1138,"270"
1139,"256"
1140,"229"
1141,"220"
1142,"250"
1143,"232"
1144,"223"
1145,"203"
1146,"254"
1147,"229"
1148,"265"
1149,"222"
1150,"225"
1151,"231"
1152,"233"
1153,"234"
1154,"237"
1155,"226"
1156,"206"
1157,"224"
1158,"232"
1159,"200"
1160,"243"
1161,"207"
1162,"249"
1163,"219"
1164,"230"
1165,"196"
1166,"232"
1167,"198"
1168,"222"
1169,"211"
1170,"202"
1171,"227"
1172,"204"
1173,"238"
1174,"205"
1175,"219"
1176,"222"
1177,"268"
1178,"245"
1179,"235"
1180,"266"
1181,"258"
1182,"222"
1183,"245"
1184,"234"
1185,"235"
1186,"239"
1187,"244"
1188,"246"
1189,"223"
1190,"237"
1191,"211"
1192,"225"
1193,"220"
1194,"210"
1195,"221"
1196,"201"
1197,"224"
1198,"196"
1199,"205"
1200,"196"
1201,"215"
1202,"237"
1203,"200"
1204,"205"
1205,"189"
1206,"191"
1207,"212"
1208,"194"
1209,"182"
1210,"198"
1211,"210"
1212,"205"
1213,"184"
1214,"151"
1215,"201"
1216,"167"
1217,"183"
1218,"201"
1219,"183"
1220,"202"
1221,"196"
1222,"219"
1223,"194"
1224,"196"
1225,"169"
1226,"170"
1227,"198"
1228,"210"
1229,"173"
1230,"179"
1231,"184"
1232,"188"
1233,"166"
1234,"173"
1235,"176"
1236,"174"
1237,"193"
1238,"192"
1239,"200"
1240,"184"
1241,"163"
1242,"196"
1243,"193"
1244,"192"
1245,"161"
1246,"194"
1247,"173"
1248,"176"
1249,"170"
1250,"181"
1251,"184"
1252,"174"
1253,"189"
1254,"173"
1255,"183"
1256,"185"
1257,"168"
1258,"174"
1259,"167"
1260,"159"
1261,"184"
1262,"173"
1263,"195"
1264,"175"
1265,"183"
1266,"157"
1267,"176"
1268,"147"
1269,"155"
1270,"159"
1271,"176"
1272,"177"
1273,"167"
1274,"175"
1275,"153"
1276,"158"
1277,"165"
1278,"139"
1279,"162"
1280,"164"
1281,"164"
1282,"142"
1283,"180"
1284,"161"
1285,"159"
1286,"141"
1287,"152"
1288,"154"
1289,"168"
1290,"155"
1291,"140"
1292,"162"
1293,"135"
1294,"147"
1295,"171"
1296,"166"
1297,"138"
1298,"144"
1299,"144"
1300,"152"
1301,"153"
1302,"156"
1303,"153"
1304,"151"
1305,"120"
1306,"145"
1307,"150"
1308,"152"
1309,"166"
1310,"158"
1311,"142"
1312,"144"
1313,"141"
1314,"142"
1315,"147"
1316,"125"
1317,"138"
1318,"150"
1319,"141"
1320,"165"
1321,"132"
1322,"149"
1323,"126"
1324,"139"
1325,"137"
1326,"146"
1327,"138"
1328,"138"
1329,"143"
1330,"116"
1331,"134"
1332,"155"
1333,"129"
1334,"118"
1335,"132"
1336,"133"
1337,"146"
1338,"151"
1339,"133"
1340,"123"
1341,"130"
1342,"141"
1343,"136"
1344,"126"
1345,"150"
1346,"131"
1347,"135"
1348,"144"
1349,"145"
1350,"141"
1351,"133"
1352,"127"
1353,"133"
1354,"132"
1355,"163"
1356,"121"
1357,"117"
1358,"122"
1359,"110"
1360,"117"
1361,"131"
1362,"145"
1363,"122"
1364,"126"
1365,"134"
1366,"122"
1367,"136"
1368,"120"
1369,"122"
1370,"135"
1371,"143"
1372,"121"
1373,"139"
1374,"110"
1375,"115"
1376,"124"
1377,"127"
1378,"131"
1379,"124"
1380,"119"
1381,"133"
1382,"137"
1383,"113"
1384,"121"
1385,"121"
1386,"130"
1387,"126"
1388,"115"
1389,"117"
1390,"120"
1391,"108"
1392,"93"
1393,"113"
1394,"123"
1395,"111"
1396,"107"
1397,"125"
1398,"110"
1399,"119"
1400,"123"
1401,"115"
1402,"102"
1403,"103"
1404,"93"
1405,"101"
1406,"105"
1407,"114"
1408,"122"
1409,"102"
1410,"104"
1411,"118"
1412,"103"
1413,"98"
1414,"88"
1415,"105"
1416,"96"
1417,"103"
1418,"122"
1419,"111"
1420,"111"
1421,"118"
1422,"120"
1423,"111"
1424,"113"
1425,"101"
1426,"104"
1427,"94"
1428,"101"
1429,"100"
1430,"94"
1431,"115"
1432,"98"
1433,"121"
1434,"91"
1435,"103"
1436,"97"
1437,"89"
1438,"104"
1439,"108"
1440,"98"
1441,"95"
1442,"103"
1443,"99"
1444,"101"
1445,"118"
1446,"76"
1447,"70"
1448,"71"
1449,"94"
1450,"109"
1451,"81"
1452,"93"
1453,"87"
1454,"86"
1455,"79"
1456,"87"
1457,"94"
1458,"90"
1459,"90"
1460,"80"
1461,"93"
1462,"101"
1463,"73"
1464,"83"
1465,"97"
1466,"74"
1467,"76"
1468,"71"
1469,"73"
1470,"85"
1471,"96"
1472,"85"
1473,"87"
1474,"83"
1475,"89"
1476,"85"
1477,"101"
1478,"80"
1479,"90"
1480,"90"
1481,"68"
1482,"82"
1483,"84"
1484,"77"
1485,"67"
1486,"82"
1487,"75"
1488,"88"
1489,"80"
1490,"68"
1491,"67"
1492,"55"
1493,"75"
1494,"76"
1495,"94"
1496,"71"
1497,"76"
1498,"71"
1499,"77"
1500,"75"
1501,"75"
1502,"66"
1503,"73"
1504,"78"
1505,"63"
1506,"73"
1507,"68"
1508,"69"
1509,"59"
1510,"74"
1511,"58"
1512,"82"
1513,"57"
1514,"58"
1515,"67"
1516,"70"
1517,"73"
1518,"78"
1519,"66"
1520,"73"
1521,"74"
1522,"68"
1523,"67"
1524,"62"
1525,"64"
1526,"54"
1527,"67"
1528,"66"
1529,"60"
1530,"64"
1531,"61"
1532,"65"
1533,"72"
1534,"67"
1535,"68"
1536,"64"
1537,"61"
1538,"45"
1539,"53"
1540,"59"
1541,"64"
1542,"51"
1543,"60"
1544,"60"
1545,"63"
1546,"49"
1547,"65"
1548,"53"
1549,"50"
1550,"54"
1551,"66"
1552,"60"
1553,"48"
1554,"49"
1555,"59"
1556,"53"
1557,"58"
1558,"56"
1559,"67"
1560,"56"
1561,"57"
1562,"47"
1563,"50"
1564,"58"
1565,"64"
1566,"61"
1567,"48"
1568,"59"
1569,"50"
1570,"55"
1571,"47"
1572,"49"
1573,"56"
1574,"55"
1575,"59"
1576,"52"
1577,"48"
1578,"50"
1579,"50"
1580,"62"
1581,"55"
1582,"50"
1583,"43"
1584,"40"
1585,"42"
1586,"37"
1587,"51"
1588,"40"
1589,"39"
1590,"47"
1591,"45"
1592,"45"
1593,"47"
1594,"46"
1595,"40"
1596,"45"
1597,"35"
1598,"43"
1599,"33"
1600,"38"
1601,"39"
1602,"43"
1603,"42"
1604,"32"
1605,"39"
1606,"42"
1607,"29"
1608,"47"
1609,"45"
1610,"37"
1611,"39"
1612,"31"
1613,"37"
1614,"31"
1615,"29"
1616,"32"
1617,"33"
1618,"37"
1619,"39"
1620,"40"
1621,"34"
1622,"33"
1623,"25"
1624,"32"
1625,"46"
1626,"29"
1627,"31"
1628,"25"
1629,"31"
1630,"36"
1631,"30"
1632,"23"
1633,"30"
1634,"27"
1635,"26"
1636,"33"
1637,"28"
1638,"30"
1639,"32"
1640,"28"
1641,"27"
1642,"33"
1643,"38"
1644,"16"
1645,"31"
1646,"22"
1647,"29"
1648,"24"
1649,"28"
1650,"24"
1651,"29"
1652,"27"
1653,"22"
1654,"11"
1655,"30"
1656,"32"
1657,"22"
1658,"24"
1659,"17"
1660,"27"
1661,"28"
1662,"26"
1663,"16"
1664,"19"
1665,"17"
1666,"18"
1667,"21"
1668,"26"
1669,"23"
1670,"16"
1671,"20"
1672,"19"
1673,"20"
1674,"23"
1675,"23"
1676,"29"
1677,"19"
1678,"13"
1679,"21"
1680,"14"
1681,"15"
1682,"19"
1683,"12"
1684,"12"
1685,"17"
1686,"15"
1687,"14"
1688,"12"
1689,"17"
1690,"9"
1691,"12"
1692,"12"
1693,"12"
1694,"9"
1695,"10"
1696,"12"
1697,"16"
1698,"14"
1699,"16"
1700,"10"
1701,"7"
1702,"10"
1703,"12"
1704,"16"
1705,"9"
1706,"8"
1707,"6"
1708,"12"
1709,"14"
1710,"5"
1711,"6"
1712,"9"
1713,"10"
1714,"8"
1715,"10"
1716,"16"
1717,"16"
1718,"13"
1719,"17"
1720,"11"
1721,"12"
1722,"3"
1723,"6"
1724,"11"
1725,"13"
1726,"5"
1727,"12"
1728,"3"
1729,"12"
1730,"6"
1731,"5"
1732,"9"
1733,"8"
1734,"5"
1735,"13"
1736,"8"
1737,"7"
1738,"4"
1739,"4"
1740,"6"
1741,"6"
1742,"3"
1743,"7"
1744,"10"
1745,"4"
1746,"5"
1747,"6"
1748,"5"
1749,"4"
1750,"3"
1751,"3"
1752,"6"
1753,"4"
1754,"6"
1755,"6"
1756,"1"
1757,"4"
1758,"4"
1759,"6"
1760,"4"
1761,"4"
1762,"3"
1763,"2"
1764,"6"
1765,"3"
1766,"3"
1767,"1"
1768,"0"
1769,"3"
1770,"6"
1771,"2"
1772,"4"
1773,"3"
1774,"4"
1775,"4"
1776,"0"
1777,"2"
1778,"3"
1779,"4"
1780,"3"
1781,"0"
1782,"1"
1783,"5"
1784,"0"
1785,"3"
1786,"2"
1787,"5"
1788,"2"
1789,"5"
1790,"0"
1791,"3"
1792,"0"
1793,"1"
1794,"1"
1795,"4"
1796,"1"
1797,"5"
1798,"0"
1799,"2"
1800,"5"
1801,"1"
1802,"2"
1803,"5"
1804,"1"
1805,"3"
1806,"2"
1807,"0"
1808,"1"
1809,"0"
1810,"1"
1811,"2"
1812,"1"
1813,"3"
1814,"1"
1815,"2"
1816,"4"
1817,"0"
1818,"1"
1819,"0"
1820,"0"
1821,"1"
1822,"2"
1823,"0"
1824,"2"
1825,"1"
1826,"3"
1827,"1"
1828,"3"
1829,"0"
1830,"2"
1831,"0"
1832,"1"
1833,"0"
1834,"3"
1835,"1"
1836,"0"
1837,"1"
1838,"4"
1839,"2"
1840,"4"
1841,"3"
1842,"1"
1843,"1"
1844,"0"
1845,"3"
1846,"3"
1847,"1"
1848,"0"
1849,"2"
1850,"2"
1851,"1"
1852,"2"
1853,"1"
1854,"1"
1855,"0"
1856,"0"
1857,"1"
1858,"1"
1859,"2"
1860,"1"
1861,"0"
1862,"0"
1863,"2"
1864,"0"
1865,"3"
1866,"0"
1867,"0"
1868,"0"
1869,"1"
1870,"0"
1871,"0"
1872,"1"
1873,"1"
1874,"1"
1875,"0"
1876,"0"
1877,"2"
1878,"1"
1879,"0"
1880,"0"
1881,"1"
1882,"0"
1883,"0"
1884,"1"
1885,"1"
1886,"0"
1887,"1"
1888,"1"
1889,"0"
1890,"1"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"1"
1896,"1"
1897,"2"
1898,"0"
1899,"1"
1900,"1"
1901,"0"
1902,"1"
1903,"0"
1904,"1"
1905,"0"
1906,"1"
1907,"0"
1908,"0"
1909,"1"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"1"
1918,"0"
1919,"0"
1920,"1"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"1"
1928,"0"
1929,"0"
1930,"1"
1931,"1"
1932,"1"
1933,"0"
1934,"0"
1935,"1"
1936,"0"
1937,"2"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"1"
1943,"3"
1944,"1"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"1"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"1"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"1"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"1"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"1"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"1"
2018,"0"
2019,"0"
2020,"1"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"1"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


