Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4A 2phi 0"
Duration Time,60.034
Ambient Temperature,"99.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"682107"
Raw Accumulated Counts,"706762"
Valid Count Last Packet,"10531"
Raw Count Last Packet,"10930"
Live Time,58.361977
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7856
Number of Channels,2048
Vacuum,751
Channel#,Intensity
0,"1769"
1,"1471"
2,"905"
3,"481"
4,"237"
5,"67"
6,"14"
7,"7"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"5"
22,"26"
23,"84"
24,"158"
25,"196"
26,"194"
27,"200"
28,"176"
29,"175"
30,"155"
31,"139"
32,"168"
33,"177"
34,"165"
35,"146"
36,"142"
37,"175"
38,"147"
39,"152"
40,"160"
41,"153"
42,"151"
43,"138"
44,"156"
45,"172"
46,"183"
47,"175"
48,"157"
49,"141"
50,"157"
51,"140"
52,"170"
53,"147"
54,"149"
55,"177"
56,"153"
57,"186"
58,"147"
59,"123"
60,"168"
61,"159"
62,"143"
63,"130"
64,"152"
65,"136"
66,"116"
67,"142"
68,"115"
69,"133"
70,"142"
71,"151"
72,"169"
73,"179"
74,"194"
75,"221"
76,"190"
77,"196"
78,"172"
79,"169"
80,"207"
81,"335"
82,"507"
83,"824"
84,"1209"
85,"1449"
86,"1657"
87,"1632"
88,"1323"
89,"966"
90,"681"
91,"418"
92,"295"
93,"198"
94,"154"
95,"132"
96,"133"
97,"139"
98,"136"
99,"134"
100,"124"
101,"150"
102,"123"
103,"127"
104,"127"
105,"103"
106,"110"
107,"116"
108,"127"
109,"125"
110,"145"
111,"169"
112,"195"
113,"193"
114,"220"
115,"223"
116,"231"
117,"219"
118,"205"
119,"197"
120,"186"
121,"194"
122,"175"
123,"177"
124,"197"
125,"258"
126,"316"
127,"426"
128,"564"
129,"772"
130,"1052"
131,"1503"
132,"1810"
133,"1979"
134,"1950"
135,"1841"
136,"1728"
137,"1455"
138,"1331"
139,"1339"
140,"1380"
141,"1382"
142,"1450"
143,"1614"
144,"1593"
145,"1661"
146,"1730"
147,"1689"
148,"1580"
149,"1307"
150,"988"
151,"671"
152,"504"
153,"327"
154,"327"
155,"318"
156,"362"
157,"374"
158,"482"
159,"635"
160,"880"
161,"1293"
162,"1690"
163,"1997"
164,"2238"
165,"2234"
166,"2019"
167,"1583"
168,"1128"
169,"728"
170,"490"
171,"312"
172,"247"
173,"240"
174,"266"
175,"319"
176,"401"
177,"537"
178,"624"
179,"723"
180,"865"
181,"967"
182,"1051"
183,"1081"
184,"1009"
185,"866"
186,"659"
187,"503"
188,"350"
189,"283"
190,"227"
191,"190"
192,"169"
193,"211"
194,"213"
195,"233"
196,"244"
197,"261"
198,"321"
199,"319"
200,"306"
201,"305"
202,"279"
203,"253"
204,"232"
205,"196"
206,"199"
207,"171"
208,"186"
209,"185"
210,"203"
211,"202"
212,"238"
213,"203"
214,"232"
215,"237"
216,"260"
217,"243"
218,"289"
219,"356"
220,"397"
221,"396"
222,"411"
223,"448"
224,"473"
225,"468"
226,"418"
227,"376"
228,"336"
229,"303"
230,"288"
231,"273"
232,"251"
233,"273"
234,"278"
235,"279"
236,"266"
237,"295"
238,"309"
239,"318"
240,"352"
241,"338"
242,"327"
243,"392"
244,"367"
245,"380"
246,"309"
247,"334"
248,"336"
249,"343"
250,"312"
251,"286"
252,"295"
253,"327"
254,"293"
255,"271"
256,"302"
257,"291"
258,"306"
259,"301"
260,"338"
261,"296"
262,"341"
263,"352"
264,"373"
265,"375"
266,"379"
267,"392"
268,"370"
269,"374"
270,"371"
271,"365"
272,"325"
273,"357"
274,"419"
275,"393"
276,"404"
277,"404"
278,"397"
279,"437"
280,"429"
281,"426"
282,"435"
283,"421"
284,"424"
285,"389"
286,"402"
287,"421"
288,"440"
289,"423"
290,"425"
291,"441"
292,"415"
293,"395"
294,"392"
295,"461"
296,"431"
297,"429"
298,"423"
299,"418"
300,"415"
301,"444"
302,"463"
303,"475"
304,"409"
305,"440"
306,"437"
307,"437"
308,"462"
309,"537"
310,"566"
311,"667"
312,"803"
313,"1071"
314,"1353"
315,"1602"
316,"1755"
317,"1972"
318,"2041"
319,"1890"
320,"1724"
321,"1486"
322,"1149"
323,"897"
324,"784"
325,"632"
326,"537"
327,"512"
328,"456"
329,"443"
330,"461"
331,"460"
332,"485"
333,"476"
334,"492"
335,"472"
336,"480"
337,"473"
338,"482"
339,"465"
340,"538"
341,"505"
342,"466"
343,"554"
344,"559"
345,"636"
346,"644"
347,"645"
348,"642"
349,"751"
350,"719"
351,"704"
352,"749"
353,"765"
354,"767"
355,"679"
356,"680"
357,"723"
358,"739"
359,"736"
360,"850"
361,"850"
362,"859"
363,"907"
364,"1017"
365,"1066"
366,"1061"
367,"1200"
368,"1240"
369,"1428"
370,"1355"
371,"1362"
372,"1234"
373,"1166"
374,"1082"
375,"909"
376,"758"
377,"652"
378,"557"
379,"535"
380,"471"
381,"496"
382,"481"
383,"466"
384,"457"
385,"487"
386,"489"
387,"484"
388,"460"
389,"478"
390,"480"
391,"472"
392,"479"
393,"538"
394,"604"
395,"606"
